pXC50,RBN,PHI,DBI,GGI1,Eig11_AEA.dm.,SAtot,MAXDP,ATSC8e,Eta_alpha,S1K,SpMaxA_EA.ri.,Eig03_EA.ed.,SM12_AEA.dm.,SM05_EA.bo.,MATS8p,RDCHI,MATS8v,SpAD_EA.bo.,S3K,Chi0_EA.ri.,Chi1_EA.ri.,SMTI,X1,SpMax8_Bh.e.,MSD,TIC2,MDDD,SssO,S2K,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,Eig03_EA,SM11_AEA.bo.,AMR,ON0V,CENT,SpMax7_Bh.i.,TIC1,LOC,X0v,SM02_AEA.bo.,TIC3,SMTIV,SpAD_AEA.dm.,Chi1_EA.ed.,Eig08_AEA.ed.,IDMT,Xu,SpAD_AEA.bo.,MPC01,MWC01,nBO,SRW02,IDET,Eig07_AEA.ed.,MW,piPC01,SCBO,GMTI,S0K,JGT,DLS_03,Chi0_EA.ed.
6.745,9,7.898,4.183,8.0,1.634,557.179,5.792,1.207,14.586,23.353,0.085,7.821,7.821,7.674,0.07,4.259,0.068,64.716,6.848,21.795,17.687,13379.0,15.334,2.987,7.407,259.541,37.438,16.583,10.822,16.777,16.777,16.777,16.777,16.777,2.667,2.667,112.61,10.043,2050.0,3.152,204.547,1.328,17.372,5.047,290.07,25481.0,51.961,6.027,4.596,28052.9,30.05,50.247,3.555,3.555,34,4.234,1860.35,4.767,440.46,3.829,45.0,13496.0,160.0,0.458,0.83,12.703
6.398,10,8.737,4.528,8.5,1.635,626.399,5.935,0.95,15.7,25.339,0.081,8.23,8.23,7.722,-0.014,4.383,-0.038,67.996,7.362,23.049,18.695,15687.0,16.244,3.156,7.729,300.226,41.433,17.07,11.724,17.745,17.745,17.745,17.745,17.745,2.772,2.772,126.822,12.1,2392.0,3.302,230.668,1.377,19.441,5.097,330.755,27769.0,55.061,6.298,4.679,33784.3,31.572,53.517,3.611,3.611,36,4.29,2140.56,4.968,465.55,3.871,47.0,15758.0,168.974,0.465,0.83,13.345
7.222,10,8.594,4.848,10.0,1.792,627.512,5.886,1.104,16.3,26.321,0.078,8.235,8.235,8.31,0.041,4.447,0.03,72.874,7.603,23.449,19.455,17269.0,16.545,3.153,8.08,292.282,45.118,16.768,11.428,18.234,18.234,18.234,18.234,18.234,2.783,2.783,126.148,11.4,2605.0,3.301,231.553,1.377,20.035,5.173,318.811,33329.0,59.072,6.28,4.705,37599.0,32.449,55.457,3.638,3.638,37,4.317,2314.81,5.018,500.57,3.932,50.0,17327.0,173.525,0.518,0.67,13.301
7.046,9,8.067,4.243,9.0,1.767,560.013,5.786,1.453,14.871,24.269,0.083,8.077,8.077,7.771,0.067,4.301,0.093,66.551,7.056,22.305,18.299,14413.0,15.728,2.991,7.516,258.07,38.86,16.345,10.969,17.277,17.277,17.277,17.277,17.277,2.751,2.751,112.826,10.102,2204.0,3.153,209.766,1.331,17.672,5.078,282.07,28589.0,53.893,6.124,4.623,30646.8,30.774,51.894,3.584,3.584,35,4.263,1988.54,4.811,458.45,3.85,46.0,14501.0,160.465,0.488,0.83,12.879
6.292,7,7.056,4.743,8.5,1.0,563.752,5.847,0.663,13.367,22.162,0.105,7.625,7.625,8.117,-0.003,3.678,-0.083,55.18,5.456,18.063,15.019,8544.0,13.018,3.014,6.393,258.2,27.352,0.0,8.914,14.22,14.22,14.22,14.22,14.22,2.64,2.64,109.87,11.233,1342.0,3.163,200.026,1.242,17.655,4.938,274.2,14709.0,47.278,4.692,4.266,17603.9,26.54,44.754,3.401,3.401,29,4.078,1341.22,4.612,405.57,3.664,38.0,8273.0,128.606,0.606,1.0,10.016
5.848,6,6.242,4.123,7.5,1.014,508.333,5.95,0.912,13.581,20.6,0.102,7.541,7.541,8.13,-0.029,3.825,-0.064,58.685,5.24,18.606,15.655,8704.0,13.236,2.879,6.157,233.814,26.0,0.0,8.484,14.817,14.817,14.817,14.817,14.817,2.651,2.651,104.788,8.793,1438.0,2.974,184.953,0.82,16.833,4.97,251.323,16625.0,48.714,5.064,4.04,17226.8,26.45,45.358,3.434,3.434,30,4.111,1295.87,4.638,421.94,3.714,40.0,8803.0,132.606,0.521,1.0,10.584
6.208,4,4.99,3.0,6.0,0.809,406.65,6.168,0.311,11.786,17.082,0.115,7.955,7.955,7.794,-0.157,3.566,-0.191,52.565,3.854,16.459,14.053,6011.0,11.436,2.724,5.793,185.911,20.083,0.0,7.011,12.8,12.8,12.8,12.8,12.8,2.697,2.697,95.456,7.493,826.0,3.044,163.547,0.663,14.541,4.82,187.911,11338.0,42.834,4.327,4.027,11002.6,23.34,39.978,3.296,3.296,26,3.97,936.239,4.258,363.48,3.584,35.0,6138.0,110.039,0.511,1.0,9.092
6.252,6,6.242,4.123,7.5,1.0,522.237,5.991,0.781,13.367,20.6,0.101,7.613,7.613,8.053,-0.015,3.826,-0.092,56.437,5.24,18.539,15.481,8750.0,13.236,2.987,6.216,250.851,26.429,0.0,8.484,14.796,14.796,14.796,14.796,14.796,2.635,2.635,108.104,9.9,1432.0,3.062,193.402,0.82,16.907,4.959,270.07,15015.0,48.308,5.025,4.233,17307.1,26.485,45.487,3.434,3.434,30,4.111,1312.38,4.616,403.55,3.689,39.0,8851.0,128.606,0.522,1.0,10.53
6.301,7,6.791,4.243,7.5,1.0,548.314,6.047,0.75,13.867,21.576,0.097,7.628,7.628,8.078,-0.016,3.9,-0.095,57.405,5.273,19.645,15.947,9626.0,13.797,3.014,6.404,270.483,28.621,0.0,9.127,15.172,15.172,15.172,15.172,15.172,2.636,2.636,112.852,10.4,1566.0,3.166,203.654,0.973,17.614,4.98,289.702,16152.0,49.482,5.125,4.257,19347.9,27.3,46.379,3.466,3.466,31,4.143,1431.5,4.791,417.58,3.714,40.0,9718.0,134.881,0.515,1.0,10.983
6.638,7,7.024,4.472,8.0,1.004,579.782,6.099,0.722,14.367,22.553,0.095,7.655,7.655,8.126,-0.016,3.947,-0.096,59.596,5.332,19.925,16.519,10510.0,14.18,3.014,6.556,281.592,30.2,0.0,9.344,15.72,15.72,15.72,15.72,15.72,2.64,2.64,117.27,11.233,1690.0,3.201,211.849,0.981,18.484,5.014,300.811,17297.0,51.121,5.265,4.292,21441.8,28.076,48.798,3.497,3.497,32,4.174,1549.73,4.878,431.61,3.738,41.0,10589.0,139.207,0.534,1.0,11.178
6.959,7,6.016,4.183,7.5,1.087,543.658,6.109,0.745,14.367,21.116,0.093,7.719,7.719,8.147,-0.006,4.091,-0.086,61.115,4.97,20.316,17.015,10954.0,14.341,3.014,6.555,262.417,30.133,0.0,8.547,16.254,16.254,16.254,16.254,16.254,2.644,2.644,115.314,10.233,1688.0,3.238,202.875,0.594,17.898,5.047,293.72,17741.0,53.19,5.426,4.454,21431.1,28.139,50.476,3.526,3.526,33,4.205,1550.21,4.884,429.59,3.761,42.0,11521.0,139.207,0.498,1.0,11.447
7.222,7,6.524,4.183,7.5,1.106,569.735,6.154,0.787,14.867,22.078,0.09,7.701,7.701,8.135,0.022,4.163,-0.067,61.74,4.873,21.023,17.515,11987.0,14.841,3.014,6.753,270.904,32.327,0.0,9.16,16.754,16.754,16.754,16.754,16.754,2.643,2.643,119.915,10.733,1825.0,3.257,208.796,0.584,18.605,5.066,308.149,19073.0,53.99,5.651,4.429,23805.3,28.952,50.96,3.555,3.555,34,4.234,1682.16,4.883,443.62,3.784,43.0,12587.0,145.58,0.495,1.0,11.934
6.319,6,6.698,4.183,8.0,1.002,543.639,6.059,0.938,14.081,21.855,0.098,7.719,7.719,8.12,-0.027,3.845,-0.105,58.528,5.401,19.139,16.199,9380.0,13.647,2.987,6.217,252.851,27.103,0.0,8.887,15.284,15.284,15.284,15.284,15.284,2.641,2.641,112.82,9.96,1537.0,3.062,199.302,0.83,17.963,4.994,270.07,16829.0,50.621,5.138,4.459,18874.0,27.154,47.32,3.466,3.466,31,4.143,1407.46,4.883,437.99,3.714,40.0,9454.0,134.881,0.543,1.0,10.758
6.357,6,6.478,4.183,8.0,1.0,548.314,6.102,0.756,13.867,21.576,0.099,7.719,7.719,8.12,-0.043,3.845,-0.112,58.528,5.273,19.019,15.95,9380.0,13.647,2.987,6.217,263.728,27.103,0.0,8.707,15.284,15.284,15.284,15.284,15.284,2.641,2.641,112.386,10.817,1537.0,3.236,201.754,0.83,17.829,4.994,286.947,15851.0,50.452,5.138,4.459,18874.0,27.154,47.32,3.466,3.466,31,4.143,1407.46,4.883,417.58,3.714,40.0,9454.0,134.881,0.543,1.0,10.758
6.585,7,7.486,4.528,8.5,1.004,601.184,6.167,0.868,15.081,23.811,0.093,7.926,7.926,8.189,-0.03,3.961,-0.108,61.672,5.504,20.526,17.237,11176.0,14.59,3.036,6.53,283.592,30.801,0.0,9.746,16.208,16.208,16.208,16.208,16.208,2.654,2.654,121.986,11.293,1793.0,3.201,217.749,0.984,19.54,5.047,300.811,19207.0,53.469,5.381,4.64,23156.1,28.715,50.616,3.526,3.526,33,4.205,1651.87,4.883,466.05,3.761,42.0,11224.0,145.58,0.552,1.0,11.408
6.796,7,7.259,4.528,8.5,1.004,605.859,6.21,0.699,14.867,23.532,0.094,7.926,7.926,8.189,-0.041,3.961,-0.111,61.672,5.382,20.405,16.988,11176.0,14.59,3.152,6.53,294.921,30.801,0.0,9.564,16.208,16.208,16.208,16.208,16.208,2.654,2.654,121.552,12.15,1793.0,3.291,219.844,0.984,19.407,5.047,318.141,18169.0,53.235,5.381,4.64,23156.1,28.715,50.616,3.526,3.526,33,4.205,1651.87,4.883,445.64,3.761,42.0,11224.0,145.58,0.552,1.0,11.408
7.155,7,7.486,4.528,8.0,1.149,601.184,6.167,0.868,15.081,23.811,0.093,8.492,8.492,8.211,-0.03,3.957,-0.108,61.382,5.323,20.558,17.172,11169.0,14.607,3.024,6.528,283.592,30.926,0.0,9.746,16.171,16.171,16.171,16.171,16.171,2.693,2.693,121.986,11.293,1789.0,3.201,217.749,0.984,19.54,5.047,300.811,19178.0,53.557,5.338,4.688,23137.3,28.712,50.346,3.526,3.526,33,4.205,1651.9,4.911,466.05,3.761,42.0,11216.0,145.58,0.542,1.0,11.396
6.174,7,6.478,4.472,8.0,1.0,553.705,5.987,0.686,13.867,21.576,0.098,7.661,7.661,8.126,-0.01,3.894,-0.092,57.581,4.896,19.218,16.019,9697.0,13.68,3.014,6.484,270.947,29.011,0.0,8.707,15.22,15.22,15.22,15.22,15.22,2.64,2.64,112.669,10.733,1517.0,3.181,205.264,0.998,17.777,4.994,286.947,16173.0,49.626,5.018,4.292,19493.6,27.336,47.159,3.466,3.466,31,4.143,1444.8,4.879,417.58,3.714,40.0,9771.0,134.881,0.553,1.0,10.678
6.62,7,7.587,4.472,8.0,1.065,605.859,6.185,0.759,14.867,23.532,0.092,7.653,7.653,8.123,-0.022,4.023,-0.109,60.887,5.767,20.632,17.019,11447.0,14.68,3.111,6.68,291.121,31.732,0.0,9.995,16.22,16.22,16.22,16.22,16.22,2.64,2.64,121.871,11.733,1884.0,3.235,218.102,0.964,19.191,5.034,315.386,18585.0,52.784,5.515,4.291,23677.9,28.854,50.385,3.526,3.526,33,4.205,1664.51,4.878,445.64,3.761,42.0,11535.0,145.58,0.52,1.0,11.678
6.796,7,7.632,4.796,10.5,1.097,611.526,6.164,1.329,15.438,25.365,0.087,10.594,10.594,8.209,-0.025,4.119,-0.078,64.59,6.203,21.52,18.27,13507.0,15.387,3.111,6.992,301.676,36.138,0.0,9.929,17.165,17.165,17.165,17.165,17.165,3.075,3.075,122.467,11.769,2292.0,3.244,231.933,0.97,19.74,5.109,320.896,24595.0,56.03,5.509,4.876,28748.8,30.387,54.298,3.584,3.584,35,4.263,1917.57,5.175,481.62,3.807,44.0,13541.0,156.465,0.604,1.0,11.72
5.824,7,7.324,4.243,7.5,1.2,563.43,6.102,0.969,14.2,22.515,0.094,7.626,7.626,8.075,-0.019,3.976,-0.09,58.698,5.718,20.505,16.658,10516.0,14.297,3.111,6.532,287.455,30.151,5.398,9.759,15.672,15.672,15.672,15.672,15.672,2.636,2.636,115.001,10.567,1748.0,3.206,215.772,0.955,18.022,5.001,296.965,18269.0,51.365,5.375,4.256,21445.2,28.088,47.982,3.497,3.497,32,4.174,1541.97,4.791,433.58,3.738,41.0,10618.0,141.207,0.501,1.0,11.483
5.481,7,6.968,4.472,8.0,1.065,573.126,6.116,0.694,14.867,22.769,0.092,7.653,7.653,8.176,0.01,4.023,-0.086,65.043,5.421,20.632,17.019,11447.0,14.68,3.014,6.68,267.786,31.732,0.0,9.486,16.22,16.22,16.22,16.22,16.22,2.64,2.64,120.816,10.817,1884.0,3.197,209.401,0.964,18.465,5.081,285.437,19756.0,52.702,5.515,4.291,23677.9,28.854,50.493,3.526,3.526,33,4.205,1664.51,4.878,439.58,3.829,45.0,11535.0,142.825,0.52,1.0,11.678
6.222,7,6.791,4.416,7.0,1.003,553.705,6.014,0.697,13.867,21.576,0.098,7.623,7.623,8.059,-0.011,3.885,-0.08,57.8,5.079,19.486,16.061,9531.0,13.786,3.014,6.32,261.728,28.352,0.0,9.127,15.253,15.253,15.253,15.253,15.253,2.58,2.58,112.229,10.317,1514.0,3.17,200.485,0.973,17.561,4.98,283.702,15974.0,49.189,5.229,3.848,19135.0,27.244,47.052,3.466,3.466,31,4.143,1419.32,4.313,417.58,3.714,40.0,9630.0,132.881,0.496,1.0,11.092
6.481,7,7.582,5.099,10.0,1.206,588.283,6.074,1.385,15.224,25.301,0.087,10.599,10.599,8.237,-0.016,4.132,-0.076,64.864,5.975,21.649,18.477,13837.0,15.391,3.033,7.244,281.592,36.288,0.0,9.889,17.194,17.194,17.194,17.194,17.194,3.083,3.083,118.203,10.912,2227.0,3.207,224.491,1.062,19.118,5.109,300.811,26864.0,55.195,5.532,4.595,29428.5,30.515,54.281,3.584,3.584,35,4.263,1963.8,5.154,485.58,3.807,44.0,13862.0,153.71,0.585,1.0,11.809
6.854,6,6.922,4.183,8.0,1.003,538.964,6.026,1.035,14.295,22.134,0.098,7.719,7.719,8.12,-0.025,3.845,-0.081,58.528,5.531,19.279,16.485,9380.0,13.647,2.869,6.217,236.219,27.103,0.0,9.069,15.284,15.284,15.284,15.284,15.284,2.641,2.641,112.584,9.102,1537.0,3.035,192.37,0.83,18.097,4.994,253.438,18221.0,50.813,5.138,4.459,18874.0,27.154,47.32,3.466,3.466,31,4.143,1407.46,4.883,458.4,3.714,40.0,9454.0,132.127,0.543,1.0,10.758
5.886,7,5.733,4.123,6.5,1.086,512.262,5.996,0.822,13.767,20.093,0.096,7.697,7.697,8.081,-0.007,4.03,-0.077,59.319,4.696,19.944,16.658,9947.0,13.948,3.014,6.319,233.522,28.281,0.0,8.274,15.787,15.787,15.787,15.787,15.787,2.592,2.592,108.116,9.183,1512.0,3.169,186.177,0.562,16.845,5.014,267.58,16788.0,51.257,5.391,4.231,19124.4,27.308,48.729,3.497,3.497,32,4.174,1419.79,4.464,416.55,3.738,41.0,10508.0,132.881,0.459,1.0,11.361
6.229,7,6.24,4.123,6.5,1.106,538.339,6.042,0.867,14.267,21.053,0.093,7.676,7.676,8.069,0.024,4.102,-0.056,59.944,4.618,20.651,17.158,10921.0,14.448,3.014,6.521,241.702,30.333,0.0,8.892,16.287,16.287,16.287,16.287,16.287,2.589,2.589,112.717,9.683,1634.0,3.171,192.237,0.551,17.552,5.034,281.702,18087.0,52.058,5.615,4.225,21331.3,28.13,49.195,3.526,3.526,33,4.205,1546.52,4.44,430.58,3.761,42.0,11516.0,139.207,0.457,1.0,11.847
6.155,7,7.434,4.528,8.5,1.004,595.864,6.139,0.971,14.981,23.748,0.093,7.926,7.926,8.189,-0.037,3.961,-0.12,61.672,5.476,20.594,17.342,11176.0,14.59,3.036,6.53,276.279,30.801,0.0,9.705,16.208,16.208,16.208,16.208,16.208,2.654,2.654,119.38,11.16,1793.0,3.201,212.046,0.984,19.41,5.047,293.498,19629.0,53.469,5.381,4.64,23156.1,28.715,50.616,3.526,3.526,33,4.205,1651.87,4.883,467.04,3.761,42.0,11224.0,145.58,0.552,1.0,11.408
6.143,7,6.412,4.416,7.0,1.001,527.751,5.898,0.794,13.267,20.816,0.101,7.63,7.63,8.083,-0.043,3.802,-0.108,55.857,4.755,18.789,15.565,8635.0,13.286,3.014,6.126,252.035,26.439,0.0,8.624,14.753,14.753,14.753,14.753,14.753,2.592,2.592,108.073,9.9,1348.0,3.147,196.834,0.991,16.907,4.951,269.254,14746.0,47.641,4.979,3.848,17077.9,26.409,45.946,3.434,3.434,30,4.111,1300.01,4.315,406.56,3.676,38.5,8722.0,126.606,0.51,1.0,10.592
6.041,7,6.647,4.472,8.0,1.003,556.574,6.014,0.804,13.767,21.792,0.098,7.835,7.835,8.148,-0.018,3.86,-0.089,57.896,4.989,19.257,16.095,9503.0,13.68,3.014,6.319,268.991,28.281,0.0,8.846,15.237,15.237,15.237,15.237,15.237,2.705,2.705,112.97,10.85,1512.0,3.194,203.148,0.998,17.854,4.985,286.21,15924.0,49.719,5.051,4.254,19125.2,27.216,47.731,3.466,3.466,31,4.143,1419.32,4.667,420.59,3.701,39.5,9567.0,132.881,0.546,1.0,10.725
5.824,7,5.674,4.183,7.5,1.087,520.451,6.024,0.827,13.767,20.367,0.096,7.863,7.863,8.169,-0.007,4.005,-0.077,59.415,4.646,19.648,16.592,9919.0,13.841,3.014,6.319,249.917,28.209,0.0,8.079,15.77,15.77,15.77,15.77,15.77,2.708,2.708,111.014,9.85,1510.0,3.216,194.275,0.605,17.268,5.019,279.22,16340.0,51.773,5.212,4.429,19114.6,27.283,49.393,3.497,3.497,32,4.174,1419.82,4.682,418.57,3.726,40.5,10443.0,132.881,0.509,1.0,10.995
6.585,7,6.172,4.183,7.5,1.106,546.527,6.069,0.872,14.267,21.328,0.093,7.855,7.855,8.157,0.022,4.078,-0.059,60.04,4.577,20.355,17.092,10892.0,14.341,3.014,6.52,258.253,30.267,0.0,8.681,16.27,16.27,16.27,16.27,16.27,2.707,2.707,115.615,10.35,1632.0,3.223,200.046,0.594,17.975,5.039,293.498,17611.0,52.561,5.437,4.404,21321.3,28.106,49.876,3.526,3.526,33,4.205,1546.52,4.679,432.6,3.75,41.5,11449.0,139.207,0.505,1.0,11.481
5.886,7,6.718,4.416,7.0,1.001,538.834,5.919,0.714,13.7,21.196,0.101,7.63,7.63,8.083,-0.048,3.802,-0.09,55.857,4.92,19.009,15.938,8635.0,13.286,3.014,6.126,244.851,26.439,0.0,8.875,14.753,14.753,14.753,14.753,14.753,2.592,2.592,110.698,9.817,1348.0,3.138,191.65,0.991,17.631,4.951,262.07,15070.0,47.641,4.979,3.848,17077.9,26.409,45.946,3.434,3.434,30,4.111,1300.01,4.315,423.61,3.676,38.5,8722.0,126.606,0.51,1.0,10.592
7.0,8,7.346,4.062,7.5,1.537,542.064,5.859,0.931,14.252,22.413,0.088,8.229,8.229,7.7,0.015,4.198,0.022,63.83,6.351,20.803,16.983,12570.0,14.813,2.9,7.423,242.384,35.671,11.396,10.16,16.289,16.289,16.289,16.289,16.289,2.771,2.771,111.15,9.876,1854.0,3.132,196.145,1.033,16.963,5.027,270.913,23347.0,51.087,5.778,4.199,25886.2,29.384,49.329,3.526,3.526,33,4.205,1755.33,4.391,424.46,3.807,44.0,12751.0,151.58,0.464,1.0,12.097
5.495,7,6.556,3.317,5.0,1.0,494.276,3.919,0.177,13.233,19.059,0.097,6.981,6.981,7.479,0.021,3.992,-0.049,57.288,5.379,18.903,14.837,8995.0,13.152,2.854,6.948,205.355,28.176,6.003,9.288,14.249,14.249,14.249,14.249,14.249,2.513,2.513,109.725,8.483,1343.0,3.116,157.149,0.806,15.648,4.902,236.574,15810.0,45.954,5.21,3.636,17363.0,26.336,42.731,3.401,3.401,29,4.078,1291.28,3.794,377.49,3.714,40.0,9219.0,121.627,0.373,1.0,11.103
5.0,6,5.141,3.082,5.0,0.459,387.779,3.734,0.366,9.567,15.288,0.125,6.826,6.826,7.255,0.266,3.346,0.455,41.714,4.179,14.66,11.39,4409.0,10.118,2.707,5.9,143.488,17.17,15.909,7.062,10.722,10.722,10.722,10.722,10.722,2.378,2.378,74.29,7.067,557.0,2.849,123.488,1.066,11.699,4.595,153.098,8453.0,33.119,3.814,3.193,7946.51,21.139,31.796,3.135,3.135,22,3.807,720.663,3.414,289.31,3.401,29.0,4306.0,84.239,0.465,1.0,8.349
5.0,10,7.698,3.536,6.0,1.174,570.5,3.986,0.362,15.567,22.529,0.076,7.029,7.029,7.549,-0.114,4.621,-0.099,70.783,6.91,23.078,18.525,16023.0,16.153,3.05,8.031,212.079,42.382,17.753,11.276,17.833,17.833,17.833,17.833,17.833,2.536,2.536,124.2,9.9,2330.0,3.225,170.834,0.551,17.886,5.1,256.192,27377.0,53.837,6.699,3.797,32622.5,31.236,52.832,3.611,3.611,36,4.29,2036.86,4.974,441.51,3.912,49.0,16896.0,138.465,0.328,0.83,13.872
5.0,9,8.569,3.937,6.5,1.675,619.543,6.162,0.92,17.395,25.671,0.077,8.547,8.547,7.949,-0.116,4.599,-0.14,77.033,6.634,24.794,20.186,18341.0,17.419,3.128,7.747,241.497,43.833,12.064,12.017,19.205,19.205,19.205,19.205,19.205,2.792,2.792,135.989,10.019,3018.0,3.262,199.803,0.683,20.292,5.204,283.602,34676.0,60.085,6.775,4.214,39010.6,32.954,57.974,3.689,3.689,39,4.369,2392.21,4.497,523.39,3.989,53.0,19079.0,186.117,0.401,0.67,14.399
5.75,9,7.711,4.123,7.0,1.304,559.987,5.733,0.733,14.367,22.413,0.088,7.481,7.481,7.561,0.041,4.282,0.014,63.064,6.883,21.05,17.031,13014.0,14.902,2.878,7.689,256.848,37.935,11.607,10.665,16.328,16.328,16.328,16.328,16.328,2.539,2.539,113.531,10.183,1922.0,3.142,203.085,0.999,17.24,5.014,277.254,23224.0,50.271,5.981,4.028,26691.4,29.605,48.837,3.526,3.526,33,4.205,1784.8,4.388,421.49,3.807,44.0,13271.0,147.58,0.423,0.83,12.444
5.9,9,7.711,4.123,7.0,1.304,559.987,5.732,0.751,14.367,22.413,0.088,7.481,7.481,7.561,0.072,4.282,0.038,63.064,6.883,21.042,17.026,13014.0,14.902,2.899,7.689,260.848,37.935,11.598,10.665,16.328,16.328,16.328,16.328,16.328,2.539,2.539,113.531,10.183,1922.0,3.143,203.085,0.999,17.24,5.014,285.254,23174.0,50.271,5.981,4.028,26691.4,29.605,48.837,3.526,3.526,33,4.205,1784.8,4.388,421.49,3.807,44.0,13271.0,151.58,0.423,0.83,12.444
6.398,9,7.661,3.808,6.5,1.597,576.739,5.907,0.554,15.967,23.181,0.078,7.457,7.457,7.661,-0.044,4.621,0.023,73.514,6.756,23.489,18.841,16815.0,16.564,3.082,7.948,225.099,43.862,11.854,11.237,18.311,18.311,18.311,18.311,18.311,2.562,2.562,126.38,9.9,2504.0,3.23,182.609,0.608,18.179,5.147,263.702,29270.0,56.416,6.78,4.046,34724.7,31.839,54.744,3.638,3.638,37,4.317,2157.65,4.977,454.51,3.951,51.0,17665.0,144.974,0.361,0.83,14.069
6.377,10,8.372,4.243,7.0,1.448,591.383,5.76,0.701,14.967,23.455,0.085,7.479,7.479,7.561,0.063,4.4,-0.011,64.591,7.468,21.684,17.436,14529.0,15.402,3.02,8.083,272.279,41.313,11.665,11.422,16.828,16.828,16.828,16.828,16.828,2.531,2.531,120.289,10.817,2128.0,3.155,210.384,0.981,18.077,5.034,301.498,24924.0,51.717,6.229,4.029,30124.8,30.547,50.128,3.555,3.555,34,4.234,1943.74,4.388,434.53,3.829,45.0,14840.0,154.0,0.413,0.83,12.944
5.0,10,7.73,3.536,6.0,1.082,581.461,4.027,0.291,15.733,22.566,0.077,7.029,7.029,7.549,-0.002,4.621,-0.001,70.783,6.929,22.955,18.319,16023.0,16.153,3.083,8.031,231.65,42.382,12.117,11.303,17.833,17.833,17.833,17.833,17.833,2.536,2.536,126.726,10.233,2330.0,3.232,180.405,0.551,18.185,5.1,274.253,26641.0,53.642,6.699,3.797,32622.5,31.236,52.832,3.611,3.611,36,4.29,2036.86,4.974,439.54,3.912,49.0,16896.0,138.465,0.328,0.83,13.872
6.187,8,7.236,4.0,7.0,1.0,545.886,5.705,0.725,13.467,21.284,0.094,7.498,7.498,7.468,-0.002,4.081,-0.028,56.544,6.278,19.545,15.914,10571.0,13.902,2.874,7.102,254.855,32.518,11.723,9.859,15.328,15.328,15.328,15.328,15.328,2.568,2.568,107.464,10.233,1567.0,3.134,197.797,1.038,16.682,4.92,274.465,17700.0,47.691,5.504,4.027,21130.3,27.826,45.837,3.466,3.466,31,4.143,1506.18,4.386,398.5,3.689,39.0,10762.0,134.881,0.447,1.0,11.458
5.876,9,8.409,4.123,7.0,1.384,587.078,5.752,0.744,14.3,23.201,0.088,7.481,7.481,7.462,-0.024,4.282,-0.041,58.915,7.316,21.13,17.142,13014.0,14.902,3.111,7.689,276.182,37.935,17.099,11.236,16.328,16.328,16.328,16.328,16.328,2.539,2.539,114.291,10.9,1922.0,3.206,214.008,0.999,17.797,4.963,296.056,22287.0,50.578,5.981,4.028,26691.4,29.605,48.552,3.526,3.526,33,4.205,1784.8,4.388,428.53,3.738,41.0,13271.0,147.58,0.423,0.83,12.444
6.538,8,7.175,4.0,7.0,1.0,539.23,5.719,0.685,13.967,21.5,0.091,7.497,7.497,7.561,0.018,4.164,0.0,62.076,6.403,20.252,16.414,11627.0,14.402,2.874,7.315,232.939,34.498,11.606,10.012,15.828,15.828,15.828,15.828,15.828,2.556,2.556,110.933,9.817,1724.0,3.132,186.621,1.018,16.663,4.994,262.158,20542.0,49.201,5.754,4.027,23574.4,28.658,47.711,3.497,3.497,32,4.174,1635.07,4.386,406.47,3.784,43.0,11834.0,141.207,0.434,1.0,11.958
5.0,9,7.661,3.808,6.5,1.601,576.739,5.674,0.527,15.967,23.181,0.077,7.943,7.943,7.661,-0.002,4.626,-0.029,73.552,6.756,23.484,18.831,16871.0,16.564,3.065,7.973,225.099,43.377,11.885,11.237,18.311,18.311,18.311,18.311,18.311,2.599,2.599,125.694,9.9,2496.0,3.229,184.609,0.608,18.179,5.147,263.702,29386.0,56.348,6.769,4.149,34840.1,31.852,54.774,3.638,3.638,37,4.317,2158.4,4.977,454.51,3.951,51.0,17725.0,139.464,0.36,0.83,14.062
5.0,6,5.618,3.391,4.5,1.0,444.186,5.518,0.481,12.133,17.648,0.105,7.097,7.097,7.443,-0.084,3.882,-0.116,55.921,4.691,17.83,14.152,8092.0,12.631,2.822,6.755,170.814,25.349,5.774,8.277,13.822,13.822,13.822,13.822,13.822,2.521,2.521,95.304,7.4,1132.0,2.925,139.404,0.721,13.754,4.879,204.868,14645.0,42.821,5.072,3.619,15299.7,25.481,41.493,3.367,3.367,28,4.043,1188.35,3.746,348.38,3.689,39.0,8322.0,118.211,0.372,1.0,10.674
6.77,9,7.833,4.123,7.0,1.101,571.962,5.728,0.665,13.967,22.261,0.091,7.481,7.481,7.468,-0.013,4.198,-0.046,57.647,6.81,20.27,16.431,11843.0,14.402,2.905,7.453,267.424,35.707,11.709,10.556,15.828,15.828,15.828,15.828,15.828,2.552,2.552,112.142,10.733,1758.0,3.144,204.595,1.018,17.389,4.942,294.253,19490.0,48.849,5.731,4.028,23964.7,28.77,47.08,3.497,3.497,32,4.174,1646.98,4.388,412.53,3.714,40.0,12081.0,141.207,0.437,0.83,11.944
