pXC50,GGI3,ATS7s,ATS7i,ATS8s,ATS5e,SpMin5_Bh.v.,GGI5,ATS6e,SM06_EA.ri.,SM04_EA.ri.,ATS5m,ATS6s,ATS7m,SpMin3_Bh.s.,CATS2D_07_AL,SpMin5_Bh.p.,SM05_EA.ri.,ATSC6p,SM05_AEA.ed.,ATS5i,ATS6m,Eig12_EA,SM06_AEA.dm.,TIE,Eig03_EA.ri.,P_VSA_e_5,P_VSA_m_3,Pol,CIC0,ATSC4p,SM10_EA.ri.,nO,ATSC3v,SM04_AEA.ed.,Eig12_AEA.ri.,ATSC7v,SM06_AEA.ed.,Eig12_EA.ri.,SM03_EA.ri.,TPSA.NO.,SM02_EA.ed.,SpMin8_Bh.p.,Eig13_EA.ri.,SM03_AEA.ed.,ATSC8e,SM12_EA.ri.,Eig11_AEA.ri.,ATSC1p,Eig14_AEA.dm.,SM11_EA.ri.,GGI6,SM02_AEA.ed.,ATSC5p,Eig12_AEA.ed.,IC5,X1MulPer,Eig14_EA.ed.,SM09_AEA.ri.,Eig11_EA.ri.,SpMax6_Bh.e.,NsssCH,Eig13_EA.ed.,SM08_AEA.ri.,ATSC7e,DELS,Eig13_EA,SM07_AEA.dm.,HDcpx,ATS3s,Ram,Eig12_EA.bo.,C.008,GGI7,Eig11_EA,SM05_AEA.dm.,Eig08_AEA.dm.,Eig04_AEA.dm.,ATSC5s,SM13_EA.ri.,SIC0,GGI8,SsOH,SpMin7_Bh.p.,Eig03_EA,SM11_AEA.bo.,nC,VvdwZAZ,P_VSA_p_2,P_VSA_v_2,SAacc,GGI4,Eig12_EA.ed.,SM07_AEA.ri.,IC4,Eig09_AEA.ri.,SM04_EA,ATSC5e,S1K,SpMaxA_EA.bo.,Eig03_AEA.ri.,SPI,Eig15_EA.ri.,TIC4,ATS1p,Eig15_EA,SM09_AEA.dm.,P_VSA_s_6,Uindex,Eta_epsi,Eig11_EA.bo.,Eig11_AEA.bo.,Eig11_AEA.dm.,TIC3,SpMax7_Bh.i.,ATSC6v,Eig15_EA.bo.,ATSC7s,NsOH,Eig15_AEA.ri.,SAdon,Psi_e_1,TIC5,Eig12_AEA.bo.,SM05_AEA.bo.,SpMax8_Bh.v.,ATS1v,BIC0,SpMin8_Bh.e.,SM04_AEA.bo.,P_VSA_MR_2,DLS_06,P_VSA_MR_7,ATSC4s,SpMax8_Bh.p.,Psi_i_s,Eig06_AEA.dm.,Sv,N.
5.1,1.813,5.825,4.891,5.866,4.775,1.539,1.021,4.706,7.748,5.931,3.974,5.86,3.979,0.888,3,1.525,6.322,7.57,10.886,4.985,4.008,0.755,0.755,43.555,2.714,47.145,47.145,48,3.867,7.243,11.773,3,7.671,9.152,1.663,10.149,12.657,0.683,3.969,116.66,6.737,1.223,0.563,7.476,0.515,13.867,1.985,3.593,0.773,12.776,0.659,5.9,7.975,3.425,5.182,8.285,0.448,0.448,0.976,3.247,0,1.174,1.174,0.516,29.436,0.631,0.631,1.725,5.817,10,1.036,0,0.562,1.0,1.0,1.568,2.692,53.446,14.905,0.304,0.404,0.0,1.484,2.884,2.884,20,324.85,149.696,149.696,148.409,1.8,1.978,1.978,5.139,2.398,6.129,0.615,19.024,0.141,3.833,14.32,0.019,241.556,3.472,0.021,0.021,130.398,44.446,30.4,1.476,2.532,1.121,237.556,3.261,10.307,0.027,36.402,0,0.96,50.908,4.483,243.556,2.169,8.948,2.861,3.503,0.283,0.946,7.585,47.145,1.0,50.357,44.53,2.851,68.5,2.181,31.434,12.8
5.1,2.563,5.546,4.376,5.329,4.407,1.171,0.826,4.352,7.719,5.884,4.383,5.776,3.773,0.883,3,1.178,6.261,5.601,10.934,4.505,4.1,0.398,0.398,65.282,2.561,25.145,55.065,49,3.189,7.013,11.902,1,5.947,9.187,1.29,5.374,12.719,0.338,3.93,47.26,6.765,0.962,0.232,7.499,0.47,14.121,1.813,2.485,0.832,12.968,0.764,5.911,6.115,3.085,4.993,7.662,-0.374,-0.374,0.8,2.934,0,0.691,0.691,0.581,45.737,0.288,0.288,1.711,5.898,11,0.508,0,0.443,0.871,0.871,2.376,3.258,80.618,15.232,0.388,0.222,0.0,0.989,2.786,2.786,19,339.84,61.595,91.515,91.515,2.524,0.971,0.971,4.993,2.363,6.146,0.753,19.037,0.138,3.716,15.262,-0.229,184.75,3.491,-0.347,-0.347,166.811,42.438,28.133,1.291,2.536,1.309,184.75,2.934,4.465,-0.445,62.946,0,0.473,0.0,4.657,184.75,1.915,8.95,2.733,3.475,0.356,0.835,7.59,25.145,0.83,100.007,110.113,2.733,75.722,2.8,29.022,8.1
5.1,2.0,5.728,4.727,5.963,4.613,1.451,0.785,4.584,7.62,5.851,3.912,5.991,3.806,0.986,2,1.443,6.199,6.207,10.805,4.811,3.906,0.506,0.506,63.349,2.512,47.145,77.065,46,3.707,7.762,11.597,3,9.967,9.089,1.454,9.064,12.556,0.466,3.922,78.27,6.678,1.069,0.297,7.43,0.962,13.701,1.969,4.048,0.431,12.598,0.889,5.866,6.784,3.247,4.985,8.52,0.276,0.276,0.963,3.111,1,0.787,0.787,0.527,47.37,0.315,0.315,1.709,6.075,10,0.626,1,0.512,1.0,1.0,1.977,2.772,61.86,14.75,0.329,0.312,0.0,1.27,2.663,2.663,19,327.41,101.851,131.771,131.771,2.013,1.223,1.223,4.985,2.278,6.089,0.81,18.789,0.132,3.606,13.532,-0.241,229.329,3.442,-0.264,-0.264,110.636,42.538,31.129,1.0,2.0,1.2,229.329,3.113,7.913,-0.294,45.817,0,0.655,18.011,4.645,229.329,1.896,8.791,2.737,3.477,0.311,0.862,7.454,83.229,1.0,66.301,127.208,2.733,73.167,2.441,30.211,8.7
5.1,2.576,6.069,5.145,6.116,4.772,1.651,1.553,4.886,8.118,6.153,4.115,6.318,4.008,1.094,8,1.723,6.762,9.578,11.085,4.94,4.119,1.0,1.0,97.292,2.871,154.72,154.72,50,4.137,10.024,12.472,6,13.032,9.312,2.0,14.482,12.897,1.0,4.362,139.27,6.853,1.239,0.797,7.601,0.946,14.733,2.05,4.887,1.0,13.581,0.834,5.999,8.317,3.435,5.07,9.505,0.421,0.421,1.043,3.386,0,1.903,1.903,0.759,51.329,0.837,0.837,1.748,6.145,12,1.469,0,0.671,1.054,1.054,2.079,3.237,65.628,15.867,0.288,0.527,9.248,1.349,2.898,2.898,22,389.72,197.085,197.085,189.516,1.801,2.321,2.321,5.07,2.416,6.282,0.591,23.544,0.135,3.89,21.712,-0.18,283.928,3.601,-0.19,-0.19,171.506,60.984,35.8,1.588,2.589,1.595,283.928,3.209,12.871,-0.247,92.383,1,0.77,60.694,5.134,283.928,2.516,9.074,2.798,3.608,0.273,0.969,7.697,84.832,1.0,22.456,156.867,2.795,86.083,2.442,35.642,7.1
6.5,2.938,6.16,5.137,6.356,4.934,1.563,1.41,4.878,7.78,5.97,4.119,6.146,4.111,0.805,9,1.558,6.381,8.392,10.914,5.12,4.119,1.0,1.0,78.169,2.798,108.892,108.892,53,3.921,7.948,11.802,6,8.235,9.184,1.96,12.364,12.679,0.932,4.073,166.44,6.763,1.449,0.342,7.512,1.219,13.897,2.016,3.93,1.0,12.807,0.772,5.938,8.507,3.466,5.042,8.626,0.521,0.521,1.01,3.303,0,0.603,0.603,0.992,46.691,0.396,0.396,1.749,5.996,11,1.184,0,0.705,1.116,1.116,2.073,2.921,99.906,14.935,0.312,0.385,0.0,1.512,2.887,2.887,20,374.48,217.051,217.051,211.381,2.0,2.304,2.304,4.883,2.364,6.163,1.185,23.214,0.122,3.865,20.135,0.137,253.894,3.498,0.146,0.146,175.36,60.943,35.4,1.475,2.532,1.342,249.139,3.311,11.44,0.186,86.313,0,1.084,68.919,4.935,262.158,2.199,8.982,2.889,3.546,0.294,1.076,7.624,58.145,0.67,39.241,74.64,2.868,85.167,2.555,34.105,11.5
5.1,2.694,5.62,4.787,5.344,4.757,1.53,0.91,4.658,7.921,6.057,3.973,5.753,3.578,0.937,2,1.524,6.465,8.595,10.955,4.965,3.814,0.893,0.893,39.126,2.641,25.145,25.145,49,3.967,11.019,12.161,1,11.481,9.22,1.853,8.895,12.732,0.852,4.102,92.93,6.821,1.172,0.507,7.545,0.219,14.411,2.179,4.058,0.616,13.246,0.508,5.969,9.665,3.479,5.319,9.048,0.197,0.197,1.178,3.146,0,1.468,1.468,0.34,21.968,0.575,0.575,1.716,5.778,11,1.225,0,0.364,1.181,1.181,1.971,2.737,42.509,15.54,0.29,0.246,0.0,1.284,2.704,2.704,22,337.02,127.635,127.635,127.635,1.933,2.221,2.221,5.278,2.664,6.201,0.285,18.226,0.143,3.681,12.266,-0.207,253.323,3.639,-0.216,-0.216,91.613,39.843,29.033,1.729,2.658,1.24,247.323,3.179,10.569,-0.276,52.154,0,0.772,68.919,4.665,255.323,2.301,9.007,2.792,3.602,0.27,0.893,7.643,25.145,1.0,33.571,28.39,2.811,63.167,2.252,32.697,10.4
5.1,2.125,6.216,5.596,6.094,5.403,1.813,1.25,5.395,7.854,6.134,4.34,6.233,4.214,1.175,6,1.787,6.376,16.851,11.02,5.647,4.265,1.387,1.387,74.498,2.559,58.145,58.145,64,4.862,16.533,11.748,4,23.063,9.328,2.307,22.414,12.752,1.271,4.108,92.29,6.938,1.484,1.174,7.696,0.548,13.822,2.446,7.398,1.376,12.72,0.926,6.163,17.276,3.882,5.432,14.139,2.578,2.578,1.41,3.571,1,3.119,3.119,0.884,34.55,1.237,1.237,1.801,6.247,12,1.584,1,0.63,1.497,1.497,2.307,3.011,75.439,14.852,0.237,0.448,0.0,1.616,2.742,2.742,31,527.76,119.099,119.099,119.099,2.293,3.134,3.134,5.432,2.75,6.368,0.805,29.679,0.101,3.678,18.625,0.988,450.864,3.959,1.0,1.0,91.716,66.785,46.767,1.753,2.731,1.7,437.354,3.488,25.38,1.214,73.048,0,2.0,18.011,6.347,450.864,2.589,9.014,3.065,3.939,0.229,1.175,7.699,199.398,0.83,33.571,64.144,3.02,84.667,2.595,49.47,7.2
9.201,5.438,6.943,6.237,6.993,5.925,1.804,3.0,6.051,8.871,6.68,5.022,7.092,4.856,1.254,14,1.787,7.485,33.777,11.78,6.141,4.915,1.436,1.436,181.042,2.93,233.339,233.339,84,5.048,28.694,13.827,10,29.488,9.906,2.391,46.81,13.708,1.346,4.935,140.98,7.393,1.551,1.312,8.109,2.544,16.43,2.805,9.761,1.495,15.117,2.195,6.431,31.748,4.546,5.9,14.379,2.982,2.982,1.594,3.518,8,3.781,3.781,1.543,80.689,1.325,1.325,1.824,6.621,19,1.605,5,1.354,1.932,1.932,2.685,3.486,232.724,17.745,0.222,0.953,32.093,1.616,3.033,3.033,32,595.8,233.339,233.339,233.339,4.947,3.992,3.992,5.833,3.097,6.788,1.596,34.61,0.085,3.999,31.919,0.928,524.983,4.04,1.013,1.013,233.339,81.551,51.933,2.159,3.132,2.469,510.718,3.45,45.176,1.059,217.933,3,1.945,128.05,7.508,530.983,2.588,9.273,3.13,4.01,0.218,1.299,7.892,209.142,0.67,0.0,239.337,3.122,104.0,3.128,52.816,0.0
7.097,3.375,6.471,5.878,6.385,5.58,1.77,1.708,5.632,8.429,6.303,4.456,6.608,4.249,1.24,12,1.751,6.99,22.331,11.3,5.806,4.443,1.0,1.0,98.985,2.528,136.973,136.973,58,4.826,20.046,13.4,7,23.87,9.449,2.0,30.887,13.226,1.0,4.451,91.29,6.971,1.402,0.556,7.697,1.041,16.021,2.266,7.849,0.921,14.698,1.095,6.08,21.37,3.509,5.51,12.21,0.991,0.991,1.26,3.468,4,1.401,1.401,0.947,51.496,0.574,0.574,1.765,6.291,11,1.396,4,0.62,1.276,1.276,2.403,2.867,163.264,17.34,0.218,0.464,9.56,1.476,2.651,2.651,27,463.65,136.973,136.973,136.973,2.249,2.136,2.136,5.482,2.651,6.402,1.101,25.469,0.103,3.606,17.028,0.335,394.725,3.834,0.39,0.39,136.973,56.659,40.567,1.5,2.5,1.347,381.97,3.312,31.444,0.397,118.277,1,1.263,42.683,5.701,396.725,2.401,8.882,2.991,3.802,0.213,1.151,7.54,142.916,1.0,0.0,123.939,2.977,77.333,2.675,42.013,0.0
7.409,3.688,6.502,5.89,6.415,5.596,1.769,1.764,5.649,8.452,6.336,4.476,6.636,4.271,1.239,12,1.751,7.024,22.436,11.333,5.817,4.461,1.17,1.17,108.646,2.595,179.656,179.656,60,4.819,20.193,13.408,8,23.828,9.488,2.164,31.077,13.252,1.161,4.506,111.52,7.011,1.403,0.556,7.738,1.215,16.025,2.371,7.886,0.921,14.704,1.136,6.12,21.45,3.626,5.649,12.336,1.014,1.014,1.358,3.469,4,1.401,1.401,1.129,57.798,0.574,0.574,1.771,6.346,12,1.398,4,0.62,1.388,1.388,2.405,2.871,183.662,17.343,0.221,0.513,19.241,1.477,2.658,2.658,27,472.44,179.656,179.656,179.656,2.44,2.564,2.564,5.621,2.876,6.441,1.279,26.402,0.1,3.64,19.344,0.335,410.347,3.84,0.39,0.39,179.656,59.306,42.033,1.761,2.683,1.468,400.347,3.313,31.704,0.397,137.033,2,1.263,85.367,5.903,412.347,2.404,8.936,2.991,3.816,0.216,1.151,7.59,185.6,1.0,0.0,139.058,2.977,83.0,2.675,42.728,0.0
5.796,2.875,6.288,5.657,6.099,5.421,1.767,1.306,5.472,7.953,6.069,4.331,6.49,4.043,1.239,6,1.746,6.501,18.809,10.852,5.63,4.334,1.0,1.0,85.24,2.525,136.973,136.973,50,4.678,16.758,12.313,7,21.076,9.128,2.0,24.526,12.63,1.0,4.123,91.29,6.732,1.385,0.429,7.476,0.761,14.645,2.195,7.164,0.919,13.446,0.687,5.932,17.871,3.441,5.56,11.607,0.596,0.596,1.184,3.379,4,0.996,0.996,1.04,49.017,0.435,0.435,1.747,6.192,9,1.221,4,0.495,1.213,1.213,2.381,2.777,157.677,15.819,0.226,0.349,9.492,1.468,2.61,2.61,25,429.05,136.973,136.973,136.973,1.449,2.136,2.136,5.529,2.581,6.192,1.161,23.532,0.098,3.565,12.951,0.0,364.93,3.755,0.0,0.0,136.973,51.745,37.967,1.398,2.404,1.337,344.175,3.299,26.41,0.0,116.288,1,0.97,42.683,5.339,366.93,2.225,8.677,2.965,3.732,0.22,1.097,7.384,166.458,1.0,0.0,106.478,2.932,73.583,2.645,38.959,0.0
5.1,3.063,6.336,5.356,6.375,5.138,1.583,1.476,5.117,8.073,6.223,4.368,6.315,4.365,0.944,12,1.6,6.675,13.454,11.234,5.335,4.33,1.03,1.03,104.977,2.683,47.145,92.025,62,4.068,12.619,12.193,3,11.424,9.478,2.0,17.391,13.025,1.0,4.327,105.86,7.038,1.421,1.0,7.78,0.941,14.358,2.063,5.033,1.311,13.236,1.209,6.184,13.481,3.636,5.302,10.682,2.275,2.275,1.047,3.387,1,2.275,2.275,1.087,61.181,1.0,1.0,1.795,6.12,14,1.5,1,1.065,1.147,1.147,2.66,3.682,166.319,15.441,0.306,0.828,0.0,1.49,3.098,3.098,27,453.5,131.072,175.953,174.054,2.52,2.373,2.373,5.302,2.606,6.46,1.346,26.705,0.1,3.897,24.103,0.725,307.498,3.716,0.759,0.759,170.929,67.116,40.243,1.586,2.911,1.995,307.498,3.331,15.747,1.154,159.806,0,1.725,0.0,6.783,307.498,2.731,9.254,2.938,3.746,0.286,1.11,7.897,36.145,0.83,29.019,143.946,2.892,107.083,3.064,40.142,8.6
5.287,3.472,6.55,5.703,6.607,5.492,1.807,1.612,5.467,8.267,6.318,4.601,6.56,4.607,1.118,12,1.809,6.773,18.575,11.237,5.708,4.641,1.489,1.489,81.834,2.865,105.289,105.289,69,4.726,17.373,12.748,7,19.924,9.479,2.379,26.502,13.046,1.323,4.241,105.94,7.079,1.606,1.322,7.797,1.446,15.098,2.563,7.36,1.452,13.897,1.228,6.232,19.042,3.775,4.659,13.894,2.839,2.839,1.47,3.56,0,3.089,3.089,0.75,47.706,1.335,1.335,1.819,6.273,12,1.775,0,0.738,1.648,1.648,2.343,3.154,79.294,16.276,0.246,0.592,0.0,1.65,2.94,2.94,32,509.89,127.098,127.098,123.3,1.754,3.414,3.414,4.419,2.72,6.45,1.035,28.804,0.1,3.915,12.179,1.175,340.278,3.944,1.214,1.214,105.289,61.206,46.467,1.888,2.845,2.071,329.788,3.54,24.363,1.53,90.117,0,2.189,18.011,6.752,358.768,2.744,9.206,3.191,3.947,0.234,1.389,7.843,50.29,0.83,0.0,60.167,3.181,92.667,2.521,48.497,3.9
5.564,3.472,6.418,5.493,6.379,5.216,1.746,1.612,5.239,8.247,6.263,4.455,6.37,4.467,1.126,12,1.756,6.773,15.16,11.207,5.411,4.498,1.193,1.193,54.765,2.865,72.29,72.29,60,4.268,13.179,12.746,4,14.458,9.43,2.172,19.96,13.028,1.163,4.241,78.25,7.017,1.401,1.139,7.72,1.015,15.097,2.327,5.076,1.062,13.897,1.228,6.12,14.885,3.602,4.629,10.803,2.247,2.247,1.32,3.407,0,2.765,2.765,0.629,34.054,1.181,1.181,1.765,6.01,12,1.642,0,0.738,1.33,1.33,2.044,3.153,54.949,16.276,0.265,0.504,0.0,1.517,2.94,2.94,26,379.72,94.099,94.099,90.3,1.754,2.815,2.815,4.629,2.678,6.361,0.615,20.427,0.124,3.916,10.168,0.832,259.212,3.722,0.871,0.871,72.29,42.676,34.267,1.8,2.717,1.452,255.212,3.298,18.907,1.079,86.381,0,1.832,18.011,5.493,259.212,2.623,9.158,2.965,3.722,0.248,1.158,7.774,50.29,1.0,0.0,53.088,2.97,73.167,2.413,37.191,5.4
5.0,3.472,6.552,5.673,6.599,5.454,1.806,1.612,5.432,8.229,6.289,4.609,6.576,4.613,1.118,10,1.808,6.747,16.943,11.237,5.663,4.652,1.489,1.489,83.783,2.833,105.289,105.289,69,4.599,15.325,12.7,7,18.029,9.479,2.376,24.336,13.046,1.316,4.226,131.72,7.079,1.601,1.291,7.797,1.72,15.047,2.562,6.755,1.452,13.849,1.228,6.232,17.086,3.775,4.605,13.612,2.839,2.839,1.468,3.555,0,3.089,3.089,0.994,53.175,1.335,1.335,1.819,6.278,12,1.775,0,0.738,1.648,1.648,2.343,3.154,87.016,16.225,0.262,0.592,0.0,1.649,2.94,2.94,30,497.29,160.669,160.669,156.871,1.754,3.414,3.414,4.359,2.72,6.45,1.277,28.68,0.1,3.905,12.179,1.164,326.897,3.899,1.214,1.214,138.86,61.206,46.667,1.888,2.845,2.071,320.407,3.535,22.484,1.53,103.251,0,2.179,18.011,6.759,345.387,2.744,9.206,3.187,3.918,0.249,1.383,7.843,50.29,0.67,33.571,67.784,3.178,94.667,2.521,47.486,6.7
5.0,3.472,6.421,5.456,6.368,5.165,1.739,1.612,5.195,8.208,6.231,4.464,6.389,4.474,1.122,10,1.752,6.747,13.626,11.207,5.35,4.512,1.193,1.193,56.262,2.833,72.29,72.29,60,4.109,11.302,12.698,4,12.515,9.43,2.152,17.768,13.028,1.138,4.226,104.03,7.017,1.394,1.124,7.72,1.267,15.046,2.303,4.59,1.062,13.849,1.228,6.12,12.995,3.602,4.57,10.52,2.247,2.247,1.29,3.401,0,2.765,2.765,0.888,39.329,1.181,1.181,1.765,6.018,12,1.642,0,0.738,1.33,1.33,2.044,3.153,61.611,16.225,0.286,0.504,0.0,1.514,2.94,2.94,24,367.12,127.67,127.67,123.871,1.754,2.815,2.815,4.57,2.657,6.361,0.839,20.306,0.124,3.905,10.168,0.83,246.764,3.666,0.871,0.871,105.861,42.676,34.467,1.8,2.717,1.452,246.764,3.291,16.961,1.079,100.026,0,1.83,18.011,5.498,246.764,2.623,9.158,2.947,3.685,0.267,1.139,7.774,50.29,1.0,33.571,61.448,2.953,75.167,2.413,36.181,9.3
5.1,2.563,6.22,4.685,5.663,4.633,1.533,0.979,4.604,7.698,5.94,4.034,5.894,3.977,0.937,5,1.597,6.297,8.134,10.948,4.809,3.841,1.0,1.0,91.208,2.609,61.29,106.17,48,3.62,8.848,11.579,3,8.02,9.204,2.0,8.195,12.737,1.0,4.067,92.35,6.765,1.11,0.276,7.526,0.73,13.611,2.075,4.001,0.86,12.536,0.891,5.953,7.271,3.414,5.22,8.726,0.331,0.331,1.069,3.276,0,0.808,0.808,1.184,58.279,0.316,0.316,1.738,6.089,11,1.5,0,0.307,1.102,1.102,2.246,3.063,116.513,14.614,0.352,0.411,0.0,1.199,2.72,2.72,21,376.83,132.108,176.988,176.988,1.716,2.275,2.275,5.179,2.351,6.225,1.117,23.544,0.119,3.683,20.629,0.108,248.568,3.517,0.136,0.136,162.104,61.745,35.129,1.566,2.568,1.187,243.814,3.05,8.546,0.167,152.715,0,1.024,54.032,5.799,250.568,2.5,8.965,2.774,3.555,0.331,0.887,7.618,106.17,1.0,55.934,158.001,2.786,94.361,2.575,33.422,8.3
5.1,0.944,5.209,4.522,5.046,4.399,1.396,0.525,4.229,7.493,5.741,3.545,5.251,3.322,0.942,5,1.447,5.973,4.832,10.52,4.66,3.469,0.505,0.505,24.957,2.478,0.0,0.0,35,3.947,6.565,11.41,0,9.501,8.827,1.464,7.303,12.256,0.483,3.649,55.11,6.444,1.062,-0.118,7.197,0.085,13.481,1.733,3.368,-0.365,12.374,0.256,5.666,5.746,3.144,4.803,7.575,-1.191,-1.191,0.742,2.979,0,-0.273,-0.273,0.173,10.966,-0.121,-0.121,1.666,5.533,7,0.678,0,0.266,0.782,0.782,1.15,2.413,23.966,14.503,0.263,0.189,0.0,1.062,2.538,2.538,19,272.82,69.164,69.164,68.0,1.072,1.242,1.242,4.803,2.0,5.872,0.237,14.705,0.169,3.517,6.588,-0.725,196.905,3.417,-0.751,-0.751,49.989,33.99,23.9,0.988,2.116,0.957,190.15,2.925,6.676,-1.014,20.627,0,0.219,18.011,3.689,196.905,1.844,8.712,2.715,3.397,0.244,0.886,7.373,0.0,0.83,68.0,26.555,2.735,49.0,1.743,27.268,12.2
5.1,1.569,5.051,4.225,4.961,4.19,1.311,0.57,4.233,7.068,5.404,3.688,5.332,3.359,0.811,1,1.306,5.623,6.947,10.429,4.365,3.745,-0.391,-0.391,28.104,2.274,11.0,11.0,31,3.277,6.743,10.806,1,5.8,8.733,0.532,5.267,12.162,-0.361,3.445,73.92,6.333,0.963,-0.49,7.096,0.247,12.777,0.66,2.908,-0.384,11.716,0.31,5.557,5.906,2.393,4.879,6.282,-1.77,-1.77,-0.114,2.911,0,-1.397,-1.397,0.225,18.854,-0.543,-0.543,1.642,5.454,7,-0.498,0,0.315,-0.165,-0.165,1.261,2.424,22.282,13.741,0.361,0.147,0.0,0.988,2.509,2.509,15,263.67,94.254,94.254,94.254,1.099,-0.876,-0.876,4.879,1.713,5.765,0.243,15.192,0.173,3.418,10.066,-0.823,170.77,3.314,-0.897,-0.897,133.402,34.595,22.619,-0.196,1.087,0.419,168.77,2.921,7.412,-1.193,22.335,0,0.049,32.897,3.335,170.77,0.954,8.57,2.575,3.277,0.336,0.759,7.234,11.0,1.0,89.505,18.997,2.596,49.611,1.892,24.449,11.4
5.1,0.944,5.165,4.368,5.062,4.297,1.396,0.525,4.199,7.43,5.687,3.592,5.276,3.385,0.93,4,1.446,5.88,4.716,10.52,4.537,3.54,0.505,0.505,25.934,2.464,0.0,0.0,35,3.683,5.885,11.351,0,8.315,8.827,1.454,5.762,12.256,0.473,3.551,55.11,6.444,1.062,-0.09,7.197,0.14,13.429,1.721,2.871,-0.286,12.315,0.256,5.666,5.149,3.144,4.774,7.332,-1.191,-1.191,0.724,2.854,0,-0.273,-0.273,0.172,13.24,-0.121,-0.121,1.666,5.536,7,0.678,0,0.266,0.782,0.782,1.168,2.518,22.094,14.453,0.298,0.189,0.0,1.062,2.538,2.538,18,270.73,69.164,69.164,68.0,1.072,1.242,1.242,4.774,2.0,5.872,0.252,14.973,0.169,3.509,6.588,-0.697,181.421,3.387,-0.751,-0.751,89.138,33.99,23.686,0.988,2.116,0.995,178.666,2.925,5.799,-1.014,17.991,0,0.202,18.011,3.703,181.421,1.844,8.712,2.715,3.373,0.274,0.863,7.373,0.0,0.83,107.148,25.816,2.708,51.111,1.744,26.569,13.2
5.1,1.653,5.984,4.668,5.637,4.46,1.421,0.9,4.447,7.73,5.894,3.993,5.872,3.856,0.684,12,1.526,6.239,4.425,10.751,4.644,3.938,0.966,0.966,43.853,2.5,35.106,35.106,41,3.613,4.953,11.888,2,6.418,9.016,1.941,4.665,12.535,0.936,3.804,150.0,6.613,1.062,0.762,7.353,0.644,14.088,1.984,2.757,0.741,12.945,0.565,5.802,4.245,3.247,4.919,7.808,1.659,1.659,0.983,3.001,0,2.015,2.015,0.796,27.257,0.775,0.775,1.714,5.773,8,1.417,0,0.316,1.0,1.0,1.451,2.599,39.481,15.19,0.326,0.206,0.0,1.228,2.53,2.53,17,294.52,193.513,193.513,191.736,1.367,2.136,2.136,4.919,2.104,6.014,0.556,17.675,0.141,3.519,9.36,-0.139,201.66,3.366,-0.14,-0.14,173.848,42.273,28.633,1.5,2.5,1.0,198.905,2.935,4.524,-0.175,74.037,0,0.857,50.785,4.332,201.66,2.5,8.839,2.715,3.412,0.299,0.886,7.502,35.106,0.67,98.23,36.881,2.735,68.667,1.82,28.676,22.0
5.1,2.222,5.861,5.046,5.736,5.048,1.631,1.181,4.913,7.584,5.89,4.247,5.979,4.105,0.964,6,1.646,6.171,11.058,10.857,5.295,4.3,1.025,1.025,60.808,2.583,67.828,67.828,50,4.101,12.51,11.36,2,13.753,9.164,1.967,13.638,12.583,0.965,3.955,106.51,6.765,1.376,0.926,7.525,0.487,13.339,2.079,5.069,1.064,12.288,0.688,5.979,13.007,3.414,5.315,10.203,1.676,1.676,1.051,3.274,0,1.824,1.824,0.533,33.625,1.0,1.0,1.749,5.982,11,1.055,0,0.518,1.12,1.12,2.119,2.874,79.856,14.314,0.303,0.28,9.128,1.407,2.816,2.816,22,411.56,160.455,160.455,160.455,1.899,2.275,2.275,5.315,2.451,6.192,0.76,23.984,0.111,3.729,17.595,0.248,313.566,3.71,0.302,0.302,157.334,54.607,36.186,1.553,2.572,1.558,313.566,3.256,13.89,0.362,49.188,1,1.216,78.705,5.129,313.566,2.17,8.9,2.958,3.681,0.289,1.153,7.573,25.145,1.0,89.505,51.32,2.957,74.944,2.486,37.862,11.9
5.1,1.132,5.059,3.874,4.856,3.916,1.132,0.351,3.705,7.342,5.549,3.209,4.987,3.046,0.409,1,1.122,5.87,3.121,10.262,4.118,3.014,-0.785,-0.785,29.825,2.23,25.145,40.105,26,3.147,4.621,11.307,1,5.369,8.581,0.225,4.087,11.977,-0.783,3.54,57.78,6.192,0.747,-0.86,6.956,0.187,13.371,0.498,2.322,-0.916,12.28,0.27,5.425,3.79,2.0,4.858,5.55,-2.513,-2.513,-0.353,2.894,0,-2.36,-2.36,0.209,22.862,-0.86,-0.86,1.599,5.469,6,-1.092,0,0.205,-0.408,-0.408,1.131,2.324,71.37,14.387,0.352,0.103,0.0,0.938,2.343,2.343,14,207.72,76.482,91.442,74.779,0.951,-2.071,-2.071,4.858,1.433,5.631,0.478,11.724,0.208,3.298,7.25,-1.237,140.881,3.099,-1.344,-1.344,56.768,27.923,19.381,-0.516,0.944,0.19,140.881,2.688,3.34,-1.815,22.742,0,-0.418,34.674,3.037,140.881,0.694,8.502,2.054,3.112,0.321,0.461,7.16,25.145,1.0,16.663,39.805,2.05,49.0,1.534,20.27,10.3
