pXC50,D.Dtr07,nR07,X5A,Eig04_AEA.bo.,nCrs,SM06_AEA.bo.,SM07_AEA.bo.,SM04_EA.bo.,X4A,ATS7m,SM05_AEA.bo.,X3A,Eig06_EA.bo.,ZM2Per,Eig03_EA.bo.,SM13_AEA.ri.,Chi1_EA.ed.,ZM2MulPer,Chi0_EA.ed.,ZM2V,SpMax1_Bh.e.,IC4,Eig06_AEA.bo.,ZM1Per,ATS6m,IC3,SM02_AEA.bo.,ZM2Kup,SpAD_EA.bo.,ATS5m,SM03_EA.ri.,P_VSA_LogP_7,Eig04_AEA.ri.,SpMax3_Bh.p.,Eig04_EA.ri.,SssCH2,Eta_F,Eig01_AEA.ri.,SpMax_AEA.ri.,nCsp3,ZM1MulPer,CATS2D_07_NL,CATS2D_08_AL,ATS8i,CATS2D_08_DL,SpMax6_Bh.e.,MWC03,ZM2,GGI4,ZM1Mad,SpMax3_Bh.v.,SpAD_EA.ed.,ZM1V,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,SRW04,D.Dtr05,CATS2D_07_AL,NssCH2,CATS2D_05_LL,CATS2D_02_LL,piPC04,Eta_beta,BBI,MPC02,SM02_EA,ZM1Kup
6.785,92.973,1,0.07,3.931,0,10.569,11.979,7.607,0.109,4.317,9.186,0.172,3.162,845.75,3.786,3.786,7.276,573.723,15.341,542.0,4.109,5.413,3.665,745.98,4.342,4.929,5.314,559.755,86.881,4.366,4.23,258.964,3.534,3.79,2.518,0.968,46.49,4.214,4.214,2,533.544,2,7,5.344,2,3.397,6.188,243.0,2.108,214.162,3.781,183.123,502.0,11.613,11.613,11.613,5.771,86.915,7,2,23,28,5.971,54.75,59,4.094,4.779,540.911
7.745,100.054,1,0.073,3.881,1,10.426,11.836,7.373,0.114,4.142,9.039,0.176,2.481,849.23,3.771,3.771,6.443,577.001,14.386,537.0,4.049,5.397,3.328,816.87,4.282,5.195,5.173,559.798,73.053,4.426,4.199,326.497,3.535,3.765,2.466,1.369,39.824,4.174,4.174,7,611.368,2,6,5.257,4,3.319,6.098,222.0,2.625,228.824,3.762,166.201,574.0,11.265,11.265,11.265,5.687,0.0,5,3,12,14,5.632,45.75,54,4.007,4.691,637.756
7.201,73.59,1,0.07,3.927,0,10.487,11.904,7.534,0.108,4.095,9.093,0.172,2.772,720.82,3.743,3.743,5.99,491.643,12.588,462.0,4.143,5.423,3.509,643.96,4.032,5.316,5.162,479.755,73.692,4.104,4.23,258.964,3.537,3.776,2.49,1.101,34.796,4.195,4.195,5,464.527,2,7,5.157,2,3.331,6.047,211.0,2.025,188.162,3.77,161.154,436.0,11.258,11.258,11.258,5.638,57.904,8,3,16,24,5.838,43.75,52,3.97,4.654,474.911
7.569,84.282,1,0.073,3.835,1,10.52,11.972,7.466,0.114,4.118,9.094,0.181,2.478,782.29,3.771,3.771,5.846,534.275,12.423,500.0,4.088,5.368,3.326,731.37,4.196,5.222,5.121,480.375,69.464,4.291,4.228,279.413,3.455,3.765,2.421,1.141,33.881,4.291,4.291,5,548.063,2,8,5.023,4,3.337,5.994,200.0,1.843,242.829,3.762,154.355,506.0,12.404,12.404,12.404,5.602,0.0,6,3,11,19,5.508,42.25,50,3.932,4.615,529.146
7.854,91.739,1,0.072,4.162,1,10.653,12.106,7.66,0.112,4.211,9.225,0.177,2.58,866.86,4.085,4.085,6.522,589.724,13.835,554.0,4.15,5.582,3.326,797.68,4.308,5.362,5.246,534.375,79.611,4.407,4.312,279.413,3.778,3.811,2.765,1.108,39.352,4.307,4.307,4,591.691,2,8,5.092,4,3.347,6.116,226.0,2.256,262.829,3.762,173.738,548.0,12.435,12.435,12.435,5.714,0.0,8,3,12,25,5.782,48.25,56,4.043,4.727,571.146
8.432,79.657,1,0.074,3.825,1,10.474,11.928,7.424,0.115,4.117,9.048,0.18,2.478,766.11,3.771,3.771,5.808,522.555,12.337,490.0,4.08,5.354,3.325,718.82,4.212,5.131,5.091,454.978,67.734,4.311,4.126,288.09,3.45,3.768,2.405,1.64,31.366,4.289,4.289,4,539.206,2,8,4.969,4,3.316,5.958,193.0,1.669,255.568,3.763,148.195,498.0,12.402,12.402,12.402,5.565,0.0,6,3,12,20,5.48,41.25,48,3.892,4.575,492.27
7.638,66.556,1,0.07,3.839,0,10.437,11.856,7.496,0.108,4.026,9.041,0.172,2.778,705.94,3.786,3.786,5.633,479.319,11.904,451.0,4.135,5.469,3.496,627.23,3.994,5.349,5.115,468.755,70.603,4.013,4.139,211.88,3.459,3.765,2.436,1.056,33.486,4.2,4.2,3,451.9,2,7,4.958,2,3.297,5.994,200.0,1.714,178.162,3.762,152.437,424.0,11.267,11.267,11.267,5.58,52.754,7,2,14,20,5.808,42.75,49,3.912,4.595,462.911
8.444,69.792,1,0.068,3.905,0,10.504,11.933,7.547,0.107,4.049,9.098,0.173,2.752,726.27,3.786,3.786,5.665,492.138,12.082,463.0,4.145,5.473,3.491,640.76,4.012,5.247,5.145,480.755,72.447,4.032,4.23,235.422,3.506,3.765,2.453,1.054,34.347,4.203,4.203,4,460.189,2,7,5.039,2,3.291,6.038,209.0,1.95,184.162,3.762,159.518,432.0,11.269,11.269,11.269,5.617,54.795,7,2,14,21,5.848,43.25,51,3.951,4.635,470.911
8.018,66.556,1,0.07,3.839,0,10.437,11.856,7.496,0.108,4.032,9.041,0.172,2.778,743.08,3.786,3.786,5.633,504.112,11.904,475.0,4.132,5.469,3.496,686.03,3.993,5.384,5.115,502.088,70.603,4.036,4.11,176.567,3.459,3.765,2.436,0.84,34.438,4.2,4.2,2,505.136,2,7,4.908,2,3.265,5.994,200.0,1.714,181.993,3.762,152.437,472.0,11.267,11.267,11.267,5.58,52.754,7,2,13,17,5.808,43.0,49,3.912,4.595,549.022
8.569,69.552,1,0.067,4.028,0,10.522,11.946,7.56,0.106,4.08,9.12,0.169,2.786,831.51,3.786,3.786,6.073,559.488,12.821,526.0,4.143,5.524,3.509,743.78,4.054,5.404,5.19,554.664,75.665,4.114,4.195,164.795,3.63,3.765,2.5,1.173,36.744,4.201,4.201,3,537.049,2,10,4.998,2,3.308,6.098,222.0,1.86,201.469,3.762,168.817,506.0,11.268,11.268,11.268,5.673,109.487,9,3,13,16,5.892,46.25,54,4.007,4.691,568.382
7.824,66.736,1,0.07,3.839,0,10.437,11.856,7.496,0.109,4.027,9.041,0.172,2.751,705.94,3.786,3.786,5.629,479.319,11.901,451.0,4.135,5.469,3.487,627.23,3.987,5.349,5.115,468.755,70.586,3.996,4.139,211.88,3.46,3.765,2.436,1.056,33.464,4.2,4.2,3,451.9,2,7,4.988,2,3.291,5.994,200.0,1.634,178.162,3.762,152.393,424.0,11.267,11.267,11.267,5.58,52.754,7,2,14,20,5.808,42.75,49,3.912,4.595,462.911
8.0,75.603,1,0.073,3.825,1,10.254,11.653,7.214,0.115,3.972,8.878,0.179,2.476,704.65,3.771,3.771,5.632,478.044,11.995,449.0,4.045,5.422,3.321,670.59,4.127,5.344,5.032,446.562,63.953,4.16,4.033,275.377,3.455,3.765,2.421,1.654,27.901,4.174,4.174,5,500.387,2,5,4.965,4,3.213,5.927,187.0,1.671,214.471,3.762,141.377,468.0,11.265,11.265,11.265,5.525,80.581,4,3,11,16,5.46,37.75,46,3.85,4.533,479.41
8.801,0.0,0,0.071,3.689,0,10.544,12.01,7.492,0.11,4.169,9.111,0.175,2.566,735.47,3.851,3.851,6.254,504.121,13.168,474.0,4.184,5.64,3.256,683.03,4.245,5.334,5.149,459.731,71.474,4.327,4.237,294.278,3.442,3.76,2.401,1.692,35.56,4.506,4.506,7,512.297,1,5,5.299,4,3.41,6.023,206.0,2.301,227.142,3.71,158.879,470.0,14.003,14.003,14.003,5.624,93.169,8,5,13,22,5.597,41.75,51,3.951,4.635,508.011
8.022,73.767,1,0.069,4.115,0,10.54,11.962,7.589,0.108,4.082,9.14,0.173,2.819,821.82,3.787,3.787,5.907,561.612,12.546,527.0,4.15,5.492,3.523,757.25,4.129,5.411,5.196,560.12,76.265,4.115,4.213,176.567,3.572,3.765,2.497,0.755,39.444,4.2,4.2,2,561.191,2,11,4.943,2,3.324,6.052,212.0,1.794,194.339,3.762,162.367,520.0,11.267,11.267,11.267,5.638,58.976,10,2,13,17,5.861,47.5,52,3.97,4.654,586.027
7.114,0.0,0,0.083,3.581,0,10.328,11.775,7.301,0.125,4.002,8.912,0.19,2.237,668.43,3.519,3.519,5.541,461.341,11.745,432.0,4.074,5.109,3.061,638.1,4.027,4.741,4.994,406.921,62.364,4.131,3.947,255.87,3.156,3.771,2.148,0.798,30.253,4.289,4.289,3,483.399,2,10,4.918,4,3.284,5.814,167.0,0.982,215.286,3.765,128.098,444.0,12.402,12.402,12.402,5.442,0.0,6,2,12,19,5.31,39.25,42,3.761,4.443,455.41
4.0,0.0,0,0.088,3.382,0,9.476,10.807,6.561,0.13,2.463,8.163,0.202,1.5,348.78,2.969,2.969,3.424,247.484,7.063,230.0,4.003,4.513,2.5,346.76,2.901,4.513,4.44,241.596,35.649,3.078,3.141,94.169,2.991,3.384,1.967,0.767,14.859,3.71,3.71,1,263.951,0,1,3.366,0,2.775,5.198,90.0,0.577,89.953,3.399,66.746,244.0,7.798,7.798,7.798,4.86,51.956,3,1,1,9,4.753,23.75,23,3.178,3.85,271.175
7.523,74.27,1,0.069,4.003,0,10.507,11.926,7.542,0.108,4.075,9.11,0.172,2.774,794.01,3.786,3.786,5.902,539.121,12.544,507.0,4.136,5.444,3.508,728.55,4.082,5.269,5.179,531.422,74.917,4.095,4.227,176.567,3.625,3.765,2.582,0.849,38.226,4.2,4.2,2,537.251,3,8,4.978,3,3.303,6.052,212.0,1.794,192.59,3.762,162.347,500.0,11.267,11.267,11.267,5.638,58.976,7,2,14,18,5.848,45.75,52,3.97,4.654,558.796
6.367,0.0,0,0.068,3.644,3,10.376,11.809,7.153,0.106,4.067,8.97,0.171,2.664,622.28,3.243,3.243,5.699,425.798,11.894,400.0,4.119,5.447,3.484,605.94,4.059,5.349,5.053,410.008,62.776,4.066,4.395,349.097,3.381,3.651,2.342,4.736,21.262,4.663,4.663,13,460.364,1,2,5.312,2,3.338,5.999,201.0,2.125,202.81,3.638,157.218,426.0,14.274,14.274,14.274,5.624,68.944,2,6,15,23,5.362,30.5,50,3.932,4.615,480.925
7.018,0.0,0,0.068,3.644,3,10.376,11.809,7.153,0.106,4.067,8.97,0.171,2.664,609.1,3.243,3.243,5.699,417.461,11.894,392.0,4.118,5.478,3.484,578.26,4.054,5.381,5.053,395.705,62.776,4.049,4.402,349.097,3.386,3.651,2.358,4.827,21.547,4.663,4.663,13,434.618,1,2,5.32,4,3.339,5.999,201.0,2.125,201.082,3.638,157.218,402.0,14.274,14.274,14.274,5.624,68.944,2,6,15,23,5.362,31.0,50,3.932,4.615,426.964
9.0,0.0,0,0.072,3.678,0,10.383,11.841,7.249,0.114,4.112,8.956,0.183,2.333,684.71,3.412,3.412,5.562,472.746,11.68,443.0,4.125,5.385,3.159,674.94,4.242,5.31,5.011,421.593,61.335,4.217,4.088,258.964,3.313,3.681,2.222,1.645,29.79,4.461,4.461,7,522.099,1,5,5.114,4,3.335,5.883,179.0,1.829,222.661,3.67,139.03,476.0,13.655,13.655,13.655,5.501,91.826,8,5,11,15,5.178,36.0,45,3.829,4.511,492.215
6.222,53.862,1,0.07,3.833,0,10.131,11.53,7.146,0.112,3.822,8.756,0.177,2.101,580.74,3.484,3.484,4.842,397.264,10.213,373.0,4.067,5.26,2.932,533.86,3.847,5.162,4.9,390.051,56.487,3.846,3.827,141.253,3.436,3.692,2.318,1.096,26.483,4.198,4.198,2,390.925,2,6,4.779,2,3.117,5.765,159.0,1.306,145.496,3.72,119.408,366.0,11.266,11.266,11.266,5.361,54.142,7,2,11,16,5.45,35.75,39,3.689,4.369,404.911
4.538,63.131,1,0.071,3.838,0,10.387,11.806,7.455,0.109,4.007,8.993,0.172,2.666,712.28,3.786,3.786,5.55,482.828,11.765,455.0,4.117,5.437,3.362,637.06,3.959,5.35,5.085,475.22,68.699,3.95,4.029,164.795,3.459,3.765,2.436,1.007,32.828,4.2,4.2,2,460.159,2,10,4.894,2,3.252,5.958,193.0,1.363,173.938,3.762,145.972,432.0,11.267,11.267,11.267,5.541,49.897,9,2,13,16,5.777,42.75,47,3.871,4.554,474.556
6.7,0.0,0,0.074,3.553,0,9.801,11.158,6.566,0.116,3.668,8.466,0.19,2.028,436.33,2.747,2.747,4.67,304.042,9.831,285.0,4.02,5.171,2.884,441.66,3.7,5.094,4.732,301.15,45.763,3.788,3.838,294.278,3.238,3.579,2.22,2.683,19.004,4.164,4.164,10,341.481,1,3,5.067,4,3.033,5.631,139.0,1.282,133.161,3.579,106.178,314.0,10.906,10.906,10.906,5.263,77.272,5,5,13,12,4.653,25.25,35,3.584,4.263,357.416
7.77,66.187,1,0.07,3.84,0,10.448,11.873,7.503,0.109,4.026,9.047,0.171,2.735,708.31,3.786,3.786,5.6,479.935,11.925,452.0,4.138,5.469,3.473,627.75,3.983,5.294,5.115,469.755,70.604,3.984,4.139,211.88,3.46,3.765,2.437,1.056,33.514,4.201,4.201,3,451.649,2,7,4.958,2,3.265,5.999,201.0,1.679,178.162,3.762,152.848,424.0,11.268,11.268,11.268,5.58,51.938,7,2,14,19,5.818,42.75,49,3.912,4.595,462.911
5.509,0.0,0,0.068,3.551,3,10.048,11.464,6.616,0.111,3.721,8.66,0.177,2.159,441.75,2.737,2.737,4.883,305.694,10.182,287.0,4.09,5.28,3.101,428.71,3.79,5.173,4.822,301.247,48.686,3.744,4.19,306.049,3.241,3.65,2.223,5.019,15.341,4.663,4.663,13,324.713,1,2,5.243,3,3.244,5.771,160.0,1.637,146.417,3.638,124.217,300.0,14.274,14.274,14.274,5.416,75.33,2,6,11,17,4.687,23.75,40,3.714,4.394,336.286
8.215,92.348,1,0.07,4.157,0,10.606,12.019,7.659,0.11,4.256,9.217,0.174,3.136,854.61,3.786,3.786,7.046,578.456,14.903,546.0,4.146,5.689,3.663,764.04,4.257,5.4,5.318,566.028,86.89,4.266,4.298,247.193,3.779,3.824,2.767,0.935,44.913,4.2,4.2,3,551.991,2,10,5.195,3,3.369,6.201,246.0,1.905,218.266,3.821,186.786,518.0,11.267,11.267,11.267,5.784,73.04,11,2,21,25,5.984,53.0,60,4.111,4.796,565.061
8.0,100.171,1,0.071,4.034,0,10.63,12.037,7.684,0.112,4.336,9.245,0.177,3.231,902.41,3.786,3.786,7.504,614.276,15.81,579.0,4.142,5.738,3.838,816.6,4.341,5.471,5.361,602.082,90.45,4.3,4.32,258.964,3.684,3.846,2.649,1.302,48.584,4.2,4.2,3,593.464,2,11,5.285,3,3.425,6.229,253.0,1.945,228.097,3.839,191.37,556.0,11.267,11.267,11.267,5.82,81.306,10,3,18,24,5.984,56.0,62,4.143,4.828,608.979
6.013,0.0,0,0.081,3.55,0,9.928,11.272,6.956,0.125,4.058,8.609,0.193,2.13,568.28,3.416,3.416,6.378,400.072,13.194,376.0,4.031,5.307,2.968,553.73,4.151,5.105,4.943,398.153,59.901,4.095,3.524,270.735,3.241,3.669,2.222,3.632,28.667,4.084,4.084,7,413.043,0,5,5.32,0,3.372,5.778,161.0,1.062,156.885,3.691,117.343,386.0,10.865,10.865,10.865,5.416,100.47,8,6,7,16,5.217,37.5,40,3.714,4.394,428.556
6.77,0.0,0,0.08,3.55,0,9.921,11.267,6.95,0.124,4.019,8.6,0.192,2.13,562.52,3.416,3.416,6.128,395.91,12.694,372.0,4.031,5.236,2.967,547.97,4.138,5.023,4.922,394.153,58.567,4.072,3.524,247.193,3.24,3.669,2.22,2.482,28.327,4.084,4.084,6,408.881,0,5,5.285,0,3.332,5.753,157.0,1.062,152.885,3.691,114.669,382.0,10.865,10.865,10.865,5.389,95.974,8,5,7,15,5.211,37.0,39,3.689,4.369,424.556
7.398,0.0,0,0.08,3.55,0,9.999,11.35,7.017,0.122,4.078,8.671,0.192,2.655,615.78,3.482,3.482,6.164,432.421,12.78,406.0,4.033,5.273,3.36,619.32,4.165,5.222,4.958,437.487,60.389,4.097,3.641,235.422,3.24,3.668,2.22,2.155,30.092,4.084,4.084,6,470.973,0,3,5.292,0,3.336,5.796,164.0,1.253,162.716,3.692,120.996,438.0,10.865,10.865,10.865,5.434,100.228,7,5,7,13,5.247,37.75,41,3.738,4.419,518.667
5.721,0.0,0,0.08,3.503,10,9.676,11.007,6.46,0.124,4.094,8.373,0.192,1.863,457.28,2.71,2.71,6.128,320.539,12.694,302.0,4.024,5.166,2.833,452.81,4.194,4.847,4.806,324.153,50.234,4.114,3.524,388.446,3.24,3.65,2.22,16.099,15.327,4.084,4.084,18,340.062,0,5,5.768,0,3.362,5.753,157.0,1.062,152.885,3.664,114.669,318.0,10.865,10.865,10.865,5.389,95.974,8,15,7,15,4.692,25.0,39,3.689,4.369,360.556
4.307,0.0,0,0.089,3.063,5,9.368,10.686,6.244,0.134,3.321,8.074,0.203,1.536,374.44,2.71,2.71,4.415,266.762,9.131,249.0,3.974,4.778,2.541,386.97,3.491,4.652,4.491,270.801,36.985,3.548,3.115,223.651,2.856,3.512,1.824,7.763,12.628,3.853,3.853,10,296.899,1,3,4.948,1,3.111,5.371,107.0,0.466,110.552,3.516,77.958,276.0,9.162,9.162,9.162,5.03,68.664,3,9,1,6,4.377,20.5,27,3.332,4.007,318.556
6.569,0.0,0,0.067,3.728,3,10.53,11.969,7.413,0.105,4.007,9.117,0.169,2.689,674.75,3.639,3.639,6.388,458.462,13.312,433.0,4.203,5.626,3.55,614.83,4.096,5.447,5.186,452.548,72.891,4.067,4.507,364.904,3.58,3.656,2.576,4.891,27.138,4.663,4.663,13,450.525,1,5,5.4,3,3.412,6.12,227.0,2.012,200.904,3.654,176.569,420.0,14.274,14.274,14.274,5.733,63.353,4,6,24,27,5.701,36.75,56,4.043,4.727,465.689
8.2,0.0,0,0.071,3.688,0,10.548,12.012,7.495,0.111,4.186,9.116,0.176,2.567,741.21,3.851,3.851,6.504,508.282,13.668,478.0,4.184,5.692,3.258,688.79,4.263,5.4,5.166,463.731,72.826,4.347,4.237,317.82,3.441,3.76,2.4,2.656,35.934,4.506,4.506,8,516.459,1,6,5.348,4,3.445,6.043,210.0,2.301,231.142,3.71,161.57,474.0,14.003,14.003,14.003,5.645,97.55,8,6,14,23,5.6,42.25,52,3.97,4.654,512.011
5.125,0.0,0,0.078,3.715,0,10.014,11.367,7.029,0.123,4.209,8.685,0.193,2.316,620.02,3.419,3.419,6.304,436.448,13.278,408.0,4.032,5.328,3.128,608.32,4.242,5.28,4.978,421.868,61.594,4.143,3.641,302.955,3.249,3.677,2.221,2.465,29.662,4.088,4.088,7,455.182,0,4,5.34,0,3.34,5.826,169.0,1.293,181.827,3.695,123.943,426.0,10.867,10.867,10.867,5.46,104.546,10,5,7,15,5.271,38.5,42,3.761,4.443,451.416
6.678,0.0,0,0.068,3.619,3,10.323,11.756,7.095,0.108,4.055,8.918,0.171,2.322,568.67,3.228,3.228,5.593,388.909,11.741,366.0,4.115,5.447,3.164,534.57,3.966,5.349,5.021,366.675,60.797,3.971,4.342,360.869,3.362,3.651,2.353,5.009,19.63,4.663,4.663,13,398.107,1,2,5.328,2,3.336,5.964,194.0,1.79,192.979,3.638,150.581,370.0,14.274,14.274,14.274,5.587,66.291,2,6,15,25,5.314,29.75,48,3.892,4.575,386.814
6.387,0.0,0,0.068,3.659,3,10.376,11.809,7.153,0.107,4.094,8.97,0.171,2.62,609.12,3.303,3.303,5.694,417.462,11.891,392.0,4.118,5.478,3.412,578.26,4.017,5.381,5.053,395.705,62.766,3.992,4.402,349.097,3.416,3.651,2.38,4.857,21.461,4.663,4.663,13,434.618,1,2,5.321,2,3.339,5.999,201.0,2.125,201.082,3.638,157.187,402.0,14.274,14.274,14.274,5.624,68.944,2,6,15,24,5.362,31.0,50,3.932,4.615,426.964
5.8,0.0,0,0.079,3.557,0,9.84,11.177,6.769,0.12,3.697,8.526,0.188,2.178,477.29,2.876,2.876,5.487,334.166,11.359,313.0,4.027,5.502,3.053,472.03,3.764,5.388,4.844,326.922,52.571,3.842,3.687,258.964,3.239,3.669,2.221,4.274,22.744,4.135,4.135,8,357.646,1,3,5.095,3,3.135,5.72,152.0,1.068,144.001,3.661,112.728,332.0,10.828,10.828,10.828,5.352,80.448,4,6,11,12,4.973,31.5,38,3.664,4.344,367.325
5.523,0.0,0,0.085,3.55,0,9.703,11.03,6.673,0.131,3.989,8.403,0.202,1.835,483.98,3.049,3.049,6.22,343.207,12.948,322.0,4.012,5.426,2.783,485.44,4.059,5.252,4.81,344.153,51.674,3.999,3.33,341.362,3.205,3.61,2.125,8.275,21.808,3.987,3.987,12,366.567,0,7,5.466,0,3.381,5.666,144.0,0.951,144.885,3.604,103.158,342.0,10.261,10.261,10.261,5.323,101.335,10,10,6,13,4.873,30.5,36,3.611,4.29,384.556
7.699,0.0,0,0.08,3.55,5,9.891,11.235,6.812,0.122,4.114,8.571,0.192,2.141,561.11,3.195,3.195,6.164,393.701,12.78,370.0,4.029,5.24,3.105,571.25,4.195,5.148,4.903,401.487,56.219,4.121,3.641,306.049,3.24,3.657,2.22,8.2,23.594,4.084,4.084,12,436.518,0,3,5.565,0,3.347,5.796,164.0,1.253,162.716,3.672,120.996,406.0,10.865,10.865,10.865,5.434,100.228,7,10,7,13,5.007,31.75,41,3.738,4.419,486.667
6.921,0.0,0,0.08,3.665,0,9.952,11.299,6.988,0.124,4.014,8.632,0.192,2.13,579.88,3.416,3.416,6.128,408.069,12.694,383.0,4.031,5.239,2.969,562.95,4.135,5.018,4.943,405.153,59.59,4.068,3.524,223.651,3.24,3.669,2.22,1.488,30.062,4.084,4.084,4,419.817,0,5,5.238,0,3.309,5.753,157.0,1.062,152.885,3.691,114.669,392.0,10.865,10.865,10.865,5.389,95.974,8,3,7,15,5.238,38.5,39,3.689,4.369,434.556
7.097,0.0,0,0.08,3.55,5,9.804,11.142,6.73,0.124,4.058,8.492,0.192,2.05,507.85,3.193,3.193,6.128,357.191,12.694,336.0,4.027,5.24,2.943,499.9,4.168,5.102,4.866,358.153,54.398,4.097,3.524,317.82,3.24,3.657,2.22,8.792,21.931,4.084,4.084,12,374.425,0,5,5.559,0,3.344,5.753,157.0,1.062,152.885,3.672,114.669,350.0,10.865,10.865,10.865,5.389,95.974,8,10,7,15,4.961,31.0,39,3.689,4.369,392.556
6.854,0.0,0,0.079,3.55,5,9.892,11.236,6.812,0.124,4.16,8.571,0.191,2.138,561.38,3.195,3.195,6.178,393.837,12.813,370.0,4.029,5.374,3.098,571.27,4.219,5.282,4.903,401.487,56.231,4.127,3.641,306.049,3.24,3.657,2.22,8.041,23.677,4.085,4.085,12,436.583,0,5,5.571,0,3.346,5.796,164.0,1.173,162.716,3.672,121.005,406.0,10.866,10.866,10.866,5.434,99.345,6,10,7,13,5.022,31.75,41,3.738,4.419,486.667
5.484,0.0,0,0.08,3.55,5,9.804,11.142,6.73,0.124,4.059,8.492,0.192,2.05,528.93,3.193,3.193,6.128,372.024,12.694,350.0,4.02,5.34,2.943,522.14,4.178,5.247,4.866,374.618,54.398,4.105,3.507,294.278,3.24,3.648,2.22,8.55,22.288,4.083,4.083,12,391.376,0,7,5.527,0,3.344,5.753,157.0,1.062,154.606,3.666,114.669,366.0,10.865,10.865,10.865,5.389,95.974,8,10,4,9,4.961,31.5,39,3.689,4.369,412.201
6.638,0.0,0,0.077,3.815,5,10.328,11.764,7.212,0.122,4.222,8.922,0.189,2.347,675.15,3.408,3.408,6.431,476.975,13.411,444.0,4.098,5.336,3.166,664.41,4.271,5.253,5.048,445.878,64.264,4.213,3.959,341.362,3.382,3.692,2.315,7.98,29.051,4.181,4.181,13,507.538,0,3,5.645,0,3.459,5.916,185.0,1.373,213.845,3.684,141.808,466.0,11.657,11.657,11.657,5.557,113.183,7,10,7,13,5.147,36.5,47,3.871,4.554,514.888
7.155,0.0,0,0.08,3.55,5,9.891,11.235,6.812,0.122,4.098,8.571,0.192,2.141,524.03,3.195,3.195,6.164,368.911,12.78,346.0,4.033,5.267,3.105,512.45,4.189,5.116,4.903,368.153,56.219,4.116,3.687,341.362,3.24,3.661,2.22,8.785,22.574,4.085,4.085,13,383.282,0,6,5.604,0,3.363,5.796,164.0,1.253,158.885,3.675,120.996,358.0,10.865,10.865,10.865,5.434,100.228,9,10,8,17,5.007,31.5,41,3.738,4.419,400.556
6.553,0.0,0,0.078,3.55,5,9.788,11.132,6.693,0.123,3.992,8.469,0.191,1.905,527.11,3.193,3.193,5.878,370.0,12.194,348.0,4.026,5.271,2.864,523.36,4.156,5.175,4.832,376.517,52.345,4.095,3.524,282.506,3.24,3.636,2.22,8.492,20.245,4.084,4.084,12,393.306,0,5,5.465,0,3.333,5.727,153.0,0.946,152.428,3.659,111.939,368.0,10.865,10.865,10.865,5.361,188.054,7,10,4,8,4.925,29.0,38,3.664,4.344,422.292
4.22,0.0,0,0.071,3.529,2,10.011,11.416,6.981,0.113,4.678,8.624,0.185,2.347,535.34,3.165,3.165,3.867,363.999,8.168,342.0,4.032,4.67,3.163,552.12,4.442,4.559,4.7,311.397,45.787,4.19,3.578,299.828,3.159,3.646,1.941,2.641,10.207,4.101,4.101,4,433.226,0,0,4.142,2,2.863,5.638,140.0,1.662,570.656,3.353,108.074,398.0,10.434,10.434,10.434,5.242,0.0,0,3,7,10,5.127,26.0,35,3.584,4.263,313.578
6.796,0.0,0,0.081,3.55,0,9.928,11.272,6.956,0.125,4.058,8.609,0.193,2.13,568.28,3.416,3.416,6.378,400.072,13.194,376.0,4.031,5.307,2.968,553.73,4.151,5.105,4.943,398.153,59.901,4.095,3.524,270.735,3.241,3.669,2.222,3.632,28.667,4.084,4.084,7,413.043,0,5,5.32,0,3.372,5.778,161.0,1.062,156.885,3.691,117.343,386.0,10.865,10.865,10.865,5.416,100.47,8,6,7,16,5.217,37.5,40,3.714,4.394,428.556
4.128,0.0,0,0.09,3.367,0,9.563,10.892,6.597,0.136,3.406,8.26,0.206,1.731,440.39,2.71,2.71,4.915,313.719,10.131,293.0,3.983,5.005,2.684,446.54,3.541,4.942,4.632,314.801,43.713,3.577,3.115,200.109,2.876,3.607,1.84,3.568,18.693,3.852,3.852,6,339.637,0,3,4.737,0,3.05,5.442,115.0,0.466,118.552,3.598,83.058,316.0,9.162,9.162,9.162,5.106,77.624,3,6,1,8,4.797,27.5,29,3.401,4.078,358.556
4.0,0.0,0,0.089,3.365,0,9.543,10.877,6.581,0.134,3.268,8.233,0.203,1.677,428.87,2.713,2.713,4.415,305.396,9.131,285.0,3.982,4.827,2.64,435.02,3.447,4.754,4.572,306.801,41.163,3.512,3.115,153.024,2.856,3.513,1.824,1.346,18.088,3.853,3.853,4,331.314,1,3,4.629,1,2.854,5.371,107.0,0.466,110.552,3.517,77.958,308.0,9.162,9.162,9.162,5.03,68.664,3,4,1,6,4.781,26.5,27,3.332,4.007,350.556
6.77,0.0,0,0.08,3.55,0,9.999,11.35,7.017,0.122,4.129,8.671,0.192,2.655,615.78,3.482,3.482,6.164,432.421,12.78,406.0,4.032,5.273,3.36,619.32,4.19,5.222,4.958,421.016,60.389,4.12,3.593,235.422,3.24,3.672,2.22,2.365,29.246,4.084,4.084,6,470.973,0,4,5.284,0,3.334,5.796,164.0,1.253,174.405,3.694,120.996,438.0,10.865,10.865,10.865,5.434,100.228,8,5,8,15,5.247,37.75,41,3.738,4.419,458.759
