pXC50,CATS2D_07_DA,MATS2p,MPC10,SpMin1_Bh.p.,CATS2D_04_DA,SpMin7_Bh.i.,Eig06_EA.ri.,Eig15_AEA.ed.,GATS2i,Eig02_EA.ed.,SM11_AEA.dm.,GGI5,MPC07,MATS4e,Eig02_EA.ri.,P_VSA_LogP_5,MATS2i,SpMin7_Bh.e.,MPC06,GATS1e,piPC05,Eig06_EA.bo.,ATS4v,SpMin6_Bh.i.,piID,SpMin1_Bh.i.,SpMin8_Bh.i.,SpMin6_Bh.e.,SpMin8_Bh.p.,SpMin6_Bh.m.,SpMin8_Bh.v.,SM02_EA.ri.,CATS2D_04_AA,X4,SpMin1_Bh.e.,SpMax8_Bh.p.,nHAcc,MATS2v,Eig06_AEA.ri.,MPC04,Eig02_AEA.ri.,Eig15_AEA.bo.,TIC1,Eig06_AEA.bo.,Eig05_AEA.bo.,piPC10,piPC09,nO,GGI6,Eig02_AEA.bo.,ATS4p,ATS2i,SpMax8_Bh.v.,Eig03_EA.ri.,P_VSA_p_2,MPC05,ATSC5i,ATS3v,SpMaxA_AEA.dm.,SM02_EA.ed.,Eig06_EA.ed.,SM15_AEA.dm.,TIC2,ATSC6e,SpDiam_EA.ed.,SpMin8_Bh.e.,TPC,ATS2e
7.398,2,0.049,5.412,2.131,1,1.27,2.314,3.483,0.898,9.419,9.419,1.153,5.124,-0.076,2.982,97.333,0.137,1.325,4.984,0.805,6.654,3.206,4.25,1.323,15.66,2.057,1.155,1.361,1.416,1.543,1.413,4.777,1,12.481,2.075,3.051,6,0.019,3.335,4.71,3.98,2.533,224.107,3.776,3.933,8.349,8.095,2,0.64,4.435,4.323,4.851,3.066,2.92,120.418,4.927,1.713,4.314,0.095,7.008,6.94,6.94,284.962,0.479,17.849,1.209,9.099,4.714
7.0,2,0.039,5.242,2.042,1,1.166,2.047,3.247,0.928,9.257,9.257,1.094,4.898,-0.093,2.904,92.187,0.125,1.204,4.762,0.818,6.391,2.877,4.083,1.27,13.63,1.922,1.055,1.327,1.35,1.464,1.333,4.632,1,10.683,1.945,2.875,6,0.012,3.086,4.533,3.926,2.32,206.043,3.604,3.789,8.184,7.8,2,0.607,4.313,4.148,4.745,2.881,2.799,120.418,4.718,1.485,4.153,0.107,6.843,6.578,6.578,253.445,0.375,17.849,1.101,8.452,4.602
6.745,2,0.13,4.963,2.041,1,1.051,1.916,2.418,0.868,9.345,9.345,0.723,4.7,0.0,2.92,89.002,0.192,1.099,4.564,0.992,6.218,2.681,3.838,1.114,11.868,1.921,0.749,1.189,1.033,1.402,1.065,4.366,1,8.429,1.944,2.651,5,0.102,2.967,4.331,3.94,0.78,168.784,3.383,3.586,8.049,7.652,1,0.496,4.326,3.91,4.514,2.642,2.495,110.159,4.511,1.152,3.89,0.14,6.627,5.84,5.84,204.923,0.385,17.849,0.823,7.644,4.359
5.921,1,0.091,4.344,2.036,1,1.121,2.066,2.668,0.915,7.523,7.523,0.948,4.394,-0.009,2.669,47.112,0.193,1.165,4.344,0.827,5.819,2.696,3.9,1.132,10.424,1.919,0.947,1.194,1.304,1.429,1.272,4.4,1,7.815,1.944,2.735,9,0.019,3.088,4.159,3.676,1.473,202.123,3.441,3.613,6.749,6.794,5,0.546,4.074,3.944,4.615,2.715,2.482,180.882,4.317,1.259,3.92,0.119,6.503,5.732,5.732,247.032,0.741,17.032,0.984,7.244,4.478
6.469,1,0.091,4.357,2.036,1,1.122,1.998,2.663,0.915,7.771,7.771,0.837,4.419,-0.006,2.704,47.112,0.193,1.167,4.344,0.827,5.819,2.608,3.911,1.133,10.473,1.92,0.938,1.196,1.303,1.435,1.275,4.4,1,7.932,1.945,2.799,9,0.019,3.017,4.174,3.711,1.473,202.123,3.365,3.611,6.785,6.787,5,0.631,4.105,3.951,4.615,2.816,2.479,180.882,4.317,1.282,3.92,0.119,6.506,5.63,5.63,251.786,0.783,17.032,0.978,7.244,4.478
4.959,0,0.068,3.932,2.034,1,0.901,1.894,2.197,0.94,7.436,7.436,0.757,4.043,-0.039,2.667,59.616,0.146,0.94,4.043,0.791,5.632,2.556,3.741,1.079,9.47,1.919,0.821,1.132,1.102,1.273,1.107,4.249,1,6.416,1.944,2.735,8,0.0,2.911,3.912,3.673,1.015,178.588,3.397,3.495,5.938,6.105,4,0.466,4.074,3.801,4.479,2.715,2.412,185.649,4.094,1.064,3.818,0.145,6.315,5.281,5.281,214.727,0.567,15.403,0.886,6.78,4.337
5.585,0,0.068,3.951,2.035,1,0.91,1.877,2.231,0.94,7.766,7.766,0.646,4.078,-0.036,2.703,59.616,0.146,0.957,4.043,0.791,5.632,2.517,3.754,1.082,9.518,1.919,0.861,1.138,1.147,1.282,1.125,4.249,1,6.534,1.945,2.777,8,0.0,2.888,3.932,3.709,0.877,178.588,3.332,3.472,6.016,6.091,4,0.551,4.105,3.809,4.479,2.792,2.397,185.649,4.094,1.087,3.818,0.145,6.319,5.232,5.232,218.727,0.608,15.403,0.905,6.78,4.337
5.854,2,0.06,4.394,2.033,1,1.124,2.116,2.829,1.007,8.225,8.225,1.171,4.454,-0.044,2.771,47.112,0.097,1.171,4.407,0.796,5.845,2.707,3.958,1.137,10.456,1.919,1.048,1.201,1.36,1.44,1.331,4.48,1,8.149,1.944,2.735,10,0.016,3.12,4.205,3.773,1.639,208.843,3.453,3.732,6.81,6.89,6,0.607,4.098,3.991,4.647,2.746,2.651,206.027,4.369,1.303,3.974,0.113,6.592,5.77,5.77,256.507,0.84,17.036,1.082,7.329,4.518
5.824,2,0.06,4.419,2.033,1,1.124,2.028,2.829,1.007,8.231,8.231,1.059,4.477,-0.042,2.776,47.112,0.097,1.173,4.407,0.796,5.845,2.683,3.969,1.138,10.504,1.919,1.052,1.203,1.352,1.447,1.327,4.48,1,8.267,1.944,2.802,10,0.016,3.04,4.22,3.779,1.638,208.843,3.393,3.719,6.836,6.874,6,0.651,4.119,3.998,4.647,2.825,2.682,206.027,4.369,1.325,3.974,0.113,6.594,5.768,5.768,261.262,0.886,17.036,1.088,7.329,4.518
6.602,1,0.065,4.454,2.035,1,1.088,1.969,2.485,0.965,7.752,7.752,0.976,4.419,0.024,2.666,46.683,0.133,1.122,4.344,0.837,5.825,2.687,3.853,1.127,10.413,1.906,0.861,1.181,1.262,1.354,1.233,4.372,1,7.789,1.93,2.735,9,0.003,3.016,4.159,3.699,1.344,183.851,3.408,3.603,6.994,6.843,5,0.566,4.093,3.88,4.535,2.715,2.484,180.882,4.304,1.18,3.868,0.123,6.494,5.735,5.735,219.15,0.768,17.032,0.908,7.199,4.409
6.921,2,0.065,4.443,2.036,1,1.092,1.925,2.451,0.965,7.96,7.96,0.976,4.419,0.033,2.698,46.683,0.133,1.127,4.357,0.837,5.825,2.627,3.861,1.127,10.463,1.906,0.906,1.182,1.288,1.362,1.265,4.372,1,7.912,1.931,2.74,9,0.003,2.971,4.174,3.73,1.284,183.851,3.36,3.596,6.954,6.865,5,0.567,4.124,3.884,4.535,2.739,2.475,180.882,4.304,1.202,3.868,0.123,6.497,5.661,5.661,224.659,0.761,17.032,0.955,7.199,4.409
6.638,0,0.034,4.06,2.033,1,0.835,1.771,2.086,0.999,7.679,7.679,0.785,4.078,0.0,2.66,59.187,0.075,0.886,4.043,0.802,5.639,2.42,3.687,1.007,9.453,1.904,0.821,1.05,1.062,1.181,1.107,4.217,1,6.39,1.93,2.729,8,-0.02,2.778,3.912,3.688,0.725,160.787,3.309,3.517,6.422,6.2,4,0.486,4.091,3.727,4.388,2.715,2.431,185.649,4.078,0.984,3.759,0.151,6.304,4.857,4.857,187.316,0.588,15.407,0.882,6.725,4.258
5.921,1,0.034,4.043,2.034,1,0.903,1.738,2.137,0.999,7.934,7.934,0.785,4.078,0.011,2.692,59.187,0.075,0.953,4.06,0.802,5.639,2.376,3.696,1.006,9.502,1.904,0.744,1.051,1.021,1.177,1.039,4.217,1,6.513,1.93,2.655,8,-0.02,2.745,3.932,3.721,0.8,160.787,3.267,3.486,6.351,6.242,4,0.487,4.121,3.731,4.388,2.659,2.412,185.649,4.078,1.007,3.759,0.151,6.308,4.757,4.757,192.071,0.58,15.408,0.81,6.725,4.258
5.745,2,0.032,4.454,2.031,1,1.12,2.052,2.8,1.061,8.398,8.398,1.032,4.477,-0.033,2.801,46.683,0.033,1.16,4.394,0.806,5.863,2.717,3.917,1.132,10.445,1.904,0.914,1.192,1.297,1.394,1.264,4.455,1,8.071,1.928,2.735,10,-0.002,3.079,4.205,3.812,1.478,190.396,3.446,3.708,6.913,6.908,6,0.688,4.147,3.932,4.57,2.715,2.608,206.027,4.369,1.214,3.924,0.116,6.583,5.772,5.772,226.45,0.921,17.037,0.958,7.287,4.453
6.699,3,0.032,4.443,2.032,1,1.121,1.976,2.802,1.061,8.443,8.443,0.976,4.489,-0.025,2.809,46.683,0.033,1.161,4.407,0.806,5.863,2.691,3.924,1.132,10.494,1.904,0.915,1.193,1.301,1.401,1.273,4.455,1,8.193,1.929,2.785,10,-0.002,3.017,4.22,3.823,1.473,190.396,3.402,3.702,6.892,6.922,6,0.773,4.166,3.935,4.57,2.794,2.626,206.027,4.369,1.237,3.924,0.116,6.586,5.767,5.767,231.96,0.924,17.037,0.962,7.287,4.453
5.301,0,-0.081,4.745,2.037,0,0.869,1.592,2.232,1.221,8.416,8.416,0.757,4.691,-0.166,2.561,18.903,-0.166,0.916,4.564,0.744,6.105,2.475,3.736,0.925,11.064,1.896,0.821,0.97,1.05,1.181,1.093,4.23,0,7.906,1.925,2.735,4,-0.092,2.721,4.277,3.632,0.723,138.202,3.226,3.404,7.674,7.457,1,0.472,4.042,3.815,4.368,2.715,2.363,78.626,4.477,1.032,3.775,0.13,6.541,4.838,4.838,167.421,0.338,18.829,0.886,7.298,4.245
4.928,0,0.203,3.178,2.038,0,0.829,1.033,1.35,0.895,7.867,7.867,0.653,3.611,-0.112,2.453,41.607,0.068,0.917,3.807,0.68,5.255,1.185,3.782,1.023,7.678,1.94,0.693,1.124,1.129,1.524,1.114,3.985,0,4.908,1.954,2.517,4,0.23,2.062,3.738,3.464,-0.12,133.091,2.207,3.481,5.471,5.499,3,0.407,3.809,3.882,4.477,2.532,2.279,78.828,3.871,1.188,3.757,0.173,6.301,2.704,2.704,174.375,0.519,19.396,0.749,5.966,4.293
5.157,0,0.121,3.784,2.027,2,0.721,1.429,1.509,0.963,7.908,7.908,0.511,4.094,0.061,2.496,26.928,0.121,0.799,4.078,0.804,5.419,1.957,3.695,1.039,8.244,1.936,0.652,1.107,1.033,1.347,1.016,4.11,0,5.657,1.952,2.497,5,0.132,2.464,3.932,3.514,0.04,136.073,2.896,3.483,5.981,6.081,5,0.3,3.848,3.776,4.422,2.516,2.331,146.656,4.094,0.98,3.72,0.172,6.354,4.193,4.193,176.621,0.569,19.095,0.705,6.423,4.272
6.272,0,0.207,3.296,2.053,2,0.935,1.095,1.412,0.882,8.245,8.245,0.715,3.784,-0.012,2.47,63.231,0.18,1.032,3.912,0.86,5.417,1.539,3.861,1.037,7.937,1.956,0.719,1.131,1.15,1.529,1.135,4.067,0,5.49,1.969,2.575,5,0.227,2.115,3.829,3.478,0.0,140.761,3.167,3.482,5.743,5.664,4,0.448,3.871,3.946,4.494,2.567,2.329,152.571,3.951,1.261,3.803,0.186,6.34,2.8,2.8,186.045,0.534,19.556,0.798,6.066,4.311
8.07,0,0.141,4.007,2.042,2,1.007,1.631,1.892,0.936,9.164,9.164,0.82,4.369,0.06,2.64,30.113,0.14,1.091,4.331,0.799,5.611,2.206,3.913,1.059,8.525,1.964,0.708,1.108,1.148,1.454,1.132,4.203,0,6.557,1.977,2.52,5,0.15,2.666,4.094,3.663,0.195,155.272,3.107,3.484,6.277,6.273,5,0.478,3.992,3.989,4.502,2.532,2.431,146.656,4.263,1.281,3.859,0.158,6.506,4.83,4.83,201.82,0.649,20.111,0.773,6.619,4.35
7.9,0,0.144,4.007,2.05,2,1.019,1.631,1.892,0.956,9.164,9.164,0.82,4.369,0.061,2.64,30.113,0.142,1.102,4.331,0.794,5.563,2.169,3.944,1.063,8.44,1.965,0.711,1.11,1.149,1.456,1.134,4.203,0,6.557,1.98,2.523,5,0.159,2.666,4.094,3.663,0.181,145.668,3.075,3.484,6.182,6.23,5,0.478,3.979,4.03,4.587,2.533,2.431,146.656,4.263,1.373,3.881,0.159,6.506,4.83,4.83,205.359,0.688,20.111,0.782,6.619,4.418
6.387,0,0.172,4.127,2.038,3,1.034,1.585,2.0,0.927,9.222,9.222,1.073,4.466,0.047,2.593,43.171,0.168,1.101,4.431,0.827,5.616,2.169,3.959,1.163,8.517,1.944,0.714,1.208,1.149,1.497,1.134,4.211,0,6.907,1.955,2.643,6,0.18,2.641,4.159,3.648,0.452,153.863,3.075,3.485,6.273,6.307,6,0.478,3.983,4.003,4.609,2.634,2.442,157.656,4.344,1.338,3.883,0.153,6.538,4.83,4.83,218.309,0.871,20.257,0.787,6.708,4.449
6.377,0,0.179,4.111,2.035,3,1.026,1.646,1.929,0.928,9.447,9.447,0.993,4.489,0.048,2.641,43.171,0.168,1.098,4.431,0.827,5.632,2.171,3.974,1.109,8.53,1.941,0.725,1.185,1.153,1.541,1.138,4.234,0,7.138,1.952,2.563,6,0.214,2.677,4.19,3.709,0.447,154.618,3.08,3.487,6.253,6.387,6,0.518,4.022,4.023,4.609,2.566,2.421,157.656,4.369,1.328,3.905,0.155,6.594,4.957,4.957,217.064,0.998,20.484,0.79,6.726,4.449
7.295,0,0.072,4.277,2.03,2,1.049,2.056,2.0,1.008,10.039,10.039,0.851,4.625,0.061,2.848,30.113,0.074,1.108,4.522,0.778,5.664,2.489,4.009,1.064,8.676,1.953,0.926,1.153,1.252,1.464,1.304,4.316,0,6.953,1.965,2.524,5,0.078,3.075,4.22,3.868,0.351,153.373,3.407,3.486,6.358,6.403,5,0.489,4.094,4.086,4.616,2.533,2.466,146.656,4.431,1.466,3.919,0.147,6.645,4.963,4.963,214.574,0.694,20.416,1.019,6.856,4.453
7.435,0,0.203,3.178,2.034,1,0.846,1.045,1.35,0.896,7.867,7.867,0.653,3.611,-0.082,2.451,32.041,0.191,0.93,3.807,0.858,5.255,1.185,3.826,1.024,7.678,1.943,0.694,1.124,1.138,1.528,1.118,3.985,0,4.908,1.954,2.524,4,0.227,2.067,3.738,3.462,-0.12,133.909,2.207,3.481,5.471,5.499,4,0.407,3.809,3.968,4.48,2.532,2.293,121.512,3.871,1.131,3.793,0.171,6.301,2.704,2.704,179.193,0.451,19.396,0.751,5.966,4.3
7.475,0,0.21,3.178,2.037,1,0.843,1.048,1.35,0.935,7.867,7.867,0.653,3.611,-0.097,2.452,32.486,0.17,0.928,3.807,0.833,5.255,1.185,3.808,1.024,7.678,1.942,0.694,1.124,1.138,1.528,1.119,3.993,0,4.908,1.953,2.519,4,0.226,2.068,3.738,3.462,-0.12,133.909,2.207,3.481,5.471,5.499,4,0.407,3.809,3.925,4.483,2.532,2.293,121.512,3.871,1.085,3.776,0.171,6.301,2.704,2.704,179.193,0.488,19.396,0.751,5.966,4.302
4.042,0,0.15,2.89,2.067,0,0.869,1.019,1.207,1.0,7.433,7.433,0.535,3.258,-0.07,2.45,18.685,0.109,0.979,3.555,0.865,5.073,1.092,3.732,0.943,7.449,1.966,0.694,1.057,1.144,1.488,1.127,3.961,0,4.189,1.99,2.515,3,0.167,2.021,3.526,3.454,-0.23,129.419,2.13,3.322,5.247,5.343,2,0.285,3.797,3.913,4.491,2.532,2.303,100.725,3.638,1.211,3.718,0.189,6.116,2.445,2.445,164.703,0.266,17.991,0.753,5.746,4.278
6.018,0,0.207,3.178,2.06,1,0.955,1.063,1.35,0.907,7.867,7.867,0.653,3.611,-0.082,2.463,32.171,0.199,1.069,3.807,0.87,5.255,1.185,3.863,1.042,7.678,1.96,0.731,1.135,1.157,1.532,1.16,4.036,0,4.908,1.975,2.569,4,0.228,2.078,3.738,3.468,-0.12,130.895,2.207,3.481,5.471,5.499,4,0.407,3.809,3.98,4.566,2.545,2.308,121.512,3.871,1.302,3.804,0.171,6.301,2.704,2.704,180.604,0.463,19.396,0.822,5.966,4.367
6.311,0,0.225,3.178,2.046,1,0.87,1.055,1.35,0.957,7.867,7.867,0.653,3.611,-0.138,2.453,35.243,0.146,0.976,3.807,0.827,5.255,1.185,3.836,1.024,7.678,1.946,0.696,1.124,1.146,1.535,1.13,4.0,0,4.908,1.962,2.52,4,0.229,2.072,3.738,3.463,-0.12,144.761,2.207,3.481,5.471,5.499,3,0.407,3.809,3.97,4.514,2.532,2.304,111.725,3.871,1.166,3.792,0.171,6.301,2.704,2.704,186.045,0.37,19.396,0.756,5.966,4.322
6.77,0,0.125,3.871,2.027,2,0.727,1.554,1.617,0.987,8.84,8.84,0.757,4.22,0.027,2.576,26.928,0.119,0.799,4.248,0.868,5.513,2.139,3.774,1.04,8.346,1.934,0.663,1.107,1.085,1.347,1.053,4.161,0,6.093,1.945,2.5,6,0.154,2.602,4.025,3.62,0.042,137.309,3.047,3.484,6.079,6.185,6,0.34,3.957,3.819,4.437,2.523,2.412,189.34,4.19,1.041,3.775,0.165,6.472,4.675,4.675,178.612,0.791,19.996,0.707,6.525,4.296
4.83,0,0.223,3.296,2.062,2,0.937,1.095,1.412,0.906,8.245,8.245,0.715,3.784,-0.058,2.471,65.987,0.158,1.036,3.912,0.861,5.417,1.539,3.887,1.037,7.937,1.961,0.744,1.131,1.189,1.535,1.165,4.074,0,5.49,1.978,2.619,5,0.231,2.115,3.829,3.478,0.0,151.647,3.167,3.482,5.743,5.664,3,0.448,3.871,3.99,4.525,2.623,2.33,142.785,3.951,1.354,3.818,0.186,6.34,2.8,2.8,192.931,0.424,19.556,0.845,6.066,4.33
4.0,0,0.194,4.234,2.032,4,1.024,1.658,2.0,0.912,9.415,9.415,1.382,4.554,0.105,2.646,43.171,0.188,1.099,4.522,0.857,5.715,2.173,3.945,1.08,8.656,1.936,0.712,1.12,1.149,1.376,1.134,4.273,1,7.178,1.943,2.565,8,0.202,2.682,4.22,3.688,0.478,166.157,3.079,3.486,6.432,6.444,7,0.478,4.026,3.944,4.532,2.594,2.546,215.698,4.419,1.252,3.874,0.147,6.608,4.834,4.834,214.705,1.344,20.5,0.781,6.791,4.396
6.9,0,0.236,4.127,2.022,3,1.031,1.585,2.0,0.858,9.222,9.222,1.073,4.466,0.065,2.588,56.229,0.225,1.101,4.431,0.866,5.616,2.169,3.891,1.084,8.517,1.917,0.714,1.155,1.149,1.496,1.134,4.188,1,6.907,1.924,2.643,7,0.241,2.641,4.159,3.645,0.452,149.218,3.075,3.485,6.273,6.307,7,0.478,3.983,3.897,4.556,2.633,2.41,168.656,4.344,1.18,3.829,0.153,6.538,4.83,4.83,199.95,0.945,20.257,0.786,6.708,4.412
5.967,0,0.155,3.178,2.049,1,0.836,1.056,1.35,0.929,7.867,7.867,0.653,3.611,-0.115,2.456,38.107,0.055,0.924,3.807,0.77,5.255,1.185,3.767,1.023,7.678,1.937,0.693,1.124,1.141,1.529,1.12,4.015,0,4.908,1.951,2.516,5,0.209,2.072,3.738,3.464,-0.12,133.909,2.207,3.481,5.471,5.499,4,0.407,3.809,3.839,4.492,2.532,2.297,121.512,3.871,1.249,3.737,0.171,6.301,2.704,2.704,179.193,0.567,19.396,0.75,5.966,4.307
6.613,0,0.181,4.007,2.031,2,1.007,1.629,1.892,0.946,9.164,9.164,0.82,4.369,0.014,2.62,32.171,0.181,1.093,4.331,0.841,5.563,2.169,3.887,1.084,8.44,1.937,0.712,1.165,1.149,1.518,1.134,4.195,0,6.557,1.947,2.523,6,0.191,2.664,4.094,3.655,0.181,153.973,3.075,3.484,6.182,6.23,5,0.478,3.979,3.945,4.564,2.533,2.423,164.667,4.263,1.253,3.846,0.156,6.506,4.83,4.83,205.95,0.804,20.111,0.782,6.619,4.393
4.0,0,0.133,2.89,2.058,0,0.842,1.009,1.207,0.982,7.433,7.433,0.535,3.258,-0.063,2.448,15.928,0.127,0.934,3.555,0.85,5.073,1.092,3.707,0.942,7.449,1.962,0.693,1.055,1.141,1.481,1.122,3.954,0,4.189,1.982,2.515,3,0.16,2.014,3.526,3.453,-0.23,120.601,2.13,3.322,5.247,5.343,3,0.285,3.797,3.871,4.459,2.532,2.292,110.512,3.638,1.128,3.701,0.189,6.116,2.445,2.445,157.885,0.295,17.991,0.751,5.746,4.257
4.77,0,0.178,3.091,2.056,0,0.867,1.022,1.21,0.971,7.639,7.639,0.542,3.497,-0.144,2.457,31.742,0.132,0.979,3.664,0.882,5.132,1.168,3.75,1.027,7.559,1.945,0.699,1.127,1.149,1.534,1.14,3.97,0,4.502,1.966,2.522,4,0.186,2.038,3.611,3.464,-0.142,142.761,2.193,3.337,5.335,5.395,3,0.367,3.807,3.887,4.515,2.533,2.293,111.725,3.738,1.18,3.719,0.18,6.159,2.561,2.561,186.045,0.323,18.158,0.769,5.858,4.314
5.914,0,0.179,3.332,2.115,0,0.969,1.449,1.443,0.971,8.588,8.588,0.778,3.85,-0.138,2.512,31.742,0.132,1.063,3.892,0.568,5.368,2.205,3.817,1.047,7.914,1.962,0.733,1.135,1.155,1.534,1.157,4.071,0,5.125,1.981,2.573,5,0.196,2.473,3.761,3.561,0.011,142.761,3.05,3.451,5.725,5.63,5,0.448,4.025,3.897,4.515,2.564,2.394,135.245,3.912,1.182,3.762,0.174,6.293,3.816,3.816,186.045,0.841,18.535,0.818,6.061,4.335
4.924,1,0.205,3.367,2.058,2,0.966,1.246,1.47,0.924,8.296,8.296,0.799,3.892,-0.024,2.472,88.224,0.209,1.068,3.989,0.85,5.434,1.82,3.917,1.044,8.01,1.957,0.748,1.135,1.172,1.53,1.169,4.098,0,5.606,1.971,2.597,6,0.215,2.274,3.871,3.481,0.172,156.761,2.859,3.481,5.758,5.806,5,0.488,3.827,3.998,4.554,2.596,2.336,177.565,4.025,1.335,3.84,0.159,6.358,2.986,2.986,206.8,0.752,19.568,0.831,6.159,4.369
6.854,0,0.149,4.007,2.032,2,1.009,1.671,1.892,0.956,9.164,9.164,0.82,4.369,-0.008,2.653,32.171,0.141,1.093,4.331,0.794,5.563,2.169,3.916,1.12,8.44,1.937,0.713,1.192,1.149,1.536,1.135,4.211,0,6.557,1.947,2.523,5,0.172,2.688,4.094,3.667,0.181,143.668,3.075,3.484,6.182,6.23,5,0.478,3.979,3.984,4.587,2.533,2.427,146.656,4.263,1.3,3.874,0.157,6.506,4.83,4.83,198.869,0.745,20.111,0.784,6.619,4.416
6.636,1,0.16,4.127,2.044,2,0.964,1.913,1.925,0.941,9.689,9.689,0.913,4.5,0.034,2.749,30.113,0.162,1.051,4.407,0.821,5.656,2.468,3.929,1.052,8.604,1.957,0.705,1.108,1.148,1.383,1.132,4.267,0,6.891,1.968,2.518,7,0.175,2.926,4.159,3.764,0.412,158.517,3.324,3.485,6.363,6.315,6,0.656,4.085,3.966,4.509,2.532,2.449,204.699,4.331,1.275,3.873,0.153,6.578,4.962,4.962,201.82,1.073,20.317,0.77,6.706,4.364
6.011,0,0.194,4.007,2.005,3,0.729,1.585,1.892,0.878,9.164,9.164,0.82,4.369,0.065,2.582,43.041,0.189,0.796,4.331,0.843,5.563,2.169,3.843,1.037,8.44,1.919,0.692,1.101,1.023,1.351,0.979,4.137,0,6.557,1.925,2.514,6,0.202,2.641,4.094,3.639,0.181,145.574,3.075,3.484,6.182,6.23,6,0.478,3.979,3.916,4.444,2.531,2.39,157.656,4.263,0.994,3.815,0.159,6.506,4.83,4.83,189.367,0.781,20.111,0.735,6.619,4.314
6.167,0,0.252,3.296,2.042,0,0.935,1.094,1.412,0.845,8.245,8.245,0.715,3.784,-0.031,2.469,66.731,0.199,1.031,3.912,0.744,5.417,1.539,3.878,1.037,7.937,1.959,0.716,1.131,1.149,1.525,1.135,4.04,0,5.49,1.972,2.598,4,0.249,2.115,3.829,3.478,0.0,139.909,3.167,3.482,5.743,5.664,3,0.448,3.871,3.989,4.479,2.575,2.329,109.888,3.951,1.176,3.824,0.187,6.34,2.8,2.8,181.193,0.492,19.556,0.795,6.066,4.296
4.0,0,0.201,4.127,2.023,3,0.964,1.585,2.0,0.863,9.222,9.222,1.073,4.466,0.08,2.593,74.23,0.178,1.023,4.431,0.844,5.715,2.169,3.87,1.044,8.655,1.933,0.711,1.102,1.149,1.354,1.133,4.208,1,6.907,1.941,2.526,7,0.202,2.641,4.159,3.648,0.471,152.357,3.182,3.486,6.432,6.444,6,0.478,4.0,3.882,4.458,2.546,2.439,188.716,4.344,1.144,3.825,0.164,6.538,4.83,4.83,196.15,0.886,20.257,0.778,6.708,4.324
6.1,0,0.203,3.091,2.034,0,0.837,0.959,1.21,0.872,7.639,7.639,0.542,3.497,-0.158,2.445,32.041,0.198,0.932,3.664,0.78,5.132,1.168,3.757,1.024,7.559,1.945,0.694,1.124,1.122,1.534,1.115,3.924,0,4.502,1.961,2.524,3,0.205,2.008,3.611,3.457,-0.142,131.091,2.193,3.337,5.335,5.395,3,0.367,3.807,3.927,4.467,2.532,2.244,78.828,3.738,1.088,3.736,0.18,6.159,2.561,2.561,174.375,0.264,18.158,0.751,5.858,4.276
6.208,0,0.172,3.045,2.045,0,0.845,1.013,1.3,0.93,7.76,7.76,0.535,3.434,-0.098,2.451,18.983,0.16,0.928,3.689,0.824,5.186,1.099,3.804,0.942,7.562,1.964,0.693,1.055,1.138,1.479,1.118,3.976,0,4.46,1.979,2.518,3,0.204,2.02,3.638,3.461,-0.137,122.601,2.136,3.48,5.364,5.455,3,0.367,3.808,3.991,4.455,2.532,2.293,110.512,3.761,1.155,3.791,0.18,6.26,2.511,2.511,157.885,0.342,19.17,0.75,5.861,4.264
6.735,0,0.18,3.401,2.115,3,0.969,1.567,1.478,0.996,8.889,8.889,0.889,3.932,0.024,2.512,31.742,0.128,1.063,4.007,0.663,5.466,2.464,3.892,1.047,8.011,1.96,0.742,1.134,1.167,1.53,1.164,4.124,0,5.889,1.974,2.58,6,0.22,2.603,3.912,3.563,0.173,145.647,3.239,3.482,5.82,5.714,6,0.489,4.026,3.932,4.529,2.59,2.405,177.928,4.025,1.227,3.813,0.168,6.425,4.168,4.168,190.931,1.087,19.842,0.818,6.159,4.358
5.796,0,0.206,3.219,2.053,0,0.935,1.093,1.334,0.859,7.943,7.943,0.604,3.689,-0.138,2.468,63.231,0.185,1.032,3.784,0.783,5.314,1.456,3.789,1.037,7.835,1.958,0.716,1.131,1.149,1.534,1.135,4.011,0,4.863,1.976,2.569,4,0.204,2.114,3.689,3.477,0.0,137.909,3.038,3.431,5.641,5.577,3,0.407,3.869,3.909,4.48,2.547,2.329,109.888,3.829,1.208,3.749,0.194,6.201,2.747,2.747,181.193,0.353,18.276,0.798,5.964,4.287
4.924,0,0.231,3.296,2.051,1,1.003,1.076,1.412,0.878,8.245,8.245,0.715,3.784,-0.096,2.46,45.229,0.22,1.11,3.912,0.891,5.312,1.24,3.888,1.058,7.772,1.941,0.805,1.146,1.187,1.535,1.208,4.044,0,5.49,1.953,2.658,5,0.248,2.098,3.829,3.472,0.0,137.581,2.257,3.481,5.57,5.557,5,0.448,3.815,3.967,4.588,2.637,2.303,132.511,3.951,1.296,3.807,0.164,6.34,2.8,2.8,190.045,0.505,19.556,0.895,6.066,4.399
4.0,0,0.263,4.127,2.032,3,1.01,1.857,1.929,0.85,9.545,9.545,1.011,4.489,-0.003,2.701,32.171,0.294,1.093,4.443,0.821,5.619,2.393,3.967,1.129,8.53,1.937,0.769,1.202,1.168,1.538,1.211,4.243,0,6.778,1.947,2.602,6,0.263,2.919,4.159,3.76,0.256,157.872,3.246,3.486,6.293,6.347,5,0.559,4.061,4.036,4.65,2.577,2.429,149.781,4.369,1.335,3.928,0.153,6.589,4.966,4.966,222.046,0.79,20.274,0.874,6.726,4.465
