pXC50,Cl.090,nPyrroles,SaaNH,nBnz,nCb.,nCbH,CATS2D_06_DD,P_VSA_LogP_6,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,NaaNH,SpMax1_Bh.e.,P_VSA_MR_8,N.,D.Dtr09,SM09_EA.bo.,SpDiam_EA.ed.,JGI2,JGI5,SaaaC,nR09,C.026,SM11_EA.bo.,MATS7i,C.033,GGI5,CATS2D_05_LL,SpMax1_Bh.s.,MAXDP,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,SM13_EA.bo.,SM12_EA.bo.,SsCl,GATS6v,PDI,SRW07,SRW09,nCrs,H.048,Eig01_AEA.ed.,SpMax_AEA.ed.,Chi1_EA.dm.,Eig01_AEA.dm.,SpDiam_AEA.dm.,SpMax_AEA.dm.,Chi0_EA.dm.,ATSC4s,ATSC4e,NaaaC,CATS2D_04_DL,CATS2D_07_DA,nN,ATS7m,GGI8,SM10_EA.bo.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,N.075,NaaN,SM14_EA.ed.,PCD,SM15_EA.ed.,CATS2D_02_DL
5.5,0,0,0.0,3,7,11,0,4.276,4.224,4.224,7.224,4.224,0,4.065,0.0,6.5,117.778,13.361,18.516,0.069,0.026,0.0,1,2,16.167,0.061,0,0.847,6,7.432,5.17,11.163,11.163,11.163,18.982,17.649,0.0,0.916,1.03,4.727,6.823,0,0,6.792,6.792,32.092,3.65,5.65,3.65,21.893,39.192,0.158,0,10,0,3,3.386,0.24,14.903,3.198,3.198,5.198,3.198,0,0,33.814,3.417,36.213,6
5.0,0,0,0.0,2,5,7,0,11.771,3.988,3.988,6.988,3.988,0,4.027,31.278,9.1,0.0,13.328,15.614,0.065,0.019,0.0,0,2,16.052,0.015,1,0.934,8,7.429,5.903,9.294,9.294,9.294,18.772,17.51,0.0,1.152,1.011,4.595,6.581,0,1,6.199,6.199,48.345,3.573,5.573,3.573,30.255,55.382,0.369,0,5,1,6,3.976,0.349,14.86,2.973,2.973,4.973,2.973,2,2,31.937,4.188,34.122,6
6.102,0,1,3.059,3,5,13,0,2.144,4.626,4.626,7.626,4.626,1,4.148,0.0,7.5,169.554,14.035,19.314,0.071,0.024,1.757,1,2,17.026,-0.063,0,1.427,17,7.427,5.87,11.89,11.89,11.89,20.036,18.566,0.0,1.068,0.995,4.844,7.034,0,0,6.985,6.985,36.272,3.757,5.757,3.757,26.138,57.73,0.358,2,5,0,5,4.18,0.41,15.615,3.294,3.294,5.294,3.294,0,0,34.721,3.698,37.181,4
6.658,0,0,0.0,2,7,5,0,29.92,4.513,4.513,7.513,4.513,0,4.096,0.0,4.9,0.0,14.063,22.84,0.072,0.024,1.186,0,6,16.967,-0.055,0,1.626,17,8.201,7.243,15.051,15.051,15.051,19.892,18.463,0.0,1.077,0.978,5.938,7.917,4,0,7.978,7.978,55.757,4.332,6.332,4.332,42.521,155.365,1.411,2,0,0,4,4.468,0.6,15.591,3.677,3.677,5.677,3.677,1,1,37.968,3.889,40.677,6
5.0,0,0,0.0,2,5,7,0,3.503,4.57,4.57,7.57,4.57,0,4.148,31.278,7.6,164.75,14.19,20.104,0.079,0.023,1.645,1,1,17.139,-0.083,0,1.379,9,8.513,5.548,12.394,12.394,12.394,20.099,18.645,0.0,1.034,1.007,5.416,7.535,0,0,7.279,7.279,41.717,4.473,6.473,4.473,33.041,97.719,0.855,2,1,1,5,4.428,0.688,15.727,3.398,3.398,5.398,3.398,1,1,35.475,4.1,37.962,0
5.444,0,0,2.768,1,3,3,0,11.771,4.07,4.07,7.07,4.07,1,4.056,0.0,9.1,0.0,13.234,17.274,0.078,0.027,0.0,0,1,15.975,-0.059,1,1.354,11,7.431,5.767,10.408,10.408,10.408,18.725,17.4,0.0,1.101,0.969,4.595,6.581,6,1,6.555,6.555,33.548,4.059,6.059,4.059,30.676,66.898,0.358,0,3,0,6,4.101,0.441,14.703,3.103,3.103,5.103,3.103,1,1,33.056,2.276,35.356,2
5.0,0,0,0.0,2,7,5,0,16.047,4.513,4.513,7.513,4.513,0,4.084,31.278,6.9,0.0,13.937,17.464,0.074,0.021,1.461,0,6,16.86,0.065,1,1.052,4,7.431,5.46,10.529,10.529,10.529,19.801,18.369,0.0,0.962,0.965,4.443,6.293,0,1,6.585,6.585,39.065,3.585,5.585,3.585,29.158,45.753,0.671,2,2,1,4,4.059,0.365,15.484,3.135,3.135,5.135,3.135,2,2,33.224,3.986,35.536,2
6.523,0,0,3.053,2,4,8,0,2.757,4.486,4.486,7.486,4.486,1,4.111,0.0,8.9,109.851,13.707,17.009,0.076,0.019,2.059,1,0,16.664,0.006,0,0.486,7,7.428,5.469,10.265,10.265,10.265,19.627,18.183,0.0,1.105,1.03,4.727,6.823,0,0,6.526,6.526,13.198,3.693,5.693,3.693,10.372,46.309,0.264,2,3,0,4,3.334,0.108,15.272,3.063,3.063,5.063,3.063,1,1,32.971,3.813,35.274,2
7.1,0,0,0.0,0,0,0,0,1.899,3.85,3.85,6.85,3.85,0,3.968,0.0,10.5,0.0,12.22,15.602,0.038,0.02,0.0,0,0,14.899,0.198,0,0.486,0,7.43,4.775,9.332,9.332,9.332,17.58,16.362,0.0,0.993,0.981,0.0,0.0,6,0,6.203,6.203,21.147,3.549,5.549,3.549,14.183,34.545,0.276,0,6,2,4,3.167,0.029,13.768,2.952,2.952,4.952,2.952,1,1,31.346,1.715,33.556,3
5.5,0,0,0.0,2,4,8,0,18.375,4.626,4.626,7.626,4.626,0,4.093,31.278,11.4,118.128,13.979,18.662,0.063,0.023,1.72,1,2,16.981,0.051,1,0.722,2,7.431,5.173,11.489,11.489,11.489,20.0,18.526,0.0,0.9,1.041,4.727,6.862,0,1,6.884,6.884,24.218,3.563,5.563,3.563,17.311,29.647,0.192,2,9,0,5,3.435,0.193,15.563,3.229,3.229,5.229,3.229,2,2,34.194,4.106,36.628,5
7.8,0,0,3.094,3,5,13,0,25.686,4.571,4.571,7.571,4.571,1,4.154,0.0,15.1,136.023,14.071,18.187,0.05,0.015,1.903,1,0,17.013,0.11,2,0.712,1,5.185,1.5,10.998,10.998,10.998,19.973,18.534,0.0,0.878,1.066,5.733,7.774,0,2,6.731,6.731,27.115,3.204,5.204,3.204,16.763,34.809,0.312,2,1,2,8,3.87,0.231,15.638,3.197,3.197,5.197,3.197,5,5,33.677,5.876,36.05,2
7.1,0,1,3.244,1,3,3,0,7.413,4.333,4.333,7.333,4.333,1,4.088,0.0,12.5,0.0,13.607,18.726,0.086,0.032,0.0,0,0,16.473,-0.228,0,1.042,6,7.437,4.848,11.287,11.287,11.287,19.344,17.953,0.0,0.985,1.015,4.727,6.862,0,0,6.831,6.831,6.931,3.561,5.561,3.561,9.269,30.328,0.2,0,5,0,5,3.483,0.193,15.132,3.239,3.239,5.239,3.239,2,2,34.014,3.072,36.416,4
7.2,1,1,3.163,0,0,0,1,56.319,4.535,4.535,7.535,4.535,1,4.128,39.149,11.1,77.748,13.761,18.107,0.057,0.019,1.914,1,0,16.752,0.03,1,0.472,3,5.102,2.012,10.927,10.927,10.927,19.746,18.283,6.123,0.978,1.001,4.727,6.843,0,1,6.714,6.714,15.439,3.201,5.201,3.201,10.973,19.257,0.216,2,6,1,4,3.462,0.105,15.334,3.166,3.166,5.166,3.166,2,2,33.502,3.208,35.882,3
5.5,0,0,2.794,2,6,6,0,13.915,4.392,4.392,7.392,4.392,1,4.123,0.0,12.5,126.658,13.975,19.924,0.086,0.041,1.625,1,0,16.854,0.238,1,1.642,1,8.518,5.286,12.363,12.363,12.363,19.739,18.331,0.0,0.962,1.038,5.283,7.273,0,1,7.278,7.278,21.746,4.489,6.489,4.489,15.723,227.826,1.554,2,1,2,5,3.702,0.288,15.491,3.43,3.43,5.43,3.43,3,3,35.566,4.127,38.054,2
6.1,0,0,0.0,1,3,3,0,6.604,4.463,4.463,7.463,4.463,0,4.081,0.0,10.5,0.0,13.717,18.669,0.074,0.026,1.426,0,1,16.651,0.169,0,0.819,2,8.513,5.108,11.69,11.69,11.69,19.596,18.166,0.0,0.983,1.003,0.0,0.0,0,0,7.116,7.116,25.872,4.46,6.46,4.46,18.603,87.392,0.687,2,6,0,4,3.576,0.23,15.277,3.32,3.32,5.32,3.32,2,2,34.585,3.342,37.024,3
5.5,0,0,0.0,1,1,5,0,4.276,4.018,4.018,7.018,4.018,0,3.954,31.278,13.8,0.0,12.768,14.506,0.06,0.021,0.0,0,0,15.495,0.081,0,0.361,0,7.815,4.539,8.6,8.6,8.6,18.229,16.93,0.0,0.974,0.954,4.595,6.581,0,0,6.005,6.005,24.954,3.783,5.783,3.783,16.902,65.936,0.524,0,4,2,4,3.194,0.067,14.258,2.867,2.867,4.867,2.867,1,1,30.233,2.03,32.355,2
5.5,0,0,0.0,2,6,6,0,7.962,4.724,4.724,7.724,4.724,0,4.142,31.278,9.8,175.597,14.252,19.834,0.053,0.026,1.863,2,2,17.277,0.152,0,1.021,3,7.431,5.495,12.368,12.368,12.368,20.323,18.825,0.0,0.881,1.058,4.844,7.081,2,0,7.107,7.107,33.935,3.566,5.566,3.566,25.444,29.091,0.162,2,11,0,5,3.623,0.271,15.829,3.368,3.368,5.368,3.368,2,2,35.236,4.288,37.743,5
6.4,0,0,0.0,2,4,8,0,8.748,4.708,4.708,7.708,4.708,0,4.136,0.0,12.5,140.807,14.203,19.198,0.076,0.031,1.568,1,2,17.222,0.16,0,1.264,0,8.513,5.179,11.8,11.8,11.8,20.262,18.769,0.0,0.998,1.028,4.844,7.018,0,0,7.116,7.116,31.901,4.46,6.46,4.46,22.502,96.946,0.789,2,7,1,6,3.743,0.339,15.779,3.32,3.32,5.32,3.32,2,2,35.193,4.21,37.653,5
6.1,0,0,0.0,1,2,4,0,17.064,4.534,4.534,7.534,4.534,0,4.078,31.278,6.9,73.992,13.744,17.433,0.065,0.02,1.51,1,3,16.725,0.06,0,0.434,3,8.201,5.139,10.526,10.526,10.526,19.717,18.255,0.0,1.022,1.027,4.727,6.862,0,0,6.586,6.586,12.031,3.522,5.522,3.522,10.922,47.471,0.458,2,1,0,2,3.243,0.138,15.313,3.138,3.138,5.138,3.138,1,1,32.988,3.234,35.328,0
5.5,0,0,0.0,1,3,3,0,0.0,4.423,4.423,7.423,4.423,0,4.094,0.0,7.3,0.0,14.112,16.411,0.062,0.021,2.18,0,1,17.057,-0.317,0,0.535,2,7.718,4.005,9.951,9.951,9.951,20.002,18.56,0.0,0.891,0.993,0.0,0.0,0,0,6.394,6.394,6.587,4.306,6.306,4.306,6.915,44.006,0.293,2,0,0,3,3.552,0.201,15.65,3.098,3.098,5.098,3.098,2,2,32.732,3.589,35.002,0
5.5,0,1,3.199,1,1,5,0,16.047,4.518,4.518,7.518,4.518,1,4.125,0.0,8.2,120.633,13.699,18.019,0.081,0.024,1.98,1,0,16.673,0.025,1,0.82,2,7.429,5.605,10.888,10.888,10.888,19.658,18.202,0.0,0.972,0.987,4.727,6.843,1,1,6.707,6.707,17.412,3.706,5.706,3.706,14.444,51.19,0.284,2,9,0,4,3.555,0.226,15.271,3.155,3.155,5.155,3.155,1,1,33.554,3.173,35.915,3
6.7,0,0,0.0,2,6,6,0,2.104,4.716,4.716,7.716,4.716,0,4.104,31.278,5.6,96.7,14.132,19.386,0.094,0.037,1.237,1,3,17.173,0.096,0,1.236,4,7.438,5.503,11.963,11.963,11.963,20.234,18.724,12.334,0.842,1.013,4.844,7.066,0,0,7.014,7.014,17.631,3.662,5.662,3.662,14.937,47.151,0.439,2,5,0,2,3.923,0.227,15.706,3.328,3.328,5.328,3.328,0,0,34.771,3.15,37.243,2
5.5,0,0,0.0,2,5,7,0,43.403,4.71,4.71,7.71,4.71,0,4.199,31.278,10.2,101.724,14.558,19.428,0.073,0.023,2.778,1,1,17.61,-0.041,2,1.126,15,8.201,5.451,12.074,12.074,12.074,20.667,19.16,0.0,1.174,1.058,5.861,8.003,0,2,7.025,7.025,4.198,3.349,5.349,3.349,7.489,41.52,0.347,3,3,1,5,4.043,0.429,16.137,3.34,3.34,5.34,3.34,2,2,35.115,4.926,37.582,0
5.4,0,0,0.0,2,4,8,0,18.375,4.613,4.613,7.613,4.613,0,4.07,31.278,12.5,140.252,13.972,18.549,0.063,0.02,1.206,1,3,16.96,0.067,1,0.694,4,7.432,5.639,11.41,11.41,11.41,19.969,18.5,0.0,0.808,1.027,4.727,6.862,0,1,6.87,6.87,34.91,3.621,5.621,3.621,24.83,41.671,0.375,2,8,2,6,3.737,0.264,15.55,3.22,3.22,5.22,3.22,2,2,34.098,4.014,36.525,8
6.6,0,0,0.0,2,4,8,0,57.623,4.724,4.724,7.724,4.724,0,4.135,31.278,8.2,136.998,14.255,19.529,0.074,0.022,1.909,1,3,17.274,-0.078,3,1.032,6,8.201,5.715,11.976,11.976,11.976,20.315,18.822,0.0,1.051,1.063,5.283,7.322,0,3,7.012,7.012,18.707,3.574,5.574,3.574,14.841,43.726,0.373,2,8,1,4,3.798,0.189,15.833,3.313,3.313,5.313,3.313,1,1,34.82,4.972,37.287,4
5.5,0,0,0.0,1,3,3,0,46.347,4.727,4.727,7.727,4.727,0,4.162,0.0,12.5,116.951,14.271,19.882,0.086,0.026,0.548,1,2,17.291,-0.172,1,1.331,2,8.211,6.621,12.286,12.286,12.286,20.334,18.837,0.0,0.947,0.997,6.138,8.102,2,1,7.084,7.084,17.95,3.592,5.592,3.592,15.053,100.026,0.837,1,1,0,6,4.113,0.425,15.844,3.394,3.394,5.394,3.394,4,4,35.73,4.335,38.225,2
5.9,0,0,2.893,2,4,8,0,11.771,4.521,4.521,7.521,4.521,1,4.128,0.0,14.3,118.071,13.846,17.213,0.057,0.023,1.614,1,0,16.798,0.233,1,0.82,1,7.429,5.07,10.467,10.467,10.467,19.763,18.317,0.0,0.912,1.007,5.352,7.402,0,1,6.573,6.573,26.806,3.625,5.625,3.625,18.24,41.203,0.345,2,4,4,7,3.711,0.159,15.406,3.131,3.131,5.131,3.131,3,3,33.025,4.041,35.348,2
7.6,0,1,3.109,1,3,3,0,7.413,4.314,4.314,7.314,4.314,1,4.078,0.0,14.7,0.0,13.547,18.456,0.08,0.035,0.0,0,2,16.402,-0.168,0,1.122,4,7.437,4.761,11.181,11.181,11.181,19.263,17.88,12.127,0.986,1.024,4.727,6.862,0,0,6.794,6.794,6.774,3.565,5.565,3.565,9.189,43.882,0.461,0,5,0,5,3.713,0.217,15.072,3.223,3.223,5.223,3.223,2,2,33.866,3.063,36.262,4
7.0,1,1,3.185,0,0,0,1,55.891,4.535,4.535,7.535,4.535,1,4.125,39.149,12.2,99.94,13.776,18.11,0.06,0.02,1.867,1,0,16.759,0.03,1,0.688,2,5.139,2.179,10.928,10.928,10.928,19.75,18.287,6.29,0.879,0.994,4.727,6.843,6,1,6.714,6.714,31.692,3.206,5.206,3.206,17.604,36.227,0.386,2,6,1,6,3.823,0.268,15.344,3.167,3.167,5.167,3.167,3,3,33.536,3.209,35.91,4
7.4,0,0,2.966,2,5,7,0,2.757,4.51,4.51,7.51,4.51,1,4.124,0.0,7.5,142.383,13.873,16.757,0.062,0.026,1.926,1,2,16.806,0.059,0,1.073,3,8.516,4.402,10.231,10.231,10.231,19.755,18.323,0.0,1.096,0.997,4.727,6.804,0,0,6.522,6.522,16.1,4.437,6.437,4.437,16.206,54.716,0.683,2,4,1,4,3.814,0.251,15.434,3.142,3.142,5.142,3.142,2,2,33.324,4.188,35.632,3
6.9,0,1,3.218,1,2,4,0,16.047,4.518,4.518,7.518,4.518,1,4.126,0.0,7.7,126.423,13.758,18.019,0.083,0.027,2.018,1,1,16.719,0.051,1,0.91,3,7.429,5.68,10.888,10.888,10.888,19.694,18.241,0.0,1.046,0.996,4.727,6.843,1,1,6.707,6.707,23.993,3.703,5.703,3.703,19.002,47.816,0.273,2,6,0,4,3.604,0.255,15.319,3.155,3.155,5.155,3.155,1,1,33.53,3.274,35.894,4
6.0,0,0,0.0,2,4,8,0,53.182,4.712,4.712,7.712,4.712,0,4.117,31.278,9.6,137.754,14.152,19.202,0.066,0.026,1.87,1,2,17.184,-0.084,1,1.059,6,7.431,5.283,11.822,11.822,11.822,20.237,18.742,0.0,0.971,1.033,4.727,6.88,0,1,6.972,6.972,27.362,3.563,5.563,3.563,22.195,29.506,0.122,2,11,0,5,3.744,0.25,15.746,3.285,3.285,5.285,3.285,1,1,34.6,4.623,37.061,6
5.5,0,0,0.0,1,1,5,0,0.0,4.227,4.227,7.227,4.227,0,3.999,0.0,8.1,0.0,13.199,19.657,0.079,0.032,0.0,0,1,16.038,0.046,0,0.91,1,6.539,3.826,11.657,11.657,11.657,18.878,17.527,0.0,1.007,0.932,0.0,0.0,0,0,6.957,6.957,24.622,3.616,5.616,3.616,16.158,38.435,0.281,0,0,1,3,3.43,0.164,14.755,3.307,3.307,5.307,3.307,1,1,34.403,3.464,36.846,0
5.9,0,1,3.086,1,2,4,1,14.099,4.531,4.531,7.531,4.531,1,4.124,0.0,12.2,107.712,13.897,18.846,0.072,0.02,1.685,1,0,16.85,-0.005,1,0.663,3,8.513,4.82,11.689,11.689,11.689,19.813,18.372,0.0,0.896,1.045,4.727,6.843,0,1,7.116,7.116,21.473,4.46,6.46,4.46,14.167,81.685,0.694,2,5,1,5,3.518,0.206,15.465,3.319,3.319,5.319,3.319,3,3,34.748,4.272,37.185,4
5.5,0,0,0.0,0,0,0,0,0.0,3.73,3.73,6.73,3.73,0,3.965,0.0,8.1,0.0,12.114,13.763,0.032,0.014,0.0,0,1,14.754,-0.176,0,0.292,3,4.978,2.399,8.024,8.024,8.024,17.38,16.287,0.0,1.037,0.986,4.443,6.26,2,0,5.689,5.689,15.849,3.094,5.094,3.094,11.026,21.276,0.147,0,0,0,3,3.118,0.084,13.767,2.766,2.766,4.766,2.766,2,2,29.421,2.777,31.454,1
7.6,0,0,2.845,3,6,12,0,26.731,4.522,4.522,7.522,4.522,1,4.131,0.0,12.5,130.562,13.969,17.286,0.068,0.024,1.445,1,1,16.895,0.224,1,1.004,4,8.201,5.492,10.481,10.481,10.481,19.837,18.409,0.0,0.899,1.053,5.352,7.402,0,1,6.577,6.577,24.912,3.581,5.581,3.581,17.529,55.541,0.494,2,7,4,6,3.829,0.25,15.529,3.136,3.136,5.136,3.136,3,3,33.093,4.903,35.409,3
5.5,0,0,0.0,3,6,12,1,0.0,4.703,4.703,7.703,4.703,0,4.095,0.0,8.8,0.0,14.348,19.798,0.09,0.027,0.0,0,2,17.351,-0.068,0,1.333,17,7.717,5.726,12.431,12.431,12.431,20.372,18.882,0.0,1.093,1.013,0.0,0.0,0,0,7.297,7.297,18.535,4.684,6.684,4.684,19.367,105.396,0.673,0,8,0,5,3.882,0.39,15.9,3.382,3.382,5.382,3.382,0,0,35.491,3.857,37.988,6
5.7,0,0,2.877,1,3,3,0,9.921,4.511,4.511,7.511,4.511,1,4.124,0.0,11.4,71.905,13.764,16.761,0.074,0.033,1.822,1,0,16.734,0.109,0,0.625,3,5.27,1.896,10.234,10.234,10.234,19.71,18.247,0.0,1.019,0.999,5.352,7.391,0,0,6.522,6.522,3.971,3.131,5.131,3.131,6.8,30.77,0.254,2,3,2,4,2.932,0.101,15.311,3.107,3.107,5.107,3.107,2,2,32.731,2.927,35.032,3
5.5,0,0,0.0,3,8,10,0,4.836,4.403,4.403,7.403,4.403,0,4.103,0.0,6.8,288.95,13.992,18.644,0.06,0.024,1.554,2,2,16.915,-0.095,0,1.084,6,7.429,5.351,11.269,11.269,11.269,19.84,18.418,0.0,0.905,1.017,5.416,7.516,0,0,6.813,6.813,40.91,3.659,5.659,3.659,27.559,45.255,0.384,2,5,0,4,3.89,0.303,15.542,3.23,3.23,5.23,3.23,1,1,34.023,4.399,36.421,4
5.5,0,0,0.0,2,4,8,0,57.623,4.724,4.724,7.724,4.724,0,4.135,31.278,8.2,137.76,14.23,19.529,0.065,0.025,1.92,1,3,17.252,-0.032,3,1.143,6,8.201,5.279,11.976,11.976,11.976,20.298,18.803,0.0,1.044,1.063,5.283,7.322,0,3,7.012,7.012,22.779,3.563,5.563,3.563,16.513,35.359,0.364,2,9,1,4,3.767,0.226,15.812,3.313,3.313,5.313,3.313,1,1,34.811,4.943,37.28,5
7.8,0,1,3.187,0,0,0,1,13.67,4.531,4.531,7.531,4.531,1,4.124,0.0,14.0,85.916,13.705,18.065,0.062,0.011,1.942,1,0,16.701,0.144,1,0.309,1,5.105,1.963,10.906,10.906,10.906,19.701,18.236,0.0,0.964,1.023,4.727,6.843,6,1,6.71,6.71,20.0,3.162,5.162,3.162,12.649,32.294,0.28,2,4,3,6,3.318,0.153,15.284,3.158,3.158,5.158,3.158,3,3,33.475,3.225,35.853,6
5.5,0,0,2.96,1,2,4,1,20.045,4.297,4.297,7.297,4.297,1,4.104,0.0,6.8,67.466,13.561,20.396,0.074,0.035,0.0,1,1,16.395,0.069,0,1.576,9,8.201,6.569,12.785,12.785,12.785,19.239,17.851,0.0,1.222,0.97,4.727,6.823,2,0,7.218,7.218,24.686,3.835,5.835,3.835,19.011,65.217,0.401,0,7,0,3,3.403,0.074,15.052,3.454,3.454,5.454,3.454,1,1,35.84,2.846,38.365,4
5.5,0,0,0.0,3,4,14,1,0.285,4.137,4.137,7.137,4.137,0,4.013,45.192,6.5,0.0,13.085,23.242,0.092,0.014,0.0,0,2,15.862,0.083,0,0.604,10,7.43,5.939,15.289,15.289,15.289,18.65,17.355,5.857,1.003,0.947,0.0,0.0,0,0,8.082,8.082,21.476,4.38,6.38,4.38,18.538,63.631,0.419,0,12,0,3,3.98,0.276,14.65,3.655,3.655,5.655,3.655,0,0,38.18,2.117,40.907,4
6.3,0,0,0.0,0,0,0,0,5.634,4.474,4.474,7.474,4.474,0,4.111,31.278,13.9,162.162,13.826,19.85,0.061,0.028,0.0,3,0,16.759,0.087,0,0.869,3,7.43,5.349,12.229,12.229,12.229,19.7,18.255,0.0,0.912,1.087,5.476,7.67,4,0,7.067,7.067,20.315,3.74,5.74,3.74,15.889,24.736,0.291,0,2,0,5,3.462,0.079,15.354,3.381,3.381,5.381,3.381,3,3,35.111,3.047,37.6,2
7.4,0,0,0.0,1,3,3,0,21.564,4.528,4.528,7.528,4.528,0,4.077,0.0,11.4,0.0,13.823,18.813,0.08,0.027,0.423,0,2,16.787,0.269,0,0.799,1,8.513,5.699,11.69,11.69,11.69,19.763,18.312,0.0,0.972,1.011,0.0,0.0,0,0,7.116,7.116,25.064,4.46,6.46,4.46,17.805,125.483,0.907,2,5,0,4,3.599,0.23,15.388,3.32,3.32,5.32,3.32,2,2,34.687,3.369,37.123,3
5.5,0,0,3.055,2,3,9,1,4.115,4.611,4.611,7.611,4.611,1,4.13,31.278,7.7,0.0,13.935,18.236,0.074,0.025,1.795,0,1,16.933,-0.014,0,0.761,7,7.429,5.436,11.054,11.054,11.054,19.948,18.474,5.873,1.015,1.048,5.416,7.526,0,0,6.746,6.746,10.29,3.577,5.577,3.577,9.346,34.993,0.264,2,5,0,3,3.583,0.186,15.514,3.214,3.214,5.214,3.214,1,1,33.683,3.783,36.071,3
6.1,0,0,0.0,2,4,8,0,30.892,4.726,4.726,7.726,4.726,0,4.139,31.278,10.9,142.688,14.268,19.547,0.067,0.027,2.004,1,2,17.283,0.104,2,1.279,5,7.431,5.348,11.979,11.979,11.979,20.323,18.83,0.0,1.009,1.047,5.352,7.424,0,2,7.013,7.013,26.718,3.563,5.563,3.563,20.473,31.13,0.149,2,10,2,6,3.855,0.276,15.845,3.316,3.316,5.316,3.316,2,2,34.82,4.998,37.288,5
5.5,0,1,3.281,2,5,7,0,13.915,4.474,4.474,7.474,4.474,1,4.132,0.0,7.7,256.749,13.916,17.025,0.065,0.023,2.31,2,2,16.847,0.052,1,0.837,3,7.429,4.58,10.301,10.301,10.301,19.783,18.357,0.0,1.065,1.045,5.416,7.506,1,1,6.533,6.533,20.104,3.683,5.683,3.683,17.176,36.031,0.232,2,3,1,4,3.693,0.225,15.475,3.072,3.072,5.072,3.072,1,1,33.115,4.359,35.414,7
6.9,0,0,0.0,2,3,9,0,18.375,4.626,4.626,7.626,4.626,0,4.092,31.278,12.2,112.001,13.936,18.662,0.061,0.02,1.719,1,2,16.95,-0.033,1,0.611,2,7.431,5.061,11.489,11.489,11.489,19.978,18.5,0.0,0.956,1.05,4.727,6.862,0,1,6.884,6.884,20.83,3.562,5.562,3.562,14.885,26.101,0.202,2,8,0,5,3.382,0.143,15.529,3.229,3.229,5.229,3.229,2,2,34.192,4.067,36.627,5
5.5,0,0,0.0,3,7,9,0,0.0,4.902,4.902,7.902,4.902,0,4.19,0.0,7.9,0.0,14.86,22.854,0.092,0.026,3.615,0,3,17.941,-0.205,0,1.674,6,7.715,7.063,14.227,14.227,14.227,21.034,19.505,0.0,1.058,1.032,0.0,0.0,0,0,7.784,7.784,24.466,4.749,6.749,4.749,16.804,70.909,0.309,4,0,0,5,4.315,0.526,16.448,3.593,3.593,5.593,3.593,2,2,37.201,5.7,39.847,0
5.5,0,0,0.0,1,3,3,1,8.503,4.074,4.074,7.074,4.074,0,4.038,0.0,10.5,0.0,13.319,20.265,0.078,0.024,0.0,0,3,16.073,-0.031,0,1.576,6,7.431,6.06,12.265,12.265,12.265,18.837,17.512,0.0,1.191,0.964,4.443,6.293,8,0,7.095,7.095,77.376,3.876,5.876,3.876,45.066,79.215,0.707,0,2,1,8,4.187,0.502,14.802,3.364,3.364,5.364,3.364,2,2,35.146,2.423,37.636,4
5.5,0,0,2.833,1,2,4,0,0.0,4.66,4.66,7.66,4.66,1,4.159,0.0,12.1,53.293,14.022,17.457,0.069,0.025,3.379,1,0,17.064,0.089,0,0.521,3,7.429,4.638,10.586,10.586,10.586,20.109,18.612,0.0,1.058,1.019,4.727,6.823,0,0,6.602,6.602,10.484,3.598,5.598,3.598,8.052,32.454,0.275,4,4,0,4,2.823,0.086,15.604,3.158,3.158,5.158,3.158,2,2,33.107,3.342,35.449,3
8.1,1,1,3.182,0,0,0,2,56.319,4.535,4.535,7.535,4.535,1,4.129,39.149,8.3,101.12,13.795,18.107,0.07,0.018,1.909,1,0,16.77,0.011,1,0.528,5,6.456,3.317,10.927,10.927,10.927,19.755,18.295,6.216,0.813,0.943,4.727,6.843,0,1,6.714,6.714,14.407,3.206,5.206,3.206,10.585,56.599,0.419,2,8,1,4,3.659,0.274,15.357,3.175,3.175,5.175,3.175,2,2,34.082,3.204,36.461,5
6.0,0,0,2.967,1,3,3,0,2.757,4.51,4.51,7.51,4.51,1,4.123,0.0,9.5,98.32,14.265,16.757,0.072,0.025,1.986,1,1,17.24,-0.181,0,0.656,2,7.718,4.007,10.231,10.231,10.231,20.217,18.749,0.0,0.914,0.994,4.727,6.804,0,0,6.522,6.522,8.058,4.306,6.306,4.306,9.34,47.892,0.374,2,2,1,4,3.578,0.234,15.801,3.103,3.103,5.103,3.103,2,2,33.169,3.319,35.47,2
5.5,0,0,0.0,2,4,8,0,45.852,4.726,4.726,7.726,4.726,0,4.145,31.278,11.3,169.53,14.372,21.043,0.086,0.03,1.736,1,3,17.368,-0.033,2,1.605,7,8.201,5.356,13.303,13.303,13.303,20.391,18.905,0.0,0.977,1.016,5.352,7.455,0,2,7.62,7.62,35.532,4.036,6.036,4.036,24.903,97.346,0.755,2,9,2,7,4.204,0.572,15.934,3.495,3.495,5.495,3.495,2,2,36.449,5.225,39.014,5
