pXC50,SssNH,O.057,C.019,SsOH,SdssC,NsOH,P_VSA_MR_2,SsssCH,NdssC,MAXDN,nCconj,ATSC7s,P_VSA_m_3,MAXDP,DELS,ATS5m,P_VSA_e_5,P_VSA_LogP_4,ATSC7e,ATS6s,ATSC5e,nROH,ATSC1s,ATSC6e,JGI4,ATS6m,C.017,nR.Ct,ATSC6s,ATSC8e,PCR,GGI7,ATS5s,nArCO,SpMax4_Bh.s.,ATSC5s,ATS7s,C.008,ATS7m,Eig02_EA.ri.,GGI3,SaasC,Psi_e_A,Psi_i_A,NssNH,JGI7,GGI6,TIE,nR.Cs,SpMax1_Bh.s.,MATS5s,PCD,N.,SAacc,nRCONR2,SpMax3_Bh.s.,GGI5,CATS2D_03_DA,GGI4,CATS2D_02_DA,C.039,ATS8s,O.,nHAcc,CATS2D_06_AL,CATS2D_03_DL,P_VSA_i_4
4.4,0.0,1,1,10.825,-2.175,1,123.215,-0.996,4,2.436,4,113.084,123.215,6.563,48.584,4.407,123.215,122.408,1.144,6.481,0.917,1,13.948,1.184,0.046,4.444,1,1,107.641,1.02,1.413,0.719,6.353,1,5.215,93.58,6.379,1,4.302,3.025,3.5,1.608,7.974,2.474,0,0.013,1.208,72.653,1,7.435,0.152,3.311,4.0,145.935,1,6.459,1.914,2,2.719,0,1,6.173,12.0,8,15,0,22.721
5.214,2.781,0,0,0.0,0.113,0,95.832,0.0,3,2.095,3,66.128,87.25,5.424,39.051,3.748,72.29,62.186,0.642,5.79,0.71,0,11.662,0.714,0.044,3.617,1,1,85.195,0.431,1.448,0.302,5.919,0,4.935,80.419,5.679,0,3.575,2.994,2.042,2.308,8.023,2.523,1,0.012,0.487,57.025,1,8.201,-0.056,3.461,4.2,105.26,0,7.428,0.792,1,1.631,1,0,5.547,8.3,6,6,4,49.756
5.418,0.0,0,0,0.0,0.109,0,25.145,0.0,1,1.557,1,28.85,25.145,5.801,17.86,3.929,25.145,65.932,0.175,5.645,0.271,0,6.661,0.226,0.03,3.828,0,0,35.959,0.117,1.52,0.309,5.72,1,4.691,34.914,5.437,0,3.662,2.898,2.458,8.394,7.598,2.098,0,0.011,0.557,39.653,0,7.427,0.026,4.232,6.3,58.471,0,4.843,0.886,0,1.192,0,1,5.418,2.1,3,8,0,35.225
5.096,2.641,0,0,0.0,-0.546,0,84.942,0.0,3,2.111,3,72.153,84.942,5.325,35.106,3.685,84.942,107.192,0.458,5.462,0.523,0,7.998,0.3,0.04,3.622,0,0,40.015,0.482,1.426,0.34,5.689,2,5.043,62.202,5.708,0,3.609,2.824,2.069,3.477,8.058,2.558,1,0.013,0.594,57.357,0,7.433,-0.143,3.033,4.8,119.738,0,7.426,0.848,1,1.417,2,2,5.53,9.5,6,4,1,34.796
5.242,0.0,1,1,10.86,-1.811,1,113.48,-0.847,4,2.306,4,99.815,113.48,6.44,46.237,4.394,113.48,143.139,0.854,6.441,0.657,1,12.121,0.734,0.041,4.439,1,1,110.66,0.75,1.418,0.829,6.327,1,5.023,86.028,6.412,1,4.369,2.847,3.208,3.181,7.886,2.386,0,0.013,1.074,78.326,1,7.435,0.117,3.376,3.5,133.39,1,6.459,1.515,2,2.354,0,1,6.25,8.8,7,10,0,19.91
4.4,0.0,0,0,0.0,-0.249,0,69.144,0.0,1,1.916,1,56.367,69.144,6.242,31.063,4.374,69.144,58.835,0.601,5.871,0.859,0,6.727,0.64,0.052,4.277,0,0,55.107,0.536,1.467,0.503,6.001,1,4.708,67.968,5.774,0,4.114,2.877,2.313,3.412,7.849,2.349,0,0.016,0.73,53.292,0,7.427,-0.065,3.438,2.2,85.93,0,4.91,1.285,0,2.462,0,1,5.611,11.1,6,2,0,16.786
4.4,0.0,1,1,10.756,-1.973,1,112.215,-0.877,4,2.39,4,105.884,112.215,6.471,44.104,4.303,112.215,122.408,0.852,6.319,0.804,1,13.176,0.745,0.051,4.298,1,1,88.503,0.573,1.41,0.868,6.289,1,5.215,89.648,6.205,1,4.157,3.02,3.375,2.443,7.941,2.441,0,0.017,1.05,67.963,1,7.435,0.228,3.254,4.1,134.936,1,6.459,1.605,2,2.759,0,1,6.0,10.2,7,17,0,22.721
4.4,2.679,0,0,0.0,-0.072,0,50.29,0.0,3,1.937,3,28.514,50.29,5.126,23.201,3.466,50.29,58.493,0.191,5.315,0.248,0,5.138,0.221,0.046,3.372,0,0,42.202,0.132,1.397,0.302,5.323,0,4.71,43.359,5.146,0,3.196,2.824,1.5,2.77,7.929,2.429,1,0.017,0.344,35.558,0,7.431,-0.179,2.676,6.1,85.086,0,4.831,0.583,0,1.209,2,0,5.025,6.1,4,6,2,34.796
4.4,0.0,1,1,10.651,-1.925,1,102.481,-0.87,4,2.332,4,108.93,102.481,6.188,47.622,4.324,102.481,143.139,0.934,6.336,0.76,1,14.155,0.959,0.05,4.431,1,1,120.914,0.997,1.322,0.838,6.213,1,5.046,85.621,6.311,1,4.438,2.845,3.083,2.473,8.041,2.541,0,0.016,1.124,77.186,1,7.435,0.08,2.415,4.3,122.39,1,6.459,1.612,2,2.434,0,1,6.163,8.7,6,11,0,19.91
5.977,0.0,0,0,0.0,-0.675,0,152.687,-0.239,2,4.593,0,138.432,105.603,5.692,48.376,4.132,105.603,104.012,0.836,6.003,1.074,0,23.124,0.628,0.044,4.02,0,0,94.127,0.798,1.304,0.401,6.362,0,6.999,165.818,6.14,0,3.957,2.801,2.063,1.594,8.086,2.586,0,0.011,0.85,89.674,0,7.716,0.084,2.19,5.5,143.143,1,7.426,1.194,0,1.836,1,0,5.904,9.1,8,5,2,37.54
4.4,0.0,1,1,10.564,-1.874,1,149.565,-1.026,4,2.304,4,138.224,113.48,6.018,48.888,4.364,113.48,113.811,1.247,6.385,0.989,1,18.369,1.15,0.046,4.469,1,1,131.475,1.067,1.257,0.605,6.216,1,5.052,114.891,6.232,2,4.301,2.797,2.924,1.248,8.044,2.544,0,0.014,1.023,73.598,1,7.435,0.044,1.882,2.2,116.605,1,6.459,1.698,2,2.273,0,1,6.017,11.1,6,12,0,3.124
5.314,5.172,0,0,0.0,-1.354,0,75.435,0.0,3,2.213,2,55.01,75.435,5.295,35.512,3.743,75.435,89.549,0.415,5.588,0.533,0,16.281,0.474,0.044,3.65,0,0,62.236,0.375,1.429,0.416,5.803,0,4.97,86.431,5.503,0,3.591,2.799,2.264,1.585,8.132,2.632,2,0.018,0.43,59.526,0,7.439,0.044,3.025,7.5,144.353,0,7.424,0.694,1,1.449,3,0,5.591,7.5,6,4,5,68.919
6.777,2.863,0,0,0.0,-0.105,0,34.652,0.0,1,1.772,0,34.574,34.652,5.179,21.854,3.977,34.652,65.504,0.351,5.579,0.448,0,6.76,0.371,0.041,4.081,0,0,36.791,0.342,1.51,0.313,5.594,0,4.761,37.71,5.39,0,3.998,2.691,2.111,3.584,7.738,2.238,1,0.013,0.501,38.934,0,7.429,-0.086,3.841,9.5,85.989,0,4.956,0.674,0,1.384,1,0,5.29,4.8,5,8,2,53.236
5.227,2.791,0,0,0.0,-0.103,0,25.145,0.0,1,1.77,0,28.49,25.145,5.166,19.766,4.015,25.145,91.977,0.228,5.47,0.243,0,5.208,0.157,0.032,3.856,0,0,23.162,0.168,1.52,0.286,5.527,0,4.717,25.894,5.548,0,3.788,2.644,1.285,3.01,7.705,2.205,1,0.009,0.362,34.903,0,7.429,0.063,3.816,10.0,93.512,0,4.862,0.729,0,1.133,2,0,5.463,2.5,5,1,1,68.367
5.584,2.653,0,0,0.0,-0.251,0,34.652,0.0,1,2.066,0,47.666,49.612,5.175,30.041,3.86,34.652,65.504,0.454,5.735,0.538,0,8.362,0.508,0.041,3.858,0,0,68.551,0.382,1.51,0.313,5.663,0,4.956,50.689,5.477,0,3.691,2.691,2.111,1.798,7.932,2.432,1,0.013,0.501,45.629,0,8.201,-0.13,3.841,9.5,100.949,0,5.193,0.674,0,1.384,1,0,5.333,4.8,6,7,2,68.196
4.4,0.0,1,1,10.814,-1.527,1,113.48,-0.666,4,2.21,4,98.491,124.48,6.576,47.486,4.424,124.48,113.811,0.774,6.322,1.08,1,12.807,0.924,0.043,4.372,1,1,93.626,0.981,1.341,0.699,6.327,1,5.129,106.899,6.182,1,4.293,3.064,3.083,1.376,7.854,2.354,0,0.013,0.961,74.708,1,7.435,0.106,2.749,3.5,130.729,1,6.459,1.497,2,2.429,0,1,6.204,10.5,8,11,0,6.249
5.292,3.124,0,0,0.0,0.107,0,34.652,0.0,2,1.916,1,43.039,34.652,5.813,20.755,3.835,34.652,29.85,0.269,5.461,0.272,0,4.525,0.234,0.044,3.646,0,0,33.212,0.123,1.434,0.187,5.576,0,4.671,35.787,5.144,0,3.102,2.841,2.451,2.725,7.773,2.273,1,0.012,0.551,30.775,0,7.428,-0.121,3.218,5.9,55.787,0,4.819,0.924,1,1.595,1,0,4.564,5.9,4,8,1,21.135
4.4,5.932,0,0,0.0,-0.003,0,106.832,0.0,3,1.885,1,101.832,83.29,5.863,38.024,3.986,83.29,59.699,0.779,5.857,0.867,0,10.31,0.606,0.048,3.923,0,0,65.423,0.436,1.285,0.349,5.958,0,4.864,80.983,5.947,0,3.893,2.64,2.132,3.882,7.889,2.389,2,0.012,0.731,58.259,0,7.43,-0.04,2.23,5.9,122.435,0,5.012,0.806,0,1.977,2,0,5.534,9.8,8,1,4,39.146
4.4,0.0,0,0,0.0,0.0,0,11.0,0.0,0,1.952,0,22.661,25.96,5.063,21.16,3.654,11.0,53.247,0.274,5.237,0.308,0,5.393,0.369,0.038,3.598,0,0,23.986,0.189,1.531,0.301,5.268,0,4.594,21.836,5.158,0,3.432,2.701,1.167,3.684,7.848,2.348,0,0.014,0.443,29.553,0,8.201,-0.018,3.949,11.8,75.949,0,4.859,0.827,0,1.104,0,0,4.93,2.9,5,5,0,66.113
4.4,0.0,2,0,19.668,0.0,2,130.247,0.0,0,5.767,0,168.366,130.247,5.472,51.99,4.264,85.367,119.255,1.085,6.09,1.012,0,48.053,1.119,0.05,3.985,0,0,183.425,0.918,1.422,0.398,6.079,0,6.497,162.92,5.903,0,3.483,2.892,2.854,-0.55,8.399,2.899,0,0.02,0.913,58.492,0,8.513,-0.145,3.293,5.4,163.818,0,7.999,1.323,0,2.23,1,0,5.916,5.4,7,2,1,78.451
4.443,0.0,0,0,0.0,-0.366,0,36.145,-0.574,1,2.033,1,38.751,36.145,5.688,19.379,3.931,36.145,60.893,0.158,5.804,0.29,0,6.096,0.215,0.029,3.924,0,0,38.584,0.148,1.466,0.274,5.814,0,4.717,45.735,5.814,1,3.863,2.77,1.438,2.146,7.686,2.186,0,0.007,0.491,37.581,0,7.433,0.013,3.334,2.3,52.93,0,4.759,0.854,0,1.138,0,0,5.647,4.7,3,8,0,16.786
4.896,0.0,1,0,43.202,-0.61,4,171.455,-4.836,1,3.143,1,187.101,239.878,6.177,68.798,4.618,239.878,86.019,1.627,6.597,1.56,3,32.993,1.425,0.054,4.571,0,0,143.121,1.689,1.415,1.443,6.6,0,6.435,135.898,6.663,4,4.549,3.332,4.25,3.197,8.044,2.544,0,0.021,1.865,105.43,0,7.433,0.003,3.739,0.0,239.878,0,6.469,2.354,2,4.227,0,0,6.628,14.1,9,7,6,0.0
4.857,2.693,0,2,0.0,-0.404,0,152.483,0.0,4,5.727,3,88.931,117.17,5.719,59.087,4.17,72.29,59.302,0.769,6.112,1.306,0,30.69,1.272,0.048,4.066,0,0,155.244,1.169,1.325,0.714,6.266,0,7.433,170.347,5.971,0,4.098,2.887,3.076,0.871,8.374,2.874,1,0.018,0.901,95.531,2,8.513,-0.078,2.424,4.0,138.305,0,7.999,1.122,0,2.223,1,0,6.369,8.0,9,5,2,66.015
4.912,2.711,1,1,8.993,-1.678,1,137.286,0.0,4,5.146,5,239.539,152.246,6.078,63.593,4.234,137.286,166.854,1.19,6.183,0.852,1,39.778,0.752,0.044,4.307,0,0,141.262,0.586,1.496,0.589,6.173,1,7.427,155.144,6.552,0,4.248,3.051,2.813,-0.281,8.346,2.846,1,0.012,1.179,95.025,2,8.201,-0.224,3.884,4.3,185.437,0,7.475,1.569,1,2.182,1,2,5.951,10.6,8,7,5,48.151
6.364,5.562,0,0,0.0,-0.589,0,73.832,-1.578,2,2.367,1,48.355,65.25,5.415,40.585,3.934,50.29,78.813,0.413,5.782,0.523,0,14.419,0.364,0.037,3.945,0,0,45.605,0.498,1.51,0.479,5.861,0,5.078,71.9,5.757,1,3.88,2.954,2.549,3.491,7.983,2.483,2,0.014,0.515,64.221,0,8.192,-0.126,4.192,8.0,118.057,0,7.427,1.136,0,1.623,3,0,5.672,4.0,6,2,9,84.553
4.4,0.0,0,0,0.0,-0.193,0,148.313,-3.286,1,5.071,0,216.978,124.771,7.589,81.195,5.002,124.771,118.904,1.225,7.028,1.197,0,29.982,1.592,0.047,5.079,0,0,287.285,1.602,1.247,1.714,6.833,0,6.999,218.687,6.906,3,5.095,3.268,4.5,3.409,7.936,2.436,0,0.016,2.033,144.742,0,7.719,-0.163,2.192,2.6,127.808,0,7.426,3.326,0,4.236,0,0,7.025,7.7,8,19,0,3.037
6.667,5.728,0,0,0.0,-0.303,0,50.29,-0.095,2,1.932,1,34.896,50.29,5.414,30.895,3.905,50.29,78.813,0.247,5.74,0.369,0,8.176,0.265,0.041,3.892,0,0,40.462,0.348,1.527,0.495,5.836,0,4.915,57.725,5.685,0,3.818,2.873,2.104,3.769,7.842,2.342,2,0.015,0.541,58.23,0,7.431,-0.115,4.204,7.7,103.097,0,5.078,1.087,0,1.703,3,0,5.588,3.8,5,2,10,69.593
6.533,5.794,0,0,0.0,-0.431,0,50.29,0.0,2,1.95,2,28.564,50.29,5.561,32.789,4.031,50.29,78.813,0.194,5.831,0.528,0,8.022,0.316,0.037,4.021,0,0,47.899,0.336,1.597,0.535,6.052,0,4.914,84.668,5.781,0,3.986,2.958,2.729,5.247,7.803,2.303,2,0.013,0.501,60.854,0,7.431,-0.247,5.081,7.1,103.097,0,5.079,1.24,0,1.845,3,0,5.759,3.6,5,2,10,69.593
4.738,10.218,0,0,0.0,-1.014,0,75.663,0.0,2,2.174,0,66.351,75.663,4.785,27.503,3.663,75.663,120.849,0.556,5.864,0.754,0,14.117,0.668,0.035,3.594,0,0,86.83,0.399,1.278,0.236,5.975,0,4.803,106.863,5.641,0,3.489,2.494,1.0,1.373,8.127,2.627,4,0.01,0.369,58.69,0,7.53,0.263,1.761,14.0,169.379,0,7.426,0.514,4,0.942,2,0,5.53,7.0,9,8,8,93.716
5.393,5.772,0,0,0.0,-0.32,0,50.29,0.0,2,1.933,1,37.438,50.29,5.433,31.729,3.947,50.29,78.813,0.237,5.794,0.356,0,8.289,0.244,0.043,3.941,0,0,40.169,0.363,1.522,0.576,5.869,0,4.915,57.94,5.759,0,3.874,2.958,2.229,3.752,7.829,2.329,2,0.016,0.604,64.351,0,7.431,-0.094,4.2,7.3,103.097,0,5.078,1.198,0,1.863,3,0,5.664,3.6,5,2,11,69.593
5.877,5.84,0,0,0.0,-0.177,0,50.29,0.136,2,1.927,1,32.734,50.29,5.437,31.864,3.931,50.29,78.813,0.23,5.733,0.42,0,8.398,0.272,0.041,3.929,0,0,41.007,0.338,1.51,0.448,5.875,0,4.915,64.292,5.684,0,3.864,2.875,2.229,3.854,7.785,2.285,2,0.013,0.499,55.646,0,7.431,-0.183,4.192,7.5,103.097,0,5.078,0.983,0,1.805,3,0,5.604,3.8,5,2,10,69.593
5.601,5.324,0,0,0.0,-1.0,0,103.752,-1.264,2,4.16,1,73.747,80.21,5.412,50.001,3.965,50.29,78.813,0.607,5.864,0.682,0,24.181,0.474,0.037,4.001,0,0,57.1,0.666,1.503,0.543,5.912,0,7.426,95.225,5.873,0,3.945,2.96,2.799,3.132,8.147,2.647,2,0.015,0.597,72.006,0,8.36,-0.125,4.187,8.0,133.017,0,7.431,1.247,0,1.703,3,0,5.799,4.0,7,2,9,99.513
4.602,5.95,0,0,0.0,-0.25,0,50.29,0.0,2,1.933,1,40.307,50.29,6.101,34.335,4.147,50.29,78.813,0.249,5.97,0.438,0,8.697,0.342,0.035,4.104,0,0,56.727,0.315,1.566,0.517,6.107,0,4.916,75.526,5.863,0,4.05,2.96,3.181,4.829,7.748,2.248,2,0.012,0.582,65.723,0,7.431,-0.108,4.887,6.7,103.097,0,5.079,1.299,0,1.917,3,0,5.798,3.3,5,3,11,69.593
4.602,2.86,0,0,0.0,-0.267,0,47.145,0.0,1,1.934,1,25.667,47.145,5.457,27.982,3.767,47.145,48.963,0.317,5.529,0.51,0,7.699,0.364,0.039,3.81,0,0,31.912,0.334,1.509,0.389,5.629,0,4.913,48.989,5.475,0,3.746,2.87,1.986,4.5,7.796,2.296,1,0.013,0.465,38.087,0,7.429,-0.131,4.136,7.1,81.941,0,4.959,0.778,0,1.489,2,0,5.356,7.1,5,1,6,51.582
4.77,5.65,0,0,0.0,-0.55,0,50.29,0.0,2,2.13,1,43.972,50.29,5.439,37.888,3.962,50.29,95.414,0.297,5.798,0.436,0,12.693,0.3,0.039,3.97,0,0,43.942,0.391,1.522,0.529,5.871,0,5.078,68.825,5.767,0,3.907,2.959,2.771,3.54,7.925,2.425,2,0.014,0.522,65.628,0,7.431,-0.132,4.291,9.8,134.156,0,6.816,1.136,0,1.738,3,0,5.676,3.9,6,4,10,100.652
6.392,5.749,0,0,0.0,-0.447,0,50.29,0.0,2,1.95,2,29.299,50.29,5.543,32.169,3.995,50.29,78.813,0.221,5.792,0.446,0,7.853,0.306,0.037,3.982,0,0,44.768,0.335,1.594,0.519,5.945,0,4.914,69.081,5.728,0,3.939,2.863,2.292,4.271,7.822,2.322,2,0.013,0.42,56.975,0,7.431,-0.194,5.005,7.5,103.097,0,5.079,1.129,0,1.734,3,0,5.69,3.8,5,2,10,69.593
4.847,2.375,0,1,0.0,0.113,0,78.965,0.0,3,4.648,3,50.446,78.965,4.546,37.098,3.597,78.965,75.713,0.446,5.227,0.606,0,33.45,0.343,0.03,3.481,0,0,47.298,0.322,1.428,0.325,5.532,0,5.819,81.984,5.356,0,3.503,2.902,2.014,1.685,8.301,2.801,1,0.016,0.468,48.858,2,7.726,-0.097,2.962,8.8,159.939,0,6.999,0.824,0,0.832,3,0,5.272,11.8,7,1,3,80.974
4.918,0.0,0,0,0.0,-1.021,0,50.29,0.0,2,2.177,2,18.728,50.29,4.762,23.487,3.066,50.29,117.67,0.102,4.622,0.3,0,9.305,0.176,0.053,2.232,0,0,30.75,0.035,1.419,0.0,5.283,2,4.705,44.926,3.664,0,1.073,2.493,1.625,1.641,8.125,2.625,0,0.0,0.158,26.001,0,7.497,-0.178,2.722,9.1,83.861,0,4.953,0.417,0,1.271,0,2,2.197,9.1,4,0,0,33.571
6.126,4.487,0,0,0.0,-0.803,0,69.458,0.0,1,4.805,0,70.489,69.458,5.109,30.186,3.605,69.458,69.458,0.498,5.563,0.416,0,15.385,0.287,0.04,3.549,0,0,45.681,0.196,1.318,0.34,5.718,0,4.769,68.908,5.592,0,3.373,2.681,1.875,2.464,8.076,2.576,2,0.017,0.467,56.387,0,7.718,-0.1,2.027,7.1,106.998,0,6.999,0.958,0,1.164,4,0,5.304,7.1,6,8,4,37.54
4.602,2.846,0,0,0.0,-0.29,0,25.145,0.0,1,1.967,1,35.977,40.105,5.498,33.332,3.888,25.145,77.397,0.392,5.704,0.487,0,7.263,0.34,0.039,3.915,0,0,35.974,0.39,1.595,0.443,5.732,0,4.915,50.483,5.68,0,3.888,2.869,1.979,3.262,7.912,2.412,1,0.012,0.526,50.122,0,8.201,-0.105,4.953,10.9,91.564,0,5.11,0.969,0,1.683,2,0,5.505,2.2,5,7,4,84.982
5.489,5.656,0,0,0.0,-0.637,0,50.29,0.0,2,2.008,2,34.735,50.29,5.551,37.727,4.054,50.29,107.369,0.368,5.827,0.565,0,8.821,0.384,0.037,4.088,0,0,46.856,0.455,1.597,0.535,5.951,0,5.022,72.425,5.789,0,4.057,2.869,2.729,3.931,7.892,2.392,2,0.013,0.501,62.802,0,7.431,-0.215,5.081,9.6,119.882,0,5.082,1.24,0,1.845,3,0,5.719,3.8,6,4,9,86.378
6.67,5.527,0,0,0.0,-0.829,0,50.29,0.0,2,2.244,2,40.848,65.25,5.83,43.162,4.026,50.29,78.813,0.374,5.868,0.615,0,9.783,0.387,0.037,4.036,0,0,49.217,0.473,1.597,0.535,6.007,0,5.079,88.476,5.852,0,4.0,2.917,2.729,2.709,7.975,2.475,2,0.013,0.501,70.323,0,8.201,-0.207,5.081,7.5,118.057,0,7.427,1.24,0,1.845,3,0,5.772,3.8,6,2,9,84.553
5.57,5.839,0,0,0.0,-0.205,0,50.29,0.0,2,1.929,1,35.083,50.29,5.437,32.059,3.943,50.29,78.813,0.242,5.752,0.371,0,8.374,0.257,0.04,3.935,0,0,39.85,0.353,1.514,0.513,5.842,0,4.915,57.326,5.703,0,3.866,2.959,2.424,3.828,7.798,2.298,2,0.015,0.522,57.642,0,7.431,-0.108,4.194,7.5,103.097,0,5.078,1.136,0,1.738,3,0,5.608,3.8,5,2,11,69.593
5.194,5.726,0,0,0.0,-0.594,0,50.29,0.0,2,1.965,2,45.634,50.29,5.611,36.802,4.097,50.29,78.813,0.395,5.877,0.562,0,8.433,0.35,0.036,4.139,0,0,45.16,0.343,1.605,0.501,5.99,0,4.921,74.103,5.895,0,4.133,2.881,2.854,4.192,7.863,2.363,2,0.011,0.632,63.733,0,7.431,-0.231,5.152,7.5,103.097,0,5.08,1.073,0,1.845,3,0,5.783,3.8,5,2,9,69.593
6.851,5.796,0,0,0.0,-0.188,0,50.29,0.155,2,1.928,1,32.579,50.29,5.417,31.225,3.902,50.29,78.813,0.25,5.695,0.384,0,8.583,0.279,0.038,3.885,0,0,40.558,0.337,1.518,0.432,5.808,0,4.915,57.045,5.626,0,3.81,2.898,2.299,3.844,7.81,2.31,2,0.013,0.46,52.41,0,7.431,-0.131,4.198,8.0,103.097,0,5.078,1.025,0,1.578,3,0,5.528,4.0,5,2,10,69.593
4.602,2.801,1,0,10.206,-0.319,1,67.828,0.0,1,1.986,1,34.381,67.828,5.431,35.538,4.06,67.828,91.646,0.368,5.588,0.683,0,13.553,0.395,0.046,3.951,0,0,39.356,0.452,1.528,0.42,5.809,0,4.926,73.787,5.545,0,3.895,2.875,2.604,2.506,7.988,2.488,1,0.014,0.631,54.39,0,7.429,-0.081,4.092,7.5,102.625,0,5.081,0.938,0,1.885,2,0,5.443,5.0,4,1,8,51.582
4.4,0.0,1,0,9.792,-0.122,1,77.336,0.0,1,1.789,1,32.472,77.336,5.934,26.047,4.164,77.336,72.962,0.318,5.569,0.321,0,9.154,0.371,0.053,4.013,0,0,58.598,0.322,1.458,0.473,5.594,1,4.576,38.481,5.31,0,4.339,2.774,2.417,2.753,7.886,2.386,0,0.022,0.503,43.392,0,7.427,-0.012,3.15,0.0,77.336,0,5.1,0.65,0,1.792,0,1,5.125,8.8,3,1,4,0.0
5.69,5.884,0,0,0.0,-0.165,0,50.29,0.118,2,1.927,1,32.989,50.29,5.456,32.502,3.961,50.29,78.813,0.211,5.769,0.455,0,8.083,0.266,0.039,3.971,0,0,41.284,0.337,1.503,0.464,5.938,0,4.915,71.129,5.738,0,3.915,2.874,2.132,3.863,7.761,2.261,2,0.013,0.489,58.982,0,7.431,-0.23,4.187,7.1,103.097,0,5.078,1.007,0,1.793,3,0,5.675,3.6,5,2,10,69.593
4.4,0.0,1,0,9.356,-0.941,1,67.828,0.0,1,2.608,1,24.426,67.828,4.408,19.793,4.008,67.828,85.524,0.201,5.345,0.288,1,8.656,0.292,0.052,4.001,0,0,27.701,0.169,1.477,0.188,5.446,0,4.645,35.06,4.969,0,3.158,2.542,0.965,2.775,7.934,2.434,0,0.017,0.348,28.042,0,7.475,-0.001,3.15,3.7,84.614,0,4.971,0.819,0,1.468,1,0,4.275,7.4,3,4,2,16.786
4.4,0.0,0,0,0.0,-0.816,0,50.29,0.0,2,2.075,2,16.0,50.29,4.83,19.319,3.062,50.29,60.557,0.073,4.801,0.166,0,4.0,0.158,0.053,2.273,0,0,35.334,0.019,1.419,0.0,5.315,2,4.573,37.0,3.714,0,1.078,2.518,1.625,2.711,8.0,2.5,0,0.0,0.158,25.251,0,7.497,-0.209,2.722,0.0,50.29,0,4.797,0.417,0,1.271,0,2,2.197,8.3,2,2,0,0.0
4.4,0.0,0,0,0.0,-0.726,0,50.29,0.0,4,2.27,5,14.803,50.29,4.521,21.885,2.753,50.29,80.469,0.133,4.485,0.356,0,10.111,0.3,0.076,1.821,0,0,39.716,0.105,1.248,0.0,5.083,0,4.281,37.074,3.466,0,0.659,2.432,1.375,0.0,8.333,2.833,0,0.0,0.08,21.863,0,7.447,0.085,1.424,23.8,106.65,0,4.946,0.347,0,1.289,0,0,2.303,9.5,7,0,0,56.36
5.029,5.789,0,0,0.0,-0.256,0,50.29,0.0,2,1.801,2,20.55,50.29,5.263,27.37,3.956,50.29,78.813,0.198,5.626,0.405,0,6.906,0.266,0.041,3.955,0,0,33.038,0.287,1.545,0.443,5.768,0,4.713,59.608,5.549,0,3.836,2.739,1.535,4.354,7.785,2.285,2,0.013,0.436,46.62,0,7.431,-0.226,4.436,8.5,103.097,0,5.078,0.774,0,1.741,3,0,5.473,4.3,5,1,11,69.593
4.4,0.0,0,0,0.0,-0.231,0,50.29,0.0,5,2.268,5,6.146,50.29,4.673,23.22,2.998,50.29,62.407,0.103,4.898,0.325,0,7.77,0.509,0.078,2.197,0,0,66.859,0.253,1.238,0.0,5.253,0,4.295,28.809,3.97,0,1.358,2.486,1.563,0.0,8.256,2.756,0,0.0,0.161,25.017,0,7.447,0.132,1.4,20.8,106.65,0,4.924,0.431,0,1.56,0,0,3.689,8.3,7,0,0,56.36
