pXC50,DECC,nCrs,nCs,Eig02_EA.ed.,SM11_AEA.dm.,Eig02_EA,SM10_AEA.bo.,Eig02_AEA.ed.,SpMin1_Bh.s.,Eta_FL_A,CATS2D_02_LL,C.002,CATS2D_03_LL,X4v,X5v,Eig02_EA.ri.,SpMin2_Bh.s.,Eig02_AEA.ri.,SpMin1_Bh.m.,Eig02_AEA.bo.,Eta_C_A,H.046,ATS4i,nCrt,nCt,ATSC4v,ATS4e,ATS5i,ATSC3p,X3v,C.004,nCq,nCrq,nCsp3,SM05_EA.ri.,SM06_EA.ri.,SM07_EA.ri.,SM08_EA.ri.,SM09_EA.ri.,H.,Mv,NsssCH,C.003,PCR,Eta_L_A,CIC1,SsssCH,ATSC4p,ATSC5v,ATSC2v,IC1,SssssC,Eig03_EA.dm.,NssssC,Eta_betaP_A,SM10_EA.ri.,SpMaxA_EA.ed.,SM03_EA.ed.,SM08_AEA.ed.,SM09_AEA.ed.,SM10_AEA.ed.,ATS4p,Eta_L,nCconj,SM06_AEA.ed.,ATS3e,ATSC2p,C.016,Eta_beta_A
4.097,1.581,0,0,8.691,8.691,2.813,2.813,6.054,1.172,0.264,19,0,14,3.605,2.485,2.801,1.084,3.811,2.05,4.18,0.807,3,4.667,0,0,8.945,4.515,4.612,7.946,5.125,0,0,0,1,6.25,7.677,8.474,9.705,10.672,35.9,0.72,0,0,1.419,0.214,1.725,0.0,9.011,8.423,6.448,3.56,0.0,0.0,0,0.78,11.828,0.422,7.483,16.06,17.894,19.743,3.898,5.341,2,12.448,4.43,5.768,0,1.37
4.097,2.077,2,2,9.076,9.076,2.898,2.898,6.149,1.211,0.277,17,2,15,4.025,2.537,2.829,1.19,3.867,2.073,4.219,0.728,0,5.06,0,0,13.963,4.86,4.998,11.113,5.674,0,0,0,4,6.428,7.91,8.632,9.881,10.79,41.5,0.669,0,0,1.483,0.212,2.413,0.0,11.05,13.334,10.296,3.315,0.0,0.8,0,0.774,11.941,0.295,7.618,16.174,17.974,19.783,4.134,6.567,4,12.616,4.877,8.121,1,1.411
4.097,1.642,0,0,9.397,9.397,2.883,2.883,6.273,1.251,0.267,11,0,7,4.874,3.374,2.864,1.141,3.872,2.05,4.233,0.875,3,5.248,0,0,17.263,5.068,5.377,12.06,6.638,0,0,0,6,6.571,7.965,8.786,10.001,10.979,46.8,0.628,0,0,1.411,0.211,2.466,0.0,14.149,19.948,12.542,3.489,0.0,0.8,0,0.742,12.126,0.374,8.05,16.66,18.566,20.49,4.352,6.963,1,12.912,4.944,9.819,0,1.356
4.097,1.236,0,0,9.322,9.322,2.906,2.906,6.224,1.217,0.304,11,0,9,2.916,2.013,2.838,1.155,3.883,2.116,4.379,0.654,3,4.645,0,0,7.886,4.444,4.625,6.221,4.119,0,0,0,1,6.123,7.603,8.354,9.604,10.538,37.8,0.7,0,0,1.601,0.185,1.978,0.0,6.516,8.489,6.019,3.231,0.0,0.0,0,0.891,11.692,0.451,7.548,16.178,18.035,19.905,3.856,4.253,0,12.515,4.392,4.695,0,1.533
4.097,1.507,8,8,7.351,7.351,2.596,2.596,5.468,1.476,0.166,8,7,9,2.551,1.699,2.54,1.077,3.576,2.097,3.793,0.926,10,5.013,0,0,13.61,4.726,4.906,8.811,3.612,0,0,0,9,5.418,6.952,7.446,8.709,9.422,54.8,0.577,1,0,1.222,0.32,2.541,0.343,9.108,11.442,10.151,2.852,0.0,0.0,0,0.368,10.548,0.381,6.293,14.651,16.314,17.985,3.788,6.079,3,11.365,4.699,7.107,2,0.961
4.097,2.059,1,1,10.194,10.194,2.996,2.996,6.504,1.329,0.237,14,1,12,5.293,3.993,2.833,1.137,3.945,2.053,4.286,0.93,1,5.084,1,1,14.805,4.916,5.196,10.998,7.136,0,0,0,6,6.341,7.785,8.569,9.806,10.769,42.0,0.672,1,1,1.309,0.252,1.962,-0.181,13.171,16.47,9.914,3.682,0.0,2.236,0,0.655,11.926,0.361,7.781,16.382,18.23,20.09,4.32,7.295,0,12.732,4.761,8.949,0,1.293
4.097,1.481,0,1,9.512,9.512,2.984,2.984,6.256,1.207,0.269,5,1,3,4.731,3.457,2.708,1.104,3.885,1.98,4.458,0.769,0,4.679,0,0,7.161,4.528,4.588,8.358,5.909,0,0,0,3,6.164,7.614,8.401,9.642,10.617,32.5,0.711,0,0,1.525,0.219,1.237,0.0,7.854,6.261,5.758,4.085,0.0,0.4,0,0.741,11.782,0.391,7.642,16.255,18.107,19.97,3.863,5.903,0,12.605,4.497,6.651,0,1.407
4.305,1.996,0,0,9.127,9.127,2.87,2.87,6.206,1.253,0.287,24,0,19,3.499,2.483,2.862,1.116,3.868,2.091,4.234,0.756,3,5.082,0,0,14.132,4.881,5.092,10.165,5.259,0,0,0,3,6.494,7.968,8.741,10.003,10.967,42.6,0.662,0,0,1.521,0.197,2.524,0.0,10.838,14.419,10.316,3.23,0.0,0.473,0,0.774,12.145,0.335,7.624,16.224,18.052,19.893,4.169,6.115,5,12.622,4.798,7.761,2,1.379
4.914,1.444,0,0,11.06,11.06,3.17,3.17,6.775,1.305,0.286,11,0,7,4.473,3.379,3.018,1.158,4.134,2.119,4.621,0.709,0,4.823,0,0,8.444,4.702,4.824,9.835,6.292,0,0,0,1,6.55,7.924,8.791,10.009,11.023,32.6,0.711,0,0,1.48,0.186,1.653,0.0,10.299,8.548,6.467,3.774,0.0,2.114,0,0.862,12.184,0.406,8.026,16.654,18.561,20.48,4.03,5.392,0,12.895,4.625,7.406,0,1.474
4.097,1.5,3,3,10.528,10.528,3.064,3.064,6.611,1.454,0.249,9,2,7,4.231,3.27,2.976,1.171,4.035,2.135,4.422,0.841,0,5.062,0,0,15.067,4.871,5.148,9.652,5.418,0,0,0,7,6.418,7.872,8.697,9.949,10.945,44.2,0.642,1,0,1.304,0.24,2.141,0.338,11.542,15.719,8.764,3.285,0.0,0.86,0,0.583,12.119,0.403,7.774,16.382,18.228,20.085,4.131,5.767,0,12.73,4.708,7.218,0,1.271
4.097,1.333,0,0,6.969,6.969,2.51,2.51,5.35,1.196,0.284,10,0,6,2.288,1.675,2.456,1.059,3.488,2.027,3.895,0.586,3,4.519,0,0,7.364,4.296,4.312,6.747,3.698,0,0,0,1,5.884,7.294,8.091,9.319,10.281,43.8,0.651,0,0,1.35,0.192,2.057,0.0,6.475,5.893,6.071,2.943,0.0,0.0,0,0.861,11.436,0.653,7.466,16.065,18.004,19.956,3.399,3.463,0,12.257,4.262,5.038,0,1.431
4.097,2.065,0,0,10.221,10.221,3.001,3.001,6.507,1.266,0.231,5,0,5,5.336,3.723,2.84,1.259,3.948,2.014,4.291,0.976,0,5.36,0,0,19.889,5.139,5.409,14.759,7.669,0,0,0,10,6.308,7.747,8.502,9.735,10.682,46.2,0.631,0,0,1.27,0.251,2.504,0.0,16.039,19.569,12.583,3.518,0.0,0.86,0,0.5,11.833,0.33,7.915,16.5,18.395,20.308,4.382,8.802,0,12.787,5.119,10.03,0,1.171
4.097,1.174,0,0,9.774,9.774,2.942,2.942,6.4,1.203,0.331,6,0,4,2.093,1.407,2.863,1.065,3.916,2.102,4.405,0.501,0,4.378,0,0,4.195,4.243,4.226,5.016,3.1,0,0,0,0,5.996,7.462,8.189,9.431,10.342,29.0,0.735,0,0,1.551,0.155,1.824,0.0,4.761,3.803,3.607,3.131,0.0,0.86,0,1.023,11.487,0.431,7.302,15.869,17.69,19.521,3.489,3.405,0,12.275,4.244,3.779,0,1.659
4.2,1.728,0,0,9.666,9.666,2.993,2.993,6.327,1.147,0.274,13,0,8,3.296,2.207,2.801,1.099,3.93,2.037,4.353,0.761,3,4.726,0,0,10.105,4.561,4.722,7.813,4.752,0,0,0,3,6.143,7.541,8.258,9.457,10.337,40.5,0.673,0,0,1.441,0.207,1.773,0.0,9.185,9.774,7.286,3.62,0.0,0.86,0,0.72,11.449,0.366,7.431,15.971,17.766,19.571,3.897,5.167,4,12.42,4.425,6.747,1,1.34
4.754,1.677,0,0,11.137,11.137,3.214,3.214,6.794,1.19,0.294,11,0,5,4.99,3.591,3.082,1.077,4.178,2.005,4.489,0.686,0,4.808,0,0,8.365,4.684,4.755,9.771,6.731,0,0,0,0,6.633,8.039,8.912,10.141,11.158,32.6,0.724,0,0,1.467,0.184,2.187,0.0,10.475,7.251,6.234,3.239,0.0,0.0,0,0.879,12.32,0.393,8.095,16.739,18.647,20.567,4.034,5.346,2,12.972,4.626,6.659,0,1.5
4.337,2.26,0,0,9.133,9.133,2.899,2.899,6.167,1.197,0.271,10,0,6,4.935,3.292,2.832,1.14,3.852,2.042,4.264,0.825,3,5.114,0,0,12.924,4.93,5.017,10.74,7.413,0,0,0,5,6.505,7.859,8.706,9.899,10.89,41.5,0.656,0,0,1.392,0.205,1.974,0.0,11.542,12.7,9.111,3.754,0.0,0.86,0,0.71,12.028,0.408,8.044,16.725,18.664,20.622,4.1,6.35,1,12.927,4.717,8.479,0,1.347
4.097,1.4,0,0,8.484,8.484,2.77,2.77,5.997,1.155,0.288,18,0,16,1.779,1.229,2.818,1.136,3.788,2.061,4.154,0.612,6,4.608,0,0,9.512,4.388,4.405,6.878,3.058,0,0,0,2,5.988,7.426,8.139,9.364,10.245,44.4,0.657,0,0,1.427,0.19,2.354,0.0,7.417,7.771,7.346,2.816,0.0,0.0,0,0.825,11.375,0.412,6.843,15.321,17.07,18.828,3.571,3.806,4,11.864,4.312,5.617,2,1.375
4.676,1.333,0,0,11.07,11.07,3.172,3.172,6.777,1.302,0.299,12,0,8,4.52,3.256,3.006,1.143,4.132,2.119,4.622,0.665,0,4.699,0,0,8.156,4.573,4.734,9.13,6.165,0,0,0,0,6.387,7.811,8.662,9.903,10.918,34.1,0.713,0,0,1.511,0.184,1.885,0.0,9.615,7.898,5.844,3.473,0.0,0.0,0,0.907,12.092,0.418,7.951,16.591,18.504,20.43,3.971,4.969,0,12.821,4.527,6.046,0,1.537
4.097,1.571,1,1,9.258,9.258,2.898,2.898,6.2,1.148,0.266,4,0,1,3.844,2.436,2.805,0.988,3.84,1.997,4.221,0.803,0,4.71,0,0,7.655,4.61,4.779,8.898,5.04,0,0,0,4,6.303,7.723,8.526,9.74,10.709,37.8,0.682,1,0,1.359,0.223,1.65,-0.5,8.762,8.624,7.269,3.842,0.0,1.058,0,0.661,11.847,0.372,7.621,16.229,18.07,19.923,3.904,6.233,2,12.597,4.637,7.456,0,1.321
4.395,1.189,2,2,11.073,11.073,3.21,3.21,6.763,1.274,0.244,12,1,9,5.633,3.543,2.891,1.223,4.13,2.027,4.653,0.91,3,5.056,0,0,13.016,4.873,4.981,11.347,7.366,0,0,0,6,6.558,7.963,8.824,10.054,11.07,41.7,0.67,1,0,1.372,0.233,2.021,-0.401,11.433,12.265,10.078,3.564,0.0,0.521,0,0.661,12.238,0.371,8.023,16.581,18.449,20.325,4.086,6.522,1,12.885,4.843,9.043,0,1.295
4.521,1.017,0,0,8.431,8.431,2.632,2.632,5.991,1.136,0.283,10,0,6,2.82,1.954,2.586,1.075,3.614,2.031,4.028,0.607,3,4.295,0,0,6.902,4.101,4.056,5.824,3.872,0,0,0,1,5.909,7.368,8.158,9.408,10.379,39.3,0.698,0,0,1.367,0.202,1.884,0.0,6.513,5.176,5.273,2.923,0.0,0.0,0,0.853,11.547,0.586,7.177,15.798,17.644,19.501,3.476,3.435,1,12.16,4.103,4.397,0,1.456
4.097,2.54,2,3,8.642,8.642,2.768,2.768,6.032,1.252,0.235,12,3,9,4.547,3.067,2.723,1.211,3.76,2.036,4.145,0.842,0,5.112,0,0,15.604,4.867,4.977,12.627,6.265,0,0,0,7,6.093,7.583,8.219,9.459,10.295,46.3,0.638,0,0,1.367,0.254,2.344,0.0,12.259,13.816,11.781,3.411,0.0,1.058,0,0.603,11.425,0.307,7.298,15.82,17.59,19.37,4.086,7.361,4,12.324,4.904,9.045,1,1.233
4.845,1.333,2,2,11.569,11.569,3.266,3.266,6.906,1.288,0.231,5,2,3,6.563,4.454,3.123,1.211,4.226,1.984,4.531,0.92,0,5.154,0,0,14.879,4.976,5.099,14.318,8.704,0,0,0,8,6.657,8.07,8.98,10.216,11.271,43.4,0.652,0,0,1.319,0.254,2.251,0.0,13.966,13.835,10.921,3.477,0.0,0.8,0,0.6,12.448,0.401,8.231,16.964,18.915,20.879,4.255,7.623,1,13.123,4.948,9.625,0,1.267
4.907,1.182,0,0,11.141,11.141,3.217,3.217,6.796,1.197,0.273,7,0,3,4.055,2.756,3.093,1.076,4.182,1.983,4.49,0.693,0,4.748,0,0,8.428,4.576,4.395,9.492,6.245,0,0,0,2,6.458,7.832,8.77,9.994,11.056,38.9,0.687,0,0,1.371,0.2,1.875,0.0,9.584,6.48,6.347,3.295,0.0,0.0,0,0.795,12.226,0.554,8.017,16.757,18.716,20.687,3.796,4.408,1,12.894,4.405,6.149,0,1.42
4.097,1.545,0,1,11.059,11.059,3.213,3.213,6.784,1.31,0.204,10,0,7,3.245,2.208,2.966,1.152,4.146,2.041,4.3,1.013,9,5.065,0,0,14.047,4.805,4.782,9.074,5.333,1,1,0,6,6.556,7.86,8.836,10.029,11.107,43.6,0.652,1,0,1.353,0.255,1.734,-0.032,11.22,11.203,8.445,3.552,-0.072,0.0,1,0.568,12.268,0.495,7.861,16.479,18.369,20.268,3.891,5.613,1,12.739,4.549,7.008,0,1.17
4.097,1.613,0,0,9.991,9.991,3.022,3.022,6.462,1.168,0.296,9,0,8,2.841,1.693,2.93,1.153,3.991,2.033,4.391,0.683,6,4.763,0,0,8.557,4.58,4.771,6.432,4.1,0,0,0,2,6.417,7.865,8.705,9.954,10.965,37.5,0.679,0,0,1.513,0.189,1.629,0.0,7.122,8.285,6.684,3.693,0.0,0.0,0,0.8,12.142,0.395,7.57,16.191,18.029,19.879,3.826,4.734,1,12.562,4.457,5.464,0,1.44
4.097,1.85,0,3,7.405,7.405,2.633,2.633,5.508,1.244,0.231,7,3,4,1.815,1.151,2.523,1.172,3.596,2.031,4.023,0.757,5,4.647,0,0,9.051,4.396,4.53,6.35,3.106,0,0,0,5,5.451,6.926,7.527,8.753,9.554,48.6,0.613,0,0,1.324,0.253,1.623,0.0,6.575,8.299,7.28,3.586,0.0,0.0,0,0.605,10.665,0.478,6.777,15.316,17.092,18.88,3.537,4.812,0,11.814,4.394,5.086,0,1.211
5.059,1.363,0,0,11.082,11.082,3.18,3.18,6.778,1.317,0.256,17,0,14,5.202,3.825,3.069,1.263,4.15,2.12,4.625,0.892,9,5.05,0,0,14.897,4.894,5.169,11.545,7.178,0,0,0,4,6.662,8.018,8.913,10.126,11.159,42.0,0.665,0,0,1.458,0.213,1.897,0.0,14.07,15.262,10.301,3.747,0.0,0.0,0,0.759,12.322,0.417,8.093,16.739,18.652,20.578,4.259,6.175,0,12.97,4.732,9.362,0,1.345
4.097,1.826,0,0,7.442,7.442,2.647,2.647,5.507,1.171,0.276,8,0,5,2.693,1.773,2.607,1.125,3.632,2.035,4.039,0.664,3,4.738,0,0,9.327,4.519,4.594,7.389,4.096,0,0,0,2,6.116,7.483,8.276,9.478,10.429,43.6,0.643,0,0,1.344,0.195,1.904,0.0,7.711,7.712,7.301,3.381,0.0,0.0,0,0.795,11.566,0.539,7.591,16.157,18.076,20.012,3.659,4.284,0,12.398,4.468,5.9,0,1.386
4.097,1.119,0,0,7.872,7.872,2.624,2.624,5.811,1.151,0.274,9,0,8,2.641,2.049,2.511,1.044,3.576,2.018,4.011,0.707,3,4.535,0,0,9.477,4.35,4.558,7.464,3.812,0,0,0,3,5.606,7.025,7.657,8.866,9.679,47.2,0.635,0,0,1.366,0.207,1.932,0.0,8.149,9.57,7.145,3.238,0.0,0.86,0,0.737,10.79,0.483,6.969,15.452,17.221,19.001,3.693,3.936,0,11.952,4.228,6.205,0,1.329
4.097,2.156,0,0,6.972,6.972,2.537,2.537,5.343,1.12,0.287,12,0,6,1.841,1.122,2.519,1.079,3.531,2.027,3.948,0.643,3,4.722,0,0,9.209,4.481,4.583,6.921,3.008,0,0,0,3,5.551,7.067,7.503,8.76,9.396,44.2,0.638,0,0,1.374,0.198,2.033,0.0,6.577,7.346,7.653,3.394,0.0,0.892,0,0.708,10.514,0.299,6.475,14.8,16.444,18.095,3.547,4.745,1,11.544,4.518,5.808,0,1.313
4.097,1.982,2,3,9.683,9.683,2.993,2.993,6.395,1.406,0.189,6,3,5,3.725,2.345,2.94,1.288,3.976,2.038,4.251,1.041,11,5.235,1,1,15.665,4.991,5.091,10.955,6.208,1,1,0,10,6.585,7.938,8.886,10.094,11.164,48.0,0.614,1,1,1.214,0.288,2.174,-0.123,12.121,12.388,10.931,3.47,-0.043,0.293,1,0.442,12.329,0.442,7.872,16.476,18.377,20.292,4.065,7.485,1,12.731,4.841,7.811,0,1.087
4.097,1.633,0,0,9.312,9.312,2.81,2.81,6.285,1.119,0.301,5,0,3,2.681,1.578,2.695,0.853,3.768,2.004,4.182,0.704,0,4.798,0,0,7.522,4.619,4.816,5.667,4.044,0,0,0,2,6.42,7.856,8.649,9.877,10.848,34.8,0.677,0,0,1.457,0.184,1.292,0.0,5.925,7.247,6.157,4.232,0.0,0.0,0,0.733,12.002,0.363,7.689,16.29,18.139,20.003,3.829,5.523,2,12.653,4.535,5.348,0,1.408
4.097,1.444,0,0,10.93,10.93,3.171,3.171,6.743,1.162,0.257,7,0,3,3.085,1.83,2.881,0.896,4.083,2.024,4.451,0.791,0,4.652,0,0,6.92,4.471,4.486,6.584,4.614,0,0,0,3,6.11,7.468,8.254,9.429,10.36,33.3,0.707,0,0,1.43,0.216,1.319,0.0,8.184,6.868,5.041,3.851,-4.37,0.0,1,0.625,11.462,0.45,7.837,16.45,18.344,20.249,3.697,5.189,0,12.71,4.314,5.894,0,1.271
4.097,1.333,0,0,8.933,8.933,2.832,2.832,6.144,1.18,0.293,18,0,11,3.385,2.337,2.804,1.12,3.8,2.06,4.217,0.749,3,4.944,0,0,10.299,4.782,4.843,8.772,5.243,0,0,0,1,6.604,8.059,8.903,10.166,11.19,36.2,0.707,0,0,1.411,0.188,2.304,0.0,9.52,8.924,7.708,3.25,0.0,0.0,0,0.817,12.387,0.358,7.761,16.401,18.246,20.103,4.043,5.652,5,12.758,4.707,6.491,0,1.433
4.567,1.313,0,0,8.537,8.537,2.782,2.782,6.018,1.297,0.296,13,0,10,2.413,1.586,2.795,0.967,3.79,2.148,4.143,0.638,0,4.616,0,0,8.464,4.443,4.691,7.085,3.533,0,0,0,2,6.027,7.548,8.299,9.574,10.522,41.5,0.663,0,0,1.562,0.195,1.943,0.0,6.669,8.776,7.078,3.415,0.0,0.0,0,0.813,11.696,0.418,7.222,15.821,17.649,19.488,3.745,4.678,2,12.218,4.475,5.65,0,1.427
4.097,1.633,0,0,9.312,9.312,2.81,2.81,6.285,1.119,0.289,8,0,3,3.43,1.929,2.682,0.883,3.768,2.004,4.182,0.753,0,4.795,0,0,7.361,4.616,4.81,7.123,4.979,0,0,0,2,6.33,7.765,8.551,9.782,10.754,34.8,0.687,0,0,1.457,0.197,1.292,0.0,6.148,7.414,6.558,4.232,0.0,0.0,0,0.733,11.913,0.363,7.689,16.29,18.139,20.003,3.845,5.898,2,12.653,4.516,6.239,0,1.392
4.097,2.227,3,3,9.932,9.932,3.078,3.078,6.388,1.438,0.195,17,2,8,5.982,3.42,2.853,1.166,4.003,2.095,4.437,1.143,3,5.542,2,2,25.396,5.243,5.275,13.868,6.746,0,0,0,10,6.799,8.136,9.051,10.258,11.306,50.0,0.622,1,0,1.404,0.274,2.375,0.349,19.58,19.619,14.184,3.532,0.18,0.247,2,0.517,12.474,0.368,8.138,16.556,18.412,20.28,4.44,8.23,0,12.891,5.04,10.204,0,1.133
4.097,1.0,0,0,7.391,7.391,2.613,2.613,5.729,1.183,0.249,2,0,1,0.973,0.623,2.585,1.022,3.61,2.005,3.824,0.624,3,4.399,0,1,5.748,4.163,4.151,4.393,1.924,0,0,0,3,5.344,6.732,7.406,8.586,9.414,48.1,0.605,1,1,1.248,0.223,1.315,-0.477,3.906,5.404,5.2,3.44,0.0,0.0,0,0.607,10.496,0.612,6.399,14.936,16.694,18.459,3.062,3.124,0,11.452,4.122,3.762,0,1.196
4.097,1.463,0,0,8.602,8.602,2.825,2.825,6.037,1.233,0.286,10,0,9,3.081,2.077,2.577,1.181,3.732,2.073,4.221,0.681,0,4.637,0,0,9.207,4.446,4.683,6.442,4.251,0,0,0,2,6.194,7.675,8.499,9.769,10.787,39.5,0.682,0,0,1.609,0.205,1.731,0.0,7.105,10.258,6.228,3.517,0.0,0.0,0,0.804,11.984,0.467,7.582,16.211,18.074,19.951,3.887,4.705,1,12.54,4.428,4.814,0,1.457
4.097,1.788,0,0,11.546,11.546,3.243,3.243,6.92,1.197,0.279,17,0,15,3.903,2.582,3.12,1.085,4.21,2.045,4.594,0.82,3,5.016,0,0,12.767,4.85,5.0,8.604,5.36,0,0,0,3,6.825,8.239,9.17,10.422,11.501,39.6,0.68,0,0,1.517,0.196,2.137,0.0,10.758,13.742,9.105,3.448,0.0,0.0,0,0.759,12.702,0.368,7.982,16.654,18.525,20.406,4.181,5.69,5,12.958,4.681,7.365,1,1.371
4.097,1.876,0,0,9.514,9.514,2.996,2.996,6.257,1.186,0.295,7,0,4,3.061,2.049,2.859,1.123,3.949,2.038,4.368,0.705,0,4.958,0,0,11.584,4.759,4.944,8.644,4.53,0,0,0,3,6.133,7.61,8.266,9.509,10.362,40.8,0.66,0,0,1.549,0.192,1.92,0.0,9.417,11.616,8.364,3.695,0.0,0.657,0,0.759,11.498,0.318,7.434,15.932,17.717,19.515,3.935,5.566,0,12.415,4.696,7.127,0,1.414
4.168,1.32,0,0,8.642,8.642,2.86,2.86,6.02,1.147,0.227,9,0,8,3.985,2.568,2.567,1.135,3.753,1.992,4.195,0.876,6,4.446,0,1,7.351,4.274,4.09,7.687,5.71,0,0,0,3,5.875,7.251,7.983,9.167,10.062,36.4,0.716,1,1,1.423,0.252,1.262,0.293,8.581,4.01,5.959,3.782,0.0,0.0,0,0.667,11.167,0.481,7.38,15.989,17.821,19.664,3.66,5.286,1,12.372,4.268,5.33,0,1.286
4.318,1.44,0,0,10.514,10.514,3.022,3.022,6.622,1.249,0.266,8,0,7,3.629,2.375,2.93,1.132,3.993,2.034,4.284,0.828,3,5.022,0,0,13.304,4.842,5.055,9.458,5.481,0,0,0,5,6.447,7.869,8.661,9.884,10.847,40.0,0.67,0,0,1.335,0.215,1.957,0.0,10.689,13.676,8.783,3.687,0.0,0.86,0,0.65,11.994,0.335,7.73,16.338,18.175,20.024,4.13,6.442,5,12.714,4.806,7.288,2,1.317
4.097,1.329,2,2,10.185,10.185,2.981,2.981,6.5,1.211,0.233,8,2,6,4.262,2.636,2.883,1.194,3.94,2.047,4.244,0.948,3,5.21,0,0,16.373,4.996,5.241,10.79,5.744,0,0,0,9,6.499,7.914,8.744,9.969,10.964,49.1,0.611,0,0,1.295,0.251,2.583,0.0,11.435,16.463,12.579,3.249,0.0,0.8,0,0.586,12.121,0.376,7.837,16.467,18.324,20.193,4.232,7.273,1,12.802,4.944,8.445,0,1.25
4.234,1.438,0,0,9.325,9.325,2.981,2.981,6.313,1.072,0.24,7,0,2,3.585,1.867,2.742,0.992,3.92,2.006,4.361,0.963,0,4.618,0,0,6.93,4.453,4.655,6.932,4.926,0,0,0,2,6.283,7.698,8.541,9.777,10.789,35.1,0.722,0,0,1.368,0.235,1.48,0.0,7.392,7.804,5.563,3.729,0.0,0.6,0,0.646,11.962,0.46,7.653,16.333,18.195,20.071,3.868,5.628,9,12.656,4.427,5.144,2,1.271
4.187,1.111,0,0,9.083,9.083,2.838,2.838,6.201,1.228,0.294,3,0,3,2.384,1.546,2.691,0.852,3.785,2.02,4.292,0.69,0,4.644,1,1,5.667,4.476,4.726,4.485,3.371,0,0,0,2,6.289,7.693,8.557,9.786,10.816,29.4,0.701,1,1,1.401,0.186,0.706,-0.689,4.727,6.084,4.194,4.382,0.0,1.318,0,0.771,11.989,0.471,7.644,16.282,18.152,20.035,3.732,4.473,2,12.595,4.325,3.881,0,1.438
4.097,1.909,1,2,9.75,9.75,3.002,3.002,6.407,1.311,0.21,15,1,13,4.281,2.67,2.885,1.24,3.962,2.072,4.144,1.043,9,5.374,1,1,20.676,5.097,5.353,12.864,5.86,0,0,0,10,6.205,7.628,8.363,9.579,10.492,53.4,0.597,2,1,1.275,0.269,2.706,1.107,14.629,21.406,13.749,3.152,0.0,0.247,0,0.5,11.623,0.34,7.365,15.923,17.72,19.527,4.301,7.271,0,12.38,4.937,9.21,0,1.102
4.097,1.318,0,2,8.593,8.593,2.65,2.65,6.117,1.306,0.261,9,2,7,2.816,1.941,2.526,1.033,3.579,2.069,3.911,0.751,2,4.788,0,0,9.701,4.581,4.707,7.46,4.018,0,0,0,4,6.069,7.487,8.281,9.507,10.482,42.1,0.654,0,0,1.308,0.22,1.414,0.0,7.794,9.625,6.896,3.833,0.0,0.514,0,0.636,11.638,0.498,7.466,16.121,17.984,19.861,3.783,4.844,1,12.451,4.502,5.086,0,1.318
4.57,1.025,0,0,8.434,8.434,2.721,2.721,5.971,1.186,0.273,8,0,6,2.65,1.903,2.617,1.019,3.689,2.013,4.113,0.655,0,4.447,0,0,8.8,4.25,4.314,7.728,3.668,0,0,0,2,5.426,6.92,7.503,8.752,9.532,45.5,0.646,0,0,1.388,0.21,1.785,0.0,7.976,7.73,6.413,3.259,0.0,0.0,0,0.75,10.658,0.493,6.804,15.326,17.102,18.888,3.594,3.786,0,11.815,4.242,5.401,0,1.333
4.618,1.776,0,0,7.882,7.882,2.709,2.709,5.77,1.111,0.255,6,0,3,3.725,2.244,2.624,1.076,3.679,1.994,4.066,0.807,3,4.76,0,0,10.268,4.581,4.77,8.289,4.668,0,0,0,5,6.218,7.615,8.413,9.63,10.606,43.2,0.65,0,0,1.316,0.224,1.712,0.0,8.531,10.132,8.451,3.747,0.0,0.86,0,0.66,11.759,0.422,7.434,16.003,17.829,19.671,3.883,5.606,1,12.415,4.574,6.907,0,1.3
4.097,0.886,0,0,9.084,9.084,2.748,2.748,6.258,1.083,0.277,0,0,0,1.662,1.05,2.562,0.815,3.683,1.889,4.097,0.616,0,4.335,0,0,3.655,4.193,4.336,2.785,2.466,0,0,0,3,6.078,7.387,8.302,9.479,10.524,34.6,0.655,0,0,1.23,0.192,1.077,0.0,2.843,3.621,3.645,3.624,0.0,1.001,0,0.618,11.666,0.674,7.509,16.181,18.062,19.954,3.249,3.263,1,12.463,4.1,2.557,0,1.368
4.097,2.366,0,0,8.544,8.544,2.79,2.79,6.019,1.112,0.293,10,0,5,2.135,1.324,2.801,1.079,3.797,2.022,4.143,0.64,0,4.809,0,0,7.548,4.65,4.757,7.674,3.64,0,0,0,3,6.174,7.584,8.274,9.473,10.332,37.0,0.669,0,0,1.295,0.185,1.969,0.0,7.068,7.906,6.96,3.555,0.0,1.956,0,0.724,11.437,0.289,7.13,15.622,17.372,19.131,3.684,5.353,2,12.161,4.654,6.144,0,1.353
4.097,0.851,0,0,10.193,10.193,2.866,2.866,6.565,1.266,0.18,4,0,5,5.405,3.925,2.797,0.968,3.841,2.046,4.104,0.959,0,4.58,1,1,10.819,4.381,4.283,6.192,6.26,0,0,0,3,6.431,7.792,8.802,10.045,11.171,39.3,0.712,0,0,1.255,0.29,1.036,0.0,10.526,8.384,5.589,3.771,-0.1,0.374,1,0.588,12.383,0.705,7.904,16.569,18.515,20.473,3.891,4.934,3,12.729,4.228,5.089,0,1.191
