pXC50,nBM,nCsp2,nN,nBT,nAB,Se,nAT,Si,SCBO,O.,nBO,MW,nC,N.,nH,Sp,nHet,Sv,nSK,nDB,C.,nCsp3,nCL,Mi,nO,RBN
4.0,23,20,4,67,20,61.665,62,69.394,52.0,3.2,39,452.6,28,6.5,28,42.069,6,39.837,34,3,45.2,8,0,1.119,2,4
5.903,20,19,2,46,18,44.713,44,48.066,44.0,4.5,32,663.08,22,4.5,14,38.046,8,33.975,30,1,50.0,2,2,1.092,2,4
5.398,13,8,4,30,11,30.193,29,32.707,27.5,10.3,20,298.38,10,13.8,10,20.966,9,20.185,19,2,34.5,2,0,1.128,3,5
7.456,9,10,0,25,6,25.171,24,26.708,23.0,20.8,17,220.19,11,0.0,8,16.318,5,16.681,16,3,45.8,1,0,1.113,5,2
4.733,20,15,2,36,20,32.505,33,36.488,32.0,0.0,22,246.33,17,6.1,14,23.58,2,22.204,19,0,51.5,2,0,1.106,0,0
5.745,19,14,3,43,16,42.898,41,46.573,40.0,7.3,29,413.86,17,7.3,14,29.091,10,28.677,27,3,41.5,3,1,1.136,3,6
5.6,14,13,4,49,12,47.483,46,52.622,39.0,6.5,31,388.41,19,8.7,18,30.353,9,30.211,28,2,41.3,6,0,1.144,3,4
5.0,7,5,5,59,5,56.65,57,65.308,32.5,3.5,28,361.55,19,8.8,31,34.836,7,32.385,26,2,33.3,14,0,1.146,2,4
9.0,20,12,8,59,20,56.171,56,63.853,43.0,1.8,33,426.61,20,14.3,26,37.0,10,34.814,30,0,35.7,8,0,1.14,1,8
5.7,20,14,4,38,20,35.153,35,39.279,34.0,2.9,24,278.34,16,11.4,14,24.284,5,23.434,21,0,45.7,2,0,1.122,1,2
9.699,19,17,6,66,18,63.516,63,71.279,48.0,3.2,38,515.49,25,9.5,28,42.796,10,40.535,35,1,39.7,8,2,1.131,2,9
4.699,13,11,5,49,12,46.556,46,52.176,36.0,4.3,29,373.88,18,10.9,20,30.887,8,29.579,26,1,39.1,7,1,1.134,2,3
5.0,26,17,7,43,26,39.44,39,43.654,43.0,0.0,30,359.45,18,17.9,13,28.972,8,27.917,26,0,46.2,1,0,1.119,0,3
5.6,20,15,4,58,16,57.207,56,63.402,46.0,10.7,34,440.5,22,7.1,24,36.364,10,35.642,32,4,39.3,7,0,1.132,6,9
6.337,32,26,4,82,30,74.531,74,82.438,69.0,6.8,52,586.69,35,5.4,30,51.193,9,49.508,44,2,47.3,9,0,1.114,5,3
7.4,21,17,6,54,18,53.76,52,59.153,46.0,11.5,34,440.46,20,11.5,20,34.091,12,34.105,32,3,38.5,3,0,1.138,6,9
6.699,20,13,6,42,20,39.356,39,44.275,36.0,2.6,26,308.38,16,15.4,16,26.296,7,25.477,23,0,41.0,3,0,1.135,1,2
6.5,23,19,5,52,22,48.098,48,53.527,45.0,2.1,33,401.53,22,10.4,19,34.461,7,32.697,29,1,45.8,3,0,1.115,1,2
6.415,25,22,5,58,24,56.654,55,62.666,51.0,3.6,38,479.5,25,9.1,20,37.603,10,37.428,35,1,45.5,3,0,1.139,2,6
5.143,18,15,6,87,17,82.825,83,94.301,54.5,4.8,45,562.79,31,7.2,42,52.557,10,49.47,41,1,37.3,16,0,1.136,4,10
5.0,23,19,6,76,21,71.156,71,79.936,56.5,4.2,44,544.74,29,8.5,32,47.944,10,45.308,39,2,40.8,10,0,1.126,3,8
5.0,18,15,5,36,17,34.371,34,38.362,32.5,2.9,23,279.33,15,14.7,13,23.529,6,22.929,21,1,44.1,0,0,1.128,1,3
6.292,20,12,8,61,20,57.171,57,64.853,45.0,1.8,35,438.62,21,14.0,26,38.0,10,35.814,31,0,36.8,9,0,1.138,1,5
6.33,20,12,7,39,20,36.516,36,40.574,36.0,0.0,26,343.48,14,19.4,13,26.62,9,25.104,23,0,38.9,2,0,1.127,0,4
6.246,20,12,7,38,20,35.44,35,39.654,35.0,0.0,25,311.41,14,20.0,13,24.972,8,23.917,22,0,40.0,2,0,1.133,0,3
6.416,20,12,8,58,20,54.287,54,61.437,44.0,1.9,34,424.59,20,14.8,24,36.239,10,34.287,30,0,37.0,8,0,1.138,1,5
7.347,20,12,8,60,20,55.843,56,63.643,44.0,0.0,34,422.62,21,14.3,26,37.546,9,35.099,30,0,37.5,9,0,1.136,0,5
6.367,19,17,5,58,16,54.443,54,60.857,46.0,5.6,35,417.51,23,9.3,23,36.245,8,34.993,31,3,42.6,6,0,1.127,3,6
7.027,21,15,6,55,21,51.334,51,57.73,43.5,3.9,33,390.49,21,11.8,22,34.034,8,32.772,29,0,41.2,6,0,1.132,2,6
6.357,22,17,6,59,22,55.218,55,62.145,46.0,3.6,35,416.53,23,10.9,24,36.796,8,35.299,31,0,41.8,6,0,1.13,2,6
7.699,22,18,4,60,22,56.552,56,62.983,47.0,7.1,36,432.52,24,7.1,24,37.455,8,36.213,32,0,42.9,6,0,1.125,4,6
6.013,19,15,3,39,17,38.436,37,41.538,36.5,13.5,26,347.38,15,8.1,13,25.744,9,25.459,24,2,40.5,0,0,1.123,5,4
5.0,16,14,4,37,11,36.327,35,39.412,35.5,11.4,25,332.37,14,11.4,12,24.534,9,24.239,23,5,40.0,0,0,1.126,4,4
6.149,18,15,3,41,16,39.989,39,43.478,37.0,7.7,27,375.86,17,7.7,14,28.455,8,27.384,25,2,43.6,2,1,1.115,3,4
6.297,32,24,8,71,32,64.792,64,72.403,63.0,0.0,47,534.62,30,12.5,24,44.773,10,43.679,40,0,46.9,6,0,1.131,0,4
5.6,22,20,5,61,17,59.981,58,65.876,56.5,5.2,41,519.52,27,8.6,20,40.057,11,40.142,38,3,46.6,5,0,1.136,3,7
5.509,18,15,3,38,16,37.105,36,40.063,36.0,8.3,26,361.83,16,8.3,12,26.693,8,25.857,24,2,44.4,1,1,1.113,3,4
5.854,13,11,3,41,11,39.545,39,43.684,32.5,5.1,25,349.87,16,7.7,16,27.762,7,26.196,23,2,41.0,5,1,1.12,2,4
4.523,13,11,3,52,11,52.621,51,58.629,37.5,5.9,30,429.51,19,5.9,22,33.216,10,32.34,29,2,37.3,8,0,1.15,3,5
6.155,13,11,3,43,11,42.433,42,47.365,31.5,7.1,24,333.45,16,7.1,19,28.12,7,26.61,23,2,38.1,5,0,1.128,3,4
7.143,20,16,6,76,18,72.923,73,82.766,51.0,4.1,40,524.76,27,8.2,36,47.466,10,44.362,37,2,37.0,11,0,1.134,3,11
5.569,24,21,4,49,22,45.996,46,51.029,44.0,2.2,31,386.51,22,8.7,18,33.455,6,31.675,28,2,47.8,1,0,1.109,1,5
5.155,24,20,6,51,22,49.407,48,54.449,47.0,6.3,34,420.44,21,12.5,17,32.904,10,32.817,31,2,43.8,1,0,1.134,3,5
5.357,13,11,3,49,11,48.2,48,54.195,33.5,6.3,26,361.51,18,6.3,23,31.642,7,29.664,25,2,37.5,7,0,1.129,3,5
6.208,13,11,4,47,11,46.414,46,52.013,33.5,4.3,26,380.94,17,8.7,21,31.29,8,29.271,25,2,37.0,6,1,1.131,2,6
4.523,13,11,3,49,11,48.2,48,54.195,33.5,6.3,26,361.51,18,6.3,23,31.642,7,29.664,25,2,37.5,7,0,1.129,3,5
6.097,19,17,3,50,17,47.989,48,53.571,39.5,4.2,29,379.52,21,6.3,21,33.426,6,31.422,27,2,43.8,4,0,1.116,2,4
4.523,13,11,3,55,11,53.967,54,61.026,35.5,5.6,28,389.57,20,5.6,27,35.165,7,32.717,27,2,37.0,9,0,1.13,3,6
4.301,7,5,3,47,5,47.083,47,53.61,26.5,6.4,22,327.5,15,6.4,25,29.404,7,27.191,22,2,31.9,10,0,1.141,3,6
7.523,13,11,4,53,11,51.858,52,58.899,34.5,3.8,27,374.56,19,7.7,26,33.955,7,31.497,26,2,36.5,8,0,1.133,2,6
6.051,19,17,3,41,17,39.662,39,43.269,37.5,5.1,27,371.87,18,7.7,14,29.0,7,27.669,25,2,46.2,1,1,1.109,2,4
7.456,13,11,3,38,11,36.662,36,40.269,31.5,5.6,24,335.84,15,8.3,14,26.0,7,24.669,22,2,41.7,4,1,1.119,2,4
6.444,18,15,3,47,16,45.433,45,50.365,38.0,6.7,28,369.48,19,6.7,19,31.12,7,29.61,26,2,42.2,4,0,1.119,3,4
4.903,13,11,3,43,11,43.08,42,47.253,33.5,7.1,26,402.33,16,7.1,17,29.835,9,28.265,25,2,38.1,5,2,1.125,3,5
4.301,17,14,2,45,17,43.658,43,48.076,35.5,9.3,27,358.45,18,4.7,18,29.568,7,28.304,25,0,41.9,4,0,1.118,4,6
5.569,20,19,4,50,18,50.32,48,54.906,45.0,6.3,34,464.86,21,8.3,16,33.148,11,33.422,32,2,43.8,2,1,1.144,3,5
6.0,17,14,2,37,17,35.811,35,39.06,32.5,8.6,24,316.76,16,5.7,13,24.801,6,24.176,22,0,45.7,2,1,1.116,3,4
5.602,17,14,2,37,17,35.56,35,38.771,32.5,5.7,24,332.83,16,5.7,13,25.994,6,24.648,22,0,45.7,2,1,1.108,2,4
5.6,22,17,5,44,22,40.811,41,45.983,38.0,0.0,27,315.41,19,12.2,17,28.597,5,27.268,24,0,46.3,2,0,1.122,0,4
5.6,17,13,4,37,17,35.553,35,39.143,32.5,2.9,24,332.84,15,11.4,13,25.79,7,24.449,22,0,42.9,2,1,1.118,1,4
6.5,22,17,5,41,22,38.251,38,42.512,38.0,0.0,27,335.82,18,13.2,14,27.693,6,26.569,24,0,47.4,1,1,1.119,0,4
4.0,9,10,2,24,6,23.836,23,25.87,22.0,13.0,16,204.2,10,8.7,8,15.659,5,15.768,15,3,43.5,0,0,1.125,3,1
5.638,14,13,4,42,12,39.363,39,43.903,34.0,5.1,26,308.37,17,10.3,16,26.5,6,25.676,23,2,43.6,4,0,1.126,2,2
4.766,12,10,6,87,12,81.054,82,93.297,49.0,2.4,43,520.8,30,7.3,44,51.41,8,47.567,38,0,36.6,20,0,1.138,2,5
9.398,18,14,7,62,17,59.603,59,66.923,45.5,3.4,36,488.07,22,11.9,26,40.068,11,37.862,33,1,37.3,8,1,1.134,2,7
5.2,16,12,2,30,15,28.218,28,30.707,28.5,3.6,20,274.39,13,7.1,10,21.807,5,20.239,18,1,46.4,1,0,1.097,1,3
5.6,17,14,3,31,16,29.68,29,32.705,30.0,3.4,21,255.27,14,10.3,10,20.455,5,20.27,19,1,48.3,0,0,1.128,1,2
5.0,16,11,6,54,16,51.774,52,59.351,36.0,1.9,28,354.51,19,11.5,26,33.103,7,31.111,26,0,36.5,8,0,1.141,1,8
6.4,18,16,3,37,16,34.051,34,37.78,34.0,2.9,24,275.33,17,8.8,13,24.279,4,23.413,21,2,50.0,1,0,1.111,1,1
4.469,16,14,4,67,12,67.043,66,74.996,46.0,10.6,36,506.55,23,6.1,31,42.546,12,40.388,35,4,34.8,9,0,1.136,7,12
4.796,16,14,4,67,12,67.043,66,74.996,46.0,10.6,36,506.55,23,6.1,31,42.546,12,40.388,35,4,34.8,9,0,1.136,7,12
5.097,16,15,3,80,12,79.36,79,89.573,50.0,8.9,40,561.68,28,3.8,40,50.347,11,47.001,39,4,35.4,13,0,1.134,7,13
5.0,17,14,4,44,16,43.64,42,47.653,38.0,7.1,29,457.71,17,9.5,15,29.864,10,29.154,27,1,40.5,3,1,1.135,3,6
5.6,18,14,5,51,17,49.069,48,54.516,41.5,4.2,32,415.89,20,10.4,19,32.824,9,31.962,29,1,41.7,6,1,1.136,2,4
7.658,23,20,3,50,22,48.643,47,53.174,46.0,4.3,34,443.48,22,6.4,16,33.478,9,33.045,31,1,46.8,2,0,1.131,2,6
5.62,23,19,5,66,22,64.956,63,72.065,53.0,4.8,41,548.01,26,7.9,25,42.199,12,41.55,38,1,41.3,7,1,1.144,3,9
8.611,25,19,4,68,24,61.109,61,68.189,55.0,4.9,42,466.58,28,6.6,26,41.762,7,40.025,35,1,45.9,9,0,1.118,3,2
5.824,16,15,3,74,12,73.592,73,82.743,48.0,9.6,38,533.62,26,4.1,36,46.824,11,43.947,37,4,35.6,11,0,1.133,7,12
4.796,16,15,3,68,12,67.825,67,75.912,46.0,10.4,36,505.56,24,4.5,32,43.301,11,40.893,35,4,35.8,9,0,1.133,7,12
4.509,16,14,4,67,12,67.043,66,74.996,46.0,10.6,36,506.55,23,6.1,31,42.546,12,40.388,35,4,34.8,9,0,1.136,7,12
5.6,15,15,4,49,12,47.112,45,51.547,43.0,6.7,34,416.39,20,8.9,15,30.529,10,31.068,30,3,44.4,5,0,1.145,3,3
4.802,11,12,6,105,6,96.588,98,110.958,61.0,2.0,53,624.96,38,6.1,52,62.455,8,57.674,46,5,38.8,26,0,1.132,2,6
4.921,16,15,3,76,12,76.247,75,85.162,50.0,12.0,40,565.62,26,4.0,36,47.733,13,45.377,39,4,34.7,11,0,1.135,9,14
5.824,16,15,3,72,12,72.036,71,80.537,48.0,11.3,38,535.59,25,4.2,34,45.517,12,43.135,37,4,35.2,10,0,1.134,8,13
4.0,12,9,3,38,11,35.818,36,40.611,27.5,2.8,21,255.35,15,8.3,17,23.801,4,22.467,19,1,41.7,6,0,1.128,1,2
5.602,16,15,3,71,12,70.709,70,79.328,47.0,10.0,37,519.59,25,4.3,34,45.063,11,42.42,36,4,35.7,10,0,1.133,7,12
6.432,16,12,6,49,16,46.516,46,52.595,37.0,0.0,29,374.89,18,13.0,20,30.921,8,29.554,26,0,39.1,6,1,1.143,0,4
6.585,6,5,0,12,5,12.498,12,13.169,11.5,16.7,8,128.16,5,0.0,4,9.08,3,8.67,8,1,41.7,0,0,1.097,2,1
9.0,20,12,8,59,20,56.171,56,63.853,43.0,1.8,33,426.61,20,14.3,26,37.0,10,34.814,30,0,35.7,8,0,1.14,1,8
5.628,20,12,8,51,20,48.218,47,54.077,43.0,0.0,33,416.51,18,17.0,18,32.137,11,31.286,29,0,38.3,6,0,1.151,0,5
6.328,20,12,8,51,20,48.218,47,54.077,43.0,0.0,33,416.51,18,17.0,18,32.137,11,31.286,29,0,38.3,6,0,1.151,0,5
5.328,9,10,0,50,6,49.567,49,55.239,32.0,12.2,26,348.43,19,0.0,24,30.864,6,29.61,25,3,38.8,9,0,1.127,6,1
5.0,9,10,0,50,6,49.567,49,55.239,32.0,12.2,26,348.43,19,0.0,24,30.864,6,29.61,25,3,38.8,9,0,1.127,6,1
5.0,9,10,0,49,6,48.24,48,54.029,31.0,10.4,25,332.43,19,0.0,24,30.409,5,28.896,24,3,39.6,9,0,1.126,5,1
6.658,10,8,0,22,6,24.018,22,24.631,23.0,31.8,16,246.21,8,0.0,6,15.113,8,15.771,16,4,36.4,0,0,1.12,7,3
4.0,14,15,1,32,12,30.502,30,33.203,29.0,10.0,21,253.27,15,3.3,11,21.176,4,20.8,19,2,50.0,0,0,1.107,3,1
5.921,14,15,1,32,12,30.502,30,33.203,29.0,10.0,21,253.27,15,3.3,11,21.176,4,20.8,19,2,50.0,0,0,1.107,3,1
5.131,14,15,1,33,12,31.829,31,34.412,30.0,12.9,22,269.27,15,3.2,11,21.631,5,21.515,20,2,48.4,0,0,1.11,4,1
5.6,21,15,5,37,21,34.043,34,38.152,34.5,0.0,24,275.34,16,14.7,13,24.074,5,23.214,21,0,47.1,1,0,1.122,0,3
5.6,21,15,5,37,21,34.043,34,38.152,34.5,0.0,24,275.34,16,14.7,13,24.074,5,23.214,21,0,47.1,1,0,1.122,0,3
5.6,21,15,6,39,21,36.145,36,40.651,35.5,0.0,25,290.36,16,16.7,14,25.08,6,24.236,22,0,44.4,1,0,1.129,0,3
5.6,21,16,3,37,21,34.051,34,37.78,34.5,2.9,24,275.33,17,8.8,13,24.279,4,23.413,21,0,50.0,1,0,1.111,1,3
5.6,15,10,3,32,15,30.051,30,33.78,26.5,3.3,19,227.29,13,10.0,13,20.279,4,19.413,17,0,43.3,3,0,1.126,1,3
5.6,15,10,4,42,15,38.92,39,44.109,31.5,2.6,24,282.38,16,10.3,18,25.807,5,24.488,21,0,41.0,6,0,1.131,1,3
5.6,20,13,5,30,20,27.276,27,30.322,31.0,0.0,21,235.27,13,18.5,9,19.551,5,19.161,18,0,48.1,0,0,1.123,0,1
5.6,21,16,4,36,21,33.018,33,36.574,34.5,0.0,24,292.39,16,12.1,12,24.716,5,23.38,21,0,48.5,0,0,1.108,0,3
5.6,21,16,4,39,21,35.902,36,39.989,35.5,0.0,25,306.42,17,11.1,14,26.478,5,24.907,22,0,47.2,1,0,1.111,0,4
5.6,20,13,6,49,20,44.796,45,50.896,39.0,0.0,29,332.45,19,13.3,20,30.364,6,28.816,25,0,42.2,6,0,1.131,0,3
5.6,20,13,6,41,20,38.029,38,43.066,35.0,0.0,25,292.38,16,15.8,16,25.841,6,24.762,22,0,42.1,3,0,1.133,0,3
5.6,21,16,5,55,21,51.301,51,57.777,43.5,2.0,33,391.49,22,9.8,22,34.273,7,32.946,29,0,43.1,6,0,1.133,1,5
6.469,16,12,6,66,16,62.752,63,71.806,42.0,3.2,34,424.61,23,9.5,32,39.841,8,37.406,31,0,36.5,11,0,1.14,2,8
6.215,20,19,4,72,18,69.298,68,77.453,54.0,4.4,43,538.62,29,5.9,29,44.858,10,43.755,39,2,42.6,10,0,1.139,3,6
6.77,20,19,4,72,18,69.298,68,77.453,54.0,4.4,43,538.62,29,5.9,29,44.858,10,43.755,39,2,42.6,10,0,1.139,3,5
6.444,16,12,5,52,16,49.116,49,55.647,37.0,4.1,29,353.47,19,10.2,23,31.79,7,30.278,26,0,38.8,7,0,1.136,2,4
6.398,17,13,6,58,16,55.101,55,62.561,41.0,3.6,32,394.53,21,10.9,26,35.557,8,33.826,29,1,38.2,8,0,1.137,2,4
5.638,14,14,4,62,11,59.832,59,67.153,43.5,6.8,35,442.54,23,6.8,27,37.915,9,36.65,32,3,39.0,9,0,1.138,4,6
6.208,16,12,6,66,16,62.752,63,71.806,42.0,3.2,34,424.61,23,9.5,32,39.841,8,37.406,31,0,36.5,11,0,1.14,2,9
5.9,23,20,3,45,23,42.08,42,46.661,40.5,0.0,29,361.47,21,7.1,16,30.932,5,29.322,26,0,50.0,1,0,1.111,0,4
5.0,18,14,8,69,17,67.054,65,75.201,51.5,4.6,42,532.59,24,12.3,27,41.597,14,41.26,38,1,36.9,10,0,1.157,3,7
7.921,20,12,8,54,20,50.076,50,56.813,42.0,0.0,32,394.56,19,16.0,22,34.023,9,32.046,28,0,38.0,7,0,1.136,0,5
5.015,24,21,3,64,22,60.967,61,68.026,50.0,4.9,37,473.64,27,4.9,27,42.165,7,39.717,34,2,44.3,6,0,1.115,3,6
4.658,18,18,3,69,12,69.04,67,75.71,53.0,14.9,41,561.53,25,4.5,28,44.142,14,42.984,39,6,37.3,7,0,1.13,10,12
9.0,18,16,6,74,18,69.963,70,79.431,49.0,4.3,40,490.67,27,8.6,34,45.057,9,42.648,36,0,38.6,11,0,1.135,3,7
4.276,18,17,5,71,12,70.589,69,78.288,53.0,11.6,41,559.57,25,7.2,30,45.244,14,43.597,39,6,36.2,8,0,1.135,8,12
6.31,16,16,7,70,12,65.97,66,74.889,49.0,3.0,39,473.64,26,10.6,31,43.086,9,40.901,35,4,39.4,10,0,1.135,2,7
5.745,14,13,4,48,12,45.454,45,50.678,37.0,4.4,29,370.87,19,8.9,19,30.881,7,29.557,26,2,42.2,6,1,1.126,2,3
6.668,18,13,7,43,17,42.156,41,47.244,38.5,0.0,28,355.39,17,17.1,15,27.722,9,27.55,26,0,41.5,3,0,1.152,0,5
6.0,24,20,6,67,20,61.872,61,68.564,57.0,6.6,43,496.57,27,9.8,24,41.705,10,40.729,37,4,44.3,7,0,1.124,4,2
5.0,16,9,6,44,15,40.912,41,46.481,35.5,0.0,26,306.41,17,14.6,18,27.603,6,26.289,23,0,41.5,7,0,1.134,0,4
5.699,14,13,5,89,6,91.527,89,101.826,58.0,14.6,47,687.72,28,5.6,42,55.085,19,53.332,47,8,31.5,15,0,1.144,13,20
4.377,14,14,4,85,6,87.24,85,96.98,56.0,14.1,45,636.73,29,4.7,40,52.182,16,51.146,45,8,34.1,15,0,1.141,12,20
5.886,14,14,6,96,6,96.883,95,108.597,61.0,11.6,50,690.84,32,6.3,46,58.262,17,56.527,49,8,33.7,18,0,1.143,11,19
6.921,26,23,6,72,23,69.52,69,77.544,58.5,4.3,43,557.1,30,8.7,29,47.392,10,45.422,40,2,43.5,6,1,1.124,3,11
4.602,24,20,5,59,22,55.116,55,61.647,49.0,3.6,36,425.53,25,9.1,23,37.79,7,36.278,32,2,45.5,5,0,1.121,2,6
8.0,31,24,7,79,29,75.989,74,83.958,67.5,4.1,51,667.8,31,9.5,28,51.648,15,50.14,46,2,41.9,7,0,1.135,3,9
4.745,13,12,6,50,11,47.007,47,53.521,35.5,2.1,28,338.46,18,12.8,22,30.58,7,29.058,25,2,38.3,6,0,1.139,1,2
5.319,19,18,4,40,17,37.153,37,41.279,36.5,2.7,26,302.36,18,10.8,14,26.284,5,25.434,23,2,48.6,0,0,1.116,1,2
7.15,17,14,5,55,17,52.832,52,59.081,41.5,1.9,33,450.38,21,9.6,22,35.75,9,34.128,30,0,40.4,7,2,1.136,1,5
4.602,12,11,0,27,11,26.727,26,28.914,23.5,15.4,17,218.22,12,0.0,10,17.625,4,17.493,16,1,46.2,1,0,1.112,4,2
5.602,19,17,7,72,18,69.829,69,78.402,51.0,4.3,41,560.54,26,10.1,31,46.017,12,43.798,38,1,37.7,9,2,1.136,3,8
5.3,13,11,6,49,12,47.334,47,53.73,34.0,4.3,27,342.45,17,12.8,22,30.034,8,28.772,25,1,36.2,6,0,1.143,2,5
6.398,17,13,7,64,17,59.76,60,68.265,43.5,1.7,35,419.59,23,11.7,29,38.87,8,36.659,31,0,38.3,10,0,1.138,1,5
6.141,22,16,8,59,21,55.534,55,62.461,47.5,1.8,36,450.98,22,14.5,23,37.449,10,35.928,32,1,40.0,6,1,1.136,1,5
5.738,22,16,8,61,21,56.534,56,63.461,49.5,1.8,38,462.99,23,14.3,23,38.449,10,36.928,33,1,41.1,7,1,1.133,1,5
6.481,21,14,7,64,20,60.28,60,67.979,48.0,3.3,37,465.64,23,11.7,27,40.211,10,38.034,33,1,38.3,9,0,1.133,2,6
5.431,21,14,9,53,21,49.218,49,55.976,42.5,0.0,32,375.49,19,18.4,21,32.62,9,31.353,28,0,38.8,5,0,1.142,0,4
6.22,22,16,8,56,21,52.327,52,59.102,45.5,1.9,34,402.51,21,15.4,22,34.83,9,33.574,30,1,40.4,5,0,1.137,1,4
6.141,22,16,8,59,21,56.749,55,63.537,49.5,1.8,38,470.51,22,14.5,21,36.404,12,36.25,34,1,40.0,6,0,1.155,1,4
6.772,22,16,8,64,21,59.094,59,66.933,49.5,1.7,38,442.58,24,13.6,26,39.353,9,37.627,33,1,40.7,8,0,1.134,1,5
5.921,22,16,8,63,21,59.745,59,67.086,49.5,3.4,38,481.01,23,13.6,25,39.665,11,38.169,34,1,39.0,7,1,1.137,2,6
5.699,22,16,7,55,21,51.876,51,57.757,46.5,3.9,35,437.93,21,13.7,20,35.137,10,34.095,31,1,41.2,5,1,1.132,2,4
8.0,22,16,7,61,21,57.643,57,64.588,48.5,3.5,37,465.99,23,12.3,24,38.659,10,37.148,33,1,40.4,7,1,1.133,2,5
7.155,22,16,8,59,21,55.534,55,62.461,47.5,1.8,36,450.98,22,14.5,23,37.449,10,35.928,32,1,40.0,6,1,1.136,1,4
5.646,22,16,8,62,21,58.418,58,65.877,48.5,1.7,37,465.01,23,13.8,25,39.211,10,37.455,33,1,39.7,7,1,1.136,1,4
5.333,22,16,8,61,21,56.534,56,63.461,49.5,1.8,38,462.99,23,14.3,23,38.449,10,36.928,33,1,41.1,7,1,1.133,1,4
5.466,22,16,8,62,21,58.418,58,65.877,48.5,1.7,37,465.01,23,13.8,25,39.211,10,37.455,33,1,39.7,7,1,1.136,1,4
6.268,22,16,8,61,21,56.534,56,63.461,49.5,1.8,38,462.99,23,14.3,23,38.449,10,36.928,33,1,41.1,7,1,1.133,1,4
5.824,22,16,8,61,21,56.534,56,63.461,49.5,1.8,38,462.99,23,14.3,23,38.449,10,36.928,33,1,41.1,7,1,1.133,1,4
5.494,22,16,8,61,21,56.534,56,63.461,49.5,1.8,38,462.99,23,14.3,23,38.449,10,36.928,33,1,41.1,7,1,1.133,1,4
6.745,22,16,8,67,21,62.301,62,70.292,51.5,1.6,40,491.05,25,12.9,27,41.972,10,39.981,35,1,40.3,9,1,1.134,1,5
6.224,22,16,8,66,21,60.418,60,67.877,52.5,1.7,41,489.03,25,13.3,25,41.211,10,39.455,35,1,41.7,9,1,1.131,1,5
6.322,22,16,8,67,21,62.301,62,70.292,51.5,1.6,40,491.05,25,12.9,27,41.972,10,39.981,35,1,40.3,9,1,1.134,1,5
6.025,22,16,8,66,21,60.418,60,67.877,52.5,1.7,41,489.03,25,13.3,25,41.211,10,39.455,35,1,41.7,9,1,1.131,1,5
6.547,22,16,8,66,21,60.418,60,67.877,52.5,1.7,41,489.03,25,13.3,25,41.211,10,39.455,35,1,41.7,9,1,1.131,1,5
6.438,22,16,8,66,21,60.418,60,67.877,52.5,1.7,41,489.03,25,13.3,25,41.211,10,39.455,35,1,41.7,9,1,1.131,1,5
4.983,22,16,7,60,21,55.76,55,62.173,49.5,3.6,38,463.97,23,12.7,22,37.898,10,36.621,33,1,41.8,7,1,1.13,2,5
4.699,22,16,8,56,21,52.651,52,59.046,46.5,1.9,35,436.95,21,15.4,21,35.688,10,34.401,31,1,40.4,5,1,1.136,1,4
4.699,22,16,8,61,21,56.534,56,63.461,49.5,1.8,38,462.99,23,14.3,23,38.449,10,36.928,33,1,41.1,7,1,1.133,1,5
4.699,22,16,7,55,21,51.876,51,57.757,46.5,3.9,35,437.93,21,13.7,20,35.137,10,34.095,31,1,41.2,5,1,1.132,2,4
4.699,22,16,7,60,21,55.76,55,62.173,49.5,3.6,38,463.97,23,12.7,22,37.898,10,36.621,33,1,41.8,7,1,1.13,2,5
4.699,22,16,8,56,21,52.84,52,59.442,46.5,1.9,35,420.5,21,15.4,21,34.767,10,33.957,31,1,40.4,5,0,1.143,1,4
4.699,22,16,8,61,21,56.723,56,63.857,49.5,1.8,38,446.54,23,14.3,23,37.529,10,36.484,33,1,41.1,7,0,1.14,1,5
4.699,22,16,7,55,21,52.065,51,58.153,46.5,3.9,35,421.48,21,13.7,20,34.216,10,33.65,31,1,41.2,5,0,1.14,2,4
4.699,22,16,7,60,21,55.949,55,62.568,49.5,3.6,38,447.52,23,12.7,22,36.978,10,36.177,33,1,41.8,7,0,1.138,2,5
4.699,22,16,8,62,21,58.607,58,66.272,48.5,1.7,37,448.56,23,13.8,25,38.29,10,37.01,33,1,39.7,7,0,1.143,1,4
4.85,22,16,8,67,21,62.49,62,70.688,51.5,1.6,40,474.6,25,12.9,27,41.052,10,39.537,35,1,40.3,9,0,1.14,1,5
4.699,22,16,8,62,21,58.607,58,66.272,48.5,1.7,37,448.56,23,13.8,25,38.29,10,37.01,33,1,39.7,7,0,1.143,1,4
4.699,22,16,8,67,21,62.49,62,70.688,51.5,1.6,40,474.6,25,12.9,27,41.052,10,39.537,35,1,40.3,9,0,1.14,1,5
6.377,22,16,8,56,21,52.651,52,59.046,46.5,1.9,35,436.95,21,15.4,21,35.688,10,34.401,31,1,40.4,5,1,1.136,1,4
5.6,20,20,3,52,18,48.912,49,54.651,42.0,4.1,31,371.47,23,6.1,21,33.779,5,32.235,28,2,46.9,3,0,1.115,2,3
6.0,20,20,3,52,18,48.912,49,54.651,42.0,4.1,31,371.47,23,6.1,21,33.779,5,32.235,28,2,46.9,3,0,1.115,2,3
5.8,20,20,3,49,18,46.029,46,51.235,41.0,4.3,30,357.44,22,6.5,19,32.017,5,30.708,27,2,47.8,2,0,1.114,2,3
