pXC50,Eig02_AEA.bo.,Eig03_AEA.ri.,Eig03_EA,SM11_AEA.bo.,Eig03_EA.ed.,SM12_AEA.dm.,Eig03_EA.ri.,Eig03_AEA.ed.,Eig03_AEA.bo.,Eig04_AEA.ed.,Eig04_EA.ri.,Eig04_EA.ed.,SM13_AEA.dm.,Eig04_EA,SM12_AEA.bo.,Eig04_AEA.ri.,Eig02_EA.bo.,SM12_AEA.ri.,piPC10,PCR,piPC09,SpMax2_Bh.e.,Hy,SpMax2_Bh.i.,MATS5m,Eig01_EA.ri.,SpMax_EA.ri.,PCD,MATS7s,MATS5s,MATS5e,CATS2D_05_DN,MATS7e,IC3,H.050,GGI9,SpDiam_EA.ri.,SpMax2_Bh.m.,SpMAD_AEA.bo.,SM14_EA.ri.,SM15_EA.ri.,nHDon,SpMax5_Bh.s.,SM03_EA.ri.,piID,SM11_EA.ri.,SM12_EA.ri.,SM13_EA.ri.,SAdon,ATSC3s,D.Dtr05,DELS,ATSC8s,Eig02_AEA.ed.,SpMax8_Bh.s.,GATS6p,SM09_EA.ri.,SpMax7_Bh.s.,X3Av,IC2,SM07_EA.ri.,PW2,CATS2D_02_DN,GATS7m,SM10_EA.ri.,Eig02_EA.ri.,Eig05_AEA.dm.
7.658,4.424,3.774,2.789,2.789,8.832,8.832,2.741,6.108,4.025,5.889,2.545,8.1,8.1,2.589,2.589,3.575,3.986,3.986,6.76,1.378,6.636,4.039,1.568,4.065,0.045,3.196,3.196,2.905,-0.062,0.146,0.102,1,-0.087,5.574,4,0.255,5.196,3.991,1.514,16.779,17.904,3,4.857,4.172,10.593,13.389,14.533,15.642,77.48,62.215,149.081,37.659,97.251,6.54,4.259,1.038,11.144,4.313,0.1,5.124,8.898,0.58,1,1.149,12.313,3.041,3.13
6.745,4.424,3.774,2.789,2.789,8.832,8.832,2.741,6.108,4.025,5.889,2.545,8.1,8.1,2.589,2.589,3.575,3.986,3.986,6.76,1.378,6.636,4.039,1.568,4.065,0.045,3.196,3.196,2.905,-0.062,0.146,0.102,1,-0.087,5.574,4,0.255,5.196,3.991,1.514,16.779,17.904,3,4.857,4.172,10.593,13.389,14.533,15.642,77.48,62.215,149.081,37.659,97.251,6.54,4.259,1.038,11.144,4.313,0.1,5.124,8.898,0.58,1,1.149,12.313,3.041,3.13
5.398,3.972,3.568,2.587,2.587,8.136,8.136,2.523,5.923,3.641,4.959,2.221,5.724,5.724,2.19,2.19,3.212,3.125,3.125,3.638,1.028,3.807,3.829,1.734,3.88,-0.021,3.04,3.04,0.175,-0.09,0.079,0.049,0,-0.104,5.24,4,0.2,4.951,3.722,1.442,15.919,16.995,4,6.456,3.863,6.423,12.677,13.77,14.831,117.972,102.682,97.226,45.801,198.881,6.114,4.182,1.122,10.533,4.205,0.121,4.562,8.389,0.558,0,1.083,11.648,2.81,2.862
8.022,4.256,3.726,2.759,2.759,8.509,8.509,2.641,5.988,3.959,5.89,2.604,8.004,8.004,2.685,2.685,3.662,3.686,3.686,6.491,1.257,6.474,3.927,1.573,3.962,-0.098,3.436,3.436,1.831,-0.129,0.139,0.085,1,-0.131,5.351,4,0.326,5.405,3.923,1.52,17.378,18.59,3,4.907,4.292,8.958,13.763,14.969,16.165,78.705,92.846,235.382,47.587,141.567,6.148,4.273,0.987,11.393,4.374,0.119,4.926,9.058,0.585,1,1.031,12.6,2.775,2.906
7.638,4.256,3.746,2.767,2.767,8.511,8.511,2.698,5.989,3.959,5.913,2.665,8.165,8.165,2.723,2.723,3.706,3.686,3.686,6.527,1.235,6.51,3.935,1.495,3.971,0.053,3.436,3.436,1.747,-0.175,0.163,0.136,1,-0.184,5.288,4,0.351,5.436,3.935,1.507,17.409,18.615,3,4.912,4.316,9.181,13.809,15.012,16.2,78.705,92.635,255.241,49.568,142.678,6.148,4.28,1.197,11.45,4.377,0.125,4.533,9.121,0.581,1,1.077,12.657,2.82,2.906
6.921,4.248,3.793,2.818,2.818,8.719,8.719,2.733,6.145,3.972,5.982,2.685,8.481,8.481,2.74,2.74,3.724,3.687,3.687,6.815,1.296,6.618,3.931,1.573,3.972,0.015,3.437,3.437,2.124,-0.16,0.071,-0.005,1,-0.171,5.128,4,0.351,5.437,3.897,1.511,17.43,18.636,3,5.029,4.324,9.313,13.832,15.033,16.223,78.705,94.787,114.592,48.401,184.296,6.191,4.275,1.167,11.47,4.382,0.111,4.874,9.132,0.587,1,1.197,12.674,2.868,2.9
7.31,4.256,3.79,2.819,2.819,8.719,8.719,2.721,6.147,3.973,5.983,2.629,8.482,8.482,2.742,2.742,3.712,3.687,3.687,6.485,1.26,6.471,3.927,1.601,3.962,-0.044,3.437,3.437,1.844,-0.124,0.066,-0.002,1,-0.134,5.283,4,0.346,5.406,3.925,1.521,17.395,18.605,3,4.907,4.292,8.927,13.786,14.989,16.184,78.705,94.072,226.513,46.972,171.911,6.191,4.275,1.041,11.418,4.382,0.123,4.955,9.081,0.589,1,1.082,12.622,2.778,2.906
7.009,4.354,3.799,2.824,2.824,8.72,8.72,2.742,6.191,4.105,5.986,2.705,8.496,8.496,2.768,2.768,3.75,3.711,3.711,7.216,1.326,6.98,3.947,1.55,3.988,-0.001,3.437,3.437,2.432,-0.105,0.009,-0.033,1,-0.13,5.415,4,0.371,5.437,3.913,1.519,17.453,18.656,3,6.999,4.451,9.888,13.871,15.067,16.25,78.705,115.129,126.554,63.069,225.995,6.214,4.601,1.157,11.523,4.91,0.106,4.999,9.205,0.593,1,1.169,12.721,2.894,3.098
6.886,4.256,3.793,2.819,2.819,8.719,8.719,2.732,6.147,3.973,5.983,2.684,8.482,8.482,2.742,2.742,3.725,3.687,3.687,6.485,1.26,6.471,3.934,1.57,3.97,-0.006,3.437,3.437,1.844,-0.157,0.086,0.028,1,-0.18,5.188,4,0.346,5.437,3.927,1.521,17.428,18.635,3,4.808,4.324,8.927,13.831,15.031,16.221,78.705,89.963,226.513,44.545,171.413,6.191,4.274,1.089,11.469,4.381,0.123,4.839,9.133,0.589,1,1.019,12.671,2.864,2.906
6.456,4.47,3.802,2.827,2.827,8.721,8.721,2.748,6.191,4.033,5.988,2.709,8.508,8.508,2.774,2.774,3.756,3.689,3.689,7.137,1.306,6.918,3.939,1.471,3.977,-0.065,3.437,3.437,2.309,-0.118,0.047,-0.07,1,-0.102,5.261,4,0.411,5.437,3.906,1.498,17.518,18.718,3,4.951,4.444,9.842,13.937,15.134,16.317,78.705,95.579,129.512,53.172,181.083,6.683,4.382,1.193,11.583,4.489,0.107,4.855,9.251,0.584,1,1.092,12.785,3.031,3.098
6.252,4.334,3.798,2.824,2.824,8.72,8.72,2.737,6.191,4.042,5.985,2.696,8.493,8.493,2.769,2.769,3.746,3.689,3.689,7.07,1.298,6.852,3.939,1.52,3.977,0.02,3.437,3.437,2.201,-0.147,0.045,-0.003,1,-0.171,5.249,4,0.382,5.437,3.921,1.519,17.447,18.651,3,6.351,4.408,9.575,13.857,15.056,16.242,78.705,129.091,123.062,58.892,209.858,6.213,4.382,1.133,11.502,4.69,0.112,4.793,9.175,0.596,1,1.085,12.706,2.9,3.098
6.745,4.522,3.748,2.76,2.76,8.492,8.492,2.718,5.976,4.003,5.635,2.398,7.415,7.415,2.412,2.412,3.409,3.842,3.842,8.111,1.457,7.785,3.846,1.815,3.88,0.077,3.266,3.266,3.303,-0.032,-0.053,-0.092,3,0.045,5.037,4,0.247,5.266,4.168,1.56,17.201,18.365,4,6.23,4.271,10.527,13.702,14.876,16.03,134.958,96.457,44.401,41.158,65.853,6.756,4.307,0.785,11.381,4.534,0.106,4.533,9.063,0.603,2,1.029,12.57,3.21,2.222
7.658,4.538,4.007,3.06,3.06,10.257,10.257,2.896,6.523,4.418,5.976,2.718,8.494,8.494,2.76,2.76,3.748,4.104,4.104,8.205,1.492,7.888,3.973,1.501,3.989,-0.089,3.289,3.289,4.016,-0.062,-0.155,-0.218,3,-0.001,5.245,4,0.494,5.289,4.169,1.504,17.347,18.505,4,6.23,4.521,12.183,13.867,15.036,16.181,134.958,107.387,83.2,60.893,145.918,6.756,4.58,1.094,11.566,4.971,0.099,4.697,9.271,0.586,2,0.926,12.751,3.21,2.703
6.284,4.382,3.819,2.854,2.854,9.143,9.143,2.754,6.155,4.108,5.651,2.436,7.548,7.548,2.463,2.463,3.454,3.721,3.721,7.643,1.398,7.317,3.881,1.811,3.955,-0.012,3.211,3.211,2.976,0.205,-0.057,-0.092,0,0.236,5.05,4,0.182,5.211,4.05,1.535,16.881,18.016,4,4.851,4.178,10.461,13.461,14.613,15.735,108.815,72.195,118.176,27.809,64.228,6.404,3.842,0.862,11.193,4.164,0.096,4.558,8.925,0.59,1,1.008,12.367,3.091,2.181
6.0,4.528,3.817,2.852,2.852,9.113,9.113,2.751,6.156,4.232,5.911,2.539,8.123,8.123,2.619,2.619,3.597,4.474,4.474,7.4,1.495,7.234,4.066,0.9,4.051,0.072,3.088,3.088,3.748,-0.138,0.294,0.251,1,-0.224,5.269,3,0.176,5.088,4.087,1.546,16.461,17.552,3,4.97,4.209,11.327,13.164,14.278,15.354,75.874,60.85,165.035,41.484,88.44,6.539,4.311,1.247,10.98,4.495,0.129,4.684,8.794,0.596,1,1.43,12.12,3.004,2.484
6.0,4.528,3.955,2.989,2.989,9.567,9.567,2.883,6.287,4.364,5.992,2.613,8.541,8.541,2.671,2.671,3.652,4.474,4.474,8.059,1.59,7.693,4.071,0.877,4.089,0.013,3.119,3.119,4.855,-0.012,0.186,0.029,1,0.06,5.243,3,0.289,5.119,4.08,1.541,16.678,17.774,3,5.213,4.304,13.084,13.363,14.485,15.565,75.874,68.466,203.4,48.793,94.147,6.539,4.617,1.086,11.165,4.712,0.095,4.514,8.96,0.59,1,1.097,12.317,3.02,2.707
5.187,4.25,3.854,2.858,2.858,8.891,8.891,2.841,6.113,4.047,5.979,2.669,8.463,8.463,2.708,2.708,3.696,3.892,3.892,7.197,1.455,7.005,4.016,0.702,4.043,0.033,3.034,3.034,3.783,0.208,-0.1,-0.053,0,0.248,5.306,3,0.215,5.034,3.957,1.493,16.294,17.352,2,4.599,4.176,12.097,13.065,14.17,15.206,34.796,46.912,103.29,30.778,64.698,6.147,4.236,1.04,10.924,4.289,0.105,4.705,8.769,0.575,0,1.183,12.073,2.889,2.884
5.187,4.073,3.545,2.575,2.575,7.305,7.305,2.504,5.469,3.897,5.35,2.418,6.982,6.982,2.474,2.474,3.457,3.653,3.653,6.881,1.502,6.649,3.961,0.78,3.985,0.082,3.033,3.033,3.82,0.155,-0.011,-0.048,0,0.289,5.173,3,0.192,5.033,3.9,1.461,15.81,16.868,2,4.372,3.852,11.425,12.579,13.69,14.716,34.796,40.349,81.883,21.62,41.729,5.611,3.921,0.981,10.454,4.271,0.1,4.469,8.33,0.566,0,1.077,11.613,2.689,2.68
7.658,4.381,3.748,2.76,2.76,8.443,8.443,2.717,5.962,4.003,5.633,2.397,7.398,7.398,2.411,2.411,3.408,3.718,3.718,8.09,1.463,7.774,3.82,1.86,3.854,0.005,3.211,3.211,3.314,-0.039,-0.126,-0.16,3,0.033,4.972,4,0.182,5.211,4.168,1.54,16.866,18.003,4,6.23,4.192,10.476,13.443,14.595,15.719,134.958,108.438,41.691,38.853,67.656,6.401,4.301,0.869,11.174,4.534,0.094,4.431,8.905,0.596,2,1.044,12.344,3.091,2.205
5.382,4.296,3.815,2.818,2.818,9.014,9.014,2.809,6.132,4.11,5.928,2.602,8.251,8.251,2.651,2.651,3.638,3.91,3.91,7.318,1.498,7.065,4.013,1.509,4.037,0.006,3.051,3.051,3.794,0.02,0.159,0.146,1,-0.02,5.171,4,0.271,5.051,3.972,1.509,16.414,17.493,3,4.834,4.095,11.409,13.133,14.25,15.312,77.48,57.701,83.245,33.397,79.66,6.455,4.258,0.993,10.954,4.313,0.094,4.455,8.76,0.575,1,1.024,12.108,2.997,2.88
7.0,4.395,3.755,2.769,2.769,8.752,8.752,2.723,6.091,3.998,5.878,2.519,8.022,8.022,2.533,2.533,3.533,3.905,3.905,6.691,1.384,6.534,4.034,1.595,4.063,0.044,3.188,3.188,2.881,-0.064,0.163,0.149,1,-0.101,5.351,4,0.224,5.188,3.982,1.523,16.746,17.87,3,4.747,4.095,10.379,13.356,14.5,15.609,77.48,59.831,136.734,33.932,81.931,6.54,4.038,1.017,11.108,4.29,0.102,4.822,8.854,0.58,1,1.194,12.279,3.041,3.13
7.886,4.381,3.872,2.886,2.886,8.991,8.991,2.836,6.132,4.065,5.871,2.632,8.127,8.127,2.662,2.662,3.654,3.718,3.718,8.143,1.431,7.811,3.867,2.407,3.91,0.002,3.211,3.211,3.273,-0.115,0.023,-0.061,2,-0.077,5.315,5,0.428,5.211,4.169,1.537,16.949,18.079,5,6.351,4.431,10.865,13.554,14.696,15.811,152.969,130.525,65.199,54.126,133.018,6.402,4.535,0.851,11.309,5.185,0.098,4.914,9.069,0.593,2,1.088,12.468,3.092,2.705
5.745,4.541,4.027,3.027,3.027,10.194,10.194,3.027,6.505,4.488,5.976,2.718,8.494,8.494,2.76,2.76,3.748,4.43,4.43,8.299,1.614,8.1,4.092,1.467,4.112,0.01,3.29,3.29,5.141,-0.054,-0.105,-0.113,3,-0.018,5.213,4,0.454,5.29,4.17,1.536,17.419,18.577,4,6.23,4.495,13.508,13.933,15.106,16.251,134.958,99.898,72.801,49.938,102.898,6.756,4.534,0.991,11.621,4.894,0.102,4.397,9.308,0.593,2,1.153,12.816,3.21,2.703
6.051,4.538,3.851,2.897,2.897,9.124,9.124,2.765,6.165,4.263,5.976,2.718,8.494,8.494,2.76,2.76,3.748,3.911,3.911,8.192,1.494,7.873,3.964,1.522,3.986,-0.021,3.289,3.289,3.977,-0.089,-0.13,-0.161,3,-0.044,5.414,4,0.454,5.289,4.169,1.512,17.305,18.465,4,6.23,4.468,12.031,13.819,14.99,16.136,134.958,104.904,77.155,56.132,121.868,6.756,4.534,1.059,11.515,4.929,0.102,4.739,9.219,0.588,2,1.043,12.703,3.21,2.703
6.721,4.373,3.754,2.767,2.767,8.755,8.755,2.724,6.091,4.001,5.882,2.53,8.043,8.043,2.545,2.545,3.544,3.888,3.888,6.678,1.38,6.609,4.023,1.564,4.054,0.027,3.166,3.166,2.883,-0.077,0.159,0.146,1,-0.117,5.414,4,0.255,5.166,3.968,1.515,16.689,17.806,3,4.738,4.095,10.462,13.315,14.456,15.557,77.48,59.248,70.576,34.593,81.598,6.54,4.049,1.048,11.077,4.293,0.104,4.843,8.832,0.577,1,1.291,12.249,3.04,3.13
6.284,4.54,4.069,3.118,3.118,10.786,10.786,2.961,6.687,4.47,5.976,2.718,8.494,8.494,2.76,2.76,3.748,4.164,4.164,8.201,1.496,7.885,3.974,1.501,3.99,-0.123,3.289,3.289,4.049,0.033,-0.16,-0.218,3,0.105,5.333,4,0.534,5.289,4.169,1.505,17.379,18.537,4,6.23,4.521,12.216,13.899,15.068,16.213,134.958,107.15,82.522,61.298,140.012,6.756,4.577,1.043,11.595,4.968,0.098,4.756,9.295,0.586,2,0.943,12.781,3.21,2.747
7.398,4.539,3.981,3.023,3.023,9.766,9.766,2.895,6.347,4.387,5.976,2.718,8.494,8.494,2.76,2.76,3.748,4.072,4.072,8.201,1.496,7.883,3.974,1.501,3.99,-0.029,3.289,3.289,4.049,-0.016,-0.114,-0.115,3,0.032,5.333,4,0.534,5.289,4.169,1.505,17.348,18.507,4,6.23,4.521,12.216,13.87,15.038,16.183,134.958,106.558,82.522,61.085,140.692,6.756,4.616,1.021,11.569,4.961,0.1,4.756,9.275,0.587,2,1.061,12.754,3.21,2.881
6.699,4.541,4.013,3.027,3.027,10.194,10.194,2.984,6.505,4.488,5.976,2.718,8.494,8.494,2.76,2.76,3.748,4.43,4.43,8.299,1.614,8.1,4.076,1.495,4.103,-0.022,3.289,3.289,5.141,-0.025,-0.126,-0.14,3,0.048,5.492,4,0.454,5.289,4.17,1.536,17.391,18.549,4,6.23,4.488,13.508,13.908,15.08,16.224,134.958,103.404,72.801,52.531,95.453,6.756,4.534,1.025,11.599,4.988,0.1,4.689,9.29,0.593,2,1.093,12.791,3.21,2.703
6.955,4.381,3.822,2.856,2.856,8.707,8.707,2.757,6.06,4.316,6.025,2.702,8.59,8.59,2.741,2.741,3.732,3.952,3.952,7.221,1.505,6.945,3.938,4.072,3.961,-0.016,3.128,3.128,3.739,-0.012,-0.061,-0.069,1,-0.041,5.522,7,0.575,5.128,4.1,1.518,16.735,17.846,7,6.435,4.298,11.138,13.385,14.514,15.612,159.968,151.262,83.847,60.302,165.492,6.401,4.934,0.856,11.164,5.028,0.091,5.135,8.941,0.581,1,0.818,12.316,3.09,2.775
5.0,4.172,3.773,2.804,2.804,8.774,8.774,2.709,6.08,4.161,5.885,2.572,8.065,8.065,2.635,2.635,3.614,3.779,3.779,8.249,1.459,7.861,3.895,0.118,3.928,-0.136,3.196,3.196,3.65,-0.054,-0.222,-0.261,0,-0.043,5.024,2,0.472,5.196,3.841,1.528,16.928,18.06,2,4.763,4.391,11.595,13.522,14.67,15.785,36.022,52.747,80.001,37.725,122.745,6.446,4.269,0.873,11.272,4.336,0.084,4.331,9.03,0.589,0,1.053,12.44,3.133,2.984
6.959,4.278,3.766,2.795,2.795,8.55,8.55,2.709,6.022,4.078,5.953,2.617,8.263,8.263,2.643,2.643,3.637,3.718,3.718,6.064,1.319,5.817,3.839,2.621,3.878,-0.049,3.092,3.092,1.993,-0.076,-0.114,-0.13,2,-0.11,5.053,5,0.327,5.092,3.887,1.526,16.297,17.383,5,6.435,4.163,8.245,13.027,14.127,15.2,152.969,161.862,0.0,56.884,183.225,6.323,4.821,0.847,10.86,6.23,0.105,4.849,8.691,0.587,2,0.959,11.979,2.884,2.583
6.921,4.682,4.133,3.132,3.132,10.157,10.157,2.882,6.446,4.24,6.097,2.825,8.904,8.904,2.883,2.883,3.879,4.62,4.62,8.438,1.584,8.069,4.074,0.677,4.056,-0.074,3.151,3.151,5.236,0.068,-0.187,-0.2,0,0.137,5.567,3,0.614,5.151,4.135,1.54,17.038,18.144,3,7.427,4.758,14.208,13.708,14.831,15.919,54.032,100.068,118.609,70.968,151.915,6.857,4.741,0.861,11.508,4.91,0.093,4.695,9.314,0.6,0,0.912,12.653,3.13,3.235
7.548,3.908,3.022,2.015,2.015,5.788,5.788,2.012,5.063,3.412,4.537,1.637,4.673,4.673,1.828,1.828,2.73,3.193,3.193,5.978,1.257,6.111,3.76,-0.75,3.811,0.02,3.02,3.02,1.651,-0.083,-0.058,0.005,0,0.071,4.174,0,0.0,5.02,3.653,1.504,15.544,16.629,0,3.784,3.321,8.075,12.256,13.374,14.439,0.0,25.694,0.0,17.986,12.025,6.067,3.354,1.09,10.078,3.474,0.084,3.907,7.895,0.573,0,1.244,11.233,2.48,1.791
6.638,4.278,3.761,2.79,2.79,8.545,8.545,2.701,6.02,4.025,5.817,2.533,7.836,7.836,2.572,2.572,3.562,3.718,3.718,6.068,1.313,5.814,3.827,2.608,3.865,0.081,3.092,3.092,1.974,-0.133,-0.025,-0.02,2,-0.153,5.269,5,0.367,5.092,3.896,1.481,16.189,17.274,5,6.435,4.065,8.29,12.922,14.023,15.092,152.969,157.456,0.0,57.445,189.505,6.102,4.821,0.845,10.761,6.23,0.121,5.069,8.597,0.571,2,0.913,11.881,2.803,3.116
6.886,4.381,3.779,2.803,2.803,8.564,8.564,2.738,6.026,4.278,6.001,2.682,8.489,8.489,2.738,2.738,3.724,3.871,3.871,6.796,1.531,6.99,3.932,1.57,3.957,-0.037,3.092,3.092,3.852,-0.002,-0.091,-0.087,1,-0.011,5.229,4,0.358,5.092,4.044,1.499,16.538,17.631,4,6.23,4.176,11.111,13.227,14.349,15.427,110.285,112.202,0.0,45.419,123.902,6.401,4.472,0.853,11.03,4.818,0.101,4.621,8.823,0.577,1,0.885,12.182,3.03,2.573
6.886,4.173,3.748,2.778,2.778,8.606,8.606,2.686,6.028,4.151,5.961,2.645,8.361,8.361,2.731,2.731,3.699,3.776,3.776,8.275,1.486,7.918,3.895,0.764,3.939,-0.144,3.15,3.15,3.994,0.097,-0.193,-0.222,0,0.185,5.41,3,0.429,5.15,3.847,1.53,16.843,17.961,3,4.923,4.516,12.217,13.481,14.613,15.714,54.032,77.078,93.509,49.056,86.304,6.446,4.332,0.969,11.264,4.636,0.081,4.823,9.06,0.591,0,1.016,12.415,3.13,3.043
6.77,4.522,4.132,3.132,3.132,10.157,10.157,3.001,6.446,4.168,5.963,2.632,8.375,8.375,2.684,2.684,3.667,3.991,3.991,8.298,1.486,7.926,3.921,0.135,3.946,-0.221,3.16,3.16,3.963,-0.036,-0.271,-0.246,0,-0.008,5.001,2,0.5,5.16,3.881,1.551,17.022,18.145,2,7.427,4.531,12.121,13.639,14.778,15.888,36.022,57.003,86.092,58.976,205.856,6.851,4.681,0.883,11.398,4.764,0.082,4.291,9.16,0.597,0,0.972,12.558,3.132,2.992
7.886,4.278,3.832,2.839,2.839,8.909,8.909,2.806,6.113,4.249,6.021,2.704,8.547,8.547,2.791,2.791,3.762,3.871,3.871,7.174,1.481,6.945,3.928,2.243,3.953,0.072,3.092,3.092,3.572,-0.116,0.039,0.023,2,-0.12,5.317,5,0.522,5.092,3.961,1.514,16.448,17.52,5,6.435,4.334,10.992,13.198,14.302,15.354,152.969,147.832,0.0,62.29,176.329,6.148,4.845,0.881,11.046,6.23,0.098,4.648,8.887,0.58,2,0.973,12.181,2.888,2.9
7.18,4.252,3.887,2.896,2.896,8.909,8.909,2.872,6.099,4.173,6.028,2.686,8.606,8.606,2.778,2.778,3.747,3.835,3.835,8.425,1.577,8.056,3.979,0.669,4.001,-0.063,3.151,3.151,5.141,0.099,-0.182,-0.191,0,0.167,5.565,3,0.574,5.151,4.134,1.535,16.961,18.071,3,7.397,4.655,14.052,13.619,14.748,15.838,54.032,82.567,115.161,61.573,118.064,6.446,4.689,0.86,11.414,4.744,0.092,4.682,9.217,0.593,0,0.913,12.566,3.13,3.235
7.276,4.381,3.823,2.856,2.856,8.705,8.705,2.759,6.059,4.316,6.004,2.704,8.503,8.503,2.746,2.746,3.736,3.952,3.952,6.878,1.526,7.051,3.94,1.573,3.964,0.025,3.092,3.092,3.854,-0.018,-0.054,-0.07,1,-0.015,5.401,4,0.462,5.092,4.038,1.503,16.411,17.491,4,6.435,4.238,11.186,13.139,14.249,15.311,110.285,138.589,0.0,54.44,150.945,6.183,4.788,0.882,10.971,4.9,0.099,4.808,8.797,0.583,1,0.907,12.112,2.923,2.775
6.174,4.373,3.754,2.767,2.767,8.755,8.755,2.724,6.091,4.001,5.882,2.53,8.043,8.043,2.545,2.545,3.544,3.888,3.888,6.678,1.38,6.609,4.023,1.564,4.054,0.027,3.166,3.166,2.883,-0.077,0.159,0.146,1,-0.117,5.414,4,0.255,5.166,3.968,1.515,16.689,17.806,3,4.738,4.095,10.462,13.315,14.456,15.557,77.48,59.248,70.576,34.593,81.598,6.54,4.049,1.048,11.077,4.293,0.104,4.843,8.832,0.577,1,1.291,12.249,3.04,3.13
6.509,4.316,3.738,2.748,2.748,8.503,8.503,2.705,6.004,3.957,5.339,2.434,6.964,6.964,2.515,2.515,3.484,3.718,3.718,6.355,1.398,6.039,3.889,1.731,3.928,0.017,3.092,3.092,2.647,-0.017,-0.078,-0.098,1,-0.011,5.37,4,0.378,5.092,3.91,1.492,16.139,17.224,4,6.435,4.037,9.298,12.866,13.973,15.039,110.285,153.07,0.0,54.866,162.585,6.059,4.789,0.836,10.705,4.888,0.101,5.012,8.546,0.577,1,0.88,11.837,2.759,2.721
7.252,4.278,3.764,2.793,2.793,8.547,8.547,2.706,6.021,4.066,5.859,2.615,8.066,8.066,2.636,2.636,3.631,3.718,3.718,6.29,1.378,6.12,3.91,2.445,3.936,0.083,3.092,3.092,2.542,-0.136,0.024,-0.004,2,-0.154,5.207,5,0.398,5.092,3.897,1.51,16.255,17.334,5,6.435,4.163,9.265,12.996,14.1,15.159,152.969,156.456,0.0,59.767,188.5,6.118,4.823,0.855,10.842,6.23,0.101,4.706,8.686,0.578,2,0.973,11.973,2.832,2.734
5.0,4.364,3.717,2.734,2.734,8.486,8.486,2.676,5.996,3.953,5.699,2.407,7.39,7.39,2.402,2.402,3.409,3.776,3.776,6.952,1.384,6.868,4.009,1.483,4.036,0.083,3.187,3.187,2.842,-0.073,0.211,0.179,1,-0.09,4.933,4,0.305,5.187,3.965,1.506,16.721,17.844,3,4.8,4.095,10.251,13.328,14.476,15.581,77.48,62.016,85.54,35.223,88.584,6.54,4.282,1.125,11.081,4.314,0.096,4.335,8.832,0.57,1,1.253,12.261,3.04,3.13
6.036,4.293,3.84,2.842,2.842,9.041,9.041,2.837,6.141,4.132,5.957,2.634,8.351,8.351,2.688,2.688,3.673,3.905,3.905,7.268,1.486,7.083,4.019,1.458,4.044,0.001,3.073,3.073,3.736,-0.047,0.145,0.134,1,-0.075,5.303,4,0.331,5.073,3.969,1.515,16.549,17.637,3,4.836,4.19,11.422,13.252,14.372,15.442,77.48,59.973,91.099,34.611,87.692,6.537,4.294,0.993,11.062,4.315,0.1,4.624,8.862,0.578,1,1.177,12.217,3.03,3.006
6.87,4.293,3.84,2.842,2.842,9.041,9.041,2.837,6.141,4.132,5.957,2.634,8.351,8.351,2.688,2.688,3.673,3.905,3.905,7.268,1.486,7.083,4.019,1.458,4.044,0.001,3.073,3.073,3.736,-0.047,0.145,0.134,1,-0.075,5.303,4,0.331,5.073,3.969,1.515,16.549,17.637,3,4.836,4.19,11.422,13.252,14.372,15.442,77.48,59.973,91.099,34.611,87.692,6.537,4.294,0.993,11.062,4.315,0.1,4.624,8.862,0.578,1,1.177,12.217,3.03,3.006
6.602,4.278,3.734,2.75,2.75,8.497,8.497,2.687,6.003,3.972,5.337,2.483,6.955,6.955,2.493,2.493,3.489,3.718,3.718,6.221,1.408,6.017,3.901,1.734,3.93,0.067,3.092,3.092,2.654,-0.063,-0.083,-0.102,1,-0.068,4.967,4,0.338,5.092,3.892,1.496,16.126,17.21,4,6.23,3.972,9.16,12.852,13.961,15.025,110.285,111.389,0.0,43.305,117.769,6.026,4.472,0.851,10.688,4.753,0.104,4.445,8.521,0.574,1,0.995,11.825,2.745,2.562
5.523,4.078,3.536,2.635,2.635,7.651,7.651,2.288,5.585,3.834,4.923,1.836,5.384,5.384,1.96,1.96,2.898,3.603,3.603,4.732,1.133,4.696,3.783,0.393,3.822,0.069,3.509,3.509,0.812,-0.231,-0.064,-0.08,1,-0.312,4.703,2,0.134,5.478,3.857,1.499,17.598,18.847,2,4.285,3.92,6.912,13.859,15.107,16.349,60.694,49.674,143.25,31.536,52.468,5.905,3.704,1.09,11.384,3.904,0.129,4.007,8.927,0.576,0,1.371,12.634,2.647,2.042
5.523,4.103,3.576,2.642,2.642,7.865,7.865,2.333,5.658,3.835,5.045,1.898,5.853,5.853,2.037,2.037,2.97,3.613,3.613,4.888,1.136,4.839,3.804,0.364,3.843,0.046,3.509,3.509,0.844,-0.198,-0.067,-0.091,1,-0.282,4.804,2,0.159,5.478,3.857,1.48,17.599,18.848,2,4.285,3.92,7.052,13.861,15.109,16.35,60.694,46.974,150.694,32.301,61.538,5.905,3.779,1.083,11.388,4.016,0.134,4.026,8.934,0.57,0,1.335,12.638,2.647,2.144
7.0,4.214,3.688,2.705,2.705,8.36,8.36,2.647,5.959,3.929,5.596,2.379,7.149,7.149,2.374,2.374,3.38,3.588,3.588,6.463,1.383,6.357,3.955,1.627,3.986,0.005,3.065,3.065,2.68,-0.048,0.148,0.125,1,-0.093,5.193,4,0.239,5.065,3.911,1.509,16.374,17.468,3,4.754,3.99,9.68,13.061,14.184,15.262,77.48,60.546,70.307,32.62,90.45,6.537,4.039,1.005,10.863,4.298,0.103,4.683,8.656,0.575,1,1.18,12.016,3.024,2.965
