pXC50,Eta_beta,CATS2D_08_DD,P_VSA_e_3,Eig07_AEA.bo.,Eta_FL,D.Dtr09,TPSA.Tot.,Eta_betaP,DECC,P_VSA_m_2,CATS2D_08_DP,Eig07_EA.bo.,Ui,SpMax3_Bh.p.,X0sol,SpMax3_Bh.v.,Eig08_AEA.bo.,Eig09_EA.ed.,SM04_AEA.ri.,Eta_F,SpMax2_Bh.i.,Eig07_EA,SM15_AEA.bo.,CATS2D_06_DL,Vindex,UNIP,H.050,nHDon,Eig09_AEA.dm.,SssNH,SMTIV,SMTI,Eig09_AEA.ri.,Eig09_EA.ri.,Xindex,Eig09_EA,SM03_AEA.dm.,ZM2Mad,MSD,LPRS,P_VSA_MR_6,GMTI,nBM,Uc,Chi0_EA.dm.,X3sol,Eig08_EA.ri.,Hy,Eig07_AEA.ri.,SpMax2_Bh.e.,Eig09_AEA.bo.,Yindex,Eig08_AEA.ri.,piPC01,SCBO,Eig15_AEA.dm.,CATS2D_05_DL,X0,Eig08_AEA.dm.,Eig06_AEA.bo.,SpMax3_Bh.m.,N.069,Eig08_EA.bo.,IDE,Chi1_EA.dm.,SpMax6_Bh.m.,X4sol,Eig08_EA,SM02_AEA.dm.
5.4,33.75,0,86.194,3.034,6.087,171.152,70.9,16.5,1.258,178.188,0,2.3,3.459,3.721,16.64,3.71,2.757,2.89,2.89,21.516,4.072,1.534,1.534,0,0.196,78.0,2,2,1.266,3.75,9971.0,6653.0,2.222,1.207,0.296,1.264,1.264,182.627,5.375,117.972,54.855,7343.0,20,4.392,9.487,9.909,1.397,0.273,2.501,4.018,2.551,0.574,2.411,3.689,39.0,-0.5,2,16.64,1.476,3.047,3.704,0,1.88,3.237,17.5,2.949,8.762,1.435,1.435
5.4,31.75,0,86.194,3.014,6.112,150.002,70.9,16.5,1.136,183.166,0,2.077,3.459,3.459,15.104,3.451,2.751,2.396,2.396,20.467,4.071,1.534,1.534,0,0.235,62.0,2,2,1.053,3.474,7223.0,4518.0,2.002,0.998,0.351,1.041,1.041,160.294,4.847,98.66,54.855,4785.0,20,4.392,9.487,8.322,1.208,0.348,2.497,4.016,2.525,0.699,2.222,3.584,35.0,-0.927,2,15.104,1.268,3.034,3.479,0,1.87,3.068,17.5,2.806,7.498,1.265,1.265
5.4,37.75,0,55.135,3.034,7.666,109.726,58.97,18.0,1.486,182.465,0,2.301,3.524,3.644,18.761,3.662,2.763,3.113,3.113,28.119,4.019,1.534,1.534,0,0.178,100.0,1,1,1.475,0.0,16678.0,10142.0,2.231,1.19,0.272,1.315,1.315,205.141,6.25,145.501,89.3,11033.0,21,4.459,13.2,10.71,1.361,-0.336,2.517,3.972,2.619,0.508,2.417,3.795,43.5,0.412,0,19.631,1.534,3.389,3.74,0,1.852,3.469,13.238,3.106,9.339,1.523,1.523
6.745,36.25,1,55.931,3.196,7.488,145.076,110.45,15.0,2.219,168.637,0,2.351,3.248,3.614,21.957,3.629,3.087,4.753,4.753,30.786,3.971,1.917,1.917,5,0.169,148.0,4,4,2.075,5.511,24393.0,14279.0,2.634,1.619,0.27,1.639,1.639,221.263,7.755,169.78,67.972,15023.0,14,3.907,27.43,11.413,1.753,1.601,2.883,3.94,3.032,0.45,2.782,3.795,43.5,0.82,4,22.828,2.204,3.323,3.711,0,2.149,3.863,32.432,3.157,9.845,1.804,1.804
4.6,24.75,0,36.022,2.529,5.023,0.0,48.65,14.5,0.781,127.992,0,1.478,3.0,3.095,10.958,3.126,1.521,-0.281,-0.281,14.87,3.824,1.0,1.0,0,0.324,39.0,2,2,0.137,6.127,3020.0,1804.0,0.853,-0.105,0.468,-0.109,-0.109,108.517,3.602,61.927,91.97,1856.0,13,3.807,14.962,6.045,0.164,0.39,2.014,3.795,1.156,1.014,1.149,3.258,25.0,-1.669,1,10.958,0.605,2.747,3.254,0,0.215,2.602,26.208,2.575,5.224,0.168,0.168
5.4,38.75,0,50.357,2.885,7.547,0.0,66.87,22.5,1.402,198.474,0,2.054,3.644,3.744,17.416,3.745,2.513,2.275,2.275,27.004,3.894,1.435,1.435,1,0.208,89.0,1,1,1.169,0.0,12768.0,7361.0,2.0,1.0,0.318,1.0,1.0,185.628,5.851,125.644,124.938,7722.0,23,4.585,3.956,9.839,1.0,-0.37,2.366,3.871,2.5,0.597,2.009,3.726,40.5,0.299,2,17.933,1.487,3.209,3.781,0,1.518,3.403,2.018,2.849,8.128,1.065,1.065
6.699,30.5,0,99.856,2.878,5.394,89.897,83.18,15.0,1.338,184.598,0,1.857,3.392,3.603,15.648,3.616,2.5,2.201,2.201,18.79,4.016,1.255,1.255,0,0.213,76.0,1,1,1.107,0.0,8528.0,5381.0,1.947,0.945,0.326,1.0,1.0,160.435,5.368,106.314,49.931,5727.0,16,4.087,6.822,8.732,1.073,-0.284,2.216,3.958,2.395,0.606,2.076,3.597,35.5,-0.551,0,15.648,1.345,3.048,3.661,0,1.5,3.233,4.471,2.871,7.808,1.09,1.09
5.0,56.0,0,103.776,3.553,11.336,0.0,112.4,30.0,2.538,307.766,0,2.842,4.044,3.747,28.985,3.749,3.309,5.093,5.093,49.468,3.945,2.168,2.168,0,0.166,206.0,2,2,2.227,6.183,43287.0,25305.0,2.779,1.744,0.264,1.815,1.815,264.931,8.962,227.222,141.925,26029.0,26,4.755,36.005,13.969,1.986,0.149,3.114,3.92,3.217,0.444,3.064,4.086,58.5,1.244,2,28.485,2.445,3.629,3.799,0,2.605,4.088,48.297,3.349,11.592,2.106,2.106
6.3,36.75,0,86.133,3.117,7.035,0.0,77.99,17.0,1.916,193.06,0,2.251,3.248,3.681,21.38,3.689,2.889,3.494,3.494,28.006,3.957,1.869,1.869,1,0.181,126.0,3,3,1.627,3.356,20405.0,11474.0,2.364,1.34,0.285,1.414,1.414,233.7,7.009,154.477,103.624,12062.0,17,4.17,23.489,11.538,1.354,0.933,2.796,3.938,2.657,0.491,2.425,3.75,41.5,0.676,3,21.25,2.021,3.222,3.763,1,2.029,3.698,28.517,3.258,10.096,1.518,1.518
5.4,39.5,1,54.032,3.134,7.982,122.249,70.23,22.0,2.0,202.158,0,2.325,3.585,3.769,19.673,3.771,2.92,3.592,3.592,29.666,3.963,1.697,1.697,7,0.174,121.0,3,3,1.655,8.618,16183.0,10012.0,2.392,1.388,0.278,1.395,1.395,186.316,7.041,141.958,128.37,10620.0,20,4.392,22.487,10.34,1.525,0.847,2.707,3.93,2.816,0.466,2.533,3.761,42.0,0.316,8,19.673,1.729,3.214,3.792,0,2.078,3.707,31.302,3.005,8.92,1.544,1.544
5.4,39.5,1,54.032,3.118,7.982,124.748,70.23,22.0,2.031,202.158,0,2.3,3.585,3.743,19.673,3.745,2.919,3.522,3.522,29.401,3.982,1.666,1.666,7,0.165,127.0,3,3,1.634,8.553,16739.0,10424.0,2.414,1.414,0.267,1.414,1.414,186.15,7.377,143.126,128.37,11068.0,20,4.392,22.751,10.536,1.525,0.847,2.675,3.951,2.82,0.432,2.532,3.761,42.0,0.361,8,19.673,1.729,3.3,3.772,0,2.074,3.776,32.701,3.0,8.684,1.544,1.544
6.5,39.0,1,54.032,3.098,7.926,117.778,70.23,22.0,1.953,199.624,0,2.274,3.585,3.742,18.803,3.744,2.919,3.211,3.211,28.605,3.963,1.649,1.649,7,0.169,119.0,3,3,1.383,8.507,15388.0,9419.0,2.188,1.185,0.271,1.192,1.192,178.15,7.123,136.085,134.661,10045.0,20,4.392,21.893,9.874,1.525,0.872,2.658,3.929,2.661,0.443,2.532,3.738,41.0,0.235,7,18.803,1.729,3.214,3.769,0,2.074,3.719,32.092,2.976,8.584,1.543,1.543
5.0,48.25,0,75.841,3.434,9.517,0.0,101.63,24.5,2.722,240.839,0,2.55,3.755,3.821,25.261,3.816,3.128,4.299,4.299,37.039,3.977,2.123,2.123,3,0.127,202.0,2,2,1.869,6.421,34149.0,22116.0,2.667,1.624,0.209,1.719,1.719,253.356,9.392,201.777,124.292,23949.0,24,4.644,30.255,13.848,1.785,0.148,3.08,3.942,3.033,0.326,2.861,3.98,52.5,1.0,3,24.907,2.269,3.544,3.835,0,2.366,4.174,48.345,3.336,11.326,1.928,1.928
7.276,48.25,0,42.944,3.347,9.805,169.554,75.17,24.5,2.179,217.52,0,2.537,3.807,3.796,25.07,3.791,3.205,4.998,4.998,40.849,3.992,2.109,2.109,8,0.148,177.0,2,2,1.915,0.0,29678.0,19451.0,2.698,1.659,0.236,1.732,1.732,243.115,8.169,197.391,164.047,20863.0,24,4.644,26.138,13.522,1.724,0.121,3.045,3.951,3.016,0.396,2.777,3.989,53.0,1.0,6,25.07,2.27,3.553,3.795,0,2.432,3.925,36.272,3.352,11.163,1.822,1.822
8.456,54.75,0,55.931,3.521,10.944,0.0,111.25,24.0,3.28,243.294,0,2.757,3.755,3.789,30.357,3.794,3.409,5.845,5.845,51.461,4.033,2.299,2.299,4,0.109,309.0,2,2,2.406,5.345,71800.0,42766.0,2.932,1.867,0.179,1.989,1.989,326.08,11.185,277.171,112.574,46200.0,21,4.459,42.521,16.135,1.989,0.127,3.248,4.005,3.3,0.279,3.073,4.167,63.5,1.501,0,32.097,2.606,3.605,3.835,0,2.522,4.441,55.757,3.487,13.212,2.134,2.134
5.0,45.5,0,57.83,3.462,9.07,164.75,104.86,20.0,2.316,203.85,0,2.547,3.644,3.834,24.88,3.786,3.294,5.413,5.413,41.255,3.99,2.198,2.198,2,0.153,186.0,2,2,2.151,0.0,37959.0,21602.0,2.821,1.746,0.241,1.894,1.894,300.972,8.21,210.842,107.214,22818.0,22,4.524,33.041,14.135,1.819,0.201,3.146,3.967,3.084,0.415,2.9,3.998,53.5,1.109,0,27.026,2.37,3.633,3.916,0,2.495,3.944,41.717,3.347,12.072,1.96,1.96
7.509,40.25,0,88.89,3.154,7.5,0.0,105.12,18.0,2.176,217.568,0,2.16,3.524,3.726,24.079,3.721,3.094,3.658,3.658,32.335,3.974,2.076,2.076,6,0.174,153.0,2,2,2.238,2.991,25792.0,16131.0,2.544,1.539,0.275,1.55,1.55,220.948,7.819,182.986,92.593,16678.0,15,4.0,30.676,12.113,1.565,0.177,3.013,3.92,2.821,0.474,2.579,3.882,47.5,1.056,5,24.079,2.393,3.504,3.749,0,1.903,3.878,33.548,3.283,9.955,1.592,1.592
6.854,46.75,0,69.593,3.327,9.515,0.0,132.07,24.0,2.256,232.565,0,2.63,3.7,3.804,24.432,3.755,2.999,4.164,4.164,38.204,3.947,1.908,1.908,0,0.165,168.0,2,2,1.932,5.667,29673.0,16807.0,2.532,1.495,0.264,1.588,1.588,248.567,8.16,184.239,132.978,17564.0,23,4.585,29.158,13.065,1.511,0.235,2.859,3.92,2.956,0.437,2.581,3.912,49.0,0.94,3,24.079,1.967,3.509,3.867,0,2.22,3.941,39.065,3.12,11.002,1.663,1.663
7.678,33.0,0,54.461,2.775,6.78,109.851,61.02,17.0,1.904,176.196,0,1.81,3.459,3.58,17.062,3.591,2.66,2.275,2.275,22.991,3.984,1.497,1.497,4,0.168,105.0,2,2,1.203,3.262,12265.0,7883.0,2.0,1.0,0.271,1.0,1.0,165.624,6.868,123.075,92.215,8527.0,18,4.248,10.372,9.456,1.194,0.233,2.45,3.95,2.5,0.439,2.197,3.664,38.0,-0.405,3,17.062,1.546,3.046,3.659,0,1.671,3.671,13.198,2.952,7.713,1.205,1.205
6.921,39.25,0,117.424,3.146,7.94,0.0,154.37,21.5,1.786,217.996,0,2.355,3.644,3.608,18.277,3.623,2.962,3.163,3.163,32.922,3.998,1.723,1.723,4,0.214,110.0,5,5,1.356,2.681,18059.0,8515.0,2.232,1.219,0.338,1.258,1.258,233.021,6.705,134.659,160.962,8604.0,20,4.392,22.758,9.605,1.451,2.694,2.687,3.986,2.706,0.578,2.477,3.726,40.5,-0.098,1,19.767,1.607,3.232,3.811,2,2.127,3.624,34.444,2.913,7.601,1.512,1.512
4.456,26.25,0,1.899,2.803,4.716,95.28,39.07,13.0,0.925,93.581,0,1.894,3.087,3.448,14.723,3.439,2.452,2.446,2.446,17.627,3.852,1.442,1.442,0,0.289,52.0,0,0,1.261,0.0,5383.0,3464.0,1.949,0.947,0.413,0.955,0.955,162.983,4.012,89.643,66.428,3557.0,13,3.807,13.063,8.598,1.176,-0.844,2.442,3.82,2.373,0.946,2.177,3.481,31.5,-0.889,0,14.723,1.318,2.984,3.461,0,1.377,2.725,10.391,2.919,8.21,1.172,1.172
5.4,23.75,0,69.593,2.5,4.397,0.0,70.67,10.5,1.3,141.335,0,1.5,2.807,3.463,13.786,3.493,2.43,2.136,2.136,14.709,3.904,1.068,1.068,1,0.243,61.0,2,2,1.0,6.121,5878.0,3756.0,1.984,0.983,0.374,1.0,1.0,124.988,5.092,88.403,28.742,3904.0,9,3.322,14.183,6.785,1.0,0.361,2.015,3.851,2.0,0.687,2.0,3.367,28.0,-1.0,6,13.786,1.0,2.581,3.595,0,1.412,3.201,21.147,2.863,5.88,1.0,1.0
6.8,40.5,1,102.49,3.165,7.929,118.128,121.17,23.0,1.953,227.956,1,2.381,3.7,3.759,19.156,3.748,2.977,2.689,2.689,28.353,3.966,1.743,1.743,6,0.169,119.0,4,4,1.24,5.658,15989.0,9415.0,2.179,1.178,0.272,1.182,1.182,198.864,7.122,136.072,140.603,10041.0,23,4.585,17.311,10.488,1.409,1.698,2.738,3.932,2.658,0.444,2.442,3.761,42.0,-0.131,7,18.803,1.539,3.416,3.802,1,2.182,3.718,24.218,3.0,9.53,1.493,1.493
6.5,32.75,1,116.151,2.866,6.64,0.0,110.68,18.0,1.187,217.846,2,2.028,3.392,3.535,16.56,3.559,2.69,2.475,2.475,23.878,3.909,1.414,1.414,5,0.265,69.0,5,5,1.046,0.0,8360.0,4889.0,1.919,0.918,0.399,0.965,0.965,154.349,5.085,105.287,103.239,4908.0,18,4.248,9.269,8.519,1.178,2.675,2.414,3.869,2.433,0.784,2.189,3.57,34.5,-0.697,5,16.56,1.318,2.972,3.654,1,1.763,3.157,6.931,2.936,6.925,1.222,1.222
6.7,39.0,0,84.234,3.168,7.893,117.778,83.8,22.5,1.959,227.081,0,2.384,3.7,3.789,18.803,3.787,2.953,2.803,2.803,28.168,3.977,1.749,1.749,5,0.17,118.0,4,4,1.24,2.938,14925.0,9347.0,2.18,1.179,0.273,1.181,1.181,177.433,7.056,135.876,164.385,9969.0,23,4.585,16.003,9.814,1.462,1.624,2.757,3.942,2.658,0.449,2.467,3.761,42.0,-0.131,7,18.803,1.552,3.344,3.797,1,2.144,3.687,20.616,2.993,8.653,1.474,1.474
8.1,39.0,1,85.153,3.175,7.637,0.0,121.45,18.5,2.008,212.156,0,2.245,3.322,3.655,22.759,3.657,2.919,4.109,4.109,31.198,3.936,1.745,1.745,6,0.201,141.0,3,3,1.755,3.082,21075.0,12561.0,2.355,1.322,0.321,1.415,1.415,211.482,7.555,162.936,80.756,12585.0,15,4.0,31.33,11.295,1.461,0.908,2.682,3.912,2.883,0.537,2.521,3.761,42.0,0.281,3,22.759,2.094,3.314,3.724,0,2.057,3.812,51.659,3.051,8.206,1.609,1.609
5.4,36.75,0,68.306,3.034,7.776,126.658,59.39,18.0,1.696,181.099,0,2.301,3.524,3.573,15.811,3.615,2.951,3.718,3.718,33.089,4.031,1.602,1.602,0,0.184,120.0,1,1,1.448,0.0,22152.0,10410.0,2.291,1.265,0.29,1.337,1.337,222.416,6.807,147.418,83.364,10910.0,21,4.459,15.723,8.824,1.452,-0.2,2.534,3.996,2.772,0.501,2.517,3.773,42.5,0.51,0,20.811,1.534,3.487,3.781,0,2.084,3.643,21.746,3.163,7.429,1.534,1.534
5.4,35.0,0,69.593,2.904,7.224,0.0,66.91,18.5,1.488,181.578,0,2.097,3.392,3.438,15.527,3.44,2.873,2.54,2.54,27.773,3.949,1.488,1.488,3,0.219,94.0,2,2,1.189,4.908,13675.0,6873.0,2.062,1.043,0.345,1.112,1.112,172.421,6.173,121.005,81.453,7007.0,18,4.248,18.603,7.551,1.364,0.352,2.43,3.909,2.57,0.597,2.385,3.624,36.5,-0.048,4,18.027,1.433,3.304,3.51,0,1.991,3.471,25.872,2.934,6.528,1.412,1.412
5.4,27.5,0,58.477,2.5,5.592,0.0,128.08,15.0,1.557,125.903,0,1.5,3.248,3.227,14.018,3.276,2.176,1.268,1.268,17.661,3.926,1.0,1.0,2,0.254,65.0,2,2,1.0,5.073,7240.0,3543.0,1.474,0.509,0.407,0.551,0.551,137.938,5.721,84.789,54.843,3519.0,14,3.907,16.902,6.894,0.552,0.548,2.0,3.899,1.784,0.668,1.525,3.384,28.5,-1.0,3,13.665,1.0,2.698,3.529,0,1.001,3.394,24.954,2.687,5.392,0.662,0.662
5.7,42.5,1,102.49,3.258,7.981,175.597,121.17,23.0,1.951,222.979,1,2.538,3.7,3.77,21.181,3.758,3.232,4.861,4.861,30.302,3.985,1.879,1.879,9,0.158,133.0,4,4,1.971,5.863,19299.0,11942.0,2.7,1.672,0.25,1.733,1.733,235.205,7.162,154.735,121.731,12924.0,23,4.585,25.444,12.109,1.747,1.598,2.879,3.953,3.1,0.424,2.805,3.85,46.0,0.277,9,20.828,2.129,3.443,3.833,1,2.481,3.724,33.935,3.119,11.693,1.865,1.865
5.4,43.5,1,104.144,3.361,8.971,140.807,97.86,23.0,2.069,240.596,1,2.649,3.7,3.759,19.673,3.766,3.122,4.187,4.187,37.175,3.982,1.943,1.943,5,0.163,150.0,4,4,1.789,4.988,25851.0,13446.0,2.431,1.382,0.263,1.477,1.477,221.461,7.848,163.735,143.495,14109.0,23,4.585,22.502,10.209,1.637,1.664,2.896,3.95,2.87,0.425,2.667,3.85,46.0,0.51,7,22.173,1.844,3.425,3.806,1,2.349,3.846,31.901,3.223,9.128,1.703,1.703
5.4,28.75,0,49.683,2.664,5.777,73.992,93.45,16.0,1.22,144.148,0,1.741,3.322,3.307,13.596,3.319,2.544,1.772,1.772,18.945,3.897,1.191,1.191,0,0.256,58.0,2,2,0.81,0.0,7131.0,3594.0,1.525,0.558,0.391,0.659,0.659,159.938,4.933,87.777,76.371,3649.0,17,4.17,10.922,7.72,0.934,0.41,2.175,3.875,2.092,0.735,1.958,3.466,31.0,-1.0,0,14.113,1.279,2.997,3.506,0,1.467,3.142,12.031,2.813,6.493,1.0,1.0
5.4,34.75,0,49.976,2.839,6.779,0.0,89.56,19.5,1.885,164.196,0,1.99,3.524,3.721,17.243,3.725,2.596,2.517,2.517,24.106,3.935,1.437,1.437,1,0.205,93.0,1,1,1.11,2.379,12158.0,6640.0,2.042,1.033,0.327,1.094,1.094,187.313,6.56,116.101,71.332,6786.0,19,4.322,6.915,8.323,1.224,-0.26,2.372,3.965,2.49,0.544,2.243,3.624,36.5,-0.618,1,16.993,1.371,3.037,3.79,0,1.64,3.611,6.587,2.929,6.777,1.294,1.294
5.4,34.75,1,54.706,3.043,7.13,120.633,81.25,17.0,1.877,173.478,0,2.259,3.459,3.652,18.64,3.659,2.66,2.604,2.604,25.409,3.974,1.545,1.545,2,0.175,113.0,3,3,1.388,2.923,14714.0,9160.0,2.095,1.086,0.279,1.119,1.119,180.037,6.863,135.262,91.787,9785.0,18,4.248,14.444,10.131,1.257,0.908,2.509,3.939,2.53,0.467,2.273,3.714,40.0,0.191,4,18.64,1.543,3.072,3.718,0,1.687,3.667,17.412,3.099,8.474,1.3,1.3
5.5,32.25,0,50.908,2.873,6.303,96.7,100.43,17.5,1.208,146.806,0,1.958,3.459,3.454,18.784,3.433,2.689,2.275,2.275,23.348,3.948,1.465,1.465,4,0.259,73.0,3,3,1.344,2.746,10836.0,5513.0,2.0,1.0,0.392,1.0,1.0,215.165,5.303,111.842,87.073,5529.0,18,4.248,14.937,10.907,1.112,1.039,2.414,3.925,2.5,0.755,2.155,3.611,36.0,-0.251,4,17.43,1.875,3.317,3.873,0,1.659,3.237,17.631,3.267,8.628,1.164,1.164
5.4,40.0,0,69.654,3.162,7.441,101.724,89.38,20.5,1.379,199.633,0,2.389,3.755,3.786,19.604,3.766,3.011,4.226,4.226,29.308,4.085,1.92,1.92,0,0.19,101.0,2,2,1.475,0.0,15853.0,9509.0,2.349,1.314,0.288,1.414,1.414,234.106,5.953,144.105,136.32,10126.0,25,4.7,7.489,11.493,1.535,0.228,2.869,4.042,2.903,0.55,2.575,3.839,45.5,0.256,4,20.121,1.67,3.453,3.847,1,2.098,3.422,4.198,3.168,10.659,1.632,1.632
6.4,28.25,0,81.171,2.636,5.597,61.62,65.36,17.0,0.815,179.628,0,1.5,3.459,3.347,12.535,3.365,2.5,0.873,0.873,17.29,3.868,1.0,1.0,2,0.315,40.0,1,1,0.816,0.0,4215.0,2421.0,1.456,0.475,0.455,0.497,0.497,122.606,3.917,73.44,78.869,2437.0,17,4.17,5.75,6.81,0.742,-0.28,2.0,3.828,2.177,1.0,1.733,3.434,30.0,-1.242,2,12.535,1.0,2.805,3.452,0,1.233,2.683,3.815,2.687,5.986,0.788,0.788
7.9,44.75,0,120.5,3.352,8.856,140.252,150.27,25.0,2.24,250.243,0,2.625,3.807,3.818,21.441,3.815,3.135,3.575,3.575,33.604,3.981,1.975,1.975,2,0.155,148.0,5,5,1.757,8.351,22707.0,12955.0,2.38,1.349,0.254,1.425,1.425,217.856,8.03,157.95,144.879,13774.0,24,4.644,24.83,11.393,1.689,2.452,2.856,3.947,2.936,0.401,2.705,3.85,46.0,0.512,4,21.087,2.087,3.422,3.828,1,2.321,3.902,34.91,3.285,10.22,1.705,1.705
7.0,47.75,1,85.704,3.416,9.554,136.998,121.42,27.0,2.125,248.465,1,2.685,3.954,3.801,21.562,3.802,3.123,3.575,3.575,36.711,3.959,1.976,1.976,6,0.147,152.0,4,4,1.694,5.201,26307.0,14789.0,2.393,1.383,0.236,1.414,1.414,244.615,7.856,169.981,186.611,16020.0,28,4.858,14.841,12.387,1.581,1.57,2.915,3.927,2.875,0.388,2.627,3.942,50.5,0.673,8,22.079,1.875,3.439,3.831,1,2.381,3.876,18.707,3.367,11.291,1.666,1.666
5.4,41.5,0,86.439,3.185,8.044,116.951,88.23,20.5,1.413,203.556,0,2.438,3.585,3.761,19.14,3.773,3.115,3.571,3.571,32.826,3.977,1.799,1.799,1,0.186,104.0,2,2,1.491,3.049,18620.0,10551.0,2.375,1.341,0.283,1.435,1.435,228.744,6.142,151.045,71.137,11318.0,22,4.524,15.053,10.644,1.544,0.276,2.738,3.932,2.889,0.539,2.615,3.829,45.0,0.41,0,20.88,1.894,3.496,3.831,0,2.378,3.459,17.95,3.016,8.715,1.695,1.695
5.4,38.25,0,89.441,2.944,7.963,118.071,91.73,20.0,2.031,216.18,0,2.123,3.644,3.574,19.51,3.612,2.933,3.174,3.174,28.849,4.001,1.665,1.665,0,0.175,118.0,2,2,1.355,2.873,16368.0,10039.0,2.29,1.279,0.278,1.314,1.314,188.731,7.11,142.211,115.299,10537.0,22,4.524,18.24,9.821,1.476,0.282,2.643,3.949,2.776,0.469,2.483,3.773,42.5,0.143,1,19.51,1.563,3.291,3.733,0,1.962,3.744,26.806,3.102,8.669,1.496,1.496
6.3,33.25,1,116.151,2.841,6.688,0.0,110.68,18.0,1.323,200.826,2,1.981,3.392,3.53,17.56,3.552,2.672,2.454,2.454,24.07,3.876,1.406,1.406,6,0.261,70.0,5,5,1.021,0.0,10013.0,4956.0,1.896,0.888,0.394,0.948,0.948,174.818,5.176,105.583,103.869,4980.0,18,4.248,9.189,8.842,1.131,2.761,2.351,3.843,2.431,0.766,2.15,3.57,34.5,-0.692,2,16.56,1.308,3.091,3.693,1,1.739,3.204,6.774,3.054,7.759,1.189,1.189
5.6,41.5,0,83.009,3.307,8.516,142.383,86.05,21.0,2.148,230.2,0,2.581,3.585,3.716,20.217,3.732,3.082,4.15,4.15,33.966,3.973,1.884,1.884,3,0.154,163.0,3,3,1.598,0.0,28546.0,15224.0,2.466,1.441,0.25,1.507,1.507,217.561,8.314,171.96,101.183,16036.0,22,4.524,16.206,10.575,1.715,0.884,2.852,3.946,2.941,0.397,2.768,3.85,46.0,0.51,3,22.717,2.004,3.413,3.799,0,2.232,3.953,16.1,3.296,8.694,1.812,1.812
5.6,36.0,1,54.706,3.044,7.302,126.423,70.25,17.5,2.008,188.953,0,2.29,3.459,3.652,19.51,3.659,2.783,2.832,2.832,26.346,3.978,1.546,1.546,1,0.169,123.0,2,2,1.543,3.082,16295.0,10278.0,2.218,1.207,0.271,1.235,1.235,188.144,7.232,142.657,98.437,10932.0,18,4.248,19.002,10.564,1.377,0.212,2.511,3.947,2.642,0.445,2.402,3.738,41.0,0.31,2,19.51,1.588,3.096,3.722,0,1.871,3.756,23.993,3.097,8.698,1.445,1.445
5.4,44.25,0,71.492,3.191,8.097,141.485,69.2,21.0,2.245,219.871,0,2.305,3.585,3.793,23.614,3.789,3.007,4.066,4.066,32.508,3.975,1.995,1.995,3,0.14,158.0,2,2,1.688,0.0,25794.0,18133.0,2.527,1.506,0.221,1.564,1.564,244.645,7.803,189.217,146.932,20018.0,22,4.524,26.71,13.562,1.638,0.105,2.951,3.92,2.904,0.382,2.668,3.951,51.0,0.964,2,23.614,1.783,3.549,3.805,1,2.223,3.877,30.133,3.262,11.821,1.705,1.705
6.8,44.25,2,118.601,3.431,8.776,137.754,134.3,25.0,2.219,284.278,3,2.593,3.907,3.787,22.148,3.78,3.185,3.307,3.307,33.626,3.968,1.834,1.834,9,0.164,148.0,6,6,1.863,5.682,22546.0,13492.0,2.414,1.401,0.264,1.438,1.438,220.369,7.917,163.793,144.535,14125.0,24,4.644,22.195,11.739,1.612,3.179,2.778,3.934,3.074,0.431,2.669,3.892,48.0,0.615,8,21.794,2.136,3.468,3.805,1,2.341,3.905,27.362,3.358,10.542,1.694,1.694
5.4,31.0,0,50.357,2.709,6.336,0.0,78.07,17.0,1.43,155.066,0,1.717,3.322,3.64,15.527,3.653,2.5,2.136,2.136,20.987,3.917,1.279,1.279,6,0.233,71.0,2,2,1.0,0.0,8374.0,4892.0,1.984,0.983,0.36,1.0,1.0,144.895,5.552,101.341,77.79,5028.0,15,4.0,16.158,8.159,1.0,0.304,2.209,3.883,2.5,0.651,2.0,3.526,33.0,-0.87,4,15.527,1.157,2.916,3.707,0,1.5,3.33,24.622,2.687,6.215,1.0,1.0
5.4,27.0,0,51.582,2.5,5.423,0.0,47.04,14.0,1.6,153.513,0,1.5,3.0,3.608,13.623,3.608,2.307,1.408,1.408,16.325,3.891,1.102,1.102,1,0.212,68.0,1,1,0.76,3.289,6559.0,4176.0,1.588,0.594,0.338,0.618,0.618,120.594,5.727,90.424,40.043,4403.0,13,3.807,11.026,6.741,0.983,-0.32,2.025,3.844,2.177,0.567,1.984,3.401,29.0,-1.0,1,13.623,1.0,2.69,3.646,0,1.171,3.393,15.849,2.687,5.543,1.0,1.0
5.4,47.0,0,101.864,3.309,9.378,0.0,155.42,26.0,2.37,251.541,0,2.584,3.907,3.78,24.381,3.776,3.015,3.254,3.254,40.71,4.028,1.84,1.84,1,0.159,176.0,5,5,1.73,7.735,30583.0,17257.0,2.531,1.522,0.257,1.543,1.543,268.679,8.449,185.22,142.931,17983.0,23,4.585,19.367,13.457,1.578,2.336,2.836,4.019,2.728,0.414,2.597,3.951,51.0,0.951,5,24.131,1.856,3.381,3.824,0,2.191,3.998,18.535,3.338,10.828,1.621,1.621
6.8,24.5,0,85.82,2.587,4.639,71.905,80.73,12.5,1.368,162.346,0,1.622,3.087,3.434,13.405,3.435,2.202,1.487,1.487,14.959,3.912,1.143,1.143,2,0.251,56.0,3,3,0.632,0.0,5199.0,3240.0,1.594,0.599,0.387,0.61,0.61,130.925,4.969,82.239,86.482,3289.0,15,4.0,6.8,6.866,0.722,1.148,2.126,3.875,2.081,0.707,1.72,3.384,28.5,-1.339,1,13.405,0.76,2.773,3.451,1,1.064,3.164,3.971,2.535,5.899,0.732,0.732
