pXC50,nAB,nDB,nBM,Se,nSK,Si,Sv,nAT,nCsp2,nHet,nBT,MW,nBO,nO,SCBO
8.398,23,3,26,58.611,37,63.716,38.738,56,21,13,59,532.54,40,5,54.5
7.959,23,3,26,59.392,37,64.633,39.243,57,22,12,60,531.55,40,5,54.5
9.0,23,3,26,51.305,32,55.867,34.534,50,21,10,53,450.51,35,5,49.5
6.824,18,5,23,57.963,33,63.74,37.313,57,19,9,59,468.57,35,6,49.0
7.109,6,3,10,55.618,30,61.159,33.743,54,7,11,56,440.52,32,8,40.0
8.699,22,3,25,57.393,34,63.278,37.104,56,18,12,59,482.57,37,5,51.0
7.481,17,3,21,54.298,32,59.408,35.281,53,16,10,55,455.53,34,6,47.5
6.959,17,3,20,48.08,28,53.156,30.841,47,14,10,49,401.49,30,4,41.5
6.927,6,3,10,55.618,30,61.159,33.743,54,7,11,56,440.52,32,8,40.0
7.0,16,3,20,53.291,31,58.78,34.083,52,13,11,54,443.53,33,5,46.0
5.935,29,3,32,64.167,41,69.922,43.55,62,27,12,66,578.61,45,4,62.5
4.274,36,0,36,104.68,63,112.658,67.876,101,36,18,109,866.83,71,18,89.0
8.699,23,3,26,60.738,35,67.029,39.62,60,22,9,63,491.61,38,5,52.5
8.523,29,3,32,63.956,39,70.112,43.115,63,27,10,67,540.64,43,5,60.5
5.0,18,4,22,63.96,36,70.412,41.392,63,20,10,65,575.52,38,6,51.0
4.699,21,3,24,46.658,28,51.076,31.304,46,19,7,49,394.48,31,4,44.5
6.585,17,3,21,52.727,31,57.537,35.238,52,17,8,54,455.59,33,5,46.5
7.921,6,3,10,51.734,28,56.744,31.216,50,7,11,51,414.48,29,8,37.0
7.721,12,3,15,50.971,29,56.199,32.567,50,15,9,52,415.51,31,5,40.0
6.0,6,3,9,41.971,24,46.384,25.76,40,9,10,40,363.4,24,3,30.0
7.959,12,5,17,41.865,26,45.246,27.196,40,13,11,41,378.4,27,6,38.0
5.699,17,2,19,65.203,35,73.228,40.793,65,17,8,69,474.61,39,4,49.5
7.276,17,5,22,55.4,32,60.906,35.303,54,17,11,56,458.54,34,6,47.5
5.672,12,3,15,66.043,34,73.694,39.63,65,13,11,67,493.64,36,7,45.0
7.387,12,3,15,46.534,26,51.863,29.632,46,14,8,47,372.49,27,3,36.0
8.0,12,6,18,58.938,33,64.74,36.259,57,14,13,58,480.55,34,8,46.0
8.921,18,8,26,62.189,39,66.877,40.512,59,20,17,61,581.61,41,9,58.0
5.672,12,3,15,54.738,29,61.029,33.62,54,13,9,56,419.55,31,5,40.0
9.222,12,5,17,44.211,30,46.861,28.617,40,13,15,41,455.35,31,6,42.0
7.523,6,5,11,34.764,20,37.747,21.174,33,7,10,33,303.33,20,6,28.0
9.301,18,8,26,64.56,39,69.953,41.656,62,20,16,64,577.65,41,9,58.0
7.51,12,5,17,45.858,27,49.787,28.943,44,13,11,45,395.43,28,7,39.0
7.377,16,3,19,49.073,29,54.528,31.642,48,14,11,50,413.51,31,3,42.0
5.359,18,5,23,73.818,41,81.982,46.937,73,21,11,76,576.73,44,6,58.0
6.008,12,3,15,63.16,33,70.278,38.103,62,13,11,64,479.61,35,7,44.0
8.301,17,5,22,78.509,42,87.893,48.803,78,21,10,81,572.72,45,6,58.5
6.678,11,3,15,54.494,29,60.368,34.291,54,11,8,55,435.61,30,5,40.5
5.0,18,3,21,53.513,31,58.585,36.075,53,19,8,55,520.5,33,4,45.0
4.798,12,3,15,42.764,24,46.937,27.636,42,13,7,43,367.88,25,4,34.0
8.086,22,3,26,56.753,34,62.116,38.072,56,21,8,59,474.57,37,5,53.0
9.699,18,3,21,71.131,37,79.527,44.42,71,19,9,73,542.78,39,5,51.0
5.638,27,3,31,60.829,38,66.036,42.259,60,25,9,64,542.67,42,5,60.5
8.602,12,3,15,61.363,31,68.696,37.366,61,13,9,62,466.68,32,5,41.0
8.155,12,6,18,48.96,29,53.285,30.964,47,14,12,48,422.46,30,7,42.0
5.114,18,4,22,62.632,35,69.203,40.677,62,20,9,64,559.52,37,5,50.0
7.638,21,3,25,52.618,32,57.411,36.017,52,19,8,55,464.6,35,4,50.5
5.721,22,5,28,59.625,37,64.618,39.996,58,21,11,61,519.57,40,7,58.0
6.003,12,4,16,54.956,30,61.112,34.115,54,14,10,56,432.55,32,5,42.0
5.588,12,5,17,68.491,36,76.773,42.222,68,15,10,70,512.69,38,5,49.0
5.237,6,5,11,67.069,34,75.272,39.464,66,11,11,67,476.59,35,7,43.0
4.699,21,3,24,46.658,28,51.076,31.304,46,19,7,49,394.48,31,4,44.5
7.42,12,3,15,53.083,28,59.61,33.191,53,15,7,54,399.56,29,3,38.0
8.097,12,7,19,44.52,28,47.664,28.625,42,13,13,43,410.4,29,8,42.0
8.097,12,3,15,44.76,25,49.574,28.325,44,13,8,46,361.46,27,4,36.0
7.737,11,3,15,44.516,25,48.913,28.996,44,11,7,45,377.52,26,4,36.5
8.0,11,5,16,38.84,24,41.667,25.361,37,11,11,38,371.43,25,6,35.5
7.959,12,3,15,49.418,27,55.278,31.158,49,15,8,50,386.52,28,3,37.0
8.155,12,3,15,50.509,30,55.218,31.716,48,13,12,50,445.46,32,5,41.0
7.102,6,2,8,53.749,26,60.942,32.223,54,8,6,56,376.57,28,3,33.0
7.796,12,5,17,43.622,28,46.26,29.071,41,13,13,42,450.28,29,7,40.0
7.409,12,5,17,50.298,28,55.408,31.281,49,13,10,50,407.49,29,6,40.0
6.928,12,4,16,83.334,42,93.271,49.188,82,14,14,84,608.79,44,9,54.0
8.155,12,7,19,44.844,29,47.608,29.453,42,13,14,43,444.84,30,8,43.0
5.735,12,3,15,53.956,29,60.112,33.115,53,12,10,55,420.54,31,5,40.0
4.398,6,3,9,47.2,24,53.195,28.664,47,9,7,48,349.5,25,3,31.0
5.672,12,3,15,49.182,29,54.008,31.002,47,13,11,49,429.46,31,4,40.0
5.672,12,4,16,75.465,39,83.943,45.113,74,14,13,76,565.71,41,9,51.0
7.076,11,3,14,44.76,25,49.574,28.325,44,13,8,45,361.46,26,4,34.5
5.626,12,2,14,48.098,26,53.697,30.642,48,14,6,50,370.51,28,3,36.0
8.301,12,6,18,46.4,29,49.814,30.265,44,14,13,45,442.87,30,7,42.0
6.124,6,3,9,44.971,23,50.199,26.567,44,7,9,45,343.45,24,5,30.0
5.493,12,5,17,75.585,39,84.813,45.99,75,15,11,77,556.75,41,6,52.0
5.979,6,3,9,36.32,20,39.953,21.986,35,7,9,36,301.36,21,5,27.0
8.155,12,6,18,46.589,29,50.21,29.82,44,14,13,45,426.42,30,7,42.0
7.469,12,3,15,51.527,28,57.405,32.379,51,15,8,52,401.53,29,4,38.0
8.523,18,8,26,64.56,39,69.953,41.656,62,20,16,64,577.65,41,9,58.0
7.097,6,3,9,44.971,23,50.199,26.567,44,7,9,45,343.45,24,5,30.0
7.745,18,8,26,60.087,38,64.379,39.491,57,20,16,59,566.59,40,9,57.0
7.149,11,3,14,44.753,25,49.946,28.126,44,12,9,45,361.47,26,3,34.5
7.721,12,5,17,48.96,29,53.285,30.964,47,13,12,49,422.46,31,7,42.0
5.921,12,4,16,50.971,29,56.199,32.567,50,14,9,52,415.51,31,5,41.0
7.31,11,3,14,44.509,25,49.285,28.797,44,13,8,45,377.53,26,3,34.5
4.119,6,2,8,19.135,12,20.236,12.761,18,6,6,18,207.65,12,3,17.0
7.77,12,5,17,42.295,27,45.051,28.356,40,13,12,41,434.28,28,6,39.0
8.155,12,6,18,63.149,35,69.365,38.501,61,14,14,62,510.58,36,9,48.0
5.699,17,2,19,55.552,31,61.983,35.213,55,17,8,58,420.51,34,4,44.5
8.77,12,3,15,65.414,33,73.853,39.035,65,14,9,66,456.6,34,5,43.0
8.301,16,3,19,66.087,34,74.644,40.32,66,17,8,68,464.62,36,4,47.0
5.699,23,3,26,67.647,39,75.023,43.981,67,24,9,71,524.62,43,5,57.5
7.77,5,3,8,54.396,26,61.733,31.454,54,6,9,54,384.56,26,4,31.5
8.161,17,3,20,70.752,36,79.976,43.352,71,19,7,73,489.67,38,4,49.5
8.824,11,3,14,57.32,29,64.813,34.266,57,12,8,58,400.53,30,4,38.5
5.699,17,2,19,61.32,33,68.813,38.266,61,17,8,64,448.57,36,4,46.5
5.699,12,2,14,52.552,28,58.983,32.213,52,13,8,54,384.48,30,4,38.0
8.523,24,3,27,61.738,36,68.029,40.62,61,24,9,64,503.62,39,5,54.0
7.0,10,3,13,54.218,27,61.315,32.245,54,11,7,55,373.5,28,4,36.0
6.536,17,3,20,70.741,38,79.062,43.75,70,18,10,73,520.64,41,6,52.5
5.347,10,3,13,56.32,28,63.813,33.266,56,11,8,57,388.52,29,4,37.0
8.357,6,5,11,50.912,33,54.465,30.731,45,7,19,45,521.36,33,6,41.0
7.553,5,3,8,60.163,28,68.564,34.507,60,6,9,60,412.62,28,4,33.5
8.42,16,3,19,71.298,37,80.268,43.562,71,17,9,74,506.66,40,5,51.0
9.0,24,3,27,66.16,40,72.463,43.297,64,24,12,67,571.62,43,5,58.0
6.432,0,2,2,48.421,21,55.733,27.508,49,2,5,50,312.53,22,2,24.0
5.699,17,2,19,58.436,32,65.398,36.74,58,17,8,61,434.54,35,4,45.5
9.018,6,3,9,52.218,25,59.315,30.245,52,9,7,52,349.48,25,4,31.0
5.699,17,2,19,62.101,33,69.73,38.772,62,17,7,65,447.58,36,4,46.5
8.097,17,3,20,49.651,28,54.617,32.051,49,17,7,51,399.5,30,5,41.5
6.625,0,4,4,63.298,29,72.268,35.562,63,4,9,64,410.58,30,5,34.0
8.387,12,3,15,61.985,31,70.145,37.299,62,15,7,63,425.58,32,4,41.0
8.959,12,3,15,61.822,35,67.51,37.925,59,13,13,61,519.54,37,8,46.0
6.851,6,3,11,38.0,22,41.372,24.47,37,7,7,37,321.38,22,5,32.0
9.201,10,3,13,67.854,32,77.474,39.374,68,11,8,69,444.64,33,4,41.0
8.921,10,3,13,60.203,30,68.228,35.793,60,11,8,62,414.56,32,4,40.0
8.699,12,3,15,65.705,37,71.925,40.452,63,13,13,66,545.58,40,8,49.0
8.26,12,3,15,61.822,35,67.51,37.925,59,13,13,61,519.54,37,8,46.0
7.983,0,3,3,51.101,22,58.73,27.772,51,3,7,50,315.47,21,4,24.0
8.523,10,3,13,65.97,32,75.059,38.847,66,11,8,68,442.62,34,4,42.0
8.959,16,3,19,70.298,36,79.268,42.562,70,17,9,72,494.65,38,5,49.0
8.155,18,3,21,77.691,41,86.674,48.323,77,19,11,80,602.21,44,6,56.0
8.699,12,4,16,64.923,37,71.009,39.947,62,14,14,64,546.57,39,8,49.0
8.301,12,3,15,65.498,33,73.401,39.421,65,13,9,67,476.65,35,6,44.0
7.721,12,3,15,68.381,34,76.816,40.947,68,13,9,70,490.68,36,6,45.0
6.932,0,2,2,55.189,24,63.563,31.562,56,2,5,58,352.6,26,2,28.0
8.523,12,3,15,74.149,36,83.647,44.001,74,13,9,76,518.74,38,6,47.0
5.004,12,4,16,59.731,31,66.571,36.367,59,14,9,60,448.59,32,6,42.0
9.0,12,5,17,47.094,31,50.276,30.144,43,13,15,44,469.38,32,6,43.0
8.854,16,3,19,68.189,35,77.142,41.341,68,16,9,70,479.64,37,4,48.0
9.081,10,3,13,55.294,28,62.235,33.432,55,11,8,56,405.57,29,4,37.0
6.208,6,4,10,57.832,28,65.069,33.389,57,8,10,57,415.57,28,6,35.0
7.824,18,3,21,54.854,31,60.614,35.093,54,18,9,56,441.55,33,5,45.0
8.959,15,3,18,69.29,35,78.64,41.363,69,14,10,71,482.65,37,4,47.5
7.51,18,3,21,50.193,30,54.644,33.373,49,19,9,51,446.94,32,5,44.0
7.229,0,4,4,67.181,31,76.683,38.088,67,4,9,69,436.62,33,5,37.0
6.706,17,3,20,46.767,27,51.202,30.524,46,17,7,48,385.47,29,5,40.5
8.854,12,6,18,60.374,37,65.261,38.388,57,17,15,59,543.52,39,8,51.0
9.585,12,3,15,47.96,29,51.64,30.103,45,13,12,46,435.41,30,7,39.0
7.051,6,3,9,62.97,29,72.059,35.847,63,8,8,63,406.59,29,4,35.0
8.387,18,3,21,53.516,33,57.846,34.915,51,19,11,53,481.48,35,6,47.0
6.842,18,3,21,64.287,34,71.776,40.179,64,19,8,66,482.65,36,5,48.0
8.77,16,3,19,69.741,37,78.062,42.75,69,17,10,72,508.63,40,6,51.0
6.237,10,4,14,65.741,33,74.062,38.75,65,12,10,66,460.59,34,6,43.0
7.57,18,3,21,54.291,33,59.135,35.222,52,19,11,54,480.5,35,5,47.0
8.602,12,3,15,64.087,32,72.644,38.32,64,14,8,65,440.6,33,4,42.0
8.387,12,5,18,56.4,33,61.906,36.303,55,15,11,57,470.55,35,6,48.0
6.189,18,3,21,49.869,29,54.7,32.545,49,19,8,51,412.5,31,5,43.0
8.77,17,3,20,72.08,37,81.185,44.067,72,19,8,74,505.67,39,5,50.5
8.102,10,3,13,59.203,29,67.228,34.793,59,11,8,60,402.55,30,4,38.0
7.886,10,3,13,65.97,32,75.059,38.847,66,11,8,68,442.62,34,4,42.0
6.735,6,3,9,54.327,26,61.441,31.465,54,9,7,54,364.49,26,5,32.0
8.699,12,5,17,62.258,37,67.676,38.914,59,15,15,61,545.54,39,8,50.0
6.815,18,3,21,46.204,28,50.368,30.513,45,18,9,47,399.46,30,5,42.0
8.523,12,3,15,65.498,33,73.401,39.421,65,13,9,67,476.65,35,6,44.0
9.523,12,3,15,55.054,32,59.68,33.872,52,13,13,53,479.47,33,8,42.0
7.796,12,3,15,53.149,29,58.871,32.982,52,13,9,54,422.52,31,5,40.0
8.398,12,3,15,61.287,31,68.776,37.179,61,13,8,63,446.62,33,5,42.0
7.31,11,3,14,36.749,21,40.082,23.942,36,11,7,37,325.44,22,4,30.5
4.717,6,4,10,55.731,27,62.571,32.367,55,8,9,55,400.55,27,6,34.0
7.347,12,3,15,55.52,29,61.946,34.126,55,13,8,57,418.56,31,5,40.0
8.824,16,3,19,65.305,34,73.727,39.815,65,16,9,67,465.61,36,4,47.0
6.345,6,3,9,51.52,25,57.946,30.126,51,7,8,52,370.52,26,5,32.0
7.959,12,3,15,67.381,33,75.816,39.947,67,13,9,68,478.67,34,6,43.0
8.036,6,3,9,47.862,24,53.242,28.292,47,7,8,48,357.47,25,6,31.0
6.439,6,3,9,45.753,23,51.116,27.072,45,7,8,46,342.46,24,5,30.0
6.046,17,3,20,50.189,29,55.282,32.061,49,16,10,51,416.5,31,5,42.5
8.398,17,3,20,64.614,34,71.986,39.894,64,17,9,66,486.64,36,6,47.5
7.42,12,3,15,42.985,24,47.285,27.018,42,12,8,43,350.43,25,5,34.0
8.036,12,4,16,62.051,33,69.152,37.883,61,14,11,63,476.61,35,6,45.0
8.041,6,4,10,57.276,29,63.863,33.577,56,8,11,57,429.55,30,7,37.0
7.409,6,4,10,52.52,26,58.946,31.126,52,9,8,53,382.53,27,5,34.0
9.301,6,5,11,53.302,26,59.863,31.631,53,11,7,53,381.54,26,5,34.0
8.137,12,4,16,66.018,35,73.115,40.796,65,14,11,67,522.7,37,7,47.0
6.753,12,4,16,59.174,32,65.365,36.555,58,14,10,60,462.57,34,7,44.0
8.143,12,5,17,58.233,34,63.098,36.08,55,13,15,56,526.56,35,8,46.0
7.26,12,4,16,66.269,35,73.405,40.323,65,14,11,67,506.63,37,8,47.0
7.959,6,4,10,43.651,22,48.617,26.051,43,9,7,43,327.44,22,5,29.0
7.57,12,3,15,51.636,27,57.531,31.599,51,13,8,52,392.52,28,5,37.0
9.0,12,3,15,58.727,31,65.305,36.48,58,13,9,60,467.03,33,5,42.0
7.888,18,5,23,52.742,32,57.202,34.469,51,19,11,53,457.5,34,7,48.0
6.538,6,4,10,61.498,29,69.401,35.421,61,8,9,61,428.61,29,6,36.0
8.523,17,3,20,55.636,31,61.531,35.599,55,17,8,58,440.56,34,5,45.5
7.639,18,3,21,54.08,31,59.325,34.787,53,19,9,55,442.53,33,6,45.0
8.409,12,5,18,57.727,34,63.116,37.017,56,15,12,58,486.55,36,7,49.0
6.461,18,3,21,52.753,30,58.116,34.072,52,19,8,54,426.53,32,5,44.0
7.469,6,3,9,41.869,21,46.7,24.545,41,7,8,41,316.42,21,5,27.0
7.638,18,3,21,53.534,30,59.033,34.577,53,19,7,55,425.54,32,5,44.0
7.857,12,4,16,69.152,36,76.82,41.85,68,14,11,70,520.66,38,8,48.0
7.301,12,3,15,43.309,25,47.229,27.846,42,13,9,43,384.87,26,5,35.0
8.301,17,3,20,58.52,32,64.946,37.125,58,17,8,61,454.59,35,5,46.5
8.222,18,3,21,65.611,36,72.72,42.007,65,19,9,68,529.1,39,5,51.0
6.315,6,3,9,42.869,22,47.7,25.545,42,7,8,43,328.43,23,5,29.0
7.886,12,3,15,58.403,30,65.361,35.652,58,13,8,60,432.59,32,5,41.0
7.745,12,4,16,56.283,31,62.322,34.829,55,14,11,57,448.55,33,6,43.0
8.959,0,4,4,63.625,29,72.478,35.276,63,4,10,63,414.57,29,6,33.0
4.77,17,4,21,54.764,34,59.299,37.397,53,16,14,55,560.55,36,4,48.5
6.382,12,4,16,62.058,33,68.78,38.082,61,14,10,63,476.6,35,7,45.0
8.0,28,5,33,105.316,56,118.314,65.645,105,30,14,109,780.94,60,7,79.0
6.171,33,4,37,93.134,52,103.862,60.307,93,33,11,98,716.83,57,6,77.5
8.097,32,4,36,95.01,52,106.649,60.635,95,31,12,100,718.86,57,5,77.0
5.398,17,5,22,58.545,35,64.118,38.478,57,17,14,59,534.7,37,5,50.5
6.523,17,5,22,59.058,36,64.458,38.861,57,17,15,59,552.69,38,5,51.5
4.398,11,5,16,68.862,37,76.696,43.091,68,11,13,71,565.81,40,5,50.5
7.886,33,4,37,96.01,53,107.649,61.635,96,32,12,101,730.87,58,5,78.5
6.959,28,6,34,97.211,56,107.458,63.698,96,32,15,101,816.73,61,7,81.0
8.041,12,4,16,76.247,39,84.86,45.619,75,14,12,77,564.72,41,9,51.0
4.745,17,4,21,54.185,33,59.131,37.059,53,16,13,55,617.56,35,4,47.5
4.678,17,4,21,58.327,34,64.035,37.983,57,16,13,59,521.7,36,5,48.5
8.222,28,4,32,96.218,52,108.009,60.99,96,29,13,100,743.31,56,5,74.0
6.959,28,4,32,90.134,49,100.862,57.307,90,29,11,94,680.8,53,6,71.0
7.458,12,3,15,45.869,25,50.7,28.545,45,13,8,46,364.46,26,5,35.0
7.456,22,4,26,81.923,43,92.238,51.066,82,23,10,85,602.73,46,5,61.0
7.852,12,3,16,53.931,30,59.534,34.28,53,12,10,54,449.6,31,5,42.0
8.046,6,5,11,63.683,33,71.278,38.882,63,11,11,64,494.7,34,5,42.0
4.538,17,4,21,62.767,35,69.656,40.322,62,16,12,64,533.76,37,4,49.5
8.699,18,4,22,61.611,36,67.531,39.544,60,19,12,63,512.59,39,7,52.0
8.699,18,4,22,62.716,37,68.392,40.877,61,20,12,64,546.04,40,7,53.0
6.888,12,3,16,56.814,31,62.949,35.807,56,12,10,57,463.63,32,5,43.0
8.367,12,3,15,57.382,30,63.913,36.15,57,13,9,58,515.54,31,4,40.0
4.0,0,2,2,24.687,12,27.551,13.965,24,1,6,24,193.16,12,4,14.0
9.222,18,3,21,54.993,33,60.512,36.513,54,20,9,57,464.94,36,4,48.0
7.328,6,4,10,55.945,30,61.368,33.458,54,8,12,56,444.51,32,9,39.0
9.222,18,3,22,55.887,34,61.651,37.181,55,20,9,58,455.51,37,4,51.0
6.65,6,3,10,46.753,24,52.116,28.072,46,7,8,46,354.47,24,5,32.0
4.0,17,4,21,76.04,39,85.52,46.781,76,18,9,79,551.77,42,5,54.5
4.0,0,2,2,26.571,12,29.966,14.492,26,1,6,25,195.18,11,4,13.0
6.656,18,3,21,57.56,33,63.611,37.412,57,21,7,60,444.52,36,5,48.0
8.155,18,3,21,69.491,37,77.773,43.222,69,19,10,72,524.7,40,5,52.0
8.602,18,3,21,66.92,35,74.902,42.178,67,19,8,69,512.75,37,4,49.0
5.672,12,3,15,43.305,26,46.964,28.959,42,13,9,44,415.32,28,4,37.0
9.0,18,3,21,66.931,37,74.302,42.523,66,19,11,69,545.11,40,5,52.0
4.553,17,4,21,63.731,35,70.571,40.367,63,17,9,66,496.63,38,6,50.5
6.728,12,4,16,68.036,36,76.066,41.431,67,14,12,70,517.67,39,6,49.0
8.0,12,3,16,64.836,35,72.199,40.72,64,13,11,66,565.54,37,5,48.0
8.523,18,3,21,66.836,37,74.199,42.72,66,19,11,69,589.56,40,5,52.0
7.959,12,3,16,61.505,32,68.86,37.674,61,13,9,62,459.62,33,5,44.0
8.602,12,3,15,61.363,31,68.696,37.366,61,13,9,62,466.68,32,5,41.0
9.0,11,3,14,58.556,30,65.201,36.026,58,11,10,59,472.71,31,5,39.5
5.672,12,3,15,45.542,25,50.491,28.83,45,13,7,47,360.47,27,4,36.0
6.886,12,7,19,48.6,30,52.87,32.216,47,15,12,49,447.54,32,5,45.0
6.51,6,3,10,38.102,21,41.87,23.492,37,7,8,37,312.38,21,5,29.0
8.854,12,3,15,52.593,30,57.665,33.17,51,13,10,54,436.5,33,6,42.0
8.036,12,3,15,59.731,31,66.571,36.367,59,13,9,61,448.59,33,6,42.0
8.0,12,3,15,44.76,25,49.574,28.325,44,12,8,46,361.46,27,4,36.0
8.726,12,4,16,90.861,44,102.726,54.317,91,14,11,94,645.97,47,6,57.0
7.301,12,5,17,46.24,28,50.708,30.675,45,15,10,47,420.53,30,3,41.0
7.301,6,3,9,47.08,24,52.325,27.787,46,7,9,47,358.46,25,6,31.0
11.0,12,4,16,75.443,38,84.65,45.683,75,14,11,77,563.81,40,6,50.0
8.699,12,5,17,81.68,41,91.853,48.759,81,15,12,83,588.8,43,7,54.0
6.701,12,3,15,58.545,31,65.524,35.96,58,15,8,60,425.53,33,5,42.0
6.721,11,3,14,55.763,29,62.607,33.454,55,12,9,56,402.5,30,5,38.5
8.222,6,4,10,73.392,35,83.308,42.33,73,10,10,74,490.67,36,6,43.0
9.0,18,3,21,54.669,32,60.568,35.686,54,20,8,57,430.5,35,4,47.0
8.357,12,3,15,63.691,33,70.906,39.081,63,13,10,65,494.69,35,6,44.0
7.886,12,3,15,43.498,25,47.625,27.402,42,13,9,43,368.42,26,5,35.0
4.674,12,2,14,48.349,26,53.986,30.17,48,14,6,50,354.44,28,4,36.0
5.932,12,5,17,86.243,46,96.45,51.743,84,17,15,86,649.74,48,7,59.0
7.699,10,3,13,50.552,26,56.983,30.213,50,11,8,51,360.46,27,4,35.0
5.699,12,7,19,96.53,50,107.81,57.978,95,17,16,98,715.91,53,10,66.0
6.738,12,5,17,90.563,48,100.944,55.49,89,17,15,92,706.69,51,8,62.0
4.449,28,4,32,92.538,51,102.992,59.209,92,29,13,96,728.87,55,7,73.0
7.959,6,3,9,65.08,30,74.185,37.067,65,9,8,65,421.6,30,5,36.0
6.79,6,2,8,47.232,23,53.401,27.697,47,8,6,48,320.43,24,4,29.0
5.699,12,5,17,94.338,50,105.49,56.511,92,17,16,95,705.81,53,8,64.0
7.041,12,5,17,95.112,50,106.779,56.818,93,17,16,96,704.83,53,7,64.0
8.106,12,2,14,36.825,20,41.239,23.665,37,15,3,38,267.35,21,2,29.0
7.886,6,4,10,73.392,35,83.308,42.33,73,10,10,74,490.67,36,6,43.0
7.721,6,4,10,83.37,39,94.763,47.625,83,10,11,84,548.76,40,7,47.0
6.252,18,3,21,84.614,42,95.846,51.174,85,21,8,87,573.8,44,5,56.0
5.408,28,4,32,88.556,50,98.209,57.993,88,29,13,92,777.73,54,6,72.0
7.398,12,3,15,64.618,32,73.271,39.298,65,15,7,66,455.68,33,3,42.0
8.481,18,4,22,63.949,36,70.654,40.862,63,20,10,66,509.63,39,6,52.0
4.824,17,4,21,54.44,33,59.355,36.569,53,16,13,55,526.11,35,4,47.5
9.032,6,3,9,56.502,29,62.574,33.27,55,7,11,57,430.53,31,8,37.0
7.638,22,4,26,83.25,44,93.447,51.78,83,23,11,86,618.73,47,6,62.0
8.699,12,4,16,54.182,30,59.823,33.808,53,14,10,55,433.53,32,6,42.0
7.155,28,4,32,95.901,51,107.693,60.361,96,29,11,100,708.86,55,6,73.0
8.481,6,3,9,66.08,31,75.185,38.067,66,9,8,67,433.61,32,5,38.0
4.0,17,4,21,65.287,35,72.776,41.179,65,18,8,68,494.66,38,5,50.5
8.319,6,4,10,55.949,28,62.654,32.862,55,8,10,56,413.55,29,6,36.0
4.699,17,4,21,65.832,36,73.069,41.388,65,17,10,68,511.65,39,6,51.5
7.379,6,3,10,43.869,23,48.7,26.545,43,7,8,43,340.44,23,5,31.0
8.0,28,4,32,93.018,50,104.277,58.834,93,29,11,97,694.83,54,6,72.0
7.523,6,3,9,60.618,28,69.271,35.298,61,9,7,61,407.64,28,3,34.0
5.672,12,3,15,39.774,23,43.661,25.777,39,13,7,41,332.41,25,4,34.0
7.046,6,3,9,51.967,25,59.026,30.717,52,9,7,52,365.55,25,3,31.0
4.745,17,6,23,56.989,35,61.913,37.666,55,16,15,57,536.67,37,6,51.5
6.398,17,5,22,58.869,36,64.062,39.306,57,17,15,59,569.14,38,5,51.5
8.398,12,4,16,59.931,35,65.467,37.2,57,14,14,59,517.53,37,7,47.0
4.959,6,3,9,26.72,16,29.286,17.294,26,9,5,27,218.23,17,3,23.0
7.357,22,4,26,81.694,44,91.241,50.968,81,23,12,84,620.7,47,7,62.0
4.0,0,2,2,27.571,13,30.966,15.492,27,1,6,27,207.19,13,4,15.0
4.398,17,4,21,68.716,37,76.484,42.915,68,17,10,71,525.68,40,6,52.5
8.699,24,4,28,65.389,40,71.183,44.162,64,26,11,68,578.08,44,6,60.0
7.678,6,3,9,50.734,27,55.744,30.216,49,7,11,51,402.47,29,8,35.0
6.553,22,4,26,77.483,42,86.617,48.727,77,23,11,80,590.67,45,6,60.0
8.367,6,3,9,53.807,32,58.794,31.86,49,7,16,49,504.42,32,4,38.0
4.0,0,2,2,16.913,8,18.79,8.955,16,0,6,15,140.19,7,3,9.0
8.886,11,4,15,48.491,28,52.913,30.942,47,12,11,49,425.53,30,6,39.5
4.886,6,4,10,22.007,15,22.738,14.685,20,6,9,20,252.65,15,5,22.0
4.0,0,2,2,13.465,9,13.896,7.556,11,0,8,10,165.11,8,3,10.0
8.399,6,3,9,56.69,33,62.209,33.387,52,7,16,52,518.45,33,4,39.0
8.886,12,3,15,54.52,28,60.946,33.126,54,13,8,55,406.55,29,5,38.0
7.019,6,3,9,31.571,21,33.529,19.64,28,7,12,28,334.25,21,4,27.0
7.552,12,5,17,48.742,28,53.202,30.469,47,13,11,48,409.46,29,7,40.0
8.721,12,4,16,55.509,31,61.033,34.523,54,14,11,56,449.53,33,7,43.0
4.137,6,2,8,19.324,12,20.632,12.317,18,6,6,18,191.2,12,3,17.0
8.745,6,4,10,44.414,24,48.993,26.755,43,8,10,44,357.43,25,6,32.0
5.77,6,2,8,23.233,15,24.726,14.61,21,6,8,21,241.21,15,3,20.0
7.051,6,3,9,37.338,23,40.359,22.693,34,7,12,34,362.31,23,4,29.0
6.919,0,3,3,35.389,23,37.718,20.226,30,1,16,29,386.23,22,4,25.0
4.678,0,2,2,25.192,18,26.18,14.437,20,0,14,19,315.14,17,3,19.0
8.921,12,3,15,49.989,30,54.605,31.274,47,13,12,48,452.44,31,4,40.0
6.902,0,3,3,32.505,22,34.303,18.7,27,1,16,26,372.2,21,4,24.0
6.301,10,3,13,47.669,25,53.568,28.686,47,11,8,48,346.43,26,4,34.0
4.081,6,2,8,21.695,12,23.707,13.46,21,6,5,21,187.24,12,3,17.0
6.921,0,3,3,41.156,25,44.548,23.28,36,1,16,35,414.29,24,4,27.0
7.0,6,3,9,22.466,14,23.711,14.363,21,7,7,21,217.22,14,5,20.0
