pXC50,D.Dtr09,Eig11_AEA.bo.,Xindex,Eig08_AEA.bo.,Vindex,Eig08_EA,SM02_AEA.dm.,SpMax5_Bh.m.,Eig08_EA.ed.,SM03_AEA.ri.,Eig08_AEA.ed.,Eig08_AEA.ri.,RDCHI,Eig08_EA.ri.,Eig10_AEA.bo.,Eig11_EA.bo.,Yindex,Eig11_AEA.ri.,SpMax5_Bh.p.,SpMax5_Bh.v.,Eig07_EA,SM15_AEA.bo.,GMTIV,Eig02_EA,SM10_AEA.bo.,SMTIV,Eig07_AEA.ri.,X1v,Eig08_EA.bo.,GMTI,Wap,ATS2p,CSI,SpAD_EA.bo.,ATS1p,ATSC3i,SpMax5_Bh.i.,ATS2v,Eig13_EA.ed.,SM08_AEA.ri.,piID,SpAD_AEA.dm.,SpMaxA_AEA.ri.,LPRS,SMTI,X0v,Eig09_AEA.bo.,SpAD_EA.ri.,Eig06_EA.ri.,ATSC4i,X2sol,Eig09_AEA.ri.,X1sol,Eig10_EA.bo.,piPC01,SCBO,Eig11_AEA.ed.,Eig13_EA.bo.,MWC04,Psi_i_1,ECC,SpAD_EA.ed.,piPC02,SM02_EA.bo.,SpMax4_Bh.v.,MSD,SpMin4_Bh.p.,Eig09_EA.ri.,ZM2V
4.921,0.0,1.08,0.345,2.5,0.218,1.0,1.0,2.834,2.136,2.136,3.268,2.0,3.421,1.0,1.821,-0.213,0.583,0.697,2.735,2.735,1.121,1.121,13304.0,2.791,2.791,7353.0,2.073,7.064,1.5,4271.0,5811.0,3.555,407.0,44.479,3.233,0.909,2.957,3.504,-1.83,-1.83,9.588,34.949,0.177,90.102,4087.0,11.309,2.174,30.676,1.345,0.977,8.496,1.669,9.87,0.693,3.45,30.5,2.39,-1.026,6.301,11.028,188.0,86.947,4.03,4.714,3.042,5.645,1.392,0.673,328.0
5.666,0.0,1.122,0.367,2.505,0.236,1.028,1.028,2.962,2.543,2.543,3.581,1.996,3.311,0.991,1.278,-0.321,0.65,0.687,3.017,2.993,1.402,1.402,9951.0,2.795,2.795,6175.0,2.392,6.433,1.475,3974.0,6627.0,3.606,377.0,46.032,3.261,0.871,3.243,3.56,-1.851,-1.851,10.653,32.306,0.183,88.83,3829.0,11.115,2.287,31.478,1.414,0.87,8.622,1.626,9.737,-0.091,3.481,31.5,2.496,-1.046,6.354,11.239,174.0,90.434,4.127,4.812,3.078,5.237,1.418,0.631,287.0
5.249,91.334,1.358,0.345,2.203,0.219,1.095,1.095,3.189,2.439,2.439,3.445,2.093,3.533,1.092,1.713,0.151,0.592,1.08,3.065,3.101,1.391,1.391,11968.0,2.868,2.868,7784.0,2.384,7.677,1.182,5273.0,7674.0,3.75,451.0,44.873,3.374,1.108,3.351,3.687,-1.012,-1.012,9.045,36.106,0.164,102.145,5088.0,12.686,2.159,33.954,1.484,1.025,9.3,1.939,10.758,0.574,3.466,31.0,2.882,-0.613,6.415,12.765,209.0,95.803,4.007,4.691,3.245,5.806,1.698,0.929,290.0
4.928,0.0,1.395,0.368,2.5,0.238,1.0,1.0,2.908,2.136,2.136,3.414,2.0,3.4,1.0,1.882,0.073,0.664,0.947,2.761,2.754,1.0,1.0,13514.0,2.649,2.649,7614.0,2.0,7.079,1.5,4434.0,6110.0,3.637,416.0,44.628,3.283,1.195,2.946,3.592,-1.615,-1.615,8.983,35.682,0.177,94.827,4297.0,12.055,2.265,32.419,1.345,1.101,8.745,1.745,10.132,0.822,3.466,31.0,2.667,-0.917,6.385,11.876,193.0,93.959,3.989,4.673,3.127,5.36,1.596,0.752,309.0
5.021,0.0,0.769,0.446,1.776,0.287,0.543,0.543,2.902,1.083,1.083,2.937,1.428,3.107,0.463,0.808,-0.879,0.792,0.321,2.86,2.864,1.0,1.0,8352.0,2.52,2.52,4989.0,2.0,6.735,0.635,2803.0,2464.0,3.466,301.0,36.738,3.172,0.692,3.053,3.385,-2.347,-2.347,8.079,30.794,0.207,77.128,2831.0,10.814,1.627,25.785,1.044,0.733,7.642,1.23,9.367,-0.661,3.296,26.0,2.0,-1.5,6.098,9.569,145.0,71.064,3.807,4.489,3.06,4.984,1.407,0.311,255.0
5.305,0.0,1.291,0.389,2.166,0.24,0.855,0.855,3.043,1.432,1.432,3.035,1.835,3.476,0.822,2.076,-0.136,0.625,0.893,2.978,2.993,1.0,1.0,15324.0,2.599,2.599,8684.0,2.0,7.365,0.984,4733.0,3500.0,3.606,467.0,42.278,3.293,0.835,3.191,3.527,-2.037,-2.037,8.601,33.001,0.174,97.991,4766.0,12.353,2.118,30.039,1.207,0.746,9.225,1.474,10.64,0.73,3.45,30.5,2.419,-1.037,6.229,11.022,227.0,81.983,3.946,4.63,3.286,6.39,1.549,0.509,305.0
5.545,80.853,0.96,0.367,2.174,0.236,1.015,1.015,2.826,2.335,2.335,3.429,2.018,3.284,1.015,1.518,-0.428,0.649,0.572,2.733,2.737,1.36,1.36,16006.0,2.837,2.837,7802.0,2.351,5.794,1.141,3967.0,5910.0,3.404,378.0,43.196,3.065,1.099,2.956,3.466,-2.008,-2.008,8.835,35.073,0.18,88.848,3833.0,10.152,1.636,31.525,1.349,0.834,7.741,1.344,8.826,0.269,3.401,29.0,2.38,-1.078,6.385,10.703,174.0,94.923,4.007,4.691,2.915,5.257,1.446,0.381,346.0
5.61,84.369,1.305,0.359,2.5,0.229,1.0,1.0,2.99,2.275,2.275,3.414,2.0,3.39,1.0,1.529,-0.024,0.623,0.957,2.986,2.982,1.256,1.256,11870.0,2.713,2.713,7314.0,2.24,6.93,1.5,4484.0,8020.0,3.639,442.0,47.214,3.289,0.943,3.21,3.606,-2.0,-2.0,10.126,34.897,0.177,95.664,4425.0,12.012,2.004,33.741,1.492,0.914,9.249,1.631,10.152,0.335,3.497,32.0,2.665,-1.026,6.425,11.834,208.0,97.368,4.139,4.824,3.282,5.713,1.631,0.633,313.0
4.533,0.0,1.096,0.408,2.5,0.256,1.0,1.0,3.164,2.275,2.275,3.414,2.0,3.429,1.0,1.462,-0.239,0.681,0.756,2.989,2.998,1.234,1.234,18122.0,2.634,2.634,9805.0,2.222,7.408,1.5,4987.0,4227.0,3.639,464.0,46.048,3.282,0.943,3.234,3.574,-2.0,-2.0,8.609,37.653,0.17,103.132,5055.0,12.592,1.872,32.3,1.371,0.918,10.176,1.53,10.907,0.179,3.497,32.0,2.312,-1.18,6.333,11.508,226.0,92.549,4.078,4.762,3.142,6.118,1.571,0.558,343.0
4.341,0.0,2.0,0.318,2.652,0.198,1.288,1.288,3.43,2.877,2.877,3.609,2.215,3.88,1.159,2.161,1.0,0.525,1.856,3.112,3.046,1.624,1.624,28582.0,2.783,2.783,15318.0,2.473,10.426,1.713,8573.0,9856.0,3.948,646.0,49.988,3.54,1.284,3.224,3.844,-0.368,-0.368,8.645,47.078,0.145,129.564,8306.0,17.369,2.41,37.827,1.567,1.252,13.167,2.141,13.816,1.035,3.584,35.0,3.247,-0.175,6.578,15.035,304.0,114.881,4.052,4.736,3.369,6.954,1.583,1.106,392.0
4.726,111.025,2.18,0.287,2.791,0.18,1.344,1.344,3.421,3.739,3.739,4.26,2.208,3.789,1.1,2.5,1.02,0.481,1.561,3.241,3.173,1.532,1.532,30228.0,3.059,3.059,14728.0,2.426,10.608,1.877,7994.0,16113.0,3.919,605.0,60.934,3.52,1.002,3.286,3.808,0.009,0.009,11.224,43.493,0.153,121.815,7466.0,15.715,2.644,38.517,1.445,0.961,14.842,2.085,13.936,1.5,3.726,40.5,3.284,0.004,6.686,14.703,273.0,127.604,4.431,5.118,3.399,6.511,1.478,1.029,496.0
5.81,73.993,1.0,0.387,2.514,0.252,1.0,1.0,2.996,2.478,2.478,3.48,1.989,3.236,0.988,1.583,-0.743,0.714,0.445,2.864,2.897,1.228,1.228,13278.0,2.776,2.776,7053.0,2.221,5.866,1.514,3681.0,6979.0,3.437,362.0,47.688,3.094,0.72,3.15,3.475,-2.0,-2.0,10.121,34.795,0.185,88.105,3644.0,10.569,1.902,32.188,1.371,0.715,8.77,1.365,9.669,0.48,3.497,32.0,2.529,-1.13,6.405,10.679,170.0,96.04,4.171,4.856,2.993,5.075,1.55,0.381,353.0
4.0,0.0,2.169,0.307,2.703,0.188,1.165,1.165,3.33,2.929,2.929,3.803,2.155,3.819,1.143,2.42,1.005,0.484,1.679,2.937,2.956,1.362,1.362,31499.0,2.785,2.785,15589.0,2.351,7.96,1.704,8022.0,11088.0,3.725,635.0,54.533,3.373,0.852,3.174,3.711,-0.068,-0.068,10.835,41.692,0.149,124.096,7805.0,14.252,2.5,37.914,1.501,0.837,11.733,2.0,12.602,1.318,3.651,37.5,3.258,-0.037,6.544,13.289,299.0,111.602,4.252,4.938,3.155,7.177,1.498,1.0,415.0
4.839,0.0,1.869,0.322,2.918,0.201,1.36,1.36,3.218,3.027,3.027,3.926,2.337,3.793,1.323,2.471,0.767,0.532,1.547,3.129,3.144,1.604,1.604,30092.0,2.974,2.974,15548.0,2.528,7.649,2.021,8340.0,12101.0,3.68,618.0,55.47,3.329,1.038,3.399,3.719,-0.481,-0.481,10.083,44.281,0.144,129.072,8110.0,13.709,2.764,40.084,1.531,1.023,11.358,2.224,12.452,1.328,3.664,38.0,3.156,-0.243,6.611,13.742,291.0,119.299,4.248,4.934,3.226,6.769,1.704,1.217,434.0
4.947,0.0,0.692,0.388,2.074,0.253,0.86,0.86,2.866,2.136,2.136,3.262,1.834,3.158,0.835,0.943,-0.687,0.714,0.357,2.941,2.91,1.0,1.0,5727.0,2.705,2.705,4100.0,2.0,6.734,1.0,2961.0,4482.0,3.642,307.0,37.869,3.237,1.019,3.206,3.558,-2.347,-2.347,8.461,29.625,0.199,76.277,2855.0,10.725,2.0,29.331,1.173,0.982,7.763,1.614,8.826,-0.505,3.277,25.5,2.177,-1.0,6.248,11.155,141.0,82.216,3.823,4.505,3.003,4.782,1.487,0.627,240.0
5.048,0.0,1.524,0.4,2.5,0.25,1.0,1.0,3.051,2.275,2.275,3.414,2.0,3.59,1.0,1.656,0.389,0.66,1.252,2.952,2.961,1.28,1.28,20613.0,2.82,2.82,11737.0,2.245,7.0,1.5,6301.0,5134.0,3.574,566.0,47.244,3.286,0.897,3.314,3.594,-0.894,-0.894,9.139,39.295,0.157,116.349,6413.0,13.607,1.899,34.077,1.461,0.955,9.631,1.587,11.583,0.572,3.526,33.0,2.654,-0.595,6.428,11.908,277.0,99.259,4.078,4.762,3.091,6.601,1.533,0.608,371.0
4.712,0.0,0.926,0.448,2.316,0.288,0.865,0.865,3.154,1.921,1.921,3.449,1.833,3.252,0.824,1.354,-0.41,0.792,0.535,2.943,2.972,1.137,1.137,11796.0,2.482,2.482,7289.0,2.105,7.335,1.031,4012.0,4590.0,3.657,406.0,40.41,3.296,0.951,3.14,3.608,-2.0,-2.0,8.202,35.7,0.195,95.332,4159.0,12.867,1.936,31.229,1.423,0.905,9.219,1.554,10.308,0.253,3.367,28.0,2.214,-1.0,6.365,11.627,198.0,91.937,3.882,4.564,3.284,5.58,1.572,0.51,291.0
5.298,0.0,1.137,0.338,2.5,0.212,1.0,1.0,2.912,2.275,2.275,3.414,2.0,3.484,1.0,1.824,-0.177,0.565,0.807,2.904,2.9,1.301,1.301,14379.0,2.793,2.793,8208.0,2.244,7.475,1.5,4854.0,6752.0,3.632,454.0,46.215,3.3,0.988,3.162,3.576,-1.802,-1.802,9.727,36.676,0.17,96.612,4676.0,12.231,2.191,32.251,1.346,1.093,9.118,1.696,10.264,0.698,3.481,31.5,2.477,-0.944,6.365,11.671,211.0,93.113,4.082,4.766,3.08,5.929,1.444,0.699,338.0
5.081,0.0,2.38,0.338,2.923,0.225,1.436,1.436,3.44,3.19,3.19,4.069,2.43,3.812,1.424,2.5,1.297,0.673,1.824,3.359,3.31,1.819,1.819,28335.0,3.275,3.275,15851.0,2.79,11.367,2.077,9237.0,19390.0,4.039,579.0,67.097,3.643,1.344,3.492,3.966,1.372,1.372,10.595,51.646,0.138,142.973,8910.0,17.14,2.546,46.942,1.84,1.363,14.854,2.067,15.195,1.5,3.839,45.5,3.435,0.917,6.86,17.025,269.0,148.337,4.491,5.179,3.482,5.668,1.663,1.064,495.0
5.141,0.0,0.543,0.432,2.167,0.274,0.696,0.696,2.802,1.699,1.699,3.275,1.674,3.169,0.679,0.896,-0.985,0.738,0.117,2.735,2.715,1.0,1.0,9766.0,2.696,2.696,5998.0,2.0,6.159,1.014,3243.0,3199.0,3.479,357.0,38.898,3.128,0.879,3.009,3.442,-2.44,-2.44,8.315,30.299,0.196,84.03,3361.0,10.945,1.702,29.232,1.074,0.873,8.329,1.446,9.059,-0.586,3.314,26.5,2.0,-1.399,6.209,10.216,176.0,81.882,3.866,4.549,3.184,5.558,1.496,0.445,281.0
5.371,0.0,0.791,0.447,1.837,0.288,0.57,0.57,3.259,1.191,1.191,3.007,1.478,3.144,0.497,1.078,-0.758,0.798,0.325,2.866,2.868,1.112,1.112,11125.0,2.786,2.786,6121.0,2.06,7.219,0.685,3156.0,2893.0,3.518,318.0,38.546,3.207,0.665,3.053,3.44,-2.076,-2.076,8.255,32.707,0.197,82.948,3207.0,11.871,1.634,26.589,1.235,0.704,8.53,1.242,10.066,-0.257,3.332,27.0,2.0,-1.275,6.188,10.051,154.0,77.755,3.871,4.554,3.06,5.083,1.407,0.33,290.0
5.362,92.637,1.31,0.343,2.5,0.216,1.005,1.005,3.076,2.275,2.275,3.414,2.014,3.514,1.009,1.945,-0.017,0.578,0.962,2.999,3.01,1.271,1.271,13013.0,2.713,2.713,8258.0,2.251,7.43,1.5,5259.0,8861.0,3.707,500.0,48.53,3.352,1.032,3.298,3.662,-1.086,-1.086,10.176,36.459,0.169,102.697,5171.0,12.719,2.121,35.055,1.492,1.0,9.58,2.0,10.652,0.686,3.526,33.0,2.602,-0.649,6.45,12.501,234.0,99.996,4.155,4.84,3.266,6.108,1.544,1.0,317.0
4.674,53.961,1.155,0.34,2.471,0.222,1.136,1.136,2.976,2.983,2.983,3.618,2.094,3.348,1.085,1.554,-0.211,0.629,0.681,2.909,2.892,1.24,1.24,10862.0,2.812,2.812,6328.0,2.185,7.599,1.47,4094.0,13090.0,3.694,384.0,47.119,3.275,1.049,3.166,3.636,-1.896,-1.896,10.41,35.307,0.177,87.716,3802.0,12.468,2.399,32.784,1.412,0.92,9.864,2.0,10.37,0.311,3.466,31.0,2.704,-0.869,6.485,12.363,170.0,102.015,4.139,4.824,2.996,4.992,1.466,1.0,326.0
5.018,0.0,1.079,0.348,2.5,0.221,1.0,1.0,2.936,2.136,2.136,3.265,2.0,3.471,1.0,1.755,-0.16,0.599,0.779,2.88,2.887,1.32,1.32,11627.0,2.619,2.619,7200.0,2.333,7.296,1.5,4756.0,7232.0,3.695,430.0,42.89,3.337,1.02,3.093,3.644,-1.331,-1.331,8.847,34.403,0.172,95.832,4542.0,11.879,2.072,32.268,1.48,0.96,8.79,1.786,10.326,0.551,3.434,30.0,2.443,-0.77,6.33,12.245,198.0,88.579,3.951,4.635,3.29,5.679,1.652,0.787,273.0
5.39,0.0,2.153,0.313,2.642,0.193,1.126,1.126,3.116,2.758,2.758,3.581,2.122,3.761,1.121,2.298,0.914,0.499,1.57,3.064,3.075,1.414,1.414,22354.0,2.695,2.695,12425.0,2.392,7.295,1.662,7147.0,9967.0,3.662,600.0,52.59,3.337,0.962,3.258,3.653,-0.499,-0.499,10.784,38.835,0.154,117.211,6951.0,12.932,2.5,37.337,1.748,0.939,10.458,2.0,11.614,1.085,3.624,36.5,3.159,-0.279,6.485,12.783,282.0,104.71,4.208,4.894,3.32,6.923,1.602,1.0,376.0
5.13,0.0,1.302,0.364,2.765,0.234,1.267,1.267,3.266,2.818,2.818,3.585,2.257,3.391,1.223,1.421,-0.155,0.65,0.846,2.842,2.847,1.391,1.391,13864.0,2.823,2.823,7706.0,2.325,6.78,1.893,4471.0,6997.0,3.606,398.0,47.195,3.248,0.89,3.057,3.567,-1.478,-1.478,10.019,35.115,0.175,94.888,4312.0,11.763,2.343,32.17,1.384,0.827,9.369,1.846,10.526,0.203,3.512,32.5,2.409,-0.927,6.385,11.528,184.0,93.14,4.127,4.812,3.17,5.341,1.519,0.848,322.0
5.519,87.92,1.196,0.358,2.5,0.228,1.044,1.044,2.923,2.405,2.405,3.53,2.061,3.443,1.052,1.948,-0.205,0.626,0.78,2.815,2.828,1.269,1.269,15434.0,2.749,2.749,8825.0,2.251,6.967,1.5,5001.0,8769.0,3.618,460.0,49.271,3.268,1.157,3.105,3.61,-2.0,-2.0,10.131,37.414,0.169,101.791,4947.0,12.247,2.32,35.23,1.483,1.035,9.286,2.0,10.131,0.675,3.526,33.0,2.601,-1.0,6.475,12.182,218.0,104.394,4.171,4.856,3.158,5.809,1.533,1.0,351.0
5.201,86.225,1.177,0.371,2.182,0.239,1.053,1.053,2.982,2.372,2.372,3.437,2.044,3.346,1.041,1.649,-0.199,0.665,0.826,3.001,2.98,1.309,1.309,10019.0,2.918,2.918,6583.0,2.248,7.457,1.156,4358.0,7155.0,3.744,416.0,44.429,3.362,1.051,3.232,3.68,-1.493,-1.493,9.204,35.555,0.176,94.792,4275.0,12.479,2.08,33.598,1.456,0.998,9.004,1.817,10.186,0.493,3.434,30.0,2.642,-0.728,6.441,12.447,193.0,98.526,4.025,4.71,3.25,5.414,1.723,0.807,284.0
4.91,0.0,2.167,0.382,2.638,0.252,1.243,1.243,3.127,2.983,2.983,3.926,2.218,3.628,1.208,2.5,1.062,0.733,1.789,2.969,3.0,1.583,1.583,21758.0,2.84,2.84,12334.0,2.545,8.106,1.683,6917.0,8406.0,3.799,534.0,57.005,3.429,1.203,3.323,3.784,-0.397,-0.397,9.835,43.16,0.153,124.983,6884.0,14.494,2.5,40.443,1.728,1.352,11.194,2.0,12.507,1.5,3.676,38.5,3.247,-0.178,6.648,14.254,254.0,120.884,4.294,4.98,3.375,5.678,1.696,1.0,397.0
5.031,0.0,0.755,0.415,1.833,0.26,0.753,0.753,2.978,1.316,1.316,2.917,1.745,3.271,0.746,1.118,-0.559,0.688,0.49,2.951,2.949,1.0,1.0,6886.0,2.511,2.511,5108.0,1.958,6.926,0.796,3428.0,3282.0,3.642,404.0,36.837,3.302,0.988,3.282,3.544,-2.77,-2.77,8.427,28.471,0.194,84.731,3513.0,11.725,1.653,27.369,1.0,0.992,7.466,1.376,9.33,-0.103,3.296,26.0,2.0,-1.474,6.133,10.791,197.0,73.202,3.807,4.489,3.118,5.837,1.536,0.433,214.0
5.435,127.557,2.533,0.266,3.016,0.165,1.524,1.524,3.254,4.297,4.297,4.411,2.452,4.157,1.397,2.659,1.485,0.435,2.014,3.044,3.07,1.732,1.732,35823.0,2.999,2.999,19797.0,2.713,9.755,2.224,12014.0,26348.0,3.918,789.0,64.894,3.57,1.189,3.318,3.896,1.328,1.328,11.616,49.41,0.125,149.866,11356.0,17.001,2.853,45.274,1.709,1.276,13.392,2.409,14.437,1.71,3.795,43.5,3.476,0.694,6.77,16.133,363.0,137.933,4.443,5.13,3.319,7.476,1.662,1.376,487.0
4.742,70.069,1.112,0.417,2.5,0.279,1.0,1.0,2.846,2.275,2.275,3.414,2.0,3.093,1.0,1.168,-0.658,0.825,0.446,2.792,2.773,1.143,1.143,11490.0,2.719,2.719,5933.0,2.137,5.942,1.5,3062.0,5265.0,3.407,316.0,41.665,3.073,0.93,2.975,3.425,-2.453,-2.453,8.822,34.198,0.201,80.729,3010.0,10.471,2.075,30.271,1.294,0.825,8.127,1.399,9.06,-0.317,3.401,29.0,2.253,-1.243,6.395,10.347,146.0,93.694,3.942,4.625,2.981,4.503,1.222,0.4,337.0
5.403,56.324,0.5,0.401,1.847,0.262,0.347,0.347,2.8,0.86,0.86,3.0,1.242,3.024,0.304,0.719,-1.417,0.739,0.0,2.77,2.764,1.0,1.0,5618.0,2.541,2.541,3470.0,2.0,5.91,0.521,2231.0,3768.0,3.461,255.0,37.98,3.112,0.704,2.938,3.369,-2.625,-2.625,9.351,26.327,0.217,64.52,2123.0,9.368,1.224,24.793,1.261,0.625,7.55,0.861,8.324,-1.035,3.296,26.0,1.861,-1.5,6.129,9.309,115.0,71.598,3.927,4.61,2.785,4.404,1.089,-0.057,247.0
5.201,0.0,1.148,0.376,2.5,0.244,1.0,1.0,3.167,2.298,2.298,3.42,2.0,3.291,1.0,1.333,-0.497,0.683,0.652,2.875,2.826,1.076,1.076,12113.0,2.794,2.794,6741.0,2.078,6.818,1.5,3882.0,6058.0,3.586,373.0,44.357,3.234,0.79,2.954,3.528,-1.748,-1.748,9.182,36.207,0.183,88.343,3743.0,11.185,2.489,31.411,1.356,0.773,9.303,1.955,10.145,-0.073,3.466,31.0,2.624,-1.136,6.358,11.095,172.0,90.739,4.025,4.71,3.057,5.099,1.36,0.942,327.0
5.652,54.348,1.219,0.364,2.563,0.243,1.131,1.131,2.987,2.764,2.764,3.588,2.098,3.241,1.082,1.388,-0.198,0.719,0.802,2.946,2.909,1.367,1.367,9366.0,2.952,2.952,5713.0,2.315,7.569,1.528,3780.0,11697.0,3.754,346.0,46.009,3.327,0.905,3.059,3.68,-1.845,-1.845,9.771,36.677,0.185,86.313,3541.0,11.919,2.139,33.549,1.414,0.886,9.705,1.933,10.145,0.2,3.45,30.5,2.772,-0.902,6.555,12.501,153.0,107.051,4.09,4.775,3.005,4.573,1.497,0.927,335.0
5.299,0.0,0.968,0.356,2.5,0.226,1.0,1.0,2.925,2.136,2.136,3.266,1.955,3.355,0.952,1.523,-0.328,0.615,0.679,2.988,2.961,1.079,1.079,10072.0,2.818,2.818,6346.0,2.027,7.304,1.5,4103.0,5871.0,3.659,401.0,45.059,3.318,0.907,3.244,3.577,-2.0,-2.0,9.655,32.706,0.177,89.559,3962.0,12.238,2.17,30.862,1.414,0.986,9.284,1.477,10.174,0.318,3.45,30.5,2.378,-1.025,6.34,11.415,186.0,90.649,4.065,4.749,3.063,5.494,1.42,0.531,295.0
4.889,72.678,2.339,0.303,2.572,0.201,1.319,1.319,3.074,3.215,3.215,4.109,2.301,3.78,1.295,2.414,1.333,0.596,2.008,3.074,3.064,1.467,1.467,15613.0,2.89,2.89,10227.0,2.449,9.607,1.595,7713.0,32870.0,3.992,507.0,58.119,3.568,1.588,3.274,3.941,1.041,1.041,11.149,46.016,0.143,123.719,7095.0,15.241,2.464,43.77,1.739,1.621,11.607,2.211,12.793,1.394,3.664,38.0,3.47,0.463,6.779,16.653,225.0,134.248,4.301,4.987,3.518,5.381,1.724,1.179,367.0
5.374,0.0,0.633,0.397,2.19,0.26,0.701,0.701,2.963,1.697,1.697,3.274,1.676,3.106,0.676,1.092,-0.862,0.741,0.189,2.744,2.716,0.915,0.915,9573.0,2.824,2.824,5260.0,1.867,6.186,1.04,2868.0,4366.0,3.405,304.0,41.957,3.076,0.591,2.876,3.404,-3.367,-3.367,9.308,30.142,0.202,75.939,2791.0,11.139,2.118,28.625,1.211,0.633,8.754,1.589,9.315,-0.271,3.367,28.0,2.179,-1.488,6.301,9.898,140.0,86.448,4.007,4.691,2.998,4.68,1.428,0.599,326.0
5.527,0.0,0.634,0.442,2.118,0.282,0.618,0.618,2.822,1.372,1.372,3.0,1.416,3.087,0.486,1.092,-1.169,0.772,0.153,2.733,2.734,0.832,0.832,10900.0,2.786,2.786,5736.0,1.778,5.965,0.927,2836.0,2125.0,3.329,302.0,37.832,3.05,0.768,2.957,3.302,-2.874,-2.874,8.172,30.005,0.207,77.293,2860.0,10.278,1.467,25.778,1.114,0.682,7.558,1.245,8.725,-0.35,3.314,26.5,2.0,-1.537,6.138,9.129,145.0,74.835,3.866,4.549,3.021,5.033,1.373,0.248,315.0
4.614,0.0,2.5,0.315,2.974,0.206,1.493,1.493,3.402,3.812,3.812,4.313,2.49,3.996,1.48,2.557,1.5,0.594,2.0,3.077,3.105,2.016,2.016,39204.0,2.819,2.819,19881.0,2.962,9.338,2.149,10843.0,23054.0,3.946,681.0,67.381,3.569,1.338,3.288,3.937,1.588,1.588,10.858,53.597,0.131,151.508,10392.0,16.165,2.801,48.593,1.973,1.309,13.039,2.319,14.33,1.542,3.85,46.0,3.472,0.959,6.83,16.671,316.0,145.431,4.46,5.147,3.458,6.224,1.678,1.272,487.0
4.943,0.0,1.177,0.381,2.5,0.249,1.0,1.0,2.856,2.136,2.136,3.433,2.0,3.284,1.0,1.327,-0.376,0.704,0.722,2.805,2.812,1.334,1.334,10805.0,2.683,2.683,6321.0,2.326,6.178,1.5,3838.0,6050.0,3.545,369.0,44.257,3.2,0.829,3.025,3.527,-2.256,-2.256,9.29,33.627,0.185,88.076,3701.0,10.59,2.398,31.613,1.406,0.814,8.634,1.747,9.737,-0.107,3.466,31.0,2.622,-1.411,6.358,11.033,170.0,90.661,4.025,4.71,2.953,5.028,1.365,0.746,303.0
4.983,0.0,1.583,0.374,2.606,0.243,1.0,1.0,3.056,2.323,2.323,3.473,2.0,3.404,1.0,2.158,0.48,0.685,1.292,2.962,2.972,1.187,1.187,16772.0,2.867,2.867,8965.0,2.179,6.405,1.597,4753.0,8022.0,3.505,409.0,50.71,3.171,0.795,3.303,3.539,-1.441,-1.441,10.339,37.407,0.171,100.632,4690.0,11.593,2.363,34.854,1.41,0.845,9.39,1.838,10.686,0.988,3.57,34.5,2.7,-0.882,6.469,11.516,193.0,101.838,4.193,4.879,3.133,5.401,1.539,0.84,388.0
4.452,124.19,2.672,0.312,2.993,0.202,1.586,1.586,3.387,4.531,4.531,4.644,2.513,3.92,1.473,2.837,1.64,0.572,2.179,3.156,3.162,1.768,1.768,40321.0,3.101,3.101,20391.0,2.735,9.868,2.038,10877.0,25497.0,3.956,711.0,66.241,3.554,1.205,3.366,3.928,1.63,1.63,10.632,57.747,0.134,152.052,10508.0,17.043,2.847,49.101,2.142,1.249,14.651,2.426,14.988,1.912,3.829,45.0,3.649,0.784,6.913,16.646,330.0,155.968,4.419,5.106,3.354,6.442,1.678,1.357,541.0
5.23,0.0,0.624,0.474,1.499,0.31,0.355,0.355,2.807,0.5,0.5,2.79,1.206,2.945,0.297,0.961,-1.148,0.875,0.14,2.763,2.753,0.689,0.689,9538.0,2.586,2.586,4919.0,1.577,5.833,0.383,2241.0,2308.0,3.296,271.0,35.192,2.98,0.554,2.922,3.255,-3.459,-3.459,8.114,27.22,0.219,70.62,2331.0,10.379,1.127,23.446,1.009,0.544,8.153,0.645,8.9,-0.579,3.239,24.5,1.841,-1.814,6.116,8.614,132.0,72.051,3.801,4.483,2.786,4.677,1.303,-0.13,310.0
4.955,0.0,2.405,0.292,3.034,0.178,1.581,1.581,3.41,3.902,3.902,4.212,2.571,4.165,1.558,2.5,1.314,0.458,2.0,3.198,3.222,1.618,1.618,38490.0,2.786,2.786,21041.0,2.618,9.364,2.234,12239.0,13093.0,3.929,855.0,61.175,3.564,1.295,3.443,3.89,0.59,0.59,10.126,48.563,0.128,151.621,11787.0,16.571,2.776,44.369,1.685,1.298,12.998,2.337,14.207,1.5,3.773,42.5,3.414,0.33,6.655,15.814,401.0,125.978,4.344,5.03,3.449,7.978,1.718,1.326,413.0
5.146,0.0,2.446,0.371,2.798,0.241,1.217,1.217,3.22,2.786,2.786,3.604,2.195,3.537,1.181,2.5,0.875,0.683,1.426,3.039,3.037,1.379,1.379,16229.0,2.837,2.837,9787.0,2.377,8.385,1.762,5955.0,7610.0,3.858,475.0,53.701,3.483,0.999,3.269,3.767,-0.89,-0.89,9.791,42.458,0.162,113.075,5848.0,14.276,2.556,37.595,1.503,1.116,10.967,2.0,12.005,1.444,3.651,37.5,3.104,-0.519,6.564,13.547,224.0,111.041,4.238,4.924,3.176,5.636,1.607,1.0,354.0
