pXC50,C.002,SpMin2_Bh.s.,nCt,C.003,C.043,H.046,SaaO,GATS5s,C.031,nCs,SaaN,NaaO,GATS4s,GATS4e,nCrt,N.075,NaaN,P_VSA_s_4,Eta_L_A,nCrs,Eta_FL_A,C.024,nCbH,MATS4m,CATS2D_04_LL,NssCH2,MATS4s,nBnz,MATS4v,GATS2v,ATSC7s,SpMin8_Bh.e.,SdO,GATS2p,MATS4e,P_VSA_MR_1,SpMax6_Bh.s.,MATS1s,CATS2D_01_AA,SRW05,SRW07,ATSC8s,nR05,SpMin8_Bh.i.,ATSC5s,P_VSA_LogP_3,P_VSA_s_3,GATS8i,GATS4m,MATS3s,SpMax8_Bh.s.,SpMin1_Bh.s.,P_VSA_MR_7,nCsp3,SpMin6_Bh.s.,SaaCH,GATS4v,H.051,CIC2,IC1,Eta_L,MAXDP,MATS2p,Eig05_AEA.dm.,ATSC6s,nCb.
6.06,3,1.231,0,0,0,5,0.0,1.127,0,5,0.0,0,1.31,1.342,0,0,0,103.159,0.238,0,0.247,9,9,-0.095,3,4,-0.163,2,-0.045,1.097,134.818,1.05,37.437,1.132,-0.188,223.651,4.774,-0.041,0,2.398,4.727,145.879,1,0.993,162.528,137.139,39.456,0.987,1.106,0.038,4.314,1.273,0.0,7,0.613,18.522,0.985,0,1.064,3.757,7.849,5.915,-0.059,3.09,134.195,3
7.495,2,1.139,1,1,0,8,0.0,1.113,0,4,4.072,0,1.286,1.218,0,1,1,41.996,0.294,0,0.175,1,0,0.092,0,2,-0.182,0,0.035,0.858,154.103,1.089,50.616,0.761,-0.176,176.567,4.839,-0.093,0,3.045,5.283,191.055,2,1.011,234.161,82.143,84.074,0.991,0.38,0.013,4.268,1.33,22.593,7,0.549,4.733,0.852,2,0.51,4.212,8.824,5.951,0.123,3.195,189.528,0
7.31,2,1.145,1,1,0,8,0.0,1.146,0,4,4.056,0,1.219,1.113,0,1,1,51.472,0.262,0,0.206,2,2,0.078,1,2,-0.111,1,0.014,0.912,191.729,1.069,51.051,0.933,-0.082,188.338,5.071,-0.091,0,2.398,4.443,236.025,1,1.001,277.541,91.62,60.565,0.976,0.82,-0.005,4.682,1.333,140.039,7,0.53,5.519,0.927,2,0.647,4.174,8.39,6.02,0.013,3.195,233.415,4
7.051,2,1.177,1,1,0,8,0.0,1.042,0,4,4.154,0,1.18,1.181,0,1,1,111.454,0.256,0,0.224,8,8,-0.058,2,4,-0.119,2,-0.031,0.977,162.657,1.206,39.123,0.962,-0.145,321.009,4.84,-0.034,0,2.398,4.443,198.837,1,1.158,170.536,144.275,75.547,0.888,0.749,0.028,4.637,1.328,16.786,9,0.742,16.159,0.954,2,0.85,4.098,9.983,6.442,-0.019,2.957,166.428,4
7.108,3,1.23,1,1,0,8,0.0,0.985,0,6,4.115,0,1.178,1.205,0,1,1,117.806,0.248,0,0.233,9,9,-0.067,0,4,-0.141,2,-0.026,1.097,210.174,1.231,51.875,1.158,-0.165,321.009,6.493,-0.038,0,2.398,4.443,270.38,1,1.198,252.094,135.741,82.599,0.904,0.995,-0.017,4.775,1.325,16.786,10,0.772,17.726,0.969,2,1.198,3.907,10.398,6.528,-0.1,3.195,216.803,3
7.174,3,1.237,1,1,0,8,0.0,1.155,0,6,4.148,0,1.288,1.31,0,1,1,126.853,0.247,0,0.237,9,9,-0.086,3,4,-0.146,2,-0.048,1.071,183.346,1.265,52.544,1.127,-0.174,317.82,4.971,-0.04,0,3.045,5.283,229.589,2,1.242,242.91,144.788,78.195,0.987,1.018,0.005,4.773,1.325,16.786,10,0.782,21.833,0.989,2,1.124,3.991,10.856,6.783,-0.076,3.195,195.628,3
4.77,2,1.222,0,0,0,0,0.0,1.038,0,4,0.0,0,1.302,1.316,0,0,0,141.715,0.213,0,0.274,14,14,-0.106,4,3,-0.16,3,-0.068,1.09,142.64,1.05,38.367,1.106,-0.17,223.651,4.78,-0.047,0,2.398,4.727,151.623,1,0.993,156.904,184.521,40.107,0.979,1.12,0.016,4.382,1.255,0.0,5,0.613,27.685,1.018,0,1.62,3.539,7.885,6.329,-0.078,3.09,124.659,4
7.137,2,1.139,1,1,0,8,0.0,1.172,0,4,4.087,0,1.238,1.236,0,1,1,60.948,0.263,0,0.213,3,3,-0.065,2,3,-0.163,1,-0.018,0.976,142.713,1.097,37.273,0.989,-0.196,223.651,4.839,-0.045,0,2.398,4.443,163.704,1,1.014,196.363,78.883,70.054,0.955,0.872,0.026,4.479,1.321,95.083,8,0.558,8.154,0.947,2,0.648,4.085,8.413,5.902,-0.005,3.195,170.98,3
5.301,2,1.165,1,1,0,8,0.0,1.238,0,4,0.0,0,1.149,1.175,0,0,0,102.937,0.241,0,0.239,9,8,-0.057,4,2,-0.104,2,-0.037,1.061,118.246,1.061,38.047,1.095,-0.128,247.193,4.937,-0.053,0,2.398,4.727,156.757,1,0.996,189.25,128.092,32.485,1.025,1.037,0.022,4.321,1.321,39.149,7,0.596,16.229,0.99,2,1.001,3.865,8.185,6.14,-0.065,3.099,158.787,4
7.046,2,1.176,1,1,0,8,0.0,0.886,0,4,4.133,0,1.082,1.096,0,1,1,111.454,0.246,0,0.234,8,8,-0.083,1,4,-0.118,2,-0.024,1.03,180.707,1.206,38.956,1.097,-0.141,335.969,6.493,-0.033,0,2.398,4.443,234.54,1,1.158,182.792,144.275,81.613,0.847,0.994,0.008,4.652,1.328,16.786,9,0.741,14.106,0.964,2,0.964,4.04,9.581,6.349,-0.065,2.958,202.817,4
6.602,2,1.139,1,1,0,8,0.0,1.192,0,4,4.019,0,1.263,1.281,0,1,1,82.698,0.248,0,0.234,5,5,-0.046,0,3,-0.144,1,-0.028,1.105,131.777,1.1,37.07,1.156,-0.167,247.193,4.775,-0.043,0,2.398,4.443,153.884,1,1.013,183.642,99.234,31.776,0.913,1.054,0.024,4.241,1.321,16.786,8,0.569,12.176,0.974,2,0.805,3.892,7.425,5.841,-0.048,2.761,160.701,1
7.886,9,1.329,2,2,1,17,5.46,0.825,1,9,12.803,1,0.837,1.02,1,3,3,36.396,0.3,5,0.189,2,0,0.004,8,9,-0.034,0,0.015,1.156,49.552,1.048,11.74,1.235,-0.067,308.377,4.165,0.068,1,2.398,4.595,53.768,1,0.971,69.246,61.758,40.377,1.074,0.979,0.146,3.845,1.539,71.178,12,0.735,5.386,0.956,3,1.5,3.398,8.405,4.74,-0.093,2.524,67.386,0
7.553,9,1.329,2,2,1,17,5.486,0.834,1,9,12.973,1,0.828,1.014,1,3,3,47.917,0.298,5,0.187,2,0,0.024,8,9,-0.031,0,0.05,1.078,46.799,1.057,11.773,1.135,-0.065,343.69,4.188,0.069,1,2.398,4.595,56.647,1,0.989,69.951,61.758,40.377,1.049,0.96,0.139,3.849,1.539,53.168,13,0.785,5.504,0.914,3,1.638,3.291,8.639,4.773,-0.014,2.665,66.824,0
8.222,10,1.329,2,2,1,17,5.436,0.794,1,10,12.795,1,0.792,0.985,1,3,3,37.476,0.307,5,0.183,3,0,0.028,9,10,-0.013,0,0.013,1.228,50.052,1.004,11.697,1.318,-0.034,308.377,4.035,0.084,1,2.398,4.595,48.982,1,0.945,66.772,71.234,40.155,1.053,0.951,0.095,3.82,1.539,53.168,12,0.735,7.427,0.964,5,1.555,3.293,8.289,4.697,-0.177,2.519,68.88,0
7.638,9,1.329,2,2,1,17,5.305,0.862,1,9,8.266,1,0.788,0.96,1,2,2,8.396,0.341,5,0.147,0,0,0.033,7,10,-0.024,0,0.023,1.24,43.691,0.998,11.53,1.329,-0.035,296.605,4.033,0.075,1,2.398,4.595,48.442,1,0.941,61.524,60.816,36.969,1.066,0.931,0.129,3.701,1.539,36.382,13,0.734,0.0,0.958,3,1.677,2.886,7.854,4.53,-0.123,2.511,62.409,0
7.444,9,1.329,2,2,1,17,5.159,0.859,1,9,7.7,1,0.795,0.794,1,2,2,8.825,0.331,5,0.155,0,0,0.068,7,10,0.023,0,0.019,1.227,74.323,1.0,23.214,1.345,0.063,261.292,4.297,0.044,1,2.398,4.595,97.856,1,0.943,84.295,42.806,46.647,1.113,0.888,0.175,3.802,1.539,36.382,13,0.735,0.0,0.979,3,1.644,2.968,8.27,4.653,-0.154,2.519,83.463,0
7.337,9,1.329,2,2,1,17,10.627,0.823,1,9,8.309,2,0.764,0.837,1,2,2,30.692,0.314,5,0.177,2,0,0.093,7,9,0.009,0,0.059,1.217,50.002,1.005,11.626,1.329,0.021,273.063,4.033,0.08,1,3.045,5.209,56.245,2,0.945,66.255,73.498,40.312,1.098,0.878,0.159,3.697,1.539,36.382,11,0.729,5.061,0.916,3,1.615,3.3,7.844,4.626,-0.178,2.517,66.628,0
7.77,9,1.329,2,2,1,17,5.391,0.73,1,9,12.477,1,0.796,0.94,1,3,3,28.0,0.291,5,0.194,2,0,0.054,7,9,-0.024,0,0.029,1.182,78.076,1.06,23.105,1.29,-0.046,273.063,4.766,0.012,1,2.398,4.595,67.192,1,0.995,94.917,61.758,45.51,1.076,0.923,0.112,4.033,1.539,53.168,11,0.735,4.453,0.963,3,1.478,3.558,8.449,4.742,-0.132,2.717,99.167,0
7.854,9,1.329,2,2,1,17,5.379,0.802,1,9,16.499,1,0.757,0.89,1,4,4,27.142,0.301,5,0.19,0,0,0.088,7,9,0.018,0,0.051,1.199,51.879,0.995,11.664,1.301,0.021,273.063,4.044,0.086,1,2.398,4.595,56.203,1,0.941,68.771,42.806,37.62,1.064,0.89,0.163,3.823,1.539,69.953,11,0.734,4.698,0.938,3,1.677,3.227,7.83,4.664,-0.164,2.516,68.783,0
7.036,9,1.329,2,2,2,17,5.417,0.872,1,9,12.67,1,0.777,0.894,1,3,3,28.39,0.31,5,0.177,0,0,0.063,7,9,0.0,0,0.008,1.138,47.088,1.021,11.683,1.226,0.017,296.605,4.033,0.077,1,3.045,5.283,51.643,2,0.949,69.914,51.853,37.191,1.095,0.909,0.156,3.801,1.539,53.168,12,0.735,3.485,0.975,3,1.576,3.237,8.072,4.683,-0.085,2.518,67.869,0
7.056,9,1.329,2,2,1,17,5.295,0.677,1,9,11.696,1,1.02,1.015,1,3,3,18.095,0.299,5,0.183,0,0,0.038,7,10,-0.034,0,0.016,1.189,84.533,1.153,35.995,1.223,0.005,284.834,4.996,-0.028,1,3.045,5.209,97.302,2,1.064,118.954,74.066,38.52,1.005,0.868,0.082,4.052,1.539,58.853,12,0.75,2.458,0.949,3,1.427,3.602,8.985,5.145,-0.092,2.592,107.439,0
6.812,9,1.329,2,2,1,17,5.471,1.039,1,9,8.542,1,0.992,1.101,1,2,2,46.73,0.302,5,0.185,4,4,0.01,9,10,-0.048,1,0.023,1.151,74.528,1.153,23.598,1.227,-0.113,308.377,4.431,0.037,1,2.398,4.595,65.679,1,1.064,93.03,80.711,53.018,1.132,0.981,0.122,4.033,1.539,36.382,13,0.825,6.785,0.947,3,1.637,3.372,9.363,4.801,-0.094,2.719,73.088,2
7.638,9,1.329,2,2,1,17,5.419,0.833,1,9,12.532,1,0.791,0.979,1,3,3,37.047,0.304,5,0.186,2,0,0.065,8,9,-0.006,0,0.058,1.201,47.468,0.995,11.676,1.281,-0.035,284.834,4.034,0.084,1,2.398,4.595,48.159,1,0.941,67.474,61.758,38.049,1.098,0.92,0.143,3.784,1.539,53.168,11,0.735,7.031,0.908,3,1.591,3.307,7.91,4.676,-0.144,2.516,65.962,0
7.959,9,1.329,2,2,1,17,5.222,0.539,1,9,7.964,1,0.733,0.885,1,2,2,7.19,0.322,5,0.154,0,0,0.046,7,10,-0.049,0,0.007,1.252,73.004,1.003,33.868,1.389,-0.048,296.605,4.297,-0.038,1,2.398,4.595,84.054,1,0.944,105.838,65.018,36.969,1.09,0.779,-0.011,4.022,1.539,42.19,13,0.746,0.0,0.975,3,1.621,3.086,8.373,4.582,-0.193,2.582,101.368,0
7.585,9,1.329,2,2,1,17,5.328,0.858,1,9,8.151,1,1.069,1.153,1,2,2,47.381,0.294,5,0.189,5,5,0.007,7,10,-0.08,1,0.005,1.191,76.674,1.153,36.427,1.207,-0.111,320.148,4.717,-0.036,1,2.398,4.595,90.611,1,1.064,124.944,112.399,38.52,1.009,0.974,0.086,4.052,1.539,42.19,12,0.825,8.025,0.959,3,1.658,3.483,9.106,5.344,-0.102,2.592,108.868,1
8.745,9,1.329,2,2,1,17,5.208,0.755,1,9,7.647,1,0.822,0.886,1,2,2,50.195,0.275,5,0.204,3,3,0.089,7,9,0.097,1,0.0,1.052,157.364,1.181,49.821,1.099,0.044,343.69,5.261,-0.039,1,2.398,4.595,174.765,1,1.115,165.389,77.042,51.606,0.998,0.874,0.104,4.496,1.539,42.19,13,0.735,3.87,0.994,3,1.574,3.621,9.914,5.705,0.005,3.152,156.038,3
7.721,9,1.329,2,2,1,17,5.273,0.621,1,9,8.126,1,0.755,0.931,1,2,2,8.825,0.326,5,0.157,0,0,0.004,7,10,-0.039,0,0.003,1.252,58.37,1.003,22.53,1.372,-0.054,296.605,4.118,0.044,1,2.398,4.595,63.027,1,0.944,81.933,42.806,41.674,1.059,0.954,0.036,3.791,1.539,36.382,13,0.735,0.0,0.989,6,1.651,2.971,8.151,4.574,-0.169,2.575,82.479,0
7.886,11,1.379,2,2,1,17,5.479,0.708,1,12,8.63,1,0.778,0.883,1,2,2,3.124,0.354,8,0.133,0,0,0.03,7,14,-0.029,0,0.007,1.252,61.48,1.153,11.732,1.341,-0.002,320.148,4.249,0.034,1,2.398,4.595,54.646,1,1.064,68.525,85.489,46.25,1.101,0.928,0.056,3.83,1.539,36.382,17,0.825,0.0,0.969,3,1.858,2.877,9.912,4.732,-0.139,2.566,76.08,0
7.0,3,1.258,0,0,0,0,0.0,1.289,0,4,0.0,0,1.488,1.24,0,0,0,176.622,0.218,0,0.266,17,17,-0.119,5,7,-0.187,4,-0.103,0.944,241.253,1.238,55.406,0.927,-0.172,364.904,5.006,-0.072,0,2.398,4.595,207.769,1,1.2,216.726,209.709,56.818,1.067,1.235,0.026,4.765,1.323,5.807,9,0.906,30.09,1.072,2,1.668,3.555,10.255,7.183,0.08,3.23,238.955,7
6.041,2,1.194,0,0,0,0,0.0,1.343,0,4,0.0,0,1.293,1.271,0,0,0,94.111,0.236,0,0.239,9,9,-0.123,2,3,-0.171,2,-0.098,1.071,124.829,0.886,48.887,1.045,-0.202,153.024,4.928,-0.1,0,0.0,0.0,126.009,0,0.821,211.495,150.304,24.392,0.979,1.123,0.015,4.278,1.305,44.956,6,0.509,14.872,1.051,0,1.072,3.787,7.31,5.476,-0.023,3.008,189.629,3
6.745,0,1.043,0,0,0,0,0.0,1.356,0,1,3.867,0,1.598,1.38,0,1,1,68.179,0.226,0,0.246,4,4,-0.149,0,1,-0.289,1,-0.137,0.734,101.594,0.886,37.761,0.737,-0.315,129.482,4.848,-0.116,0,2.398,4.595,110.533,1,0.821,193.386,86.518,47.485,0.805,1.033,0.05,4.277,1.24,22.593,4,0.218,7.207,1.06,0,0.622,4.135,5.639,5.98,0.246,2.82,143.957,2
6.215,1,1.103,0,0,0,0,0.0,1.421,0,2,0.0,0,1.561,1.319,0,0,0,115.855,0.226,0,0.255,8,4,-0.144,0,3,-0.206,1,-0.152,0.905,114.185,1.141,39.529,0.875,-0.182,247.193,4.8,-0.092,0,3.045,5.13,136.582,2,1.07,182.738,150.167,50.881,0.814,1.232,0.065,4.328,1.299,5.807,5,0.631,18.809,1.111,2,0.958,3.817,6.787,6.499,0.124,2.75,135.982,2
6.638,7,1.305,0,0,0,6,0.0,1.409,0,9,0.0,0,1.208,1.163,0,0,0,48.788,0.283,6,0.196,4,4,-0.037,0,8,-0.123,1,-0.025,1.154,118.138,1.13,48.916,1.157,-0.146,200.109,4.849,-0.067,0,0.0,0.0,143.216,0,1.06,205.61,102.923,35.622,0.963,1.132,0.054,4.328,1.476,5.807,11,0.809,5.688,0.997,0,1.38,3.542,8.48,5.532,-0.041,2.812,182.274,2
4.638,2,1.242,0,0,0,6,0.0,1.69,0,4,0.0,0,1.135,1.104,0,0,0,103.692,0.24,0,0.234,7,7,-0.143,5,3,-0.057,2,-0.144,0.975,126.712,1.182,50.269,0.996,-0.104,235.422,4.837,-0.1,0,0.0,0.0,172.822,0,1.122,261.956,131.352,32.506,0.926,1.42,-0.019,4.353,1.317,5.807,9,0.719,12.633,1.165,0,1.113,3.764,8.144,6.008,0.084,3.008,190.545,5
6.824,1,1.141,0,0,0,3,0.0,1.18,0,2,0.0,0,1.633,1.472,0,0,0,114.162,0.221,0,0.257,9,7,-0.162,2,2,-0.259,2,-0.104,0.864,153.453,1.132,39.878,0.864,-0.236,262.153,4.85,-0.085,0,2.398,4.443,208.632,1,1.062,190.577,141.548,64.267,0.969,1.214,0.044,4.634,1.296,5.807,5,0.603,15.669,1.033,2,0.91,3.894,7.063,6.789,0.14,2.821,216.361,5
4.398,2,1.151,0,0,0,0,0.0,1.015,0,3,0.0,0,1.247,1.184,0,0,0,99.095,0.219,0,0.25,8,8,-0.218,1,3,-0.229,2,-0.121,0.873,326.823,1.107,50.977,0.855,-0.265,223.651,7.429,-0.092,0,0.0,0.0,265.592,0,1.035,331.341,124.423,32.236,0.875,1.307,0.019,6.493,1.315,5.807,7,0.582,8.912,1.097,2,1.163,3.888,7.446,6.466,0.193,3.235,310.946,4
5.602,2,1.165,1,1,0,8,0.0,0.998,0,4,0.0,0,1.028,1.059,0,0,0,108.607,0.231,0,0.249,9,8,-0.037,5,2,-0.09,2,-0.018,1.095,121.056,1.093,47.667,1.196,-0.102,247.193,4.968,-0.024,2,2.398,4.727,177.431,1,1.009,150.853,128.092,27.466,1.013,1.023,0.062,4.319,1.327,23.681,7,0.594,15.386,0.989,2,1.047,3.787,7.61,6.181,-0.091,3.017,149.69,4
7.678,9,1.329,2,2,1,17,5.283,0.553,1,10,8.083,1,1.264,1.278,1,2,2,17.65,0.334,5,0.141,0,0,-0.038,7,10,-0.17,0,0.012,1.214,74.753,1.08,35.341,1.29,-0.18,273.063,4.298,-0.037,1,2.398,4.595,83.044,1,1.064,103.214,65.018,36.969,1.064,0.904,0.068,4.04,1.539,42.19,15,0.825,0.0,0.914,3,1.671,3.059,9.363,4.842,-0.088,2.589,99.814,0
7.585,9,1.329,2,2,1,17,5.316,0.752,1,9,11.924,1,1.041,1.09,1,3,3,37.047,0.291,5,0.192,2,0,0.033,7,10,-0.052,0,0.017,1.176,81.999,1.153,36.341,1.198,-0.055,308.377,4.871,-0.031,1,2.398,4.595,95.273,1,1.064,120.014,83.971,38.52,1.019,0.915,0.083,4.053,1.539,58.975,12,0.825,5.708,0.946,3,1.446,3.572,9.025,5.304,-0.092,2.592,113.332,0
7.699,9,1.329,2,2,1,17,5.352,0.737,1,9,8.302,1,0.733,0.89,1,2,2,7.19,0.325,5,0.153,0,0,-0.004,7,12,-0.044,0,-0.007,1.261,82.285,1.153,33.7,1.384,-0.051,343.69,4.304,-0.038,1,2.398,4.595,96.846,1,1.064,103.667,83.029,41.18,1.057,0.876,-0.004,4.034,1.539,42.19,15,0.825,0.0,0.999,3,1.54,3.154,9.426,4.673,-0.188,2.612,94.898,0
6.229,1,1.152,0,0,0,0,0.0,0.898,0,2,0.0,0,1.146,1.112,0,0,0,105.337,0.22,0,0.245,9,7,-0.16,1,2,-0.219,2,-0.028,0.861,368.192,1.175,40.004,0.827,-0.241,211.88,7.999,-0.097,0,2.398,4.443,715.276,1,1.131,397.744,141.548,58.332,0.978,1.164,0.048,7.431,1.301,5.807,6,0.582,10.195,1.013,2,1.165,3.961,8.369,6.673,0.187,3.253,727.22,5
7.108,3,1.151,0,0,0,0,0.0,1.314,0,4,0.0,0,1.388,1.306,0,0,0,75.39,0.248,0,0.231,6,4,-0.163,0,5,-0.203,1,-0.137,1.042,115.682,1.129,48.763,1.014,-0.226,200.109,4.85,-0.09,0,2.398,4.443,151.904,1,1.06,201.703,129.525,60.226,0.913,1.195,0.024,4.331,1.305,5.807,7,0.597,11.56,1.091,2,0.847,3.965,7.695,5.527,0.042,2.812,172.889,2
5.921,2,1.245,0,0,0,0,0.0,1.343,0,3,0.0,0,1.505,1.23,0,0,0,81.86,0.238,0,0.244,7,7,-0.132,1,8,-0.21,2,-0.1,0.902,212.744,1.153,53.32,0.888,-0.21,294.278,5.005,-0.07,0,2.398,4.595,187.147,1,1.074,225.365,132.958,52.124,1.08,1.245,0.031,4.39,1.324,5.807,10,0.767,10.718,1.093,2,1.122,3.809,8.804,6.842,0.136,3.23,229.764,5
4.824,2,1.165,1,1,0,8,0.0,1.264,0,4,0.0,0,1.153,1.131,0,0,0,102.937,0.256,0,0.225,9,8,0.007,6,2,-0.08,2,-0.013,1.024,91.066,1.019,25.485,0.986,-0.069,247.193,4.32,-0.048,0,2.398,4.727,96.817,1,0.964,120.191,128.092,27.764,1.023,0.67,0.063,4.02,1.326,18.011,7,0.594,17.277,0.948,2,1.014,3.734,7.925,6.169,-0.043,2.961,112.818,4
6.131,2,1.295,0,0,0,0,0.0,1.284,0,3,0.0,0,1.42,1.168,0,0,0,132.365,0.231,0,0.253,12,12,-0.101,1,9,-0.167,3,-0.097,0.904,229.302,1.174,54.392,0.884,-0.159,376.675,5.006,-0.063,0,2.398,4.595,188.629,1,1.136,223.443,162.328,57.415,1.039,1.201,0.034,4.754,1.338,5.807,11,0.825,20.882,1.085,2,1.45,3.676,10.165,7.031,0.123,3.23,228.166,6
7.959,2,1.224,0,0,0,0,0.0,1.258,0,3,0.0,0,1.443,1.216,0,0,0,164.022,0.211,0,0.273,16,16,-0.147,12,5,-0.202,4,-0.114,0.924,232.469,1.18,53.857,0.91,-0.185,329.591,5.006,-0.086,0,2.398,4.595,188.707,1,1.137,207.9,200.233,55.363,1.045,1.265,0.012,4.828,1.316,5.807,7,0.776,28.332,1.084,2,1.526,3.66,9.488,6.984,0.096,3.229,235.679,8
5.921,1,1.159,0,0,0,0,0.0,1.077,0,3,0.0,0,1.246,1.304,0,0,0,141.715,0.207,0,0.281,14,14,-0.093,3,2,-0.136,3,-0.069,1.076,123.312,1.05,38.324,1.089,-0.17,223.651,4.781,-0.055,0,2.398,4.727,145.476,1,0.993,152.922,184.521,37.573,0.92,1.1,0.021,4.376,1.244,0.0,4,0.612,27.066,1.012,0,1.505,3.552,7.442,6.325,-0.071,3.091,131.845,4
6.699,2,1.267,0,0,0,0,0.0,1.229,0,3,0.0,0,1.456,1.221,0,0,0,93.809,0.234,0,0.244,7,7,-0.193,1,8,-0.223,2,-0.183,0.867,242.2,1.17,65.349,0.869,-0.22,329.591,6.493,-0.062,0,2.398,4.595,218.045,1,1.135,260.935,114.947,56.828,1.088,1.28,-0.016,4.848,1.328,5.807,11,0.771,10.585,1.178,5,1.232,3.748,9.367,6.913,0.151,3.319,242.028,5
6.959,2,1.139,1,1,0,8,0.0,1.204,0,4,4.094,0,1.254,1.285,0,1,1,79.901,0.259,0,0.222,5,5,-0.057,0,3,-0.14,1,-0.026,1.088,119.649,1.1,37.099,1.145,-0.163,247.193,4.773,-0.04,0,2.398,4.443,143.358,1,1.013,180.963,97.836,63.053,0.94,0.972,0.023,4.24,1.321,16.786,8,0.561,12.525,0.954,2,0.819,3.89,7.769,5.852,-0.077,2.761,155.236,1
7.638,9,1.329,2,2,1,17,5.366,0.82,2,9,16.516,1,0.763,0.895,1,4,4,27.571,0.301,5,0.189,1,0,0.095,7,9,0.016,0,0.057,1.21,53.271,0.995,11.661,1.313,0.021,275.391,4.034,0.082,1,2.398,4.595,59.832,1,0.941,67.374,52.282,37.191,1.042,0.885,0.179,3.85,1.539,69.953,11,0.735,4.933,0.931,3,1.662,3.242,7.832,4.661,-0.176,2.516,70.444,0
6.658,0,1.144,0,0,0,0,0.0,0.92,0,1,0.0,0,1.158,1.134,0,0,0,87.561,0.214,0,0.244,7,7,-0.253,1,1,-0.242,2,-0.063,0.81,339.61,0.98,38.209,0.807,-0.275,153.024,7.999,-0.107,0,0.0,0.0,653.353,0,0.9,426.224,114.947,23.161,1.173,1.33,0.04,7.431,1.276,5.807,6,0.412,5.29,1.068,0,1.204,3.867,7.053,6.141,0.236,3.224,707.863,5
8.222,10,1.329,2,2,1,17,5.444,0.817,1,10,12.638,1,0.801,1.022,1,3,3,37.047,0.307,5,0.183,2,0,0.038,8,10,-0.028,0,0.038,1.214,48.487,1.004,11.699,1.292,-0.075,308.377,4.035,0.089,1,2.398,4.595,47.54,1,0.945,68.523,61.758,40.583,1.089,0.942,0.101,3.797,1.539,53.168,12,0.735,7.331,0.934,5,1.541,3.307,8.294,4.699,-0.15,2.519,70.057,0
6.735,9,1.329,2,2,1,17,5.478,1.001,1,9,8.541,1,1.0,1.1,1,2,2,46.73,0.302,5,0.185,4,4,0.03,9,10,-0.056,1,0.051,1.151,68.914,1.153,23.806,1.227,-0.111,308.377,4.433,0.037,1,2.398,4.595,58.705,1,1.064,88.446,80.711,53.018,1.149,0.961,0.12,4.033,1.539,36.382,13,0.825,6.849,0.92,3,1.54,3.372,9.363,4.99,-0.094,2.724,97.109,2
8.155,9,1.329,2,2,1,17,5.178,0.819,1,9,7.614,1,0.797,0.894,1,2,2,47.381,0.282,5,0.199,5,5,0.109,7,9,0.129,1,0.057,1.185,112.347,1.153,48.777,1.214,0.085,296.605,5.261,-0.036,1,2.398,4.595,138.178,1,1.064,140.846,95.994,41.119,1.029,0.877,0.103,4.296,1.539,42.19,11,0.735,7.439,0.92,3,1.652,3.579,9.017,5.374,-0.112,2.951,135.043,1
6.854,2,1.287,1,1,0,17,0.0,0.985,0,4,4.17,0,1.049,1.042,0,1,1,137.93,0.263,0,0.211,8,8,-0.012,8,4,-0.071,2,0.008,0.965,149.952,1.253,39.552,1.025,-0.065,426.949,4.841,-0.038,0,2.398,4.443,219.094,1,1.218,170.423,144.275,75.678,0.874,0.925,0.025,4.636,1.328,16.786,13,0.862,16.746,0.945,2,1.358,3.839,11.055,6.707,0.031,3.196,162.979,4
7.77,9,1.329,2,2,1,17,5.459,0.768,1,9,12.718,1,1.13,1.131,1,3,3,47.917,0.291,5,0.192,2,0,0.05,7,9,-0.08,0,0.078,1.063,72.519,1.142,24.025,1.129,-0.092,343.69,4.298,0.04,1,2.398,4.595,67.852,1,1.064,83.089,61.758,45.51,1.026,0.946,0.14,4.033,1.539,53.168,13,0.806,4.783,0.895,3,1.585,3.39,9.021,5.21,-0.013,2.726,92.963,0
7.201,2,1.287,0,0,0,9,0.0,1.426,0,3,0.0,0,1.343,1.175,0,0,0,91.856,0.243,0,0.231,4,4,-0.215,5,8,-0.155,2,-0.223,0.797,261.051,1.244,66.995,0.812,-0.176,400.217,6.493,-0.065,0,2.398,4.595,234.874,1,1.189,307.367,86.518,66.385,1.112,1.431,-0.033,4.824,1.355,5.807,14,0.815,6.584,1.254,5,1.423,3.587,10.431,7.507,0.22,3.323,268.201,8
7.678,9,1.329,2,2,1,17,5.112,0.528,1,9,7.558,1,0.699,0.8,1,2,2,0.0,0.308,5,0.173,0,0,0.072,7,10,0.0,0,0.053,1.271,111.728,1.0,33.893,1.408,0.008,261.292,5.261,0.001,1,2.398,4.595,117.686,1,0.944,146.176,42.806,42.584,1.082,0.882,0.099,4.036,1.539,36.382,12,0.735,0.0,0.955,3,1.524,3.259,8.32,4.805,-0.191,2.952,123.439,0
7.367,11,1.329,2,2,1,17,5.325,1.016,1,11,8.118,1,0.976,0.951,1,2,2,3.124,0.343,7,0.145,0,0,0.114,7,13,-0.014,0,0.076,1.226,62.376,1.135,24.087,1.32,0.034,284.834,4.263,0.064,1,3.045,5.209,80.881,2,1.064,81.573,42.806,48.848,1.12,0.867,0.161,3.799,1.539,36.382,15,0.825,0.0,0.898,3,1.986,2.818,9.248,5.403,-0.142,2.52,77.963,0
