pXC50,IC3,IC4,Eig10_EA.dm.,Eig09_EA.dm.,Eig08_EA.dm.,D.Dtr05,RBN,MATS3s,N.074,nRCONH2,CATS2D_05_AP,CATS2D_02_AP,BLTA96,BLTD48,BLTF96,MLOGP,nArC.N,NdsN,SdsN,MLOGP2,CATS2D_08_DP,CATS2D_07_PN,CATS2D_08_AP,CATS2D_07_PL,P_VSA_p_3,P_VSA_v_3,CATS2D_06_LL,CATS2D_06_PL,CATS2D_05_PL,CATS2D_03_PL,CATS2D_00_DD,CATS2D_00_DP,CATS2D_00_PP,NsNH2,SM05_EA.dm.,P_VSA_s_4,SsCH3,CATS2D_09_DN,GNar,NsCH3,P_VSA_LogP_1,Eta_F_A,MATS2s,CATS2D_09_PL,DLS_01,Eta_betaP,CATS2D_05_DA,S3K,ECC,CATS2D_06_DA,nCsp2,CATS2D_09_AA,HVcpx,X2A,IDE,AECC,CATS2D_06_DP,DECC,P_VSA_LogP_2,SpMin8_Bh.v.,TIC3,CSI,TPSA.NO.,UNIP,ATSC1i,MATS3e,GATS1i,nBM,Uc,ATSC1m,ATS1i,LLS_02,ON0V,MATS8s,H.047,nCsp3,SdO,VvdwMG,Vx,P_VSA_i_3,CATS2D_03_DN,Eig04_EA.ri.,Eig04_EA,SM12_AEA.bo.,Eig11_AEA.dm.,CATS2D_09_DP,SpMin8_Bh.m.,ATSC5m,ATS2i,P_VSA_p_2,P_VSA_MR_6,Eig02_EA.dm.,DLS_07,ATSC5e,Chi0_EA.dm.,Eta_sh_p,Eig04_AEA.ri.,Eig06_EA.dm.,SpMax7_Bh.e.,GMTIV,ATS2e,P_VSA_MR_1,nBT,DLS_05,CATS2D_08_AN,MDDD,ICR,Dz,ATSC3m,IC1,H.,Chi0_EA.ed.,SpMin7_Bh.v.,Eig06_EA.bo.,Chi1_EA.ed.,Eig04_EA.bo.,SM14_AEA.ri.,X1sol,IVDM,P_VSA_v_2,ATS4s,X1,IDDM,IDM,SpMin7_Bh.p.,SpMax8_Bh.v.,O.058,BID,nSK,Psi_e_A,Psi_i_A,AMR,XMOD
5.284,5.388,5.68,0.363,0.366,0.43,175.365,22,-0.152,0,1,1,1,-1.23,-1.32,-1.39,0.004,0,0,0.0,0.0,1,1,2,1,206.405,206.405,10,3,2,1,1,1,1,1,5.378,147.285,10.046,2,1.898,6,52.951,1.26,0.191,1,0.25,24.5,7,16.655,894.0,6,21,3,3.843,0.319,4.134,15.964,1,2.221,137.729,1.743,587.289,1827.0,260.14,322.0,1.536,-0.147,1.434,23,4.585,23.774,4.885,0.5,20.45,0.114,15,18,90.716,409.23,990.282,758.626,1,2.901,2.956,2.956,2.727,1,1.711,74.399,5.487,380.434,138.675,2.189,0.0,2.582,37.777,0.237,3.941,1.928,3.622,167607.0,5.309,211.88,111,1.0,1,84.452,3.244,125.5,65.928,3.683,48.6,20.999,1.846,3.135,10.058,3.229,3.229,26.201,5.691,380.434,6.902,26.201,5.778,10.385,1.833,3.413,7,4.045,56,8.146,2.646,203.324,166.18
6.284,5.162,5.297,0.0,0.0,0.0,183.689,13,0.072,0,0,0,0,-4.83,-4.74,-4.45,3.597,0,0,0.0,12.939,0,0,0,0,158.723,158.723,9,0,0,0,0,0,0,0,3.205,115.108,4.341,0,2.073,2,17.65,0.929,0.064,0,1.0,19.0,0,6.671,397.0,4,18,0,3.427,0.287,3.647,11.028,0,1.532,43.088,1.542,381.99,844.0,80.99,145.0,1.062,0.153,1.324,22,4.524,17.158,4.5,0.75,13.45,-0.1,14,12,27.268,274.863,662.425,462.278,0,2.467,2.493,2.493,1.532,0,1.627,46.139,5.124,104.996,119.119,1.061,0.5,0.613,14.345,0.097,3.484,0.0,3.431,37471.0,4.926,341.362,77,0.5,0,39.611,2.863,76.0,42.685,3.37,51.4,15.311,1.711,2.318,7.224,3.179,3.179,17.601,5.112,104.996,6.222,17.601,5.139,9.097,1.694,3.124,2,3.616,36,7.602,2.102,145.422,108.606
7.538,5.165,5.35,0.0,0.0,0.0,94.735,13,0.059,0,0,0,0,-5.9,-5.76,-5.36,4.675,0,0,0.0,21.852,0,0,0,0,178.533,178.533,12,0,0,0,0,0,0,0,3.205,134.061,4.347,0,2.071,2,17.65,0.962,0.058,0,0.75,21.0,0,7.017,436.0,2,20,0,3.496,0.288,3.698,11.784,0,1.597,43.088,1.542,392.578,926.0,65.2,153.0,1.051,0.096,1.259,23,4.585,17.434,4.514,0.63,13.867,-0.129,16,12,27.423,284.326,685.515,485.821,0,2.572,2.575,2.575,1.546,0,1.627,47.965,5.138,88.21,138.93,1.061,0.5,0.629,14.345,0.093,3.576,0.0,3.433,39894.0,4.943,364.904,79,0.5,0,41.515,2.901,77.5,43.418,3.282,51.3,15.753,1.67,2.427,7.418,3.236,3.236,18.101,5.153,88.21,6.255,18.101,5.178,9.175,1.671,3.14,2,3.642,37,7.586,2.086,150.908,111.197
5.248,5.183,5.212,0.0,0.0,0.0,193.053,13,0.072,0,0,0,0,-3.8,-3.76,-3.57,2.567,0,0,0.0,6.589,0,0,0,0,134.625,134.625,9,0,0,0,0,0,0,0,3.205,95.727,4.333,0,2.03,2,17.65,0.849,0.06,0,1.0,15.0,0,6.815,330.0,4,14,0,3.313,0.293,3.517,10.313,0,1.438,43.088,1.542,352.438,687.0,80.99,119.0,0.979,0.155,1.421,17,4.17,16.141,4.414,0.88,12.283,-0.14,11,12,26.525,249.742,601.13,438.736,0,2.129,2.223,2.223,1.199,0,1.627,42.974,5.045,104.996,95.021,1.061,0.5,0.624,14.345,0.109,3.181,0.0,3.35,26383.0,4.837,317.82,70,1.0,0,32.688,2.705,68.0,39.022,3.354,52.9,13.757,1.642,2.318,6.46,2.757,2.757,15.635,4.94,104.996,6.134,15.635,4.968,8.758,1.628,3.006,2,3.502,32,7.635,2.135,129.094,96.853
9.222,5.921,6.393,1.941,1.963,1.983,260.137,33,-0.106,0,1,1,1,2.41,2.14,1.7,-3.638,0,0,0.0,13.233,1,1,2,3,294.722,294.722,4,4,3,1,2,2,2,2,5.678,146.619,3.452,2,1.921,2,14.381,1.484,0.221,1,0.25,38.5,11,22.881,1864.0,9,30,2,4.478,0.311,4.707,23.897,2,3.39,213.516,1.818,828.941,3823.0,426.8,648.0,2.066,-0.06,1.312,34,5.129,31.16,5.135,0.5,23.933,0.079,32,19,154.311,557.949,1353.16,982.012,2,2.896,2.946,2.946,3.534,2,1.803,104.848,5.706,637.426,205.594,2.95,0.0,3.636,49.44,0.187,3.932,2.01,3.742,546550.0,5.56,435.531,143,1.0,1,153.97,3.924,177.0,82.277,3.968,44.3,30.383,1.874,3.252,14.42,3.472,3.472,39.09,6.183,637.426,7.242,36.956,6.258,11.313,1.884,3.554,12,4.371,78,8.334,2.834,283.239,256.199
4.959,4.984,5.124,0.0,0.0,0.0,0.0,14,-0.009,0,0,0,0,-5.0,-4.9,-4.6,3.771,0,0,0.0,14.22,0,0,0,0,127.122,127.122,12,0,0,0,0,0,0,0,4.44,87.108,4.229,0,1.944,2,17.65,0.872,0.147,0,1.0,14.5,1,8.242,350.0,2,13,0,3.415,0.306,3.606,10.938,0,1.574,45.623,1.521,338.928,707.0,86.71,126.0,0.916,0.023,1.371,14,3.907,15.768,4.387,0.88,12.317,-0.106,12,13,37.736,251.539,605.515,518.336,0,2.223,2.253,2.253,1.266,0,1.47,44.611,5.024,139.253,84.984,1.986,0.5,0.757,15.27,0.154,3.25,0.0,3.352,28507.0,4.822,329.591,69,1.0,0,33.5,2.88,69.0,39.807,3.174,52.9,13.554,1.542,2.275,6.351,2.706,2.706,15.473,4.923,139.253,6.208,15.473,4.969,8.749,1.531,3.008,3,3.502,32,7.87,2.37,125.993,96.129
5.886,5.082,5.112,0.0,0.0,0.0,82.13,14,0.003,0,0,0,0,-3.91,-3.86,-3.67,2.677,0,0,0.0,7.168,0,0,0,0,107.312,107.312,9,0,0,0,0,0,0,0,4.44,68.156,4.221,0,1.942,2,17.65,0.825,0.153,0,1.0,12.5,1,8.117,339.0,4,11,0,3.427,0.307,3.626,10.935,0,1.623,45.623,1.475,335.42,686.0,102.5,122.0,0.915,0.059,1.462,13,3.807,15.5,4.371,0.88,11.9,-0.08,10,13,37.295,242.076,582.425,494.793,0,2.224,2.26,2.26,1.309,0,1.427,41.486,5.009,156.039,65.174,1.986,0.5,0.717,15.27,0.161,3.253,0.0,3.295,27480.0,4.804,306.049,67,1.0,0,33.738,2.894,67.5,39.091,3.287,53.0,13.049,1.542,2.27,6.159,2.706,2.706,14.956,4.874,156.039,6.15,14.956,4.922,8.65,1.498,3.006,3,3.472,31,7.898,2.398,120.507,93.436
5.456,5.118,5.148,0.0,0.0,0.0,0.0,14,-0.003,0,0,0,0,-4.04,-3.99,-3.78,2.807,0,0,0.0,7.882,0,0,0,0,116.789,116.789,9,0,0,0,0,0,0,0,4.44,77.203,4.216,0,1.944,2,17.65,0.874,0.15,0,1.0,14.5,1,8.547,373.0,2,12,1,3.497,0.308,3.681,11.656,0,1.678,45.623,1.475,342.918,754.0,99.6,130.0,0.925,0.015,1.45,14,3.907,15.413,4.379,0.88,12.183,-0.111,10,13,37.421,248.741,598.688,506.564,0,2.227,2.271,2.271,1.379,0,1.435,41.999,5.016,156.039,63.459,1.986,0.5,0.714,15.27,0.155,3.26,0.0,3.303,30625.0,4.812,317.82,68,1.0,1,35.625,2.93,69.5,39.348,3.321,52.2,13.491,1.542,2.29,6.352,2.706,2.706,15.456,4.923,156.039,6.198,15.456,4.968,8.74,1.489,3.006,3,3.502,32,7.901,2.401,123.464,96.482
6.745,5.334,5.656,0.0,0.0,0.0,85.221,7,-0.027,0,0,0,0,-4.35,-4.29,-4.04,3.122,0,0,0.0,9.745,0,0,0,0,190.522,190.522,7,0,0,0,0,0,0,0,3.114,159.588,1.936,0,2.141,1,8.825,1.154,0.031,0,1.0,27.0,1,5.106,410.0,1,25,0,3.49,0.282,3.682,11.714,0,1.584,38.556,1.256,325.369,905.0,86.88,143.0,0.857,0.011,1.096,29,4.907,11.552,4.32,0.75,11.033,-0.114,16,4,26.629,246.167,592.409,321.025,0,2.66,2.691,2.691,1.546,0,1.243,35.068,4.859,119.882,167.971,1.059,1.0,0.476,14.906,0.07,3.681,0.0,3.323,45242.0,4.708,211.88,65,0.5,0,36.163,2.879,74.0,30.866,3.444,42.6,14.279,1.528,2.724,6.795,3.427,3.427,17.081,5.076,119.882,6.17,17.081,5.101,8.999,1.519,2.875,2,3.589,35,7.719,2.219,135.565,105.363
7.174,5.587,5.695,0.0,0.0,0.0,118.874,16,0.055,0,0,0,0,-5.51,-5.39,-5.03,4.282,0,0,0.0,18.338,0,0,0,0,219.126,219.126,19,0,0,0,0,0,0,0,3.205,162.061,4.331,0,2.095,2,17.65,1.081,0.051,0,0.5,27.5,1,8.81,665.0,2,25,1,3.792,0.288,4.009,14.778,0,2.148,47.681,1.664,497.221,1425.0,87.32,223.0,1.237,0.054,1.274,29,4.907,19.825,4.676,0.5,16.233,-0.055,20,13,27.923,336.495,812.807,555.676,0,2.559,2.576,2.576,1.696,0,1.647,54.729,5.289,115.996,163.738,1.151,0.5,0.727,21.89,0.077,3.571,0.0,3.518,76652.0,5.104,423.76,93,0.5,0,64.726,3.231,95.0,50.106,3.525,49.4,19.156,1.711,3.104,9.091,3.439,3.439,22.05,5.441,115.996,6.426,22.05,5.457,9.732,1.696,3.293,2,3.832,45,7.6,2.1,179.455,136.257
7.319,5.409,5.435,0.0,0.0,0.0,97.592,13,0.027,0,0,0,0,-5.31,-5.19,-4.86,4.077,0,0,0.0,16.622,0,0,0,0,167.844,167.844,10,0,0,0,0,0,0,0,3.205,114.68,4.278,0,2.053,2,17.65,0.999,0.065,0,0.75,21.0,0,7.212,450.0,2,19,0,3.501,0.289,3.711,11.842,0,1.604,43.088,1.542,405.652,953.0,78.09,159.0,1.136,0.031,1.222,23,4.585,16.508,4.51,0.75,13.793,0.003,13,12,27.355,282.726,681.611,462.278,0,2.558,2.575,2.575,1.618,0,1.627,47.211,5.135,104.996,117.049,1.061,0.5,0.666,15.973,0.108,3.571,0.0,3.446,48815.0,4.941,356.322,78,0.5,0,43.28,2.898,81.5,43.582,3.578,49.3,15.892,1.664,2.659,7.501,3.241,3.241,18.101,5.183,119.956,6.319,18.495,5.217,9.254,1.669,3.133,2,3.668,38,7.759,2.259,148.596,114.881
7.678,5.38,5.494,0.0,0.0,0.0,99.874,13,0.082,0,0,0,0,-4.48,-4.41,-4.16,3.254,0,0,0.0,10.591,0,0,0,0,149.247,149.247,8,0,0,0,0,0,0,0,3.205,105.632,4.264,0,2.037,2,17.65,1.053,0.063,0,0.75,22.0,1,7.044,463.0,3,19,0,3.502,0.286,3.715,11.872,0,1.587,43.088,1.542,414.278,978.0,118.55,166.0,1.092,0.122,1.302,23,4.585,17.249,4.539,0.75,13.967,-0.054,13,12,27.443,289.52,698.189,535.874,0,2.594,2.63,2.63,1.635,0,1.622,50.069,5.144,190.363,104.742,1.061,0.5,0.907,18.658,0.127,3.619,0.0,3.433,51448.0,4.958,329.591,80,0.5,0,43.749,2.889,84.0,44.724,3.668,49.4,16.128,1.657,2.756,7.567,3.252,3.252,18.922,5.213,190.363,6.391,18.922,5.256,9.33,1.669,3.143,2,3.693,39,7.795,2.295,151.396,117.688
5.284,5.406,5.494,0.0,0.0,0.0,98.058,13,0.034,0,0,0,0,-5.4,-5.28,-4.94,4.171,0,0,0.0,17.394,0,0,0,0,169.057,169.057,12,0,0,0,0,0,0,0,3.205,124.585,4.322,0,2.053,2,17.65,0.994,0.071,0,0.5,21.5,0,7.254,476.0,2,20,0,3.56,0.289,3.76,12.526,0,1.709,43.088,1.542,416.278,1008.0,85.43,162.0,1.065,0.052,1.25,23,4.585,17.546,4.53,0.75,13.983,-0.01,15,12,27.451,288.322,695.266,516.733,0,2.603,2.618,2.618,1.618,0,1.627,48.966,5.145,130.894,129.453,1.061,0.5,0.644,16.502,0.11,3.614,0.0,3.434,46275.0,4.955,353.133,80,0.5,0,44.211,3.01,80.5,44.291,3.466,50.6,15.89,1.665,2.756,7.496,3.25,3.25,18.495,5.183,130.894,6.306,18.495,5.216,9.248,1.675,3.141,2,3.668,38,7.68,2.18,152.602,114.138
5.377,5.025,5.095,0.0,0.0,0.0,0.0,14,-0.005,0,0,0,0,-5.0,-4.9,-4.6,3.771,0,0,0.0,14.22,0,0,0,0,127.122,127.122,11,0,0,0,0,0,0,0,4.44,87.108,4.228,0,1.944,2,17.65,0.862,0.15,0,1.0,14.5,1,8.585,373.0,2,13,0,3.497,0.308,3.681,11.656,0,1.678,45.623,1.488,341.683,754.0,86.71,130.0,0.916,0.02,1.371,14,3.907,15.768,4.387,0.88,12.317,-0.113,12,13,37.486,251.539,605.515,518.336,0,2.227,2.271,2.271,1.379,0,1.448,43.304,5.024,139.253,84.984,1.986,0.5,0.734,15.27,0.154,3.26,0.0,3.313,29487.0,4.822,329.591,69,1.0,0,35.625,2.93,69.0,39.807,3.174,52.9,13.491,1.542,2.29,6.352,2.706,2.706,15.456,4.923,139.253,6.186,15.456,4.968,8.74,1.498,3.006,3,3.502,32,7.87,2.37,125.993,96.028
7.337,5.36,5.465,0.0,0.0,0.0,96.929,13,0.024,0,0,0,0,-4.47,-4.4,-4.14,3.238,0,0,0.0,10.483,0,0,0,0,161.896,161.896,10,0,0,0,0,0,0,0,3.859,115.108,4.278,0,2.053,2,17.65,1.002,0.064,0,0.75,21.0,1,7.007,448.0,2,18,1,3.485,0.287,3.692,11.789,0,1.56,61.099,1.542,407.333,949.0,91.4,157.0,1.083,0.046,1.334,20,4.392,16.996,4.52,0.75,13.9,-0.113,14,13,40.331,285.524,688.439,499.194,0,2.558,2.575,2.575,1.618,0,1.627,49.274,5.152,131.366,111.101,1.986,0.5,0.731,21.57,0.11,3.571,0.068,3.455,46025.0,4.96,353.133,79,1.0,0,42.064,2.886,81.0,45.002,3.401,50.0,15.97,1.652,2.427,7.52,3.232,3.232,18.512,5.183,131.366,6.351,18.512,5.217,9.256,1.664,3.116,3,3.668,38,7.724,2.224,148.572,114.647
6.056,5.202,5.372,0.0,0.0,0.0,94.735,13,0.092,0,0,0,0,-4.94,-4.85,-4.55,3.715,0,0,0.0,13.8,0,0,0,0,168.199,168.199,9,0,0,0,0,0,0,0,3.205,124.156,4.333,0,2.071,2,17.65,0.972,0.059,0,1.0,21.0,0,6.987,436.0,2,19,0,3.496,0.288,3.698,11.784,0,1.597,43.088,1.542,390.142,926.0,78.09,153.0,1.067,0.161,1.32,23,4.585,17.054,4.507,0.75,13.733,-0.135,14,12,27.34,281.528,678.688,474.05,0,2.551,2.575,2.575,1.546,0,1.603,47.307,5.13,104.996,116.792,1.061,0.5,0.646,14.345,0.094,3.568,0.0,3.432,41154.0,4.934,353.133,78,0.5,0,41.515,2.901,78.0,42.941,3.416,50.7,15.753,1.647,2.427,7.418,3.236,3.236,18.101,5.153,104.996,6.242,18.101,5.178,9.175,1.661,3.129,2,3.642,37,7.613,2.113,148.379,111.651
6.398,5.523,5.804,0.0,0.0,0.0,102.271,11,-0.049,0,0,0,0,-4.16,-4.1,-3.88,2.929,0,0,0.0,8.579,0,0,0,0,206.517,206.517,6,0,0,0,0,0,0,0,4.598,162.712,1.721,0,2.107,1,8.825,1.235,0.04,0,0.75,28.5,0,6.65,476.0,4,26,0,3.489,0.285,3.697,11.9,0,1.57,32.473,1.504,386.643,1032.0,104.39,169.0,0.979,0.017,1.223,30,4.954,13.192,4.45,0.63,12.733,0.032,21,6,40.1,280.01,674.983,416.026,0,2.586,2.616,2.616,1.808,0,1.478,41.088,5.013,141.141,175.162,1.987,0.5,0.835,18.586,0.079,3.606,0.148,3.422,64314.0,4.859,270.735,74,0.5,0,44.2,2.877,86.0,35.384,3.657,42.9,16.537,1.658,2.826,7.824,3.424,3.424,19.512,5.266,141.141,6.339,19.512,5.293,9.41,1.655,3.123,3,3.718,40,7.813,2.313,151.795,121.606
6.721,5.222,5.279,0.0,0.0,0.0,92.74,13,0.086,0,0,0,0,-6.21,-6.05,-5.62,4.979,0,0,0.0,24.79,0,0,0,0,220.781,220.781,11,0,0,0,0,0,0,0,3.205,96.156,4.307,0,1.994,2,17.65,0.883,0.071,0,0.5,17.0,0,7.733,383.0,2,16,0,3.404,0.294,3.616,10.943,0,1.497,43.088,1.542,365.54,790.0,65.2,138.0,0.954,0.109,1.338,18,4.248,15.044,4.428,0.63,12.819,-0.082,12,12,27.003,275.87,664.884,517.034,0,2.179,2.499,2.499,1.546,0,1.516,47.709,5.058,88.21,102.88,1.061,0.5,0.74,16.512,0.179,3.409,0.0,3.367,40943.0,4.865,317.82,72,1.0,0,37.993,2.85,74.167,49.667,3.454,50.0,14.513,1.567,2.318,6.805,3.142,3.142,17.516,5.053,88.21,6.207,16.939,5.097,9.018,1.572,3.015,2,3.589,35,7.711,2.211,144.068,110.577
5.824,5.309,5.372,0.0,0.0,0.0,93.214,13,-0.004,0,0,0,0,-5.11,-5.01,-4.69,3.884,0,0,0.0,15.087,0,0,0,0,156.112,156.112,9,0,0,0,0,0,0,0,3.523,114.457,6.317,0,2.011,3,26.476,0.896,0.111,0,1.0,17.5,2,8.225,386.0,2,16,0,3.429,0.299,3.655,11.029,0,1.576,61.099,1.542,398.142,798.0,77.23,141.0,1.066,0.045,1.398,18,4.248,17.822,4.504,0.75,13.867,-0.117,13,13,26.783,275.591,664.203,485.821,0,2.269,2.354,2.354,1.518,0,1.568,47.768,5.134,106.221,107.683,1.653,0.5,0.769,20.974,0.129,3.322,0.0,3.411,33321.0,4.924,364.904,77,1.0,0,39.613,2.875,74.0,42.506,3.357,53.3,14.853,1.618,2.408,7.024,2.838,2.838,17.012,5.064,106.221,6.207,17.012,5.097,9.015,1.638,3.06,2,3.589,35,7.614,2.114,142.678,105.07
5.959,5.309,5.372,0.0,0.0,0.0,93.214,13,-0.004,0,0,0,0,-5.11,-5.01,-4.69,3.884,0,0,0.0,15.087,0,0,0,0,156.112,156.112,9,0,0,0,0,0,0,0,3.523,114.457,6.317,0,2.011,3,26.476,0.896,0.111,0,1.0,17.5,2,8.225,386.0,2,16,0,3.429,0.299,3.655,11.029,0,1.576,61.099,1.542,398.142,798.0,77.23,141.0,1.066,0.045,1.398,18,4.248,17.822,4.504,0.75,13.867,-0.117,13,13,26.783,275.591,664.203,485.821,0,2.269,2.354,2.354,1.518,0,1.568,47.768,5.134,106.221,107.683,1.653,0.5,0.769,20.974,0.129,3.322,0.0,3.411,33321.0,4.924,364.904,77,1.0,0,39.613,2.875,74.0,42.506,3.357,53.3,14.853,1.618,2.408,7.024,2.838,2.838,17.012,5.064,106.221,6.207,17.012,5.097,9.015,1.638,3.06,2,3.589,35,7.614,2.114,142.678,105.07
5.377,5.088,5.148,0.0,0.0,0.0,0.0,14,0.017,0,0,0,0,-4.04,-3.99,-3.78,2.807,0,0,0.0,7.882,0,0,0,0,116.789,116.789,9,0,0,0,0,0,0,0,4.44,77.632,4.214,0,1.944,2,17.65,0.875,0.153,0,1.0,14.5,1,8.547,373.0,2,12,0,3.497,0.308,3.681,11.656,0,1.678,45.623,1.484,340.918,754.0,99.6,130.0,0.925,0.062,1.45,14,3.907,15.413,4.379,0.88,12.183,-0.1,11,13,37.391,248.741,598.688,506.564,0,2.227,2.271,2.271,1.379,0,1.448,42.299,5.015,156.039,69.75,1.986,0.5,0.738,15.27,0.155,3.259,0.0,3.31,30485.0,4.812,317.82,68,1.0,0,35.625,2.93,69.5,39.59,3.263,52.2,13.491,1.542,2.29,6.352,2.706,2.706,15.456,4.923,156.039,6.165,15.456,4.968,8.74,1.494,3.006,3,3.502,32,7.901,2.401,123.092,96.436
5.947,5.275,5.409,0.0,0.0,0.0,94.735,13,0.064,0,0,0,0,-4.94,-4.85,-4.55,3.715,0,0,0.0,13.8,0,0,0,0,168.199,168.199,10,0,0,0,0,0,0,0,3.205,124.156,4.335,0,2.071,2,17.65,0.972,0.059,0,1.0,21.0,0,6.987,436.0,2,19,0,3.496,0.288,3.698,11.784,0,1.597,43.088,1.542,395.652,926.0,78.09,153.0,1.067,0.089,1.32,23,4.585,17.054,4.507,0.75,13.733,-0.119,14,12,27.368,281.528,678.688,474.05,0,2.558,2.575,2.575,1.546,0,1.627,46.626,5.13,104.996,117.404,1.061,0.5,0.61,14.345,0.094,3.571,0.0,3.433,41294.0,4.934,353.133,78,0.5,0,41.515,2.901,78.0,42.858,3.453,50.7,15.753,1.664,2.427,7.418,3.236,3.236,18.101,5.153,104.996,6.266,18.101,5.178,9.175,1.669,3.129,2,3.642,37,7.613,2.113,148.379,111.651
7.638,5.275,5.409,0.0,0.0,0.0,94.735,13,0.064,0,0,0,0,-4.94,-4.85,-4.55,3.715,0,0,0.0,13.8,0,0,0,0,168.199,168.199,10,0,0,0,0,0,0,0,3.205,124.156,4.335,0,2.071,2,17.65,0.972,0.059,0,1.0,21.0,0,6.987,436.0,2,19,0,3.496,0.288,3.698,11.784,0,1.597,43.088,1.542,395.652,926.0,78.09,153.0,1.067,0.089,1.32,23,4.585,17.054,4.507,0.75,13.733,-0.119,14,12,27.368,281.528,678.688,474.05,0,2.558,2.575,2.575,1.546,0,1.627,46.626,5.13,104.996,117.404,1.061,0.5,0.61,14.345,0.094,3.571,0.0,3.433,41294.0,4.934,353.133,78,0.5,0,41.515,2.901,78.0,42.858,3.453,50.7,15.753,1.664,2.427,7.418,3.236,3.236,18.101,5.153,104.996,6.266,18.101,5.178,9.175,1.669,3.129,2,3.642,37,7.613,2.113,148.379,111.651
7.726,5.94,6.331,1.897,1.911,1.932,260.009,32,-0.085,0,0,0,0,-1.41,-1.49,-1.54,0.18,0,0,0.0,0.033,0,0,0,0,275.377,275.377,9,0,0,0,0,0,0,0,5.509,184.761,9.907,2,1.918,6,52.522,1.46,0.239,0,0.25,37.0,10,23.053,1864.0,8,29,3,4.466,0.312,4.707,23.897,0,3.39,171.537,1.883,885.114,3823.0,358.72,645.0,2.123,-0.046,1.464,33,5.087,35.505,5.192,0.5,27.15,0.042,24,24,144.03,566.194,1373.27,1078.21,1,2.908,2.962,2.962,3.167,0,1.851,107.174,5.803,532.814,200.757,2.341,0.0,3.426,47.79,0.204,3.947,1.978,3.747,480447.0,5.633,482.615,152,1.0,1,153.467,3.917,175.5,90.106,3.759,47.7,30.207,1.893,3.26,14.284,3.474,3.474,37.801,6.18,532.814,7.224,36.874,6.258,11.312,1.903,3.557,11,4.371,78,8.194,2.694,282.38,243.223
6.35,5.577,5.918,0.0,0.062,0.062,143.15,16,-0.077,0,0,0,0,-3.91,-3.87,-3.67,2.685,0,0,0.0,7.208,0,0,0,0,224.303,224.303,11,0,0,0,0,0,0,0,4.967,160.667,0.0,0,2.088,0,0.0,1.199,0.096,0,0.25,31.5,6,10.592,1021.0,2,29,1,4.126,0.291,4.346,18.907,0,2.733,96.531,1.676,563.318,2217.0,169.49,344.0,1.429,-0.022,1.171,32,5.044,21.106,4.812,0.38,17.283,-0.052,22,14,66.421,387.064,936.196,651.023,1,2.78,2.82,2.82,2.293,0,1.694,68.858,5.407,257.237,199.816,1.97,0.0,1.639,29.314,0.078,3.809,0.313,3.574,158277.0,5.243,411.989,106,0.5,1,90.364,3.623,116.5,60.841,3.547,46.5,22.079,1.78,3.085,10.51,3.376,3.376,26.245,5.696,257.237,6.758,26.245,5.722,10.24,1.764,3.277,5,4.01,54,7.867,2.367,205.194,163.114
4.7,4.534,4.828,0.0,0.0,0.0,79.24,3,-0.069,0,0,0,0,-5.32,-5.2,-4.86,4.086,0,0,0.0,16.693,0,0,0,0,199.785,199.785,14,0,0,0,0,0,0,0,3.464,135.669,0.0,0,2.115,0,0.0,1.039,0.038,0,1.0,21.5,1,3.988,282.0,0,20,0,3.264,0.283,3.41,10.071,0,1.367,38.901,1.107,208.574,613.0,61.44,94.0,0.635,0.029,0.999,20,4.392,5.876,4.044,1.0,8.01,-0.08,15,2,25.826,200.316,480.532,238.627,0,2.323,2.41,2.41,1.0,0,1.181,24.704,4.56,89.191,153.831,1.659,1.0,0.504,20.851,0.141,3.379,0.0,2.864,27253.0,4.431,188.338,49,0.0,0,24.745,2.7,59.25,28.505,3.032,39.1,11.476,1.107,2.565,5.495,3.128,3.128,14.208,4.748,89.191,5.926,13.631,4.775,8.35,1.062,2.715,2,3.376,28,7.801,2.301,110.295,92.666
5.5,5.483,5.726,0.062,0.062,0.313,144.737,18,-0.129,0,0,0,0,-2.79,-2.8,-2.72,1.559,0,0,0.0,2.432,0,0,0,0,201.786,201.786,5,0,0,0,0,0,0,0,4.967,143.122,1.565,0,2.018,1,10.883,1.185,0.09,0,0.25,28.0,6,11.922,926.0,2,25,2,4.158,0.303,4.38,19.292,0,2.792,91.462,1.68,487.976,1961.0,178.72,317.0,1.262,-0.092,1.274,27,4.807,18.292,4.683,0.5,15.533,-0.016,22,11,63.192,344.555,832.475,591.396,1,2.596,2.649,2.649,2.081,0,1.688,56.837,5.258,268.236,182.367,1.97,0.0,1.512,31.202,0.112,3.627,0.86,3.489,132499.0,5.092,341.362,92,1.0,1,78.167,3.622,105.5,49.875,3.587,46.1,19.564,1.705,2.832,9.272,3.189,3.189,23.211,5.517,268.236,6.579,23.211,5.554,9.881,1.703,3.288,5,3.894,48,8.0,2.5,178.658,146.023
