pXC50,nO,nC,O.,nCsp2,Mp,nBO,nF,nSK,Sp,nBM,Sv,MW,Me,nAB,nX,Se,Si,nBT,C.,nAT,nH,SCBO,H.,RBF,nDB,Mv,X.,RBN,nN,nCL
6.788,1,24,1.5,11,0.652,33,0,31,42.375,12,38.884,465.52,0.993,11,2,64.52,73.734,67,36.9,65,34,39.5,52.3,0.104,1,0.598,3.1,7,4,2
6.818,1,26,1.6,17,0.667,35,0,32,41.995,18,39.003,451.06,0.991,17,1,62.429,70.959,66,41.3,63,31,44.5,49.2,0.091,1,0.619,1.6,6,4,1
6.633,1,24,1.5,11,0.639,32,0,30,41.518,12,38.057,431.08,0.988,11,1,64.196,73.79,67,36.9,65,35,38.5,53.8,0.09,1,0.585,1.5,6,4,1
6.672,1,26,1.6,17,0.68,36,0,33,42.853,18,39.831,485.5,0.996,17,2,62.752,70.903,66,41.3,63,30,45.5,47.6,0.106,1,0.632,3.2,7,4,2
6.656,1,26,1.6,17,0.674,35,0,32,42.489,18,39.201,495.51,0.989,17,1,62.334,70.857,66,41.3,63,31,44.5,49.2,0.106,1,0.622,1.6,7,4,0
6.177,3,28,4.2,17,0.642,38,0,35,45.569,18,42.659,476.68,0.993,17,0,70.527,80.265,74,39.4,71,36,47.5,50.7,0.122,1,0.601,0.0,9,4,0
7.658,1,26,1.6,17,0.652,35,1,32,41.074,18,38.559,434.61,0.994,17,1,62.618,71.355,66,41.3,63,31,44.5,49.2,0.106,1,0.612,1.6,7,4,0
6.453,1,29,1.5,20,0.664,39,0,35,45.143,23,42.197,467.67,0.988,22,0,67.207,76.514,72,42.6,68,33,51.0,48.5,0.097,1,0.621,0.0,7,5,0
6.08,1,30,1.4,20,0.661,40,0,36,46.904,23,43.724,481.7,0.987,22,0,70.09,79.929,75,42.3,71,35,52.0,49.3,0.093,1,0.616,0.0,7,5,0
5.341,1,25,1.6,16,0.651,34,0,31,40.381,18,37.67,417.61,0.989,17,0,61.323,70.099,65,40.3,62,31,43.5,50.0,0.108,1,0.608,0.0,7,5,0
7.268,1,28,1.4,17,0.672,38,0,35,46.375,18,42.884,513.56,0.993,17,2,68.52,77.734,72,40.6,69,34,47.5,49.3,0.125,1,0.622,2.9,9,4,2
6.656,1,28,1.4,17,0.667,37,0,34,46.012,18,42.254,523.57,0.987,17,1,68.101,77.687,72,40.6,69,35,46.5,50.7,0.125,1,0.612,1.4,9,4,0
6.021,2,29,2.7,17,0.642,38,0,35,46.876,18,43.471,474.71,0.987,17,0,72.083,82.47,76,39.7,73,38,47.5,52.1,0.132,1,0.595,0.0,10,4,0
6.815,2,29,2.7,17,0.642,38,0,35,46.876,18,43.471,474.71,0.987,17,0,72.083,82.47,76,39.7,73,38,47.5,52.1,0.132,1,0.595,0.0,10,4,0
6.058,3,30,3.9,17,0.638,40,0,37,49.091,18,45.712,504.74,0.991,17,0,76.294,87.095,80,39.0,77,40,49.5,51.9,0.138,1,0.594,0.0,11,4,0
6.87,1,28,1.4,17,0.645,38,2,35,44.535,18,41.996,480.66,0.999,17,2,68.898,78.525,72,40.6,69,34,47.5,49.3,0.125,1,0.609,2.9,9,4,0
6.387,1,29,1.4,17,0.642,40,3,37,46.234,18,43.906,512.68,1.004,17,3,72.294,82.28,75,40.3,72,35,49.5,48.6,0.12,1,0.61,4.2,9,4,0
6.678,1,31,1.4,20,0.658,41,0,37,48.665,23,45.251,495.73,0.986,22,0,72.974,83.344,78,41.9,74,37,53.0,50.0,0.115,1,0.611,0.0,9,5,0
7.77,1,31,1.3,17,0.64,39,0,36,49.944,18,45.81,486.77,0.981,17,0,76.523,88.091,81,39.7,78,42,48.5,53.8,0.111,1,0.587,0.0,9,4,0
7.409,1,27,1.5,17,0.676,37,0,34,44.614,18,41.357,499.53,0.994,17,2,65.636,74.319,69,40.9,66,32,46.5,48.5,0.101,1,0.627,3.0,7,4,2
7.481,1,29,1.4,17,0.669,39,0,36,48.137,18,44.411,527.59,0.992,17,2,71.403,81.149,75,40.3,72,36,48.5,50.0,0.12,1,0.617,2.8,9,4,2
7.432,1,25,1.7,17,0.685,35,0,32,41.091,18,38.304,471.47,0.998,17,2,59.869,67.488,63,41.7,60,28,44.5,46.7,0.095,1,0.638,3.3,6,4,2
7.481,1,26,1.6,17,0.68,36,0,33,42.853,18,39.831,485.5,0.996,17,2,62.752,70.903,66,41.3,63,30,45.5,47.6,0.091,1,0.632,3.2,6,4,2
7.602,1,28,1.4,17,0.672,38,0,35,46.375,18,42.884,513.56,0.993,17,2,68.52,77.734,72,40.6,69,34,47.5,49.3,0.111,1,0.622,2.9,8,4,2
7.409,1,26,1.6,17,0.68,36,0,33,42.853,18,39.831,485.5,0.996,17,2,62.752,70.903,66,41.3,63,30,45.5,47.6,0.106,1,0.632,3.2,7,4,2
7.036,1,27,1.5,17,0.663,36,0,33,43.756,18,40.53,465.09,0.99,17,1,65.312,74.375,69,40.9,66,33,45.5,50.0,0.101,1,0.614,1.5,7,4,1
6.672,1,28,1.4,17,0.66,37,0,34,45.518,18,42.057,479.12,0.988,17,1,68.196,77.79,72,40.6,69,35,46.5,50.7,0.097,1,0.61,1.4,7,4,1
6.821,1,29,1.4,17,0.657,38,0,35,47.279,18,43.583,493.15,0.987,17,1,71.079,81.205,75,40.3,72,37,47.5,51.4,0.107,1,0.605,1.4,8,4,1
6.717,1,30,1.3,17,0.654,39,0,36,49.04,18,45.11,507.18,0.986,17,1,73.963,84.62,78,40.0,75,39,48.5,52.0,0.115,1,0.601,1.3,9,4,1
6.979,1,25,1.7,17,0.699,36,0,33,41.949,18,39.131,505.91,1.003,17,3,60.192,67.432,63,41.7,60,27,45.5,45.0,0.111,1,0.652,5.0,7,4,3
6.635,1,26,1.6,17,0.694,37,0,34,43.711,18,40.658,519.94,1.001,17,3,63.076,70.847,66,41.3,63,29,46.5,46.0,0.106,1,0.645,4.8,7,4,3
6.815,1,27,1.5,17,0.689,38,0,35,45.472,18,42.185,533.97,0.999,17,3,65.96,74.263,69,40.9,66,31,47.5,47.0,0.116,1,0.639,4.5,8,4,3
6.478,1,28,1.4,17,0.685,39,0,36,47.233,18,43.712,548.0,0.998,17,3,68.843,77.678,72,40.6,69,33,48.5,47.8,0.125,1,0.634,4.3,9,4,3
7.678,1,24,1.7,16,0.684,35,0,32,40.336,18,37.798,472.46,1.001,17,2,59.087,66.571,62,40.7,59,27,44.5,45.8,0.113,1,0.641,3.4,7,5,2
7.367,1,25,1.6,16,0.679,36,0,33,42.097,18,39.325,486.49,1.0,17,2,61.971,69.987,65,40.3,62,29,45.5,46.8,0.108,1,0.634,3.2,7,5,2
7.237,1,27,1.5,16,0.671,38,0,35,45.62,18,42.379,514.55,0.996,17,2,67.738,76.817,71,39.7,68,33,47.5,48.5,0.127,1,0.623,2.9,9,5,2
7.337,1,27,1.5,16,0.671,38,0,35,45.62,18,42.379,514.55,0.996,17,2,67.738,76.817,71,39.7,68,33,47.5,48.5,0.127,1,0.623,2.9,9,5,2
7.409,1,25,1.6,16,0.679,36,0,33,42.097,18,39.325,486.49,1.0,17,2,61.971,69.987,65,40.3,62,29,45.5,46.8,0.108,1,0.634,3.2,7,5,2
7.469,1,27,1.5,16,0.671,38,0,35,45.62,18,42.379,514.55,0.996,17,2,67.738,76.817,71,39.7,68,33,47.5,48.5,0.127,1,0.623,2.9,9,5,2
7.444,1,25,1.5,11,0.624,32,0,30,42.421,12,38.756,410.67,0.982,11,0,66.756,77.261,70,36.8,68,38,38.5,55.9,0.086,1,0.57,0.0,6,4,0
6.413,1,26,1.4,11,0.622,33,0,31,44.182,12,40.283,424.7,0.981,11,0,69.639,80.676,73,36.6,71,40,39.5,56.3,0.096,1,0.567,0.0,7,4,0
7.301,1,23,1.6,11,0.655,32,0,30,40.614,12,37.357,451.49,0.994,11,2,61.636,70.319,64,37.1,62,32,38.5,51.6,0.094,1,0.603,3.2,6,4,2
7.745,1,17,2.3,10,0.673,26,1,24,29.62,12,27.95,395.31,1.01,11,2,44.429,50.121,46,38.6,44,20,32.5,45.5,0.087,1,0.635,4.5,4,4,0
6.266,1,17,2.3,10,0.673,26,1,24,29.62,12,27.95,395.31,1.01,11,2,44.429,50.121,46,38.6,44,20,32.5,45.5,0.087,1,0.635,4.5,4,4,0
7.469,1,17,2.3,10,0.694,26,0,24,30.54,12,28.394,411.76,1.005,11,2,44.24,49.725,46,38.6,44,20,32.5,45.5,0.087,1,0.645,4.5,4,4,1
6.389,2,18,4.2,10,0.665,27,0,25,31.898,12,29.808,407.35,1.003,11,1,48.127,54.406,50,37.5,48,23,33.5,47.9,0.1,1,0.621,2.1,5,4,0
8.959,1,17,2.3,10,0.672,27,2,25,29.557,12,28.333,413.3,1.021,11,3,44.941,50.46,46,38.6,44,19,33.5,43.2,0.087,1,0.644,6.8,4,4,0
5.0,2,20,3.6,8,0.655,32,0,29,36.671,9,34.378,463.43,1.004,5,1,56.214,63.817,59,35.7,56,27,38.5,48.2,0.068,4,0.614,1.8,4,6,0
5.0,3,19,6.3,12,0.684,31,0,28,32.836,14,31.491,446.34,1.016,11,1,48.789,54.283,51,39.6,48,20,39.5,41.7,0.078,3,0.656,2.1,4,5,0
8.409,2,17,4.7,11,0.682,27,1,25,29.313,13,28.138,409.29,1.02,11,2,43.872,48.915,45,39.5,43,18,34.5,41.9,0.089,2,0.654,4.7,4,4,0
7.155,2,17,4.7,11,0.68,28,2,26,29.25,13,28.521,427.28,1.032,11,3,44.385,49.255,45,39.5,43,17,35.5,39.5,0.089,2,0.663,7.0,4,4,0
6.569,2,17,4.7,11,0.682,27,1,25,29.313,13,28.138,409.29,1.02,11,2,43.872,48.915,45,39.5,43,18,34.5,41.9,0.089,2,0.654,4.7,4,4,0
6.063,2,18,4.3,11,0.673,30,3,28,30.949,13,30.432,459.3,1.039,11,4,47.781,53.01,48,39.1,46,18,37.5,39.1,0.083,2,0.662,8.7,4,4,0
5.222,3,18,6.4,11,0.668,31,3,29,31.404,13,31.146,475.3,1.045,11,4,49.109,54.219,49,38.3,47,18,38.5,38.3,0.102,2,0.663,8.5,5,4,0
6.434,2,17,4.4,10,0.668,27,1,25,30.074,12,28.665,411.31,1.017,11,2,45.756,51.33,47,37.8,45,20,33.5,44.4,0.085,1,0.637,4.4,4,4,0
5.607,2,18,4.2,11,0.668,29,1,27,32.08,13,30.686,438.34,1.018,11,2,48.858,54.828,50,37.5,48,21,36.5,43.8,0.1,2,0.639,4.2,5,5,0
7.432,2,17,4.7,11,0.65,26,1,24,27.961,13,27.113,330.4,1.015,11,1,43.643,49.073,45,39.5,43,19,33.5,44.2,0.089,2,0.631,2.3,4,4,0
8.337,2,18,4.3,11,0.676,28,1,26,31.074,13,29.665,423.32,1.016,11,2,46.756,52.33,48,39.1,46,20,35.5,43.5,0.083,2,0.645,4.3,4,4,0
8.337,2,17,4.7,11,0.682,27,1,25,29.313,13,28.138,409.29,1.02,11,2,43.872,48.915,45,39.5,43,18,34.5,41.9,0.089,2,0.654,4.7,4,4,0
7.444,2,17,4.7,11,0.65,26,1,24,27.961,13,27.113,330.4,1.015,11,1,43.643,49.073,45,39.5,43,19,33.5,44.2,0.089,2,0.631,2.3,4,4,0
8.071,2,18,4.3,11,0.646,27,1,25,29.722,13,28.64,344.43,1.011,11,1,46.527,52.489,48,39.1,46,21,34.5,45.7,0.083,2,0.623,2.2,4,4,0
8.032,2,21,3.6,11,0.636,30,1,28,35.006,13,33.22,386.52,1.003,11,1,55.178,62.734,57,38.2,55,27,37.5,49.1,0.088,2,0.604,1.8,5,4,0
8.432,2,17,4.7,11,0.67,27,1,25,28.818,13,27.94,364.84,1.022,11,2,43.967,49.017,45,39.5,43,18,34.5,41.9,0.089,2,0.65,4.7,4,4,1
8.585,2,18,4.3,11,0.665,28,1,26,30.58,13,29.467,378.87,1.018,11,2,46.851,52.433,48,39.1,46,20,35.5,43.5,0.104,2,0.641,4.3,5,4,1
7.733,2,16,5.0,11,0.676,26,1,24,27.057,13,26.414,350.81,1.027,11,2,41.083,45.602,42,40.0,40,16,33.5,40.0,0.095,2,0.66,5.0,4,4,1
7.553,2,18,4.3,11,0.642,30,4,28,29.534,13,29.79,398.4,1.045,11,4,48.065,53.508,48,39.1,46,18,37.5,39.1,0.083,2,0.648,8.7,4,4,0
8.347,2,17,4.7,11,0.712,27,1,25,30.62,13,28.43,456.29,1.017,11,2,43.712,48.794,45,39.5,43,18,34.5,41.9,0.089,2,0.661,4.7,4,4,0
7.959,2,23,3.8,17,0.669,33,1,30,35.483,19,34.167,406.5,1.008,17,1,53.411,59.904,56,43.4,53,23,43.5,43.4,0.089,2,0.645,1.9,5,4,0
9.319,1,22,2.0,15,0.679,31,1,28,33.267,18,31.925,376.47,1.004,16,1,49.2,55.279,52,44.9,49,21,42.0,42.9,0.077,1,0.652,2.0,4,4,0
6.81,2,24,3.3,16,0.664,36,1,33,39.87,18,38.069,472.01,1.01,17,2,60.603,68.176,63,40.0,60,27,45.5,45.0,0.095,1,0.634,3.3,6,5,1
7.056,1,16,2.3,10,0.671,26,1,24,28.864,12,27.445,396.3,1.015,11,2,43.647,49.204,45,37.2,43,19,32.5,44.2,0.089,1,0.638,4.7,4,5,0
8.444,1,17,2.3,10,0.673,26,1,24,29.62,12,27.95,395.31,1.01,11,2,44.429,50.121,46,38.6,44,20,32.5,45.5,0.087,1,0.635,4.5,4,4,0
7.167,1,17,2.3,10,0.675,25,0,23,29.682,12,27.567,377.32,0.998,11,1,43.916,49.781,46,38.6,44,21,31.5,47.7,0.087,1,0.627,2.3,4,4,0
5.678,0,18,0.0,15,0.778,26,0,24,30.324,17,27.927,397.77,1.008,17,3,39.32,43.07,41,46.2,39,15,34.5,38.5,0.146,0,0.716,7.7,6,2,3
7.056,2,25,3.3,16,0.675,35,0,31,40.472,19,37.529,435.64,0.992,17,0,59.523,67.231,64,41.7,60,29,45.5,48.3,0.094,2,0.625,0.0,6,3,0
7.301,2,28,3.2,22,0.69,38,0,34,43.472,25,40.529,471.67,0.992,23,0,62.523,70.231,67,44.4,63,29,51.5,46.0,0.09,2,0.643,0.0,6,3,0
5.792,2,21,4.0,16,0.684,30,0,27,34.188,19,31.949,381.54,0.997,17,0,49.872,55.986,53,42.0,50,23,40.5,46.0,0.075,2,0.639,0.0,4,3,0
6.928,2,24,3.4,16,0.669,33,0,30,39.472,19,36.529,423.63,0.992,17,0,58.523,66.231,62,40.7,59,29,43.5,49.2,0.081,2,0.619,0.0,5,3,0
6.764,2,20,3.8,12,0.655,28,0,26,34.711,14,32.003,373.57,0.993,12,0,52.64,59.816,55,37.7,53,27,36.0,50.9,0.091,2,0.604,0.0,5,3,0
6.914,2,24,3.4,16,0.669,33,0,30,39.472,19,36.529,423.63,0.992,17,0,58.523,66.231,62,40.7,59,29,43.5,49.2,0.081,2,0.619,0.0,5,3,0
5.847,2,22,3.8,16,0.678,31,0,28,35.949,19,33.476,395.57,0.995,17,0,52.756,59.401,56,41.5,53,25,41.5,47.2,0.071,2,0.632,0.0,4,3,0
6.41,2,24,3.4,16,0.669,33,0,30,39.472,19,36.529,423.63,0.992,17,0,58.523,66.231,62,40.7,59,29,43.5,49.2,0.097,2,0.619,0.0,6,3,0
6.662,2,23,3.6,16,0.673,32,0,29,37.711,19,35.002,409.6,0.994,17,0,55.64,62.816,59,41.1,56,27,42.5,48.2,0.085,2,0.625,0.0,5,3,0
8.1,0,16,0.0,11,0.667,23,0,20,25.353,12,23.773,266.38,0.989,11,0,37.592,42.9,41,42.1,38,18,29.5,47.4,0.024,1,0.626,0.0,1,4,0
6.5,2,19,4.3,12,0.655,28,0,25,30.784,13,29.256,338.45,1.0,11,0,47.014,53.149,50,40.4,47,22,35.5,46.8,0.08,2,0.622,0.0,4,4,0
7.1,2,21,3.8,12,0.647,30,0,27,34.307,13,32.31,366.51,0.996,11,0,52.781,59.979,56,39.6,53,26,37.5,49.1,0.071,2,0.61,0.0,4,4,0
5.3,2,22,3.6,12,0.644,31,0,28,36.069,13,33.837,380.54,0.994,11,0,55.665,63.394,59,39.3,56,28,38.5,50.0,0.068,2,0.604,0.0,4,4,0
7.4,2,21,3.8,12,0.647,30,0,27,34.307,13,32.31,366.51,0.996,11,0,52.781,59.979,56,39.6,53,26,37.5,49.1,0.071,2,0.61,0.0,4,4,0
6.7,2,20,4.2,14,0.662,29,0,26,31.784,14,30.256,350.46,1.0,11,0,48.014,54.149,51,41.7,48,22,37.5,45.8,0.078,3,0.63,0.0,4,4,0
6.1,2,21,3.9,12,0.658,31,0,27,33.546,13,31.783,364.49,0.998,11,0,50.898,57.564,55,41.2,51,24,38.5,47.1,0.055,2,0.623,0.0,3,4,0
6.25,2,23,3.5,12,0.65,33,0,29,37.069,13,34.837,392.55,0.994,11,0,56.665,64.394,61,40.4,57,28,40.5,49.1,0.049,2,0.611,0.0,3,4,0
6.4,2,23,3.4,12,0.641,32,0,29,37.83,13,35.364,394.57,0.992,11,0,58.549,66.81,62,39.0,59,30,39.5,50.8,0.065,2,0.599,0.0,4,4,0
6.9,2,22,3.6,12,0.644,31,0,28,36.069,13,33.837,380.54,0.994,11,0,55.665,63.394,59,39.3,56,28,38.5,50.0,0.068,2,0.604,0.0,4,4,0
7.3,2,21,3.8,12,0.663,31,0,28,35.165,13,33.138,400.95,1.002,11,1,53.105,59.923,56,39.6,53,25,38.5,47.2,0.071,2,0.625,1.9,4,4,1
7.2,2,21,3.8,12,0.663,31,0,28,35.165,13,33.138,400.95,1.002,11,1,53.105,59.923,56,39.6,53,25,38.5,47.2,0.071,2,0.625,1.9,4,4,1
7.0,2,21,3.8,12,0.646,31,1,28,34.245,13,32.693,384.5,1.006,11,1,53.294,60.319,56,39.6,53,25,38.5,47.2,0.071,2,0.617,1.9,4,4,0
6.6,3,22,5.3,12,0.641,32,0,29,36.523,13,34.552,396.54,1.0,11,0,56.992,64.604,60,38.6,57,28,39.5,49.1,0.083,2,0.606,0.0,5,4,0
5.0,2,17,5.3,13,0.706,26,1,23,26.835,13,25.73,330.41,1.017,12,1,38.633,42.582,41,44.7,38,15,33.0,39.5,0.024,1,0.677,2.6,1,2,0
5.0,2,14,5.4,7,0.665,22,1,20,24.597,7,23.257,296.4,1.014,6,1,37.516,41.997,39,37.8,37,17,26.0,45.9,0.026,1,0.629,2.7,1,2,0
5.0,2,14,5.4,7,0.665,22,1,20,24.597,7,23.257,296.4,1.014,6,1,37.516,41.997,39,37.8,37,17,26.0,45.9,0.051,1,0.629,2.7,2,2,0
5.0,2,17,4.5,7,0.662,26,1,23,29.12,7,27.311,336.47,1.006,6,1,44.283,49.827,47,38.6,44,21,30.0,47.7,0.021,1,0.621,2.3,1,2,0
5.0,2,15,5.0,7,0.659,23,1,21,26.358,7,24.784,310.43,1.01,6,1,40.4,45.412,42,37.5,40,19,27.0,47.5,0.071,1,0.62,2.5,3,2,0
5.0,3,17,7.9,13,0.676,25,0,22,25.705,13,24.875,296.35,1.01,12,0,38.371,42.531,41,44.7,38,16,32.0,42.1,0.024,1,0.655,0.0,1,2,0
5.0,3,14,8.1,7,0.634,21,0,19,23.466,7,22.402,262.34,1.007,6,0,37.254,41.946,39,37.8,37,18,25.0,48.6,0.026,1,0.605,0.0,1,2,0
5.0,3,14,8.1,7,0.634,21,0,19,23.466,7,22.402,262.34,1.007,6,0,37.254,41.946,39,37.8,37,18,25.0,48.6,0.051,1,0.605,0.0,2,2,0
5.0,3,17,6.8,7,0.636,25,0,22,27.989,7,26.455,302.41,1.0,6,0,44.022,49.777,47,38.6,44,22,29.0,50.0,0.021,1,0.601,0.0,1,2,0
5.0,3,15,7.5,7,0.631,22,0,20,25.228,7,23.928,276.37,1.003,6,0,40.138,45.362,42,37.5,40,20,26.0,50.0,0.024,1,0.598,0.0,1,2,0
5.0,3,15,7.5,7,0.631,22,0,20,25.228,7,23.928,276.37,1.003,6,0,40.138,45.362,42,37.5,40,20,26.0,50.0,0.071,1,0.598,0.0,3,2,0
5.0,3,18,7.3,13,0.67,26,0,23,27.466,13,26.402,310.38,1.006,12,0,41.254,45.946,44,43.9,41,18,33.0,43.9,0.023,1,0.644,0.0,1,2,0
4.8,2,18,3.8,6,0.627,24,0,23,33.228,8,30.035,338.57,0.987,6,0,52.305,60.148,54,34.0,53,30,29.0,56.6,0.111,2,0.567,0.0,6,2,0
7.796,1,22,2.0,13,0.683,28,0,25,33.455,13,30.885,353.92,0.987,12,1,48.356,54.634,52,44.9,49,24,35.0,49.0,0.058,1,0.63,2.0,3,1,1
7.7,2,18,3.9,8,0.646,28,0,25,32.955,12,30.497,362.55,0.997,10,0,50.858,57.899,54,35.3,51,26,35.0,51.0,0.056,2,0.598,0.0,3,4,0
7.187,0,12,0.0,8,0.645,15,0,14,19.341,10,17.73,188.3,0.98,10,0,29.389,33.903,31,40.0,30,16,20.0,53.3,0.097,0,0.591,0.0,3,2,0
6.0,3,24,5.1,14,0.649,33,0,30,38.279,14,36.057,407.56,0.996,12,0,58.774,66.521,62,40.7,59,29,41.0,49.2,0.113,2,0.611,0.0,7,3,0
6.0,1,20,1.9,7,0.62,23,0,22,32.881,7,29.638,301.52,0.975,6,0,51.683,59.936,54,37.7,53,31,27.0,58.5,0.148,1,0.559,0.0,8,1,0
7.824,5,35,5.8,17,0.651,52,0,45,56.006,19,53.163,611.81,1.001,16,0,86.05,97.012,93,40.7,86,41,63.0,47.7,0.054,3,0.618,0.0,5,5,0
8.021,2,26,3.3,17,0.663,36,1,32,39.762,18,37.725,433.57,0.999,17,1,59.96,67.651,64,43.3,60,28,45.5,46.7,0.109,1,0.629,1.7,7,3,0
7.697,2,25,3.5,17,0.666,36,2,32,37.938,18,36.582,437.53,1.01,17,2,57.589,64.576,61,43.9,57,25,45.5,43.9,0.098,1,0.642,3.5,6,3,0
8.45,2,25,3.5,17,0.682,36,1,32,38.858,18,37.026,453.98,1.007,17,2,57.4,64.18,61,43.9,57,25,45.5,43.9,0.098,1,0.65,3.5,6,3,1
8.947,2,26,3.3,17,0.677,37,1,33,40.62,18,38.553,468.01,1.005,17,2,60.283,67.595,64,43.3,60,27,46.5,45.0,0.109,1,0.643,3.3,7,3,1
8.102,2,26,3.3,17,0.662,37,2,33,39.699,18,38.109,451.56,1.008,17,2,60.472,67.991,64,43.3,60,27,46.5,45.0,0.109,1,0.635,3.3,7,3,0
8.5,2,24,3.4,13,0.652,33,0,29,37.824,13,35.342,391.56,0.99,12,0,57.447,65.311,62,41.4,58,29,40.0,50.0,0.097,1,0.609,0.0,6,3,0
7.463,2,25,3.5,17,0.683,35,0,31,38.921,18,36.643,435.99,0.998,17,1,56.887,63.84,61,43.9,57,26,44.5,45.6,0.098,1,0.643,1.8,6,3,1
7.607,2,26,3.3,17,0.678,36,0,32,40.682,18,38.17,450.02,0.996,17,1,59.771,67.255,64,43.3,60,28,45.5,46.7,0.109,1,0.636,1.7,7,3,1
7.996,2,25,3.3,13,0.649,34,0,30,39.586,13,36.869,405.59,0.989,12,0,60.33,68.727,65,41.0,61,31,41.0,50.8,0.108,1,0.604,0.0,7,3,0
8.368,3,23,5.4,13,0.652,33,0,29,36.517,13,34.53,393.53,0.998,12,0,55.891,63.106,60,41.1,56,27,40.0,48.2,0.1,1,0.617,0.0,6,3,0
8.054,2,25,3.5,17,0.682,36,1,32,38.858,18,37.026,453.98,1.007,17,2,57.4,64.18,61,43.9,57,25,45.5,43.9,0.098,1,0.65,3.5,6,3,1
7.597,2,26,3.3,17,0.677,37,1,33,40.62,18,38.553,468.01,1.005,17,2,60.283,67.595,64,43.3,60,27,46.5,45.0,0.109,1,0.643,3.3,7,3,1
7.272,3,24,5.1,13,0.649,34,0,30,38.279,13,36.057,407.56,0.996,12,0,58.774,66.521,63,40.7,59,29,41.0,49.2,0.111,1,0.611,0.0,7,3,0
6.9,3,24,5.1,13,0.649,34,0,30,38.279,13,36.057,407.56,0.996,12,0,58.774,66.521,63,40.7,59,29,41.0,49.2,0.111,1,0.611,0.0,7,3,0
8.025,2,26,3.3,17,0.664,35,0,31,39.824,18,37.342,415.58,0.991,17,0,59.447,67.311,64,43.3,60,29,44.5,48.3,0.094,1,0.622,0.0,6,3,0
8.9,2,27,3.2,17,0.66,36,0,32,41.586,18,38.869,429.61,0.989,17,0,62.33,70.727,67,42.9,63,31,45.5,49.2,0.104,1,0.617,0.0,7,3,0
8.313,2,25,3.3,13,0.649,34,0,30,39.586,13,36.869,405.59,0.989,12,0,60.33,68.727,65,41.0,61,31,41.0,50.8,0.092,1,0.604,0.0,6,3,0
8.475,2,26,3.1,13,0.646,35,0,31,41.347,13,38.396,419.62,0.988,12,0,63.214,72.142,68,40.6,64,33,42.0,51.6,0.103,1,0.6,0.0,7,3,0
7.793,2,26,3.3,17,0.663,36,1,32,39.762,18,37.725,433.57,0.999,17,1,59.96,67.651,64,43.3,60,28,45.5,46.7,0.094,1,0.629,1.7,6,3,0
8.415,2,27,3.2,17,0.659,37,1,33,41.523,18,39.252,447.6,0.998,17,1,62.843,71.066,67,42.9,63,30,46.5,47.6,0.104,1,0.623,1.6,7,3,0
7.597,3,24,5.1,13,0.649,34,0,30,38.279,13,36.057,407.56,0.996,12,0,58.774,66.521,63,40.7,59,29,41.0,49.2,0.095,1,0.611,0.0,6,3,0
7.767,3,25,4.8,13,0.646,35,0,31,40.04,13,37.584,421.59,0.994,12,0,61.658,69.936,66,40.3,62,31,42.0,50.0,0.106,1,0.606,0.0,7,3,0
7.903,2,26,3.3,17,0.663,36,1,32,39.762,18,37.725,433.57,0.999,17,1,59.96,67.651,64,43.3,60,28,45.5,46.7,0.094,1,0.629,1.7,6,3,0
7.854,2,27,3.2,17,0.659,37,1,33,41.523,18,39.252,447.6,0.998,17,1,62.843,71.066,67,42.9,63,30,46.5,47.6,0.104,1,0.623,1.6,7,3,0
7.955,3,24,5.1,13,0.649,34,0,30,38.279,13,36.057,407.56,0.996,12,0,58.774,66.521,63,40.7,59,29,41.0,49.2,0.095,1,0.611,0.0,6,3,0
8.264,3,25,4.8,13,0.646,35,0,31,40.04,13,37.584,421.59,0.994,12,0,61.658,69.936,66,40.3,62,31,42.0,50.0,0.106,1,0.606,0.0,7,3,0
7.253,2,26,3.3,17,0.664,35,0,31,39.824,18,37.342,415.58,0.991,17,0,59.447,67.311,64,43.3,60,29,44.5,48.3,0.094,1,0.622,0.0,6,3,0
7.434,2,27,3.2,17,0.66,36,0,32,41.586,18,38.869,429.61,0.989,17,0,62.33,70.727,67,42.9,63,31,45.5,49.2,0.104,1,0.617,0.0,7,3,0
7.951,3,25,4.8,13,0.646,35,0,31,40.04,13,37.584,421.59,0.994,12,0,61.658,69.936,66,40.3,62,31,42.0,50.0,0.106,1,0.606,0.0,7,3,0
8.656,2,25,3.5,17,0.667,35,1,31,38.0,18,36.199,419.54,1.001,17,1,57.076,64.236,61,43.9,57,26,44.5,45.6,0.098,1,0.635,1.8,6,3,0
7.182,2,26,3.3,17,0.663,36,1,32,39.762,18,37.725,433.57,0.999,17,1,59.96,67.651,64,43.3,60,28,45.5,46.7,0.094,1,0.629,1.7,6,3,0
7.26,2,27,3.2,17,0.659,37,1,33,41.523,18,39.252,447.6,0.998,17,1,62.843,71.066,67,42.9,63,30,46.5,47.6,0.104,1,0.623,1.6,7,3,0
8.967,2,26,3.3,17,0.663,36,1,32,39.762,18,37.725,433.57,0.999,17,1,59.96,67.651,64,43.3,60,28,45.5,46.7,0.109,1,0.629,1.7,7,3,0
8.462,2,25,3.5,17,0.666,36,2,32,37.938,18,36.582,437.53,1.01,17,2,57.589,64.576,61,43.9,57,25,45.5,43.9,0.098,1,0.642,3.5,6,3,0
