pXC50,GGI10,Eig04_EA.bo.,SM14_AEA.ri.,ATSC1p,Psi_e_1,SsssCH,Eig04_AEA.bo.,ATSC2p,SM06_AEA.bo.,GGI9,X2v,SpMin3_Bh.i.,ATS1m,Eig04_EA,SM12_AEA.bo.,SM07_AEA.bo.,Eig04_AEA.ri.,SM05_AEA.bo.,ZM1MulPer,SpMax5_Bh.v.,ATS4s,X1v,Eig03_EA,SM11_AEA.bo.,Eig03_AEA.ri.,SM08_AEA.bo.,X3v,SpMax5_Bh.p.,SM05_EA.bo.,Eig04_EA.ri.,X2sol,ZM1V,SM04_EA.bo.,ZM2Mad,ATSC6s,ATSC5e,Eig02_AEA.bo.,SpMax2_Bh.e.,SpMax2_Bh.i.,ATSC5s,GGI1,ZM1Kup,ZM1Per,Eig03_AEA.bo.,SM07_EA.bo.,ZM2MulPer,DELS,Eig03_EA.ri.,SM06_EA.bo.,SpMax8_Bh.s.,ATS2s,SpMin3_Bh.e.,SM03_EA,Psi_i_s,SMTIV,SM03_EA.ri.,ZM2V,ZM1Mad,nCs,SpMax4_Bh.s.,SM08_EA,SpMax4_Bh.p.,SM08_EA.bo.,SM02_EA.dm.,SM07_EA
9.699,0.605,3.429,3.429,10.364,10.017,-6.66,3.927,17.298,10.795,0.622,13.58,1.771,4.146,2.625,2.625,12.255,3.625,9.372,777.221,3.592,7.056,17.185,2.927,2.927,3.887,13.746,9.708,3.606,7.957,2.625,21.878,716.0,7.322,346.201,527.604,3.122,4.392,3.94,3.964,524.155,12.5,838.897,1011.24,4.042,10.645,692.525,104.813,2.79,9.655,6.35,6.434,1.806,4.934,131.917,76707.0,4.846,652.0,293.317,14,7.432,11.637,3.698,12.184,3.799,10.257
8.398,0.601,3.429,3.429,10.777,10.313,-6.837,3.898,17.918,10.814,0.602,13.862,1.78,4.179,2.534,2.534,12.269,3.534,9.395,796.059,3.667,7.07,17.852,2.927,2.927,3.887,13.757,9.901,3.678,7.96,2.534,22.573,734.0,7.353,354.201,518.1,3.062,4.392,3.94,3.965,520.223,12.5,856.897,1037.12,4.042,10.648,711.173,105.029,2.79,9.675,6.35,6.461,1.813,4.934,135.917,87245.0,4.846,670.0,301.317,14,7.432,11.637,3.698,12.193,3.799,10.256
7.143,0.186,3.302,3.302,6.561,4.91,-1.478,3.799,12.521,10.234,0.199,10.687,1.744,3.803,2.438,2.438,11.687,3.438,8.802,385.85,3.221,6.355,11.53,2.791,2.791,3.791,13.156,8.517,3.33,7.782,2.438,14.145,348.0,7.008,229.541,80.263,0.68,4.244,3.908,3.923,146.613,7.0,371.145,497.83,4.125,10.56,359.237,38.301,2.791,9.503,4.005,5.923,1.772,4.29,64.444,11730.0,4.29,334.0,199.535,3,6.343,10.491,3.629,12.118,0.0,9.223
6.456,0.186,3.302,3.302,5.755,5.796,-2.061,3.799,9.951,10.329,0.199,9.264,1.748,3.827,2.438,2.438,11.805,3.437,8.876,441.202,3.214,6.515,10.521,2.791,2.791,3.765,13.299,7.252,3.325,8.131,2.437,14.145,394.0,7.18,236.628,102.918,0.774,4.245,3.979,3.954,155.171,7.0,424.129,564.16,4.243,11.069,408.75,42.78,2.686,9.834,4.604,6.087,1.765,4.29,69.556,12641.0,4.187,379.0,205.323,3,6.434,10.491,3.528,12.64,2.896,9.223
6.143,0.227,3.615,3.615,7.134,7.212,-2.108,4.032,12.24,10.51,0.251,11.257,1.85,4.027,2.667,2.667,11.958,3.658,9.085,555.395,3.311,6.631,13.208,2.787,2.787,3.753,13.427,8.499,3.528,8.24,2.634,17.727,502.0,7.412,287.615,97.541,0.805,4.245,3.981,3.972,146.197,9.0,543.864,723.18,4.145,11.14,529.737,49.679,2.686,9.989,4.754,6.246,1.836,4.443,85.889,28375.0,4.323,493.0,251.53,4,6.434,10.56,3.743,12.732,3.021,9.287
8.301,0.186,3.615,3.615,5.862,6.421,-2.146,4.01,10.038,10.385,0.199,9.381,1.804,3.893,2.613,2.613,11.855,3.593,8.937,541.541,3.215,6.574,10.785,2.791,2.791,3.765,13.343,7.153,3.332,8.187,2.543,14.605,486.0,7.233,255.632,150.714,1.158,4.245,3.949,3.936,199.857,8.0,565.975,686.51,4.216,11.109,480.33,58.194,2.682,9.874,4.892,6.175,1.811,4.369,80.722,16364.0,4.214,446.0,223.361,3,6.999,10.522,3.528,12.67,2.975,9.259
7.377,0.087,3.409,3.409,5.834,5.982,-2.083,3.858,9.989,10.321,0.199,9.26,1.808,3.862,2.472,2.472,11.79,3.447,8.876,479.439,3.215,6.518,10.679,2.726,2.726,3.681,13.276,7.093,3.331,8.104,2.388,14.593,430.0,7.173,243.615,106.515,0.873,4.245,3.944,3.933,160.138,7.5,471.864,614.48,4.087,11.025,442.63,47.066,2.619,9.803,4.673,6.126,1.812,4.29,73.056,14842.0,4.149,411.0,213.53,3,6.434,10.459,3.528,12.595,2.975,9.189
6.658,0.202,3.503,3.503,5.812,6.544,-2.15,3.929,10.054,10.442,0.219,9.522,1.741,3.89,2.538,2.538,11.917,3.525,8.988,565.347,3.214,6.688,10.726,2.791,2.791,3.765,13.407,7.387,3.325,8.269,2.501,14.145,506.0,7.291,258.03,178.905,1.286,4.389,3.986,3.957,249.766,8.5,612.351,707.5,4.245,11.197,482.841,64.043,2.686,9.948,6.23,6.194,1.756,4.443,84.889,17346.0,4.307,448.0,224.985,3,7.466,10.583,3.528,12.754,2.896,9.326
7.495,0.186,3.643,3.643,5.889,6.781,-2.181,4.034,10.086,10.425,0.239,9.555,1.8,3.923,2.636,2.636,11.889,3.611,8.982,603.883,3.215,6.705,10.879,2.791,2.791,3.765,13.37,7.161,3.332,8.228,2.556,14.605,542.0,7.278,263.435,173.044,1.381,4.245,3.952,3.939,241.067,9.5,660.086,757.26,4.201,11.134,516.201,67.532,2.673,9.904,6.23,6.234,1.807,4.443,88.389,19100.0,4.274,479.0,233.192,3,7.466,10.527,3.528,12.689,2.975,9.269
4.523,0.107,2.601,2.601,4.029,3.466,0.0,3.344,6.42,9.625,0.087,5.087,1.589,3.355,2.019,2.019,10.939,2.994,8.329,352.152,2.917,5.77,7.436,2.456,2.456,3.43,12.266,3.154,2.892,6.894,1.958,9.658,326.0,6.656,126.804,51.639,0.303,3.854,3.838,3.871,49.924,4.5,371.689,458.89,3.787,9.504,316.768,24.884,2.373,8.901,3.76,5.556,1.635,3.434,58.333,11304.0,3.362,298.0,120.571,3,4.936,8.943,3.325,11.273,2.891,7.637
5.208,0.107,2.708,2.708,4.762,4.029,0.0,3.54,7.603,9.907,0.18,6.631,1.652,3.605,2.204,2.204,11.287,3.207,8.545,389.612,2.918,5.908,8.851,2.464,2.464,3.435,12.682,3.662,2.937,7.344,2.197,11.822,356.0,6.815,170.206,58.037,0.45,4.114,3.839,3.871,67.308,6.0,397.451,504.48,3.854,10.009,355.184,31.381,2.375,9.167,4.079,5.809,1.671,3.892,61.972,11450.0,3.852,332.0,154.865,1,6.23,9.662,3.316,11.634,2.143,8.429
4.523,0.149,2.969,2.969,5.454,4.482,0.0,3.799,8.777,10.061,0.207,7.652,1.659,3.665,2.471,2.471,11.455,3.47,8.684,403.514,3.074,6.065,9.74,2.605,2.605,3.582,12.863,4.486,3.091,7.574,2.465,12.833,366.0,6.939,185.654,86.841,0.652,4.263,3.825,3.859,123.718,7.0,405.178,520.33,3.873,10.275,370.955,34.965,2.539,9.34,4.006,5.849,1.678,4.111,67.139,14197.0,4.1,345.0,165.122,2,6.434,9.888,3.422,11.857,2.499,8.679
4.0,0.0,2.564,2.564,4.553,5.334,-2.293,3.316,7.778,10.1,0.0,7.664,1.197,3.657,2.0,2.0,11.569,2.956,8.646,382.181,2.889,6.342,8.185,2.754,2.754,3.72,13.051,5.35,2.897,7.724,1.906,12.054,340.0,6.775,203.985,118.099,0.908,4.152,3.793,3.798,118.28,8.0,377.273,481.75,4.125,10.476,341.108,41.596,2.663,9.309,4.059,5.957,1.28,4.29,59.444,5076.0,4.258,314.0,177.959,0,6.429,10.423,3.091,11.954,0.278,9.171
6.62,0.0,2.695,2.695,4.235,5.258,-2.33,3.409,7.171,10.029,0.0,7.291,1.137,3.67,2.081,2.081,11.5,2.958,8.573,426.663,2.56,6.283,7.831,2.597,2.597,3.52,12.985,5.203,2.551,7.622,1.746,11.805,380.0,6.689,207.068,109.847,0.968,4.125,3.764,3.769,143.77,7.0,395.476,527.14,4.001,10.364,352.67,42.463,2.385,9.214,4.473,5.927,1.108,4.205,59.889,5162.0,4.122,326.0,187.145,0,6.429,10.382,2.85,11.846,0.278,9.125
5.889,0.0,2.544,2.544,4.288,5.121,-2.288,3.296,7.295,10.029,0.0,7.157,1.137,3.626,1.971,1.971,11.501,2.933,8.573,373.195,2.688,6.303,7.775,2.632,2.632,3.582,12.987,5.14,2.688,7.622,1.892,11.409,332.0,6.689,196.985,103.755,0.903,4.125,3.778,3.786,127.897,7.0,369.273,469.16,4.03,10.371,329.117,40.58,2.5,9.217,4.027,5.93,1.205,4.205,57.778,4540.0,4.169,304.0,171.959,0,6.429,10.385,3.034,11.854,0.278,9.128
4.0,0.0,2.695,2.695,4.235,5.203,-2.307,3.409,7.095,10.029,0.0,7.25,1.137,3.67,2.081,2.081,11.5,2.944,8.573,426.812,2.549,6.29,7.831,2.597,2.597,3.529,12.985,5.222,2.542,7.622,1.709,11.805,380.0,6.689,206.604,132.864,0.981,4.125,3.759,3.765,152.698,7.0,395.476,527.26,4.001,10.364,353.082,42.41,2.424,9.214,4.398,5.931,1.108,4.205,59.889,5180.0,4.126,326.0,187.74,0,6.429,10.382,2.851,11.846,0.278,9.125
6.131,0.095,2.348,2.348,6.618,3.706,5.004,3.348,11.441,9.543,0.177,8.985,1.62,3.43,2.184,2.184,10.855,3.182,8.249,178.745,3.098,5.732,10.346,2.347,2.347,3.331,12.183,6.595,3.108,6.463,2.181,10.516,170.0,6.138,142.358,15.976,0.206,3.768,3.838,3.891,17.166,5.0,174.666,249.74,3.628,8.779,190.231,7.871,2.308,8.09,3.569,5.428,1.677,3.761,40.0,8748.0,3.747,178.0,125.108,8,4.184,9.589,3.373,10.171,1.395,8.288
7.721,0.372,3.148,3.148,5.985,6.123,-2.327,3.964,10.272,10.365,0.498,9.672,1.762,3.886,2.763,2.763,11.732,3.69,9.015,676.634,3.442,6.38,12.331,2.811,2.811,3.799,13.114,6.879,3.442,7.826,2.526,16.535,620.0,7.287,253.195,200.348,1.546,4.229,3.918,3.939,285.117,9.0,668.357,854.95,4.056,10.551,558.557,63.499,2.79,9.656,4.793,6.05,1.79,4.369,100.889,36779.0,4.24,524.0,233.994,4,7.428,10.118,3.649,12.181,3.185,8.891
8.495,0.289,3.145,3.145,6.102,5.624,-1.715,3.937,10.317,10.23,0.427,9.055,1.763,3.793,2.564,2.564,11.576,3.527,8.901,552.454,3.438,6.259,11.742,2.786,2.786,3.788,12.936,6.261,3.44,7.565,2.471,15.694,508.0,7.17,216.231,151.128,1.185,4.106,3.912,3.939,237.758,8.0,540.042,710.91,3.983,10.213,483.201,45.521,2.784,9.468,4.608,5.971,1.793,4.205,89.444,30597.0,4.14,454.0,202.644,4,6.353,9.91,3.649,11.899,3.185,8.67
6.18,0.268,2.982,2.982,5.051,4.815,-1.733,3.73,8.657,10.036,0.337,8.055,1.718,3.686,2.43,2.43,11.374,3.377,8.713,543.031,3.169,6.139,10.148,2.578,2.578,3.54,12.723,5.365,3.141,7.363,2.314,14.049,496.0,6.917,191.99,156.619,1.282,3.99,3.86,3.883,242.43,8.0,506.246,677.5,3.976,9.92,433.584,47.238,2.482,9.17,4.414,5.866,1.749,4.111,81.889,21396.0,3.974,406.0,190.163,4,6.353,9.704,3.465,11.545,3.185,8.489
6.523,0.372,3.148,3.148,5.985,6.123,-2.327,3.964,10.272,10.365,0.498,9.672,1.762,3.886,2.763,2.763,11.732,3.69,9.015,676.634,3.442,6.38,12.331,2.811,2.811,3.799,13.114,6.879,3.442,7.826,2.526,16.535,620.0,7.287,253.195,200.348,1.546,4.229,3.918,3.939,285.117,9.0,668.357,854.95,4.056,10.551,558.557,63.499,2.79,9.656,4.793,6.05,1.79,4.369,100.889,36779.0,4.24,524.0,233.994,4,7.428,10.118,3.649,12.181,3.185,8.891
8.921,0.339,3.145,3.145,5.949,5.812,-1.846,3.964,10.214,10.299,0.442,9.555,1.763,3.855,2.756,2.756,11.656,3.689,8.96,614.581,3.439,6.283,12.226,2.81,2.81,3.795,13.028,6.819,3.442,7.704,2.525,16.535,564.0,7.23,241.703,157.476,1.289,4.215,3.916,3.938,245.957,8.5,574.246,782.96,4.053,10.391,520.978,49.727,2.785,9.565,4.608,5.992,1.792,4.29,93.222,33883.0,4.177,489.0,224.163,4,6.353,10.011,3.649,12.042,3.185,8.781
9.284,0.372,3.148,3.148,5.985,6.123,-2.327,3.964,10.272,10.365,0.498,9.672,1.762,3.886,2.763,2.763,11.732,3.69,9.015,676.634,3.442,6.38,12.331,2.811,2.811,3.799,13.114,6.879,3.442,7.826,2.526,16.535,620.0,7.287,253.195,200.348,1.546,4.229,3.918,3.939,285.117,9.0,668.357,854.95,4.056,10.551,558.557,63.499,2.79,9.656,4.793,6.05,1.79,4.369,100.889,36779.0,4.24,524.0,233.994,4,7.428,10.118,3.649,12.181,3.185,8.891
5.097,0.103,2.878,2.878,6.016,4.733,0.0,3.526,11.525,10.271,0.243,9.798,1.682,4.056,2.435,2.435,11.698,3.352,8.872,492.278,3.308,5.991,13.046,2.545,2.545,3.525,13.146,7.064,3.536,8.077,2.229,14.971,460.0,7.295,318.334,56.942,0.34,4.399,3.902,3.912,54.51,5.5,430.149,654.42,3.922,11.091,455.601,25.682,2.352,9.911,3.892,5.642,1.73,4.111,63.74,19350.0,3.883,431.0,465.754,3,4.4,10.168,3.551,12.729,1.235,8.901
5.921,0.372,2.9,2.9,6.225,6.327,-7.134,3.732,9.854,10.31,0.474,8.163,1.707,3.764,2.491,2.491,11.717,3.463,8.929,624.884,3.255,6.69,10.485,2.52,2.52,3.514,13.148,5.48,3.238,7.508,2.396,15.124,572.0,6.866,228.119,365.52,2.275,4.106,3.893,3.898,390.67,9.5,686.747,790.03,3.873,10.06,516.099,77.322,2.504,9.113,6.344,6.16,1.721,4.511,101.917,28388.0,4.417,482.0,201.22,6,7.433,10.778,3.38,11.526,3.845,9.478
5.097,0.116,2.739,2.739,5.27,5.233,-5.721,3.604,8.498,10.057,0.151,6.707,1.651,3.578,2.472,2.472,11.477,3.453,8.668,498.353,3.166,6.506,9.027,2.491,2.491,3.463,12.924,4.664,3.099,7.239,2.396,12.055,456.0,6.638,184.803,257.388,2.111,3.896,3.892,3.896,350.818,6.5,547.276,628.89,3.732,9.851,407.789,59.872,2.417,8.914,4.755,5.972,1.69,4.205,82.917,18306.0,4.099,382.0,162.688,8,6.446,10.627,3.299,11.366,3.545,9.3
5.638,0.099,2.955,2.955,6.446,5.225,0.0,3.71,10.764,10.036,0.22,8.626,1.581,3.834,2.321,2.321,11.461,3.319,8.625,409.834,3.171,6.334,10.625,2.437,2.437,3.436,12.899,5.153,3.472,7.534,2.317,13.968,368.0,6.64,213.755,73.0,0.658,4.166,3.772,3.797,97.946,8.5,414.616,517.99,3.797,10.158,362.635,35.092,2.435,9.022,4.346,6.171,1.62,4.205,67.111,13059.0,4.205,331.0,193.887,4,6.346,10.051,3.553,11.536,1.598,8.85
7.745,0.116,2.955,2.955,7.184,5.505,-1.957,3.709,12.831,10.12,0.3,10.365,1.658,3.793,2.32,2.32,11.571,3.32,8.688,371.634,3.132,6.556,11.251,2.436,2.436,3.436,13.037,7.356,3.483,7.621,2.32,14.079,330.0,6.683,213.156,61.521,0.548,4.125,3.826,3.859,118.064,8.5,361.295,460.43,3.797,10.302,317.517,42.392,2.436,9.118,4.413,6.073,1.697,4.29,67.444,11606.0,4.29,290.0,190.744,5,6.429,10.38,3.541,11.704,1.328,9.13
4.333,0.145,3.052,3.052,8.787,6.327,-1.56,3.797,18.558,10.426,0.326,14.709,1.692,4.034,2.436,2.436,11.901,3.436,8.968,452.939,3.276,6.814,14.191,2.866,2.866,3.866,13.391,13.34,3.545,7.962,2.436,16.988,406.0,6.959,310.763,79.198,0.736,4.262,3.849,3.891,145.325,10.5,440.229,575.38,4.182,10.696,407.867,54.709,2.866,9.46,4.415,6.111,1.736,4.575,74.25,15826.0,4.575,375.0,265.698,5,6.353,10.826,3.608,12.111,1.328,9.549
5.959,0.149,3.052,3.052,8.94,7.588,-2.024,3.797,17.267,10.387,0.34,14.131,1.687,4.038,2.436,2.436,11.851,3.436,8.94,474.226,3.419,6.787,14.296,2.708,2.708,3.708,13.328,11.25,3.485,7.927,2.436,17.751,420.0,6.927,284.993,286.42,1.072,4.395,3.84,3.88,217.895,11.0,458.792,584.12,4.055,10.625,399.996,61.137,2.708,9.405,6.23,6.261,1.729,4.575,82.75,17615.0,4.575,365.0,252.399,5,6.437,10.694,3.628,12.022,1.328,9.446
4.301,0.339,3.053,3.053,13.017,9.358,0.0,3.798,25.715,10.795,0.751,19.961,1.803,4.297,2.437,2.437,12.284,3.437,9.335,566.14,3.616,7.113,20.08,2.866,2.866,3.866,13.798,17.234,3.631,8.256,2.437,23.295,512.0,7.315,398.739,107.156,0.813,4.357,3.864,3.905,142.944,14.0,546.229,732.77,4.182,11.038,532.652,69.612,2.866,9.804,4.487,6.366,1.845,4.89,100.667,43891.0,4.89,489.0,342.013,11,6.353,11.439,3.73,12.5,1.879,10.081
8.301,0.873,3.205,3.205,9.827,10.151,-8.66,4.041,15.99,10.839,1.037,13.105,1.775,4.127,2.923,2.923,12.301,3.883,9.41,832.699,3.469,7.106,16.113,2.976,2.976,3.944,13.791,9.285,3.473,8.027,2.789,21.92,764.0,7.272,349.517,624.12,3.39,4.396,3.936,3.959,567.152,15.0,910.368,1072.53,4.103,10.674,725.527,121.11,2.88,9.6,6.351,6.476,1.797,5.056,138.25,63965.0,4.968,680.0,295.849,10,7.435,11.676,3.66,12.129,3.958,10.313
6.699,0.536,3.198,3.198,7.359,8.841,-8.701,4.025,11.898,10.763,0.748,10.193,1.73,3.967,2.904,2.904,12.238,3.867,9.319,783.421,3.321,7.031,12.572,2.975,2.975,3.944,13.74,7.302,3.308,7.977,2.777,18.777,718.0,7.173,309.852,572.229,3.688,4.412,3.935,3.959,587.842,13.0,864.368,1003.13,4.102,10.636,669.622,111.31,2.88,9.533,6.351,6.356,1.732,4.977,124.583,41810.0,4.881,628.0,259.849,8,7.435,11.654,3.401,12.087,4.04,10.286
6.699,1.178,3.206,3.206,12.354,11.605,-8.622,4.041,20.026,10.901,1.427,15.735,1.776,4.288,2.923,2.923,12.353,3.884,9.484,926.172,3.634,7.199,20.06,2.977,2.977,3.945,13.834,10.999,3.65,8.075,2.789,25.282,852.0,7.349,393.171,580.312,3.682,4.416,3.936,3.96,555.718,16.0,1013.69,1196.83,4.104,10.709,810.919,137.57,2.88,9.649,6.351,6.616,1.8,5.094,155.417,91747.0,5.008,761.0,338.277,16,7.436,11.699,3.66,12.161,4.134,10.332
8.699,0.758,3.203,3.203,10.067,10.305,-8.984,4.039,16.305,10.794,0.937,12.921,1.744,4.156,2.923,2.923,12.26,3.886,9.362,854.898,3.456,7.107,16.771,2.976,2.976,3.944,13.756,9.201,3.471,7.984,2.796,21.752,786.0,7.219,350.507,628.254,3.708,4.396,3.936,3.959,582.785,13.0,944.104,1099.41,4.103,10.644,736.425,122.997,2.88,9.554,6.351,6.517,1.797,4.977,140.083,70506.0,4.892,690.0,299.834,15,7.438,11.662,3.659,12.097,4.085,10.29
6.699,0.552,3.198,3.198,7.363,9.063,-8.987,4.025,11.822,10.77,0.748,10.155,1.73,3.998,2.904,2.904,12.245,3.867,9.326,821.988,3.301,7.062,12.684,2.975,2.975,3.944,13.746,7.399,3.279,7.984,2.777,18.897,754.0,7.183,317.842,567.042,4.016,4.413,3.935,3.959,597.385,13.0,912.104,1051.53,4.102,10.643,701.353,113.732,2.88,9.541,6.351,6.397,1.732,4.977,128.083,44976.0,4.892,654.0,267.169,8,7.438,11.657,3.396,12.093,4.085,10.289
6.699,0.618,3.202,3.202,7.849,9.337,-8.597,4.037,12.556,10.809,0.788,10.778,1.735,4.036,2.921,2.921,12.277,3.882,9.371,852.069,3.344,7.007,13.457,2.977,2.977,3.945,13.773,7.567,3.328,8.021,2.788,20.225,782.0,7.226,327.842,617.924,3.927,4.415,3.936,3.96,563.738,14.0,943.69,1091.79,4.103,10.666,728.471,119.801,2.88,9.57,6.351,6.432,1.737,5.017,132.75,49077.0,4.924,683.0,278.277,8,7.437,11.67,3.402,12.112,4.202,10.302
7.824,0.989,3.206,3.206,10.318,10.887,-8.934,4.041,16.56,10.888,1.197,13.653,1.775,4.211,2.923,2.923,12.344,3.884,9.464,939.914,3.469,7.152,17.112,2.977,2.977,3.945,13.828,9.646,3.473,8.075,2.789,23.487,864.0,7.33,375.497,593.861,4.151,4.416,3.936,3.96,560.511,16.0,1037.43,1209.59,4.104,10.709,816.108,132.219,2.881,9.642,6.351,6.578,1.797,5.094,149.917,76611.0,5.017,761.0,321.597,10,7.439,11.695,3.66,12.158,4.175,10.332
6.523,0.223,2.718,2.718,6.946,4.699,-1.037,3.674,11.563,9.709,0.38,9.384,1.661,3.752,2.361,2.361,11.017,3.361,8.42,411.163,3.393,6.204,12.699,2.636,2.636,3.624,12.338,6.203,3.413,6.772,2.356,13.162,380.0,6.451,182.54,100.249,0.781,3.891,3.825,3.883,136.528,6.5,390.89,520.73,3.751,9.187,338.824,38.637,2.596,8.548,4.172,5.814,1.703,3.892,73.222,19190.0,3.847,314.0,178.237,6,5.009,9.505,3.498,10.789,3.548,8.288
