pXC50,MATS3p,MATS3i,NdssC,MATS3v,SaaCH,nR06,D.Dtr07,nR07,GATS3v,C.019,C.017,nR.Ct,nCconj,ARR,D.Dtr11,SpMin1_Bh.v.,C.038,SpMin8_Bh.e.,GATS3i,ATSC7i,D.Dtr12,nR12,C.016,NdsCH,nR.Cs,ATS7s,SpMin8_Bh.i.,SpMin8_Bh.v.,SpMax2_Bh.i.,ATS4m,ATS5m,ATS7e,nR11,ATSC6i,CATS2D_05_AL,SpMin1_Bh.p.,ATS3m,ATS8e,CATS2D_06_AL,SpMin8_Bh.p.,ATS7i,ATS7p,GGI4,SpMax3_Bh.m.,SpMax8_Bh.m.,SpMin1_Bh.m.,Eig02_AEA.dm.,nRCO,SdssC,SpMin8_Bh.m.,nDB,ATS6m,ATS7v,SpMax8_Bh.v.,NaaCH,Eig05_EA,SM13_AEA.bo.,Eig04_AEA.dm.,ATS6e,ATS7m,ATS8i,SM11_EA.bo.,ATSC7v,SM12_EA.bo.
6.137,-0.196,-0.222,0,-0.156,12.201,3,0.0,0,1.017,0,0,0,0,0.773,0.0,2.105,0,0.567,1.232,0.521,0.0,0,0,0,0,5.032,0.505,0.814,3.882,3.636,3.612,3.852,0,0.581,5,2.119,3.765,3.675,1,0.808,4.057,3.092,1.56,3.606,2.455,2.066,2.945,0,0.0,0.784,0,3.248,3.013,2.41,7,1.946,1.946,2.488,3.991,3.096,3.885,16.708,4.78,18.238
4.398,-0.103,-0.088,0,-0.118,9.485,3,0.0,0,0.996,0,0,0,0,0.773,0.0,2.126,0,0.604,1.119,0.625,0.0,0,0,0,0,5.103,0.516,0.867,3.897,3.617,3.34,3.867,0,0.777,2,2.139,3.703,3.8,2,0.861,4.042,3.139,1.431,3.421,2.412,2.096,2.945,0,0.0,0.847,0,3.222,3.077,2.366,6,1.933,1.933,2.476,4.155,3.008,4.03,16.918,4.389,18.461
4.699,-0.102,-0.189,0,-0.047,12.762,3,0.0,0,0.95,0,0,0,0,0.773,0.0,2.12,0,0.673,1.224,0.574,0.0,0,0,0,0,5.024,0.616,0.893,3.889,3.684,3.423,3.956,0,0.76,2,2.133,3.713,3.821,3,0.884,4.169,3.183,1.2,3.358,2.564,2.088,3.073,0,0.0,0.857,0,3.242,3.105,2.546,7,1.774,1.774,2.192,4.224,3.042,4.024,16.914,5.687,18.452
5.824,-0.209,-0.266,0,-0.169,12.6,3,0.0,0,1.029,0,0,0,0,0.773,0.0,2.104,0,0.568,1.266,0.528,0.0,0,0,0,0,5.017,0.506,0.813,3.881,3.814,3.912,3.85,0,0.588,5,2.117,3.948,3.67,1,0.807,4.055,3.114,1.56,3.787,2.532,2.064,2.938,0,0.0,0.775,0,3.403,3.023,2.411,7,1.946,1.946,2.484,3.986,3.25,3.881,16.708,4.809,18.238
4.398,-0.083,-0.117,0,-0.057,11.185,3,0.0,0,0.96,0,0,0,0,0.739,0.0,2.126,0,0.771,1.201,0.671,0.0,0,0,0,0,5.214,0.714,1.01,3.895,3.767,3.513,4.125,0,0.901,2,2.139,3.771,4.041,3,0.987,4.322,3.355,1.391,3.41,2.573,2.095,3.085,0,0.0,0.981,0,3.374,3.27,2.601,6,1.84,1.84,2.323,4.408,3.169,4.262,16.978,6.559,18.517
6.208,-0.11,-0.188,0,-0.088,12.767,3,0.0,0,0.99,0,0,0,0,0.773,0.0,2.12,0,0.673,1.223,0.558,0.0,0,0,0,0,5.053,0.616,0.907,3.889,3.62,3.377,3.907,0,0.681,4,2.133,3.684,3.799,1,0.899,4.112,3.159,1.36,3.371,2.552,2.09,2.934,0,0.0,0.858,0,3.161,3.081,2.546,7,1.908,1.908,2.235,4.117,3.06,4.01,16.863,5.318,18.403
4.398,-0.099,-0.194,0,-0.068,14.385,3,0.0,0,0.963,0,0,0,0,0.81,0.0,2.111,0,0.549,1.208,0.443,0.0,0,0,0,0,4.787,0.485,0.82,3.882,3.436,3.201,3.685,0,0.561,2,2.125,3.597,3.59,3,0.81,3.868,2.959,1.129,3.351,2.408,2.079,2.873,0,0.0,0.844,0,3.045,2.897,2.384,8,1.578,1.578,2.184,3.924,2.847,3.811,16.629,3.832,18.158
4.658,-0.147,-0.213,0,-0.101,14.143,3,0.0,0,1.0,0,0,0,0,0.85,0.0,2.11,0,0.285,1.195,0.364,0.0,0,0,0,0,4.678,0.226,0.697,3.875,3.411,3.197,3.546,0,0.448,2,2.123,3.631,3.295,3,0.677,3.732,2.911,1.089,3.45,2.374,2.075,2.939,0,0.0,0.666,0,3.145,2.798,2.12,8,1.554,1.554,2.184,3.721,2.901,3.511,16.623,3.437,18.153
4.398,-0.091,-0.195,0,-0.022,14.387,3,0.0,0,0.918,0,0,0,0,0.81,0.0,2.11,0,0.557,1.208,0.54,0.0,0,0,0,0,4.985,0.493,0.821,3.882,3.546,3.347,3.899,0,0.678,2,2.125,3.628,3.683,3,0.81,4.118,3.079,1.049,3.329,2.412,2.077,3.003,0,0.0,0.846,0,3.194,2.998,2.394,8,1.502,1.502,2.184,4.096,2.937,3.903,16.702,5.288,18.229
4.398,-0.076,-0.119,0,-0.041,12.885,3,0.0,0,0.929,0,0,0,0,0.773,0.0,2.117,0,0.724,1.185,0.636,0.0,0,0,0,0,5.182,0.666,0.915,3.888,3.618,3.428,4.077,0,0.745,2,2.131,3.691,3.931,3,0.903,4.279,3.268,1.24,3.399,2.553,2.083,3.022,0,0.0,0.883,0,3.33,3.18,2.571,7,1.801,1.801,2.247,4.189,3.077,4.169,16.765,6.095,18.292
4.495,-0.147,-0.136,0,-0.141,10.946,3,0.0,0,1.004,0,0,0,0,0.773,0.0,2.125,0,0.606,1.185,0.495,0.0,0,0,0,0,4.994,0.519,0.857,3.888,3.659,3.387,3.856,0,0.69,2,2.138,3.773,3.785,3,0.829,4.02,3.23,1.431,3.503,2.576,2.095,2.961,0,0.0,0.846,0,3.334,3.122,2.374,6,1.933,1.933,2.477,4.149,3.14,4.005,16.918,4.634,18.461
5.602,0.049,0.053,3,0.059,3.644,1,78.245,1,0.902,1,1,1,7,0.261,0.0,2.004,1,0.699,1.04,0.9,0.0,0,4,4,5,5.552,0.641,0.902,3.789,3.857,3.667,4.541,0,1.056,7,2.016,3.904,4.259,6,0.883,4.804,3.507,1.499,3.251,2.764,1.99,3.428,1,0.9,0.923,4,3.492,3.392,2.756,2,1.606,1.606,2.43,4.651,3.361,4.498,16.064,10.902,17.525
5.523,-0.122,-0.113,0,-0.135,19.991,3,0.0,0,1.071,0,0,0,2,0.739,0.0,2.144,0,0.674,1.073,0.548,0.0,0,2,2,2,4.933,0.631,0.868,3.934,3.386,3.148,3.928,0,0.672,1,2.132,3.628,3.92,1,0.843,4.13,3.295,1.169,3.47,2.536,2.166,2.924,0,0.0,0.942,1,3.05,3.19,2.552,10,1.618,1.618,2.199,4.105,3.054,4.126,16.414,6.316,17.921
5.0,-0.078,-0.068,0,-0.088,18.597,3,0.0,0,1.038,0,0,0,2,0.654,0.0,2.144,0,1.005,1.07,1.002,0.0,0,2,2,2,5.293,0.938,1.191,3.943,3.75,3.561,4.517,0,1.001,3,2.132,3.834,4.29,3,1.156,4.806,3.645,1.68,3.479,2.801,2.165,2.924,0,0.0,1.251,1,3.346,3.485,2.811,9,2.061,2.061,2.428,4.532,3.295,4.529,16.587,12.452,18.089
