pXC50,C.037,D.Dtr11,nR11,D.Dtr07,nR07,nArC.N,Eta_beta_A,SpDiam_EA.ri.,Eig01_EA.ri.,SpMax_EA.ri.,Eta_betaP_A,Eig01_AEA.dm.,SpMax_AEA.dm.,SIC4,SaasC,RCI,RFD,SdO,NdssC,SpMax1_Bh.m.,Eig02_AEA.dm.,SpMAD_AEA.ed.,P_VSA_MR_7,SM10_EA.ri.,SM08_EA.ri.,SM11_EA.ri.,CIC4,O.058,GGI5,nPyridines,NdO,SpMax2_Bh.s.,GGI3,SpDiam_AEA.dm.,SM12_EA.ri.,SM13_EA.ri.,SM14_EA.ri.,SIC5,SM09_EA.ri.,Eig05_EA.ri.,SM15_EA.ri.,SM07_EA.ri.,SpMAD_EA.ed.,Eta_sh_p,Rbrid,Eta_B_A,GNar,X4A,CIC5,ARR,GATS2e,Mi,X5A,SpMAD_EA,Eig01_AEA.ri.,SpMax_AEA.ri.,HNar,X0A,BIC4,P_VSA_m_3,nCbH,JGI3,Hy,JGI1,nCIR,BIC5
7.0,0,0.0,0,0.0,0,0,1.368,5.257,3.257,3.257,0.765,3.826,3.826,0.95,1.533,1.222,0.222,23.23,3,3.997,3.431,1.587,26.507,11.888,9.619,13.022,0.241,2,0.723,0,2,7.422,2.111,5.826,14.207,15.369,16.549,0.95,10.685,1.362,17.722,8.358,4.338,0.207,1,0.026,1.96,0.106,0.241,0.333,0.626,1.107,0.073,1.49,4.304,4.304,1.789,0.73,0.877,50.29,4,0.081,-0.807,0.167,3,0.877
5.155,0,0.0,0,0.0,0,0,1.114,4.86,2.86,2.86,0.591,3.119,3.119,0.808,2.527,1.0,0.0,0.0,0,3.895,2.74,1.58,0.0,10.708,8.702,11.681,0.891,0,0.236,0,0,4.633,0.688,5.119,12.748,13.755,14.808,0.808,9.608,0.077,15.833,7.527,4.11,0.344,0,0.036,1.801,0.129,0.891,0.545,0.536,1.125,0.087,1.467,3.883,3.883,1.61,0.766,0.781,42.683,3,0.049,-0.294,0.273,1,0.781
4.505,0,0.0,0,0.0,0,0,1.425,4.522,2.522,2.522,0.9,2.826,2.826,0.893,1.051,1.0,0.0,9.891,0,3.851,2.495,1.387,30.377,9.401,7.654,10.063,0.444,1,0.09,0,1,4.778,0.188,4.826,11.19,11.957,13.004,0.893,8.14,0.289,13.833,6.168,3.041,0.069,0,0.007,1.943,0.151,0.444,0.6,0.725,1.104,0.108,1.339,3.521,3.521,1.875,0.723,0.824,25.145,5,0.021,-0.864,0.1,1,0.824
4.102,0,0.0,0,0.0,0,0,1.114,4.915,2.915,2.915,0.591,3.203,3.203,0.808,2.544,1.0,0.0,0.0,0,3.896,2.485,1.584,0.0,10.801,8.747,11.806,0.891,0,0.236,0,0,4.634,1.063,5.203,12.895,13.933,15.01,0.808,9.682,-0.095,16.063,7.557,4.103,0.344,0,0.036,1.801,0.141,0.891,0.545,0.536,1.125,0.081,1.463,3.944,3.944,1.61,0.766,0.781,42.683,3,0.076,-0.294,0.273,1,0.781
4.77,0,0.0,0,0.0,0,0,1.146,4.837,2.894,2.894,0.5,3.326,3.326,0.912,1.359,1.0,0.0,0.0,0,3.885,2.363,1.514,16.786,10.701,8.657,11.692,0.414,0,0.146,1,0,4.345,0.688,5.326,12.787,13.817,14.893,0.912,9.561,0.954,15.941,7.411,3.969,0.086,0,0.017,2.089,0.127,0.414,0.462,1.63,1.134,0.087,1.475,3.964,3.964,2.0,0.699,0.874,0.0,0,0.049,-0.807,0.115,2,0.874
5.523,0,0.0,0,0.0,0,0,0.776,5.022,3.113,3.113,0.158,4.761,4.761,0.88,0.0,1.0,0.0,23.967,2,4.372,3.981,1.596,0.0,11.466,9.284,12.558,0.618,2,0.789,0,2,7.409,2.139,6.613,13.692,14.807,15.937,0.88,10.317,1.424,17.063,8.08,4.401,0.383,0,0.037,1.788,0.114,0.618,0.0,0.28,1.136,0.081,1.474,4.193,4.193,1.594,0.77,0.867,50.29,0,0.082,-0.094,0.289,1,0.867
5.719,0,0.0,0,0.0,0,0,0.861,3.691,2.081,2.081,0.389,4.095,4.095,0.901,0.0,0.0,0.0,10.757,0,4.494,3.442,1.326,18.952,7.433,6.053,7.991,0.421,1,0.056,0,1,4.71,0.375,5.273,8.852,9.485,10.292,0.901,6.476,-0.531,10.967,4.925,2.631,0.267,0,0.012,1.661,0.198,0.421,0.0,0.648,1.112,0.149,1.25,3.262,3.262,1.543,0.79,0.871,22.156,0,0.054,-0.636,0.188,0,0.871
5.122,0,0.0,0,0.0,0,0,0.688,3.195,1.597,1.597,0.25,3.821,3.821,0.654,0.0,0.0,0.0,0.0,0,4.157,3.368,1.243,18.952,5.504,4.631,0.0,1.444,0,0.056,0,0,4.69,0.125,4.764,6.398,0.0,7.307,0.654,0.0,-0.741,0.0,0.0,2.04,0.214,0,0.0,1.682,0.213,1.444,0.0,1.263,1.106,0.16,1.151,2.728,2.728,1.6,0.78,0.642,0.0,0,0.025,-0.71,0.071,0,0.642
4.735,0,0.0,0,0.0,0,0,1.25,3.196,1.598,1.598,0.75,3.309,3.309,0.819,0.0,0.0,0.0,0.0,0,3.871,2.442,1.214,17.031,5.389,4.465,0.0,0.574,0,0.0,0,0,5.129,0.125,4.262,6.322,0.0,7.258,0.444,0.0,-1.598,0.0,0.0,1.831,0.412,0,0.0,1.587,0.25,1.761,0.0,1.34,1.093,0.25,1.093,2.655,2.655,1.5,0.805,0.724,0.0,0,0.042,-0.614,0.1,0,0.393
6.097,0,0.0,0,0.0,0,0,1.35,5.246,3.246,3.246,0.733,3.8,3.8,0.922,1.69,1.222,0.222,22.818,3,3.991,3.429,1.614,9.476,11.85,9.584,12.984,0.366,2,0.615,0,2,7.422,1.986,5.8,14.165,15.325,16.502,0.922,10.653,1.36,17.672,8.332,4.529,0.236,1,0.032,1.955,0.107,0.366,0.375,0.617,1.115,0.074,1.521,4.288,4.288,1.765,0.733,0.859,50.29,4,0.086,-0.781,0.188,3,0.859
5.347,0,0.0,0,0.0,0,0,1.212,5.313,3.313,3.313,0.558,3.692,3.692,0.788,3.492,1.0,0.0,12.514,1,4.015,3.537,1.543,55.934,12.239,9.993,13.366,1.202,1,0.903,1,1,5.01,1.875,5.692,14.543,15.701,16.88,0.788,11.054,1.891,18.054,8.761,4.394,0.201,0,0.032,2.005,0.124,1.202,0.429,0.705,1.132,0.078,1.5,4.313,4.313,1.846,0.721,0.757,25.145,4,0.047,-0.332,0.232,3,0.757
4.387,0,0.0,0,0.0,0,0,0.886,4.785,2.785,2.785,0.364,3.165,3.165,0.89,0.0,1.0,0.0,10.346,2,3.826,2.97,1.515,20.9,10.464,8.521,11.385,0.51,1,0.299,0,1,4.702,0.5,4.985,12.443,13.409,14.445,0.89,9.357,0.516,15.436,7.311,3.78,0.25,0,0.024,1.849,0.141,0.51,0.0,0.613,1.125,0.087,1.433,3.783,3.783,1.692,0.752,0.86,25.145,0,0.038,-0.877,0.227,1,0.86
4.706,0,0.0,0,0.0,0,0,1.021,4.821,2.859,2.859,0.458,3.601,3.601,0.824,0.69,1.0,0.0,11.35,1,3.88,2.238,1.457,0.0,10.616,8.612,11.594,0.827,1,0.191,0,1,5.074,0.403,5.479,12.666,13.682,14.74,0.824,9.51,0.618,15.773,7.421,3.647,0.235,0,0.025,1.861,0.139,0.827,0.417,0.831,1.128,0.1,1.426,3.822,3.822,1.714,0.748,0.793,34.652,0,0.037,-0.807,0.208,1,0.793
4.0,0,0.0,0,0.0,0,0,0.523,4.915,2.915,2.915,0.0,3.051,3.051,0.731,0.0,1.0,0.0,0.0,0,3.809,2.254,1.584,0.0,10.801,8.747,11.806,1.332,0,0.236,0,0,4.308,1.063,5.051,12.895,13.933,15.01,0.762,9.682,-0.095,16.063,7.557,4.103,0.344,0,0.036,1.801,0.141,1.178,0.0,0.766,1.141,0.081,1.463,3.944,3.944,1.61,0.766,0.731,42.683,0,0.076,-0.294,0.273,1,0.762
5.252,0,0.0,0,0.0,0,0,0.902,5.045,3.064,3.064,0.37,3.635,3.635,0.928,0.0,1.0,0.0,22.302,3,3.899,3.596,1.419,66.334,11.297,9.177,12.339,0.407,2,0.382,0,2,7.428,1.167,5.529,13.483,14.57,15.699,0.928,10.11,1.639,16.805,7.88,3.334,0.136,0,0.015,1.902,0.139,0.407,0.0,0.409,1.126,0.097,1.369,4.038,4.038,1.792,0.735,0.903,92.973,0,0.047,-0.412,0.13,1,0.903
4.602,0,0.0,0,0.0,0,0,1.356,4.865,2.865,2.865,0.692,3.69,3.69,0.888,1.909,1.091,0.091,12.363,1,4.028,3.062,1.487,16.786,11.206,9.28,12.105,0.625,1,0.535,1,1,4.986,1.125,5.69,13.186,14.146,15.199,0.888,10.063,1.943,16.193,8.005,4.026,0.027,1,0.019,2.172,0.124,0.625,0.586,0.88,1.124,0.081,1.47,3.912,3.912,2.108,0.683,0.838,25.145,9,0.03,-0.37,0.155,5,0.838
6.229,0,0.0,0,41.113,1,0,0.853,6.13,4.13,4.13,0.265,4.348,4.348,0.853,0.0,1.4,0.4,22.674,1,4.085,3.337,1.785,32.325,14.289,11.527,15.682,0.764,2,0.827,0,2,7.447,3.118,6.348,17.085,18.489,19.897,0.853,12.894,1.374,21.307,10.131,5.784,0.265,2,0.046,1.98,0.093,0.764,0.0,0.538,1.124,0.058,1.579,5.126,5.126,1.744,0.734,0.824,50.29,0,0.101,-0.865,0.368,6,0.824
6.0,0,0.0,0,0.0,0,0,0.772,4.61,2.634,2.634,0.239,3.81,3.81,0.835,0.0,0.0,0.0,32.404,2,3.866,3.596,1.359,12.233,10.011,8.26,10.752,0.96,1,0.333,0,3,7.474,0.75,5.701,11.831,12.67,13.695,0.893,8.832,1.591,14.589,6.903,2.965,0.171,0,0.015,1.814,0.167,0.621,0.0,0.328,1.142,0.116,1.325,3.69,3.69,1.704,0.754,0.824,118.575,0,0.033,-0.326,0.136,0,0.882
4.715,0,0.0,0,0.0,0,0,1.4,4.504,2.504,2.504,0.85,3.308,3.308,0.856,1.167,1.0,0.0,0.0,0,3.912,2.72,1.387,0.0,9.311,7.565,9.991,0.588,0,0.09,0,0,4.737,0.188,5.308,11.094,11.867,12.898,0.856,8.087,0.229,13.727,6.133,3.041,0.159,0,0.007,1.943,0.151,0.588,0.6,0.97,1.098,0.108,1.339,3.514,3.514,1.875,0.723,0.785,0.0,5,0.021,-0.768,0.1,1,0.785
4.015,0,0.0,0,0.0,0,0,1.292,4.546,2.546,2.546,0.75,3.721,3.721,0.877,1.098,1.0,0.0,0.0,1,3.856,2.551,1.424,18.952,9.667,7.929,10.37,0.555,0,0.201,0,0,4.789,0.188,5.721,11.444,12.232,13.248,0.877,8.498,0.701,14.089,6.598,3.285,0.145,0,0.015,1.906,0.147,0.555,0.5,0.49,1.121,0.1,1.364,3.551,3.551,1.8,0.734,0.826,42.806,5,0.016,-0.244,0.167,1,0.826
5.027,0,0.0,0,0.0,0,0,1.313,4.546,2.546,2.546,0.75,3.615,3.615,0.907,1.724,1.0,0.0,0.0,0,3.999,2.936,1.416,67.149,9.511,7.76,10.202,0.4,0,0.146,0,0,4.95,0.25,5.615,11.311,12.1,13.139,0.907,8.285,0.736,13.987,6.336,3.258,0.176,0,0.015,1.906,0.144,0.4,0.5,0.598,1.116,0.098,1.35,3.589,3.589,1.8,0.734,0.845,42.806,4,0.021,-0.164,0.167,1,0.845
4.842,0,0.0,0,0.0,0,0,1.179,4.776,2.776,2.776,0.643,3.748,3.748,0.899,2.357,1.0,0.0,0.0,2,3.894,2.846,1.523,9.476,10.581,8.659,11.491,0.492,0,0.285,0,0,4.775,0.875,5.748,12.541,13.496,14.524,0.899,9.484,1.122,15.503,7.463,3.755,0.272,0,0.026,1.842,0.14,0.492,0.429,0.451,1.125,0.087,1.409,3.789,3.789,1.68,0.754,0.858,42.806,4,0.051,-0.305,0.25,1,0.858
4.559,0,0.0,0,0.0,0,0,1.25,4.566,2.566,2.566,0.692,3.721,3.721,0.877,1.733,1.0,0.0,0.0,1,4.001,2.937,1.464,58.101,9.752,8.007,10.476,0.555,0,0.257,0,0,4.949,0.25,5.721,11.54,12.345,13.358,0.877,8.602,0.753,14.214,6.711,3.519,0.24,0,0.022,1.872,0.138,0.555,0.462,0.53,1.119,0.095,1.386,3.606,3.606,1.733,0.745,0.826,42.806,4,0.018,-0.202,0.231,1,0.826
4.159,0,0.0,0,0.0,0,0,1.25,4.632,2.632,2.632,0.692,3.625,3.625,0.877,1.743,1.0,0.0,0.0,1,4.003,2.942,1.454,57.672,9.912,8.108,10.699,0.555,0,0.174,0,0,4.949,0.625,5.625,11.764,12.626,13.646,0.877,8.767,0.976,14.552,6.819,3.525,0.24,0,0.022,1.872,0.144,0.555,0.462,0.555,1.119,0.093,1.393,3.658,3.658,1.733,0.745,0.826,42.806,4,0.045,-0.202,0.231,1,0.826
4.2,0,0.0,0,0.0,0,0,1.25,4.578,2.578,2.578,0.692,3.721,3.721,0.954,1.677,1.0,0.0,0.0,1,4.004,2.965,1.462,58.101,9.779,8.021,10.516,0.207,0,0.201,0,0,4.949,0.5,5.721,11.58,12.396,13.41,0.954,8.629,0.706,14.275,6.725,3.52,0.24,0,0.022,1.872,0.141,0.207,0.462,0.53,1.119,0.094,1.386,3.632,3.632,1.733,0.745,0.898,42.806,4,0.036,-0.202,0.231,1,0.898
4.799,0,0.0,0,0.0,0,0,1.268,4.694,2.694,2.694,0.679,3.615,3.615,0.81,2.244,1.0,0.0,0.0,0,3.889,2.982,1.466,28.0,10.175,8.317,11.017,0.911,0,0.326,0,0,4.787,0.5,5.615,12.075,12.98,14.003,0.81,9.047,1.0,14.943,7.055,3.514,0.201,0,0.019,1.88,0.141,0.911,0.429,0.912,1.132,0.089,1.396,3.749,3.749,1.75,0.742,0.772,42.806,4,0.031,-0.235,0.179,1,0.772
4.939,0,0.0,0,0.0,0,0,1.3,4.806,2.806,2.806,0.667,3.721,3.721,0.945,2.484,1.222,0.222,0.0,1,3.928,3.306,1.505,18.952,10.574,8.653,11.48,0.26,0,0.226,0,0,5.011,0.507,5.721,12.548,13.511,14.555,0.945,9.454,1.121,15.548,7.42,3.906,0.121,1,0.02,2.032,0.122,0.26,0.375,0.988,1.123,0.081,1.439,3.896,3.896,1.915,0.712,0.888,64.805,3,0.028,-0.2,0.188,3,0.888
5.553,0,0.0,0,0.0,0,0,1.196,4.748,2.748,2.748,0.643,3.748,3.748,0.857,1.752,1.0,0.0,0.0,2,4.004,2.948,1.525,48.625,10.398,8.498,11.285,0.673,0,0.285,0,0,4.948,0.625,5.748,12.34,13.278,14.306,0.857,9.29,1.0,15.273,7.281,3.745,0.295,0,0.026,1.842,0.136,0.673,0.429,0.502,1.121,0.09,1.402,3.771,3.771,1.68,0.754,0.813,42.806,4,0.037,-0.235,0.25,1,0.813
4.336,0,0.0,0,0.0,0,0,1.2,4.757,2.757,2.757,0.633,3.748,3.748,0.849,1.883,1.0,0.0,0.0,2,3.89,2.887,1.514,9.476,10.51,8.61,11.403,0.742,0,0.347,0,0,4.879,0.625,5.748,12.451,13.392,14.416,0.849,9.414,1.0,15.385,7.412,3.704,0.259,0,0.022,1.852,0.138,0.742,0.4,0.957,1.127,0.087,1.396,3.778,3.778,1.698,0.751,0.812,53.806,4,0.033,-0.265,0.233,1,0.812
5.569,0,0.0,0,0.0,0,0,1.231,4.744,2.744,2.744,0.692,3.748,3.748,0.857,1.114,1.0,0.0,0.0,2,3.871,2.814,1.488,9.476,10.355,8.451,11.24,0.673,0,0.229,0,0,4.786,0.563,5.748,12.297,13.235,14.264,0.857,9.239,1.0,15.231,7.219,3.557,0.214,0,0.02,1.872,0.144,0.673,0.462,0.468,1.123,0.094,1.39,3.762,3.762,1.733,0.745,0.813,42.806,5,0.038,-0.277,0.192,1,0.813
5.301,0,0.0,0,0.0,0,0,1.188,2.966,1.483,1.483,0.75,2.808,2.808,0.417,0.0,0.0,0.0,9.056,0,3.47,0.743,1.111,20.9,4.645,3.868,0.0,1.75,1,0.0,0,1,4.654,0.0,3.959,5.428,0.0,6.214,0.0,0.0,0.0,0.0,0.0,1.333,0.455,0,0.0,1.414,0.0,0.0,0.0,0.887,1.13,0.0,0.943,2.469,2.469,1.333,0.854,0.394,25.145,0,0.0,-0.646,0.167,0,0.0
5.523,0,0.0,0,0.0,0,0,0.688,4.02,2.386,2.386,0.125,4.674,4.674,0.511,0.0,0.0,0.0,0.0,2,4.337,4.471,1.534,0.0,9.307,7.633,10.117,2.528,0,0.333,0,0,4.708,1.25,6.018,11.007,11.845,12.718,0.511,8.376,0.6,13.568,6.607,3.495,0.401,0,0.02,1.707,0.177,2.528,0.0,1.242,1.123,0.097,1.347,3.654,3.654,1.548,0.785,0.507,0.0,0,0.06,-0.612,0.233,0,0.507
