pXC50,nCsp3,nH,Se,Si,nBT,nO,nAT,Mv,Sv,Sp,Mp,AMW,MW,C.,H.,Mi,nC,nSK,nBO,SCBO,Me,N.,nAB,nB,nBM,nBR,nCL,nCsp,nCsp2,nDB
5.7,4,24,58.218,65.145,62,2,58,0.66,38.299,39.796,0.686,7.803,452.56,44.8,41.4,1.123,26,34,38,52.5,1.004,10.3,27,0,28,0,0,0,22,1
5.7,16,38,74.73,85.261,79,3,75,0.596,44.702,47.58,0.634,6.756,506.72,37.3,50.7,1.137,28,37,41,49.0,0.996,8.0,12,0,14,0,0,0,12,2
5.7,7,21,44.662,50.361,48,1,45,0.638,28.707,30.972,0.688,7.544,339.5,42.2,46.7,1.119,19,24,27,35.5,0.992,6.7,15,0,16,0,0,0,12,1
5.7,4,14,33.487,37.116,35,3,33,0.647,21.348,21.943,0.665,7.827,258.3,42.4,42.4,1.125,14,19,21,28.0,1.015,6.1,10,0,12,0,0,0,10,2
5.7,5,20,54.316,59.456,56,4,53,0.686,36.341,37.409,0.706,9.196,487.37,43.4,37.7,1.122,23,33,36,48.0,1.025,7.5,16,0,20,0,2,0,18,4
5.7,2,20,52.822,58.492,55,2,52,0.679,35.321,36.614,0.704,8.645,449.55,44.2,38.5,1.125,23,32,35,48.0,1.016,9.6,22,0,24,0,0,0,21,2
5.7,6,23,54.731,61.485,57,2,54,0.642,34.682,35.733,0.662,7.824,422.51,40.7,42.6,1.139,22,31,34,45.0,1.014,11.1,22,0,22,0,0,0,16,0
5.7,1,17,44.465,49.402,47,2,44,0.675,29.697,30.506,0.693,8.169,359.42,45.5,38.6,1.123,20,27,30,42.0,1.011,11.4,22,0,23,0,0,0,19,1
7.3,7,26,60.534,67.631,64,3,60,0.648,38.874,40.625,0.677,8.0,480.01,41.7,43.3,1.127,25,34,38,49.0,1.009,8.3,16,0,19,0,1,0,18,3
5.7,7,21,44.24,49.86,45,3,44,0.612,26.95,28.233,0.642,7.168,315.41,38.6,47.7,1.133,17,23,24,31.0,1.005,6.8,6,0,10,0,0,0,10,4
5.7,4,24,56.891,63.936,61,1,57,0.659,37.584,39.341,0.69,7.659,436.56,45.6,42.1,1.122,26,33,37,51.5,0.998,10.5,27,0,28,0,0,0,22,1
5.7,6,28,57.665,65.394,60,2,58,0.618,35.837,38.069,0.656,6.975,404.56,41.4,48.3,1.127,24,30,32,42.0,0.994,6.9,18,0,19,0,0,0,18,1
5.7,8,27,55.876,63.85,59,1,56,0.61,34.133,36.108,0.645,7.028,393.55,37.5,48.2,1.14,21,29,32,41.0,0.998,12.5,16,0,17,0,0,0,13,1
5.7,2,16,39.44,43.823,41,2,39,0.663,25.863,27.148,0.696,8.421,328.43,41.0,41.0,1.124,16,23,25,35.5,1.011,10.3,17,0,19,0,0,0,14,2
5.7,1,16,41.363,45.903,44,2,41,0.675,27.676,28.5,0.695,8.107,332.39,46.3,39.0,1.12,19,25,28,38.0,1.009,9.8,18,0,19,0,0,0,18,1
5.7,6,18,41.018,46.342,44,0,41,0.649,26.622,28.216,0.688,7.996,327.85,41.5,43.9,1.13,17,23,26,34.0,1.0,12.2,16,0,16,0,1,0,11,0
5.7,4,9,30.822,33.139,31,3,29,0.705,20.455,19.744,0.681,9.732,282.23,48.3,31.0,1.143,14,20,22,28.0,1.063,0.0,6,0,9,0,0,0,10,3
5.7,1,10,28.462,31.368,29,1,28,0.699,19.568,20.409,0.729,9.226,258.33,42.9,35.7,1.12,12,18,19,27.5,1.016,14.3,11,0,13,0,0,1,10,1
5.7,3,17,43.302,47.601,43,4,42,0.658,27.647,28.676,0.683,9.164,384.88,35.7,40.5,1.133,15,25,26,35.0,1.031,9.5,12,0,15,0,1,0,12,3
5.7,3,23,68.421,75.243,73,2,67,0.706,47.274,48.324,0.721,9.07,607.69,47.8,34.3,1.123,32,44,50,68.5,1.021,10.4,33,0,35,0,0,0,29,2
6.7,2,17,44.509,49.369,47,1,44,0.683,30.058,31.392,0.713,8.647,380.48,45.5,38.6,1.122,20,27,30,42.0,1.012,9.1,20,0,22,0,0,0,18,2
5.7,1,10,33.673,36.09,35,1,33,0.765,25.234,26.636,0.807,10.947,361.26,51.5,30.3,1.094,17,23,25,36.0,1.02,6.1,16,0,18,0,2,1,15,1
5.7,1,10,27.142,29.787,29,1,27,0.706,19.052,20.159,0.747,8.975,242.32,48.1,37.0,1.103,13,17,19,27.0,1.005,7.4,16,0,16,0,0,0,12,0
5.7,1,17,44.473,49.03,47,3,44,0.679,29.896,30.71,0.698,8.168,359.41,47.7,38.6,1.114,21,27,30,42.0,1.011,6.8,22,0,23,0,0,0,20,1
5.7,6,21,48.578,54.813,52,0,49,0.66,32.321,34.12,0.696,7.5,367.49,46.9,42.9,1.119,23,28,31,43.5,0.991,10.2,17,0,19,0,0,3,14,0
5.7,4,18,41.254,45.946,43,3,41,0.644,26.402,27.466,0.67,7.57,310.38,43.9,43.9,1.121,18,23,25,33.5,1.006,4.9,11,0,14,0,0,0,14,3
5.7,12,35,70.09,79.929,76,1,71,0.616,43.724,46.904,0.661,6.785,481.7,42.3,49.3,1.126,30,36,41,52.0,0.987,7.0,22,0,22,0,0,0,18,0
5.7,5,24,50.578,56.983,53,2,51,0.633,32.267,34.296,0.672,7.068,360.49,45.1,47.1,1.117,23,27,29,39.0,0.992,3.9,18,0,19,0,0,0,18,1
5.7,4,14,37.229,41.199,41,1,37,0.692,25.622,26.932,0.728,8.714,322.42,45.9,37.8,1.113,17,23,27,36.0,1.006,10.8,16,0,17,0,0,0,13,1
5.387,9,24,50.894,56.448,51,7,50,0.607,30.325,31.318,0.626,7.289,364.43,38.0,48.0,1.129,19,26,27,33.0,1.018,0.0,6,0,9,0,0,0,10,3
5.0,10,29,56.44,64.683,60,1,57,0.599,34.143,36.62,0.642,6.659,379.56,38.6,50.9,1.135,22,28,31,38.0,0.99,8.8,12,0,13,0,0,0,12,1
5.824,5,25,54.345,61.644,59,0,55,0.643,35.375,37.642,0.684,7.192,395.55,45.5,45.5,1.121,25,30,34,46.0,0.988,9.1,22,0,23,0,0,0,20,1
6.824,3,20,47.803,53.524,52,1,48,0.667,32.015,33.569,0.699,7.676,368.47,47.9,41.7,1.115,23,28,32,44.0,0.996,8.3,22,0,23,0,0,0,20,1
7.187,5,23,50.789,57.438,54,1,51,0.638,32.563,34.336,0.673,7.324,373.5,43.1,45.1,1.126,22,28,31,41.0,0.996,9.8,18,0,19,0,0,0,17,1
5.229,5,23,50.789,57.438,54,1,51,0.638,32.563,34.336,0.673,7.324,373.5,43.1,45.1,1.126,22,28,31,41.0,0.996,9.8,18,0,19,0,0,0,17,1
6.022,4,20,47.131,52.734,50,2,47,0.654,30.73,32.023,0.681,7.669,360.45,44.7,42.6,1.122,21,27,30,40.0,1.003,8.5,18,0,19,0,0,0,17,1
5.824,5,22,49.014,55.149,52,2,49,0.638,31.256,32.784,0.669,7.397,362.47,42.9,44.9,1.125,21,27,30,39.5,1.0,8.2,17,0,18,0,0,0,16,1
6.174,4,19,45.356,50.445,48,3,45,0.654,29.423,30.472,0.677,7.765,349.42,44.4,42.2,1.121,20,26,29,38.5,1.008,6.7,17,0,18,0,0,0,16,1
6.357,10,33,69.534,78.723,75,2,70,0.627,43.912,46.597,0.666,7.081,495.68,42.9,47.1,1.125,30,37,42,54.0,0.993,7.1,22,0,23,0,0,0,20,1
6.201,10,31,65.978,74.517,70,3,66,0.623,41.1,43.29,0.656,7.176,473.63,40.9,47.0,1.129,27,35,39,49.0,1.0,7.6,18,0,19,0,0,0,17,1
7.523,10,31,65.978,74.517,70,3,66,0.623,41.1,43.29,0.656,7.176,473.63,40.9,47.0,1.129,27,35,39,49.0,1.0,7.6,18,0,19,0,0,0,17,1
7.143,11,33,68.861,77.933,73,3,69,0.618,42.627,45.052,0.653,7.068,487.66,40.6,47.8,1.129,28,36,40,50.0,0.998,7.2,18,0,19,0,0,0,17,1
6.149,11,33,67.861,76.933,72,3,68,0.612,41.627,44.052,0.648,6.995,475.65,39.7,48.5,1.131,27,35,39,48.5,0.998,7.4,17,0,18,0,0,0,16,1
7.387,11,33,67.61,76.643,72,2,68,0.619,42.099,45.245,0.665,7.231,491.72,39.7,48.5,1.127,27,35,39,48.5,0.994,7.4,17,0,18,0,0,0,16,1
6.229,8,28,60.32,67.813,63,4,60,0.621,37.266,38.978,0.65,7.276,436.56,40.0,46.7,1.13,24,32,35,44.5,1.005,6.7,17,0,18,0,0,0,16,1
6.509,10,30,64.203,72.228,68,4,64,0.622,39.793,41.739,0.652,7.228,462.6,40.6,46.9,1.129,26,34,38,47.5,1.003,6.3,17,0,18,0,0,0,16,1
7.481,8,28,60.069,67.524,63,3,60,0.629,37.739,40.171,0.67,7.544,452.63,40.0,46.7,1.125,24,32,35,44.5,1.001,6.7,17,0,18,0,0,0,16,1
7.495,10,30,63.952,71.939,68,3,64,0.629,40.265,42.932,0.671,7.479,478.67,40.6,46.9,1.124,26,34,38,47.5,0.999,6.3,17,0,18,0,0,0,16,1
7.328,10,30,63.952,71.939,68,3,64,0.629,40.265,42.932,0.671,7.479,478.67,40.6,46.9,1.124,26,34,38,47.5,0.999,6.3,17,0,18,0,0,0,16,1
6.638,10,30,64.203,72.228,68,4,64,0.622,39.793,41.739,0.652,7.228,462.6,40.6,46.9,1.129,26,34,38,47.5,1.003,6.3,17,0,18,0,0,0,16,1
6.921,10,30,64.203,72.228,68,4,64,0.622,39.793,41.739,0.652,7.228,462.6,40.6,46.9,1.129,26,34,38,47.5,1.003,6.3,17,0,18,0,0,0,16,1
5.7,2,7,30.356,32.538,30,2,28,0.735,20.578,19.642,0.702,11.345,317.67,42.9,25.0,1.162,12,21,23,29.5,1.084,10.7,11,0,12,0,1,0,10,1
5.7,1,10,34.465,37.309,34,3,33,0.717,23.659,23.534,0.713,10.053,331.74,42.4,30.3,1.131,14,23,24,34.0,1.044,15.2,12,0,15,0,1,1,12,2
5.711,3,12,28.596,32.073,28,2,28,0.629,17.622,17.977,0.642,7.866,220.26,35.7,42.9,1.145,10,16,16,22.0,1.021,14.3,6,0,8,0,0,1,6,1
5.7,3,15,37.582,41.986,38,2,37,0.653,24.171,24.745,0.669,8.036,297.35,40.5,40.5,1.135,15,22,23,32.0,1.016,13.5,12,0,14,0,0,1,11,1
5.721,1,12,31.269,34.863,32,1,31,0.674,20.908,21.523,0.694,8.139,252.3,45.2,38.7,1.125,14,19,20,29.0,1.009,12.9,12,0,14,0,0,1,12,1
5.711,5,20,46.785,52.152,47,4,46,0.634,29.159,29.932,0.651,7.748,356.42,39.1,43.5,1.134,18,26,27,36.0,1.017,8.7,12,0,14,0,0,1,12,1
5.7,3,16,42.018,46.322,43,4,41,0.661,27.106,27.409,0.669,8.302,340.37,41.5,39.0,1.13,17,25,27,38.0,1.025,9.8,16,0,19,0,0,0,14,3
5.711,6,22,52.505,57.767,52,6,51,0.64,32.636,33.864,0.664,8.705,443.95,35.3,43.1,1.133,18,29,30,39.0,1.03,5.9,12,0,15,0,1,0,12,3
5.711,6,22,53.4,58.906,53,6,52,0.64,33.303,34.25,0.659,8.356,434.52,36.5,42.3,1.133,19,30,31,42.0,1.027,7.7,12,0,16,0,0,1,12,3
5.7,1,16,43.683,48.485,46,2,43,0.679,29.192,29.75,0.692,8.382,360.41,44.2,37.2,1.128,19,27,30,42.0,1.016,14.0,22,0,23,0,0,0,18,1
9.0,4,16,39.331,43.95,42,1,39,0.663,25.85,26.739,0.686,7.933,309.37,46.2,41.0,1.127,18,23,26,35.5,1.008,7.7,15,0,17,0,0,0,14,2
5.7,1,13,45.222,49.504,46,2,43,0.706,30.342,29.563,0.688,9.637,414.38,44.2,30.2,1.151,19,30,33,45.0,1.052,14.0,22,0,23,0,0,0,18,1
5.35,8,30,67.81,76.438,70,3,67,0.627,41.999,43.478,0.649,7.577,507.63,38.8,44.8,1.141,26,37,40,52.0,1.012,10.4,22,0,23,0,0,0,18,1
8.377,7,18,42.24,47.69,45,1,42,0.643,27.004,28.057,0.668,7.676,322.41,40.5,42.9,1.135,17,24,27,37.0,1.006,14.3,14,0,16,0,0,1,9,1
5.456,8,25,49.345,56.644,53,0,50,0.608,30.375,32.643,0.653,6.71,335.5,40.0,50.0,1.133,20,25,28,36.0,0.987,10.0,16,0,16,0,0,0,12,0
6.796,7,23,48.461,55.228,53,0,49,0.63,30.848,32.881,0.671,7.051,345.49,42.9,46.9,1.127,21,26,30,40.0,0.989,10.2,20,0,20,0,0,0,14,0
8.328,6,16,39.356,44.275,42,1,39,0.653,25.477,26.296,0.674,7.907,308.38,41.0,41.0,1.135,16,23,26,36.0,1.009,15.4,14,0,16,0,0,1,9,1
6.602,6,21,45.578,51.813,50,0,46,0.637,29.321,31.12,0.677,7.206,331.46,43.5,45.7,1.126,20,25,29,39.0,0.991,10.9,20,0,20,0,0,0,14,0
7.149,6,21,45.578,51.813,50,0,46,0.637,29.321,31.12,0.677,7.206,331.46,43.5,45.7,1.126,20,25,29,39.0,0.991,10.9,20,0,20,0,0,0,14,0
7.051,5,19,42.694,48.398,47,0,43,0.646,27.795,29.358,0.683,7.382,317.43,44.2,44.2,1.126,19,24,28,38.0,0.993,11.6,20,0,20,0,0,0,14,0
6.268,4,17,39.811,44.983,44,0,40,0.657,26.268,27.597,0.69,7.585,303.4,45.0,42.5,1.125,18,23,27,37.0,0.995,12.5,20,0,20,0,0,0,14,0
7.071,6,21,45.578,51.813,50,0,46,0.637,29.321,31.12,0.677,7.206,331.46,43.5,45.7,1.126,20,25,29,39.0,0.991,10.9,20,0,20,0,0,0,14,0
6.538,0,11,31.16,34.737,34,0,31,0.7,21.687,22.313,0.72,8.429,261.31,48.4,35.5,1.121,15,20,23,33.5,1.005,16.1,21,0,21,0,0,0,15,0
8.208,7,18,37.92,43.109,41,1,38,0.618,23.488,24.807,0.653,7.115,270.37,39.5,47.4,1.134,15,20,23,30.0,0.998,10.5,14,0,14,0,0,0,8,0
5.738,8,28,68.189,76.327,71,2,67,0.65,43.535,44.648,0.666,7.994,535.62,43.3,41.8,1.139,29,39,43,55.5,1.018,7.5,23,0,24,0,0,0,21,1
5.174,10,32,66.418,75.969,72,0,67,0.619,41.493,44.182,0.659,6.995,468.67,40.3,47.8,1.134,27,35,40,51.0,0.991,11.9,22,0,22,0,0,0,17,0
6.854,9,30,66.203,74.228,70,4,66,0.633,41.793,43.739,0.663,7.373,486.62,42.4,45.5,1.125,28,36,40,51.0,1.003,6.1,18,0,20,0,0,0,19,2
7.097,10,32,66.76,75.434,71,3,67,0.621,41.605,44.046,0.657,7.054,472.64,41.8,47.8,1.126,28,35,39,49.0,0.996,6.0,18,0,19,0,0,0,18,1
7.092,10,32,68.087,76.644,72,4,68,0.622,42.32,44.5,0.654,7.186,488.64,41.2,47.1,1.127,28,36,40,50.0,1.001,5.9,18,0,19,0,0,0,18,1
7.745,10,35,71.745,81.348,75,3,72,0.613,44.153,46.813,0.65,6.968,501.69,40.3,48.6,1.13,29,37,40,51.0,0.996,6.9,18,0,20,0,0,0,19,2
6.77,11,34,70.97,80.059,75,4,71,0.618,43.847,46.262,0.652,7.08,502.67,40.8,47.9,1.128,29,37,41,51.0,1.0,5.6,18,0,19,0,0,0,18,1
7.244,11,34,69.643,78.849,74,3,70,0.616,43.132,45.807,0.654,6.952,486.67,41.4,48.6,1.126,29,36,40,50.0,0.995,5.7,18,0,19,0,0,0,18,1
6.854,10,31,67.272,75.774,71,3,67,0.627,41.988,43.983,0.656,7.323,490.63,41.8,46.3,1.131,28,36,40,50.0,1.004,6.0,18,0,19,0,0,0,18,1
6.208,11,34,70.97,80.059,75,4,71,0.618,43.847,46.262,0.652,7.08,502.67,40.8,47.9,1.128,29,37,41,51.0,1.0,5.6,18,0,19,0,0,0,18,1
7.444,10,31,67.272,75.774,71,3,67,0.627,41.988,43.983,0.656,7.323,490.63,41.8,46.3,1.131,28,36,40,50.0,1.004,6.0,18,0,19,0,0,0,18,1
6.745,11,34,70.97,80.059,75,4,71,0.618,43.847,46.262,0.652,7.08,502.67,40.8,47.9,1.128,29,37,41,51.0,1.0,5.6,18,0,19,0,0,0,18,1
5.284,4,21,47.912,53.651,51,2,48,0.651,31.235,32.779,0.683,7.489,359.46,45.8,43.8,1.118,22,27,30,40.0,0.998,6.3,18,0,19,0,0,0,18,1
7.155,3,19,45.029,50.235,48,2,45,0.66,29.708,31.017,0.689,7.676,345.43,46.7,42.2,1.116,21,26,29,39.0,1.001,6.7,18,0,19,0,0,0,18,1
6.824,5,23,52.123,58.275,55,3,52,0.644,33.477,34.995,0.673,7.49,389.49,44.2,44.2,1.121,23,29,32,42.0,1.002,5.8,18,0,19,0,0,0,18,1
6.921,4,21,49.24,54.86,52,3,49,0.652,31.95,33.233,0.678,7.662,375.46,44.9,42.9,1.12,22,28,31,41.0,1.005,6.1,18,0,19,0,0,0,18,1
6.678,5,23,52.123,58.275,55,3,52,0.644,33.477,34.995,0.673,7.49,389.49,44.2,44.2,1.121,23,29,32,42.0,1.002,5.8,18,0,19,0,0,0,18,1
6.77,4,21,49.24,54.86,52,3,49,0.652,31.95,33.233,0.678,7.662,375.46,44.9,42.9,1.12,22,28,31,41.0,1.005,6.1,18,0,19,0,0,0,18,1
6.796,8,28,60.992,68.604,65,3,61,0.632,38.552,40.523,0.664,7.288,444.58,42.6,45.9,1.125,26,33,37,47.0,1.0,6.6,18,0,19,0,0,0,18,1
6.854,8,29,61.767,69.893,66,2,62,0.627,38.858,41.074,0.662,7.155,443.6,41.9,46.8,1.127,26,33,37,47.0,0.996,8.1,18,0,19,0,0,0,18,1
6.721,9,31,64.65,73.308,69,2,65,0.621,40.385,42.836,0.659,7.04,457.63,41.5,47.7,1.128,27,34,38,48.0,0.995,7.7,18,0,19,0,0,0,18,1
6.796,10,33,68.861,77.933,73,3,69,0.618,42.627,45.052,0.653,7.068,487.66,40.6,47.8,1.129,28,36,40,50.0,0.998,7.2,18,0,19,0,0,0,18,1
6.959,9,31,66.978,75.517,71,3,67,0.628,42.1,44.29,0.661,7.248,485.64,41.8,46.3,1.127,28,36,40,51.0,1.0,7.5,18,0,20,0,0,0,19,2
6.854,10,33,71.265,80.062,75,4,71,0.627,44.528,47.154,0.664,7.545,535.73,39.4,46.5,1.128,28,38,42,54.0,1.004,7.0,18,0,21,0,0,0,18,3
7.149,9,33,66.534,75.723,70,2,67,0.611,40.912,43.597,0.651,6.86,459.65,40.3,49.3,1.13,27,34,37,47.0,0.993,7.5,18,0,19,0,0,0,18,1
6.328,6,24,55.331,61.634,58,3,55,0.651,35.831,37.614,0.684,7.963,437.96,43.6,43.6,1.121,24,31,34,44.0,1.006,5.5,18,0,19,0,1,0,18,1
7.102,10,34,68.643,77.849,72,3,69,0.611,42.132,44.807,0.649,6.879,474.66,40.6,49.3,1.128,28,35,38,48.0,0.995,5.8,18,0,19,0,0,0,18,1
7.301,10,32,66.76,75.434,71,3,67,0.621,41.605,44.046,0.657,7.054,472.64,41.8,47.8,1.126,28,35,39,49.0,0.996,6.0,18,0,19,0,0,0,18,1
7.076,11,34,69.643,78.849,74,3,70,0.616,43.132,45.807,0.654,6.952,486.67,41.4,48.6,1.126,29,36,40,50.0,0.995,5.7,18,0,19,0,0,0,18,1
6.745,9,30,66.203,74.228,70,4,66,0.633,41.793,43.739,0.663,7.373,486.62,42.4,45.5,1.125,28,36,40,51.0,1.003,6.1,18,0,20,0,0,0,19,2
6.4,0,17,43.138,48.192,46,1,43,0.674,28.983,30.051,0.699,7.987,343.42,46.5,39.5,1.121,20,26,29,41.0,1.003,11.6,22,0,23,0,0,0,20,1
5.9,1,19,46.022,51.607,49,1,46,0.663,30.509,31.813,0.692,7.771,357.45,45.7,41.3,1.122,21,27,30,42.0,1.0,10.9,22,0,23,0,0,0,20,1
5.7,8,30,73.171,81.601,77,5,72,0.646,46.54,47.693,0.662,7.926,570.67,40.3,41.7,1.133,29,42,47,61.5,1.016,11.1,27,0,28,0,0,0,21,1
5.721,4,22,53.334,59.73,56,2,53,0.656,34.772,36.034,0.68,7.821,414.51,43.4,41.5,1.127,23,31,34,46.0,1.006,11.3,18,0,21,0,0,0,19,3
5.0,4,18,42.643,47.82,44,2,42,0.641,26.906,28.159,0.67,8.249,346.46,35.7,42.9,1.139,15,24,26,36.0,1.015,14.3,16,0,18,0,0,0,11,2
6.458,8,28,60.985,68.976,65,2,61,0.629,38.353,40.319,0.661,7.288,444.59,41.0,45.9,1.131,25,33,37,47.0,1.0,9.8,18,0,19,0,0,0,17,1
6.602,8,20,43.123,49.106,45,1,43,0.617,26.531,27.819,0.647,7.266,312.42,37.2,46.5,1.142,16,23,25,33.0,1.003,14.0,10,0,12,0,0,1,7,1
5.7,8,22,55.749,61.429,56,6,54,0.647,34.964,35.466,0.657,8.591,463.92,37.0,40.7,1.138,20,32,34,43.0,1.032,9.3,12,0,14,0,1,1,11,1
5.35,1,18,46.534,51.947,49,1,46,0.672,30.893,31.75,0.69,8.162,375.44,45.7,39.1,1.129,21,28,31,43.0,1.012,10.9,22,0,23,0,0,0,20,1
5.35,8,22,53.094,59.01,54,4,52,0.645,33.535,34.557,0.665,8.306,431.92,38.5,42.3,1.135,20,30,32,41.0,1.021,9.6,12,0,14,0,1,1,11,1
5.35,6,19,51.833,56.807,52,5,50,0.668,33.405,34.142,0.683,9.339,466.95,36.0,38.0,1.136,18,31,33,44.0,1.037,12.0,12,0,16,0,1,1,11,3
5.7,2,11,27.167,30.365,29,1,27,0.662,17.886,18.517,0.686,7.899,213.26,44.4,40.7,1.125,12,16,18,24.5,1.006,11.1,11,0,12,0,0,0,10,1
5.7,2,16,42.036,46.694,46,1,42,0.69,28.961,30.046,0.715,8.105,340.41,50.0,38.1,1.112,21,26,30,42.0,1.001,9.5,22,0,23,0,0,0,19,1
5.7,2,14,37.447,41.535,40,1,37,0.684,25.323,25.978,0.702,8.307,307.35,48.6,37.8,1.123,18,23,26,35.5,1.012,8.1,17,0,18,0,0,0,16,1
5.0,0,14,40.8,45.069,43,2,40,0.692,27.665,27.989,0.7,8.659,346.38,45.0,35.0,1.127,18,26,29,40.5,1.02,15.0,23,0,23,0,0,0,18,0
6.041,7,21,54.567,60.069,61,4,54,0.679,36.665,37.688,0.698,8.139,439.5,48.1,38.9,1.112,26,33,40,53.0,1.011,5.6,24,0,25,0,0,0,19,1
5.0,9,30,73.203,81.228,81,4,73,0.668,48.793,50.739,0.695,7.818,570.69,47.9,41.1,1.113,35,43,51,68.0,1.003,5.5,30,0,32,0,0,0,26,2
5.7,0,15,42.625,46.954,45,1,42,0.703,29.532,30.631,0.729,9.011,378.46,47.6,35.7,1.118,20,27,30,42.0,1.015,9.5,22,0,23,0,0,0,20,1
7.301,6,16,33.709,38.484,37,0,34,0.625,21.246,22.591,0.664,7.069,240.34,41.2,47.1,1.132,14,18,21,28.0,0.991,11.8,14,0,14,0,0,0,8,0
6.523,7,18,36.592,41.9,40,0,37,0.615,22.773,24.353,0.658,6.875,254.37,40.5,48.6,1.132,15,19,22,29.0,0.989,10.8,14,0,14,0,0,0,8,0
7.222,6,15,32.934,37.196,36,1,33,0.635,20.94,22.04,0.668,7.313,241.32,42.4,45.5,1.127,14,18,21,28.0,0.998,9.1,14,0,14,0,0,0,8,0
6.276,9,21,39.258,45.232,43,0,40,0.595,23.805,25.87,0.647,6.385,255.4,40.0,52.5,1.131,16,19,22,27.0,0.981,7.5,10,0,10,0,0,0,7,0
5.921,6,15,32.927,37.568,36,0,33,0.629,20.741,21.836,0.662,7.313,241.33,39.4,45.5,1.138,13,18,21,28.0,0.998,15.2,14,0,14,0,0,0,7,0
5.319,6,17,34.491,39.401,38,0,35,0.621,21.752,23.347,0.667,6.839,239.35,42.9,48.6,1.126,15,18,21,28.0,0.985,8.6,14,0,14,0,0,0,9,0
7.796,11,24,52.218,59.145,55,2,52,0.621,32.299,33.796,0.65,7.317,380.5,38.5,46.2,1.137,20,28,31,40.0,1.004,11.5,10,0,13,0,0,1,8,2
7.3,8,20,43.123,49.106,45,1,43,0.617,26.531,27.819,0.647,7.266,312.42,37.2,46.5,1.142,16,23,25,33.0,1.003,14.0,10,0,12,0,0,1,7,1
7.3,0,14,38.807,42.697,40,3,38,0.681,25.864,26.193,0.689,8.483,322.35,44.7,36.8,1.124,17,24,26,36.0,1.021,10.5,18,0,19,0,0,0,17,1
7.5,0,14,40.8,45.069,43,2,40,0.692,27.665,27.989,0.7,8.659,346.38,45.0,35.0,1.127,18,26,29,41.0,1.02,15.0,22,0,23,0,0,0,18,1
5.7,9,25,53.425,60.505,55,2,53,0.616,32.654,34.415,0.649,7.641,404.95,35.8,47.2,1.142,19,28,30,38.0,1.008,11.3,12,0,14,0,1,0,10,2
5.0,8,24,54.523,61.161,57,2,54,0.643,34.718,36.597,0.678,8.804,475.4,40.7,44.4,1.133,22,30,33,41.5,1.01,7.4,17,0,17,1,0,0,14,0
5.707,5,18,51.396,56.472,53,3,50,0.689,34.47,35.477,0.71,9.439,471.97,40.0,36.0,1.129,20,32,35,46.5,1.028,14.0,17,0,19,0,1,1,14,1
5.7,7,21,50.232,56.232,54,2,50,0.655,32.751,34.029,0.681,7.75,387.48,44.0,42.0,1.125,22,29,33,43.5,1.005,10.0,17,0,18,0,0,1,14,0
5.35,4,17,35.811,40.983,38,0,36,0.619,22.268,23.597,0.655,7.093,255.36,38.9,47.2,1.138,14,19,21,28.5,0.995,13.9,15,0,15,0,0,0,10,0
5.7,9,24,57.541,64.128,58,3,56,0.643,36.025,37.642,0.672,9.508,532.46,35.7,42.9,1.145,20,32,34,41.5,1.028,8.9,11,0,13,1,0,0,11,2
5.0,3,22,62.53,69.453,65,1,61,0.685,41.756,42.159,0.691,8.681,529.57,45.9,36.1,1.139,28,39,43,58.5,1.025,11.5,29,0,30,0,0,0,25,1
5.7,7,21,48.527,54.489,51,2,48,0.638,30.64,31.722,0.661,7.676,368.45,41.7,43.8,1.135,20,27,30,38.5,1.011,8.3,17,0,17,0,0,0,13,0
5.35,1,15,50.596,54.942,53,2,49,0.731,35.797,35.995,0.735,9.732,476.89,51.0,30.6,1.121,25,34,38,52.0,1.033,8.2,24,0,26,0,1,0,24,2
5.7,2,12,34.327,37.412,34,4,33,0.674,22.239,22.534,0.683,9.344,308.35,36.4,36.4,1.134,12,21,22,30.5,1.04,12.1,11,0,14,0,0,0,10,3
5.7,1,17,48.785,53.983,52,2,48,0.692,33.213,33.756,0.703,8.572,411.46,45.8,35.4,1.125,22,31,35,49.5,1.016,14.6,27,0,28,0,0,0,21,1
5.7,3,18,51.763,57.623,53,1,50,0.674,33.702,33.637,0.673,8.829,441.46,42.0,36.0,1.152,21,32,35,46.0,1.035,14.0,18,0,20,0,0,0,18,2
5.7,0,13,35.043,39.152,38,0,35,0.692,24.214,25.074,0.716,8.21,287.35,48.6,37.1,1.119,17,22,25,36.0,1.001,14.3,22,0,22,0,0,0,17,0
8.155,0,11,37.887,41.064,41,1,37,0.747,27.624,28.074,0.759,9.832,363.79,54.1,29.7,1.11,20,26,30,42.5,1.024,8.1,21,0,23,0,1,0,20,2
5.0,4,22,49.342,55.358,51,3,49,0.632,30.971,32.239,0.658,7.479,366.46,40.8,44.9,1.13,20,27,29,38.0,1.007,8.2,18,0,18,0,0,0,16,0
5.7,1,15,43.945,48.535,46,1,43,0.699,30.048,30.881,0.718,9.174,394.47,44.2,34.9,1.129,19,28,31,43.0,1.022,14.0,22,0,23,0,0,0,18,1
5.7,1,17,46.803,51.369,49,3,46,0.694,31.943,33.068,0.719,9.855,453.32,45.7,37.0,1.117,21,29,32,44.0,1.017,8.7,22,0,23,1,0,0,20,1
