pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM
5.1,8.098,47.1,38.2,1.001,1.122,0.708,0.683,275.34,14.7,20,34,0,21,24,0,37,16,0,0,16,0,1,0,13,5,0
5.1,7.815,44.4,41.7,1.007,1.122,0.68,0.657,281.34,8.3,11,36,0,13,24,0,39,16,0,0,12,4,2,0,15,5,0
5.3,7.567,42.3,44.2,1.009,1.125,0.662,0.638,393.48,5.8,17,52,0,18,31,0,54,22,0,2,14,6,0,0,23,7,0
5.05,8.805,43.9,39.4,1.019,1.121,0.703,0.677,581.11,6.1,28,66,0,30,44,0,70,29,1,0,24,5,2,1,26,11,2
5.0,9.782,45.3,30.2,1.058,1.161,0.683,0.705,518.46,11.3,27,53,0,27,41,0,57,24,0,0,21,3,0,6,16,13,0
6.222,6.343,35.9,53.8,0.989,1.14,0.624,0.577,247.38,7.7,6,39,0,7,19,0,40,14,0,0,6,8,1,0,21,4,0
5.1,9.259,47.2,30.6,1.032,1.121,0.713,0.718,333.33,13.9,17,36,0,20,27,0,38,17,0,1,16,0,2,0,11,8,0
6.6,7.973,45.5,40.0,1.006,1.122,0.692,0.669,438.53,10.9,21,55,0,24,38,0,60,25,0,0,20,5,3,0,22,8,0
5.3,7.617,37.7,45.9,1.001,1.136,0.668,0.629,464.66,13.1,17,61,0,18,37,0,65,23,0,0,14,9,1,0,28,10,1
5.0,7.324,43.1,45.1,0.996,1.126,0.673,0.638,373.5,9.8,18,51,0,19,31,0,54,22,0,0,17,5,1,0,23,6,0
5.0,8.295,45.2,38.1,1.016,1.122,0.689,0.676,348.39,9.5,21,42,0,21,30,0,46,19,0,0,15,4,0,0,16,7,0
5.0,7.789,38.2,44.1,1.02,1.152,0.642,0.626,529.63,10.3,18,68,0,19,41,0,71,26,0,0,17,9,1,3,30,12,0
5.0,7.788,40.3,44.4,1.007,1.127,0.672,0.639,560.74,8.3,25,72,0,26,45,0,77,29,0,0,19,10,1,0,32,11,1
5.8,13.557,50.0,20.0,1.051,1.092,0.868,0.833,271.13,10.0,10,20,0,12,18,0,22,10,2,0,10,0,2,0,4,6,3
5.301,7.115,40.4,47.4,0.998,1.131,0.655,0.62,405.55,8.8,12,57,0,15,32,0,59,23,0,1,14,8,2,0,27,7,0
5.77,7.115,40.4,47.4,0.998,1.131,0.655,0.62,405.55,8.8,12,57,0,15,32,0,59,23,0,1,14,8,2,0,27,7,0
5.301,6.864,38.7,50.0,1.0,1.131,0.637,0.602,425.58,4.8,12,62,0,14,33,0,64,24,0,0,14,10,2,0,31,7,0
5.796,7.737,45.5,41.8,1.002,1.121,0.687,0.66,425.53,9.1,18,55,0,21,35,0,58,25,0,1,20,4,2,0,23,7,0
5.301,7.501,43.9,43.9,1.0,1.124,0.676,0.646,427.55,8.8,18,57,0,21,34,0,59,25,0,1,20,4,2,0,25,7,0
6.5,8.294,45.3,39.6,1.0,1.119,0.717,0.68,439.59,13.2,30,53,0,30,37,0,58,24,0,0,21,3,0,0,21,8,1
5.301,7.793,43.1,44.8,1.004,1.122,0.679,0.644,451.99,5.2,18,58,0,20,34,0,60,25,1,0,20,5,2,0,26,7,1
5.357,6.864,38.7,50.0,1.0,1.131,0.637,0.602,425.58,4.8,12,62,0,14,33,0,64,24,0,0,14,10,2,0,31,7,0
5.301,7.295,42.9,46.0,1.002,1.123,0.662,0.631,459.59,4.8,18,63,0,20,37,0,66,27,0,0,20,7,2,0,29,7,0
5.301,7.219,41.9,46.8,1.002,1.125,0.657,0.625,447.58,4.8,18,62,0,20,35,0,64,26,0,0,20,6,2,0,29,7,0
6.114,7.647,43.1,43.1,1.006,1.125,0.673,0.647,443.55,8.6,18,58,0,21,36,0,61,25,0,0,21,4,3,0,25,8,0
5.0,8.661,40.4,42.3,1.016,1.136,0.688,0.656,450.38,9.6,17,52,0,17,33,0,55,21,2,0,14,7,0,1,22,9,2
5.301,6.864,38.7,50.0,1.0,1.131,0.637,0.602,425.58,4.8,12,62,0,14,33,0,64,24,0,0,14,10,2,0,31,7,0
5.301,7.426,43.3,45.0,1.004,1.122,0.666,0.637,445.56,5.0,18,60,0,20,36,0,63,26,0,0,20,6,2,0,27,7,0
5.0,8.357,42.9,41.1,1.015,1.131,0.685,0.661,467.97,8.9,17,56,0,20,35,0,58,24,1,1,18,5,2,1,23,9,1
5.0,8.947,46.3,36.6,1.017,1.118,0.716,0.695,366.83,9.8,21,41,0,22,29,0,44,19,1,0,17,2,1,0,15,7,1
5.1,8.81,56.0,32.0,1.007,1.098,0.75,0.734,220.24,8.0,16,25,0,17,20,0,28,14,0,0,14,0,1,0,8,3,0
5.824,7.438,44.4,44.4,1.0,1.121,0.675,0.644,468.6,6.3,20,63,0,23,40,0,68,28,0,0,20,8,3,0,28,7,0
5.1,8.126,40.0,43.6,1.017,1.136,0.665,0.641,446.95,7.3,17,55,0,17,34,0,58,22,1,0,14,8,0,1,24,9,1
5.05,7.26,42.6,45.6,0.995,1.128,0.671,0.635,493.67,10.3,24,68,0,25,41,0,72,29,0,0,22,7,1,0,31,8,0
5.1,7.683,41.3,43.5,1.009,1.138,0.663,0.64,353.44,10.9,17,46,0,17,29,0,49,19,0,0,13,6,0,1,20,7,0
