pXC50,nBO,nSK,SCBO,nCsp3,N.,nC,nCsp2,nH,Sv,Se,Sp,Si,nBT,nAT,nN,nHet,MW,RBN,nBM,nAB,Mi,nCsp,nCL,nX,nO,nF,RBF,C.
6.385,49,45,64.5,11,6.0,36,24,38,53.034,82.836,56.194,93.122,87,83,5,9,624.24,11,26,23,1.122,1,1,1,3,0,0.126,43.4
6.923,43,39,59.0,4,8.1,27,23,23,43.104,63.316,45.097,69.395,66,62,5,12,584.14,10,30,28,1.119,0,1,2,3,1,0.152,43.5
5.489,34,31,47.0,3,10.4,20,17,17,33.809,49.338,35.358,53.94,51,48,5,11,478.01,7,24,22,1.124,0,1,2,2,1,0.137,41.7
5.914,37,34,50.5,7,8.6,26,16,24,38.83,58.229,40.904,64.904,61,58,5,8,518.45,6,20,17,1.119,3,0,1,2,0,0.098,44.8
7.222,44,39,62.0,4,10.9,28,24,25,43.695,64.472,46.097,71.484,69,64,7,11,555.74,9,34,32,1.117,0,0,0,2,0,0.13,43.8
6.499,42,38,58.0,4,8.1,27,23,24,42.721,62.803,45.159,69.056,66,62,5,11,566.15,10,30,28,1.114,0,1,1,3,0,0.152,43.5
5.0,29,27,38.0,3,9.5,17,14,15,29.154,43.64,29.864,47.653,44,42,4,10,457.71,6,17,16,1.135,0,1,3,3,1,0.136,40.5
5.8,32,29,41.5,6,10.4,20,14,19,31.962,49.069,32.824,54.516,51,48,5,9,415.89,4,18,17,1.136,0,1,2,2,1,0.078,41.7
7.77,41,38,53.0,7,7.9,26,19,25,41.55,64.956,42.199,72.065,66,63,5,12,548.01,9,23,22,1.144,0,1,4,3,3,0.136,41.3
7.959,37,34,48.0,5,9.4,22,17,19,35.97,55.305,35.915,60.82,56,53,5,12,493.91,9,22,22,1.148,0,1,4,3,3,0.161,41.5
5.0,42,35,55.0,9,6.6,28,19,26,40.025,61.109,41.762,68.189,68,61,4,7,466.58,2,25,24,1.118,0,0,0,3,0,0.029,45.9
8.387,42,38,58.0,1,6.9,28,27,20,40.897,59.505,41.489,64.851,62,58,4,10,530.97,8,30,28,1.118,0,1,2,4,1,0.129,48.3
8.456,42,38,58.0,1,6.9,28,27,20,41.369,59.254,42.682,64.562,62,58,4,10,547.04,8,30,28,1.113,0,1,2,3,1,0.129,48.3
7.959,43,39,59.5,1,6.6,30,29,22,42.709,62.062,43.796,68.057,65,61,4,9,541.01,8,31,29,1.116,0,1,2,3,1,0.123,49.2
7.921,43,39,59.5,1,6.6,30,29,22,42.709,62.062,43.796,68.057,65,61,4,9,541.01,8,31,29,1.116,0,1,2,3,1,0.123,49.2
8.244,47,42,65.0,1,7.7,32,31,23,45.73,66.163,46.801,72.555,70,65,5,10,580.05,8,35,34,1.116,0,1,2,3,1,0.114,49.2
8.31,47,42,65.0,1,7.7,32,31,23,46.202,65.912,47.995,72.266,70,65,5,10,596.12,8,35,34,1.112,0,1,2,2,1,0.114,49.2
8.06,49,44,68.0,1,7.2,34,33,25,48.257,70.047,49.563,76.971,74,69,5,10,606.09,9,36,34,1.116,0,1,2,3,1,0.122,49.3
7.854,50,45,69.5,1,6.9,36,35,27,50.069,72.603,51.87,80.176,77,72,5,9,616.13,9,37,35,1.114,0,1,2,2,1,0.117,50.0
7.824,50,45,69.5,1,6.9,36,35,27,50.069,72.603,51.87,80.176,77,72,5,9,616.13,9,37,35,1.114,0,1,2,2,1,0.117,50.0
8.328,50,45,68.5,3,6.8,36,33,29,50.596,74.487,52.631,82.592,79,74,5,9,618.15,10,36,35,1.116,0,1,2,2,1,0.127,48.6
8.699,40,36,55.0,1,7.4,26,25,18,38.37,55.622,38.727,60.436,58,54,4,10,504.93,7,29,28,1.119,0,1,2,4,1,0.121,48.1
8.456,40,36,55.0,1,7.4,26,25,18,38.842,55.371,39.921,60.147,58,54,4,10,521.0,7,29,28,1.114,0,1,2,3,1,0.121,48.1
7.648,44,39,58.0,7,12.1,27,20,27,42.967,67.145,43.961,75.106,71,66,8,12,530.62,8,27,26,1.138,0,0,1,3,1,0.113,40.9
6.0,33,29,43.0,7,13.5,20,13,23,32.794,52.436,34.04,59.229,56,52,7,9,393.5,6,20,20,1.139,0,0,0,2,0,0.107,38.5
6.444,32,28,42.0,7,15.4,20,13,24,32.386,51.883,34.137,59.308,56,52,8,8,376.52,4,20,20,1.141,0,0,0,0,0,0.071,38.5
7.699,30,27,40.0,6,10.4,20,12,21,30.751,48.232,32.029,54.232,51,48,5,7,363.46,6,17,16,1.13,2,0,0,2,0,0.118,41.7
8.155,29,26,39.0,6,12.5,20,12,22,30.343,47.68,32.125,54.311,51,48,6,6,346.48,4,17,16,1.131,2,0,0,0,0,0.078,41.7
8.046,27,24,35.0,6,13.0,18,12,22,28.343,45.68,30.125,52.311,49,46,6,6,322.46,4,16,16,1.137,0,0,0,0,0,0.082,39.1
6.056,23,21,28.0,9,13.3,15,6,24,25.87,44.563,27.887,51.727,47,45,6,6,288.45,4,10,10,1.149,0,0,0,0,0,0.085,33.3
7.699,28,25,36.0,7,12.2,19,12,24,29.87,48.563,31.887,55.727,52,49,6,6,336.49,4,16,16,1.137,0,0,0,0,0,0.077,38.8
8.301,28,25,36.0,7,12.2,19,12,24,29.87,48.563,31.887,55.727,52,49,6,6,336.49,4,16,16,1.137,0,0,0,0,0,0.077,38.8
8.222,28,25,36.0,7,12.2,19,12,24,29.87,48.563,31.887,55.727,52,49,6,6,336.49,4,16,16,1.137,0,0,0,0,0,0.077,38.8
8.222,28,25,36.0,6,13.0,18,12,21,28.726,46.192,30.063,52.651,49,46,6,7,340.45,4,16,16,1.145,0,0,1,0,1,0.082,39.1
8.398,28,25,36.0,6,13.0,18,12,21,29.17,46.003,30.983,52.255,49,46,6,7,356.9,4,16,16,1.136,0,1,1,0,0,0.082,39.1
8.398,28,25,36.0,6,13.0,18,12,21,29.368,45.909,31.478,52.153,49,46,6,7,401.35,4,16,16,1.134,0,0,1,0,0,0.082,39.1
7.469,29,26,37.0,6,13.0,18,12,20,29.998,46.327,31.841,52.199,49,46,6,8,391.34,4,16,16,1.135,0,2,2,0,0,0.082,39.1
8.222,29,26,37.0,6,13.0,18,12,20,29.554,46.516,30.921,52.595,49,46,6,8,374.89,4,16,16,1.143,0,1,2,0,1,0.082,39.1
7.155,30,27,38.0,7,12.0,19,12,23,31.412,50.214,33.199,56.88,53,50,6,8,386.93,5,16,16,1.138,0,1,1,1,0,0.094,38.0
5.0,26,25,32.0,9,0.0,19,10,24,29.61,49.567,30.864,55.239,50,49,0,6,348.43,1,9,6,1.127,0,0,0,6,0,0.02,38.8
5.8,24,21,34.5,1,14.7,16,15,13,23.214,34.043,24.074,38.152,37,34,5,5,275.34,3,21,21,1.122,0,0,0,0,0,0.081,47.1
5.8,24,21,34.5,1,14.7,16,15,13,23.214,34.043,24.074,38.152,37,34,5,5,275.34,3,21,21,1.122,0,0,0,0,0,0.081,47.1
5.8,25,22,35.5,1,16.7,16,15,14,24.236,36.145,25.08,40.651,39,36,6,6,290.36,3,21,21,1.129,0,0,0,0,0,0.077,44.4
5.8,24,21,34.5,1,8.8,17,16,13,23.413,34.051,24.279,37.78,37,34,3,4,275.33,3,21,21,1.111,0,0,0,1,0,0.081,50.0
5.8,19,17,26.5,3,10.0,13,10,13,19.413,30.051,20.279,33.78,32,30,3,4,227.29,3,15,15,1.126,0,0,0,1,0,0.094,43.3
5.8,21,18,31.0,0,18.5,13,13,9,19.161,27.276,19.551,30.322,30,27,5,5,235.27,1,20,20,1.123,0,0,0,0,0,0.033,48.1
5.8,24,21,34.5,0,12.1,16,16,12,23.38,33.018,24.716,36.574,36,33,4,5,292.39,3,21,21,1.108,0,0,0,0,0,0.083,48.5
5.8,25,22,35.5,1,11.1,17,16,14,24.907,35.902,26.478,39.989,39,36,4,5,306.42,4,21,21,1.111,0,0,0,0,0,0.103,47.2
5.8,29,25,39.0,6,13.3,19,13,20,28.816,44.796,30.364,50.896,49,45,6,6,332.45,3,20,20,1.131,0,0,0,0,0,0.061,42.2
5.8,25,22,35.0,3,15.8,16,13,16,24.762,38.029,25.841,43.066,41,38,6,6,292.38,3,20,20,1.133,0,0,0,0,0,0.073,42.1
6.6,33,29,43.5,6,9.8,22,16,22,32.946,51.301,34.273,57.777,55,51,5,7,391.49,5,21,21,1.133,0,0,1,1,1,0.091,43.1
5.187,26,24,35.0,2,7.7,18,16,15,26.677,39.654,27.597,43.894,41,39,3,6,343.81,5,18,18,1.125,0,1,2,1,1,0.122,46.2
5.201,32,29,44.0,1,6.5,23,22,17,32.204,46.538,33.358,51.31,49,46,3,6,405.88,6,24,24,1.115,0,1,2,1,1,0.122,50.0
4.0,32,29,44.0,1,8.9,22,21,16,31.699,45.756,32.603,50.393,48,45,4,7,406.87,6,24,24,1.12,0,1,2,1,1,0.125,48.9
4.444,31,28,42.5,1,7.0,21,20,15,30.865,43.731,32.245,47.814,46,43,3,7,411.91,6,23,23,1.112,0,1,2,1,1,0.13,48.8
4.0,31,28,40.0,5,8.3,21,16,20,31.752,48.523,33.125,54.223,51,48,4,7,398.9,6,18,18,1.13,0,1,2,1,1,0.118,43.8
4.0,33,30,45.0,1,6.4,23,22,17,32.919,47.865,33.813,52.519,50,47,3,7,421.88,7,24,24,1.117,0,1,2,2,1,0.14,48.9
6.854,27,25,36.0,3,7.1,19,16,17,28.204,42.538,29.358,47.31,44,42,3,6,357.84,5,18,18,1.126,0,1,2,1,1,0.114,45.2
5.538,28,26,37.0,4,6.7,20,16,19,29.731,45.422,31.12,50.725,47,45,3,6,371.87,6,18,18,1.127,0,1,2,1,1,0.128,44.4
4.187,33,30,45.0,2,6.1,24,22,19,33.731,49.422,35.12,54.725,52,49,3,6,419.91,6,24,24,1.117,0,1,2,1,1,0.115,49.0
6.131,38,35,48.0,8,8.1,25,17,27,39.784,62.931,41.324,70.386,65,62,5,10,500.02,10,19,18,1.135,0,1,2,3,1,0.154,40.3
5.745,39,36,49.0,9,7.7,26,17,29,41.311,65.814,43.086,73.801,68,65,5,10,514.05,11,19,18,1.135,0,1,2,3,1,0.162,40.0
5.426,41,37,53.0,7,6.2,29,22,28,42.574,65.385,44.625,73.093,69,65,4,8,519.06,8,24,24,1.125,0,1,2,2,1,0.116,44.6
6.824,38,35,49.0,9,6.3,27,16,28,40.574,63.385,42.625,71.093,66,63,4,8,495.04,8,19,18,1.128,2,1,2,2,1,0.121,42.9
6.357,43,39,57.0,7,6.0,31,22,28,44.574,67.385,46.625,75.093,71,67,4,8,543.08,7,25,24,1.121,2,1,2,2,1,0.099,46.3
7.092,41,38,52.0,9,7.2,28,19,31,43.837,69.698,45.847,78.216,72,69,5,10,540.09,10,20,18,1.134,0,1,2,3,1,0.139,40.6
6.721,43,39,56.0,7,5.8,31,24,30,45.101,69.269,47.387,77.509,73,69,4,8,545.1,9,25,24,1.123,0,1,2,2,1,0.123,44.9
7.108,41,38,52.0,8,7.6,27,19,28,42.694,67.327,44.023,75.141,69,66,5,11,544.05,10,20,18,1.138,0,1,3,3,2,0.145,40.9
6.498,40,37,51.0,8,7.6,27,19,29,42.311,66.814,44.086,74.801,69,66,5,10,526.06,10,20,18,1.133,0,1,2,3,1,0.145,40.9
7.721,40,37,51.0,8,7.7,27,19,28,41.979,66.0,43.569,73.931,68,65,5,10,528.05,10,20,18,1.137,0,1,3,2,2,0.147,41.5
7.149,38,36,51.0,5,6.8,24,19,23,39.521,60.862,40.597,66.941,61,59,4,12,537.03,10,22,18,1.135,0,1,3,4,2,0.164,40.7
6.991,40,37,51.0,8,7.7,27,19,28,41.979,66.0,43.569,73.931,68,65,5,10,528.05,8,20,18,1.137,0,1,3,2,2,0.118,41.5
7.131,37,34,48.0,8,6.7,26,16,26,39.048,60.501,40.864,67.678,63,60,4,8,481.01,7,19,18,1.128,2,1,2,2,1,0.111,43.3
5.269,36,33,47.0,7,7.0,25,16,24,37.521,57.618,39.103,64.263,60,57,4,8,466.98,6,19,18,1.127,2,1,2,2,1,0.1,43.9
7.155,40,37,52.0,8,7.8,27,17,27,41.784,64.931,43.324,72.386,67,64,5,10,524.04,9,20,18,1.131,2,1,2,3,1,0.134,42.2
7.022,37,34,48.0,9,6.5,27,16,28,39.86,62.058,42.171,69.884,65,62,4,7,479.04,8,19,18,1.127,2,1,2,1,1,0.123,43.5
7.444,40,37,51.0,11,7.1,29,16,33,43.935,69.927,46.699,79.213,73,70,5,8,522.12,9,19,18,1.132,2,1,2,1,1,0.123,41.4
6.092,39,36,53.0,5,6.5,29,22,26,41.333,62.174,43.409,69.469,65,62,4,7,501.04,9,25,24,1.12,2,1,2,1,1,0.138,46.8
5.0,35,32,43.5,9,6.8,23,14,27,36.65,59.832,37.915,67.153,62,59,4,9,442.54,6,14,11,1.138,0,0,1,4,1,0.097,39.0
5.1,18,16,25.0,0,7.7,13,13,10,17.865,26.065,18.512,28.867,28,26,2,3,210.25,0,13,12,1.11,0,0,0,1,0,0.0,50.0
6.609,43,40,58.5,6,7.1,31,24,30,45.927,70.301,48.148,78.461,73,70,5,9,556.11,11,26,23,1.121,1,1,1,3,0,0.151,44.3
7.194,47,43,64.5,6,8.3,32,25,29,48.609,72.596,51.04,80.464,76,72,6,11,613.19,11,30,27,1.118,1,1,1,3,0,0.145,44.4
5.678,44,41,59.5,7,8.1,32,24,33,47.761,73.96,50.461,83.165,77,74,6,9,569.16,11,26,23,1.124,1,1,1,2,0,0.143,43.2
7.229,47,43,62.5,8,6.7,33,24,32,49.169,75.512,51.364,84.086,79,75,5,10,598.15,11,26,23,1.121,1,1,1,4,0,0.139,44.0
7.538,47,43,62.5,8,6.7,33,24,32,49.641,75.261,52.557,83.797,79,75,5,10,614.22,11,26,23,1.117,1,1,1,3,0,0.139,44.0
5.997,47,43,65.0,4,8.6,32,27,27,48.554,70.462,51.472,77.76,74,70,6,11,627.24,10,31,28,1.111,1,1,1,2,0,0.135,45.7
5.927,48,44,66.0,6,8.0,34,27,31,49.949,75.403,52.154,83.96,79,75,6,10,607.16,11,31,28,1.119,1,1,1,3,0,0.139,45.3
5.831,40,38,52.5,10,6.9,29,18,34,44.981,72.069,47.671,81.292,74,72,5,9,536.13,13,20,17,1.129,1,1,1,3,0,0.176,40.3
6.204,43,40,58.0,7,10.0,29,21,30,45.443,70.621,47.398,79.043,73,70,7,11,560.11,11,25,22,1.129,1,1,1,3,0,0.151,41.4
6.458,41,38,56.5,4,11.3,27,22,24,42.335,62.72,44.307,69.508,65,62,7,11,546.1,9,26,23,1.121,1,1,1,2,0,0.138,43.5
7.208,42,39,57.0,6,7.5,29,22,28,44.115,67.745,45.841,75.256,70,67,5,10,546.07,11,25,22,1.123,1,1,1,4,0,0.157,43.3
5.0,37,34,48.5,7,8.9,23,16,22,36.669,57.865,36.818,64.291,59,56,5,11,473.5,5,20,17,1.148,0,0,3,3,3,0.085,41.1
4.301,37,32,48.0,11,5.1,27,15,27,37.815,58.563,40.063,65.896,64,59,3,5,425.57,2,18,16,1.117,1,0,0,2,0,0.031,45.8
5.959,43,40,58.5,5,10.0,30,24,30,45.728,70.294,47.944,78.833,73,70,7,10,556.12,11,26,23,1.126,1,1,1,2,0,0.151,42.9
6.738,46,43,61.5,8,6.5,33,24,34,49.696,77.396,52.125,86.501,80,77,5,10,600.17,14,26,23,1.123,1,1,1,4,0,0.175,42.9
6.551,44,41,59.5,7,6.8,32,24,32,47.454,73.185,49.909,81.877,76,73,5,9,570.14,12,26,23,1.122,1,1,1,3,0,0.158,43.8
5.092,42,39,57.5,5,9.1,29,23,27,43.895,66.636,45.631,74.129,69,66,6,10,543.07,10,26,23,1.123,1,1,1,3,0,0.145,43.9
6.411,45,42,60.5,6,7.1,31,24,28,46.694,71.327,48.023,79.141,73,70,5,11,592.09,11,26,23,1.131,1,1,3,3,2,0.151,44.3
7.229,46,42,61.5,8,6.8,33,24,32,48.454,74.185,50.909,82.877,78,74,5,9,582.15,11,26,23,1.12,1,1,1,3,0,0.141,44.6
7.745,48,44,66.0,6,6.6,35,28,32,50.454,76.185,52.909,84.877,80,76,5,9,606.17,11,31,28,1.117,1,1,1,3,0,0.138,46.1
7.481,44,41,59.5,6,7.1,31,24,29,46.311,70.814,48.086,78.801,73,70,5,10,574.1,11,26,23,1.126,1,1,2,3,1,0.151,44.3
5.585,41,38,53.5,9,8.7,28,18,31,43.949,69.403,46.154,77.96,72,69,6,10,535.1,9,20,17,1.13,1,1,1,3,0,0.125,40.6
6.767,49,45,64.5,10,6.2,35,24,36,52.222,81.28,54.887,90.916,85,81,5,10,626.21,13,26,23,1.122,1,1,1,4,0,0.153,43.2
5.0,26,23,35.5,7,14.6,17,9,18,26.289,40.912,27.603,46.481,44,41,6,6,306.41,4,16,15,1.134,1,0,0,0,0,0.091,41.5
7.553,47,44,62.5,10,6.1,35,24,38,52.034,81.836,55.194,92.122,85,82,5,9,612.23,13,26,23,1.123,1,1,1,3,0,0.153,42.7
5.977,41,38,56.0,6,10.6,28,21,28,43.202,66.411,45.182,74.418,69,66,7,10,530.08,10,25,22,1.128,1,1,1,2,0,0.145,42.4
7.553,43,40,55.5,12,6.6,31,18,36,47.508,75.952,50.432,85.707,79,76,5,9,562.17,11,20,17,1.128,1,1,1,3,0,0.139,40.8
7.602,47,43,66.5,5,8.2,32,26,30,48.496,73.6,50.637,81.73,77,73,6,11,594.75,10,32,27,1.12,1,0,0,4,0,0.13,43.8
5.678,46,42,61.5,8,6.8,33,24,32,48.454,74.185,50.909,82.877,78,74,5,9,582.15,10,26,23,1.12,1,1,1,3,0,0.128,44.6
6.638,45,41,60.5,8,8.0,33,24,34,47.933,74.636,50.603,84.221,79,75,6,8,546.73,10,26,23,1.123,1,0,0,2,0,0.127,44.0
6.57,43,40,58.5,6,8.7,30,23,29,45.422,69.52,47.392,77.544,72,69,6,10,557.1,11,26,23,1.124,1,1,1,3,0,0.153,43.5
8.097,44,41,59.5,6,7.1,31,24,29,46.755,70.625,49.006,78.405,73,70,5,10,590.55,11,26,23,1.12,1,2,2,3,0,0.151,44.3
7.523,50,45,69.0,4,5.5,34,30,28,50.191,74.116,52.182,81.432,78,73,4,11,643.18,12,36,34,1.116,0,1,2,4,1,0.154,46.6
6.097,39,36,54.0,4,11.7,26,21,24,40.148,60.643,41.659,67.588,63,60,7,10,502.02,8,25,22,1.126,1,1,1,2,0,0.127,43.3
4.886,42,39,57.5,5,8.8,30,24,29,44.707,68.192,46.938,76.335,71,68,6,9,541.1,10,26,23,1.123,1,1,1,2,0,0.141,44.1
6.793,45,42,62.5,6,8.5,32,24,29,47.422,71.52,49.392,79.544,74,71,6,10,581.12,11,27,23,1.12,2,1,1,3,0,0.149,45.1
7.081,40,37,55.0,4,10.0,26,21,23,41.501,60.694,43.949,66.929,63,60,6,11,551.14,9,25,22,1.115,1,1,1,2,0,0.143,43.3
6.987,43,40,58.5,6,8.5,31,24,31,46.234,71.076,48.699,79.75,74,71,6,9,555.13,11,26,23,1.123,1,1,1,2,0,0.149,43.7
7.051,47,43,62.5,8,6.7,33,24,32,49.169,75.512,51.364,84.086,79,75,5,10,598.15,11,26,23,1.121,1,1,1,4,0,0.139,44.0
5.409,42,39,57.5,5,10.4,29,23,28,44.202,67.411,46.182,75.418,70,67,7,10,542.09,10,26,23,1.126,1,1,1,2,0,0.143,43.3
7.824,45,41,62.5,6,8.2,33,26,32,47.406,72.752,49.841,81.806,77,73,6,8,544.71,10,30,27,1.121,1,0,0,2,0,0.13,45.2
6.879,44,41,59.5,7,6.8,32,24,32,47.454,73.185,49.909,81.877,76,73,5,9,570.14,11,26,23,1.122,1,1,1,3,0,0.145,43.8
7.409,42,39,57.5,5,7.5,30,24,28,44.4,67.418,46.387,75.046,70,67,5,9,542.08,10,26,23,1.12,1,1,1,3,0,0.143,44.8
7.081,48,44,66.0,6,7.8,35,28,33,50.761,76.96,53.461,86.165,81,77,6,9,605.19,11,31,28,1.119,1,1,1,2,0,0.136,45.5
6.301,37,34,49.5,2,5.8,24,22,18,35.814,54.105,35.5,59.088,55,52,3,10,469.45,6,24,23,1.136,0,0,3,4,3,0.109,46.2
6.135,44,41,59.5,6,7.1,31,24,29,46.311,70.814,48.086,78.801,73,70,5,10,574.1,11,26,23,1.126,1,1,2,3,1,0.151,44.3
7.215,40,37,56.5,3,6.7,27,23,23,41.227,60.953,42.96,66.847,63,60,4,10,535.06,10,27,23,1.114,1,1,1,4,0,0.159,45.0
6.735,42,39,57.5,5,7.5,30,24,28,44.4,67.418,46.387,75.046,70,67,5,9,542.08,10,26,23,1.12,1,1,1,3,0,0.143,44.8
8.699,43,40,58.5,6,8.7,30,23,29,45.422,69.52,47.392,77.544,72,69,6,10,557.1,11,26,23,1.124,1,1,1,3,0,0.153,43.5
6.81,41,38,56.0,5,10.9,27,21,26,42.862,64.603,45.068,71.923,67,64,7,11,548.12,9,25,22,1.124,1,1,1,2,0,0.134,42.2
7.125,44,40,61.5,5,10.1,31,25,29,45.374,69.087,47.324,77.474,73,69,7,9,531.67,9,30,27,1.123,1,0,0,2,0,0.123,44.9
7.62,44,41,59.5,6,7.1,31,24,29,46.755,70.625,49.006,78.405,73,70,5,10,590.55,11,26,23,1.12,1,2,2,3,0,0.151,44.3
7.108,44,41,59.5,6,7.1,31,24,29,46.311,70.814,48.086,78.801,73,70,5,10,574.1,11,26,23,1.126,1,1,2,3,1,0.151,44.3
4.602,36,32,49.0,5,9.1,25,20,23,36.278,55.116,37.79,61.647,59,55,5,7,425.53,6,24,22,1.121,0,0,0,2,0,0.102,45.5
5.0,25,22,35.5,0,16.1,15,15,9,22.898,31.996,23.108,35.021,34,31,5,7,313.74,2,21,21,1.13,0,1,2,0,1,0.059,48.4
5.0,45,40,63.0,0,6.9,30,30,18,42.398,59.56,43.0,64.542,63,58,4,10,552.59,6,32,28,1.113,0,0,2,3,2,0.095,51.7
6.699,33,29,46.5,1,11.1,22,21,16,31.81,45.462,32.909,50.136,49,45,5,7,401.88,5,27,27,1.114,0,1,1,1,0,0.102,48.9
7.201,34,30,47.5,1,11.1,22,21,15,32.193,45.974,32.847,50.476,49,45,5,8,419.87,5,27,27,1.122,0,1,2,1,1,0.102,48.9
4.301,39,34,50.0,12,6.3,28,15,30,40.364,63.549,42.83,71.81,69,64,4,6,454.62,3,18,16,1.122,1,0,0,2,0,0.043,43.8
5.8,33,30,41.5,7,9.6,21,14,22,34.128,52.832,35.75,59.081,55,52,5,9,450.38,5,17,17,1.136,0,2,3,1,1,0.091,40.4
5.376,23,22,33.5,2,11.8,12,10,12,22.954,35.655,22.989,38.621,35,34,4,10,324.35,5,16,11,1.136,0,0,0,5,0,0.143,35.3
5.322,24,23,34.5,3,10.8,13,10,14,24.481,38.538,24.75,42.036,38,37,4,10,338.38,5,16,11,1.136,0,0,0,5,0,0.132,35.1
5.815,24,23,34.5,2,11.8,12,10,11,23.337,36.167,22.926,38.961,35,34,4,11,342.34,5,16,11,1.146,0,0,1,5,1,0.143,35.3
5.467,24,23,34.5,2,11.8,12,10,11,23.781,35.978,23.847,38.565,35,34,4,11,358.79,5,16,11,1.134,0,1,1,5,0,0.143,35.3
5.445,24,23,34.5,2,11.8,12,10,11,23.979,35.884,24.341,38.463,35,34,4,11,403.24,5,16,11,1.131,0,0,1,5,0,0.143,35.3
5.075,21,20,30.0,1,3.1,14,13,12,21.897,32.974,22.523,35.877,33,32,1,6,293.34,4,15,12,1.121,0,0,1,3,1,0.121,43.8
4.978,22,21,31.0,2,2.9,15,13,14,23.424,35.858,24.284,39.293,36,35,1,6,307.37,4,15,12,1.123,0,0,1,3,1,0.111,42.9
5.154,22,21,31.0,1,3.1,14,13,11,22.28,33.487,22.46,36.217,33,32,1,7,311.33,4,15,12,1.132,0,0,2,3,2,0.121,43.8
5.121,22,21,31.0,1,3.1,14,13,11,22.725,33.298,23.381,35.821,33,32,1,7,327.78,4,15,12,1.119,0,1,2,3,1,0.121,43.8
5.087,22,21,31.0,1,3.1,14,13,11,22.922,33.204,23.875,35.719,33,32,1,7,372.23,4,15,12,1.116,0,0,2,3,1,0.121,43.8
4.884,21,20,30.0,1,3.1,14,13,12,22.341,32.785,23.443,35.482,33,32,1,6,309.79,4,15,12,1.109,0,1,1,3,0,0.121,43.8
4.808,22,21,31.0,2,2.9,15,13,14,23.868,35.669,25.205,38.897,36,35,1,6,323.82,4,15,12,1.111,0,1,1,3,0,0.111,42.9
4.957,22,21,31.0,1,3.1,14,13,11,22.725,33.298,23.381,35.821,33,32,1,7,327.78,4,15,12,1.119,0,1,2,3,1,0.121,43.8
4.875,22,21,31.0,1,3.1,14,13,11,23.169,33.109,24.301,35.426,33,32,1,7,344.23,4,15,12,1.107,0,2,2,3,0,0.121,43.8
4.868,22,21,31.0,1,3.1,14,13,11,23.366,33.015,24.796,35.323,33,32,1,7,388.68,4,15,12,1.104,0,1,2,3,0,0.121,43.8
4.72,21,20,30.0,1,3.1,14,13,12,22.539,32.691,23.938,35.379,33,32,1,6,354.24,4,15,12,1.106,0,0,1,3,0,0.121,43.8
4.692,22,21,31.0,2,2.9,15,13,14,24.066,35.574,25.699,38.795,36,35,1,6,368.27,4,15,12,1.108,0,0,1,3,0,0.111,42.9
4.789,22,21,31.0,1,3.1,14,13,11,22.922,33.204,23.875,35.719,33,32,1,7,372.23,4,15,12,1.116,0,0,2,3,1,0.121,43.8
4.723,22,21,31.0,1,3.1,14,13,11,23.366,33.015,24.796,35.323,33,32,1,7,388.68,4,15,12,1.104,0,1,2,3,0,0.121,43.8
4.703,22,21,31.0,1,3.1,14,13,11,23.564,32.92,25.29,35.221,33,32,1,7,433.13,4,15,12,1.101,0,0,2,3,0,0.121,43.8
4.537,22,21,31.0,2,2.8,15,13,15,23.755,36.673,24.801,40.162,37,36,1,6,305.38,5,15,12,1.116,0,0,0,4,0,0.135,41.7
4.301,23,22,32.0,3,2.6,16,13,17,25.282,39.556,26.563,43.578,40,39,1,6,319.41,5,15,12,1.117,0,0,0,4,0,0.125,41.0
4.63,23,22,32.0,2,2.8,15,13,14,24.139,37.185,24.739,40.502,37,36,1,7,323.37,5,15,12,1.125,0,0,1,4,1,0.135,41.7
4.421,23,22,32.0,2,2.8,15,13,14,24.583,36.996,25.659,40.106,37,36,1,7,339.82,5,15,12,1.114,0,1,1,4,0,0.135,41.7
4.602,23,22,32.0,2,2.8,15,13,14,24.781,36.902,26.154,40.004,37,36,1,7,384.27,5,15,12,1.111,0,0,1,4,0,0.135,41.7
4.58,21,20,30.0,1,3.1,14,13,12,22.539,32.691,23.938,35.379,33,32,1,6,354.24,4,15,12,1.106,0,0,1,3,0,0.121,43.8
4.555,22,21,31.0,2,2.9,15,13,14,24.066,35.574,25.699,38.795,36,35,1,6,368.27,4,15,12,1.108,0,0,1,3,0,0.111,42.9
4.689,22,21,31.0,1,3.1,14,13,11,22.922,33.204,23.875,35.719,33,32,1,7,372.23,4,15,12,1.116,0,0,2,3,1,0.121,43.8
4.63,22,21,31.0,1,3.1,14,13,11,23.366,33.015,24.796,35.323,33,32,1,7,388.68,4,15,12,1.104,0,1,2,3,0,0.121,43.8
4.563,22,21,31.0,1,3.1,14,13,11,23.564,32.92,25.29,35.221,33,32,1,7,433.13,4,15,12,1.101,0,0,2,3,0,0.121,43.8
5.0,41,38,51.0,9,10.1,26,17,31,43.798,69.829,46.017,78.402,72,69,7,12,560.54,8,19,18,1.136,0,2,2,3,0,0.111,37.7
5.8,31,28,42.0,3,6.1,23,20,21,32.235,48.912,33.779,54.651,52,49,3,5,371.47,3,20,18,1.115,0,0,0,2,0,0.058,46.9
5.8,31,28,42.0,3,6.1,23,20,21,32.235,48.912,33.779,54.651,52,49,3,5,371.47,3,20,18,1.115,0,0,0,2,0,0.058,46.9
