pXC50,nC,nBM,nAB,RBN,nO,Sv,Sp,nBO,Se,nH,Si,nAT,nBT,RBF,MW
7.301,22,18,16,14,4,36.782,38.228,34,60.64,28,68.395,60,62,0.226,440.56
6.0,12,11,10,7,1,20.983,22.051,19,35.138,17,40.192,35,36,0.194,247.34
6.6,13,11,11,6,1,21.783,24.461,19,33.887,16,38.331,34,35,0.171,357.22
7.53,26,14,12,10,3,39.494,41.739,36,65.054,32,73.691,65,68,0.147,453.61
7.398,14,11,10,9,0,26.551,28.779,23,44.858,23,51.73,45,46,0.196,321.51
8.092,15,12,11,7,2,24.858,24.83,24,40.567,16,45.254,39,40,0.175,327.34
8.321,8,5,5,3,0,13.698,14.824,12,23.723,13,27.571,24,25,0.12,151.24
7.69,25,14,12,11,3,38.111,40.802,33,63.541,33,72.351,64,66,0.167,423.61
8.6,21,8,6,9,3,33.584,36.04,29,57.658,31,65.936,58,60,0.15,373.55
7.4,24,14,12,10,5,36.992,38.943,33,61.211,30,68.856,61,63,0.159,426.56
5.9,7,5,5,4,1,13.413,14.279,11,24.051,13,27.78,24,24,0.167,155.23
7.1,13,11,11,6,1,21.492,23.154,19,34.047,16,38.452,34,35,0.171,310.22
6.873,25,8,6,8,3,37.616,40.557,34,63.323,34,72.268,64,68,0.118,410.61
6.469,8,10,10,4,0,14.853,15.955,14,23.134,10,26.159,23,24,0.167,194.29
7.619,10,13,11,5,2,18.117,18.222,18,28.814,11,32.156,28,29,0.172,233.26
7.222,16,11,11,8,1,24.026,26.08,20,40.367,22,46.358,41,42,0.19,258.4
5.56,21,13,12,8,3,32.53,34.517,29,53.891,27,61.106,54,56,0.143,369.51
7.23,17,11,11,5,0,26.519,29.279,23,43.218,23,49.567,44,46,0.109,301.5
7.959,24,16,12,10,4,37.432,39.62,35,59.294,27,66.235,59,62,0.161,453.61
8.679,15,12,11,7,2,23.708,25.017,21,39.029,19,44.235,39,40,0.175,273.37
8.222,14,12,11,7,3,21.875,22.705,20,35.371,16,39.531,35,36,0.194,260.32
7.18,22,13,12,6,1,31.574,33.847,29,50.352,25,57.272,51,54,0.111,347.5
7.55,15,17,16,6,1,24.643,25.938,24,37.331,15,41.697,37,39,0.154,313.42
7.534,24,17,16,5,3,35.53,37.517,34,56.891,27,64.106,57,61,0.082,405.54
7.088,10,6,5,6,2,18.181,19.256,15,32.145,17,36.82,32,32,0.188,211.3
6.81,11,6,5,9,3,20.423,21.472,17,36.356,19,41.445,36,36,0.25,241.33
8.705,26,17,16,5,3,37.562,40.034,35,60.556,30,68.438,61,65,0.077,418.58
8.0,28,19,17,12,5,44.966,46.659,42,73.912,34,83.106,73,76,0.158,539.67
8.301,29,13,11,12,4,47.359,50.251,42,81.119,42,92.558,81,84,0.143,543.76
7.9,15,16,16,6,0,24.095,25.455,23,37.134,16,41.927,37,39,0.154,301.81
7.3,15,12,11,8,2,24.004,26.671,21,36.996,17,41.458,37,38,0.211,384.24
7.37,20,8,6,8,3,31.53,33.517,29,52.891,27,60.106,53,56,0.143,357.5
8.301,29,24,22,10,4,45.385,47.33,44,70.894,30,78.986,70,74,0.135,563.71
7.4,15,16,16,6,2,23.676,24.5,23,37.363,16,41.903,37,39,0.154,284.35
7.357,14,12,11,6,1,21.632,23.443,19,33.793,16,38.032,34,35,0.171,260.39
9.167,19,17,15,7,3,31.158,32.887,30,49.418,22,55.278,49,52,0.135,386.52
7.747,22,17,16,5,1,32.068,34.091,30,50.571,24,57.355,51,54,0.093,360.5
8.009,25,17,17,9,1,38.197,41.143,34,63.207,33,72.514,64,67,0.134,419.63
8.709,22,17,16,5,2,30.629,32.228,29,47.989,22,53.824,48,51,0.098,351.45
7.9,13,5,5,6,1,22.047,24.086,18,39.469,23,45.856,40,41,0.146,237.39
8.665,24,13,12,5,0,33.913,36.915,31,54.792,29,62.893,56,60,0.083,359.56
6.481,12,6,6,3,0,18.257,20.103,15,31.272,18,36.318,32,33,0.091,190.32
8.325,20,12,12,6,1,28.058,30.597,24,46.032,25,52.69,47,49,0.122,295.46
7.398,23,15,12,8,3,34.003,35.756,31,54.007,25,60.69,54,56,0.143,391.51
7.67,20,9,6,11,4,33.991,36.898,28,58.843,32,66.982,59,60,0.183,396.61
7.56,22,7,6,12,2,34.428,37.864,27,60.879,36,70.474,62,63,0.19,360.6
8.55,27,13,12,7,2,39.428,42.864,34,65.879,36,75.474,67,70,0.1,420.65
8.187,13,6,5,3,0,19.257,21.103,16,32.272,18,37.318,33,34,0.088,202.33
5.39,18,6,6,4,0,26.891,29.91,22,46.69,28,54.394,48,50,0.08,272.48
7.886,16,12,11,5,2,23.687,25.012,22,37.927,18,42.737,38,40,0.125,270.36
7.58,11,7,6,2,2,16.612,17.483,15,27.058,13,30.408,27,28,0.071,191.25
7.638,11,13,11,5,2,18.622,18.977,18,29.596,12,33.073,29,30,0.167,232.27
8.387,28,18,16,10,5,45.493,47.421,42,75.796,36,85.521,75,78,0.128,541.69
6.588,24,17,16,5,4,36.245,37.972,35,58.218,27,65.315,58,62,0.081,421.54
7.76,28,13,12,8,2,41.976,45.631,36,70.865,39,81.387,72,75,0.107,449.7
6.591,30,19,18,6,0,39.945,43.432,37,62.458,32,71.225,64,69,0.087,420.64
9.3,20,12,11,9,0,32.422,35.665,28,52.411,27,59.84,53,55,0.164,391.03
6.796,14,6,6,4,1,21.004,23.074,17,36.265,21,41.86,37,38,0.105,219.36
7.329,21,17,16,4,1,28.499,30.319,27,43.483,20,48.943,44,47,0.085,316.43
7.785,12,11,11,5,1,19.235,21.693,17,28.902,13,32.418,29,30,0.167,328.17
7.17,23,14,12,9,4,35.134,36.665,32,57.512,27,64.572,57,59,0.153,414.52
6.553,13,8,6,4,2,20.687,22.012,18,34.927,18,39.737,35,36,0.111,234.33
8.149,17,11,11,3,0,23.289,25.62,20,37.938,21,43.65,39,41,0.073,239.39
8.51,21,16,16,4,0,30.88,33.398,28,50.127,26,57.56,51,54,0.074,334.51
6.488,15,12,11,7,3,23.402,24.466,21,38.254,18,42.946,38,39,0.179,274.35
7.6,19,17,17,7,1,26.882,28.256,25,41.996,19,47.283,42,44,0.159,310.4
9.027,32,24,22,12,5,49.493,51.421,47,79.796,36,89.521,79,83,0.145,589.73
8.2,24,15,12,10,4,36.772,38.733,33,60.101,29,67.73,60,62,0.161,423.56
9.237,22,16,16,7,1,33.122,35.614,30,54.338,28,62.185,55,58,0.121,364.54
6.62,23,13,12,9,4,36.427,37.301,34,60.421,27,67.666,59,61,0.148,452.52
5.68,26,12,12,7,0,36.998,40.955,31,62.225,36,72.055,64,67,0.104,376.64
7.85,27,18,18,7,0,36.945,40.432,32,59.458,32,68.225,61,64,0.109,384.61
7.9,19,6,5,8,0,31.648,35.33,26,54.854,32,63.726,56,58,0.138,348.62
7.699,21,6,6,6,3,33.089,35.796,29,57.44,32,65.853,58,61,0.098,360.55
8.43,24,8,6,14,4,38.384,41.535,31,67.418,38,77.308,68,69,0.203,418.64
8.155,19,12,11,11,2,28.794,31.057,24,48.461,26,55.398,49,50,0.22,314.47
8.5,15,12,11,8,0,25.315,27.62,22,39.876,19,45.179,40,41,0.195,322.9
7.6,15,16,16,6,1,23.789,24.904,23,36.36,15,40.638,36,38,0.158,302.79
8.59,29,2,0,4,1,44.895,49.984,37,79.956,49,93.254,82,86,0.047,455.81
9.745,13,6,5,2,0,19.257,21.103,16,32.272,18,37.318,33,34,0.059,202.33
7.854,14,12,11,7,2,21.988,23.108,20,34.367,15,38.266,34,35,0.2,278.76
7.21,29,9,6,3,2,44.195,48.796,39,74.607,42,85.639,76,81,0.037,482.8
6.86,30,10,6,3,2,45.69,50.04,41,75.825,41,86.723,77,82,0.037,507.81
9.31,29,2,0,4,1,44.895,49.984,37,79.956,49,93.254,82,86,0.047,455.81
6.81,29,8,6,2,1,42.788,46.938,38,72.421,41,83.593,74,79,0.025,447.73
7.62,30,8,6,2,0,43.073,47.484,38,72.094,41,83.384,74,79,0.025,443.74
6.53,26,2,0,1,1,40.315,44.7,34,71.305,43,83.008,73,77,0.013,413.72
6.62,25,3,0,3,2,41.217,45.802,35,72.708,43,84.138,74,78,0.038,449.78
6.42,27,2,0,2,1,40.294,44.694,35,70.203,42,81.51,72,77,0.026,410.71
7.42,30,8,6,2,1,43.294,47.694,38,73.203,42,84.51,75,80,0.025,446.74
8.62,26,12,12,5,0,36.998,40.955,31,62.225,36,72.055,64,67,0.075,376.64
7.15,26,19,18,6,1,35.079,37.603,32,54.134,26,61.188,55,58,0.103,382.54
8.879,21,12,12,5,0,29.891,32.91,25,49.69,28,57.394,51,53,0.094,308.51
8.59,23,12,12,7,0,32.945,36.432,27,55.458,32,64.225,57,59,0.119,336.57
8.5,25,12,12,9,0,35.998,39.955,29,61.225,36,71.055,63,65,0.138,364.63
7.71,20,12,12,7,0,28.891,31.91,23,48.69,28,56.394,50,51,0.137,296.5
8.24,25,12,12,5,0,35.472,39.194,30,59.341,34,68.64,61,64,0.078,362.61
7.27,26,13,12,9,1,37.713,41.41,31,63.552,36,73.264,65,67,0.134,392.64
8.5,26,12,12,13,0,38.052,42.478,29,65.992,40,76.885,68,69,0.188,380.68
7.97,26,12,12,10,0,37.525,41.717,30,64.108,38,74.47,66,68,0.147,378.66
7.8,19,0,0,10,0,30.525,34.717,22,57.108,38,67.47,59,60,0.167,294.59
7.26,28,12,12,7,0,40.052,44.478,33,67.992,40,78.885,70,73,0.096,404.7
8.08,25,12,12,6,0,35.472,39.194,30,59.341,34,68.64,61,64,0.094,362.61
5.0,18,16,15,2,1,25.993,27.563,25,40.702,19,46.026,41,44,0.045,293.4
6.532,8,6,5,5,1,15.434,16.284,13,27.153,14,31.279,27,27,0.185,182.26
7.77,17,6,6,8,1,26.412,29.216,21,45.24,26,52.049,46,47,0.17,295.89
8.1,16,12,11,9,0,26.841,29.381,23,42.76,21,48.594,43,44,0.205,336.93
4.0,12,7,6,6,0,20.272,22.608,16,32.673,17,37.182,33,33,0.182,256.83
7.886,22,8,6,4,1,33.154,36.131,29,56.003,31,64.517,57,60,0.067,353.56
7.569,20,9,6,5,2,31.508,34.466,28,52.421,28,59.733,53,56,0.089,360.57
8.222,25,14,12,5,1,35.627,38.37,33,57.12,29,65.102,58,62,0.081,387.57
5.3,17,7,6,7,0,27.379,30.654,22,45.207,25,51.843,46,47,0.149,324.96
8.155,27,14,12,6,1,37.66,40.887,34,60.785,32,69.434,62,66,0.091,400.61
7.796,25,8,6,5,1,37.208,40.654,33,62.77,35,72.348,64,68,0.074,393.63
9.155,26,8,6,5,2,38.428,41.864,34,64.879,36,74.474,66,70,0.071,408.64
9.523,28,14,12,6,1,39.186,42.648,35,63.669,34,72.849,65,69,0.087,414.64
9.0,26,14,12,5,1,37.154,40.131,34,60.003,31,68.517,61,65,0.077,401.6
7.921,22,9,6,6,2,34.562,37.989,30,58.189,32,66.563,59,62,0.097,388.63
7.481,23,14,12,6,2,34.965,35.875,34,56.101,24,62.915,55,58,0.103,431.5
8.0,20,12,11,6,2,31.643,33.921,28,51.887,26,58.84,52,54,0.111,375.94
9.398,23,11,10,5,3,36.734,37.853,36,61.196,28,68.955,60,64,0.078,451.54
8.222,24,14,12,4,2,35.199,37.0,34,56.076,26,63.236,56,60,0.067,407.53
9.699,24,11,10,5,3,38.26,39.614,37,64.079,30,72.37,63,67,0.075,465.57
8.745,25,14,12,4,2,36.342,38.824,34,58.447,29,66.311,59,63,0.063,403.57
8.638,25,14,12,4,2,37.492,38.637,37,59.985,26,67.33,59,63,0.063,457.54
8.301,23,8,6,5,1,33.66,36.887,29,56.785,32,65.434,58,61,0.082,352.57
8.222,21,8,6,5,2,31.321,33.819,28,52.345,28,59.813,53,56,0.089,340.51
7.611,22,2,0,1,1,33.186,36.648,29,57.669,34,66.849,59,63,0.016,342.58
6.59,25,2,0,1,1,37.767,41.932,32,66.319,40,77.095,68,72,0.014,384.67
7.921,22,14,12,6,2,32.289,34.302,30,51.68,25,58.481,52,55,0.109,363.5
9.398,24,8,6,5,1,35.186,38.648,30,59.669,34,68.849,61,64,0.078,366.6
9.398,26,8,6,5,1,37.713,41.41,33,63.552,36,73.264,65,69,0.072,392.64
8.102,26,2,0,3,2,42.491,46.722,37,71.501,39,81.551,72,76,0.039,518.02
8.301,23,13,10,5,4,39.162,40.716,37,65.483,30,73.5,64,67,0.075,501.63
6.18,19,12,12,2,0,29.375,31.643,27,48.345,25,55.644,49,52,0.038,323.49
5.806,18,12,11,9,2,30.339,33.006,26,48.138,23,54.164,48,49,0.184,473.24
6.61,16,13,12,2,0,25.289,26.603,24,39.912,18,45.481,40,42,0.048,294.4
6.92,15,13,12,2,0,23.762,24.841,23,37.029,16,42.066,37,39,0.051,280.37
8.165,22,16,16,6,1,32.101,34.608,29,52.236,27,59.687,53,56,0.107,349.52
8.398,22,11,10,4,3,34.584,37.04,31,58.658,31,66.936,59,62,0.065,385.56
8.155,21,11,10,4,3,33.057,35.279,30,55.774,29,63.521,56,59,0.068,371.53
8.398,23,13,10,5,4,38.779,40.779,36,64.97,31,73.16,64,67,0.075,483.64
6.558,20,6,6,6,3,31.562,34.035,28,54.556,30,62.438,55,58,0.103,346.52
8.699,21,11,10,4,3,32.53,34.517,31,53.891,27,61.106,54,58,0.069,369.51
8.301,24,12,10,4,3,37.877,39.677,35,63.567,31,72.031,63,66,0.061,447.58
8.405,21,6,6,6,2,32.374,35.341,28,56.112,32,64.643,57,60,0.1,344.55
7.553,21,11,10,4,2,33.364,35.83,30,56.549,30,64.81,57,60,0.067,370.55
8.405,22,6,6,6,2,33.901,37.103,29,58.996,34,68.059,60,63,0.095,358.58
7.423,20,6,6,6,3,31.562,34.035,28,54.556,30,62.438,55,58,0.103,346.52
7.854,21,11,10,4,3,33.057,35.279,30,55.774,29,63.521,56,59,0.068,371.53
8.523,22,11,10,4,2,34.636,36.461,32,58.356,29,66.406,58,61,0.066,405.54
8.523,22,11,10,4,2,34.636,36.461,32,58.356,29,66.406,58,61,0.066,405.54
8.155,21,13,10,4,4,34.959,37.381,32,58.178,29,65.65,58,61,0.066,419.6
9.0,23,11,10,5,3,37.26,38.614,35,63.079,30,71.37,62,65,0.077,453.56
8.301,25,11,10,5,2,39.216,41.745,35,67.007,35,76.652,67,70,0.071,447.63
8.342,21,6,6,6,3,33.089,35.796,29,57.44,32,65.853,58,61,0.098,360.55
8.62,22,12,12,9,0,31.945,35.432,25,54.458,32,63.225,56,57,0.158,324.56
8.64,34,9,6,5,2,50.61,55.438,44,86.283,49,99.463,88,93,0.054,531.86
8.398,28,19,16,6,4,44.689,46.478,43,72.367,32,80.915,71,75,0.08,563.7
8.155,12,12,10,4,4,18.515,18.631,18,28.829,11,31.412,28,29,0.138,233.24
7.951,29,7,5,3,1,43.481,48.342,38,73.279,42,84.43,75,80,0.038,466.8
6.851,25,3,0,3,2,40.195,44.796,34,70.607,42,81.639,72,76,0.039,434.76
6.59,25,2,0,2,2,38.482,42.387,33,67.647,40,78.304,69,73,0.027,400.67
8.541,29,2,0,4,1,44.895,49.984,37,79.956,49,93.254,82,86,0.047,455.81
6.71,31,9,6,2,1,44.788,48.938,40,74.421,41,85.593,76,81,0.025,471.75
8.17,31,3,0,5,2,48.137,53.2,40,85.166,51,98.879,87,91,0.055,497.85
7.921,26,15,12,7,2,38.561,41.989,35,62.189,32,70.563,63,67,0.104,436.67
7.699,23,8,6,5,1,34.681,37.893,30,58.887,33,67.932,60,63,0.079,367.59
8.398,24,8,6,5,2,35.374,38.341,32,59.112,32,67.643,60,64,0.078,380.58
8.13,26,12,12,6,0,36.998,40.955,31,62.225,36,72.055,64,67,0.09,376.64
7.81,23,12,12,5,1,33.133,36.126,29,54.901,30,63.019,56,59,0.085,350.55
7.77,25,15,12,6,2,37.035,40.228,34,59.305,30,67.148,60,64,0.094,422.64
6.75,26,13,12,9,1,37.713,41.41,31,63.552,36,73.264,65,67,0.134,392.64
7.921,24,8,6,4,2,36.396,39.347,33,61.214,33,70.142,62,66,0.061,395.6
7.678,26,14,12,5,1,36.133,39.125,33,57.901,30,66.019,59,63,0.079,386.58
9.2,21,13,12,4,2,31.289,33.302,29,50.68,25,57.481,51,54,0.074,351.49
7.87,18,7,6,1,1,29.09,31.097,28,48.672,25,55.853,49,53,0.019,327.48
6.0,23,2,0,1,1,34.713,38.41,30,60.552,36,70.264,62,66,0.015,356.61
7.886,23,11,10,5,4,37.448,38.307,37,62.523,28,70.164,61,65,0.077,467.54
8.523,25,8,6,5,1,36.186,39.648,32,60.669,34,69.849,62,66,0.076,378.61
7.71,22,16,16,6,1,31.079,33.603,28,50.134,26,57.188,51,54,0.111,334.5
8.699,24,12,10,5,2,37.657,39.466,35,62.458,30,70.904,62,65,0.077,444.58
7.036,19,6,6,6,3,30.562,33.035,26,53.556,30,61.438,54,56,0.107,334.51
7.432,23,11,10,5,3,36.111,38.802,32,61.541,33,70.351,62,65,0.077,399.59
7.022,21,11,10,4,3,33.057,35.279,30,55.774,29,63.521,56,59,0.068,371.53
7.041,21,11,10,6,3,33.057,35.279,30,55.774,29,63.521,56,59,0.102,371.53
7.276,23,11,10,4,2,35.396,38.347,31,60.214,33,69.142,61,64,0.063,383.59
8.301,24,12,10,4,3,38.755,39.858,38,64.298,29,72.453,63,67,0.06,478.57
9.523,28,17,16,5,2,43.344,45.699,41,68.77,31,77.124,68,72,0.069,550.52
9.0,24,11,10,5,2,38.839,39.796,37,65.661,30,74.255,64,67,0.075,487.57
6.917,21,6,6,6,3,33.089,35.796,29,57.44,32,65.853,58,61,0.098,360.55
6.425,19,6,6,6,3,30.562,33.035,26,53.556,30,61.438,54,56,0.107,334.51
8.523,27,14,12,5,1,37.66,40.887,34,60.785,32,69.434,62,66,0.076,400.61
6.951,19,12,12,2,0,26.694,28.563,25,42.552,21,48.488,43,46,0.043,296.42
7.292,8,6,5,5,0,15.907,17.478,13,26.902,14,30.989,27,27,0.185,198.33
6.585,8,6,5,4,0,15.38,16.716,14,25.018,12,28.574,25,26,0.154,196.31
7.208,5,5,5,2,0,9.645,10.301,8,16.956,9,19.741,17,17,0.118,111.17
9.0,6,6,5,4,0,12.853,13.955,11,21.134,10,24.159,21,21,0.19,170.27
6.301,9,6,5,5,0,17.434,19.239,14,29.785,16,34.404,30,30,0.167,212.36
8.398,6,5,5,2,0,11.171,12.063,9,19.84,11,23.156,20,20,0.1,125.2
7.19,24,18,17,2,0,32.332,34.631,31,49.141,23,55.647,50,54,0.037,353.5
7.03,19,12,12,3,1,27.026,29.08,25,43.367,22,49.358,44,47,0.064,294.43
8.37,22,14,12,7,2,34.035,37.228,29,56.305,30,64.148,57,59,0.119,386.61
7.9,24,14,12,6,2,36.561,39.989,32,60.189,32,68.563,61,64,0.094,412.65
8.502,22,14,12,9,3,34.75,37.682,30,57.632,30,65.358,58,60,0.15,402.61
6.84,19,12,12,2,0,26.311,28.625,24,42.04,22,48.149,43,46,0.043,278.43
7.66,21,13,12,3,1,29.552,31.841,27,47.251,24,53.773,48,51,0.059,320.47
6.0,19,13,12,2,0,26.279,28.108,25,40.374,19,45.817,41,44,0.045,289.41
8.73,25,20,18,7,2,36.508,39.466,33,57.421,28,64.733,58,61,0.115,420.62
6.0,20,13,12,2,0,27.805,29.87,26,43.258,21,49.232,44,47,0.043,303.44
7.22,19,13,12,2,0,26.279,28.108,25,40.374,19,45.817,41,44,0.045,289.41
7.31,17,13,11,10,4,26.643,27.682,24,43.465,20,48.571,43,44,0.227,316.39
6.301,8,6,5,5,0,15.907,17.478,13,26.902,14,30.989,27,27,0.185,198.33
7.45,21,13,12,3,0,29.332,31.631,27,46.141,23,52.647,47,50,0.06,317.47
9.19,25,14,12,7,3,38.803,42.205,34,64.4,34,73.188,65,68,0.103,442.68
7.824,7,6,5,4,0,14.38,15.716,12,24.018,12,27.574,24,24,0.167,184.3
9.0,22,17,16,5,2,30.629,32.228,29,47.989,22,53.824,48,51,0.098,351.45
6.3,6,5,5,3,1,10.865,11.511,9,19.065,10,21.867,19,19,0.158,126.18
7.4,21,13,12,3,1,29.552,31.841,27,47.251,24,53.773,48,51,0.059,320.47
6.78,19,12,12,2,0,27.336,29.978,25,42.269,21,47.99,43,46,0.043,357.32
8.6,23,14,12,8,2,35.035,38.228,31,57.305,30,65.148,58,61,0.131,398.62
9.53,26,20,18,8,2,38.035,41.228,34,60.305,30,68.148,61,64,0.125,434.65
9.74,25,20,18,8,2,37.529,40.472,34,59.523,29,67.231,60,63,0.127,435.64
8.34,19,14,12,5,2,29.454,31.944,26,47.654,24,53.903,48,50,0.1,344.52
8.725,24,14,12,7,3,37.276,40.444,33,61.516,32,69.773,62,65,0.108,428.65
8.29,25,14,12,8,3,38.803,42.205,34,64.4,34,73.188,65,68,0.118,442.68
6.0,23,13,12,5,0,32.386,35.154,29,51.909,27,59.477,53,56,0.089,345.53
6.07,22,13,12,3,0,30.859,33.393,28,49.025,25,56.062,50,53,0.057,331.5
6.27,22,13,12,4,0,30.859,33.393,28,49.025,25,56.062,50,53,0.075,331.5
9.03,23,16,12,6,4,37.651,40.784,34,61.036,30,68.487,61,64,0.094,462.69
8.611,23,14,12,6,3,35.749,38.682,32,58.632,30,66.358,59,62,0.097,414.62
6.05,20,13,12,2,0,27.805,29.87,26,43.258,21,49.232,44,47,0.043,303.44
6.17,13,6,6,1,0,20.282,22.455,18,32.502,17,37.16,33,35,0.029,281.22
8.553,23,14,12,7,5,36.158,38.585,33,59.185,29,66.278,59,62,0.113,431.6
8.851,23,14,12,8,2,35.561,38.989,30,59.189,32,67.563,60,62,0.129,400.64
6.34,23,17,17,2,0,31.221,33.324,30,48.436,23,54.904,49,53,0.038,346.48
6.84,24,13,12,2,1,32.585,35.358,30,51.916,27,59.105,53,57,0.035,345.52
8.15,25,14,12,6,3,38.803,42.205,34,64.4,34,73.188,65,68,0.088,442.68
6.7,19,13,12,2,0,26.279,28.108,25,40.374,19,45.817,41,44,0.045,289.41
6.0,20,13,12,2,0,27.805,29.87,26,43.258,21,49.232,44,47,0.043,303.44
6.0,23,13,12,4,0,32.386,35.154,29,51.909,27,59.477,53,56,0.071,345.53
6.0,19,13,12,2,0,26.279,28.108,25,40.374,19,45.817,41,44,0.045,289.41
8.79,24,14,12,6,2,36.561,39.989,32,60.189,32,68.563,61,64,0.094,412.65
6.0,17,11,11,1,0,24.809,27.216,23,38.385,19,43.575,39,42,0.024,331.28
8.64,23,14,12,7,2,35.035,38.228,31,57.305,30,65.148,58,61,0.115,398.62
8.16,23,14,12,8,3,36.276,39.444,31,60.516,32,68.773,61,63,0.127,416.64
7.34,23,13,12,1,0,30.838,33.387,29,47.923,24,54.564,49,53,0.019,328.49
6.4,23,13,12,4,0,31.859,34.393,30,50.025,25,57.062,51,55,0.073,343.51
8.1,22,14,12,7,2,34.035,37.228,29,56.305,30,64.148,57,59,0.119,386.61
6.0,19,12,12,2,0,26.311,28.625,24,42.04,22,48.149,43,46,0.043,278.43
7.53,20,13,12,2,0,27.805,29.87,26,43.258,21,49.232,44,47,0.043,303.44
8.34,20,13,12,2,0,27.805,29.87,26,43.258,21,49.232,44,47,0.043,303.44
8.75,23,14,12,6,3,35.749,38.682,32,58.632,30,66.358,59,62,0.097,414.62
7.61,20,12,12,3,1,28.552,30.841,26,46.251,24,52.773,47,50,0.06,308.46
9.3,27,20,18,6,2,39.035,42.228,36,61.305,30,69.148,62,66,0.091,446.66
7.79,23,14,12,8,2,35.561,38.989,30,59.189,32,67.563,60,62,0.129,400.64
6.0,17,6,6,1,1,24.531,26.836,22,41.149,23,47.275,42,45,0.022,257.41
6.38,24,13,12,2,1,32.585,35.358,30,51.916,27,59.105,53,57,0.035,345.52
8.432,21,14,12,7,2,32.508,35.466,28,53.421,28,60.733,54,56,0.125,372.58
6.86,20,12,12,3,0,27.838,30.387,25,44.923,24,51.564,46,49,0.061,292.46
7.96,21,14,12,7,2,32.508,35.466,28,53.421,28,60.733,54,56,0.125,372.58
7.664,24,17,16,4,1,34.928,37.466,33,54.56,26,61.631,55,59,0.068,407.98
7.04,6,5,5,1,0,10.645,11.301,10,17.956,9,20.741,18,19,0.053,123.18
7.6,19,17,17,7,1,26.499,28.319,24,41.483,20,46.943,42,44,0.159,292.41
8.35,23,13,11,11,3,36.605,39.046,32,61.76,32,70.434,62,64,0.172,412.59
8.24,23,13,11,10,3,37.265,39.932,34,60.952,30,68.939,61,64,0.156,442.64
8.03,23,7,6,12,2,35.955,39.626,28,63.763,38,73.889,65,66,0.182,374.63
6.9,19,17,17,7,1,27.524,29.671,25,41.712,19,46.784,42,44,0.159,371.3
7.84,30,9,6,16,5,48.755,52.802,39,86.265,49,99.092,87,88,0.182,531.82
7.92,24,8,6,10,3,38.164,41.324,32,66.309,37,76.182,67,69,0.145,415.64
8.4,31,15,12,13,5,47.647,50.756,42,79.73,41,90.431,80,83,0.157,535.75
6.88,32,20,18,11,3,46.164,49.324,42,74.309,37,84.182,75,79,0.139,511.72
7.6,19,17,17,7,1,27.265,28.194,26,42.509,18,47.622,42,44,0.159,328.39
7.78,23,12,11,12,2,36.583,39.995,31,61.29,33,70.062,62,64,0.188,415.66
7.8,25,13,11,11,3,38.803,42.205,33,64.4,34,73.188,65,67,0.164,442.68
8.64,20,8,6,9,3,32.057,34.279,28,54.774,29,62.521,55,57,0.158,359.52
6.398,12,5,5,8,0,19.311,21.625,14,35.04,22,41.149,36,36,0.222,194.36
8.33,23,8,6,9,3,36.111,38.802,32,61.541,33,70.351,62,65,0.138,399.59
7.35,23,13,11,11,4,36.299,38.495,32,60.985,31,69.145,61,63,0.175,413.57
7.64,24,13,11,10,3,37.771,40.688,34,61.734,31,69.856,62,65,0.154,441.65
7.83,29,9,6,15,5,47.228,51.04,38,83.381,47,95.676,84,85,0.176,517.79
6.7,20,17,17,7,1,29.176,29.892,28,45.905,19,51.377,45,47,0.149,360.41
7.67,22,8,6,11,3,35.637,38.563,29,62.425,35,71.766,63,64,0.172,389.6
8.883,8,5,5,3,0,13.698,14.824,12,23.723,13,27.571,24,25,0.12,151.24
8.62,27,9,6,15,6,44.889,47.972,37,78.941,43,90.055,79,80,0.188,505.73
7.6,23,8,6,9,4,36.331,39.012,31,62.65,34,71.477,63,65,0.138,402.59
9.3,20,8,6,9,3,32.057,34.279,28,54.774,29,62.521,55,57,0.158,359.52
8.14,21,8,6,10,4,33.804,36.25,28,58.767,32,67.062,59,60,0.167,376.55
8.05,21,8,6,9,3,33.584,36.04,29,57.658,31,65.936,58,60,0.15,373.55
8.07,25,13,11,11,4,38.331,41.012,33,64.65,34,73.477,65,67,0.164,426.61
7.7,13,11,11,6,1,19.445,20.796,17,31.716,16,36.112,32,33,0.182,216.31
6.301,12,6,5,7,0,18.784,20.864,14,33.156,20,38.733,34,34,0.206,192.34
8.34,23,13,11,10,3,37.1,39.29,34,61.978,31,70.517,62,65,0.154,425.59
7.36,27,14,12,11,3,40.637,43.563,36,67.425,35,76.766,68,71,0.155,449.65
8.27,19,8,6,9,4,30.75,32.728,26,53.0,28,60.232,53,54,0.167,348.49
7.74,24,14,12,11,3,37.605,40.046,33,62.76,32,71.434,63,65,0.169,424.6
7.1,19,17,17,7,1,27.326,29.176,25,41.807,19,46.887,42,44,0.159,326.85
7.27,32,15,12,16,5,50.722,54.285,43,86.599,46,98.759,87,89,0.18,566.82
7.98,24,13,11,11,4,36.804,39.25,32,61.767,32,70.062,62,64,0.172,412.58
8.72,22,8,6,11,3,35.637,38.563,29,62.425,35,71.766,63,64,0.172,389.6
8.35,23,8,6,11,3,36.143,39.319,29,63.207,36,72.683,64,65,0.169,388.61
7.1,24,8,6,12,3,38.691,42.086,31,68.192,39,78.597,69,70,0.171,417.66
8.36,20,8,6,8,3,31.53,33.517,29,52.891,27,60.106,53,56,0.143,357.5
