pXC50,Sv,MW,Sp,nAT,Se,nBT,Si,nBO,nSK,SCBO,nH,nC,RBN,nN,AMW,C.,H.,Me,Mi,Mp,Mv,N.,nAB,nB,nBM,nBR
5.4,30.342,414.38,29.563,43,45.222,46,49.504,33,30,45.0,13,19,3,6,9.637,44.2,30.2,1.052,1.151,0.688,0.706,14.0,22,0,23,0
5.0,41.999,507.63,43.478,67,67.81,70,76.438,40,37,52.0,30,26,13,7,7.577,38.8,44.8,1.012,1.141,0.649,0.627,10.4,22,0,23,0
5.0,28.983,343.42,30.051,43,43.138,46,48.192,29,26,41.0,17,20,3,5,7.987,46.5,39.5,1.003,1.121,0.699,0.674,11.6,22,0,23,0
5.0,30.509,357.45,31.813,46,46.022,49,51.607,30,27,42.0,19,21,3,5,7.771,45.7,41.3,1.0,1.122,0.692,0.663,10.9,22,0,23,0
5.0,46.54,570.67,47.693,72,73.171,77,81.601,47,42,61.5,30,29,10,8,7.926,40.3,41.7,1.016,1.133,0.662,0.646,11.1,27,0,28,0
5.013,34.772,414.51,36.034,53,53.334,56,59.73,34,31,46.0,22,23,5,6,7.821,43.4,41.5,1.006,1.127,0.68,0.656,11.3,18,0,21,0
5.0,26.531,312.42,27.819,43,43.123,45,49.106,25,23,33.0,20,16,3,6,7.266,37.2,46.5,1.003,1.142,0.647,0.617,14.0,10,0,12,0
5.0,34.964,463.92,35.466,54,55.749,56,61.429,34,32,43.0,22,20,4,5,8.591,37.0,40.7,1.032,1.138,0.657,0.647,9.3,12,0,14,0
5.0,30.893,375.44,31.75,46,46.534,49,51.947,31,28,43.0,18,21,3,5,8.162,45.7,39.1,1.012,1.129,0.69,0.672,10.9,22,0,23,0
5.0,33.535,431.92,34.557,52,53.094,54,59.01,32,30,41.0,22,20,3,5,8.306,38.5,42.3,1.021,1.135,0.665,0.645,9.6,12,0,14,0
5.0,33.405,466.95,34.142,50,51.833,52,56.807,33,31,44.0,19,18,2,6,9.339,36.0,38.0,1.037,1.136,0.683,0.668,12.0,12,0,16,0
5.0,17.886,213.26,18.517,27,27.167,29,30.365,18,16,24.5,11,12,1,3,7.899,44.4,40.7,1.006,1.125,0.686,0.662,11.1,11,0,12,0
5.0,28.961,340.41,30.046,42,42.036,46,46.694,30,26,42.0,16,21,2,4,8.105,50.0,38.1,1.001,1.112,0.715,0.69,9.5,22,0,23,0
5.0,25.323,307.35,25.978,37,37.447,40,41.535,26,23,35.5,14,18,2,3,8.307,48.6,37.8,1.012,1.123,0.702,0.684,8.1,17,0,18,0
5.0,27.665,346.38,27.989,40,40.8,43,45.069,29,26,40.5,14,18,2,6,8.659,45.0,35.0,1.02,1.127,0.7,0.692,15.0,23,0,23,0
7.523,36.665,439.5,37.688,54,54.567,61,60.069,40,33,53.0,21,26,1,3,8.139,48.1,38.9,1.011,1.112,0.698,0.679,5.6,24,0,25,0
5.689,48.793,570.69,50.739,73,73.203,81,81.228,51,43,68.0,30,35,3,4,7.818,47.9,41.1,1.003,1.113,0.695,0.668,5.5,30,0,32,0
5.0,29.532,378.46,30.631,42,42.625,45,46.954,30,27,42.0,15,20,3,4,9.011,47.6,35.7,1.015,1.118,0.729,0.703,9.5,22,0,23,0
5.0,31.169,448.82,30.421,43,45.545,46,49.448,34,31,46.0,12,19,4,6,10.438,44.2,27.9,1.059,1.15,0.707,0.725,14.0,22,0,23,0
5.0,26.531,312.42,27.819,43,43.123,45,49.106,25,23,33.0,20,16,3,6,7.266,37.2,46.5,1.003,1.142,0.647,0.617,14.0,10,0,12,0
5.0,25.864,322.35,26.193,38,38.807,40,42.697,26,24,36.0,14,17,5,4,8.483,44.7,36.8,1.021,1.124,0.689,0.681,10.5,18,0,19,0
5.0,27.665,346.38,27.989,40,40.8,43,45.069,29,26,41.0,14,18,5,6,8.659,45.0,35.0,1.02,1.127,0.7,0.692,15.0,22,0,23,0
5.0,32.654,404.95,34.415,53,53.425,55,60.505,30,28,38.0,25,19,8,6,7.641,35.8,47.2,1.008,1.142,0.649,0.616,11.3,12,0,14,0
5.0,34.718,475.4,36.597,54,54.523,57,61.161,33,30,41.5,24,22,6,4,8.804,40.7,44.4,1.01,1.133,0.678,0.643,7.4,17,0,17,1
5.006,34.47,471.97,35.477,50,51.396,53,56.472,35,32,46.5,18,20,3,7,9.439,40.0,36.0,1.028,1.129,0.71,0.689,14.0,17,0,19,0
5.0,32.751,387.48,34.029,50,50.232,54,56.232,33,29,43.5,21,22,5,5,7.75,44.0,42.0,1.005,1.125,0.681,0.655,10.0,17,0,18,0
5.0,22.268,255.36,23.597,36,35.811,38,40.983,21,19,28.5,17,14,3,5,7.093,38.9,47.2,0.995,1.138,0.655,0.619,13.9,15,0,15,0
5.0,36.025,532.46,37.642,56,57.541,58,64.128,34,32,41.5,24,20,10,5,9.508,35.7,42.9,1.028,1.145,0.672,0.643,8.9,11,0,13,1
5.0,41.756,529.57,42.159,61,62.53,65,69.453,43,39,58.5,22,28,6,7,8.681,45.9,36.1,1.025,1.139,0.691,0.685,11.5,29,0,30,0
5.0,30.64,368.45,31.722,48,48.527,51,54.489,30,27,38.5,21,20,4,4,7.676,41.7,43.8,1.011,1.135,0.661,0.638,8.3,17,0,17,0
4.509,18.741,217.31,19.836,31,30.927,33,35.568,18,16,23.0,15,11,2,5,7.01,35.5,48.4,0.998,1.147,0.64,0.605,16.1,10,0,10,0
4.42,17.907,222.35,19.478,29,28.902,30,32.989,16,15,21.0,14,10,5,4,7.667,34.5,48.3,0.997,1.138,0.672,0.617,13.8,10,0,10,0
5.0,35.797,476.89,35.995,49,50.596,53,54.942,38,34,52.0,15,25,4,4,9.732,51.0,30.6,1.033,1.121,0.735,0.731,8.2,24,0,26,0
5.0,22.239,308.35,22.534,33,34.327,34,37.412,22,21,30.5,12,12,5,4,9.344,36.4,36.4,1.04,1.134,0.683,0.674,12.1,11,0,14,0
5.0,33.213,411.46,33.756,48,48.785,52,53.983,35,31,49.5,17,22,5,7,8.572,45.8,35.4,1.016,1.125,0.703,0.692,14.6,27,0,28,0
5.0,33.702,441.46,33.637,50,51.763,53,57.623,35,32,46.0,18,21,3,7,8.829,42.0,36.0,1.035,1.152,0.673,0.674,14.0,18,0,20,0
5.0,24.214,287.35,25.074,35,35.043,38,39.152,25,22,36.0,13,17,2,5,8.21,48.6,37.1,1.001,1.119,0.716,0.692,14.3,22,0,22,0
5.0,30.971,366.46,32.239,49,49.342,51,55.358,29,27,38.0,22,20,7,4,7.479,40.8,44.9,1.007,1.13,0.658,0.632,8.2,18,0,18,0
5.0,30.048,394.47,30.881,43,43.945,46,48.535,31,28,43.0,15,19,3,6,9.174,44.2,34.9,1.022,1.129,0.718,0.699,14.0,22,0,23,0
4.745,16.402,205.25,16.767,26,26.487,28,29.947,17,15,22.0,11,9,1,5,7.894,34.6,42.3,1.019,1.152,0.645,0.631,19.2,10,0,10,0
4.745,17.214,203.28,18.074,28,28.043,30,32.152,17,15,22.0,13,10,2,5,7.26,35.7,46.4,1.002,1.148,0.646,0.615,17.9,10,0,10,0
5.0,31.943,453.32,33.068,46,46.803,49,51.369,32,29,44.0,17,21,4,4,9.855,45.7,37.0,1.017,1.117,0.719,0.694,8.7,22,0,23,1
5.0,31.745,408.87,32.574,46,46.898,49,51.472,32,29,44.0,17,21,4,4,8.888,45.7,37.0,1.02,1.119,0.708,0.69,8.7,22,0,23,0
5.0,28.199,338.43,29.302,44,44.309,47,50.236,28,25,36.5,19,18,3,6,7.692,40.9,43.2,1.007,1.142,0.666,0.641,13.6,17,0,17,0
5.0,27.323,331.37,27.978,39,39.447,42,43.535,28,25,39.5,14,20,3,3,8.497,51.3,35.9,1.011,1.116,0.717,0.701,7.7,23,0,23,0
5.638,41.755,530.5,44.006,65,65.625,68,73.405,39,36,49.5,29,26,9,5,8.162,40.0,44.6,1.01,1.129,0.677,0.642,7.7,17,0,18,0
5.0,30.157,380.59,32.841,49,49.051,51,55.404,27,25,33.0,24,17,6,4,7.767,34.7,49.0,1.001,1.131,0.67,0.615,8.2,10,0,11,0
5.0,22.417,327.19,23.625,31,31.178,34,34.124,23,20,32.0,11,16,0,2,10.555,51.6,35.5,1.006,1.101,0.762,0.723,6.5,16,0,17,1
5.0,44.858,515.66,47.074,68,67.767,74,75.893,45,39,61.0,29,32,5,5,7.583,47.1,42.6,0.997,1.116,0.692,0.66,7.4,26,0,29,0
5.0,32.488,378.46,33.807,47,46.92,52,52.109,34,29,49.0,18,24,2,4,8.052,51.1,38.3,0.998,1.109,0.719,0.691,8.5,24,0,26,0
5.0,24.795,281.4,26.358,40,39.694,42,45.398,23,21,31.0,19,16,2,5,7.035,40.0,47.5,0.992,1.135,0.659,0.62,12.5,16,0,16,0
5.0,26.992,333.36,27.461,38,38.632,41,42.666,28,25,39.5,13,20,3,3,8.773,52.6,34.2,1.017,1.123,0.723,0.71,7.9,23,0,23,0
5.0,38.257,485.99,39.563,59,60.047,62,66.971,37,34,47.5,25,24,9,5,8.237,40.7,42.4,1.018,1.135,0.671,0.648,8.5,17,0,19,0
5.0,27.621,392.67,28.818,37,37.913,40,40.656,28,25,37.5,12,19,1,1,10.613,51.4,32.4,1.025,1.099,0.779,0.747,2.7,17,0,18,0
5.0,21.911,328.18,22.87,30,30.396,33,33.207,23,20,32.0,10,15,0,3,10.939,50.0,33.3,1.013,1.107,0.762,0.73,10.0,16,0,17,1
5.0,30.197,391.83,30.807,42,42.913,45,46.558,31,28,43.0,14,21,3,3,9.329,50.0,33.3,1.022,1.109,0.733,0.719,7.1,18,0,21,0
5.0,30.896,371.42,31.71,45,45.473,48,50.03,31,28,43.0,17,22,3,3,8.254,48.9,37.8,1.011,1.112,0.705,0.687,6.7,18,0,21,0
5.0,41.924,512.59,42.949,63,63.941,69,71.11,44,38,58.0,25,28,2,6,8.136,44.4,39.7,1.015,1.129,0.682,0.665,9.5,20,0,24,0
5.0,33.707,399.55,35.972,50,49.662,53,55.361,32,29,44.5,21,24,5,3,7.991,48.0,42.0,0.993,1.107,0.719,0.674,6.0,23,0,24,0
5.0,33.223,403.55,35.222,50,49.982,53,55.943,32,29,44.0,21,22,3,5,8.071,44.0,42.0,1.0,1.119,0.704,0.664,10.0,22,0,23,0
5.0,34.25,447.92,35.012,53,54.422,55,60.219,33,31,42.0,22,20,4,5,8.451,37.7,41.5,1.027,1.136,0.661,0.646,9.4,12,0,14,0
5.0,29.488,342.43,30.807,44,43.92,47,49.109,29,26,41.0,18,21,3,4,7.782,47.7,40.9,0.998,1.116,0.7,0.67,9.1,22,0,23,0
5.0,29.828,370.42,30.415,46,46.971,49,52.283,30,27,40.0,19,19,5,4,8.053,41.3,41.3,1.021,1.137,0.661,0.648,8.7,20,0,20,0
5.007,28.152,383.89,29.432,43,44.084,44,48.518,26,25,35.0,18,16,6,3,8.928,37.2,41.9,1.025,1.128,0.684,0.655,7.0,12,0,15,0
5.0,28.314,375.45,29.063,43,44.196,44,48.74,27,26,38.0,17,16,6,5,8.731,37.2,39.5,1.028,1.133,0.676,0.658,11.6,12,0,16,0
5.007,34.83,448.55,36.012,55,56.283,56,62.322,32,31,43.0,24,20,8,4,8.155,36.4,43.6,1.023,1.133,0.655,0.633,7.3,12,0,16,0
5.824,31.542,358.48,33.33,49,48.687,52,54.939,30,27,41.0,22,22,6,4,7.316,44.9,44.9,0.994,1.121,0.68,0.644,8.2,22,0,22,0
5.0,24.955,325.77,25.591,35,35.702,38,38.934,26,23,35.5,12,17,1,3,9.308,48.6,34.3,1.02,1.112,0.731,0.713,8.6,17,0,18,0
5.0,23.369,291.41,24.904,37,37.222,39,41.74,22,20,29.5,17,14,2,3,7.876,37.8,45.9,1.006,1.128,0.673,0.632,8.1,11,0,13,0
5.0,32.661,441.51,33.222,51,52.872,53,58.665,32,30,41.0,21,18,6,5,8.657,35.3,41.2,1.037,1.15,0.651,0.64,9.8,12,0,15,0
5.0,32.33,443.38,34.171,45,45.644,48,49.917,32,29,43.0,16,21,4,4,9.853,46.7,35.6,1.014,1.109,0.759,0.718,8.9,18,0,20,0
5.0,39.739,476.65,42.171,62,62.069,66,69.524,38,34,49.0,28,26,7,4,7.688,41.9,45.2,1.001,1.121,0.68,0.641,6.5,16,0,18,0
5.0,34.54,416.61,36.966,57,57.061,59,64.896,31,29,39.0,28,20,9,6,7.309,35.1,49.1,1.001,1.139,0.649,0.606,10.5,12,0,14,0
5.0,30.675,374.5,32.455,45,44.996,48,50.029,30,27,42.0,18,21,3,4,8.322,46.7,40.0,1.0,1.112,0.721,0.682,8.9,22,0,23,0
5.0,29.976,394.91,31.551,42,42.436,45,46.558,30,27,42.0,15,20,3,4,9.403,47.6,35.7,1.01,1.109,0.751,0.714,9.5,22,0,23,0
5.0,27.665,346.38,27.989,40,40.8,43,45.069,29,26,41.0,14,18,5,6,8.659,45.0,35.0,1.02,1.127,0.7,0.692,15.0,22,0,23,0
5.0,35.805,415.54,37.551,56,56.0,60,63.062,35,31,45.5,25,24,7,5,7.42,42.9,44.6,1.0,1.126,0.671,0.639,8.9,17,0,18,0
5.0,31.914,390.46,32.756,48,48.636,51,54.445,32,29,44.0,19,21,3,6,8.135,43.8,39.6,1.013,1.134,0.682,0.665,12.5,22,0,23,0
5.0,31.531,372.47,32.819,48,48.123,51,54.106,31,28,43.0,20,21,3,6,7.76,43.8,41.7,1.003,1.127,0.684,0.657,12.5,22,0,23,0
4.638,23.321,259.4,25.12,40,39.578,42,45.813,21,19,26.0,21,14,2,5,6.485,35.0,52.5,0.989,1.145,0.628,0.583,12.5,10,0,10,0
4.638,21.207,290.8,22.574,30,30.342,32,33.518,21,19,29.0,11,13,3,4,9.693,43.3,36.7,1.011,1.117,0.752,0.707,13.3,16,0,16,0
5.1,34.085,459.45,33.574,50,52.276,53,57.963,36,33,47.0,17,21,3,7,9.189,42.0,34.0,1.046,1.159,0.671,0.682,14.0,18,0,20,0
5.0,34.987,465.38,36.33,50,50.763,53,56.366,35,32,48.5,18,22,7,8,9.308,44.0,36.0,1.015,1.127,0.727,0.7,16.0,23,0,24,0
5.0,32.723,433.89,33.25,50,51.538,52,56.804,32,30,41.0,20,19,3,5,8.678,38.0,40.0,1.031,1.136,0.665,0.654,10.0,12,0,14,0
5.0,28.297,360.41,28.694,44,45.149,46,50.785,28,26,37.0,18,17,6,6,8.191,38.6,40.9,1.026,1.154,0.652,0.643,13.6,16,0,17,0
5.0,31.691,401.87,32.75,48,48.898,51,53.641,31,28,39.0,20,21,2,1,8.372,43.8,41.7,1.019,1.118,0.682,0.66,2.1,12,0,14,0
5.0,28.82,374.46,29.818,44,44.978,45,49.657,27,26,38.0,18,17,6,4,8.51,38.6,40.9,1.022,1.129,0.678,0.655,9.1,12,0,16,0
5.0,31.691,401.87,32.75,48,48.898,51,53.641,31,28,39.0,20,21,2,1,8.372,43.8,41.7,1.019,1.118,0.682,0.66,2.1,12,0,14,0
5.7,42.685,513.57,46.171,69,68.512,73,78.106,39,35,47.5,34,27,7,6,7.443,39.1,49.3,0.993,1.132,0.669,0.619,8.7,17,0,17,0
5.0,31.391,384.42,31.955,45,45.691,49,50.113,33,29,45.5,16,22,4,4,8.543,48.9,35.6,1.015,1.114,0.71,0.698,8.9,23,0,24,0
5.0,19.911,304.16,20.87,28,28.396,30,31.207,20,18,28.0,10,13,2,3,10.863,46.4,35.7,1.014,1.115,0.745,0.711,10.7,16,0,16,1
5.0,27.879,382.28,28.983,42,42.996,44,47.705,27,25,34.5,17,16,4,5,9.102,38.1,40.5,1.024,1.136,0.69,0.664,11.9,11,0,13,0
5.538,50.216,641.67,53.387,77,77.578,82,86.282,48,43,61.5,34,32,7,4,8.333,41.6,44.2,1.008,1.121,0.693,0.652,5.2,17,0,22,0
5.0,23.891,319.32,23.648,35,36.465,38,40.587,26,23,34.0,12,15,3,5,9.123,42.9,34.3,1.042,1.16,0.676,0.683,14.3,16,0,16,0
5.0,37.368,468.99,38.87,58,58.752,61,65.714,36,33,46.0,25,23,7,6,8.086,39.7,43.1,1.013,1.133,0.67,0.644,10.3,18,0,19,0
5.0,21.219,270.73,22.131,30,30.273,32,33.226,21,19,29.0,11,15,1,2,9.024,50.0,36.7,1.009,1.108,0.738,0.707,6.7,12,0,14,0
5.0,43.494,532.64,44.722,68,69.029,72,77.522,43,39,56.0,29,27,8,8,7.833,39.7,42.6,1.015,1.14,0.658,0.64,11.8,22,0,24,0
5.0,19.505,282.67,19.216,27,28.556,29,30.569,21,19,27.5,8,12,1,2,10.469,44.4,29.6,1.058,1.132,0.712,0.722,7.4,11,0,12,0
5.0,34.695,478.48,34.597,50,52.407,53,56.72,36,33,47.5,17,22,7,2,9.57,44.0,34.0,1.048,1.134,0.692,0.694,4.0,21,0,22,0
6.393,36.827,470.51,37.097,57,58.712,60,65.113,37,34,47.0,23,22,7,6,8.255,38.6,40.4,1.03,1.142,0.651,0.646,10.5,18,0,19,0
4.523,32.008,469.27,31.79,44,46.433,46,50.226,33,31,44.0,13,20,4,4,10.665,45.5,29.5,1.055,1.141,0.722,0.727,9.1,18,0,20,0
5.0,34.981,437.58,36.688,54,54.512,57,61.149,34,31,47.0,23,21,5,7,8.103,38.9,42.6,1.009,1.132,0.679,0.648,13.0,22,0,24,0
5.0,30.518,417.44,30.716,43,44.76,46,48.759,32,29,43.5,14,20,5,3,9.708,46.5,32.6,1.041,1.134,0.714,0.71,7.0,21,0,22,0
5.0,30.679,430.98,32.449,43,43.833,46,48.059,31,28,42.5,15,18,6,6,10.023,41.9,34.9,1.019,1.118,0.755,0.713,14.0,21,0,22,0
5.0,29.718,368.51,31.466,46,46.2,49,52.026,29,26,37.5,20,18,4,6,8.011,39.1,43.5,1.004,1.131,0.684,0.646,13.0,17,0,17,0
5.0,39.897,518.96,40.489,57,58.505,61,63.851,41,37,55.0,20,27,6,4,9.105,47.4,35.1,1.026,1.12,0.71,0.7,7.0,24,0,26,0
5.0,40.046,469.59,41.767,62,62.211,65,69.687,38,35,51.5,27,27,9,5,7.574,43.5,43.5,1.003,1.124,0.674,0.646,8.1,23,0,25,0
5.0,40.385,457.63,42.836,65,64.65,68,73.308,37,34,49.0,31,27,7,5,7.04,41.5,47.7,0.995,1.128,0.659,0.621,7.7,16,0,19,0
5.0,40.068,472.6,41.773,63,63.312,66,71.185,38,35,51.0,28,26,7,6,7.502,41.3,44.4,1.005,1.13,0.663,0.636,9.5,16,0,20,0
5.0,37.935,450.56,39.461,60,60.505,64,67.944,37,33,47.5,27,25,8,4,7.509,41.7,45.0,1.008,1.132,0.658,0.632,6.7,21,0,21,0
5.0,23.103,280.33,23.767,34,34.338,36,38.409,23,21,32.0,13,16,4,4,8.245,47.1,38.2,1.01,1.13,0.699,0.679,11.8,18,0,18,0
6.26,35.562,425.55,37.017,58,58.531,61,66.268,34,31,43.5,27,21,5,7,7.337,36.2,46.6,1.009,1.143,0.638,0.613,12.1,15,0,16,0
5.0,24.293,437.23,25.972,31,32.084,34,34.009,26,23,36.5,8,15,3,3,14.104,48.4,25.8,1.035,1.097,0.838,0.784,9.7,21,0,21,0
5.0,17.853,230.32,18.955,26,26.134,28,29.159,18,16,25.5,10,11,0,4,8.858,42.3,38.5,1.005,1.121,0.729,0.687,15.4,15,0,15,0
5.0,31.509,369.46,32.813,47,47.022,50,52.607,31,28,43.5,19,22,3,5,7.861,46.8,40.4,1.0,1.119,0.698,0.67,10.6,23,0,24,0
5.0,36.574,438.54,37.83,55,55.327,59,62.102,37,33,51.5,22,24,4,8,7.973,43.6,40.0,1.006,1.129,0.688,0.665,14.5,27,0,28,0
5.0,23.316,293.3,23.426,33,33.822,36,36.784,25,22,36.0,11,16,1,3,8.888,48.5,33.3,1.025,1.115,0.71,0.707,9.1,16,0,19,0
5.4,50.264,614.29,53.853,82,82.116,86,93.039,46,42,57.0,40,30,9,7,7.491,36.6,48.8,1.001,1.135,0.657,0.613,8.5,18,0,20,0
5.0,25.622,322.42,26.932,37,37.229,40,41.199,26,23,36.5,14,17,3,4,8.714,45.9,37.8,1.006,1.113,0.728,0.692,10.8,21,0,21,0
5.0,45.723,521.74,48.586,77,76.832,81,87.76,42,38,50.0,39,28,7,7,6.776,36.4,50.6,0.998,1.14,0.631,0.594,9.1,12,0,14,0
5.0,35.002,477.5,35.148,51,53.182,54,58.008,36,33,47.5,18,22,7,3,9.363,43.1,35.3,1.043,1.137,0.689,0.686,5.9,21,0,22,0
5.0,35.805,415.54,37.551,56,56.0,59,63.062,34,31,46.0,25,24,4,5,7.42,42.9,44.6,1.0,1.126,0.671,0.639,8.9,16,0,19,0
5.0,39.936,513.71,42.313,62,62.683,67,70.108,40,35,52.0,27,23,5,7,8.286,37.1,43.5,1.011,1.131,0.682,0.644,11.3,20,0,22,0
5.0,32.441,392.48,33.517,50,50.52,54,56.861,33,29,43.0,21,21,2,6,7.85,42.0,42.0,1.01,1.137,0.67,0.649,12.0,16,0,18,0
5.2,19.837,280.68,19.733,28,29.371,30,31.439,21,19,27.5,9,12,1,2,10.024,42.9,32.1,1.049,1.123,0.705,0.708,7.1,11,0,12,0
5.0,31.111,354.51,33.103,52,51.774,54,59.351,28,26,36.0,26,19,8,6,6.817,36.5,50.0,0.996,1.141,0.637,0.598,11.5,16,0,16,0
5.0,28.203,334.41,29.262,43,43.247,46,48.318,28,25,37.5,18,19,4,4,7.777,44.2,41.9,1.006,1.124,0.681,0.656,9.3,17,0,18,0
5.0,23.908,288.33,24.523,34,34.269,37,37.863,25,22,36.0,12,17,2,4,8.48,50.0,35.3,1.008,1.114,0.721,0.703,11.8,16,0,19,0
5.0,34.22,398.53,36.006,56,56.178,58,63.734,31,29,39.5,27,22,7,4,7.117,39.3,48.2,1.003,1.138,0.643,0.611,7.1,11,0,14,0
5.0,23.214,275.34,24.074,34,34.043,37,38.152,24,21,35.0,13,16,3,5,8.098,47.1,38.2,1.001,1.122,0.708,0.683,14.7,20,0,21,0
5.0,24.266,383.69,22.727,33,36.342,34,38.806,26,25,33.0,8,15,2,1,11.627,45.5,24.2,1.101,1.176,0.689,0.735,3.0,12,0,13,0
5.0,23.655,281.34,24.495,36,36.262,39,40.405,24,21,31.5,15,16,2,3,7.815,44.4,41.7,1.007,1.122,0.68,0.657,8.3,11,0,13,0
5.0,33.191,393.48,34.449,52,52.451,54,58.485,31,29,41.5,23,22,10,3,7.567,42.3,44.2,1.009,1.125,0.662,0.638,5.8,17,0,18,0
5.0,44.664,581.11,46.421,66,67.232,70,74.017,44,40,60.0,26,29,11,4,8.805,43.9,39.4,1.019,1.121,0.703,0.677,6.1,28,0,30,0
5.0,37.357,518.46,36.205,53,56.083,57,61.559,41,37,54.5,16,24,5,6,9.782,45.3,30.2,1.058,1.161,0.683,0.705,11.3,27,0,27,0
5.0,25.832,333.33,25.676,36,37.142,38,40.365,27,25,39.5,11,17,3,5,9.259,47.2,30.6,1.032,1.121,0.713,0.718,13.9,17,0,20,0
5.0,36.772,438.53,38.034,55,55.334,60,61.73,38,33,51.5,22,25,3,6,7.973,45.5,40.0,1.006,1.122,0.692,0.669,10.9,21,0,24,0
5.229,38.341,464.66,40.762,61,61.054,65,69.268,37,33,46.5,28,23,7,8,7.617,37.7,45.9,1.001,1.136,0.668,0.629,13.1,17,0,18,0
5.0,32.563,373.5,34.336,51,50.789,54,57.438,31,28,41.0,23,22,5,5,7.324,43.1,45.1,0.996,1.126,0.673,0.638,9.8,18,0,19,0
5.0,28.391,348.39,28.955,42,42.691,46,47.113,30,26,40.5,16,19,2,4,8.295,45.2,38.1,1.016,1.122,0.689,0.676,9.5,21,0,21,0
5.0,42.578,529.63,43.66,68,69.392,71,78.324,41,38,51.0,30,26,8,7,7.789,38.2,44.1,1.02,1.152,0.642,0.626,10.3,18,0,19,0
5.0,46.023,560.74,48.398,72,72.483,77,81.145,45,40,58.5,32,29,8,6,7.788,40.3,44.4,1.007,1.127,0.672,0.639,8.3,25,0,26,0
5.0,16.653,271.13,17.352,20,21.022,22,21.844,18,16,25.0,4,10,0,2,13.557,50.0,20.0,1.051,1.092,0.868,0.833,10.0,10,0,12,0
6.296,34.498,425.56,36.256,50,50.091,55,55.899,36,31,51.0,19,23,4,7,8.511,46.0,38.0,1.002,1.118,0.725,0.69,14.0,30,0,30,0
7.2,36.024,439.59,38.017,53,52.974,58,59.315,37,32,52.0,21,24,5,7,8.294,45.3,39.6,1.0,1.119,0.717,0.68,13.2,30,0,30,0
7.509,39.805,463.58,41.551,60,60.0,65,67.062,40,35,55.5,25,28,7,5,7.726,46.7,41.7,1.0,1.118,0.693,0.663,8.3,31,0,31,0
5.0,34.128,450.38,35.75,52,52.832,55,59.081,33,30,41.5,22,21,5,5,8.661,40.4,42.3,1.016,1.136,0.688,0.656,9.6,17,0,17,0
5.574,37.015,467.97,38.347,56,56.836,58,63.346,35,33,47.5,23,24,8,5,8.357,42.9,41.1,1.015,1.131,0.685,0.661,8.9,17,0,20,0
5.0,28.504,366.83,29.358,41,41.687,44,45.847,29,26,40.5,15,19,3,4,8.947,46.3,36.6,1.017,1.118,0.716,0.695,9.8,21,0,22,0
5.0,18.338,220.24,18.75,25,25.182,28,27.452,20,17,29.0,8,14,0,2,8.81,56.0,32.0,1.007,1.098,0.75,0.734,8.0,16,0,17,0
5.0,40.552,468.6,42.523,63,62.992,68,70.604,40,35,53.0,28,28,2,4,7.438,44.4,44.4,1.0,1.121,0.675,0.644,6.3,20,0,23,0
5.0,35.236,446.95,36.557,55,55.945,58,62.472,34,31,42.5,24,22,8,4,8.126,40.0,43.6,1.017,1.136,0.665,0.641,7.3,17,0,17,0
5.0,43.186,493.67,45.631,68,67.643,72,76.68,41,37,54.0,31,29,7,7,7.26,42.6,45.6,0.995,1.128,0.671,0.635,10.3,24,0,25,0
5.0,29.42,353.44,30.512,46,46.418,49,52.362,29,26,37.5,20,19,4,5,7.683,41.3,43.5,1.009,1.138,0.663,0.64,10.9,17,0,17,0
