pXC50,PDI,P_VSA_MR_6,P_VSA_MR_5,P_VSA_MR_3,SpDiam_EA.ed.,P_VSA_e_5,MATS2i,Eta_betaP_A,TPSA.Tot.,LOC,Eig01_AEA.ri.,SpMax_AEA.ri.,Eta_beta_A,ATSC8s,SM13_EA.ed.,ATSC8e,SM14_EA.ri.,SM15_EA.ri.,O.,ATSC1s,P_VSA_m_3,JGI2,ATSC4e,Mp,ATSC2e,ATSC4s,ATS3s,ATSC3e,GGI2,P_VSA_p_2,nO,ATSC7s,P_VSA_v_2,SAacc,DLS_06,SM07_EA.ri.,SM08_EA.ri.,SM09_EA.ri.,SM10_EA.ri.,SM11_EA.ri.,SM12_EA.ri.,SM13_EA.ri.,ATSC5s,DELS,Eig02_AEA.dm.,MCD,PCR,ATSC3s,Eig02_EA.ed.,SM11_AEA.dm.,ATSC7e,SpDiam_AEA.ri.,ARR,TPSA.NO.,Eig02_AEA.ed.,SpMax2_Bh.s.,ATSC1e,MATS7v,ATSC2s,SpMax1_Bh.s.,MATS7m,IC1,ALOGP,GNar,JGI6,X0A,AAC,IC0,Eig01_AEA.ed.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_AEA.ed.,SpMax_EA,SaaNH,MAXDP,SpMax5_Bh.s.,SpMax3_Bh.s.,DLS_07,nHet,Eig01_AEA.dm.,SpMax_AEA.dm.,MAXDN,Eta_sh_y,GGI3,D.Dtr05,MATS4v,GATS8s,AECC,ALOGP2,AMR,AMW,ATS1e,ATS1i,ATS1m,ATS1p,ATS1s,ATS1v,ATS2e,ATS2i,ATS2m,ATS2p,ATS2s,ATS2v,ATS3e,ATS3i,ATS3m,ATS3p,ATS3v,ATS4e,ATS4i,ATS4m,ATS4p,ATS4s,ATS4v,ATS5e,ATS5i,ATS5m,ATS5p,ATS5s,ATS5v,ATS6e,ATS6i,ATS6m,ATS6p,ATS6s,ATS6v,ATS7e,ATS7i,ATS7m,ATS7p,ATS7s,ATS7v,ATS8e,ATS8i,ATS8m,ATS8p,ATS8s,ATS8v,ATSC1i,ATSC1m,ATSC1p,ATSC1v,ATSC2i,ATSC2m,ATSC2p,ATSC2v,ATSC3i,ATSC3m,ATSC3p,ATSC3v,ATSC4i,ATSC4m,ATSC4p,ATSC4v,ATSC5e,ATSC5i,ATSC5m,ATSC5p,ATSC5v,ATSC6e,ATSC6i,ATSC6m,ATSC6p,ATSC6s,ATSC6v,ATSC7i,ATSC7m,ATSC7p,ATSC7v,ATSC8i,ATSC8m,ATSC8p,ATSC8v,BAC,BBI,BIC0,BIC1,BIC2,BIC3,BIC4,BIC5,BID,BLI,BLTA96,BLTD48,BLTF96,C.,C.001,C.002,C.003,C.004,C.005,C.006,C.007,C.008,C.010,C.013,C.016,C.017,C.018,C.020,C.024,C.025,C.026,C.027,C.028,C.029,C.030,C.031,C.032,C.033,C.034,C.035,C.039,C.040,C.041,C.042,C.043,C.044,CATS2D_00_DD,CATS2D_00_DP,CATS2D_00_PP,CATS2D_01_AN,CATS2D_01_DA,CATS2D_01_DN,CATS2D_01_LL,CATS2D_01_NL,CATS2D_02_AA,CATS2D_02_AL,CATS2D_02_AP,CATS2D_02_DA,CATS2D_02_DD,CATS2D_02_DL,CATS2D_02_DP,CATS2D_02_LL,CATS2D_02_NL,CATS2D_02_PL,CATS2D_03_AA,CATS2D_03_AL,CATS2D_03_AP,CATS2D_03_DA,CATS2D_03_DD,CATS2D_03_DL,CATS2D_03_DP,CATS2D_03_LL,CATS2D_03_NL,CATS2D_03_PL,CATS2D_04_AA,CATS2D_04_AL,CATS2D_04_AP,CATS2D_04_DA,CATS2D_04_DD,CATS2D_04_DL,CATS2D_04_DN
7.991,0.928,36.083,71.528,13.843,23.98,76.79,-0.033,0.389,133.16,2.47,4.689,4.689,1.046,86.859,35.588,0.724,17.759,19.001,7.7,38.118,106.71,0.117,1.084,0.626,1.037,142.595,6.366,1.688,4.667,160.044,4,116.723,189.964,173.178,0.83,9.142,10.409,11.585,12.826,14.043,15.283,16.517,184.453,55.624,3.261,0.333,1.304,208.116,10.847,10.847,0.918,5.761,0.357,123.35,6.701,7.999,0.281,0.043,122.991,8.359,0.018,3.562,2.995,1.896,0.015,0.744,1.891,1.891,8.28,3.749,3.749,5.749,8.28,3.749,2.48,6.266,5.203,7.386,0.5,11,4.249,4.249,5.267,0.2,2.569,69.876,-0.094,0.669,11.481,8.968,96.207,7.816,4.041,4.168,3.77,3.5,5.149,3.459,4.631,4.807,4.177,3.86,6.002,3.803,4.875,5.089,4.213,3.968,3.889,4.864,5.065,4.053,3.973,6.147,3.901,4.944,5.157,3.863,3.924,6.22,3.853,4.921,5.183,3.599,3.879,6.021,3.734,4.832,5.131,3.465,3.775,5.733,3.586,4.666,4.957,3.523,3.63,5.635,3.475,0.851,14.122,5.349,6.087,1.459,27.221,9.427,10.37,1.41,39.702,11.24,12.239,1.522,38.334,11.337,12.201,1.367,1.623,37.315,10.615,12.131,1.251,1.412,38.031,10.626,175.838,13.122,1.086,35.664,9.845,13.508,1.005,28.863,8.111,11.106,65,40,0.321,0.606,0.768,0.814,0.827,0.827,3.339,1.111,-2.85,-2.86,-2.77,30.8,2,5,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,5,0,3,4,1,2,2,0,1,4,0,0,1,5,0,2,0,0,0,3,0,0,0,9,0,1,1,3,0
8.215,0.925,36.083,76.597,13.843,23.98,76.79,-0.042,0.362,133.16,2.702,4.689,4.689,1.009,104.755,35.588,0.79,17.759,19.001,6.9,35.499,106.71,0.111,1.024,0.622,1.01,138.144,6.408,1.672,4.667,160.044,4,113.402,189.964,173.178,0.83,9.142,10.413,11.585,12.828,14.043,15.283,16.517,178.041,56.056,3.261,0.31,1.296,208.161,10.847,10.847,0.858,5.761,0.333,123.35,6.701,7.999,0.246,0.035,121.763,8.359,0.019,3.404,3.907,1.903,0.015,0.741,1.825,1.825,8.28,3.749,3.749,5.749,8.28,3.749,2.516,6.261,5.203,7.386,0.5,11,4.249,4.249,5.234,0.185,2.569,78.465,-0.066,0.82,13.138,15.265,105.409,7.491,4.138,4.268,3.823,3.602,5.209,3.551,4.736,4.92,4.218,3.966,6.047,3.894,4.995,5.224,4.253,4.079,3.98,4.985,5.202,4.1,4.083,6.198,3.991,5.056,5.283,3.919,4.039,6.268,3.947,5.035,5.306,3.671,4.0,6.078,3.84,4.957,5.26,3.547,3.908,5.802,3.708,4.818,5.114,3.49,3.777,5.71,3.598,0.931,16.16,6.022,7.129,1.582,30.731,10.552,12.11,1.563,44.236,12.657,14.548,1.669,42.872,12.75,14.571,1.29,1.778,42.005,12.032,14.534,1.178,1.575,42.154,12.028,167.202,15.404,1.241,39.163,11.227,15.621,1.112,34.37,9.65,13.175,67,42,0.303,0.565,0.725,0.785,0.825,0.837,3.407,1.137,-3.32,-3.31,-3.17,31.0,2,7,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,7,0,3,4,1,2,2,0,1,6,0,0,1,5,0,2,0,0,0,5,0,0,0,9,0,1,1,3,0
7.313,1.0,63.437,41.458,0.0,18.044,42.683,0.119,0.789,100.71,0.644,4.141,4.141,1.487,35.11,31.081,0.336,15.75,16.843,3.4,13.867,42.683,0.081,0.473,0.711,0.237,49.291,5.385,0.308,2.444,142.723,1,22.001,142.723,125.937,1.0,8.087,9.314,10.267,11.414,12.449,13.567,14.641,32.239,21.018,3.141,0.789,1.478,25.448,8.68,8.68,0.23,5.213,0.762,100.71,6.051,5.215,0.13,0.307,21.513,6.476,0.259,4.047,2.308,2.081,0.017,0.706,1.829,1.829,6.708,3.181,3.181,5.181,6.708,3.181,2.929,3.685,4.491,5.001,1.0,7,3.335,3.335,1.828,0.387,1.444,35.604,-0.172,1.124,7.316,5.326,72.476,9.508,3.533,3.647,3.284,3.068,4.815,3.091,3.969,4.109,3.681,3.457,5.278,3.455,4.15,4.309,3.736,3.541,3.508,4.206,4.396,3.587,3.45,5.5,3.398,4.021,4.219,3.386,3.297,5.179,3.235,3.995,4.217,3.412,3.179,5.227,3.128,3.761,4.002,3.151,2.951,4.91,2.892,3.475,3.657,3.141,2.573,5.104,2.574,0.481,3.763,2.028,2.077,0.721,6.774,3.514,4.067,0.781,10.5,4.435,5.1,0.727,17.254,4.755,5.475,0.284,0.645,10.203,4.194,5.041,0.407,0.587,13.141,3.499,39.674,4.092,0.446,11.686,3.427,4.494,0.316,7.545,1.926,2.09,10,30,0.346,0.766,0.88,0.893,0.893,0.893,3.011,0.848,-2.64,-2.66,-2.59,41.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,3,2,3,0,1,0,4,0,0,0,2,0,2,1,1,0,2,0,0,0,4,0,1,1,3,0
6.719,0.95,92.775,23.363,0.0,19.038,110.512,0.091,0.717,125.12,1.069,4.234,4.234,1.38,110.652,31.837,0.721,16.346,17.479,8.3,26.048,110.512,0.074,0.522,0.696,0.351,69.67,5.661,0.519,2.667,193.765,3,97.944,193.765,176.98,1.0,8.443,9.686,10.685,11.858,12.937,14.087,15.202,65.217,34.043,3.398,0.652,1.435,68.361,9.512,9.512,0.776,5.306,0.64,125.12,6.313,6.476,0.187,0.059,50.037,7.474,0.168,4.139,2.863,2.016,0.022,0.72,1.851,1.851,6.879,3.26,3.26,5.26,6.879,3.26,2.865,4.283,4.94,6.351,1.0,8,3.662,3.662,2.629,0.416,1.847,47.488,-0.082,1.075,7.348,8.198,85.448,9.244,3.73,3.83,3.444,3.261,5.038,3.282,4.18,4.301,3.856,3.668,5.594,3.658,4.444,4.604,3.882,3.801,3.761,4.509,4.678,3.919,3.824,5.781,3.788,4.573,4.757,3.915,3.826,5.833,3.784,4.587,4.766,3.945,3.732,5.998,3.712,4.435,4.632,3.882,3.472,5.913,3.47,4.101,4.303,3.366,3.046,5.799,3.009,0.545,5.125,2.817,2.872,0.841,8.702,4.95,5.717,0.995,16.657,6.571,7.467,1.042,16.947,6.963,8.226,0.549,1.077,20.382,7.56,8.96,0.791,1.004,22.128,7.02,98.807,7.83,0.795,23.047,6.013,6.785,0.538,16.655,4.24,5.053,28,36,0.333,0.745,0.861,0.911,0.911,0.911,3.19,0.857,-3.38,-3.37,-3.22,41.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,7,1,1,2,2,4,0,2,0,11,1,0,0,2,0,2,1,2,0,9,2,0,0,5,0,1,1,6,0
7.759,1.005,91.865,23.363,0.0,18.025,42.683,0.101,0.789,87.82,0.644,4.137,4.137,1.461,24.209,31.028,0.238,15.723,16.814,3.3,12.734,42.683,0.074,0.361,0.713,0.192,42.189,5.391,0.279,2.222,125.937,1,19.271,125.937,109.152,1.0,8.057,9.298,10.234,11.389,12.417,13.54,14.611,32.03,18.617,2.97,0.789,1.471,24.688,7.727,7.727,0.188,5.209,0.762,87.82,5.701,5.214,0.103,0.335,18.884,6.476,0.322,3.895,3.458,2.081,0.021,0.706,1.768,1.768,6.706,3.177,3.177,5.177,6.706,3.177,2.959,3.688,4.318,4.942,1.0,6,3.291,3.291,1.801,0.383,1.319,36.932,-0.11,1.775,8.0,11.961,74.633,9.158,3.551,3.663,3.275,3.119,4.797,3.124,3.993,4.128,3.676,3.512,5.276,3.49,4.199,4.367,3.667,3.581,3.526,4.223,4.429,3.474,3.467,5.437,3.397,4.073,4.291,3.275,3.323,5.155,3.24,4.009,4.233,3.156,3.22,5.124,3.135,3.834,4.088,3.138,3.029,4.935,2.949,3.547,3.725,3.09,2.737,4.945,2.688,0.47,4.34,2.233,2.44,0.72,7.524,3.943,4.787,0.811,13.078,5.031,6.088,0.778,15.48,5.173,6.418,0.248,0.685,11.827,4.683,5.94,0.302,0.629,13.432,3.889,34.293,4.619,0.499,11.641,3.819,5.124,0.341,9.103,2.39,2.59,10,30,0.332,0.732,0.822,0.847,0.847,0.847,3.011,0.868,-3.67,-3.64,-3.47,43.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,6,0,1,1,2,3,0,1,0,9,0,0,0,1,0,2,1,1,0,8,0,0,0,2,0,1,1,3,0
7.273,0.95,98.751,23.363,0.0,19.023,110.512,0.081,0.75,125.12,1.055,4.232,4.232,1.409,102.833,31.825,0.656,16.335,17.467,8.3,21.944,110.512,0.072,0.42,0.672,0.308,59.082,5.603,0.415,2.444,193.765,3,75.333,193.765,176.98,1.0,8.422,9.669,10.668,11.844,12.923,14.074,15.19,51.0,30.08,3.392,0.682,1.437,57.889,9.468,9.468,0.538,5.304,0.667,125.12,6.304,6.476,0.148,0.019,45.999,7.474,-0.033,3.93,2.199,2.043,0.019,0.713,1.707,1.707,6.878,3.258,3.258,5.258,6.878,3.258,2.884,4.231,4.824,6.351,1.0,7,3.661,3.661,2.588,0.396,1.66,44.935,-0.089,0.975,7.273,4.835,80.643,8.287,3.722,3.831,3.348,3.228,5.015,3.25,4.171,4.302,3.727,3.623,5.554,3.614,4.43,4.606,3.745,3.746,3.712,4.498,4.679,3.792,3.778,5.744,3.744,4.56,4.759,3.782,3.773,5.792,3.736,4.571,4.769,3.751,3.651,5.958,3.638,4.408,4.636,3.437,3.373,5.723,3.355,4.08,4.307,3.124,2.927,5.762,2.9,0.555,6.311,2.856,3.235,0.858,10.336,4.999,6.142,1.018,15.918,6.31,7.907,1.06,17.268,6.713,8.62,0.415,1.096,19.325,7.13,9.276,0.668,1.027,20.707,6.384,83.389,8.147,0.824,19.272,5.312,6.91,0.552,14.305,3.629,5.066,19,34,0.307,0.708,0.809,0.857,0.871,0.871,3.148,0.833,-2.87,-2.87,-2.78,41.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,9,1,1,2,2,4,0,2,0,11,1,0,0,2,0,2,1,2,0,9,2,0,0,5,0,1,1,6,0
6.262,1.032,142.117,23.363,0.0,18.026,42.683,0.09,0.875,87.82,0.49,4.138,4.138,1.521,23.064,31.114,0.107,16.025,17.104,2.5,10.942,42.683,0.07,0.244,0.701,0.147,39.45,5.582,0.178,2.667,125.937,1,21.193,125.937,109.152,1.0,8.386,9.642,10.567,11.726,12.741,13.861,14.92,31.96,17.328,2.919,0.875,1.561,21.278,9.056,9.056,0.11,5.21,0.815,87.82,6.143,5.214,0.049,0.184,19.219,6.476,0.237,3.459,4.312,2.161,0.019,0.688,1.504,1.504,6.706,3.177,3.177,5.177,6.706,3.177,3.011,3.832,4.591,4.852,1.0,5,3.29,3.29,1.789,0.35,1.507,51.572,-0.106,1.366,10.333,18.597,94.964,7.91,3.813,3.929,3.431,3.411,5.009,3.4,4.264,4.404,3.794,3.803,5.457,3.767,4.493,4.677,3.805,3.9,3.833,4.545,4.756,3.696,3.848,5.667,3.761,4.475,4.702,3.525,3.758,5.481,3.646,4.39,4.634,3.347,3.613,5.371,3.5,4.21,4.472,3.227,3.423,5.161,3.314,3.996,4.21,3.14,3.262,5.117,3.188,0.597,7.274,3.231,3.95,0.939,11.977,5.569,7.191,1.133,16.864,7.146,9.465,1.14,19.333,7.557,10.127,0.167,1.049,18.632,7.528,10.162,0.2,0.978,17.665,6.304,32.717,8.56,0.789,15.374,5.805,8.189,0.648,11.366,4.265,5.585,5,38,0.261,0.601,0.711,0.8,0.838,0.838,3.228,0.853,-4.4,-4.33,-4.08,47.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,15,0,1,1,2,3,0,1,0,19,0,0,0,1,0,2,1,1,0,18,0,0,0,2,0,1,1,3,0
7.624,1.018,75.234,23.363,0.0,18.026,42.683,0.117,0.765,116.06,0.604,4.137,4.137,1.441,15.668,31.027,0.151,15.689,16.787,3.7,11.321,42.683,0.066,0.304,0.719,0.181,35.501,5.191,0.215,1.778,125.937,1,14.542,125.937,109.152,1.0,8.021,9.225,10.198,11.334,12.382,13.497,14.579,25.868,15.352,2.848,0.824,1.446,17.928,7.701,7.701,0.134,5.211,0.789,87.82,5.698,5.214,0.09,0.365,17.394,6.476,0.34,3.986,2.456,2.127,0.017,0.696,1.819,1.819,6.706,3.177,3.177,5.177,6.706,3.177,2.969,3.631,4.152,4.818,1.0,6,3.29,3.29,1.774,0.363,1.292,71.697,-0.022,2.421,6.529,6.032,68.785,9.123,3.459,3.569,3.248,3.059,4.691,3.033,3.894,4.025,3.585,3.436,5.148,3.386,4.026,4.2,3.445,3.384,3.327,4.079,4.285,3.38,3.335,5.308,3.265,3.917,4.115,3.241,3.222,5.042,3.124,3.869,4.097,3.16,3.081,4.954,2.961,3.574,3.839,2.83,2.78,4.62,2.626,3.172,3.352,2.757,2.303,4.534,2.223,0.457,4.447,2.248,2.248,0.706,9.224,4.132,4.503,0.743,9.711,4.22,4.95,0.731,13.821,4.763,5.442,0.203,0.631,9.767,4.101,4.739,0.259,0.619,12.425,3.597,27.91,3.893,0.413,10.935,3.654,4.416,0.296,6.611,1.728,1.519,5,27,0.35,0.768,0.873,0.888,0.888,0.888,2.91,0.95,-2.67,-2.69,-2.61,40.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,1,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,1,1,2,3,0,1,0,4,0,0,0,1,0,2,1,1,0,2,0,0,0,2,0,1,1,3,0
7.595,1.004,58.221,52.65,0.0,18.025,42.683,0.103,0.833,100.71,0.584,4.137,4.137,1.528,15.897,31.027,0.13,15.707,16.801,3.4,12.01,42.683,0.063,0.287,0.682,0.198,36.221,5.353,0.276,1.778,142.723,1,20.334,142.723,125.937,1.0,8.027,9.263,10.211,11.363,12.398,13.52,14.595,30.04,17.183,2.841,0.833,1.477,28.125,7.693,7.693,0.198,5.209,0.8,100.71,5.696,5.204,0.094,0.248,17.004,6.474,0.331,3.69,0.808,2.12,0.017,0.696,1.662,1.662,6.705,3.177,3.177,5.177,6.705,3.177,2.54,3.683,4.147,4.91,1.0,6,3.29,3.29,1.724,0.36,1.257,33.65,-0.023,1.965,7.278,0.653,65.264,8.32,3.523,3.648,3.171,3.027,4.786,3.052,3.957,4.111,3.525,3.401,5.206,3.401,4.14,4.323,3.498,3.452,3.429,4.176,4.402,3.36,3.384,5.357,3.325,4.012,4.227,3.164,3.235,5.148,3.172,3.925,4.163,3.005,3.073,5.04,3.018,3.73,4.0,2.87,2.806,4.875,2.762,3.36,3.55,2.509,2.445,4.688,2.426,0.491,5.014,2.038,2.442,0.738,8.351,3.525,4.507,0.808,11.189,4.041,5.201,0.754,13.502,4.647,6.52,0.231,0.656,11.1,3.876,5.178,0.242,0.588,10.718,3.033,29.264,4.209,0.461,9.705,2.777,4.129,0.318,5.442,1.607,1.999,5,28,0.314,0.698,0.823,0.841,0.841,0.841,2.961,0.817,-1.69,-1.76,-1.78,41.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,4,1,2,2,0,1,4,0,0,1,3,0,2,0,0,0,2,0,0,0,3,0,1,1,3,0
6.088,0.98,65.794,22.728,0.0,17.179,42.683,0.292,0.792,126.73,0.799,4.04,4.04,1.563,5.885,30.271,0.049,14.898,15.953,5.6,21.123,42.683,0.07,0.287,0.638,0.232,34.286,5.035,0.31,1.333,175.62,1,14.556,175.62,158.834,0.83,7.494,8.657,9.601,10.7,11.714,12.789,13.831,32.652,16.059,2.448,0.75,1.387,30.155,6.387,6.387,0.096,5.112,0.769,126.73,5.193,5.312,0.166,0.661,20.302,6.474,0.406,3.15,-0.674,1.991,0.0,0.726,1.802,1.802,6.524,3.107,3.107,5.107,6.524,3.107,2.391,3.232,4.021,5.1,1.0,7,3.18,3.18,1.846,0.478,1.319,19.817,-0.315,0.0,4.667,0.454,39.661,9.232,3.12,3.272,2.809,2.404,4.53,2.524,3.48,3.644,3.213,2.744,5.005,2.836,3.569,3.76,3.082,2.65,2.763,3.46,3.659,2.884,2.491,5.044,2.534,3.196,3.438,2.211,2.06,4.676,2.049,2.83,3.122,1.26,1.605,4.037,1.468,2.188,2.57,0.351,0.929,3.045,0.731,1.515,1.922,0.028,0.457,1.609,0.245,0.287,2.905,0.441,0.815,0.396,4.236,1.533,2.107,0.333,5.435,0.712,1.333,0.234,5.392,1.455,2.351,0.255,0.13,4.625,0.693,1.265,0.191,0.058,4.135,0.621,24.914,1.143,0.017,2.964,0.279,0.781,0.004,1.874,0.265,0.623,10,19,0.393,0.687,0.813,0.861,0.861,0.861,2.603,0.725,-1.22,-1.31,-1.38,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,2,2,2,0,0,0,0,0,2,0,3,4,2,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,5,1,0,0
7.67,1.002,64.944,30.083,0.0,17.877,42.683,0.031,0.853,61.8,0.481,4.114,4.114,1.515,16.927,30.924,0.111,15.645,16.732,3.6,7.307,42.683,0.068,0.228,0.697,0.122,29.479,5.21,0.147,1.778,93.04,1,11.64,93.04,76.254,1.0,7.962,9.222,10.156,11.318,12.343,13.467,14.534,17.273,12.333,2.818,0.882,1.488,15.711,7.637,7.637,0.077,5.186,0.842,61.8,5.683,5.032,0.042,-0.081,13.665,6.476,-0.022,3.477,3.02,2.163,0.012,0.686,1.56,1.56,6.687,3.15,3.15,5.15,6.687,3.15,3.002,3.568,3.851,4.743,1.0,4,3.267,3.267,1.672,0.311,1.069,30.793,-0.032,1.874,7.176,9.118,65.214,8.045,3.469,3.579,3.105,3.047,4.673,3.046,3.918,4.061,3.436,3.421,5.099,3.394,4.103,4.285,3.413,3.469,3.404,4.14,4.369,3.218,3.346,5.228,3.267,3.937,4.174,2.97,3.19,4.884,3.081,3.816,4.056,2.898,3.026,4.853,2.951,3.588,3.817,2.704,2.807,4.691,2.732,3.357,3.598,2.25,2.397,4.52,2.313,0.424,4.929,2.268,2.703,0.665,8.327,3.681,4.668,0.757,11.219,4.871,6.423,0.74,13.574,4.728,6.273,0.107,0.603,10.966,4.263,5.856,0.149,0.539,10.034,3.354,20.05,4.496,0.428,7.568,2.727,3.689,0.31,6.572,2.078,2.646,2,26,0.297,0.662,0.777,0.829,0.848,0.848,2.909,0.85,-3.26,-3.25,-3.11,46.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,1,0,1,0,9,0,0,0,1,0,2,1,1,0,7,0,0,0,2,0,1,0,2,0
7.382,1.0,101.957,20.829,0.0,18.025,53.683,-0.013,0.861,97.05,0.584,4.123,4.123,1.556,20.258,31.027,0.195,15.444,16.522,7.1,12.583,53.683,0.063,0.355,0.686,0.215,35.345,5.371,0.422,1.778,136.937,2,13.887,136.937,120.151,1.0,7.864,9.097,10.017,11.162,12.175,13.287,14.344,35.695,18.621,2.901,0.833,1.477,27.141,7.693,7.693,0.17,5.206,0.8,97.05,5.696,5.225,0.125,0.02,17.184,6.476,0.12,3.526,2.38,2.12,0.017,0.696,1.727,1.727,6.705,3.177,3.177,5.177,6.705,3.177,2.848,3.614,4.236,4.935,1.0,6,3.322,3.322,1.861,0.363,1.257,33.65,-0.085,1.662,7.278,5.662,66.332,8.652,3.505,3.612,3.181,2.991,4.799,3.036,3.916,4.038,3.548,3.331,5.261,3.363,4.102,4.267,3.529,3.316,3.342,3.987,4.147,3.37,3.184,5.333,3.209,3.891,4.063,3.189,3.118,5.2,3.091,3.838,4.057,2.975,3.059,4.911,3.005,3.695,3.931,2.85,2.896,4.823,2.834,3.506,3.731,2.499,2.579,4.758,2.518,0.451,4.476,2.039,2.12,0.667,7.025,3.43,3.869,0.703,11.014,3.899,4.511,0.608,9.88,3.484,3.915,0.405,0.565,9.094,3.317,3.982,0.262,0.549,9.321,3.051,20.654,3.867,0.469,8.347,2.917,4.064,0.363,6.829,2.104,2.661,5,28,0.329,0.672,0.777,0.829,0.848,0.848,2.961,0.795,-2.64,-2.65,-2.58,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,4,0,1,2,2,3,0,0,0,4,0,0,1,2,0,3,1,0,0,2,0,0,0,1,0,1,1,0,0
6.622,0.971,88.365,23.363,0.0,18.025,85.367,0.087,0.816,108.05,0.644,4.137,4.137,1.487,29.76,31.028,0.263,15.743,16.833,6.5,17.508,85.367,0.074,0.383,0.677,0.194,48.919,5.459,0.291,2.222,168.62,2,22.515,168.62,151.835,1.0,8.104,9.335,10.271,11.421,12.446,13.565,14.634,36.189,21.447,2.876,0.789,1.471,29.252,7.727,7.727,0.201,5.209,0.762,108.05,5.701,6.47,0.126,0.282,19.541,6.478,0.386,3.846,2.527,2.081,0.021,0.706,1.692,1.692,6.706,3.177,3.177,5.177,6.706,3.177,2.935,3.672,4.597,5.214,1.0,6,3.29,3.29,1.82,0.399,1.319,36.932,-0.078,1.714,8.0,6.384,71.522,8.267,3.588,3.701,3.216,3.091,4.87,3.116,4.012,4.149,3.593,3.476,5.322,3.475,4.23,4.4,3.577,3.541,3.513,4.278,4.493,3.42,3.456,5.491,3.4,4.119,4.346,3.216,3.319,5.192,3.241,4.029,4.253,3.076,3.179,5.173,3.122,3.893,4.157,2.992,2.985,5.008,2.931,3.607,3.787,2.81,2.649,5.072,2.652,0.493,5.573,2.362,2.689,0.752,8.737,4.121,5.088,0.853,12.373,4.939,6.217,0.815,15.166,5.093,6.845,0.26,0.706,13.117,4.708,6.444,0.311,0.643,11.934,3.496,39.581,4.603,0.525,11.628,3.617,5.294,0.382,7.509,2.192,2.688,10,30,0.316,0.718,0.816,0.852,0.852,0.852,3.011,0.819,-2.64,-2.66,-2.59,41.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,6,0,1,1,2,3,0,3,0,7,0,0,0,1,0,2,1,3,0,6,0,0,0,2,0,1,1,4,0
