pXC50,MW,Si,nAT,nSK,nBT,Sv,nC,nBO,nH,Sp,Se,SCBO,AMW,C.,H.,Me,Mi,Mp,Mv,N.,nAB,nB,nBM,nBR,nCL,nCsp,nCsp2,nCsp3,nDB,nF
5.0,427.58,67.939,61,32,64,38.541,28,35,29,41.029,60.454,47.0,7.01,45.9,47.5,0.991,1.114,0.673,0.632,1.6,22,0,23,0,0,0,21,7,1,0
5.2,390.45,54.073,48,29,51,32.113,22,32,19,32.961,48.643,44.0,8.134,45.8,39.6,1.013,1.127,0.687,0.669,8.3,22,0,23,0,0,0,20,2,1,1
6.0,398.53,63.734,56,29,58,34.22,22,31,27,36.006,56.178,39.5,7.117,39.3,48.2,1.003,1.138,0.643,0.611,7.1,11,0,14,0,0,0,14,8,3,1
5.8,360.43,49.821,44,27,48,29.673,20,31,17,30.54,44.425,42.0,8.192,45.5,38.6,1.01,1.132,0.694,0.674,13.6,22,0,22,0,0,0,16,4,0,1
8.5,265.34,39.196,35,20,37,22.94,16,22,15,24.04,34.934,30.5,7.581,45.7,42.9,0.998,1.12,0.687,0.655,8.6,17,0,17,0,0,0,14,2,0,0
4.1,209.27,30.156,27,16,29,18.171,13,18,11,19.063,26.84,26.0,7.751,48.1,40.7,0.994,1.117,0.706,0.673,11.1,16,0,16,0,0,0,13,0,0,0
5.0,453.64,73.099,65,34,70,40.67,28,39,31,43.381,64.323,50.0,6.979,43.1,47.7,0.99,1.125,0.667,0.626,7.7,22,0,22,0,0,0,18,10,0,0
5.0,339.8,42.349,38,24,41,26.482,18,27,14,27.352,38.585,36.5,8.942,47.4,36.8,1.015,1.114,0.72,0.697,7.9,17,0,18,0,1,0,16,2,1,0
6.5,380.45,55.117,49,28,51,31.839,22,30,21,32.926,49.534,40.0,7.764,44.9,42.9,1.011,1.125,0.672,0.65,4.1,18,0,19,0,0,0,18,4,1,1
4.2,182.17,22.409,19,13,20,12.558,5,14,6,11.943,20.265,19.0,9.588,26.3,31.6,1.067,1.179,0.629,0.661,31.6,10,0,10,0,0,0,4,1,0,0
5.7,429.9,56.595,50,30,52,33.008,20,32,20,33.796,51.211,42.0,8.598,40.0,40.0,1.024,1.132,0.676,0.66,10.0,12,0,15,0,1,1,12,7,2,0
6.6,290.34,39.907,36,22,39,24.633,18,25,14,25.489,36.16,34.5,8.065,50.0,38.9,1.004,1.109,0.708,0.684,5.6,17,0,18,0,0,0,17,1,1,0
5.5,392.48,56.861,50,29,53,32.441,21,32,21,33.517,50.52,43.0,7.85,42.0,42.0,1.01,1.137,0.67,0.649,12.0,22,0,22,0,0,0,16,5,0,1
8.0,384.79,42.902,38,27,41,28.029,19,30,11,28.017,39.502,42.0,10.126,50.0,28.9,1.04,1.129,0.737,0.738,10.5,22,0,23,0,1,0,19,0,1,2
5.0,585.74,77.979,70,43,76,48.034,33,49,27,50.211,70.28,67.5,8.368,47.1,38.6,1.004,1.114,0.717,0.686,10.0,33,0,35,0,0,0,29,4,2,0
5.0,388.23,42.084,38,24,40,26.593,18,26,14,27.506,38.825,35.0,10.217,47.4,36.8,1.022,1.107,0.724,0.7,2.6,12,0,15,1,0,0,16,2,3,0
7.7,343.85,47.551,42,24,45,27.337,17,27,18,28.671,42.345,35.0,8.187,40.5,42.9,1.008,1.132,0.683,0.651,11.9,16,0,16,0,1,0,11,6,0,0
5.5,424.5,60.615,53,31,56,34.351,22,34,22,35.216,53.916,45.0,8.009,41.5,41.5,1.017,1.144,0.664,0.648,11.3,22,0,22,0,0,0,16,6,0,2
7.6,479.63,72.893,65,36,69,41.858,29,40,29,44.074,64.767,54.5,7.379,44.6,44.6,0.996,1.121,0.678,0.644,7.7,27,0,28,0,0,0,23,6,1,0
7.6,301.42,46.817,42,23,45,27.279,20,26,19,29.108,41.374,35.0,7.177,47.6,45.2,0.985,1.115,0.693,0.649,7.1,18,0,18,0,0,0,18,2,0,0
5.4,215.29,26.289,24,15,26,17.031,12,17,9,18.154,24.04,23.5,8.97,50.0,37.5,1.002,1.095,0.756,0.71,4.2,11,0,12,0,0,0,11,1,1,0
5.4,446.58,68.106,60,33,64,38.021,25,37,27,39.802,60.17,48.0,7.443,41.7,45.0,1.003,1.135,0.663,0.634,10.0,22,0,22,0,0,0,16,9,0,1
6.4,331.45,51.441,46,25,49,29.52,21,28,21,31.324,45.585,37.0,7.205,45.7,45.7,0.991,1.118,0.681,0.642,6.5,18,0,18,0,0,0,18,3,0,0
5.3,174.63,14.857,13,10,14,10.1,4,11,3,10.528,13.807,15.5,13.433,30.8,23.1,1.062,1.143,0.81,0.777,30.8,9,0,9,0,1,0,4,0,0,0
6.0,434.54,62.113,56,33,61,37.936,29,38,23,39.779,55.763,51.5,7.76,51.8,41.1,0.996,1.109,0.71,0.677,3.6,23,0,25,0,0,0,25,4,2,1
5.8,373.53,55.567,49,26,53,30.465,18,30,23,32.438,49.192,39.0,7.623,36.7,46.9,1.004,1.134,0.662,0.622,10.2,14,0,16,0,0,0,8,10,2,0
6.0,407.52,62.272,55,30,58,34.519,22,33,25,36.006,55.327,42.0,7.409,40.0,45.5,1.006,1.132,0.655,0.628,9.1,18,0,18,0,0,0,15,7,0,0
5.6,325.33,40.911,36,24,38,25.027,16,26,12,24.921,37.211,36.0,9.037,44.4,33.3,1.034,1.136,0.692,0.695,13.9,18,0,19,0,0,0,16,0,1,1
5.0,373.51,50.946,46,27,49,31.181,22,30,19,33.211,45.778,42.0,8.12,47.8,41.3,0.995,1.108,0.722,0.678,6.5,22,0,23,0,0,0,20,2,1,0
5.0,430.42,54.962,48,31,50,32.594,21,33,17,32.29,49.996,44.0,8.967,43.8,35.4,1.042,1.145,0.673,0.679,8.3,18,0,20,0,0,0,19,2,2,3
6.2,220.62,22.19,20,15,22,15.354,10,17,5,15.301,20.949,24.0,11.031,50.0,25.0,1.047,1.109,0.765,0.768,10.0,10,0,12,0,1,0,10,0,2,0
6.3,330.45,46.238,41,23,43,26.39,16,25,18,27.909,41.323,35.0,8.06,39.0,43.9,1.008,1.128,0.681,0.644,9.8,16,0,18,0,0,0,13,3,2,0
8.4,437.55,63.019,56,33,60,37.079,25,37,23,38.586,56.109,51.5,7.813,44.6,41.1,1.002,1.125,0.689,0.662,12.5,27,0,28,0,0,0,22,3,1,0
6.9,280.31,37.073,33,21,35,22.622,15,23,12,22.977,33.596,32.5,8.494,45.5,36.4,1.018,1.123,0.696,0.686,12.1,17,0,18,0,0,0,15,0,1,0
7.1,348.39,47.113,42,26,45,28.391,19,29,16,28.955,42.691,40.0,8.295,45.2,38.1,1.016,1.122,0.689,0.676,9.5,16,0,19,0,0,0,17,2,3,0
5.0,407.44,46.91,42,29,45,30.261,19,32,13,30.54,43.429,46.5,9.701,45.2,31.0,1.034,1.117,0.727,0.72,11.9,21,0,25,0,0,0,19,0,4,0
6.6,370.45,47.127,42,26,44,28.926,20,28,16,30.08,42.702,38.0,8.82,47.6,38.1,1.017,1.122,0.716,0.689,4.8,18,0,19,0,0,0,18,2,1,2
4.6,179.21,25.531,22,13,23,13.875,7,14,9,14.006,22.604,18.0,8.146,31.8,40.9,1.027,1.161,0.637,0.631,22.7,6,0,7,0,0,0,5,2,1,0
7.1,273.14,27.499,25,16,27,18.175,13,18,9,19.409,24.967,26.0,10.926,52.0,36.0,0.999,1.1,0.776,0.727,8.0,16,0,16,1,0,0,13,0,0,0
4.7,220.63,22.562,20,15,22,15.155,9,17,5,15.097,20.942,23.5,11.032,45.0,25.0,1.047,1.128,0.755,0.758,20.0,11,0,12,0,1,0,9,0,1,0
6.0,429.53,64.529,56,31,59,34.899,21,34,25,35.983,56.901,43.0,7.67,37.5,44.6,1.016,1.152,0.643,0.623,12.5,16,0,17,0,0,0,12,9,1,2
8.1,284.35,41.903,37,21,39,23.676,15,23,16,24.5,37.363,31.0,7.685,40.5,43.2,1.01,1.133,0.662,0.64,10.8,16,0,16,0,0,0,12,3,0,0
8.0,269.29,35.156,31,20,33,21.117,13,22,11,21.222,31.814,32.0,8.687,41.9,35.5,1.026,1.134,0.685,0.681,16.1,16,0,18,0,0,0,12,1,2,0
5.4,353.43,44.534,40,25,43,27.557,18,28,15,28.597,40.665,38.0,8.836,45.0,37.5,1.017,1.113,0.715,0.689,7.5,16,0,18,0,0,0,16,2,2,0
6.8,345.19,34.835,31,21,34,22.601,15,24,10,23.358,31.683,34.0,11.135,48.4,32.3,1.022,1.124,0.753,0.729,12.9,20,0,20,1,0,0,14,1,0,1
5.7,297.85,39.847,35,19,36,22.282,12,20,16,24.103,35.211,25.5,8.51,34.3,45.7,1.006,1.138,0.689,0.637,14.3,11,0,11,0,1,0,7,5,0,0
7.6,348.81,42.223,38,25,41,27.262,19,28,13,28.142,38.476,40.0,9.179,50.0,34.2,1.013,1.111,0.741,0.717,10.5,22,0,23,0,1,0,19,0,1,0
7.0,379.48,49.322,44,27,47,29.885,19,30,17,31.154,44.542,43.0,8.625,43.2,38.6,1.012,1.121,0.708,0.679,11.4,22,0,24,0,0,0,18,1,2,0
6.3,289.79,40.555,36,20,37,23.294,15,21,16,24.659,36.142,28.0,8.05,41.7,44.4,1.004,1.127,0.685,0.647,8.3,12,0,13,0,1,0,12,3,1,0
7.8,371.47,54.651,49,28,52,32.235,23,31,21,33.779,48.912,43.0,7.581,46.9,42.9,0.998,1.115,0.689,0.658,6.1,22,0,23,0,0,0,20,3,1,0
7.4,212.24,27.997,25,16,27,17.533,13,18,9,17.995,25.251,26.0,8.49,52.0,36.0,1.01,1.12,0.72,0.701,8.0,16,0,16,0,0,0,13,0,0,1
7.6,479.99,61.139,54,32,56,35.437,20,34,22,36.659,55.498,45.0,8.889,37.0,40.7,1.028,1.132,0.679,0.656,9.3,18,0,20,0,1,0,16,4,2,0
7.6,405.42,51.951,46,30,49,31.796,21,33,16,31.898,47.305,46.0,8.813,45.7,34.8,1.028,1.129,0.693,0.691,10.9,22,0,24,0,0,0,21,0,2,1
6.4,361.48,56.066,50,27,52,31.762,22,29,23,33.54,49.796,39.0,7.23,44.0,46.0,0.996,1.121,0.671,0.635,6.0,18,0,19,0,0,0,18,4,1,0
8.2,226.31,35.069,31,17,33,19.72,13,19,14,20.83,30.825,26.0,7.3,41.9,45.2,0.994,1.131,0.672,0.636,12.9,10,0,11,0,0,2,6,5,0,0
7.7,401.48,48.906,44,29,48,31.358,21,33,15,32.392,44.658,47.0,9.125,47.7,34.1,1.015,1.112,0.736,0.713,11.4,26,0,27,0,0,0,21,0,1,0
5.0,486.62,65.196,58,35,62,39.155,26,39,23,40.926,58.48,53.5,8.39,44.8,39.7,1.008,1.124,0.706,0.675,10.3,27,0,28,0,0,0,23,3,1,1
5.0,450.54,65.031,57,33,61,36.878,24,37,24,37.978,57.8,48.0,7.904,42.1,42.1,1.014,1.141,0.666,0.647,10.5,22,0,22,0,0,0,16,8,0,2
5.8,273.14,27.499,25,16,27,18.175,13,18,9,19.409,24.967,26.0,10.926,52.0,36.0,0.999,1.1,0.776,0.727,8.0,16,0,16,1,0,0,13,0,0,0
5.3,237.28,32.365,29,18,31,19.886,14,20,11,20.517,29.167,29.0,8.182,48.3,37.9,1.006,1.116,0.707,0.686,10.3,16,0,17,0,0,0,13,1,1,0
6.9,370.22,38.831,35,23,37,25.153,17,25,12,26.085,35.607,36.0,10.578,48.6,34.3,1.017,1.109,0.745,0.719,8.6,16,0,18,1,0,1,15,1,1,0
5.0,505.67,64.697,58,35,61,39.367,25,38,23,41.54,58.596,54.0,8.718,43.1,39.7,1.01,1.115,0.716,0.679,8.6,22,0,26,0,0,2,20,3,3,0
7.5,342.87,48.84,43,24,46,27.644,17,27,19,29.222,43.12,35.0,7.974,39.5,44.2,1.003,1.136,0.68,0.643,14.0,16,0,16,0,1,0,11,6,0,0
6.5,247.38,44.441,39,18,40,22.52,14,19,21,24.324,38.585,23.0,6.343,35.9,53.8,0.989,1.14,0.624,0.577,7.7,6,0,7,0,0,0,6,8,1,0
6.4,333.3,39.381,34,24,36,24.079,15,26,10,23.341,35.909,35.5,9.803,44.1,29.4,1.056,1.158,0.687,0.708,14.7,17,0,18,0,0,0,14,1,1,3
6.6,265.34,39.196,35,20,37,22.94,16,22,15,24.04,34.934,31.0,7.581,45.7,42.9,0.998,1.12,0.687,0.655,8.6,16,0,17,0,0,0,13,3,1,0
7.3,387.5,50.112,45,28,49,31.17,21,32,17,32.699,45.214,44.0,8.611,46.7,37.8,1.005,1.114,0.727,0.693,11.1,22,0,23,0,0,0,19,2,1,0
6.5,338.46,46.657,42,24,44,27.874,19,26,18,29.659,42.003,35.5,8.059,45.2,42.9,1.0,1.111,0.706,0.664,4.8,17,0,18,0,0,0,16,3,1,0
4.1,196.23,25.824,23,15,24,16.139,11,16,8,16.546,23.174,24.0,8.532,47.8,34.8,1.008,1.123,0.719,0.702,17.4,12,0,13,0,0,1,9,1,0,0
7.5,344.8,35.522,32,23,35,24.11,15,26,9,24.722,33.113,36.5,10.775,46.9,28.1,1.035,1.11,0.773,0.753,12.5,21,0,21,0,1,0,15,0,0,0
6.1,293.35,41.405,37,22,39,24.655,17,24,15,25.495,37.262,33.0,7.928,45.9,40.5,1.007,1.119,0.689,0.666,8.1,12,0,15,0,0,0,15,2,3,0
5.6,482.44,55.784,50,30,53,34.248,22,33,20,36.574,50.211,45.5,9.649,44.0,40.0,1.004,1.116,0.731,0.685,10.0,21,0,23,1,0,0,19,3,2,0
5.6,499.67,78.933,70,37,73,43.627,29,40,33,46.052,69.861,53.0,7.138,41.4,47.1,0.998,1.128,0.658,0.623,7.1,22,0,24,0,0,0,21,8,2,0
5.4,235.09,22.084,20,13,22,14.648,10,15,7,15.648,20.084,20.5,11.755,50.0,35.0,1.004,1.104,0.782,0.732,10.0,11,0,11,1,0,0,9,1,0,0
7.5,266.38,42.9,38,20,40,23.773,16,22,18,25.353,37.592,30.0,7.01,42.1,47.4,0.989,1.129,0.667,0.626,10.5,16,0,16,0,0,0,12,4,0,0
8.2,427.99,63.794,56,30,59,34.96,21,33,26,36.966,56.2,42.0,7.643,37.5,46.4,1.004,1.139,0.66,0.624,12.5,16,0,17,0,1,0,12,9,1,0
5.5,350.46,54.149,48,26,51,30.256,20,29,22,31.784,48.014,38.0,7.301,41.7,45.8,1.0,1.128,0.662,0.63,8.3,16,0,17,0,0,0,14,6,1,0
5.0,377.38,48.033,43,28,46,29.799,20,31,15,29.858,44.244,43.0,8.776,46.5,34.9,1.029,1.117,0.694,0.693,7.0,18,0,21,0,0,0,19,1,3,0
6.3,176.2,24.033,21,13,22,13.854,8,14,8,14.0,21.502,19.0,8.39,38.1,38.1,1.024,1.144,0.667,0.66,19.0,6,0,8,0,0,0,8,0,2,0
8.0,430.45,54.37,48,32,52,33.771,23,36,16,33.932,49.265,50.5,8.968,47.9,33.3,1.026,1.133,0.707,0.704,12.5,27,0,28,0,0,0,22,1,1,2
8.2,308.43,48.896,43,23,46,26.816,17,26,20,28.364,42.796,34.0,7.173,39.5,46.5,0.995,1.137,0.66,0.624,14.0,16,0,16,0,0,0,11,6,0,0
5.0,440.5,61.825,54,32,57,35.066,22,35,22,35.671,55.243,46.0,8.157,40.7,40.7,1.023,1.145,0.661,0.649,11.1,22,0,22,0,0,0,16,6,0,2
4.9,201.25,29.365,26,15,27,16.886,11,16,11,17.517,26.167,22.5,7.74,42.3,42.3,1.006,1.129,0.674,0.649,11.5,11,0,12,0,0,0,10,1,1,0
5.0,280.79,41.053,36,19,37,22.316,13,20,17,23.665,36.243,25.5,7.8,36.1,47.2,1.007,1.14,0.657,0.62,11.1,11,0,11,0,1,0,8,5,0,0
8.2,315.41,45.983,41,24,44,27.268,19,27,17,28.597,40.811,38.0,7.693,46.3,41.5,0.995,1.122,0.697,0.665,12.2,22,0,22,0,0,0,17,2,0,0
5.6,308.42,48.524,43,23,45,27.015,18,25,20,28.569,42.803,34.0,7.173,41.9,46.5,0.995,1.128,0.664,0.628,9.3,16,0,17,0,0,0,15,3,1,0
8.0,317.4,37.657,34,23,37,24.875,17,26,11,25.96,34.236,38.5,9.335,50.0,32.4,1.007,1.108,0.764,0.732,14.7,21,0,22,0,0,1,16,0,0,0
6.3,346.43,49.69,44,26,47,29.004,19,29,18,30.057,44.24,40.5,7.873,43.2,40.9,1.005,1.129,0.683,0.659,13.6,21,0,22,0,0,0,16,3,1,0
6.1,210.25,28.867,26,16,28,17.865,13,18,10,18.512,26.065,25.5,8.087,50.0,38.5,1.003,1.11,0.712,0.687,7.7,11,0,13,0,0,0,13,0,2,0
5.0,421.54,61.438,55,32,60,36.563,26,37,23,38.336,54.789,50.5,7.664,47.3,41.8,0.996,1.117,0.697,0.665,9.1,27,0,27,0,0,0,21,5,0,0
6.0,341.44,50.026,45,26,48,29.993,22,29,19,31.563,44.702,41.0,7.588,48.9,42.2,0.993,1.112,0.701,0.667,6.7,22,0,23,0,0,0,20,2,1,0
8.4,284.77,37.013,33,20,35,22.547,15,22,13,23.688,33.149,31.0,8.629,45.5,39.4,1.005,1.122,0.718,0.683,12.1,16,0,17,0,1,0,14,1,1,0
5.9,295.4,38.072,34,21,37,23.401,15,24,13,24.722,34.12,33.5,8.688,44.1,38.2,1.004,1.12,0.727,0.688,14.7,15,0,16,0,0,1,10,4,0,0
8.0,282.38,44.109,39,21,41,24.488,16,23,18,25.807,38.92,31.0,7.241,41.0,46.2,0.998,1.131,0.662,0.628,10.3,16,0,16,0,0,0,12,4,0,0
5.5,355.58,31.071,28,20,30,21.147,13,22,8,21.631,29.273,29.0,12.699,46.4,28.6,1.045,1.11,0.773,0.755,7.1,12,0,13,1,1,0,13,0,1,0
5.4,410.47,57.2,50,30,53,32.824,21,33,20,33.455,51.032,44.0,8.209,42.0,40.0,1.021,1.144,0.669,0.656,12.0,22,0,22,0,0,0,16,5,0,2
5.8,424.5,58.315,52,32,57,35.246,24,37,20,36.273,52.451,50.5,8.163,46.2,38.5,1.009,1.121,0.698,0.678,11.5,21,0,24,0,0,0,20,4,3,0
5.6,443.51,63.915,56,32,60,35.965,24,36,24,36.875,57.101,45.0,7.92,42.9,42.9,1.02,1.141,0.658,0.642,5.4,16,0,17,0,0,0,15,9,1,3
6.4,410.47,57.2,50,30,54,32.824,21,34,20,33.455,51.032,44.5,8.209,42.0,40.0,1.021,1.144,0.669,0.656,12.0,21,0,21,0,0,0,14,7,0,2
5.6,426.99,64.338,57,30,60,35.664,23,33,27,37.926,56.989,41.5,7.491,40.4,47.4,1.0,1.129,0.665,0.626,7.0,17,0,17,0,1,0,14,9,0,0
6.0,534.72,78.066,69,38,72,43.977,28,41,31,46.427,69.341,54.0,7.75,40.6,44.9,1.005,1.131,0.673,0.637,8.7,22,0,24,0,0,0,21,7,2,1
7.1,460.58,69.813,62,34,65,39.266,26,37,28,40.978,62.32,48.0,7.429,41.9,45.2,1.005,1.126,0.661,0.633,6.5,18,0,20,0,0,0,20,6,2,0
7.8,359.2,36.498,32,18,34,20.773,11,20,14,22.949,32.323,25.0,11.225,34.4,43.8,1.01,1.141,0.717,0.649,15.6,10,0,10,0,0,0,5,6,0,0
5.7,279.36,42.239,38,21,41,24.665,18,24,17,26.006,37.825,31.5,7.352,47.4,44.7,0.995,1.112,0.684,0.649,2.6,11,0,13,0,0,0,12,6,2,0
6.0,210.29,27.368,24,14,25,15.568,8,15,10,16.409,24.462,20.5,8.762,33.3,41.7,1.019,1.14,0.684,0.649,16.7,9,0,10,0,0,0,6,2,1,0
5.5,188.02,15.798,14,11,15,11.246,6,12,3,11.494,14.836,17.0,13.43,42.9,21.4,1.06,1.128,0.821,0.803,21.4,10,0,10,0,2,0,6,0,0,0
5.9,366.87,50.096,45,26,47,30.041,21,28,19,31.631,45.134,38.0,8.153,46.7,42.2,1.003,1.113,0.703,0.668,4.4,18,0,19,0,1,0,18,3,1,0
6.4,349.36,43.875,39,26,42,27.706,20,29,13,27.915,39.96,41.0,8.958,51.3,33.3,1.025,1.125,0.716,0.71,7.7,22,0,23,0,0,0,20,0,1,2
8.9,413.96,60.378,53,29,56,33.433,20,32,24,35.205,53.316,41.0,7.811,37.7,45.3,1.006,1.139,0.664,0.631,13.2,16,0,17,0,1,0,12,8,1,0
6.3,323.44,51.023,45,24,47,28.036,18,26,21,29.574,44.905,35.0,7.188,40.0,46.7,0.998,1.134,0.657,0.623,11.1,16,0,17,0,0,0,13,5,1,0
5.6,265.32,32.704,29,18,30,19.503,11,19,11,20.074,29.898,26.0,9.149,37.9,37.9,1.031,1.128,0.692,0.673,10.3,10,0,12,0,0,0,9,2,2,0
5.7,338.42,49.864,44,25,47,28.398,19,28,19,29.506,44.316,37.0,7.691,43.2,43.2,1.007,1.133,0.671,0.645,9.1,16,0,17,0,0,0,14,5,1,1
7.1,227.26,30.495,27,17,29,18.555,13,19,10,19.0,27.353,27.0,8.417,48.1,37.0,1.013,1.129,0.704,0.687,11.1,16,0,16,0,0,0,12,1,0,1
5.7,611.73,80.074,71,44,76,48.328,32,49,27,49.847,72.189,66.5,8.616,45.1,38.0,1.017,1.128,0.702,0.681,9.9,33,0,34,0,0,0,28,4,1,2
4.8,209.27,30.156,27,16,29,18.171,13,18,11,19.063,26.84,26.0,7.751,48.1,40.7,0.994,1.117,0.706,0.673,11.1,16,0,16,0,0,0,13,0,0,0
8.2,315.4,45.611,41,24,44,27.467,20,27,17,28.801,40.818,37.5,7.693,48.8,41.5,0.996,1.112,0.702,0.67,7.3,17,0,19,0,0,0,18,2,2,0
5.6,387.27,37.253,34,23,36,25.319,17,25,11,26.727,34.582,35.5,11.39,50.0,32.4,1.017,1.096,0.786,0.745,5.9,11,0,15,1,0,1,15,1,3,0
6.5,339.46,46.112,41,24,43,27.17,17,26,17,28.699,41.214,35.5,8.28,41.5,41.5,1.005,1.125,0.7,0.663,12.2,17,0,18,0,0,0,15,2,1,0
6.1,290.34,39.907,36,22,39,24.633,18,25,14,25.489,36.16,35.0,8.065,50.0,38.9,1.004,1.109,0.708,0.684,5.6,16,0,18,0,0,0,17,1,2,0
7.2,334.4,47.946,43,25,46,28.402,20,28,18,29.466,43.254,37.5,7.777,46.5,41.9,1.006,1.115,0.685,0.661,4.7,17,0,18,0,0,0,17,3,1,0
6.2,312.36,44.113,39,23,42,25.391,16,26,16,25.955,39.691,34.5,8.009,41.0,41.0,1.018,1.131,0.666,0.651,10.3,15,0,16,0,0,0,11,5,1,0
5.6,476.34,53.29,48,33,52,35.352,24,37,15,36.222,49.113,52.5,9.924,50.0,31.3,1.023,1.11,0.755,0.737,10.4,21,0,25,0,2,1,21,2,3,0
5.8,301.32,41.452,37,22,38,24.283,16,23,15,24.608,37.924,31.0,8.144,43.2,40.5,1.025,1.12,0.665,0.656,2.7,12,0,14,0,0,0,14,2,2,0
5.0,441.95,61.844,55,31,58,35.546,23,34,24,37.068,55.658,43.5,8.035,41.8,43.6,1.012,1.124,0.674,0.646,5.5,17,0,18,0,1,0,15,8,1,0
7.5,405.56,57.986,52,29,55,33.949,23,32,23,36.188,51.872,43.5,7.799,44.2,44.2,0.998,1.115,0.696,0.653,5.8,21,0,22,0,0,0,18,5,1,0
6.4,316.42,42.823,38,22,40,24.863,15,24,16,26.148,38.44,34.0,8.327,39.5,42.1,1.012,1.127,0.688,0.654,10.5,16,0,18,0,0,0,13,2,2,0
6.6,373.36,47.824,42,27,44,28.03,16,29,15,27.563,43.891,39.5,8.89,38.1,35.7,1.045,1.139,0.656,0.667,11.9,11,0,16,0,0,0,12,4,5,0
5.2,482.69,79.012,70,36,75,43.218,29,41,34,46.148,69.309,52.0,6.896,41.4,48.6,0.99,1.129,0.659,0.617,8.6,22,0,22,0,0,0,18,11,0,0
8.4,424.5,58.315,52,32,56,35.246,24,36,20,36.273,52.451,50.5,8.163,46.2,38.5,1.009,1.121,0.698,0.678,11.5,27,0,28,0,0,0,22,2,1,0
6.7,343.41,47.82,43,26,46,29.181,21,29,17,30.256,43.145,41.0,7.986,48.8,39.5,1.003,1.112,0.704,0.679,7.0,22,0,23,0,0,0,20,1,1,0
6.4,433.59,54.075,49,30,53,34.082,23,34,19,36.313,49.182,49.0,8.849,46.9,38.8,1.004,1.104,0.741,0.696,6.1,26,0,28,0,0,0,21,2,2,0
6.8,327.85,46.342,41,23,44,26.622,17,26,18,28.216,41.018,34.0,7.996,41.5,43.9,1.0,1.13,0.688,0.649,12.2,16,0,16,0,1,0,11,6,0,0
5.2,307.38,44.82,40,23,43,26.181,18,26,17,27.256,40.145,35.0,7.684,45.0,42.5,1.004,1.121,0.681,0.655,7.5,16,0,17,0,0,0,14,4,1,0
5.6,440.81,49.621,43,30,45,30.564,19,32,13,29.87,45.622,42.0,10.251,44.2,30.2,1.061,1.154,0.695,0.711,9.3,12,0,16,0,1,0,17,2,4,4
5.7,516.67,68.856,62,38,67,42.771,30,43,24,44.989,61.967,60.5,8.333,48.4,38.7,0.999,1.111,0.726,0.69,9.7,33,0,34,0,0,0,28,2,1,0
8.4,362.5,49.401,44,26,48,29.476,19,30,18,31.25,43.989,40.5,8.239,43.2,40.9,1.0,1.123,0.71,0.67,13.6,21,0,21,0,0,0,15,4,0,0
8.2,316.82,44.053,39,22,41,25.316,16,24,17,26.665,39.243,32.0,8.124,41.0,43.6,1.006,1.13,0.684,0.649,10.3,16,0,16,0,1,0,12,4,0,0
5.6,353.48,49.155,44,25,46,28.895,19,27,19,30.665,44.105,36.5,8.034,43.2,43.2,1.002,1.117,0.697,0.657,6.8,17,0,18,0,0,0,15,4,1,0
5.0,389.45,54.026,48,29,51,31.939,21,32,19,32.722,48.676,44.0,8.114,43.8,39.6,1.014,1.126,0.682,0.665,10.4,22,0,23,0,0,0,19,2,1,0
8.3,363.27,44.997,40,24,42,27.143,17,26,16,28.523,40.567,35.0,9.082,42.5,40.0,1.014,1.125,0.713,0.679,10.0,16,0,17,0,2,0,14,3,1,0
5.0,356.48,57.145,50,26,51,30.299,18,27,24,31.796,50.218,35.0,7.13,36.0,48.0,1.004,1.143,0.636,0.606,12.0,12,0,14,0,0,0,12,6,2,0
4.2,230.67,25.768,23,16,25,16.967,11,18,7,17.404,23.498,26.0,10.029,47.8,30.4,1.022,1.12,0.757,0.738,17.4,16,0,16,0,1,0,11,0,0,0
6.1,186.28,31.488,28,14,29,17.204,12,15,14,18.58,27.505,20.5,6.653,42.9,50.0,0.982,1.125,0.664,0.614,7.1,11,0,11,0,0,0,10,2,0,0
5.7,396.34,54.997,49,26,50,31.142,20,27,23,33.222,49.334,34.0,8.089,40.8,46.9,1.007,1.122,0.678,0.636,2.0,12,0,13,0,2,0,13,7,1,0
6.2,319.84,39.06,35,21,37,23.954,15,23,14,25.546,35.334,31.5,9.138,42.9,40.0,1.01,1.116,0.73,0.684,8.6,15,0,16,0,1,0,12,3,1,0
6.3,265.34,39.196,35,20,37,22.94,16,22,15,24.04,34.934,30.5,7.581,45.7,42.9,0.998,1.12,0.687,0.655,8.6,17,0,17,0,0,0,14,2,0,0
8.1,314.8,41.638,37,22,39,24.789,16,24,15,25.904,37.36,33.0,8.508,43.2,40.5,1.01,1.125,0.7,0.67,10.8,16,0,17,0,1,0,13,3,1,0
6.8,332.43,50.152,45,25,47,29.214,21,27,20,30.773,44.811,37.0,7.387,46.7,44.4,0.996,1.114,0.684,0.649,4.4,18,0,19,0,0,0,18,3,1,0
5.0,396.44,53.785,47,29,51,31.297,20,33,18,31.694,48.149,43.5,8.435,42.6,38.3,1.024,1.144,0.674,0.666,12.8,21,0,21,0,0,0,14,6,0,2
5.9,447.45,50.471,44,31,47,31.703,20,34,13,31.449,46.265,46.0,10.169,45.5,29.5,1.051,1.147,0.715,0.721,11.4,22,0,23,0,0,0,19,1,1,4
