pXC50,Sp,Sv,nBT,Si,nAT,nBO,nSK,SCBO,nH,nC,MW,Se,nCsp2,nN,nCsp3,RBN,nDB,nBM,Mv,H.,nAB,nHet,nHM,Me,O.,AMW,N.,Mp
7.046,31.534,29.74,50,52.567,47,28,25,37.0,22,21,334.45,46.694,14,2,7,3,1,17,0.633,46.8,16,4,0,0.993,4.3,7.116,4.3,0.671
5.745,33.023,30.52,54,58.441,52,26,24,31.0,28,21,328.49,51.352,8,0,13,5,2,8,0.587,53.8,6,3,0,0.988,5.8,6.317,0.0,0.635
7.357,29.983,28.434,48,50.279,45,27,24,35.5,21,20,323.42,44.92,13,1,7,3,1,16,0.632,46.7,15,4,0,0.998,6.7,7.187,2.2,0.666
4.0,21.909,21.074,35,38.159,34,19,18,24.0,16,14,248.3,34.378,8,0,6,3,2,8,0.62,47.1,6,4,0,1.011,11.8,7.303,0.0,0.644
4.301,27.193,25.654,44,48.405,43,22,21,27.0,22,17,290.39,43.029,8,0,9,6,2,8,0.597,51.2,6,4,0,1.001,9.3,6.753,0.0,0.632
7.42,34.938,32.433,54,55.404,50,31,27,40.0,23,23,377.54,49.552,15,1,8,2,1,17,0.649,46.0,16,4,1,0.991,4.0,7.551,2.0,0.699
6.0,30.813,29.008,49,52.764,47,26,24,31.0,23,19,350.87,47.236,8,0,11,5,2,8,0.617,48.9,6,5,1,1.005,8.5,7.465,0.0,0.656
6.051,29.892,28.564,49,53.16,47,26,24,31.0,23,19,334.42,47.425,8,0,11,5,2,8,0.608,48.9,6,5,0,1.009,8.5,7.115,0.0,0.636
6.638,37.159,34.696,58,61.527,55,32,29,41.5,26,23,410.58,54.865,14,2,9,5,2,17,0.631,47.3,15,6,1,0.998,5.5,7.465,3.6,0.676
4.032,26.432,25.127,43,45.99,41,23,21,28.0,20,17,288.37,41.145,8,0,9,4,2,8,0.613,48.8,6,4,0,1.004,9.8,7.033,0.0,0.645
7.523,28.222,26.907,45,46.863,42,26,23,34.5,19,19,309.39,42.036,13,1,6,3,1,16,0.641,45.2,15,4,0,1.001,7.1,7.366,2.4,0.672
5.276,30.131,29.337,48,50.282,45,29,26,38.5,19,20,353.4,45.691,14,1,6,4,2,17,0.652,42.2,15,6,0,1.015,11.1,7.853,2.2,0.67
6.886,40.438,37.964,62,65.724,59,35,32,43.0,27,25,475.04,59.407,15,0,10,7,2,14,0.643,45.8,12,7,2,1.007,8.5,8.052,0.0,0.685
7.444,39.58,36.848,64,67.228,60,34,30,43.0,30,26,402.58,59.229,15,2,11,3,1,17,0.614,50.0,16,4,0,0.987,3.3,6.71,3.3,0.66
7.114,35.052,32.773,56,57.9,52,31,27,40.0,25,24,359.5,51.36,15,1,9,2,1,17,0.63,48.1,16,3,0,0.988,3.8,6.913,1.9,0.674
7.337,41.489,39.277,67,70.647,63,37,33,47.0,30,27,446.59,62.883,16,2,11,4,2,18,0.623,47.6,16,6,0,0.998,6.3,7.089,3.2,0.659
7.292,29.228,27.928,47,49.362,44,27,24,35.5,20,19,324.41,44.138,12,2,7,3,1,16,0.635,45.5,15,5,0,1.003,6.8,7.373,4.5,0.664
7.585,45.341,42.374,72,74.643,67,40,35,52.0,32,31,464.65,66.112,21,2,10,5,1,23,0.632,47.8,22,4,0,0.987,3.0,6.935,3.0,0.677
6.921,42.029,39.541,66,68.939,62,37,33,49.0,29,29,439.59,61.454,21,1,8,6,1,23,0.638,46.8,22,4,0,0.991,4.8,7.09,1.6,0.678
7.328,36.262,33.993,58,60.026,54,32,28,40.0,26,25,374.51,53.469,15,0,10,2,2,14,0.629,48.1,12,3,0,0.99,5.6,6.935,0.0,0.672
4.0,28.011,26.976,43,44.289,40,27,24,36.5,16,18,344.41,40.782,13,0,5,3,4,15,0.674,40.0,11,6,1,1.02,12.5,8.61,0.0,0.7
6.854,39.233,36.765,61,65.096,58,34,31,41.5,27,23,463.04,58.4,12,2,11,7,2,13,0.634,46.6,11,8,2,1.007,6.9,7.983,3.4,0.676
6.921,37.512,35.509,60,62.607,56,34,30,44.0,26,25,402.53,55.789,16,2,9,2,2,18,0.634,46.4,16,5,0,0.996,5.4,7.188,3.6,0.67
6.678,31.529,29.719,50,51.069,46,29,25,38.0,21,22,331.44,45.592,15,1,7,2,1,17,0.646,45.7,16,3,0,0.991,4.3,7.205,2.2,0.685
7.854,46.46,44.049,73,77.717,69,42,38,52.0,31,27,559.14,69.814,14,4,13,8,2,18,0.638,44.9,16,11,2,1.012,7.2,8.103,5.8,0.673
6.036,47.177,43.55,75,80.73,72,38,35,46.0,37,29,495.74,71.392,15,1,14,7,2,14,0.605,51.4,12,6,1,0.992,5.6,6.885,1.4,0.655
4.301,21.654,21.6,37,40.405,35,22,20,27.0,15,11,281.31,36.236,5,5,6,2,0,10,0.617,42.9,10,9,0,1.035,11.4,8.037,14.3,0.619
5.097,36.051,34.114,50,53.008,48,32,30,43.0,18,23,507.22,48.796,20,1,3,7,2,20,0.711,37.5,18,7,3,1.017,6.3,10.567,2.1,0.751
5.456,36.051,34.114,50,53.008,48,32,30,43.0,18,23,507.22,48.796,20,1,3,7,2,20,0.711,37.5,18,7,3,1.017,6.3,10.567,2.1,0.751
6.155,35.852,35.013,52,55.668,50,34,32,47.0,18,23,473.33,51.44,20,2,3,8,4,22,0.7,36.0,18,9,2,1.029,10.0,9.467,4.0,0.717
7.824,49.648,47.828,77,82.278,73,47,43,63.0,30,28,626.78,74.658,21,6,7,10,7,25,0.655,41.1,18,15,2,1.023,9.6,8.586,8.2,0.68
4.745,36.273,35.534,55,56.867,51,37,33,51.0,18,23,462.52,52.305,21,4,2,4,5,23,0.697,35.3,18,10,1,1.026,9.8,9.069,7.8,0.711
6.889,49.341,48.016,76,81.072,72,48,44,65.0,28,28,640.76,74.102,22,6,6,10,8,26,0.667,38.9,18,16,2,1.029,11.1,8.899,8.3,0.685
4.755,35.796,34.588,56,59.697,53,34,31,45.0,22,21,442.54,54.073,15,4,6,5,5,17,0.653,41.5,12,10,1,1.02,9.4,8.35,7.5,0.675
5.947,35.796,34.588,56,59.697,53,34,31,45.0,22,21,442.54,54.073,15,4,6,5,5,17,0.653,41.5,12,10,1,1.02,9.4,8.35,7.5,0.675
5.509,34.938,32.774,47,49.513,45,31,29,41.5,16,21,513.25,45.989,18,1,3,7,2,19,0.728,35.6,17,8,4,1.022,6.7,11.406,2.2,0.776
7.319,49.341,48.016,76,81.072,72,48,44,65.0,28,28,640.76,74.102,22,6,6,10,8,26,0.667,38.9,18,16,2,1.029,11.1,8.899,8.3,0.685
7.367,49.892,48.322,77,82.361,73,48,44,65.0,29,28,639.78,74.876,22,7,6,9,8,26,0.662,39.7,18,16,2,1.026,9.6,8.764,9.6,0.683
7.201,41.818,40.962,65,70.242,62,41,38,55.0,24,22,564.66,64.334,16,6,6,8,8,20,0.661,38.7,12,16,2,1.038,12.9,9.107,9.7,0.674
6.208,50.108,47.631,77,80.006,72,46,41,61.0,31,34,567.12,72.091,26,2,8,8,1,29,0.662,43.1,28,7,1,1.001,5.6,7.877,2.8,0.696
5.097,34.699,33.089,50,53.167,48,31,29,42.0,19,23,428.33,48.567,20,1,3,7,2,20,0.689,39.6,18,6,2,1.012,6.3,8.924,2.1,0.723
5.569,34.398,33.298,50,53.459,48,32,30,44.0,18,22,445.32,49.113,19,2,3,7,3,21,0.694,37.5,18,8,2,1.023,8.3,9.277,4.2,0.717
5.77,36.273,35.765,53,57.601,51,35,33,46.0,18,24,496.33,52.989,20,1,4,7,2,20,0.701,35.3,18,9,2,1.039,5.9,9.732,2.0,0.711
5.745,36.46,34.616,53,56.582,51,32,30,43.0,21,24,442.36,51.451,20,1,4,7,2,20,0.679,41.2,18,6,2,1.009,5.9,8.674,2.0,0.715
5.495,34.637,33.472,50,53.506,48,32,30,43.0,18,23,446.32,49.08,20,1,3,7,2,20,0.697,37.5,18,7,2,1.022,6.3,9.298,2.1,0.722
6.097,35.943,34.583,51,54.25,49,33,31,46.0,18,24,453.34,49.785,20,2,3,7,2,21,0.706,36.7,18,7,2,1.016,6.1,9.252,4.1,0.734
4.959,35.193,33.287,50,53.064,48,31,29,42.0,19,23,472.78,48.473,20,1,3,7,2,20,0.693,39.6,18,6,2,1.01,6.3,9.85,2.1,0.733
4.0,13.318,13.681,21,23.708,21,13,13,17.0,8,8,184.16,22.171,6,0,2,3,4,4,0.651,38.1,0,5,0,1.056,23.8,8.77,0.0,0.634
4.745,24.989,23.742,34,36.887,33,23,22,31.5,11,15,415.17,34.294,14,1,1,5,3,14,0.719,33.3,11,7,1,1.039,12.1,12.581,3.0,0.757
4.0,29.955,29.391,46,48.113,43,30,27,41.5,16,20,360.4,43.691,18,4,2,4,0,23,0.684,37.2,23,7,0,1.016,7.0,8.381,9.3,0.697
7.097,31.534,29.74,50,52.567,47,28,25,37.0,22,21,334.45,46.694,14,2,7,3,1,17,0.633,46.8,16,4,0,0.993,4.3,7.116,4.3,0.671
4.854,60.29,56.744,98,106.258,94,51,47,64.0,47,37,641.89,93.701,21,5,16,15,2,24,0.604,50.0,22,10,0,0.997,5.3,6.829,5.3,0.641
6.155,30.54,28.948,40,42.104,38,29,27,39.0,11,16,465.4,39.876,15,2,1,4,4,16,0.762,28.9,12,11,5,1.049,7.9,12.247,5.3,0.804
5.699,77.125,76.315,122,95.784,91,104,73,139.0,18,68,914.86,91.589,54,0,14,4,5,65,0.839,19.8,60,5,0,1.006,5.5,10.053,0.0,0.848
5.854,95.001,90.106,155,132.716,123,111,79,143.0,44,77,997.23,120.759,50,2,27,9,2,62,0.733,35.8,60,2,0,0.982,0.0,8.108,1.6,0.772
4.276,26.767,25.534,36,38.763,35,24,23,32.0,12,16,417.09,36.145,14,1,2,5,2,14,0.73,34.3,12,7,3,1.033,8.6,11.917,2.9,0.765
5.066,36.051,34.114,50,53.008,48,32,30,43.0,18,23,507.22,48.796,20,1,3,7,2,20,0.711,37.5,18,7,3,1.017,6.3,10.567,2.1,0.751
5.066,43.563,41.517,62,63.711,58,41,37,56.5,21,29,550.48,58.854,26,1,3,8,2,29,0.716,36.2,27,8,3,1.015,6.9,9.491,1.7,0.751
5.041,36.051,34.114,50,53.008,48,32,30,43.0,18,23,507.22,48.796,20,1,3,7,2,20,0.711,37.5,18,7,3,1.017,6.3,10.567,2.1,0.751
4.824,35.193,33.287,50,53.064,48,31,29,42.0,19,23,472.78,48.473,20,1,3,7,2,20,0.693,39.6,18,6,2,1.01,6.3,9.85,2.1,0.733
5.222,35.943,34.583,51,54.25,49,33,31,46.0,18,24,453.34,49.785,20,2,3,7,2,21,0.706,36.7,18,7,2,1.016,6.1,9.252,4.1,0.734
5.097,35.943,34.583,51,54.25,49,33,31,46.0,18,24,453.34,49.785,20,2,3,7,2,21,0.706,36.7,18,7,2,1.016,6.1,9.252,4.1,0.734
4.959,33.943,32.583,49,52.25,47,31,29,42.0,18,22,429.32,47.785,19,2,3,7,2,20,0.693,38.3,18,7,2,1.017,6.4,9.134,4.3,0.722
5.244,40.352,38.297,57,59.585,54,37,34,50.5,20,26,511.45,54.745,23,2,3,8,2,25,0.709,37.0,23,8,3,1.014,5.6,9.471,3.7,0.747
4.658,19.438,19.359,33,35.781,31,20,18,25.0,13,10,251.28,32.025,5,5,5,2,0,10,0.624,41.9,10,8,0,1.033,9.7,8.106,16.1,0.627
5.37,22.659,22.622,39,42.903,37,23,21,28.0,16,11,296.33,38.338,5,6,6,2,0,10,0.611,43.2,10,10,0,1.036,10.8,8.009,16.2,0.612
4.319,21.654,21.6,37,40.405,35,22,20,27.0,15,11,281.31,36.236,5,5,6,2,0,10,0.617,42.9,10,9,0,1.035,11.4,8.037,14.3,0.619
4.301,23.415,23.127,40,43.82,38,23,21,28.0,17,12,295.34,39.12,5,5,7,3,0,10,0.609,44.7,10,9,0,1.029,10.5,7.772,13.2,0.616
4.301,22.108,22.315,38,41.615,36,23,21,28.0,15,11,297.31,37.564,5,5,6,3,0,10,0.62,41.7,10,10,0,1.043,13.9,8.259,13.9,0.614
4.301,19.83,20.457,34,37.33,32,22,20,27.0,12,10,285.27,33.865,5,5,5,2,0,10,0.639,37.5,10,10,0,1.058,12.5,8.915,15.6,0.62
4.301,19.375,19.742,33,36.12,31,21,19,26.0,12,10,269.27,32.538,5,5,5,2,0,10,0.637,38.7,10,9,0,1.05,9.7,8.686,16.1,0.625
5.292,25.585,26.072,39,43.621,38,26,25,33.5,13,16,375.75,40.342,12,1,4,4,2,13,0.686,34.2,11,9,1,1.062,10.5,9.888,2.6,0.673
4.585,26.636,27.675,42,47.095,41,28,27,36.5,14,17,385.32,43.673,13,1,4,5,3,14,0.675,34.1,11,10,0,1.065,14.6,9.398,2.4,0.65
4.301,23.415,23.127,40,43.82,38,23,21,28.0,17,12,295.34,39.12,5,5,7,3,0,10,0.609,44.7,10,9,0,1.029,10.5,7.772,13.2,0.616
5.699,26.08,26.27,39,43.518,38,26,25,33.5,13,16,420.2,40.247,12,1,4,4,2,13,0.691,34.2,11,9,1,1.059,10.5,11.058,2.6,0.686
4.62,15.778,16.417,25,28.416,25,16,16,21.0,9,9,227.19,26.6,7,1,2,3,5,5,0.657,36.0,0,7,0,1.064,24.0,9.088,4.0,0.631
4.79,15.534,15.923,25,28.332,25,15,15,19.0,10,9,214.19,26.382,6,0,3,4,4,4,0.637,40.0,0,6,0,1.055,24.0,8.568,0.0,0.621
4.444,18.75,19.164,30,33.957,30,18,18,23.0,12,11,256.23,31.593,7,0,4,4,5,5,0.639,40.0,0,7,0,1.053,23.3,8.541,0.0,0.625
4.68,14.557,15.154,22,23.293,21,16,15,22.0,6,10,206.16,22.287,10,0,0,1,3,9,0.722,28.6,6,5,0,1.061,23.8,9.817,0.0,0.693
4.762,28.966,28.75,45,50.63,44,30,29,36.0,15,9,484.17,48.106,4,2,5,8,6,6,0.653,34.1,0,20,3,1.093,34.1,11.004,4.5,0.658
4.699,32.057,29.794,53,56.398,50,27,24,33.0,26,20,326.48,49.461,8,2,12,3,1,11,0.596,52.0,10,4,0,0.989,4.0,6.53,4.0,0.641
6.398,43.978,42.266,70,72.813,65,42,37,56.5,28,29,496.61,65.32,21,4,8,7,2,27,0.65,43.1,25,8,0,1.005,6.2,7.64,6.2,0.677
5.398,40.972,39.245,65,68.315,61,38,34,50.5,27,27,457.57,61.218,19,3,8,7,2,23,0.643,44.3,21,7,0,1.004,6.6,7.501,4.9,0.672
4.523,35.847,34.283,55,56.721,51,34,30,45.5,21,24,420.92,51.345,18,2,6,4,1,22,0.672,41.2,21,6,1,1.007,5.9,8.253,3.9,0.703
4.301,31.568,30.304,47,50.076,45,29,27,39.5,18,20,382.47,45.658,17,2,3,6,2,19,0.673,40.0,17,7,1,1.015,8.9,8.499,4.4,0.702
5.796,25.955,25.391,42,44.113,39,26,23,34.5,16,16,312.36,39.691,10,4,6,3,1,16,0.651,41.0,15,7,0,1.018,7.7,8.009,10.3,0.666
5.301,37.58,36.346,57,59.072,53,37,33,51.0,20,24,460.55,53.862,22,4,2,4,5,23,0.686,37.7,18,9,1,1.016,7.5,8.69,7.5,0.709
4.301,34.58,33.346,54,56.072,50,34,30,45.0,20,21,424.52,50.862,15,4,6,2,5,17,0.667,40.0,12,9,1,1.017,8.0,8.49,8.0,0.692
4.0,36.642,34.375,57,60.644,54,32,29,43.5,25,24,383.54,53.345,18,5,6,8,0,23,0.637,46.3,23,5,0,0.988,0.0,7.103,9.3,0.679
5.222,19.33,19.724,30,32.704,29,20,19,27.0,10,12,262.24,30.375,11,2,1,2,4,10,0.68,34.5,6,7,0,1.047,17.2,9.043,6.9,0.667
5.854,39.426,38.561,61,65.756,58,38,35,48.5,23,25,504.57,59.731,17,2,8,7,2,19,0.665,39.7,17,10,1,1.03,6.9,8.699,3.4,0.68
4.688,32.273,31.534,50,52.867,47,32,29,43.0,18,19,414.48,48.305,15,4,4,4,5,17,0.671,38.3,12,10,1,1.028,10.6,8.819,8.5,0.687
4.301,26.284,25.723,38,39.83,36,26,24,36.5,12,17,340.38,37.007,17,2,0,5,2,19,0.715,33.3,17,7,1,1.028,11.1,9.455,5.6,0.73
4.745,35.875,35.254,56,61.467,54,34,32,42.5,22,22,469.52,55.956,13,1,9,6,3,14,0.653,40.7,11,10,1,1.036,9.3,8.695,1.9,0.664
4.237,34.511,34.008,52,53.451,48,36,32,50.0,16,22,448.49,49.422,21,4,1,4,5,23,0.708,33.3,18,10,1,1.03,10.4,9.344,8.3,0.719
5.301,35.063,34.314,53,54.74,49,36,32,50.0,17,22,447.51,50.196,21,5,1,4,5,23,0.7,34.7,18,10,1,1.024,8.2,9.133,10.2,0.716
5.398,37.79,36.267,58,61.661,55,35,32,45.5,23,24,454.56,55.822,17,2,7,7,2,19,0.659,41.8,17,8,1,1.015,7.3,8.265,3.6,0.687
5.487,33.511,33.008,51,52.451,47,35,31,48.5,16,21,436.48,48.422,20,4,1,4,5,22,0.702,34.0,17,10,1,1.03,10.6,9.287,8.5,0.713
6.762,34.58,33.346,54,56.072,50,34,30,45.0,20,21,424.52,50.862,16,4,5,4,5,17,0.667,40.0,12,9,1,1.017,8.0,8.49,8.0,0.692
6.301,34.75,34.121,57,64.377,56,31,30,37.0,26,21,429.48,57.647,9,1,12,6,3,9,0.609,46.4,6,9,0,1.029,8.9,7.669,1.8,0.621
6.155,36.233,36.088,58,64.045,56,35,33,44.0,23,23,464.48,57.981,14,2,9,6,3,15,0.644,41.1,12,10,0,1.035,8.9,8.294,3.6,0.647
4.0,19.523,18.908,32,32.863,29,20,17,25.5,12,12,228.28,29.269,6,4,6,0,0,11,0.652,41.4,11,5,0,1.009,3.4,7.872,13.8,0.673
5.721,39.227,39.067,61,65.547,58,39,36,51.0,22,27,497.5,59.88,21,1,6,6,3,21,0.674,37.9,18,9,0,1.032,8.6,8.578,1.7,0.676
5.292,39.205,38.835,63,69.587,61,37,35,46.0,26,25,493.52,62.974,15,1,10,7,3,15,0.637,42.6,12,10,0,1.032,9.8,8.09,1.6,0.643
7.745,38.211,36.419,61,65.362,58,34,31,44.0,27,25,422.54,58.185,16,2,9,5,2,18,0.628,46.6,16,6,0,1.003,5.2,7.285,3.4,0.659
5.585,37.807,36.012,55,57.794,52,35,32,45.5,20,23,491.42,53.073,17,2,6,6,2,19,0.693,38.5,17,9,3,1.021,7.7,9.45,3.8,0.727
5.155,36.739,34.544,55,57.826,52,33,30,43.0,22,22,442.6,52.502,15,2,7,7,2,18,0.664,42.3,16,8,2,1.01,7.7,8.512,3.8,0.707
7.324,39.068,37.125,61,64.946,58,35,32,47.0,26,24,454.59,58.52,16,2,8,6,4,20,0.64,44.8,16,8,1,1.009,8.6,7.838,3.4,0.674
5.187,37.852,35.884,58,61.321,55,34,31,44.5,24,24,436.57,55.309,17,2,7,7,2,19,0.652,43.6,17,7,1,1.006,7.3,7.938,3.6,0.688
6.016,35.341,33.873,55,58.488,52,33,30,44.0,22,21,426.54,52.745,16,4,5,6,5,17,0.651,42.3,12,9,1,1.014,7.7,8.203,7.7,0.68
7.824,39.131,36.863,61,64.966,58,34,31,44.0,27,25,438.99,57.996,16,2,9,5,2,18,0.636,46.6,16,6,1,1.0,5.2,7.569,3.4,0.675
4.678,29.472,29.034,45,47.662,42,30,27,41.5,15,20,363.4,42.836,18,5,2,3,0,23,0.691,35.7,23,7,0,1.02,0.0,8.652,11.9,0.702
5.456,40.523,38.84,63,67.155,60,37,34,47.5,26,25,482.6,60.847,17,2,8,8,2,19,0.647,43.3,17,9,1,1.014,10.0,8.043,3.3,0.675
4.943,34.301,32.577,53,57.033,51,30,28,38.5,23,21,401.52,51.534,13,1,8,6,3,14,0.639,45.1,11,7,1,1.01,9.8,7.873,2.0,0.673
5.77,35.159,33.405,53,56.977,51,31,29,39.5,22,21,435.96,51.858,13,1,8,6,3,14,0.655,43.1,11,8,2,1.017,9.8,8.548,2.0,0.689
5.187,29.773,28.214,47,49.152,44,27,24,36.0,20,20,320.42,43.811,14,2,6,3,1,17,0.641,45.5,16,4,0,0.996,4.5,7.282,4.5,0.677
4.538,37.642,35.375,59,61.644,55,34,30,45.5,25,25,395.55,54.345,18,5,7,4,0,23,0.643,45.5,23,5,0,0.988,0.0,7.192,9.1,0.684
6.041,27.989,28.7,42,46.937,41,29,28,37.5,13,17,464.21,43.902,13,1,4,6,3,14,0.7,31.7,11,11,1,1.071,14.6,11.322,2.4,0.683
4.0,24.762,24.381,37,36.448,33,27,23,40.0,10,18,298.32,33.385,18,4,0,0,0,26,0.739,30.3,26,5,0,1.012,3.0,9.04,12.1,0.75
5.119,22.421,23.433,36,40.471,35,24,23,30.0,12,14,331.27,37.462,9,1,5,3,3,9,0.67,34.3,6,9,0,1.07,14.3,9.465,2.9,0.641
5.173,37.171,35.845,54,55.499,50,37,33,51.0,17,23,525.41,51.207,22,4,1,4,5,23,0.717,34.0,18,10,2,1.024,8.0,10.508,8.0,0.743
4.699,31.705,32.013,50,54.716,48,32,30,41.0,18,21,421.4,50.112,15,1,6,4,3,15,0.667,37.5,12,9,0,1.044,10.4,8.779,2.1,0.661
5.432,27.466,26.402,44,45.946,41,26,23,34.5,18,18,310.38,41.254,12,2,6,3,1,16,0.644,43.9,15,5,0,1.006,7.3,7.57,4.9,0.67
7.0,27.199,26.781,38,40.878,37,26,25,37.0,12,18,402.21,38.269,16,1,1,6,3,16,0.724,32.4,12,7,1,1.034,13.5,10.871,2.7,0.735
5.824,34.756,33.615,54,57.908,51,33,30,44.5,21,23,405.49,51.487,18,5,5,6,0,23,0.659,41.2,23,7,0,1.01,0.0,7.951,9.8,0.681
5.334,35.273,34.534,54,55.867,50,36,32,49.0,18,22,450.51,51.305,20,4,2,4,7,19,0.691,36.0,12,10,1,1.026,10.0,9.01,8.0,0.705
5.854,28.335,29.585,45,50.85,44,30,29,38.5,15,18,417.34,47.069,13,1,5,7,3,14,0.672,34.1,11,11,0,1.07,13.6,9.485,2.3,0.644
4.301,19.33,19.724,30,32.704,29,20,19,27.0,10,12,262.24,30.375,11,2,1,3,1,13,0.68,34.5,12,7,0,1.047,17.2,9.043,6.9,0.667
7.721,46.358,43.727,74,78.69,70,41,37,53.0,33,28,523.71,70.272,16,3,12,6,4,20,0.625,47.1,16,9,1,1.004,7.1,7.482,4.3,0.662
4.0,34.12,32.321,53,54.813,49,32,28,43.5,21,23,367.49,48.578,18,5,5,3,0,23,0.66,42.9,23,5,0,0.991,0.0,7.5,10.2,0.696
5.26,38.375,35.937,61,65.152,58,33,30,40.5,28,23,428.6,58.076,11,2,12,6,2,13,0.62,48.3,11,7,1,1.001,6.9,7.39,3.4,0.662
4.638,26.676,26.832,40,41.365,37,29,26,42.5,11,18,345.34,38.142,18,5,0,3,2,25,0.725,29.7,23,8,0,1.031,8.1,9.334,13.5,0.721
6.537,35.341,33.873,55,58.488,52,33,30,44.0,22,21,426.54,52.745,16,4,5,5,5,17,0.651,42.3,12,9,1,1.014,7.7,8.203,7.7,0.68
4.699,36.233,36.088,58,64.045,56,35,33,44.0,23,23,464.48,57.981,15,2,8,7,3,15,0.644,41.1,12,10,0,1.035,8.9,8.294,3.6,0.647
5.698,38.864,36.927,61,65.318,58,35,32,46.0,26,23,454.6,58.512,16,4,7,7,5,17,0.637,44.8,12,9,1,1.009,6.9,7.838,6.9,0.67
7.398,39.131,36.863,61,64.966,58,34,31,44.0,27,25,438.99,57.996,16,2,9,5,2,18,0.636,46.6,16,6,1,1.0,5.2,7.569,3.4,0.675
8.046,51.705,48.045,83,88.956,79,43,39,53.0,40,32,550.2,78.399,16,3,16,8,2,18,0.608,50.6,16,7,1,0.992,3.8,6.965,3.8,0.654
8.046,46.017,43.352,76,79.976,71,41,36,50.5,35,29,489.67,70.752,14,3,15,6,2,17,0.611,49.3,15,7,0,0.997,5.6,6.897,4.2,0.648
4.0,37.96,36.202,58,62.318,56,33,31,45.0,25,26,415.52,56.014,22,1,4,7,3,21,0.646,44.6,18,5,0,1.0,7.1,7.42,1.8,0.678
4.18,30.182,30.96,46,49.886,44,32,30,43.5,14,21,417.36,46.345,20,1,1,6,3,20,0.704,31.8,17,9,0,1.053,11.4,9.485,2.3,0.686
8.097,41.892,39.39,66,69.382,62,37,33,47.0,29,27,465.03,61.88,16,2,11,7,2,18,0.635,46.8,16,6,1,0.998,4.8,7.5,3.2,0.676
7.108,48.086,44.691,78,84.597,75,39,36,49.0,39,30,489.72,74.192,16,3,14,8,2,18,0.596,52.0,16,6,0,0.989,4.0,6.53,4.0,0.641
5.509,35.79,33.653,50,53.003,48,32,30,44.0,18,23,515.32,48.76,22,1,1,7,3,21,0.701,37.5,18,7,1,1.016,10.4,10.736,2.1,0.746
6.18,30.205,28.868,42,43.897,40,28,26,39.5,14,20,383.87,40.669,20,1,0,5,3,20,0.722,35.0,17,6,2,1.017,7.5,9.597,2.5,0.755
7.959,44.449,42.007,69,72.72,65,40,36,52.0,29,27,529.1,65.611,16,2,11,5,4,20,0.646,44.6,16,9,2,1.009,7.7,8.14,3.1,0.684
6.479,37.517,35.53,60,64.106,57,33,30,43.0,27,24,405.54,56.891,15,3,9,5,2,18,0.623,47.4,16,6,0,0.998,5.3,7.115,5.3,0.658
6.036,44.563,41.637,72,77.766,69,37,34,47.0,35,28,461.66,68.425,16,3,12,7,2,18,0.603,50.7,16,6,0,0.992,4.3,6.691,4.3,0.646
5.523,29.915,29.095,45,47.658,43,28,26,39.5,17,21,347.39,43.48,20,1,1,5,3,20,0.677,39.5,17,5,0,1.011,9.3,8.079,2.3,0.696
5.222,29.011,28.396,42,44.186,40,28,26,39.5,14,20,367.8,40.92,20,1,0,5,3,20,0.71,35.0,17,6,1,1.023,10.0,9.195,2.5,0.725
7.201,41.034,38.562,66,69.438,62,36,32,46.0,30,27,430.59,61.556,16,2,11,7,2,18,0.622,48.4,16,5,0,0.993,4.8,6.945,3.2,0.662
5.252,29.727,30.245,45,48.677,43,31,29,42.5,14,21,401.36,45.018,20,1,1,5,3,20,0.703,32.6,17,8,0,1.047,9.3,9.334,2.3,0.691
5.237,17.568,18.197,27,29.289,26,19,18,26.0,8,11,248.21,27.491,11,2,0,2,1,13,0.7,30.8,12,7,0,1.057,19.2,9.547,7.7,0.676
4.602,29.307,29.492,44,46.744,42,30,28,43.5,14,20,378.36,43.469,20,2,0,6,5,22,0.702,33.3,17,8,0,1.035,14.3,9.009,4.8,0.698
4.076,22.154,21.568,35,38.242,34,20,19,26.0,15,14,261.3,34.596,10,1,4,4,3,9,0.634,44.1,6,5,0,1.018,11.8,7.685,2.9,0.652
4.699,31.563,30.282,46,48.578,44,29,27,40.5,17,21,379.46,44.556,20,1,1,6,3,20,0.688,38.6,17,6,1,1.013,9.1,8.624,2.3,0.717
6.0,35.603,35.324,52,56.349,50,35,33,47.0,17,24,520.32,52.014,22,1,2,7,3,21,0.706,34.0,18,9,1,1.04,8.0,10.406,2.0,0.712
7.143,49.609,45.745,83,89.427,79,40,36,47.0,43,30,493.76,77.959,10,3,20,6,2,12,0.579,54.4,10,6,0,0.987,3.8,6.25,3.8,0.628
7.745,48.961,46.458,80,86.276,76,43,39,53.0,37,31,537.71,76.218,16,3,15,7,2,18,0.611,48.7,16,8,0,1.003,3.9,7.075,3.9,0.644
4.0,30.369,29.81,46,48.867,44,29,27,40.5,17,21,363.39,44.807,20,1,1,6,3,20,0.677,38.6,17,6,0,1.018,11.4,8.259,2.3,0.69
6.921,33.62,32.145,46,48.341,44,31,29,43.0,15,22,517.18,44.938,22,1,0,6,3,21,0.731,34.1,18,7,2,1.021,9.1,11.754,2.3,0.764
5.284,29.449,28.363,41,42.98,39,28,26,39.5,13,19,384.86,39.887,19,2,0,5,3,20,0.727,33.3,17,7,2,1.023,7.7,9.868,5.1,0.755
