pXC50,Eig04_AEA.bo.,Eig04_EA,SM12_AEA.bo.,CENT,ZM2MulPer,ZM2Per,ZM2V,Eig06_AEA.ed.,Eig06_AEA.ri.,Eig06_EA,Eig06_EA.ed.,SM14_AEA.bo.,SM15_AEA.dm.,ZM2Kup,Eig04_EA.bo.,SM14_AEA.ri.,Eig14_EA.ri.,Eig15_EA,Eig15_EA.ri.,SM09_AEA.dm.,Eig04_AEA.ri.,Eig06_EA.bo.,Dz,ATS1s,Chi0_EA.ri.,Chi1_EA.ri.,MDDD,SM03_EA.bo.,piPC02,SM02_EA.bo.,Eig15_EA.bo.,BBI,Eig14_AEA.ed.,MPC02,MWC02,SM02_AEA.ed.,SM02_EA,SpAD_AEA.bo.,SpAD_AEA.ed.,SpAD_AEA.ri.,SpAD_EA,SpAD_EA.ed.,SRW04,SRW06,X2,ZM1,ZM2Mad,VAR,Eig06_AEA.bo.,Eig09_AEA.ed.,Eig15_AEA.ri.,Eig15_EA.ed.,SM04_EA.bo.,SM10_AEA.ri.,SpAD_EA.bo.,BID,Eig14_EA,Eig14_EA.bo.,HDcpx,IDM,SM08_AEA.dm.,SpMaxA_EA.ri.,X1sol,XMOD,Eig04_EA.ri.,S0K,Eig08_EA.ed.,RDSQ,SM03_AEA.ri.,Chi0_EA.ed.,Eig04_EA.ed.,SM13_AEA.dm.,X1v,C.018,SpMax3_Bh.i.,Eig15_AEA.ed.,Eta_betaS,SM07_EA.bo.,SM08_EA.bo.,Eig02_EA.bo.,SM12_AEA.ri.,Eig09_EA.ed.,SM04_AEA.ri.,ATS6m,ATS7m,Eig11_AEA.ed.,ATSC7i,Eig11_AEA.bo.,Eig04_AEA.ed.,AAC,AECC,ALOGP,ALOGP2,AMR,AMW,ARR,ATS1e,ATS1i,ATS1m,ATS1p,ATS1v,ATS2e,ATS2i,ATS2m,ATS2p,ATS2s,ATS2v,ATS3e,ATS3i,ATS3m,ATS3p,ATS3s,ATS3v,ATS4e,ATS4i,ATS4m,ATS4p,ATS4s,ATS4v,ATS5e,ATS5i,ATS5m,ATS5p,ATS5s,ATS5v,ATS6e,ATS6i,ATS6p,ATS6s,ATS6v,ATS7e,ATS7i,ATS7p,ATS7s,ATS7v,ATS8e,ATS8i,ATS8m,ATS8p,ATS8s,ATS8v,ATSC1e,ATSC1i,ATSC1m,ATSC1p,ATSC1s,ATSC1v,ATSC2e,ATSC2i,ATSC2m,ATSC2p,ATSC2s,ATSC2v,ATSC3e,ATSC3i,ATSC3m,ATSC3p,ATSC3s,ATSC3v,ATSC4e,ATSC4i,ATSC4m,ATSC4p,ATSC4s,ATSC4v,ATSC5e,ATSC5i,ATSC5m,ATSC5p,ATSC5s,ATSC5v,ATSC6e,ATSC6i,ATSC6m,ATSC6p,ATSC6s,ATSC6v,ATSC7e,ATSC7m,ATSC7p,ATSC7s,ATSC7v,ATSC8e,ATSC8i,ATSC8m,ATSC8p,ATSC8s,ATSC8v,BAC,BIC0,BIC1,BIC2,BIC3,BIC4,BIC5,BLI,BLTA96,BLTD48,BLTF96,Br.094,C.,C.001,C.002,C.003,C.004,C.005,C.006,C.007,C.008,C.009,C.011,C.012,C.013,C.015,C.016,C.017,C.019,C.021,C.022,C.024,C.025,C.026,C.027,C.028,C.029,C.030,C.031,C.032,C.033,C.034,C.035,C.039,C.040,C.041,C.042,C.043,C.044,CATS2D_00_DD,CATS2D_00_DP,CATS2D_00_PP,CATS2D_01_AA,CATS2D_01_AN,CATS2D_01_DA,CATS2D_01_DN,CATS2D_01_LL,CATS2D_01_NL,CATS2D_02_AA,CATS2D_02_AL,CATS2D_02_AP,CATS2D_02_DA,CATS2D_02_DD,CATS2D_02_DL,CATS2D_02_LL,CATS2D_02_NL,CATS2D_02_PL,CATS2D_03_AA,CATS2D_03_AL,CATS2D_03_AP,CATS2D_03_DA,CATS2D_03_DD,CATS2D_03_DL,CATS2D_03_DP,CATS2D_03_LL,CATS2D_03_NL,CATS2D_03_PL,CATS2D_04_AA,CATS2D_04_AL,CATS2D_04_AP,CATS2D_04_DA,CATS2D_04_DD,CATS2D_04_DL,CATS2D_04_DP,CATS2D_04_LL,CATS2D_04_PL,CATS2D_04_PP,CATS2D_05_AA,CATS2D_05_AL,CATS2D_05_AP,CATS2D_05_DA,CATS2D_05_DD,CATS2D_05_DL,CATS2D_05_DN,CATS2D_05_DP,CATS2D_05_LL,CATS2D_05_PL,CATS2D_06_AA,CATS2D_06_AL,CATS2D_06_AP,CATS2D_06_DA,CATS2D_06_DD,CATS2D_06_DL,CATS2D_06_DP,CATS2D_06_LL,CATS2D_06_PL,CATS2D_07_AA,CATS2D_07_AL,CATS2D_07_AN,CATS2D_07_AP,CATS2D_07_DA,CATS2D_07_DD,CATS2D_07_DL,CATS2D_07_DP,CATS2D_07_LL,CATS2D_07_PL,CATS2D_08_AA,CATS2D_08_AL,CATS2D_08_AP,CATS2D_08_DA,CATS2D_08_DD,CATS2D_08_DL,CATS2D_08_DP,CATS2D_08_LL,CATS2D_08_PL,CATS2D_09_AA,CATS2D_09_AL,CATS2D_09_AP,CATS2D_09_DA,CATS2D_09_DD,CATS2D_09_DL,CATS2D_09_DP,CATS2D_09_LL,CATS2D_09_NL,CATS2D_09_PL,Chi0_AEA.bo.,Chi0_AEA.dm.
5.0,3.764,2.465,2.465,932.0,392.607,572.45,366.0,4.427,2.595,1.672,4.185,1.672,4.185,362.019,3.018,3.018,-0.688,-0.805,-0.78,-0.805,3.41,1.879,54.0,4.99,17.048,14.413,24.531,4.575,4.052,4.736,-0.972,38,2.528,3.664,4.875,5.714,4.344,41.398,40.594,40.509,40.678,116.645,5.333,6.817,11.476,130.0,201.5,90.0,2.876,3.302,0.108,-2.339,6.808,-2.339,49.121,3.266,-0.75,-0.824,1.672,7.942,-0.75,0.123,12.777,83.323,2.214,107.342,2.476,192.522,2.476,9.68,7.151,7.151,10.272,0,3.794,2.123,16.25,10.182,11.686,3.744,3.744,2.136,2.136,3.875,3.622,3.247,1.03,2.0,5.4,1.706,11.8,2.284,5.216,101.699,7.767,0.37,3.979,4.1,3.665,3.55,3.47,4.551,4.736,4.127,3.973,5.51,3.851,4.782,4.99,3.999,4.025,5.719,3.878,4.895,5.161,3.92,3.959,5.827,3.792,4.614,4.87,3.825,3.766,5.612,3.614,4.288,4.455,3.739,5.319,3.56,4.388,4.617,3.732,5.218,3.493,4.129,4.299,3.55,3.559,5.096,3.378,0.023,0.759,11.51,5.054,7.549,6.286,0.278,1.247,28.591,9.346,26.577,11.26,0.297,1.401,33.279,10.879,34.528,13.753,0.565,1.39,39.808,11.762,59.771,14.875,0.453,1.155,31.374,8.604,47.285,10.791,0.28,0.985,24.271,7.881,25.889,8.452,0.298,34.79,10.196,21.236,10.966,0.13,0.81,20.114,6.957,17.688,7.67,18,0.292,0.602,0.762,0.769,0.769,0.769,1.141,-3.55,-3.52,-3.36,0,34.7,3,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,5,0,1,3,0,2,0,4,5,0,0,0,9,0,0,0,3,0,0,0,0,1,5,0,0,0,1,0,1,0,0,0,4,0,1,1,0,0,0,3,0,2,1,0,0,0,0,0,4,0,0,0,0,0,3,0,1,0,3,0,0,1,0,0,0,0,0,3,0,2,5,0,0,0,2,0,0,0,0,16.419,16.419
5.658,3.942,2.704,2.704,3072.0,604.965,899.54,572.0,5.562,3.205,2.217,7.198,2.217,7.198,592.442,3.457,3.457,1.163,1.067,1.041,1.067,3.657,2.846,82.5,5.403,27.369,22.853,45.945,5.345,4.787,5.476,1.507,66,3.595,4.205,5.407,6.304,4.89,70.136,71.263,69.338,69.375,209.407,5.872,7.431,17.53,222.0,289.671,229.0,3.54,4.979,2.045,2.716,7.765,2.716,92.678,3.694,1.178,1.709,1.797,9.281,1.178,0.076,19.081,118.309,2.579,198.131,5.967,430.55,5.967,15.774,8.5,8.5,13.449,0,3.958,3.584,26.25,11.611,13.275,4.604,4.604,5.314,5.314,4.488,4.383,4.515,2.42,2.916,6.041,1.463,13.769,4.534,20.558,151.757,7.583,0.578,4.333,4.449,3.937,3.93,3.909,4.891,5.057,4.336,4.371,5.922,4.332,5.159,5.356,4.405,4.538,6.128,4.466,5.263,5.477,4.438,4.597,6.268,4.508,5.31,5.525,4.491,4.613,6.325,4.532,5.321,5.528,4.613,6.389,4.535,5.332,5.549,4.562,6.387,4.469,5.254,5.487,4.229,4.439,6.266,4.338,0.024,1.003,13.098,5.962,8.409,7.762,0.268,1.73,25.55,10.038,25.517,13.473,0.279,2.148,35.731,14.257,33.073,19.155,0.361,2.339,40.757,16.439,61.46,22.531,0.425,2.439,43.258,16.985,51.945,23.08,0.414,2.432,43.587,16.945,64.64,22.641,0.47,45.411,17.217,83.853,22.682,0.493,2.205,43.594,15.829,86.688,20.961,10,0.225,0.565,0.719,0.796,0.832,0.85,0.897,-4.04,-3.99,-3.78,0,47.1,0,2,0,0,1,3,0,1,0,0,0,0,0,0,2,0,0,0,11,4,0,1,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,14,0,2,0,2,16,0,0,1,12,0,0,0,2,0,13,0,0,2,9,0,0,0,2,0,16,0,0,2,9,0,2,0,2,0,0,17,0,2,11,0,0,0,4,0,14,0,2,14,0,0,0,0,4,0,11,0,0,11,0,0,0,0,0,8,0,1,9,0,1,0,0,0,11,0,0,26.999,26.999
5.078,3.662,2.521,2.521,2324.0,539.07,789.08,507.0,5.068,3.124,2.174,6.047,2.174,6.047,533.473,2.973,2.973,0.527,0.383,0.363,0.383,3.437,2.647,75.333,5.339,23.947,19.543,43.765,4.945,4.443,5.13,0.507,50,3.194,3.932,5.165,5.964,4.615,54.543,55.64,54.075,53.92,149.9,5.617,7.112,14.513,174.0,235.802,178.0,3.518,4.041,1.345,0.771,7.319,0.771,68.647,3.56,0.571,0.716,1.763,8.882,0.571,0.082,16.407,108.039,2.307,168.974,4.366,309.677,4.366,13.905,6.965,6.965,11.282,0,3.884,2.905,23.0,10.914,12.562,3.872,3.872,3.523,3.523,4.196,4.23,3.697,1.625,2.575,5.367,1.772,13.382,4.038,16.303,128.881,8.237,0.459,4.189,4.302,3.832,3.687,3.692,4.727,4.89,4.185,4.051,5.872,4.039,4.974,5.173,4.295,4.187,6.14,4.149,4.987,5.209,4.153,4.174,6.024,4.1,4.981,5.213,4.15,4.173,6.025,4.098,4.966,5.177,4.161,6.05,4.111,4.953,5.157,4.162,6.137,4.106,4.887,5.09,4.185,4.122,6.058,4.065,0.126,0.934,10.471,5.109,13.648,6.243,0.499,1.442,22.228,8.341,37.702,10.315,0.855,1.704,34.269,10.812,80.994,13.657,0.767,1.674,34.53,11.419,69.915,15.23,0.746,1.619,35.318,11.901,69.817,16.304,0.759,1.615,32.606,10.923,68.483,14.343,0.913,32.179,10.748,81.979,14.076,0.567,1.61,30.95,10.087,61.965,13.165,20,0.287,0.648,0.808,0.875,0.875,0.875,0.915,-4.06,-4.01,-3.8,0,40.7,0,1,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,5,1,5,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,7,0,2,0,5,3,0,0,1,4,0,1,0,5,0,3,0,0,2,5,0,1,0,2,0,5,0,0,1,5,0,2,1,1,0,0,7,0,1,6,0,1,0,0,0,7,0,3,5,0,0,2,0,3,0,3,0,1,7,0,0,0,3,0,2,0,1,5,0,0,0,1,0,2,0,0,23.162,23.162
5.0,3.704,2.363,2.363,1105.0,480.361,710.57,451.0,4.821,2.904,1.961,5.214,1.961,5.214,487.218,3.132,3.132,-0.251,-0.374,-0.342,-0.374,3.29,2.545,60.5,5.155,18.49,15.754,23.61,5.13,4.425,5.112,-0.453,44,2.563,3.807,5.004,5.894,4.489,46.328,48.027,45.947,45.999,138.311,5.468,7.008,12.287,148.0,201.614,105.0,3.235,4.465,0.548,-0.923,7.472,-0.923,61.914,3.341,-0.28,-0.352,1.702,8.21,-0.28,0.103,12.508,82.673,2.18,128.382,4.833,240.336,4.833,10.319,7.362,7.362,8.532,0,3.677,2.351,18.25,11.41,13.06,4.557,4.557,4.072,4.072,3.857,3.806,3.52,1.316,2.068,5.658,1.737,10.667,3.998,15.98,99.425,8.053,0.667,3.969,4.075,3.595,3.442,3.465,4.486,4.641,3.993,3.812,5.66,3.837,4.673,4.828,4.062,3.886,5.958,3.901,4.729,4.929,3.971,3.855,5.902,3.848,4.586,4.771,3.866,3.781,5.811,3.768,4.608,4.805,3.815,5.79,3.786,4.648,4.862,3.755,5.861,3.727,4.533,4.767,3.644,3.611,5.74,3.565,0.152,0.756,8.482,4.074,13.139,4.746,0.381,1.172,16.916,6.524,31.722,8.026,0.805,1.343,21.689,7.604,60.193,8.969,0.757,1.404,25.402,8.334,56.999,10.3,0.713,1.27,20.691,6.914,54.499,8.53,0.552,1.336,21.105,7.571,47.249,9.541,0.686,23.28,7.274,62.388,9.311,0.779,1.072,22.034,6.623,72.722,8.856,29,0.295,0.697,0.839,0.879,0.879,0.879,0.853,-4.07,-4.02,-3.81,0,41.3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,3,0,0,0,5,2,0,0,3,8,0,1,0,1,0,3,0,0,2,5,0,0,0,0,0,2,0,0,2,3,0,1,0,1,0,0,3,0,0,6,0,1,0,1,0,4,0,0,5,0,0,2,0,0,0,3,0,0,6,0,3,0,1,0,1,0,0,2,0,1,0,1,0,1,0,0,17.947,17.947
7.036,3.686,2.353,2.353,1140.0,391.422,565.42,368.0,4.792,2.848,1.878,5.404,1.878,5.404,381.652,3.098,3.098,-0.182,-0.353,-0.345,-0.353,3.3,2.357,57.0,5.096,18.793,15.279,26.617,4.745,4.36,5.047,-0.461,41,2.629,3.738,4.963,5.765,4.419,45.076,45.31,44.601,44.634,124.484,5.416,6.911,11.767,142.0,175.176,112.0,3.253,3.586,0.631,-0.856,7.273,-0.856,60.899,3.339,-0.187,-0.217,1.696,8.18,-0.187,0.102,13.187,81.725,2.216,124.382,3.18,224.352,3.18,11.088,6.836,6.836,9.013,0,3.877,2.514,16.75,10.831,12.53,3.816,3.816,3.019,3.019,3.667,3.557,3.247,1.148,2.5,5.309,1.447,11.889,3.212,10.318,107.094,7.316,0.733,3.988,4.113,3.548,3.566,3.538,4.486,4.649,3.875,3.946,5.513,3.897,4.722,4.921,3.882,4.052,5.728,3.964,4.797,5.045,3.741,3.999,5.685,3.879,4.677,4.916,3.705,3.912,5.619,3.805,4.661,4.897,3.85,5.636,3.748,4.59,4.847,3.746,5.517,3.64,4.42,4.66,3.467,3.656,5.379,3.548,0.07,0.719,10.103,4.355,11.923,5.765,0.115,1.123,17.865,7.253,18.259,9.74,0.292,1.358,24.012,9.183,34.729,12.615,0.244,1.398,27.58,10.137,34.748,14.244,0.171,1.263,23.926,8.953,31.875,12.626,0.236,1.23,23.868,8.561,36.542,11.871,0.274,22.792,7.822,32.595,11.064,0.24,0.97,18.622,6.861,27.527,9.772,5,0.242,0.6,0.775,0.866,0.875,0.875,0.901,-3.58,-3.55,-3.39,0,44.9,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,13,0,0,4,0,0,0,3,16,0,1,1,7,1,1,0,3,0,12,0,1,0,5,0,0,0,4,0,5,2,0,0,7,0,0,0,4,0,0,3,3,0,6,1,1,0,3,0,3,2,1,3,0,0,1,0,1,0,4,1,1,3,0,1,0,2,0,7,2,0,2,0,0,0,2,0,9,0,2,18.516,18.516
5.097,3.118,1.703,1.703,452.0,331.278,486.3,311.0,3.689,2.264,1.333,3.081,1.333,3.081,290.273,2.427,2.427,-0.935,-1.0,-1.0,-1.0,2.671,1.888,43.5,4.699,13.918,11.408,11.26,4.89,4.052,4.736,-1.63,31,2.0,3.466,4.673,5.549,4.143,32.793,33.628,32.775,32.745,96.235,5.13,6.671,8.756,106.0,185.037,45.0,2.761,3.304,-0.049,-3.0,7.144,-3.0,43.606,3.06,-1.0,-1.455,1.625,7.375,-1.0,0.149,10.482,68.6,1.65,84.439,2.606,156.955,2.606,8.169,4.485,4.485,8.171,0,3.628,2.0,13.0,11.33,12.971,4.166,4.166,1.734,1.734,3.266,2.969,2.538,0.764,1.0,4.56,1.708,7.1,0.713,0.509,78.321,7.876,0.5,3.721,3.828,3.536,3.305,3.248,4.303,4.473,3.816,3.711,5.53,3.631,4.599,4.802,3.986,3.946,5.61,3.825,4.716,4.917,3.916,3.903,5.871,3.768,4.588,4.795,3.706,3.676,5.884,3.599,4.349,4.556,3.502,5.541,3.4,4.205,4.46,3.429,4.944,3.246,4.16,4.481,2.567,3.132,4.844,2.903,0.079,0.592,10.365,3.712,13.847,4.492,0.343,0.958,16.672,6.061,44.605,7.669,0.248,1.235,28.647,9.823,31.598,11.551,0.431,1.244,34.113,10.6,73.36,11.968,0.534,1.023,29.829,8.503,86.926,9.899,0.457,0.82,17.485,6.021,70.783,7.874,0.084,14.554,6.085,15.688,8.825,0.17,0.672,16.21,5.222,23.421,7.971,5,0.308,0.595,0.755,0.882,0.882,0.882,1.114,-1.92,-1.98,-1.98,0,37.8,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,1,5,0,0,0,8,0,1,0,0,0,4,0,0,0,12,0,0,0,0,0,1,0,0,0,4,0,2,0,0,0,0,2,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13.584,13.584
6.215,3.772,2.57,2.57,1404.0,553.056,803.79,514.0,5.13,3.061,2.128,6.205,2.128,6.205,529.952,3.108,3.108,0.031,-0.24,-0.222,-0.24,3.525,2.497,69.5,5.251,19.929,16.573,31.387,5.255,4.369,5.056,-0.285,47,2.793,3.871,5.069,5.974,4.554,48.236,51.032,48.197,48.177,146.229,5.533,7.084,13.658,158.0,252.213,120.0,3.386,4.364,0.696,-0.539,7.361,-0.539,61.194,3.44,0.036,0.042,1.725,8.489,0.036,0.1,14.185,100.154,2.448,141.207,4.586,262.295,4.586,10.889,7.656,7.656,10.872,0,3.856,2.655,20.0,11.263,12.824,4.285,4.285,3.838,3.838,4.025,3.851,3.414,1.329,2.0,5.617,1.968,12.033,1.658,2.749,109.44,8.657,0.375,4.056,4.16,3.858,3.537,3.538,4.617,4.777,4.158,3.908,5.995,3.907,4.88,5.061,4.271,4.064,6.262,4.058,4.97,5.157,4.23,4.054,6.454,4.03,4.944,5.176,4.081,3.955,6.289,3.925,4.789,5.011,3.819,6.221,3.798,4.649,4.869,3.69,6.013,3.657,4.55,4.811,3.677,3.553,5.847,3.48,0.25,0.925,11.052,4.708,37.82,5.191,0.752,1.413,22.484,8.115,88.598,9.215,1.11,1.841,31.381,9.87,161.414,11.228,1.469,1.667,34.955,10.782,211.429,12.687,1.361,1.548,35.038,9.377,196.719,12.633,1.248,1.518,28.584,7.928,153.265,10.233,0.992,24.279,6.467,138.479,8.546,0.894,1.003,23.773,6.066,111.734,8.642,69,0.331,0.676,0.829,0.842,0.842,0.842,1.019,-3.31,-3.3,-3.16,0,35.3,0,2,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,4,8,1,3,0,3,3,0,1,0,1,0,0,0,0,0,1,0,0,3,12,2,3,1,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,4,2,1,4,0,4,0,2,3,0,2,0,0,0,0,1,0,0,1,4,3,1,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,19.342,19.342
5.0,3.83,2.452,2.452,1246.0,519.435,763.4,486.0,5.209,2.937,1.988,6.011,1.988,6.011,477.78,3.239,3.239,0.232,-0.114,-0.091,-0.114,3.395,2.508,61.667,5.109,20.289,16.867,29.757,4.934,4.413,5.1,-0.145,46,2.834,3.85,5.056,5.932,4.533,48.581,50.616,48.211,47.929,142.178,5.517,7.069,12.726,156.0,235.267,124.0,3.335,4.159,0.785,-0.309,7.308,-0.309,63.599,3.408,0.267,0.315,1.719,8.404,0.267,0.099,15.109,98.239,2.3,134.881,5.104,263.768,5.104,11.236,7.49,7.49,10.68,0,3.842,2.673,19.0,10.761,12.401,3.954,3.954,3.353,3.353,4.146,3.974,3.498,1.032,2.523,5.644,1.798,11.517,5.639,31.799,120.773,9.853,0.563,3.925,4.019,3.771,3.606,3.562,4.407,4.542,4.162,3.993,5.588,3.932,4.606,4.736,4.319,4.134,5.827,4.071,4.7,4.859,4.382,4.114,5.972,4.039,4.663,4.826,4.251,4.029,5.964,3.963,4.617,4.812,3.951,5.833,3.877,4.534,4.731,3.865,5.693,3.748,4.302,4.512,3.657,3.654,5.367,3.54,0.062,0.634,4.901,3.483,5.832,3.942,0.276,1.063,15.091,6.695,15.962,7.366,0.221,1.204,18.348,7.991,22.414,8.664,0.529,1.319,26.419,8.739,55.763,9.068,0.52,1.234,26.674,8.87,54.382,9.532,0.468,1.253,20.133,7.782,48.556,8.535,0.517,30.247,8.419,52.307,9.549,0.234,0.934,15.167,6.238,23.228,7.134,27,0.306,0.663,0.793,0.86,0.867,0.867,1.001,-6.15,-6.0,-5.57,0,46.7,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,7,2,4,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,0,2,0,2,14,0,0,0,6,0,0,0,1,0,10,0,0,2,7,0,1,0,3,0,9,0,0,0,12,0,0,0,1,0,0,5,0,1,8,0,1,0,1,0,3,0,0,9,0,0,0,0,1,0,3,0,0,6,0,0,0,0,0,5,0,0,1,0,0,0,4,0,5,0,0,19.524,19.524
6.187,3.67,2.441,2.441,1194.0,455.072,675.25,428.0,5.016,2.903,1.979,5.617,1.979,5.617,441.866,2.942,2.942,-0.204,-0.275,-0.244,-0.275,3.402,2.499,61.833,5.185,18.887,15.985,21.786,4.924,4.304,4.99,-0.387,46,2.696,3.85,5.043,5.953,4.533,47.97,50.464,47.407,47.178,144.157,5.509,7.083,12.703,154.0,214.054,100.0,3.267,4.184,0.636,-0.689,7.18,-0.689,58.757,3.376,-0.252,-0.275,1.72,8.363,-0.252,0.106,13.652,87.177,2.336,134.606,4.653,264.84,4.653,10.547,7.384,7.384,9.385,0,3.816,2.523,18.0,10.784,12.385,3.939,3.939,3.565,3.565,4.168,4.086,3.589,1.213,2.384,5.686,1.621,9.179,3.058,9.351,107.239,8.372,0.387,3.998,4.081,3.643,3.551,3.547,4.526,4.657,4.068,3.981,5.672,3.964,4.86,5.01,4.257,4.182,6.024,4.146,4.993,5.169,4.32,4.174,6.329,4.136,4.957,5.122,4.179,4.12,6.224,4.086,4.873,5.039,4.068,6.187,4.031,4.776,4.936,3.998,6.148,3.954,4.756,4.918,3.985,3.903,6.093,3.826,0.15,0.625,8.515,4.62,23.107,5.139,0.27,1.055,16.568,7.705,29.558,9.058,0.531,1.357,27.094,11.206,68.163,13.079,1.093,1.46,36.08,12.755,133.607,15.517,1.022,1.382,34.357,11.916,133.424,13.411,0.905,1.309,30.036,10.934,121.366,12.641,0.696,25.512,9.96,115.959,11.638,0.931,1.116,29.706,9.737,118.433,10.744,37,0.275,0.664,0.835,0.897,0.911,0.911,0.908,-3.46,-3.44,-3.29,0,43.8,0,1,1,0,1,2,0,1,0,0,0,0,0,1,0,1,0,0,5,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,5,12,0,0,0,3,0,1,0,3,0,7,0,0,1,9,0,3,1,4,0,10,0,0,0,3,0,1,1,3,0,0,5,0,1,6,0,2,0,4,0,10,0,0,1,0,0,1,1,4,0,7,0,1,2,0,1,0,7,0,7,0,0,1,0,0,0,5,0,2,0,0,18.499,18.499
5.0,3.913,2.562,2.562,1410.0,502.129,741.03,473.0,4.752,2.814,1.84,5.082,1.84,5.082,495.926,3.388,3.388,0.731,0.39,0.359,0.39,3.55,2.62,63.0,5.176,20.301,16.805,27.581,4.902,4.474,5.162,0.468,47,3.247,3.871,5.081,5.938,4.554,50.891,51.076,50.439,50.49,147.111,5.541,7.071,12.9,160.0,208.796,118.0,3.296,3.937,1.319,0.975,7.376,0.975,68.61,3.409,0.787,1.097,1.725,8.438,0.787,0.094,14.187,89.073,2.525,136.881,3.759,271.172,3.759,11.747,8.04,8.04,9.005,0,3.881,3.034,19.5,10.856,12.511,3.898,3.898,3.112,3.112,3.938,3.968,3.458,1.179,2.5,5.879,1.606,10.207,3.447,11.883,105.223,8.543,0.697,3.957,4.051,3.643,3.535,3.553,4.434,4.545,4.02,3.915,5.695,3.921,4.594,4.749,4.013,3.993,5.775,3.97,4.636,4.811,3.971,3.955,5.818,3.931,4.634,4.841,3.904,3.946,5.704,3.9,4.537,4.718,3.936,5.626,3.901,4.564,4.719,3.968,5.784,3.929,4.65,4.842,3.824,3.933,5.743,3.866,0.091,0.655,6.777,3.634,10.769,3.86,0.358,1.025,12.66,6.118,30.868,6.582,0.281,1.217,16.452,7.467,30.44,8.617,0.381,1.307,18.12,7.115,39.711,8.049,0.402,1.283,20.227,7.627,41.858,9.495,0.301,1.153,16.713,7.191,25.33,9.034,0.409,15.762,7.249,34.503,8.666,0.37,1.215,20.011,8.451,36.154,10.198,6,0.27,0.585,0.727,0.843,0.879,0.879,0.819,-3.52,-3.5,-3.34,0,48.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,3,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,11,0,1,7,1,2,0,2,9,0,1,0,11,0,1,0,6,0,4,0,2,1,9,0,0,0,7,0,2,2,0,1,6,0,0,0,4,0,0,8,1,1,4,0,1,0,0,0,14,0,2,4,0,1,3,1,0,1,15,0,1,6,0,0,0,0,0,10,0,0,7,0,0,0,1,0,4,0,1,20.016,20.016
