pXC50,SCBO,MW,RBN,nH,nSK,Sv,nBO,Se,Sp,Si,nBT,nAT,nCsp3,nHet,nO,nC,nDB,nAB,C.,H.,Mi,nCsp2,AMW,nN,Mv,RBF,nBM,Mp,nF,nCsp
9.155,54.0,530.67,9,34,39,45.76,43,73.305,47.921,81.896,77.0,73.0,11,8,6,31,2,18,42.5,46.6,1.122,20,7.269,2,0.627,0.117,20,0.656,0,0
6.337,54.0,543.09,10,27,37,41.996,40,65.047,43.938,71.887,67.0,64.0,7,11,5,26,3,22,40.6,42.2,1.123,19,8.486,4,0.656,0.149,25,0.687,0,0
7.699,58.0,579.79,13,37,41,48.297,44,78.36,51.131,88.102,81.0,78.0,11,11,5,30,3,22,38.5,47.4,1.13,19,7.433,5,0.619,0.16,25,0.656,0,0
8.26,52.0,502.61,8,30,37,42.707,41,67.538,44.398,75.066,71.0,67.0,9,8,6,29,2,18,43.3,44.8,1.12,20,7.502,2,0.637,0.113,20,0.663,0,0
7.481,52.0,502.61,7,30,37,42.707,41,67.538,44.398,75.066,71.0,67.0,9,8,6,29,2,18,43.3,44.8,1.12,20,7.502,2,0.637,0.099,20,0.663,0,0
8.155,56.0,549.76,11,35,39,46.055,42,74.149,48.915,83.477,77.0,74.0,10,10,4,29,3,22,39.2,47.3,1.128,19,7.429,5,0.622,0.143,25,0.661,0,0
8.409,62.0,578.71,10,34,43,49.76,48,77.305,51.921,85.896,82.0,77.0,9,8,6,35,2,24,45.5,44.2,1.116,26,7.516,2,0.646,0.122,26,0.674,0,0
7.0,65.0,620.8,11,40,46,54.341,51,85.956,57.205,96.142,91.0,86.0,12,8,6,38,2,24,44.2,46.5,1.118,26,7.219,2,0.632,0.121,26,0.665,0,0
7.796,54.0,534.61,9,30,39,44.136,43,70.192,45.307,77.485,73.0,69.0,9,10,8,29,2,18,42.0,43.5,1.123,20,7.748,2,0.64,0.123,20,0.657,0,0
6.883,56.0,558.73,10,38,41,48.814,45,79.072,51.444,88.727,83.0,79.0,13,8,6,33,2,18,41.8,48.1,1.123,20,7.073,2,0.618,0.12,20,0.651,0,0
6.796,52.0,502.61,7,30,37,42.707,41,67.538,44.398,75.066,71.0,67.0,9,8,6,29,2,18,43.3,44.8,1.12,20,7.502,2,0.637,0.099,20,0.663,0,0
9.0,53.0,516.64,9,32,38,44.234,42,70.421,46.159,78.481,74.0,70.0,10,8,6,30,2,18,42.9,45.7,1.121,20,7.381,2,0.632,0.122,20,0.659,0,0
7.796,53.0,516.64,8,32,38,44.234,42,70.421,46.159,78.481,74.0,70.0,10,8,6,30,2,18,42.9,45.7,1.121,20,7.381,2,0.632,0.108,20,0.659,0,0
4.846,69.0,678.89,14,46,50,59.636,55,95.934,62.944,107.597,101.0,96.0,15,9,7,41,2,24,42.7,47.9,1.121,26,7.072,2,0.621,0.139,26,0.656,0,0
7.921,56.0,558.73,11,38,41,48.814,45,79.072,51.444,88.727,83.0,79.0,13,8,6,33,2,18,41.8,48.1,1.123,20,7.073,2,0.618,0.133,20,0.651,0,0
8.056,55.0,544.7,9,36,40,47.287,44,76.189,49.682,85.311,80.0,76.0,12,8,6,32,2,18,42.1,47.4,1.123,20,7.167,2,0.622,0.113,20,0.654,0,0
7.398,53.0,528.08,9,26,36,40.776,39,62.938,42.727,69.76,65.0,62.0,6,11,4,25,3,22,40.3,41.9,1.125,19,8.517,5,0.658,0.138,25,0.689,0,0
6.312,58.0,588.76,12,40,43,51.056,47,83.283,53.659,93.351,87.0,83.0,14,9,7,34,2,18,41.0,48.2,1.125,20,7.093,2,0.615,0.138,20,0.646,0,0
6.155,55.0,556.14,10,30,38,43.829,41,68.705,46.25,76.591,71.0,68.0,8,11,4,27,3,22,39.7,44.1,1.126,19,8.179,5,0.645,0.141,25,0.68,0,0
4.628,66.0,636.8,12,40,47,55.056,52,87.283,57.659,97.351,92.0,87.0,12,9,7,38,2,24,43.7,46.0,1.119,26,7.32,2,0.633,0.13,26,0.663,0,0
7.215,52.0,632.33,7,24,37,41.704,41,62.229,43.58,67.919,65.0,61.0,7,10,6,27,2,18,44.3,39.3,1.113,20,10.366,2,0.684,0.108,20,0.714,0,0
7.338,61.0,564.68,9,32,42,48.234,47,74.421,50.159,82.481,79.0,74.0,8,8,6,34,2,24,45.9,43.2,1.115,26,7.631,2,0.652,0.114,26,0.678,0,0
7.824,55.0,544.7,10,36,40,47.287,44,76.189,49.682,85.311,80.0,76.0,12,8,6,32,2,18,42.1,47.4,1.123,20,7.167,2,0.622,0.125,20,0.654,0,0
6.0,41.0,407.56,7,29,30,36.057,33,58.774,38.279,66.521,62.0,59.0,10,6,3,24,2,12,40.7,49.2,1.127,14,6.908,3,0.611,0.113,14,0.649,0,0
6.0,27.0,301.52,8,31,22,29.638,23,51.683,32.881,59.936,54.0,53.0,13,2,1,20,1,6,37.7,58.5,1.131,7,5.689,1,0.559,0.148,7,0.62,0,0
7.658,59.0,593.82,13,39,42,49.824,45,81.243,52.892,91.517,84.0,81.0,12,11,5,31,3,22,38.3,48.1,1.13,19,7.331,5,0.615,0.155,25,0.653,0,0
8.097,59.0,597.78,13,36,42,48.68,45,78.872,51.069,88.441,81.0,78.0,11,12,5,30,3,22,38.5,46.2,1.134,19,7.664,5,0.624,0.16,25,0.655,1,0
7.699,57.0,550.71,8,31,39,44.89,43,70.676,47.086,78.903,74.0,70.0,10,10,4,29,3,22,41.4,44.3,1.127,19,7.867,4,0.641,0.108,25,0.673,1,0
7.26,54.0,521.7,10,31,37,43.002,40,68.381,45.392,76.647,71.0,68.0,8,10,4,27,3,22,39.7,45.6,1.127,19,7.672,5,0.632,0.141,25,0.668,0,0
7.409,54.5,534.74,9,34,38,45.034,42,72.047,47.909,80.979,76.0,72.0,12,9,4,29,4,17,40.3,47.2,1.125,17,7.427,4,0.625,0.118,21,0.665,0,0
6.215,59.0,571.67,12,33,42,48.169,46,75.858,49.824,83.817,79.0,75.0,10,9,8,33,4,18,44.0,44.0,1.118,23,7.622,1,0.642,0.152,22,0.664,0,0
7.658,58.0,610.79,7,42,44,51.614,47,86.807,53.921,97.929,89.0,86.0,17,13,7,31,6,10,36.0,48.8,1.139,14,7.102,6,0.6,0.079,16,0.627,0,0
9.0,67.0,657.91,10,43,47,55.877,52,90.01,59.415,101.347,95.0,90.0,16,11,5,36,4,22,40.0,47.8,1.126,20,7.31,5,0.621,0.105,26,0.66,0,0
7.419,58.0,541.59,10,27,40,44.588,44,68.207,45.54,74.571,71.0,67.0,6,9,8,31,5,18,46.3,40.3,1.113,25,8.083,1,0.665,0.141,23,0.68,0,0
7.613,57.0,545.58,10,27,40,44.303,44,68.534,44.994,74.781,71.0,67.0,7,10,9,30,4,18,44.8,40.3,1.116,23,8.143,1,0.661,0.141,22,0.672,0,0
8.842,58.0,557.64,11,31,41,46.642,45,72.974,48.063,80.402,76.0,72.0,9,9,8,32,4,18,44.4,43.1,1.117,23,7.745,1,0.648,0.145,22,0.668,0,0
8.201,58.0,557.64,10,31,41,46.642,45,72.974,48.063,80.402,76.0,72.0,9,9,8,32,4,18,44.4,43.1,1.117,23,7.745,1,0.648,0.132,22,0.668,0,0
8.004,58.0,557.64,10,31,41,46.642,45,72.974,48.063,80.402,76.0,72.0,9,9,8,32,4,18,44.4,43.1,1.117,23,7.745,1,0.648,0.132,22,0.668,0,0
6.936,59.0,555.62,10,29,41,46.115,46,71.091,47.301,77.986,75.0,70.0,9,9,8,32,4,18,45.7,41.4,1.114,23,7.937,1,0.659,0.133,22,0.676,0,0
8.131,58.0,559.61,11,29,41,45.83,45,71.418,46.756,78.196,74.0,70.0,8,10,9,31,4,18,44.3,41.4,1.117,23,7.994,1,0.655,0.149,22,0.668,0,0
6.546,59.0,559.56,10,25,41,44.491,45,67.978,44.687,73.575,70.0,66.0,6,11,10,30,5,18,45.5,37.9,1.115,24,8.478,1,0.674,0.143,23,0.677,0,0
7.41,54.0,501.52,7,23,37,40.535,41,61.44,41.017,66.741,64.0,60.0,5,9,8,28,4,18,46.7,38.3,1.112,23,8.359,1,0.676,0.109,22,0.684,0,0
8.18,56.0,529.58,9,27,39,43.588,43,67.207,44.54,73.571,70.0,66.0,7,9,8,30,4,18,45.5,40.9,1.115,23,8.024,1,0.66,0.129,22,0.675,0,0
9.959,57.0,543.61,10,29,40,45.115,44,70.091,46.301,76.986,73.0,69.0,8,9,8,31,4,18,44.9,42.0,1.116,23,7.878,1,0.654,0.137,22,0.671,0,0
7.87,57.0,543.61,9,29,40,45.115,44,70.091,46.301,76.986,73.0,69.0,8,9,8,31,4,18,44.9,42.0,1.116,23,7.878,1,0.654,0.123,22,0.671,0,0
6.979,56.0,532.72,8,32,38,44.507,42,70.163,47.148,78.564,74.0,70.0,10,9,4,29,3,22,41.4,45.7,1.122,19,7.61,4,0.636,0.108,25,0.674,0,0
9.06,50.0,540.74,12,41,39,47.536,42,80.025,50.449,90.687,83.0,80.0,17,8,5,31,2,12,38.8,51.3,1.134,14,6.759,2,0.594,0.145,14,0.631,1,0
9.771,48.0,510.71,11,39,37,45.294,40,75.814,48.233,86.063,79.0,76.0,16,7,4,30,2,12,39.5,51.3,1.132,14,6.72,2,0.596,0.139,14,0.635,1,0
8.469,61.0,636.83,7,44,46,54.141,50,90.69,56.682,102.344,94.0,90.0,19,13,7,33,6,10,36.7,48.9,1.137,14,7.076,6,0.602,0.074,16,0.63,0,0
5.893,71.0,665.83,13,35,48,54.485,52,83.803,56.824,92.896,87.0,83.0,8,12,6,36,2,30,43.4,42.2,1.119,26,8.022,5,0.656,0.149,33,0.685,0,2
5.112,39.0,372.44,4,17,26,29.171,28,43.851,30.256,47.834,45.0,43.0,3,6,4,20,5,12,46.5,39.5,1.112,17,8.661,0,0.678,0.089,17,0.704,1,0
6.032,86.0,882.13,24,59,64,74.995,67,123.959,78.381,139.377,126.0,123.0,19,17,10,47,8,22,38.2,48.0,1.133,28,7.172,7,0.61,0.19,30,0.637,0,0
6.553,43.5,441.65,9,31,31,37.771,33,61.734,40.688,69.856,64.0,62.0,9,7,3,24,2,17,38.7,50.0,1.127,15,7.123,3,0.609,0.141,19,0.656,0,0
5.62,43.5,427.57,7,25,30,34.905,32,55.411,36.858,61.82,57.0,55.0,6,8,4,22,3,17,40.0,45.5,1.124,16,7.774,3,0.635,0.123,20,0.67,0,0
7.097,41.5,413.59,7,27,29,34.717,31,55.967,37.165,63.026,58.0,56.0,7,7,3,22,2,17,39.3,48.2,1.125,15,7.386,3,0.62,0.121,19,0.664,0,0
6.215,47.5,421.51,5,19,30,33.325,33,49.76,34.574,54.574,52.0,49.0,2,8,4,22,3,23,44.9,38.8,1.114,20,8.602,3,0.68,0.096,26,0.706,0,0
7.469,45.5,406.5,5,18,29,32.105,32,47.651,33.364,52.448,50.0,47.0,2,8,3,21,2,23,44.7,38.3,1.116,19,8.649,4,0.683,0.1,25,0.71,0,0
6.658,49.5,466.56,7,22,33,36.588,36,56.073,37.796,61.697,58.0,55.0,4,10,5,23,2,23,41.8,40.0,1.122,19,8.483,4,0.665,0.121,25,0.687,0,0
6.398,80.0,865.11,25,60,62,72.731,64,123.388,75.842,139.085,124.0,122.0,21,19,11,43,8,16,35.2,49.2,1.14,22,7.091,8,0.596,0.202,24,0.622,0,0
6.0,47.5,434.55,7,22,31,35.357,34,53.425,37.091,58.906,56.0,53.0,3,7,4,24,2,23,45.3,41.5,1.111,21,8.199,2,0.667,0.125,25,0.7,0,0
6.187,81.0,864.07,25,57,62,71.897,64,120.73,74.529,135.381,121.0,119.0,20,19,12,43,9,16,36.1,47.9,1.138,23,7.261,7,0.604,0.207,25,0.626,0,0
6.585,35.5,329.41,4,15,23,25.557,25,38.665,26.597,42.534,40.0,38.0,2,7,3,16,2,17,42.1,39.5,1.119,14,8.669,3,0.673,0.1,19,0.7,0,0
7.237,44.0,394.49,5,18,28,31.105,31,46.651,32.364,51.448,49.0,46.0,2,8,3,20,2,22,43.5,39.1,1.118,18,8.576,4,0.676,0.102,24,0.704,0,0
7.523,86.0,882.13,24,59,64,74.995,67,123.959,78.381,139.377,126.0,123.0,19,17,10,47,8,22,38.2,48.0,1.133,28,7.172,7,0.61,0.19,30,0.637,0,0
5.699,41.5,414.57,7,26,29,34.411,31,55.192,36.614,61.737,57.0,55.0,7,7,4,22,2,17,40.0,47.3,1.122,15,7.538,2,0.626,0.123,19,0.666,0,0
5.796,44.0,394.49,5,18,28,31.105,31,46.651,32.364,51.448,49.0,46.0,2,8,3,20,2,22,43.5,39.1,1.118,18,8.576,4,0.676,0.102,24,0.704,0,0
6.469,41.5,367.46,4,17,26,29.083,29,43.549,30.358,47.95,46.0,43.0,2,7,3,19,2,21,44.2,39.5,1.115,17,8.546,3,0.676,0.087,23,0.706,0,0
5.854,45.0,408.52,5,20,29,32.632,32,49.534,34.125,54.863,52.0,49.0,3,8,3,21,2,22,42.9,40.8,1.12,18,8.337,4,0.666,0.096,24,0.696,0,0
6.086,35.5,329.41,4,15,23,25.557,25,38.665,26.597,42.534,40.0,38.0,2,7,3,16,2,17,42.1,39.5,1.119,14,8.669,3,0.673,0.1,19,0.7,0,0
4.796,43.5,434.58,6,22,29,33.259,31,51.829,35.193,57.036,53.0,51.0,5,9,5,20,4,17,39.2,43.1,1.118,15,8.521,2,0.652,0.113,21,0.69,0,0
6.131,45.5,458.58,9,26,32,36.84,34,58.847,38.523,65.155,60.0,58.0,7,9,6,23,3,17,39.7,44.8,1.123,16,7.907,2,0.635,0.15,20,0.664,0,0
7.004,45.5,405.51,5,19,29,32.61,32,48.433,34.12,53.365,51.0,48.0,2,7,3,22,2,23,45.8,39.6,1.112,20,8.448,3,0.679,0.098,25,0.711,0,0
6.056,40.5,399.56,6,25,28,33.191,30,53.083,35.404,59.61,55.0,53.0,6,7,3,21,2,17,39.6,47.2,1.125,15,7.539,3,0.626,0.109,19,0.668,0,0
6.523,45.5,406.5,5,18,29,32.105,32,47.651,33.364,52.448,50.0,47.0,2,8,3,21,2,23,44.7,38.3,1.116,19,8.649,4,0.683,0.1,25,0.71,0,0
6.0,40.5,400.54,6,24,28,32.884,30,52.309,34.853,58.321,54.0,52.0,6,7,4,21,2,17,40.4,46.2,1.122,15,7.703,2,0.632,0.111,19,0.67,0,0
6.569,44.0,395.47,5,17,28,30.798,31,45.876,31.813,50.159,48.0,45.0,2,8,4,20,2,22,44.4,37.8,1.115,18,8.788,3,0.684,0.104,24,0.707,0,0
6.886,45.5,404.52,5,20,29,33.116,32,49.214,34.875,54.282,52.0,49.0,2,6,3,23,2,23,46.9,40.8,1.108,21,8.256,2,0.676,0.096,25,0.712,0,0
5.42,44.0,396.47,5,16,28,30.094,31,45.087,30.852,49.614,47.0,44.0,2,10,3,18,2,22,40.9,36.4,1.128,16,9.011,6,0.684,0.106,24,0.701,0,0
6.032,45.5,456.62,7,28,32,37.453,34,60.396,39.625,67.733,62.0,60.0,7,9,4,23,3,17,38.3,46.7,1.129,16,7.61,4,0.624,0.113,20,0.66,0,0
7.194,43.5,444.6,9,28,31,36.652,33,59.403,38.83,66.361,61.0,59.0,8,8,5,23,2,17,39.0,47.5,1.125,15,7.536,2,0.621,0.148,19,0.658,0,0
6.0,38.5,370.51,6,22,26,30.642,28,48.098,32.637,53.697,50.0,48.0,5,6,3,20,2,17,41.7,45.8,1.119,15,7.719,2,0.638,0.12,19,0.68,0,0
7.18,44.0,411.54,5,17,28,31.27,31,45.625,33.006,49.87,48.0,45.0,2,8,3,20,2,22,44.4,37.8,1.108,18,9.145,3,0.695,0.104,24,0.733,0,0
6.0,40.0,401.95,6,20,27,31.25,29,47.313,33.284,52.515,49.0,47.0,4,7,2,20,2,18,42.6,42.6,1.117,16,8.552,3,0.665,0.122,20,0.708,0,0
6.137,42.5,427.62,8,29,30,36.244,32,58.851,38.926,66.441,61.0,59.0,8,7,3,23,2,17,39.0,49.2,1.126,15,7.248,3,0.614,0.131,19,0.66,0,0
6.886,85.0,888.15,25,61,64,75.037,67,126.163,78.393,142.374,128.0,125.0,21,19,10,45,8,20,36.0,48.8,1.139,24,7.105,9,0.6,0.195,28,0.627,0,0
6.208,37.5,358.45,5,18,25,28.304,27,43.658,29.568,48.076,45.0,43.0,3,7,4,18,2,17,41.9,41.9,1.118,15,8.336,2,0.658,0.111,19,0.688,0,0
6.62,41.5,414.57,7,26,29,34.411,31,55.192,36.614,61.737,57.0,55.0,7,7,4,22,2,17,40.0,47.3,1.122,15,7.538,2,0.626,0.123,19,0.666,0,0
5.0,46.5,428.59,7,28,32,37.638,36,59.658,39.864,67.766,64.0,60.0,10,7,1,25,2,17,41.7,46.7,1.129,15,7.143,6,0.627,0.109,19,0.664,0,0
6.0,42.5,427.62,7,29,30,36.244,32,58.851,38.926,66.441,61.0,59.0,8,7,3,23,2,17,39.0,49.2,1.126,15,7.248,3,0.614,0.115,19,0.66,0,0
6.42,43.5,441.65,8,31,31,37.771,33,61.734,40.688,69.856,64.0,62.0,9,7,3,24,2,17,38.7,50.0,1.127,15,7.123,3,0.609,0.125,19,0.656,0,0
6.959,44.5,441.6,8,27,31,36.432,33,58.294,38.62,65.235,60.0,58.0,7,8,4,23,3,17,39.7,46.6,1.125,16,7.614,3,0.628,0.133,20,0.666,0,0
6.046,34.0,334.45,4,14,22,24.722,24,36.64,26.239,39.956,38.0,36.0,2,7,3,15,2,16,41.7,38.9,1.11,13,9.29,2,0.687,0.105,18,0.729,0,0
5.921,39.5,384.54,7,24,27,32.169,29,50.982,34.398,57.112,53.0,51.0,6,6,3,21,2,17,41.2,47.1,1.12,15,7.54,2,0.631,0.132,19,0.674,0,0
5.699,39.5,384.54,5,24,27,32.169,29,50.982,34.398,57.112,53.0,51.0,6,6,3,21,2,17,41.2,47.1,1.12,15,7.54,2,0.631,0.094,19,0.674,0,0
6.222,73.5,745.06,15,48,52,62.338,57,99.963,66.796,112.224,105.0,100.0,17,12,6,40,3,27,40.0,48.0,1.122,23,7.451,4,0.623,0.143,30,0.668,0,0
6.481,74.0,725.0,14,48,52,62.151,57,99.887,66.148,112.304,105.0,100.0,16,11,6,41,3,28,41.0,48.0,1.123,25,7.25,4,0.622,0.133,31,0.661,0,0
5.886,56.0,627.92,15,53,45,56.039,47,97.679,60.029,111.713,100.0,98.0,22,11,6,34,4,10,34.7,54.1,1.14,12,6.407,5,0.572,0.15,14,0.613,0,0
4.959,49.0,457.62,9,31,34,40.584,37,64.658,43.04,72.936,68.0,65.0,9,6,3,28,1,22,43.1,47.7,1.122,19,7.04,3,0.624,0.132,23,0.662,0,0
6.155,64.0,648.9,13,44,46,55.097,50,90.119,58.625,101.474,94.0,90.0,16,11,6,35,3,22,38.9,48.9,1.127,19,7.21,4,0.612,0.138,25,0.651,0,0
6.301,62.0,620.84,12,40,44,52.044,48,84.352,55.103,94.643,88.0,84.0,14,11,6,33,3,22,39.3,47.6,1.127,19,7.391,4,0.62,0.136,25,0.656,0,0
10.824,56.0,614.57,11,28,39,44.215,42,68.054,46.438,75.283,70.0,67.0,7,12,5,27,2,24,40.3,41.8,1.124,20,9.173,5,0.66,0.157,26,0.693,0,0
9.301,61.0,743.76,13,46,46,56.061,49,91.77,60.949,103.978,95.0,92.0,16,11,5,35,4,16,38.0,50.0,1.13,19,8.084,5,0.609,0.137,20,0.662,0,0
9.699,72.0,823.68,17,38,52,59.21,56,91.56,62.131,100.411,94.0,90.0,10,13,11,39,4,24,43.3,42.2,1.116,29,9.152,1,0.658,0.181,28,0.69,0,0
9.0,63.5,614.7,14,34,45,50.905,49,80.287,52.284,88.524,83.0,79.0,9,11,9,34,3,23,43.0,43.0,1.121,25,7.781,2,0.644,0.169,26,0.662,0,0
9.222,69.0,729.99,9,55,53,64.678,58,107.905,68.654,121.593,113.0,108.0,26,10,9,43,8,6,39.8,50.9,1.126,17,6.759,1,0.599,0.08,14,0.636,0,0
8.3,46.5,424.48,6,16,30,31.809,33,47.414,32.307,51.823,49.0,46.0,2,11,4,19,2,23,41.3,34.8,1.127,17,9.228,6,0.691,0.122,25,0.702,0,0
6.076,53.0,501.63,9,31,37,43.013,41,68.312,44.949,76.355,72.0,68.0,10,8,5,29,1,22,42.6,45.6,1.123,19,7.377,3,0.633,0.125,23,0.661,0,0
7.745,68.0,660.77,12,32,47,51.882,51,80.792,53.216,88.983,83.0,79.0,8,15,8,32,3,24,40.5,40.5,1.126,22,8.364,6,0.657,0.145,28,0.674,0,2
6.658,48.0,513.71,10,39,37,44.637,39,76.167,47.245,86.597,78.0,76.0,15,10,5,27,4,10,35.5,51.3,1.139,12,6.759,5,0.587,0.128,14,0.622,0,0
5.879,52.0,569.83,12,47,41,50.744,43,87.701,54.29,100.258,90.0,88.0,19,10,5,31,4,10,35.2,53.4,1.139,12,6.475,5,0.577,0.133,14,0.617,0,0
4.198,35.0,388.55,5,32,28,35.003,30,59.774,37.455,67.69,62.0,60.0,14,5,5,23,5,0,38.3,53.3,1.128,9,6.476,0,0.583,0.081,5,0.624,0,0
6.78,49.0,484.58,9,24,34,37.829,36,59.283,39.011,65.322,60.0,58.0,6,11,6,23,2,18,39.7,41.4,1.126,15,8.355,4,0.652,0.15,21,0.673,0,2
7.886,64.5,587.62,10,21,42,44.028,46,65.265,44.199,70.78,67.0,63.0,3,15,7,27,2,29,42.9,33.3,1.123,22,9.327,7,0.699,0.149,32,0.702,0,2
5.086,25.0,280.35,5,20,20,23.842,21,40.473,24.887,45.199,41.0,40.0,8,5,5,15,4,0,37.5,50.0,1.13,7,7.009,0,0.596,0.122,4,0.622,0,0
5.585,25.0,264.3,4,16,19,21.788,20,35.705,22.364,39.369,36.0,35.0,6,5,5,14,5,0,40.0,45.7,1.125,8,7.551,0,0.623,0.111,5,0.639,0,0
6.53,53.0,571.75,12,41,41,48.593,43,82.705,50.915,93.431,84.0,82.0,16,12,7,29,5,10,35.4,50.0,1.139,13,6.973,5,0.593,0.143,15,0.621,0,0
8.602,59.0,603.84,12,45,44,53.217,47,88.818,56.529,100.843,92.0,89.0,16,10,5,34,4,16,38.2,50.6,1.133,18,6.785,5,0.598,0.13,20,0.635,0,0
7.097,57.0,605.81,15,35,41,47.387,44,77.207,49.926,86.025,79.0,76.0,12,14,7,27,4,18,35.5,46.1,1.132,15,7.971,5,0.624,0.19,22,0.657,0,0
7.337,39.0,469.46,6,21,27,31.855,29,48.403,34.637,53.458,50.0,48.0,6,8,3,19,2,16,39.6,43.8,1.114,13,9.78,2,0.664,0.12,18,0.722,0,0
6.312,63.0,642.83,14,34,44,49.881,47,79.425,52.171,88.108,81.0,78.0,9,15,7,29,4,24,37.2,43.6,1.13,20,8.241,6,0.64,0.173,28,0.669,0,0
7.194,69.5,696.9,14,32,47,52.542,51,80.618,55.057,88.613,83.0,79.0,7,16,7,31,4,29,39.2,40.5,1.122,24,8.822,6,0.665,0.169,33,0.697,0,0
7.301,56.0,591.78,14,33,40,45.86,43,74.323,48.165,82.61,76.0,73.0,11,14,7,26,4,18,35.6,45.2,1.132,15,8.107,5,0.628,0.184,22,0.66,0,0
7.018,57.0,532.63,10,24,38,41.631,41,63.276,42.807,69.694,65.0,62.0,5,12,5,26,2,24,41.9,38.7,1.124,19,8.591,6,0.671,0.154,27,0.69,0,2
7.276,40.0,467.44,5,19,27,31.328,29,46.52,33.875,51.043,48.0,46.0,4,8,3,19,3,16,41.3,41.3,1.11,15,10.162,2,0.681,0.104,19,0.736,0,0
7.854,64.5,672.92,15,36,45,52.079,49,82.065,55.33,90.862,85.0,81.0,11,14,7,31,4,23,38.3,44.4,1.122,20,8.308,4,0.643,0.176,27,0.683,0,0
5.076,72.0,704.9,14,36,49,55.408,53,86.309,57.932,95.524,89.0,85.0,8,15,7,34,4,30,40.0,42.4,1.124,26,8.293,6,0.652,0.157,34,0.682,0,0
5.921,37.0,443.37,6,15,25,27.989,27,41.08,29.807,44.422,42.0,40.0,3,9,4,16,2,16,40.0,37.5,1.111,13,11.084,2,0.7,0.143,18,0.745,0,0
6.983,43.0,515.44,8,19,30,33.472,33,50.502,35.239,54.671,52.0,49.0,6,11,6,19,2,16,38.8,38.8,1.116,13,10.519,2,0.683,0.154,18,0.719,0,0
6.231,65.5,690.9,14,34,46,51.783,50,81.829,54.273,90.238,84.0,80.0,10,17,8,29,4,23,36.3,42.5,1.128,19,8.636,6,0.647,0.167,27,0.678,0,0
6.78,39.0,453.41,5,17,26,29.801,28,43.636,32.114,47.628,45.0,43.0,3,8,3,18,3,16,41.9,39.5,1.108,15,10.544,2,0.693,0.111,19,0.747,0,0
6.991,38.0,455.43,6,19,26,30.328,28,45.52,32.875,50.043,47.0,45.0,5,8,3,18,2,16,40.0,42.2,1.112,13,10.121,2,0.674,0.128,18,0.731,0,0
5.291,77.0,779.97,17,41,54,61.112,58,96.84,63.574,106.899,99.0,95.0,10,17,10,37,4,30,38.9,43.2,1.125,27,8.21,5,0.643,0.172,34,0.669,0,0
5.602,24.0,266.32,4,18,19,22.315,20,37.589,23.125,41.784,38.0,37.0,7,5,5,14,4,0,37.8,48.6,1.129,7,7.198,0,0.603,0.105,4,0.625,0,0
6.903,60.0,574.71,10,30,41,46.41,44,71.934,48.296,79.567,74.0,71.0,7,11,6,30,2,24,42.3,42.3,1.121,21,8.095,4,0.654,0.135,27,0.68,0,2
6.622,58.0,561.72,11,31,40,45.716,43,71.709,47.847,79.856,74.0,71.0,7,11,5,29,3,24,40.8,43.7,1.125,22,7.912,5,0.644,0.149,27,0.674,0,0
6.73,58.0,545.67,10,27,39,43.663,42,66.942,45.324,74.026,69.0,66.0,6,11,5,28,2,24,42.4,40.9,1.122,20,8.268,5,0.662,0.145,27,0.687,0,2
6.29,40.0,473.35,6,13,27,28.892,30,41.851,29.955,44.426,43.0,40.0,3,11,6,16,2,16,40.0,32.5,1.111,13,11.834,2,0.722,0.14,18,0.749,0,0
6.857,70.0,651.8,12,33,47,52.958,51,80.92,55.063,89.481,84.0,80.0,7,12,6,35,2,30,43.8,41.3,1.119,26,8.147,5,0.662,0.143,33,0.688,0,2
6.251,50.0,497.62,9,27,35,39.862,37,62.949,41.529,69.654,64.0,62.0,7,10,6,25,2,18,40.3,43.5,1.123,16,8.026,3,0.643,0.141,21,0.67,0,2
7.886,61.0,589.73,11,31,42,47.431,45,74.036,49.301,82.066,76.0,73.0,8,12,6,30,2,24,41.1,42.5,1.124,20,8.078,5,0.65,0.145,27,0.675,0,2
7.357,40.0,467.44,5,19,27,31.328,29,46.52,33.875,51.043,48.0,46.0,4,8,3,19,3,16,41.3,41.3,1.11,15,10.162,2,0.681,0.104,19,0.736,0,0
6.461,38.0,457.4,6,17,26,29.516,28,43.964,31.568,47.837,45.0,43.0,4,9,4,17,2,16,39.5,39.5,1.112,13,10.637,2,0.686,0.133,18,0.734,0,0
7.208,49.0,527.74,11,41,38,46.163,40,79.05,49.006,90.012,81.0,79.0,16,10,5,28,4,10,35.4,51.9,1.139,12,6.68,5,0.584,0.136,14,0.62,0,0
6.377,60.0,617.87,13,47,45,54.744,48,91.701,58.29,104.258,95.0,92.0,17,10,5,35,4,16,38.0,51.1,1.133,18,6.716,5,0.595,0.137,20,0.634,0,0
7.237,39.0,469.46,6,21,27,31.855,29,48.403,34.637,53.458,50.0,48.0,6,8,3,19,2,16,39.6,43.8,1.114,13,9.78,2,0.664,0.12,18,0.722,0,0
6.688,40.0,471.38,6,15,27,29.704,30,43.407,31.261,46.632,45.0,42.0,4,10,5,17,2,16,40.5,35.7,1.11,13,11.223,2,0.707,0.133,18,0.744,0,0
6.975,37.0,441.4,6,17,25,28.801,27,42.636,31.114,46.628,44.0,42.0,4,8,3,17,2,16,40.5,40.5,1.11,13,10.51,2,0.686,0.136,18,0.741,0,0
