pXC50,nX,Mi,nBO,nSK,X.,SCBO,nF,nBT,Si,nAT,nDB,nN,MW,nCL,nHet,C.,nC,Sp,Se,Sv,N.,RBF,nAB,Me,nH,RBN,nHM,H.
10.097,2,1.117,32,30,4.3,42.0,0,49.0,52.509,47.0,4,1,474.34,2,11,40.4,19,33.403,49.069,32.608,2.1,0.163,12,1.044,17,8,3,36.2
9.62,2,1.114,30,28,4.7,40.0,0,45.0,47.884,43.0,4,1,444.31,2,10,41.9,18,31.187,44.858,30.367,2.3,0.133,12,1.043,15,6,3,34.9
10.097,2,1.114,30,28,4.9,40.0,0,43.0,45.679,41.0,4,1,446.28,2,11,41.5,17,29.881,43.302,29.555,2.4,0.14,12,1.056,13,6,3,31.7
10.658,2,1.126,41,38,3.1,51.0,0,67.0,72.087,64.0,4,2,589.49,2,14,37.5,24,43.364,66.36,42.166,3.1,0.164,12,1.037,26,11,3,40.6
5.699,0,1.137,34,31,0.0,42.0,0,55.0,59.119,52.0,8,5,471.57,0,14,32.7,17,34.597,54.022,33.699,9.6,0.091,0,1.039,21,5,2,40.4
4.367,0,1.128,31,29,0.0,40.0,0,50.0,54.122,48.0,6,3,441.53,0,12,35.4,17,32.585,49.818,31.656,6.3,0.14,6,1.038,19,7,2,39.6
8.377,0,1.131,46,43,0.0,59.0,0,82.0,89.312,79.0,5,4,592.71,0,12,39.2,31,50.841,80.163,49.233,5.1,0.146,16,1.015,36,12,0,45.6
4.523,1,1.13,62,57,0.9,76.0,0,111.0,119.77,106.0,6,6,869.92,0,17,37.7,40,69.876,107.301,66.363,5.7,0.135,16,1.012,49,15,2,46.2
5.134,0,1.126,42,39,0.0,54.0,0,78.0,84.474,75.0,3,4,528.71,0,8,41.3,31,49.023,74.854,46.374,5.3,0.154,18,0.998,36,12,0,48.0
4.893,0,1.124,24,22,0.0,30.0,0,43.0,46.073,41.0,3,1,301.37,0,5,41.5,17,26.676,41.363,25.622,2.4,0.116,6,1.009,19,5,0,46.3
4.553,0,1.124,30,28,0.0,39.0,0,58.0,62.942,56.0,3,2,400.59,0,6,39.3,22,36.921,55.749,34.223,3.6,0.103,12,0.996,28,6,1,50.0
7.161,0,1.137,18,17,0.0,21.0,0,35.0,38.658,34.0,3,1,239.3,0,5,35.3,12,20.915,34.48,20.095,2.9,0.114,0,1.014,17,4,0,50.0
4.0,0,1.114,39,35,0.0,52.5,0,65.0,67.946,61.0,5,2,490.62,0,8,44.3,27,42.068,61.52,40.125,3.3,0.108,17,1.009,26,7,1,42.6
4.446,0,1.134,26,26,0.0,30.0,0,62.0,70.311,62.0,4,0,364.58,0,4,35.5,22,37.523,61.214,34.342,0.0,0.242,0,0.987,36,15,0,58.1
9.301,0,1.125,54,50,0.0,72.0,0,93.0,100.145,89.0,7,5,701.87,0,14,40.4,36,59.256,90.225,56.968,5.6,0.129,22,1.014,39,12,1,43.8
9.481,1,1.125,55,51,1.1,73.0,0,93.0,100.089,89.0,7,5,736.31,1,15,40.4,36,60.114,90.549,57.796,5.6,0.129,22,1.017,38,12,2,42.7
9.18,1,1.126,57,53,1.1,75.0,0,97.0,104.714,93.0,7,5,766.34,1,16,39.8,37,62.33,94.76,60.037,5.4,0.134,22,1.019,40,13,2,43.0
7.959,0,1.129,44,41,0.0,57.0,0,78.0,84.687,75.0,5,4,562.68,0,11,40.0,30,48.625,75.952,46.991,5.3,0.128,16,1.013,34,10,0,45.3
8.959,1,1.129,44,41,1.3,56.0,0,79.0,85.837,76.0,4,4,583.14,1,11,39.5,30,49.79,76.832,47.631,5.3,0.139,16,1.011,35,11,1,46.1
9.222,0,1.128,55,51,0.0,73.0,0,95.0,102.643,91.0,7,6,716.89,0,15,39.6,36,60.262,92.327,57.989,6.6,0.126,22,1.015,40,12,1,44.0
9.092,1,1.126,56,52,1.1,74.0,0,94.0,101.299,90.0,7,5,752.31,1,16,40.0,36,60.568,91.876,58.51,5.6,0.128,22,1.021,38,12,2,42.2
8.721,0,1.131,45,42,0.0,57.0,0,83.0,90.517,80.0,4,4,578.73,0,11,38.8,31,51.148,80.72,49.045,5.0,0.145,16,1.009,38,12,0,47.5
8.824,0,1.131,50,47,0.0,65.0,0,91.0,99.56,88.0,7,5,667.86,0,14,37.5,33,57.017,89.109,54.495,5.7,0.132,16,1.013,41,12,1,46.6
9.523,3,1.144,53,50,3.5,68.0,3,89.0,98.374,86.0,7,5,723.8,0,18,37.2,32,55.523,89.09,54.833,5.8,0.146,16,1.036,36,13,1,41.9
8.62,0,1.131,45,42,0.0,57.0,0,83.0,90.517,80.0,4,4,578.73,0,11,38.8,31,51.148,80.72,49.045,5.0,0.145,16,1.009,38,12,0,47.5
10.0,3,1.146,56,54,2.9,68.0,3,106.0,119.151,104.0,6,5,761.93,0,16,36.5,38,64.751,105.872,62.618,4.8,0.189,12,1.018,50,20,0,48.1
9.0,0,1.133,47,44,0.0,60.0,0,84.0,91.81,81.0,5,5,607.73,0,13,38.3,31,51.847,82.265,50.254,6.2,0.155,16,1.016,37,13,0,45.7
6.553,3,1.151,33,32,5.6,42.0,3,55.0,62.128,54.0,6,3,453.46,0,11,38.9,21,34.478,56.2,34.583,5.6,0.164,6,1.041,22,9,0,40.7
7.357,3,1.148,40,38,4.9,51.0,3,63.0,70.045,61.0,8,4,536.51,0,14,39.3,24,39.392,63.956,40.034,6.6,0.159,6,1.048,23,10,0,37.7
8.553,3,1.139,47,44,4.2,61.0,3,74.0,80.876,71.0,8,4,612.61,0,14,42.3,30,46.915,73.723,47.087,5.6,0.149,12,1.038,27,11,0,38.0
6.509,3,1.16,32,31,6.0,40.0,3,51.0,58.006,50.0,8,4,444.41,0,13,36.0,18,31.415,52.862,32.266,8.0,0.137,0,1.057,19,7,0,38.0
6.721,5,1.166,36,35,7.9,42.5,5,64.0,73.468,63.0,4,3,509.53,0,13,34.9,22,38.398,65.759,38.457,4.8,0.141,5,1.044,28,9,0,44.4
7.824,3,1.15,35,33,5.8,45.0,3,54.0,59.796,52.0,7,4,464.44,0,12,40.4,21,33.96,54.534,34.551,7.7,0.111,6,1.049,19,6,0,36.5
8.155,6,1.151,51,49,7.2,64.0,5,85.0,95.495,83.0,7,4,737.21,1,18,37.3,31,54.103,86.567,53.503,4.8,0.141,12,1.043,34,12,2,41.0
7.921,3,1.15,41,39,4.5,51.0,3,68.0,75.876,66.0,7,4,552.56,0,14,37.9,25,41.915,68.723,42.087,6.1,0.147,6,1.041,27,10,0,40.9
7.208,3,1.152,29,28,6.3,37.0,3,49.0,55.294,48.0,5,3,395.42,0,9,39.6,19,30.807,49.661,30.627,6.3,0.122,6,1.035,20,6,0,41.7
6.796,3,1.149,36,34,5.5,46.0,3,57.0,63.211,55.0,7,4,478.47,0,12,40.0,22,35.722,57.418,36.077,7.3,0.123,6,1.044,21,7,0,38.2
7.824,3,1.151,39,37,5.1,50.0,3,61.0,67.919,59.0,8,5,521.5,0,14,39.0,23,38.182,61.847,38.814,8.5,0.131,6,1.048,22,8,0,37.3
9.301,0,1.119,34,31,0.0,45.0,0,56.0,59.325,53.0,5,2,442.53,0,9,41.5,22,36.0,54.08,34.787,3.8,0.089,12,1.02,22,5,1,41.5
7.553,5,1.162,46,44,6.3,54.0,5,82.0,92.92,80.0,5,5,633.69,0,16,35.0,28,49.148,82.941,48.795,6.3,0.122,6,1.037,36,10,0,45.0
7.377,3,1.149,37,35,5.2,47.0,3,60.0,66.627,58.0,7,4,492.5,0,12,39.7,23,37.483,60.301,37.604,6.9,0.133,6,1.04,23,8,0,39.7
7.62,5,1.158,55,52,5.2,64.0,5,100.0,112.289,97.0,6,6,744.85,0,18,35.1,34,59.654,99.905,58.638,6.2,0.1,6,1.03,45,10,0,46.4
7.155,5,1.162,37,36,7.6,44.0,5,67.0,76.674,66.0,4,3,519.57,0,12,36.4,24,40.705,68.316,40.269,4.5,0.134,6,1.035,30,9,0,45.5
7.409,5,1.161,40,39,7.2,48.0,5,70.0,80.093,69.0,5,3,563.58,0,14,36.2,25,42.614,71.97,42.698,4.3,0.143,6,1.043,30,10,0,43.5
10.796,0,1.118,36,33,0.0,47.0,0,61.0,64.867,58.0,5,1,471.57,0,9,41.4,24,38.972,59.073,37.534,1.7,0.115,12,1.018,25,7,1,43.1
8.0,3,1.149,36,34,5.5,46.0,3,57.0,63.211,55.0,7,4,478.47,0,12,40.0,22,35.722,57.418,36.077,7.3,0.105,6,1.044,21,6,0,38.2
8.244,3,1.14,45,42,4.3,58.0,3,72.0,78.666,69.0,7,4,584.6,0,13,42.0,29,45.46,71.396,45.373,5.8,0.125,12,1.035,27,9,0,39.1
6.31,3,1.161,33,32,5.9,41.0,3,52.0,59.215,51.0,8,4,460.41,0,14,35.3,18,31.869,54.189,32.98,7.8,0.154,0,1.063,19,8,0,37.3
10.081,0,1.113,32,29,0.0,43.0,0,51.0,53.412,48.0,5,1,413.48,0,8,43.8,21,33.233,49.094,32.239,2.1,0.098,12,1.023,19,5,1,39.6
5.59,0,1.132,19,18,0.0,24.0,0,37.0,40.737,36.0,2,2,246.34,0,4,38.9,14,23.012,35.927,21.687,5.6,0.081,6,0.998,18,3,0,50.0
7.367,5,1.161,47,45,6.0,55.0,5,85.0,96.335,83.0,5,5,647.72,0,16,34.9,29,50.91,85.825,50.321,6.0,0.118,6,1.034,38,10,0,45.8
6.77,5,1.171,37,36,7.2,41.0,5,70.0,80.797,69.0,4,4,528.59,0,14,31.9,22,40.927,71.628,40.532,5.8,0.114,0,1.038,33,8,0,47.8
8.24,0,1.126,17,16,0.0,23.0,0,27.0,29.286,26.0,3,2,218.23,0,5,42.3,11,17.421,26.72,17.294,7.7,0.037,6,1.028,10,1,0,38.5
8.125,3,1.149,40,38,4.6,50.0,3,67.0,74.666,65.0,7,4,536.56,0,13,38.5,25,41.46,67.396,41.373,6.2,0.149,6,1.037,27,10,0,41.5
6.75,0,1.131,21,19,0.0,27.0,0,34.0,36.199,32.0,3,3,259.29,0,6,40.6,13,21.188,32.705,20.843,9.4,0.059,6,1.022,13,2,0,40.6
6.15,0,1.128,19,17,0.0,24.0,0,31.0,32.701,29.0,2,2,232.26,0,5,41.4,12,19.182,29.604,18.821,6.9,0.032,6,1.021,12,1,0,41.4
8.24,0,1.131,16,15,0.0,21.0,0,26.0,28.286,25.0,2,2,206.22,0,5,40.0,10,16.421,25.72,16.294,8.0,0.077,6,1.029,10,2,0,40.0
6.538,3,1.158,36,35,5.0,44.0,3,61.0,69.461,60.0,8,4,502.5,0,14,35.0,21,37.154,62.84,37.561,6.7,0.148,0,1.047,25,9,0,41.7
7.585,3,1.141,41,38,4.9,53.5,3,64.0,69.627,61.0,7,4,528.53,0,12,42.6,26,40.483,63.301,40.604,6.6,0.109,11,1.038,23,7,0,37.7
4.51,0,1.128,15,14,0.0,20.0,0,25.0,27.076,24.0,2,2,190.22,0,4,41.7,10,15.966,24.393,15.58,8.3,0.04,6,1.016,10,1,0,41.7
6.6,0,1.133,23,22,0.0,29.0,0,43.0,47.571,42.0,3,2,304.38,0,6,38.1,16,26.682,42.465,25.643,4.8,0.14,6,1.011,20,6,0,47.6
7.229,5,1.167,37,36,7.1,41.0,5,71.0,81.714,70.0,4,3,527.6,0,13,32.9,23,41.682,72.41,41.037,4.3,0.127,0,1.034,34,9,0,48.6
10.602,0,1.116,34,31,0.0,45.0,0,55.0,58.036,52.0,5,1,443.51,0,9,42.3,22,35.449,53.305,34.48,1.9,0.109,12,1.025,21,6,1,40.4
10.886,0,1.117,35,32,0.0,46.0,0,58.0,61.451,55.0,5,1,457.54,0,9,41.8,23,37.21,56.189,36.007,1.8,0.121,12,1.022,23,7,1,41.8
6.55,0,1.138,22,21,0.0,27.0,0,45.0,50.066,44.0,2,3,289.42,0,5,36.4,16,27.54,43.796,25.762,6.8,0.111,6,0.995,23,5,0,52.3
5.72,0,1.125,18,16,0.0,23.0,0,30.0,31.491,28.0,2,2,216.26,0,4,42.9,12,18.727,28.276,18.106,7.1,0.033,6,1.01,12,1,0,42.9
7.18,0,1.132,22,21,0.0,28.0,0,40.0,44.156,39.0,3,2,290.35,0,6,38.5,15,24.921,39.582,24.116,5.1,0.15,6,1.015,18,6,0,46.2
7.131,3,1.148,38,36,5.3,49.0,3,59.0,65.421,57.0,8,4,506.48,0,13,40.4,23,37.176,59.745,37.792,7.0,0.136,6,1.048,21,8,0,36.8
5.569,3,1.17,22,22,7.9,27.0,3,38.0,44.464,38.0,5,3,319.32,0,9,34.2,13,23.284,39.894,23.573,7.9,0.132,0,1.05,16,5,0,42.1
10.222,0,1.124,28,26,0.0,36.0,0,49.0,52.827,47.0,5,1,379.47,0,8,38.3,18,30.994,47.978,29.765,2.1,0.102,6,1.021,21,5,1,44.7
6.47,0,1.123,18,17,0.0,23.0,0,32.0,34.827,31.0,2,2,250.35,0,5,38.7,12,21.137,31.236,19.82,6.5,0.094,6,1.008,14,3,1,45.2
5.19,0,1.133,21,20,0.0,26.0,0,43.0,47.567,42.0,2,2,274.4,0,4,38.1,16,26.534,41.694,24.74,4.8,0.116,6,0.993,22,5,0,52.4
4.5,0,1.133,21,20,0.0,26.0,0,43.0,47.567,42.0,2,2,274.4,0,4,38.1,16,26.534,41.694,24.74,4.8,0.186,6,0.993,22,8,0,52.4
10.678,0,1.117,35,32,0.0,46.0,0,58.0,61.451,55.0,5,1,457.54,0,9,41.8,23,37.21,56.189,36.007,1.8,0.103,12,1.022,23,6,1,41.8
4.26,0,1.123,17,16,0.0,22.0,0,32.0,34.824,31.0,2,1,217.29,0,3,41.9,13,20.245,30.942,19.139,3.2,0.031,6,0.998,15,1,0,48.4
5.96,0,1.124,24,22,0.0,31.5,0,37.0,39.329,35.0,2,3,319.37,0,8,40.0,14,24.29,36.109,23.745,8.6,0.135,11,1.032,13,5,1,37.1
10.046,0,1.115,33,30,0.0,44.0,0,52.0,54.621,49.0,5,1,429.48,0,9,42.9,21,33.688,50.422,32.953,2.0,0.096,12,1.029,19,5,1,38.8
10.237,1,1.119,34,31,2.0,45.0,0,52.0,54.835,49.0,8,3,508.38,0,11,40.8,20,34.835,50.644,33.78,6.1,0.096,6,1.034,18,5,2,36.7
6.16,0,1.138,19,18,0.0,24.0,0,36.0,39.82,35.0,2,3,247.33,0,5,37.1,13,22.256,35.145,21.181,8.6,0.111,6,1.004,17,4,0,48.6
6.74,0,1.131,18,17,0.0,23.0,0,34.0,37.322,33.0,2,2,232.31,0,4,39.4,13,21.25,33.043,20.16,6.1,0.088,6,1.001,16,3,0,48.5
6.95,0,1.127,20,18,0.0,25.0,0,36.0,38.322,34.0,2,2,244.32,0,4,41.2,14,22.25,34.043,21.16,5.9,0.056,6,1.001,16,2,0,47.1
5.31,3,1.133,60,57,2.9,77.0,2,105.0,115.556,102.0,8,4,831.41,1,17,39.2,40,67.245,104.218,64.89,3.9,0.171,18,1.022,45,18,2,44.1
5.77,0,1.115,22,20,0.0,30.0,0,36.0,37.907,34.0,2,2,266.32,0,4,47.1,16,23.489,34.16,22.633,5.9,0.111,12,1.005,14,4,0,41.2
7.47,0,1.129,16,15,0.0,21.0,0,28.0,30.491,27.0,2,2,204.25,0,4,40.7,11,17.727,27.276,17.106,7.4,0.071,6,1.01,12,2,0,44.4
8.076,3,1.149,44,41,4.2,54.0,3,74.0,81.58,71.0,7,5,577.62,0,14,38.0,27,45.228,73.381,44.921,7.0,0.122,6,1.034,30,9,0,42.3
10.481,0,1.122,26,24,0.0,34.0,0,43.0,45.996,41.0,5,1,351.41,0,8,39.0,16,27.472,42.211,26.712,2.4,0.116,6,1.03,17,5,1,41.5
7.94,0,1.125,17,16,0.0,22.0,0,30.0,32.618,29.0,2,1,219.26,0,4,41.4,12,18.938,29.385,18.327,3.4,0.1,6,1.013,13,3,0,44.8
6.15,0,1.131,18,17,0.0,23.0,0,34.0,37.322,33.0,2,2,232.31,0,4,39.4,13,21.25,33.043,20.16,6.1,0.059,6,1.001,16,2,0,48.5
7.244,2,1.142,58,56,1.8,71.0,2,111.0,124.436,109.0,7,5,785.98,0,16,36.7,40,68.029,110.57,65.477,4.6,0.198,12,1.014,53,22,0,48.6
5.87,0,1.142,23,22,0.0,29.0,0,43.0,47.943,42.0,3,4,304.39,0,7,35.7,15,26.478,42.458,25.444,9.5,0.116,6,1.011,20,5,0,47.6
10.301,0,1.122,29,27,0.0,38.0,0,48.0,51.621,46.0,6,1,393.45,0,9,39.1,18,30.688,47.422,29.953,2.2,0.104,6,1.031,19,5,1,41.3
9.046,0,1.117,41,37,0.0,55.0,0,66.0,69.239,62.0,8,3,519.62,0,10,43.5,27,42.767,63.065,41.335,4.8,0.106,12,1.017,25,7,1,40.3
7.639,0,1.131,18,17,0.0,23.0,0,34.0,37.322,33.0,2,2,232.31,0,4,39.4,13,21.25,33.043,20.16,6.1,0.118,6,1.001,16,4,0,48.5
9.959,0,1.129,33,30,0.0,42.0,0,56.0,59.823,53.0,6,3,433.53,0,10,37.7,20,35.006,54.182,33.808,5.7,0.089,6,1.022,23,5,1,43.4
10.032,0,1.125,28,26,0.0,36.0,0,47.0,50.621,45.0,5,1,381.44,0,9,37.8,17,29.688,46.422,28.953,2.2,0.106,6,1.032,19,5,1,42.2
9.071,0,1.127,30,28,0.0,39.0,0,52.0,56.325,50.0,6,2,406.5,0,9,38.0,19,33.0,51.08,31.787,4.0,0.096,6,1.022,22,5,1,44.0
8.379,0,1.132,19,18,0.0,24.0,0,37.0,40.737,36.0,2,2,246.34,0,4,38.9,14,23.012,35.927,21.687,5.6,0.135,6,0.998,18,5,0,50.0
8.09,0,1.109,15,14,0.0,20.0,0,24.0,25.498,23.0,2,1,207.27,0,4,43.5,10,16.608,23.367,15.745,4.3,0.083,6,1.016,9,2,1,39.1
8.85,0,1.109,15,14,0.0,20.0,0,24.0,25.498,23.0,2,1,207.27,0,4,43.5,10,16.608,23.367,15.745,4.3,0.042,6,1.016,9,1,1,39.1
10.523,1,1.123,28,26,2.4,36.0,0,44.0,47.15,42.0,5,1,401.85,1,10,38.1,16,28.784,43.862,28.254,2.4,0.114,6,1.044,16,5,2,38.1
6.83,0,1.136,20,19,0.0,26.0,0,35.0,38.614,34.0,3,3,261.31,0,6,38.2,13,21.949,34.589,21.369,8.8,0.086,6,1.017,15,3,0,44.1
7.68,0,1.104,14,13,0.0,19.0,0,21.0,22.083,20.0,2,1,193.24,0,4,45.0,9,14.847,20.484,14.219,5.0,0.048,6,1.024,7,1,1,35.0
3.148,0,1.146,50,49,0.0,60.0,0,102.0,115.796,101.0,7,8,688.93,0,16,32.7,33,61.432,101.872,58.479,7.9,0.167,6,1.009,52,17,0,51.5
5.575,0,1.112,36,33,0.0,50.0,0,54.0,56.704,51.0,5,2,466.5,0,10,45.1,23,35.932,52.64,35.448,3.9,0.148,18,1.032,18,8,1,35.3
5.301,2,1.139,45,43,2.5,56.0,2,82.0,91.114,80.0,5,3,601.71,0,12,38.8,31,50.779,81.527,49.317,3.8,0.171,12,1.019,37,14,0,46.3
7.43,0,1.126,33,30,0.0,43.0,0,55.0,58.568,52.0,4,4,406.48,0,8,42.3,22,34.693,52.669,33.686,7.7,0.109,12,1.013,22,6,0,42.3
9.03,0,1.112,16,15,0.0,21.0,0,27.0,28.913,26.0,2,1,221.3,0,4,42.3,11,18.369,26.251,17.272,3.8,0.074,6,1.01,11,2,1,42.3
7.55,0,1.112,16,15,0.0,21.0,0,27.0,28.913,26.0,2,1,221.3,0,4,42.3,11,18.369,26.251,17.272,3.8,0.074,6,1.01,11,2,1,42.3
7.286,0,1.128,15,14,0.0,20.0,0,25.0,27.076,24.0,2,2,190.22,0,4,41.7,10,15.966,24.393,15.58,8.3,0.08,6,1.016,10,2,0,41.7
4.01,0,1.128,15,14,0.0,20.0,0,25.0,27.076,24.0,2,2,190.22,0,4,41.7,10,15.966,24.393,15.58,8.3,0.04,6,1.016,10,1,0,41.7
5.13,0,1.117,14,13,0.0,19.0,0,23.0,24.578,22.0,2,1,175.2,0,3,45.5,10,14.96,22.291,14.558,4.5,0.0,6,1.013,9,0,0,40.9
6.06,0,1.131,20,19,0.0,26.0,0,34.0,37.325,33.0,3,2,262.29,0,6,39.4,13,21.398,33.814,21.063,6.1,0.147,6,1.025,14,5,0,42.4
5.59,0,1.122,16,15,0.0,21.0,0,29.0,31.408,28.0,2,1,203.26,0,3,42.9,12,18.483,28.058,17.612,3.6,0.069,6,1.002,13,2,0,46.4
10.02,0,1.125,17,16,0.0,22.0,0,30.0,32.618,29.0,2,1,219.26,0,4,41.4,12,18.938,29.385,18.327,3.4,0.067,6,1.013,13,2,0,44.8
7.25,0,1.107,21,19,0.0,29.0,0,32.0,33.203,30.0,2,1,253.27,0,4,50.0,15,21.176,30.502,20.8,3.3,0.094,12,1.017,11,3,0,36.7
5.7,0,1.124,24,22,0.0,32.0,0,41.0,43.82,39.0,2,3,295.37,0,5,43.6,17,26.256,39.145,25.181,7.7,0.098,12,1.004,17,4,0,43.6
6.82,1,1.11,15,14,4.5,20.0,0,23.0,24.42,22.0,2,1,254.09,0,4,45.5,10,16.313,22.52,15.583,4.5,0.0,6,1.024,8,0,1,36.4
7.14,0,1.1,20,18,0.0,27.5,0,31.0,31.913,29.0,2,1,257.33,0,4,48.3,14,21.369,29.251,20.272,3.4,0.065,11,1.009,11,2,1,37.9
5.44,0,1.103,20,18,0.0,28.0,0,31.0,31.993,29.0,2,1,237.27,0,3,51.7,15,20.722,29.174,20.085,3.4,0.065,12,1.006,11,2,0,37.9
8.57,0,1.132,21,20,0.0,27.0,0,37.0,40.741,36.0,3,2,276.32,0,6,38.9,14,23.159,36.698,22.59,5.6,0.108,6,1.019,16,4,0,44.4
7.42,0,1.133,19,18,0.0,24.0,0,35.0,38.531,34.0,2,2,248.31,0,5,38.2,13,21.705,34.371,20.875,5.9,0.086,6,1.011,16,3,0,47.1
5.84,0,1.121,19,18,0.0,25.0,0,31.0,33.621,30.0,3,2,264.33,0,6,40.0,12,20.83,30.68,20.008,6.7,0.097,6,1.023,12,3,1,40.0
6.0,0,1.131,18,17,0.0,23.0,0,34.0,37.322,33.0,2,2,232.31,0,4,39.4,13,21.25,33.043,20.16,6.1,0.088,6,1.001,16,3,0,48.5
6.19,0,1.138,18,17,0.0,23.0,0,33.0,36.405,32.0,2,3,233.3,0,5,37.5,12,20.495,32.262,19.655,9.4,0.121,6,1.008,15,4,0,46.9
6.98,0,1.132,19,18,0.0,24.0,0,37.0,40.737,36.0,2,2,246.34,0,4,38.9,14,23.012,35.927,21.687,5.6,0.081,6,0.998,18,3,0,50.0
6.96,0,1.113,21,19,0.0,29.0,0,33.0,34.491,31.0,2,2,252.29,0,4,48.4,15,21.727,31.276,21.106,6.5,0.061,12,1.009,12,2,0,38.7
7.11,0,1.138,18,17,0.0,23.0,0,33.0,36.405,32.0,2,3,233.3,0,5,37.5,12,20.495,32.262,19.655,9.4,0.061,6,1.008,15,2,0,46.9
6.96,0,1.138,21,20,0.0,26.0,0,42.0,46.651,41.0,2,3,275.39,0,5,36.6,15,25.779,40.912,24.235,7.3,0.095,6,0.998,21,4,0,51.2
5.14,0,1.103,18,16,0.0,25.5,0,27.0,27.578,25.0,2,1,211.23,0,3,52.0,13,17.96,25.291,17.558,4.0,0.0,11,1.012,9,0,0,36.0
6.329,3,1.15,39,37,4.5,48.0,3,68.0,75.872,66.0,6,4,522.58,0,12,37.9,25,41.767,67.952,41.185,6.1,0.132,6,1.03,29,9,0,43.9
6.7,0,1.127,20,18,0.0,25.0,0,36.0,38.322,34.0,2,2,244.32,0,4,41.2,14,22.25,34.043,21.16,5.9,0.056,6,1.001,16,2,0,47.1
6.33,0,1.137,28,26,0.0,35.0,0,50.0,54.568,48.0,4,4,358.44,0,8,37.5,18,30.693,48.669,29.686,8.3,0.1,6,1.014,22,5,0,45.8
7.67,0,1.134,22,21,0.0,27.0,0,44.0,48.777,43.0,2,2,290.4,0,5,37.2,16,26.989,43.022,25.455,4.7,0.136,6,1.001,22,6,0,51.2
8.0,0,1.121,15,14,0.0,20.0,0,24.0,25.787,23.0,2,1,191.2,0,4,43.5,10,15.415,23.618,15.273,4.3,0.042,6,1.027,9,1,0,39.1
6.0,0,1.117,14,13,0.0,19.0,0,23.0,24.578,22.0,2,1,175.2,0,3,45.5,10,14.96,22.291,14.558,4.5,0.0,6,1.013,9,0,0,40.9
5.12,0,1.126,17,16,0.0,23.0,0,27.0,29.286,26.0,3,2,218.23,0,5,42.3,11,17.421,26.72,17.294,7.7,0.074,6,1.028,10,2,0,38.5
4.89,0,1.111,29,26,0.0,39.0,0,45.0,46.661,42.0,2,2,368.44,0,7,45.2,19,29.807,42.774,28.777,4.8,0.111,16,1.018,16,5,1,38.1
4.46,0,1.117,14,13,0.0,19.0,0,23.0,24.578,22.0,2,1,175.2,0,3,45.5,10,14.96,22.291,14.558,4.5,0.0,6,1.013,9,0,0,40.9
6.38,3,1.165,18,17,13.0,23.0,3,24.0,26.806,23.0,2,1,245.17,0,7,43.5,10,15.227,25.156,16.423,4.3,0.042,6,1.094,6,1,0,26.1
4.84,0,1.121,15,14,0.0,20.0,0,24.0,25.787,23.0,2,1,191.2,0,4,43.5,10,15.415,23.618,15.273,4.3,0.042,6,1.027,9,1,0,39.1
5.16,0,1.109,27,25,0.0,36.0,0,44.0,46.578,42.0,3,1,355.44,0,6,45.2,19,29.563,42.556,28.282,2.4,0.136,12,1.013,17,6,1,40.5
3.8,0,1.116,22,20,0.0,30.0,0,34.0,35.701,32.0,2,2,268.29,0,5,46.9,15,22.182,32.604,21.821,6.3,0.088,12,1.019,12,3,0,37.5
7.33,0,1.117,25,23,0.0,34.0,0,39.0,41.325,37.0,3,2,310.33,0,6,45.9,17,25.398,37.814,25.063,5.4,0.128,12,1.022,14,5,0,37.8
5.7,0,1.115,22,20,0.0,30.0,0,36.0,37.907,34.0,2,2,266.32,0,4,47.1,16,23.489,34.16,22.633,5.9,0.083,12,1.005,14,3,0,41.2
6.03,0,1.117,25,23,0.0,33.0,0,40.0,42.452,38.0,2,1,313.33,0,6,44.7,17,25.608,38.924,25.283,2.6,0.125,12,1.024,15,5,0,39.5
6.96,0,1.101,22,20,0.0,30.0,0,35.0,36.328,33.0,2,1,283.37,0,4,48.5,16,24.131,33.134,22.799,3.0,0.086,12,1.004,13,3,1,39.4
7.77,0,1.138,19,18,0.0,24.0,0,36.0,39.82,35.0,2,3,247.33,0,5,37.1,13,22.256,35.145,21.181,8.6,0.083,6,1.004,17,3,0,48.6
8.0,0,1.133,18,17,0.0,23.0,0,32.0,35.116,31.0,2,2,234.28,0,5,38.7,12,19.943,31.487,19.348,6.5,0.094,6,1.016,14,3,0,45.2
4.73,0,1.132,21,20,0.0,27.0,0,37.0,40.741,36.0,3,2,276.32,0,6,38.9,14,23.159,36.698,22.59,5.6,0.189,6,1.019,16,7,0,44.4
6.77,0,1.132,22,21,0.0,28.0,0,40.0,44.156,39.0,3,2,290.35,0,6,38.5,15,24.921,39.582,24.116,5.1,0.15,6,1.015,18,6,0,46.2
6.27,3,1.164,17,16,13.6,22.0,3,23.0,25.597,22.0,2,1,229.17,0,6,45.5,10,14.773,23.829,15.708,4.5,0.0,6,1.083,6,0,0,27.3
9.029,0,1.131,18,17,0.0,23.0,0,34.0,37.322,33.0,2,2,232.31,0,4,39.4,13,21.25,33.043,20.16,6.1,0.088,6,1.001,16,3,0,48.5
7.54,3,1.164,17,16,13.6,22.0,3,23.0,25.597,22.0,2,1,229.17,0,6,45.5,10,14.773,23.829,15.708,4.5,0.0,6,1.083,6,0,0,27.3
6.99,0,1.137,32,31,0.0,39.0,0,65.0,72.77,64.0,4,3,431.59,0,8,35.9,23,39.711,64.196,37.54,4.7,0.154,6,1.003,33,10,0,51.6
