pXC50,nN,nBM,nAB,SCBO,MW,nBO,Sv,nSK,nCsp2,Se,Si,Sp,nHet,nAT,nBT,nH,nC,AMW,C.,H.,Me,Mi,Mp,Mv,N.,nB
5.1,1,19,17,39.5,373.41,29,28.185,26,16,42.327,45.581,28.71,8,41,44,15,18,9.108,43.9,36.6,1.032,1.112,0.7,0.687,2.4,0
5.4,5,12,11,24.5,249.33,18,18.589,17,9,28.564,31.867,19.415,7,28,29,11,10,8.905,35.7,39.3,1.02,1.138,0.693,0.664,17.9,0
5.1,4,12,11,31.5,381.26,25,25.943,23,9,40.803,45.369,27.068,8,40,42,17,15,9.531,37.5,42.5,1.02,1.134,0.677,0.649,10.0,0
5.1,8,23,21,42.5,380.43,30,27.842,27,16,40.313,44.156,28.125,11,39,42,12,16,9.755,41.0,30.8,1.034,1.132,0.721,0.714,20.5,0
6.4,6,25,22,56.0,542.77,42,46.12,39,23,72.712,82.141,49.25,9,73,76,34,30,7.435,41.1,46.6,0.996,1.125,0.675,0.632,8.2,0
5.1,3,23,22,42.0,341.39,30,28.655,26,20,41.262,45.405,29.495,5,41,45,15,21,8.327,51.2,36.6,1.006,1.107,0.719,0.699,7.3,0
5.1,3,17,17,32.5,297.36,24,24.85,22,14,38.331,42.95,25.739,5,38,40,16,17,7.825,44.7,42.1,1.009,1.13,0.677,0.654,7.9,0
5.1,3,19,18,37.0,333.42,27,28.708,25,17,44.029,49.235,30.017,5,44,46,19,20,7.578,45.5,43.2,1.001,1.119,0.682,0.652,6.8,0
5.1,4,18,16,33.0,302.39,23,23.336,21,13,35.556,39.408,24.387,7,35,37,14,14,8.64,40.0,40.0,1.016,1.126,0.697,0.667,11.4,0
5.1,2,19,18,38.0,350.42,28,29.597,26,18,45.323,50.492,30.711,5,45,47,19,21,7.787,46.7,42.2,1.007,1.122,0.682,0.658,4.4,0
5.1,5,25,21,51.5,486.35,36,34.723,32,21,48.694,53.243,35.858,8,48,52,16,24,10.132,50.0,33.3,1.014,1.109,0.747,0.723,10.4,0
5.6,6,28,27,52.5,452.56,38,38.299,34,22,58.218,65.145,39.796,8,58,62,24,26,7.803,44.8,41.4,1.004,1.123,0.686,0.66,10.3,0
7.4,6,18,16,41.0,420.97,31,31.787,28,11,49.734,55.594,33.54,10,49,52,21,18,8.591,36.7,42.9,1.015,1.135,0.684,0.649,12.2,0
5.1,6,14,12,49.0,506.72,41,44.702,37,12,74.73,85.261,47.58,9,75,79,38,28,6.756,37.3,50.7,0.996,1.137,0.634,0.596,8.0,0
5.5,3,16,15,35.5,339.5,27,28.707,24,12,44.662,50.361,30.972,5,45,48,21,19,7.544,42.2,46.7,0.992,1.119,0.688,0.638,6.7,0
7.0,7,34,33,67.5,622.2,50,49.389,44,28,72.487,80.338,51.83,11,72,78,28,33,8.642,45.8,38.9,1.007,1.116,0.72,0.686,9.7,0
7.3,7,17,16,40.0,399.93,31,31.907,28,12,50.432,56.963,33.444,9,50,53,22,19,7.999,38.0,44.0,1.009,1.139,0.669,0.638,14.0,0
5.1,2,12,10,28.0,258.3,21,21.348,19,10,33.487,37.116,21.943,5,33,35,14,14,7.827,42.4,42.4,1.015,1.125,0.665,0.647,6.1,0
5.1,4,20,16,48.0,487.37,36,36.341,33,18,54.316,59.456,37.409,10,53,56,20,23,9.196,43.4,37.7,1.025,1.122,0.706,0.686,7.5,0
7.2,5,24,22,48.0,449.55,35,35.321,32,21,52.822,58.492,36.614,9,52,55,20,23,8.645,44.2,38.5,1.016,1.125,0.704,0.679,9.6,0
6.6,5,18,16,36.0,365.88,26,26.712,24,12,40.865,45.266,28.012,9,40,42,16,15,9.147,37.5,40.0,1.022,1.132,0.7,0.668,12.5,0
5.1,6,22,22,45.0,422.51,34,34.682,31,16,54.731,61.485,35.733,9,54,57,23,22,7.824,40.7,42.6,1.014,1.139,0.662,0.642,11.1,0
6.1,5,23,22,42.0,359.42,30,29.697,27,19,44.465,49.402,30.506,7,44,47,17,20,8.169,45.5,38.6,1.011,1.123,0.693,0.675,11.4,0
7.3,5,19,16,49.0,480.01,38,38.874,34,18,60.534,67.631,40.625,9,60,64,26,25,8.0,41.7,43.3,1.009,1.127,0.677,0.648,8.3,0
5.1,3,10,6,31.0,315.41,24,26.95,23,10,44.24,49.86,28.233,6,44,45,21,17,7.168,38.6,47.7,1.005,1.133,0.642,0.612,6.8,0
5.1,6,28,27,51.5,436.56,37,37.584,33,22,56.891,63.936,39.341,7,57,61,24,26,7.659,45.6,42.1,0.998,1.122,0.69,0.659,10.5,0
5.4,4,18,17,37.5,401.19,28,26.239,26,15,37.338,40.186,25.813,10,35,37,9,16,11.463,45.7,25.7,1.067,1.148,0.738,0.75,11.4,0
5.1,4,22,21,44.5,404.51,33,34.498,30,17,54.225,60.773,36.0,7,54,57,24,23,7.491,42.6,44.4,1.004,1.125,0.667,0.639,7.4,0
5.1,4,19,18,42.0,404.56,32,35.837,30,18,57.665,65.394,38.069,6,58,60,28,24,6.975,41.4,48.3,0.994,1.127,0.656,0.618,6.9,0
5.1,7,17,16,41.0,393.55,32,34.133,29,13,55.876,63.85,36.108,8,56,59,27,21,7.028,37.5,48.2,0.998,1.14,0.645,0.61,12.5,0
5.1,4,19,17,35.5,328.43,25,25.863,23,14,39.44,43.823,27.148,7,39,41,16,16,8.421,41.0,41.0,1.011,1.124,0.696,0.663,10.3,0
5.1,4,19,18,38.0,332.39,28,27.676,25,18,41.363,45.903,28.5,6,41,44,16,19,8.107,46.3,39.0,1.009,1.12,0.695,0.675,9.8,0
5.8,5,16,16,34.0,327.85,26,26.622,23,11,41.018,46.342,28.216,6,41,44,18,17,7.996,41.5,43.9,1.0,1.13,0.688,0.649,12.2,0
5.5,4,17,16,34.0,328.83,25,26.316,23,13,40.243,45.053,27.665,6,40,42,17,17,8.221,42.5,42.5,1.006,1.126,0.692,0.658,10.0,0
6.4,6,16,16,39.0,398.99,31,33.751,28,11,54.654,62.501,36.268,7,55,58,27,21,7.254,38.2,49.1,0.994,1.136,0.659,0.614,10.9,0
5.1,4,16,15,33.5,296.36,25,24.676,22,11,38.363,42.903,25.5,6,38,41,16,16,7.799,42.1,42.1,1.01,1.129,0.671,0.649,10.5,0
5.1,0,9,6,28.0,282.23,22,20.455,20,10,30.822,33.139,19.744,6,29,31,9,14,9.732,48.3,31.0,1.063,1.143,0.681,0.705,0.0,0
5.1,4,13,11,27.5,258.33,19,19.568,18,10,28.462,31.368,20.409,6,28,29,10,12,9.226,42.9,35.7,1.016,1.12,0.729,0.699,14.3,0
5.1,3,16,16,28.0,277.75,20,19.374,18,12,26.684,28.814,20.261,6,26,28,8,12,10.683,46.2,30.8,1.026,1.108,0.779,0.745,11.5,0
5.1,4,15,12,35.0,384.88,26,27.647,25,12,43.302,47.601,28.676,10,42,43,17,15,9.164,35.7,40.5,1.031,1.133,0.683,0.658,9.5,0
5.1,3,21,18,43.0,393.5,31,31.61,28,19,47.433,52.365,33.12,7,47,50,19,21,8.372,44.7,40.4,1.009,1.114,0.705,0.673,6.4,0
6.9,7,35,33,68.5,607.69,50,47.274,44,29,68.421,75.243,48.324,12,67,73,23,32,9.07,47.8,34.3,1.021,1.123,0.721,0.706,10.4,0
7.2,4,22,20,42.0,380.48,30,30.058,27,18,44.509,49.369,31.392,7,44,47,17,20,8.647,45.5,38.6,1.012,1.122,0.713,0.683,9.1,0
5.1,2,18,16,36.0,361.26,25,25.234,23,15,33.673,36.09,26.636,6,33,35,10,17,10.947,51.5,30.3,1.02,1.094,0.807,0.765,6.1,0
5.1,5,26,21,54.5,451.47,38,36.127,34,22,52.12,56.82,36.415,9,51,55,17,25,8.852,49.0,33.3,1.022,1.114,0.714,0.708,9.8,0
5.1,2,16,16,27.0,242.32,19,19.052,17,12,27.142,29.787,20.159,4,27,29,10,13,8.975,48.1,37.0,1.005,1.103,0.747,0.706,7.4,0
5.1,3,23,22,42.0,359.41,30,29.896,27,20,44.473,49.03,30.71,6,44,47,17,21,8.168,47.7,38.6,1.011,1.114,0.698,0.679,6.8,0
5.3,5,19,17,43.5,367.49,31,32.321,28,14,48.578,54.813,34.12,5,49,52,21,23,7.5,46.9,42.9,0.991,1.119,0.696,0.66,10.2,0
6.2,2,14,11,33.5,310.38,25,26.402,23,14,41.254,45.946,27.466,5,41,43,18,18,7.57,43.9,43.9,1.006,1.121,0.67,0.644,4.9,0
5.3,5,22,22,52.0,481.7,41,43.724,36,18,70.09,79.929,46.904,6,71,76,35,30,6.785,42.3,49.3,0.987,1.126,0.661,0.616,7.0,0
5.1,2,19,18,39.0,360.49,29,32.267,27,18,50.578,56.983,34.296,4,51,53,24,23,7.068,45.1,47.1,0.992,1.117,0.672,0.633,3.9,0
5.1,7,22,22,45.0,421.53,34,34.989,31,16,55.505,62.774,36.284,9,55,58,24,22,7.664,40.0,43.6,1.009,1.141,0.66,0.636,12.7,0
5.1,4,17,16,36.0,322.42,27,25.622,23,13,37.229,41.199,26.932,6,37,41,14,17,8.714,45.9,37.8,1.006,1.113,0.728,0.692,10.8,0
7.678,7,27,26,56.0,477.62,42,41.133,36,20,62.876,70.85,43.108,8,63,69,27,28,7.581,44.4,42.9,0.998,1.125,0.684,0.653,11.1,0
5.1,6,14,12,39.0,400.91,30,31.6,28,11,49.658,55.674,32.892,9,49,51,21,19,8.182,38.8,42.9,1.013,1.136,0.671,0.645,12.2,0
5.1,3,12,11,29.5,305.79,23,24.009,21,10,37.469,41.764,25.114,6,37,39,16,15,8.265,40.5,43.2,1.013,1.129,0.679,0.649,8.1,0
5.1,3,12,11,29.5,317.67,23,20.578,21,10,30.356,32.538,19.642,9,28,30,7,12,11.345,42.9,25.0,1.084,1.162,0.702,0.735,10.7,0
5.6,5,15,12,34.0,331.74,24,23.659,23,12,34.465,37.309,23.534,9,33,34,10,14,10.053,42.4,30.3,1.044,1.131,0.713,0.717,15.2,0
5.078,4,8,6,22.0,220.26,16,17.622,16,6,28.596,32.073,17.977,6,28,28,12,10,7.866,35.7,42.9,1.021,1.145,0.642,0.629,14.3,0
5.1,5,14,12,32.0,297.35,23,24.171,22,11,37.582,41.986,24.745,7,37,38,15,15,8.036,40.5,40.5,1.016,1.135,0.669,0.653,13.5,0
5.078,4,14,12,29.0,252.3,20,20.908,19,12,31.269,34.863,21.523,5,31,32,12,14,8.139,45.2,38.7,1.009,1.125,0.694,0.674,12.9,0
5.078,4,14,12,36.0,356.42,27,29.159,26,12,46.785,52.152,29.932,8,46,47,20,18,7.748,39.1,43.5,1.017,1.134,0.651,0.634,8.7,0
5.1,4,19,16,38.0,340.37,27,27.106,25,14,42.018,46.322,27.409,8,41,43,16,17,8.302,41.5,39.0,1.025,1.13,0.669,0.661,9.8,0
5.078,3,15,12,39.0,443.95,30,32.636,29,12,52.505,57.767,33.864,11,51,52,22,18,8.705,35.3,43.1,1.03,1.133,0.664,0.64,5.9,0
5.078,4,16,12,42.0,434.52,31,33.303,30,12,53.4,58.906,34.25,11,52,53,22,19,8.356,36.5,42.3,1.027,1.133,0.659,0.64,7.7,0
5.1,6,23,22,42.0,360.41,30,29.192,27,18,43.683,48.485,29.75,8,43,46,16,19,8.382,44.2,37.2,1.016,1.128,0.692,0.679,14.0,0
5.3,6,23,22,45.0,414.38,33,30.342,30,18,45.222,49.504,29.563,11,43,46,13,19,9.637,44.2,30.2,1.052,1.151,0.688,0.706,14.0,0
5.05,7,23,22,52.0,507.63,40,41.999,37,18,67.81,76.438,43.478,11,67,70,30,26,7.577,38.8,44.8,1.012,1.141,0.649,0.627,10.4,0
6.2,5,23,22,41.0,343.42,29,28.983,26,20,43.138,48.192,30.051,6,43,46,17,20,7.987,46.5,39.5,1.003,1.121,0.699,0.674,11.6,0
6.1,5,23,22,42.0,357.45,30,30.509,27,20,46.022,51.607,31.813,6,46,49,19,21,7.771,45.7,41.3,1.0,1.122,0.692,0.663,10.9,0
5.1,8,28,27,61.5,570.67,47,46.54,42,21,73.171,81.601,47.693,13,72,77,30,29,7.926,40.3,41.7,1.016,1.133,0.662,0.646,11.1,0
5.538,6,21,18,46.0,414.51,34,34.772,31,19,53.334,59.73,36.034,8,53,56,22,23,7.821,43.4,41.5,1.006,1.127,0.68,0.656,11.3,0
5.0,6,18,16,36.0,346.46,26,26.906,24,11,42.643,47.82,28.159,9,42,44,18,15,8.249,35.7,42.9,1.015,1.139,0.67,0.641,14.3,0
5.184,6,12,10,33.0,312.42,25,26.531,23,7,43.123,49.106,27.819,7,43,45,20,16,7.266,37.2,46.5,1.003,1.142,0.647,0.617,14.0,0
6.6,5,14,12,43.0,463.92,34,34.964,32,11,55.749,61.429,35.466,12,54,56,22,20,8.591,37.0,40.7,1.032,1.138,0.657,0.647,9.3,0
5.712,5,23,22,43.0,375.44,31,30.893,28,20,46.534,51.947,31.75,7,46,49,18,21,8.162,45.7,39.1,1.012,1.129,0.69,0.672,10.9,0
7.2,5,14,12,41.0,431.92,32,33.535,30,11,53.094,59.01,34.557,10,52,54,22,20,8.306,38.5,42.3,1.021,1.135,0.665,0.645,9.6,0
6.6,6,16,12,44.0,466.95,33,33.405,31,11,51.833,56.807,34.142,13,50,52,19,18,9.339,36.0,38.0,1.037,1.136,0.683,0.668,12.0,0
5.4,3,12,11,24.5,213.26,18,17.886,16,10,27.167,30.365,18.517,4,27,29,11,12,7.899,44.4,40.7,1.006,1.125,0.686,0.662,11.1,0
5.1,4,23,22,42.0,340.41,30,28.961,26,19,42.036,46.694,30.046,5,42,46,16,21,8.105,50.0,38.1,1.001,1.112,0.715,0.69,9.5,0
5.1,3,18,17,35.5,307.35,26,25.323,23,16,37.447,41.535,25.978,5,37,40,14,18,8.307,48.6,37.8,1.012,1.123,0.702,0.684,8.1,0
5.0,6,23,23,40.5,346.38,29,27.665,26,18,40.8,45.069,27.989,8,40,43,14,18,8.659,45.0,35.0,1.02,1.127,0.7,0.692,15.0,0
8.62,3,25,24,53.0,439.5,40,36.665,33,19,54.567,60.069,37.688,7,54,61,21,26,8.139,48.1,38.9,1.011,1.112,0.698,0.679,5.6,0
6.658,4,32,30,68.0,570.69,51,48.793,43,26,73.203,81.228,50.739,8,73,81,30,35,7.818,47.9,41.1,1.003,1.113,0.695,0.668,5.5,0
5.6,4,23,22,42.0,378.46,30,29.532,27,20,42.625,46.954,30.631,7,42,45,15,20,9.011,47.6,35.7,1.015,1.118,0.729,0.703,9.5,0
4.523,7,13,12,45.0,520.57,38,42.422,35,11,69.941,79.814,45.631,10,70,73,35,25,7.437,35.7,50.0,0.999,1.14,0.652,0.606,10.0,0
4.523,6,13,12,42.0,481.43,35,36.723,32,11,58.96,66.073,38.489,11,58,61,26,21,8.301,36.2,44.8,1.017,1.139,0.664,0.633,10.3,0
6.328,6,17,17,42.5,461.44,34,36.293,31,13,57.305,64.654,38.58,9,57,60,26,22,8.095,38.6,45.6,1.005,1.134,0.677,0.637,10.5,0
5.5,6,12,10,33.0,312.42,25,26.531,23,7,43.123,49.106,27.819,7,43,45,20,16,7.266,37.2,46.5,1.003,1.142,0.647,0.617,14.0,0
6.2,4,19,18,36.0,322.35,26,25.864,24,17,38.807,42.697,26.193,7,38,40,14,17,8.483,44.7,36.8,1.021,1.124,0.689,0.681,10.5,0
5.5,4,19,18,36.0,324.34,26,25.533,24,17,37.993,41.828,25.676,7,37,39,13,17,8.766,45.9,35.1,1.027,1.13,0.694,0.69,10.8,0
6.6,6,23,22,41.0,346.38,29,27.665,26,18,40.8,45.069,27.989,8,40,43,14,18,8.659,45.0,35.0,1.02,1.127,0.7,0.692,15.0,0
6.7,6,14,12,38.0,404.95,30,32.654,28,10,53.425,60.505,34.415,9,53,55,25,19,7.641,35.8,47.2,1.008,1.142,0.649,0.616,11.3,0
5.0,4,17,17,41.5,475.4,33,34.718,30,14,54.523,61.161,36.597,8,54,57,24,22,8.804,40.7,44.4,1.01,1.133,0.678,0.643,7.4,0
7.2,7,19,17,46.5,471.97,35,34.47,32,14,51.396,56.472,35.477,12,50,53,18,20,9.439,40.0,36.0,1.028,1.129,0.71,0.689,14.0,0
5.1,5,18,17,43.5,387.48,33,32.751,29,14,50.232,56.232,34.029,7,50,54,21,22,7.75,44.0,42.0,1.005,1.125,0.681,0.655,10.0,0
5.0,5,15,15,28.5,255.36,21,22.268,19,10,35.811,40.983,23.597,5,36,38,17,14,7.093,38.9,47.2,0.995,1.138,0.655,0.619,13.9,0
5.1,5,13,11,41.5,532.46,34,36.025,32,11,57.541,64.128,37.642,12,56,58,24,20,9.508,35.7,42.9,1.028,1.145,0.672,0.643,8.9,0
5.0,7,30,29,58.5,529.57,43,41.756,39,25,62.53,69.453,42.159,11,61,65,22,28,8.681,45.9,36.1,1.025,1.139,0.691,0.685,11.5,0
5.1,4,17,17,38.5,368.45,30,30.64,27,13,48.527,54.489,31.722,7,48,51,21,20,7.676,41.7,43.8,1.011,1.135,0.661,0.638,8.3,0
5.1,4,26,24,52.0,476.89,38,35.797,34,24,50.596,54.942,35.995,9,49,53,15,25,9.732,51.0,30.6,1.033,1.121,0.735,0.731,8.2,0
5.1,4,14,11,30.5,308.35,22,22.239,21,10,34.327,37.412,22.534,9,33,34,12,12,9.344,36.4,36.4,1.04,1.134,0.683,0.674,12.1,0
5.1,7,28,27,49.5,411.46,35,33.213,31,21,48.785,53.983,33.756,9,48,52,17,22,8.572,45.8,35.4,1.016,1.125,0.703,0.692,14.6,0
6.4,7,20,18,46.0,441.46,35,33.702,32,18,51.763,57.623,33.637,11,50,53,18,21,8.829,42.0,36.0,1.035,1.152,0.673,0.674,14.0,0
5.1,5,22,22,36.0,287.35,25,24.214,22,17,35.043,39.152,25.074,5,35,38,13,17,8.21,48.6,37.1,1.001,1.119,0.716,0.692,14.3,0
5.0,4,18,18,38.0,366.46,29,30.971,27,16,49.342,55.358,32.239,7,49,51,22,20,7.479,40.8,44.9,1.007,1.13,0.658,0.632,8.2,0
5.3,6,23,22,43.0,394.47,31,30.048,28,18,43.945,48.535,30.881,9,43,46,15,19,9.174,44.2,34.9,1.022,1.129,0.718,0.699,14.0,0
5.3,4,23,22,44.0,453.32,32,31.943,29,20,46.803,51.369,33.068,8,46,49,17,21,9.855,45.7,37.0,1.017,1.117,0.719,0.694,8.7,0
5.7,4,23,22,44.0,408.87,32,31.745,29,20,46.898,51.472,32.574,8,46,49,17,21,8.888,45.7,37.0,1.02,1.119,0.708,0.69,8.7,0
5.5,6,17,17,36.5,338.43,28,28.199,25,13,44.309,50.236,29.302,7,44,47,19,18,7.692,40.9,43.2,1.007,1.142,0.666,0.641,13.6,0
5.3,3,23,23,39.5,331.37,28,27.323,25,20,39.447,43.535,27.978,5,39,42,14,20,8.497,51.3,35.9,1.011,1.116,0.717,0.701,7.7,0
6.432,5,18,17,49.5,530.5,39,41.755,36,15,65.625,73.405,44.006,10,65,68,29,26,8.162,40.0,44.6,1.01,1.129,0.677,0.642,7.7,0
5.3,4,11,10,33.0,380.59,27,30.157,25,7,49.051,55.404,32.841,8,49,51,24,17,7.767,34.7,49.0,1.001,1.131,0.67,0.615,8.2,0
6.2,2,17,16,32.0,327.19,23,22.417,20,15,31.178,34.124,23.625,4,31,34,11,16,10.555,51.6,35.5,1.006,1.101,0.762,0.723,6.5,0
5.721,5,29,26,61.0,515.66,45,44.858,39,25,67.767,75.893,47.074,7,68,74,29,32,7.583,47.1,42.6,0.997,1.116,0.692,0.66,7.4,0
5.4,5,16,16,31.0,281.4,23,24.795,21,11,39.694,45.398,26.358,5,40,42,19,16,7.035,40.0,47.5,0.992,1.135,0.659,0.62,12.5,0
5.1,3,23,23,39.5,333.36,28,26.992,25,20,38.632,42.666,27.461,5,38,41,13,20,8.773,52.6,34.2,1.017,1.123,0.723,0.71,7.9,0
5.0,5,19,17,47.5,485.99,37,38.257,34,17,60.047,66.971,39.563,10,59,62,25,24,8.237,40.7,42.4,1.018,1.135,0.671,0.648,8.5,0
5.1,1,18,17,37.5,392.67,28,27.621,25,16,37.913,40.656,28.818,6,37,40,12,19,10.613,51.4,32.4,1.025,1.099,0.779,0.747,2.7,0
5.1,3,17,16,32.0,328.18,23,21.911,20,14,30.396,33.207,22.87,5,30,33,10,15,10.939,50.0,33.3,1.013,1.107,0.762,0.73,10.0,0
5.7,3,21,18,43.0,391.83,31,30.197,28,21,42.913,46.558,30.807,7,42,45,14,21,9.329,50.0,33.3,1.022,1.109,0.733,0.719,7.1,0
5.2,3,21,18,43.0,371.42,31,30.896,28,21,45.473,50.03,31.71,6,45,48,17,22,8.254,48.9,37.8,1.011,1.112,0.705,0.687,6.7,0
5.4,6,24,20,58.0,512.59,44,41.924,38,20,63.941,71.11,42.949,10,63,69,25,28,8.136,44.4,39.7,1.015,1.129,0.682,0.665,9.5,0
5.1,3,24,23,44.5,399.55,32,33.707,29,21,49.662,55.361,35.972,5,50,53,21,24,7.991,48.0,42.0,0.993,1.107,0.719,0.674,6.0,0
5.4,5,23,22,44.0,403.55,32,33.223,29,19,49.982,55.943,35.222,7,50,53,21,22,8.071,44.0,42.0,1.0,1.119,0.704,0.664,10.0,0
7.3,5,14,12,42.0,447.92,33,34.25,31,11,54.422,60.219,35.012,11,53,55,22,20,8.451,37.7,41.5,1.027,1.136,0.661,0.646,9.4,0
6.1,4,23,22,41.0,342.43,29,29.488,26,20,43.92,49.109,30.807,5,44,47,18,21,7.782,47.7,40.9,0.998,1.116,0.7,0.67,9.1,0
5.0,4,20,20,40.0,370.42,30,29.828,27,14,46.971,52.283,30.415,8,46,49,19,19,8.053,41.3,41.3,1.021,1.137,0.661,0.648,8.7,0
5.078,3,15,12,35.0,383.89,26,28.152,25,12,44.084,48.518,29.432,9,43,44,18,16,8.928,37.2,41.9,1.025,1.128,0.684,0.655,7.0,0
5.6,5,16,12,38.0,375.45,27,28.314,26,12,44.196,48.74,29.063,10,43,44,17,16,8.731,37.2,39.5,1.028,1.133,0.676,0.658,11.6,0
5.078,4,16,12,43.0,448.55,32,34.83,31,12,56.283,62.322,36.012,11,55,56,24,20,8.155,36.4,43.6,1.023,1.133,0.655,0.633,7.3,0
5.268,4,22,22,41.0,358.48,30,31.542,27,18,48.687,54.939,33.33,5,49,52,22,22,7.316,44.9,44.9,0.994,1.121,0.68,0.644,8.2,0
5.1,3,18,17,35.5,325.77,26,24.955,23,16,35.702,38.934,25.591,6,35,38,12,17,9.308,48.6,34.3,1.02,1.112,0.731,0.713,8.6,0
7.6,2,23,21,42.5,362.78,30,27.649,26,20,37.927,40.645,28.04,6,37,41,11,20,9.805,54.1,29.7,1.025,1.099,0.758,0.747,5.4,0
5.1,3,13,11,29.5,291.41,22,23.369,20,9,37.222,41.74,24.904,6,37,39,17,14,7.876,37.8,45.9,1.006,1.128,0.673,0.632,8.1,0
5.0,5,15,12,41.0,441.51,32,32.661,30,11,52.872,58.665,33.222,12,51,53,21,18,8.657,35.3,41.2,1.037,1.15,0.651,0.64,9.8,0
5.824,4,20,18,43.0,443.38,32,32.33,29,19,45.644,49.917,34.171,8,45,48,16,21,9.853,46.7,35.6,1.014,1.109,0.759,0.718,8.9,0
5.1,4,18,16,49.0,476.65,38,39.739,34,14,62.069,69.524,42.171,8,62,66,28,26,7.688,41.9,45.2,1.001,1.121,0.68,0.641,6.5,0
6.9,6,14,12,39.0,416.61,31,34.54,29,10,57.061,64.896,36.966,9,57,59,28,20,7.309,35.1,49.1,1.001,1.139,0.649,0.606,10.5,0
5.4,4,23,22,42.0,374.5,30,30.675,27,20,44.996,50.029,32.455,6,45,48,18,21,8.322,46.7,40.0,1.0,1.112,0.721,0.682,8.9,0
5.7,4,23,22,42.0,394.91,30,29.976,27,20,42.436,46.558,31.551,7,42,45,15,20,9.403,47.6,35.7,1.01,1.109,0.751,0.714,9.5,0
6.4,6,23,22,41.0,346.38,29,27.665,26,18,40.8,45.069,27.989,8,40,43,14,18,8.659,45.0,35.0,1.02,1.127,0.7,0.692,15.0,0
5.1,5,18,17,45.5,415.54,35,35.805,31,14,56.0,63.062,37.551,7,56,60,25,24,7.42,42.9,44.6,1.0,1.126,0.671,0.639,8.9,0
5.1,6,23,22,44.0,390.46,32,31.914,29,19,48.636,54.445,32.756,8,48,51,19,21,8.135,43.8,39.6,1.013,1.134,0.682,0.665,12.5,0
5.2,6,23,22,43.0,372.47,31,31.531,28,19,48.123,54.106,32.819,7,48,51,20,21,7.76,43.8,41.7,1.003,1.127,0.684,0.657,12.5,0
5.6,5,16,16,31.0,301.81,23,24.095,21,11,37.134,41.927,25.455,6,37,39,16,15,8.157,40.5,43.2,1.004,1.133,0.688,0.651,13.5,0
6.5,7,20,18,47.0,459.45,36,34.085,33,18,52.276,57.963,33.574,12,50,53,17,21,9.189,42.0,34.0,1.046,1.159,0.671,0.682,14.0,0
5.1,8,24,23,48.5,465.38,35,34.987,32,18,50.763,56.366,36.33,10,50,53,18,22,9.308,44.0,36.0,1.015,1.127,0.727,0.7,16.0,0
7.3,5,14,12,41.0,433.89,32,32.723,30,11,51.538,56.804,33.25,11,50,52,20,19,8.678,38.0,40.0,1.031,1.136,0.665,0.654,10.0,0
5.6,7,24,22,57.0,587.61,44,45.594,41,18,73.651,82.206,47.284,15,72,75,31,26,8.161,36.1,43.1,1.023,1.142,0.657,0.633,9.7,0
5.1,6,17,16,37.0,360.41,28,28.297,26,12,45.149,50.785,28.694,9,44,46,18,17,8.191,38.6,40.9,1.026,1.154,0.652,0.643,13.6,0
5.5,1,14,12,39.0,401.87,31,31.691,28,15,48.898,53.641,32.75,7,48,51,20,21,8.372,43.8,41.7,1.019,1.118,0.682,0.66,2.1,0
5.3,4,16,12,38.0,374.46,27,28.82,26,12,44.978,49.657,29.818,9,44,45,18,17,8.51,38.6,40.9,1.022,1.129,0.678,0.655,9.1,0
5.027,1,14,12,39.0,401.87,31,31.691,28,15,48.898,53.641,32.75,7,48,51,20,21,8.372,43.8,41.7,1.019,1.118,0.682,0.66,2.1,0
5.7,6,17,17,47.5,513.57,39,42.685,35,13,68.512,78.106,46.171,8,69,73,34,27,7.443,39.1,49.3,0.993,1.132,0.669,0.619,8.7,0
5.0,4,24,23,45.5,384.42,33,31.391,29,21,45.691,50.113,31.955,7,45,49,16,22,8.543,48.9,35.6,1.015,1.114,0.71,0.698,8.9,0
5.1,3,16,16,28.0,304.16,20,19.911,18,12,28.396,31.207,20.87,5,28,30,10,13,10.863,46.4,35.7,1.014,1.115,0.745,0.711,10.7,0
5.0,5,13,11,34.5,382.28,27,27.879,25,11,42.996,47.705,28.983,9,42,44,17,16,9.102,38.1,40.5,1.024,1.136,0.69,0.664,11.9,0
5.721,4,22,17,61.5,641.67,48,50.216,43,20,77.578,86.282,53.387,11,77,82,34,32,8.333,41.6,44.2,1.008,1.121,0.693,0.652,5.2,0
5.1,5,16,16,34.0,319.32,26,23.891,23,11,36.465,40.587,23.648,8,35,38,12,15,9.123,42.9,34.3,1.042,1.16,0.676,0.683,14.3,0
6.347,6,12,10,33.0,312.42,25,26.531,23,7,43.123,49.106,27.819,7,43,45,20,16,7.266,37.2,46.5,1.003,1.142,0.647,0.617,14.0,0
5.7,6,19,18,46.0,468.99,36,37.368,33,17,58.752,65.714,38.87,10,58,61,25,23,8.086,39.7,43.1,1.013,1.133,0.67,0.644,10.3,0
5.5,8,24,22,55.0,518.61,42,41.967,38,20,66.145,74.106,42.961,12,65,69,27,26,7.979,40.0,41.5,1.018,1.14,0.661,0.646,12.3,0
5.4,2,14,12,29.0,270.73,21,21.219,19,15,30.273,33.226,22.131,4,30,32,11,15,9.024,50.0,36.7,1.009,1.108,0.738,0.707,6.7,0
5.0,8,24,22,56.0,532.64,43,43.494,39,20,69.029,77.522,44.722,12,68,72,29,27,7.833,39.7,42.6,1.015,1.14,0.658,0.64,11.8,0
