pXC50,RBF,O.,Me,H.,nBM,nDB,nAB,Mv,Mp,AMW,Sp,Se,SCBO,nCsp2,nBO,nSK,Si,MW,Mi,nAT,nH,nO,RBN,Sv,nBT,C.
4.387,0.083,4.3,0.991,57.4,2,2,0,0.549,0.597,5.988,28.063,46.563,23.0,2,21,20,53.896,281.45,1.147,47,27,2,4,25.815,48,31.9
7.326,0.07,1.9,0.978,53.7,12,0,12,0.595,0.65,6.214,35.12,52.8,34.0,12,28,25,60.521,335.53,1.121,54,29,1,4,32.111,57,42.6
9.824,0.156,2.2,0.995,47.8,23,5,18,0.625,0.673,7.446,61.955,91.527,66.0,20,52,48,103.719,685.02,1.127,92,44,2,15,57.457,96,39.1
6.98,0.122,2.8,0.99,52.1,14,2,12,0.591,0.635,6.531,45.12,70.301,45.0,13,37,34,80.554,463.69,1.135,71,37,2,9,41.965,74,38.0
9.071,0.078,2.1,1.001,47.9,12,0,12,0.621,0.656,7.155,31.472,48.058,34.0,12,28,25,54.37,343.45,1.133,48,23,1,4,29.824,51,43.8
8.452,0.143,2.5,0.993,52.5,5,0,5,0.597,0.665,7.488,26.62,39.738,23.5,2,21,19,45.281,299.51,1.132,40,21,1,6,23.894,42,32.5
6.116,0.029,5.9,0.991,55.9,2,2,0,0.564,0.611,6.156,20.767,33.709,18.0,2,16,15,38.654,209.32,1.137,34,19,2,1,19.192,35,35.3
6.886,0.153,1.7,0.985,55.2,12,0,12,0.572,0.623,6.148,36.137,57.105,33.0,10,27,26,66.015,356.57,1.138,58,32,1,9,33.176,59,36.2
5.252,0.098,2.0,1.004,46.9,13,1,12,0.628,0.666,7.672,32.642,49.189,35.0,13,28,26,55.555,375.91,1.134,49,23,1,5,30.785,51,40.8
5.0,0.0,7.7,0.998,57.7,0,0,0,0.544,0.586,6.048,15.244,25.942,12.0,0,12,11,29.824,157.24,1.147,26,15,2,0,14.139,27,30.8
8.854,0.053,3.8,0.99,49.1,13,1,12,0.619,0.661,6.84,35.057,52.461,38.0,13,31,27,59.398,362.51,1.121,53,26,2,3,32.794,57,43.4
6.728,0.102,1.8,0.997,49.1,12,0,12,0.616,0.654,6.973,35.995,54.825,38.0,12,32,28,62.2,383.52,1.131,55,27,1,6,33.878,59,43.6
6.018,0.037,0.0,1.002,50.0,6,1,5,0.585,0.618,6.895,16.074,26.043,17.5,3,14,13,30.152,179.26,1.16,26,13,0,1,15.214,27,30.8
4.959,0.104,6.5,1.005,45.7,14,2,12,0.629,0.657,7.379,30.233,46.24,35.0,13,27,25,51.86,339.43,1.127,46,21,3,5,28.95,48,41.3
8.77,0.197,3.0,0.992,51.5,28,4,24,0.594,0.636,6.616,83.956,130.952,85.0,26,69,64,149.861,873.28,1.135,132,68,4,27,78.35,137,37.9
7.319,0.097,3.3,1.0,50.0,6,1,5,0.604,0.656,7.512,19.688,30.011,19.5,4,16,15,34.116,225.35,1.137,30,15,1,3,18.127,31,33.3
8.5,0.14,2.1,0.984,56.3,6,0,6,0.565,0.617,6.031,29.608,47.236,26.0,4,23,21,54.687,289.47,1.139,48,27,1,7,27.101,50,35.4
5.337,0.123,1.9,0.99,48.1,18,0,18,0.622,0.664,6.936,35.853,53.454,40.0,16,31,28,60.77,374.53,1.125,54,26,1,7,33.595,57,42.6
4.509,0.043,2.2,1.004,46.7,8,2,6,0.642,0.699,8.586,31.449,45.193,31.0,9,26,24,50.664,386.38,1.126,45,21,1,2,28.889,47,37.8
5.149,0.079,8.3,1.093,25.0,14,2,12,0.726,0.676,10.813,24.324,39.345,37.0,14,29,27,42.071,389.27,1.169,36,9,3,3,26.153,38,47.2
4.194,0.083,10.9,1.021,45.7,11,5,6,0.621,0.648,7.988,29.79,46.971,35.0,8,27,25,52.199,367.47,1.135,46,21,5,4,28.567,48,34.8
4.535,0.061,6.4,1.0,51.1,9,3,6,0.599,0.647,7.16,30.398,46.982,31.0,8,25,23,53.112,336.5,1.13,47,24,3,3,28.169,49,36.2
5.0,0.045,2.4,0.993,46.3,16,1,15,0.634,0.672,7.156,27.563,40.702,33.5,12,25,22,46.026,293.4,1.123,41,19,1,2,25.993,44,43.9
4.523,0.103,10.8,1.058,32.4,14,2,12,0.695,0.675,9.495,24.966,39.134,35.0,14,27,25,42.261,351.3,1.142,37,12,4,4,25.718,39,45.9
5.207,0.059,6.3,1.066,28.1,14,2,12,0.723,0.695,10.102,22.233,34.109,33.0,14,25,23,36.767,323.26,1.149,32,9,2,2,23.145,34,50.0
4.009,0.059,4.1,0.995,51.0,8,2,6,0.602,0.652,7.092,31.949,48.756,31.0,9,26,24,55.401,347.53,1.131,49,25,2,3,29.476,51,36.7
4.387,0.059,4.1,0.995,51.0,8,2,6,0.602,0.652,7.092,31.949,48.756,31.0,9,26,24,55.401,347.53,1.131,49,25,2,3,29.476,51,36.7
4.824,0.059,4.1,0.995,51.0,8,2,6,0.602,0.652,7.092,31.949,48.756,31.0,9,26,24,55.401,347.53,1.131,49,25,2,3,29.476,51,36.7
4.071,0.043,2.2,0.997,48.9,8,2,6,0.624,0.68,7.821,30.591,44.869,30.0,9,25,23,50.72,351.94,1.127,45,22,1,2,28.062,47,37.8
5.921,0.043,2.2,0.997,48.9,8,2,6,0.624,0.68,7.821,30.591,44.869,30.0,9,25,23,50.72,351.94,1.127,45,22,1,2,28.062,47,37.8
4.509,0.043,2.2,1.001,48.9,8,2,6,0.614,0.659,7.455,29.671,45.058,30.0,9,25,23,51.116,335.49,1.136,45,22,1,2,27.617,47,37.8
6.046,0.029,0.0,0.981,48.5,12,0,12,0.628,0.677,6.798,22.341,32.389,25.0,11,19,17,36.903,224.33,1.118,33,16,0,1,20.73,35,45.5
5.286,0.059,6.3,1.066,28.1,14,2,12,0.723,0.695,10.102,22.233,34.109,33.0,14,25,23,36.767,323.26,1.149,32,9,2,2,23.145,34,50.0
4.31,0.043,2.2,0.99,51.1,8,2,6,0.605,0.661,7.056,29.733,44.545,29.0,9,24,22,50.776,317.5,1.128,45,23,1,2,27.234,47,37.8
5.399,0.065,6.9,1.032,31.0,14,2,12,0.741,0.759,11.522,22.012,29.916,30.0,14,22,20,32.174,334.15,1.109,29,9,2,2,21.494,31,51.7
4.523,0.103,10.8,1.058,32.4,14,2,12,0.695,0.675,9.495,24.966,39.134,35.0,14,27,25,42.261,351.3,1.142,37,12,4,4,25.718,39,45.9
6.187,0.031,0.0,0.994,43.3,12,0,12,0.668,0.715,8.158,21.438,29.829,25.0,11,19,17,33.432,244.74,1.114,30,13,0,1,20.031,32,46.7
6.0,0.031,0.0,0.994,43.3,12,0,12,0.668,0.715,8.158,21.438,29.829,25.0,11,19,17,33.432,244.74,1.114,30,13,0,1,20.031,32,46.7
5.585,0.027,0.0,0.985,48.6,12,0,12,0.621,0.667,6.839,23.347,34.491,26.0,11,20,18,39.401,239.35,1.126,35,17,0,1,21.752,37,42.9
6.18,0.031,0.0,0.994,43.3,12,0,12,0.668,0.715,8.158,21.438,29.829,25.0,11,19,17,33.432,244.74,1.114,30,13,0,1,20.031,32,46.7
5.174,0.083,2.2,0.991,46.7,17,0,17,0.634,0.674,7.099,30.324,44.585,35.5,15,27,24,50.441,319.44,1.121,45,21,1,4,28.52,48,44.4
6.311,0.065,6.8,1.01,47.7,9,3,6,0.624,0.67,8.112,29.495,44.422,31.0,8,25,23,49.641,356.91,1.128,44,21,3,3,27.47,46,36.4
4.523,0.086,9.1,1.081,24.2,14,2,12,0.754,0.728,12.671,24.04,35.665,35.0,14,27,25,37.818,418.15,1.146,33,8,3,3,24.885,35,48.5
4.523,0.103,10.8,1.099,24.3,14,2,12,0.726,0.67,10.953,24.779,40.672,38.0,14,30,28,43.281,405.27,1.17,37,9,4,4,26.868,39,45.9
4.308,0.065,6.8,1.002,50.0,9,3,6,0.606,0.651,7.329,28.637,44.098,30.0,8,24,22,49.697,322.47,1.129,44,22,3,3,26.642,46,36.4
4.018,0.083,10.9,1.021,45.7,11,5,6,0.621,0.648,7.988,29.79,46.971,35.0,8,27,25,52.199,367.47,1.135,46,21,5,4,28.567,48,34.8
5.146,0.065,6.9,1.043,27.6,14,2,12,0.77,0.789,12.71,22.869,30.24,31.0,14,23,21,32.118,368.59,1.108,29,8,2,2,22.321,31,51.7
4.208,0.083,10.9,1.021,45.7,11,5,6,0.621,0.648,7.988,29.79,46.971,35.0,8,27,25,52.199,367.47,1.135,46,21,5,4,28.567,48,34.8
4.721,0.069,5.4,0.993,53.6,9,3,6,0.585,0.637,6.761,35.682,55.632,34.0,8,28,26,63.358,378.59,1.131,56,30,3,4,32.75,58,35.7
4.456,0.065,6.8,1.017,45.5,9,3,6,0.643,0.69,8.894,30.352,44.745,32.0,8,26,24,49.585,391.35,1.127,44,20,3,3,28.297,46,36.4
5.585,0.026,0.0,0.983,44.4,17,0,17,0.659,0.704,7.232,25.341,35.389,31.5,15,23,20,39.903,260.36,1.108,36,16,0,1,23.73,39,50.0
5.495,0.059,6.3,1.06,28.1,14,2,12,0.737,0.724,10.616,23.154,33.92,33.0,14,25,23,36.371,339.71,1.137,32,9,2,2,23.589,34,50.0
4.523,0.059,6.3,1.066,28.1,14,2,12,0.723,0.695,10.102,22.233,34.109,33.0,14,25,23,36.767,323.26,1.149,32,9,2,2,23.145,34,50.0
4.523,0.079,8.3,1.05,33.3,14,2,12,0.695,0.681,9.314,24.512,37.807,34.0,14,26,24,41.052,335.3,1.14,36,12,3,3,25.003,38,47.2
4.585,0.0,6.7,0.994,56.7,1,1,0,0.556,0.6,6.109,18.006,29.825,15.0,1,14,13,34.239,183.28,1.141,30,17,2,0,16.665,31,33.3
5.387,0.0,6.7,0.994,56.7,1,1,0,0.556,0.6,6.109,18.006,29.825,15.0,1,14,13,34.239,183.28,1.141,30,17,2,0,16.665,31,33.3
5.231,0.059,6.3,1.05,31.3,14,2,12,0.711,0.697,9.54,22.296,33.596,32.0,14,24,22,36.427,305.27,1.138,32,10,2,2,22.762,34,50.0
5.269,0.086,9.1,1.021,36.4,14,2,12,0.702,0.721,9.144,23.796,33.709,31.0,14,23,21,36.562,301.74,1.108,33,12,3,3,23.154,35,48.5
5.068,0.059,6.3,1.066,28.1,14,2,12,0.723,0.695,10.102,22.233,34.109,33.0,14,25,23,36.767,323.26,1.149,32,9,2,2,23.145,34,50.0
4.523,0.086,9.1,1.068,27.3,14,2,12,0.736,0.715,10.779,23.608,35.247,34.0,14,26,24,37.581,355.71,1.139,33,9,3,3,24.304,35,48.5
4.523,0.086,9.1,1.031,33.3,14,2,12,0.727,0.747,10.187,24.653,34.033,32.0,14,24,22,36.506,336.18,1.106,33,11,3,3,23.982,35,48.5
4.499,0.043,2.2,1.001,48.9,8,2,6,0.614,0.659,7.455,29.671,45.058,30.0,9,25,23,51.116,335.49,1.136,45,22,1,2,27.617,47,37.8
6.143,0.031,0.0,0.984,46.7,12,0,12,0.64,0.686,7.01,20.58,29.505,24.0,11,18,16,33.488,210.3,1.116,30,14,0,1,19.204,32,46.7
8.857,0.109,6.8,0.996,52.3,7,1,6,0.59,0.631,6.577,27.745,43.803,27.0,7,23,21,49.694,289.41,1.129,44,23,3,5,25.961,46,38.6
6.221,0.061,1.6,0.986,51.6,13,1,12,0.6,0.647,6.526,40.137,61.105,41.0,13,34,30,70.015,404.61,1.129,62,32,1,4,37.176,66,40.3
5.217,0.065,6.9,1.014,34.5,14,2,12,0.728,0.761,10.902,22.074,29.404,29.0,14,21,19,31.835,316.16,1.098,29,10,2,2,21.11,31,51.7
5.833,0.115,3.4,0.987,51.7,13,1,12,0.601,0.648,6.527,37.58,57.229,38.0,13,31,28,65.228,378.56,1.125,58,30,2,7,34.848,61,41.4
4.5,0.088,1.6,0.983,50.0,18,0,18,0.625,0.68,6.97,43.5,62.89,45.0,18,36,32,71.295,446.07,1.114,64,32,1,6,39.992,68,45.3
4.788,0.092,1.6,1.001,45.9,18,0,18,0.643,0.682,7.672,41.614,61.032,46.0,18,37,33,68.559,468.02,1.124,61,28,1,6,39.232,65,45.9
7.699,0.157,4.0,0.987,56.0,7,1,6,0.566,0.616,6.09,30.819,49.345,27.0,7,23,22,56.813,304.48,1.136,50,28,2,8,28.321,51,36.0
5.516,0.103,1.6,0.988,48.4,18,0,18,0.638,0.693,7.508,44.358,63.214,46.0,18,37,33,71.239,480.51,1.113,64,31,1,7,40.82,68,45.3
4.81,0.088,1.6,0.994,48.4,18,0,18,0.624,0.664,6.994,42.518,63.592,46.0,18,37,33,72.03,447.61,1.125,64,31,1,6,39.932,68,45.3
7.02,0.083,2.2,0.988,48.9,12,0,12,0.63,0.682,7.286,30.694,44.472,32.0,12,26,23,50.219,327.88,1.116,45,22,1,4,28.359,48,44.4
6.188,0.083,2.2,0.995,46.7,12,0,12,0.649,0.701,8.052,31.551,44.796,33.0,12,27,24,50.163,362.32,1.115,45,21,1,4,29.186,48,44.4
5.67,0.118,4.1,1.004,46.9,13,1,12,0.632,0.67,7.671,32.847,49.196,35.0,13,28,26,55.183,375.9,1.126,49,23,2,6,30.983,51,42.9
6.77,0.123,3.2,0.982,53.2,13,1,12,0.595,0.647,6.316,40.097,60.894,39.0,13,32,29,69.56,391.6,1.122,62,33,2,8,36.88,65,41.9
6.472,0.103,1.6,0.983,50.0,18,0,18,0.625,0.68,6.97,43.5,62.89,45.0,18,36,32,71.295,446.07,1.114,64,32,1,7,39.992,68,45.3
5.585,0.083,8.3,0.999,54.2,2,2,0,0.585,0.646,7.22,15.506,23.974,13.0,3,11,11,27.038,173.28,1.127,24,13,2,2,14.041,24,33.3
4.208,0.051,0.0,0.989,48.6,12,0,12,0.615,0.658,6.875,24.353,36.592,27.0,10,21,19,41.9,254.37,1.132,37,18,0,2,22.773,39,40.5
5.0,0.07,7.3,1.003,48.8,8,2,6,0.608,0.64,7.034,26.228,41.138,28.0,8,23,21,46.362,288.38,1.131,41,20,3,3,24.928,43,39.0
4.754,0.125,6.6,0.998,49.2,15,3,12,0.611,0.647,6.927,39.489,60.883,43.0,13,34,31,68.647,422.57,1.125,61,30,4,8,37.277,64,41.0
5.064,0.097,1.7,0.99,46.6,18,0,18,0.651,0.704,7.801,40.836,57.447,44.0,18,35,31,64.409,452.45,1.11,58,27,1,6,37.766,62,46.6
6.398,0.111,7.4,0.995,55.6,2,2,0,0.577,0.64,6.937,17.267,26.858,14.0,3,12,12,30.453,187.31,1.128,27,15,2,3,15.568,27,33.3
6.249,0.113,1.5,0.982,50.7,18,0,18,0.62,0.676,6.867,45.262,65.774,46.0,18,37,33,74.71,460.1,1.115,67,34,1,8,41.519,71,44.8
4.796,0.0,10.7,1.017,50.0,2,2,0,0.584,0.605,7.08,16.943,28.487,17.0,2,15,14,32.116,198.25,1.147,28,14,3,0,16.348,29,32.1
5.0,0.031,9.7,1.012,51.6,2,2,0,0.577,0.603,6.848,18.705,31.371,18.0,2,16,15,35.531,212.28,1.146,31,16,3,1,17.875,32,32.3
6.171,0.097,1.7,0.985,48.3,18,0,18,0.637,0.689,7.207,39.978,57.123,43.0,18,34,30,64.465,418.01,1.111,58,28,1,6,36.939,62,46.6
9.398,0.167,2.2,0.988,54.3,6,0,6,0.582,0.641,6.685,29.495,45.429,26.0,4,23,21,52.192,307.51,1.135,46,25,1,8,26.761,48,34.8
5.0,0.094,9.8,1.022,43.1,10,3,6,0.642,0.662,8.233,33.762,52.102,39.0,9,31,29,57.638,419.9,1.13,51,22,5,5,32.734,53,39.2
6.337,0.029,6.1,0.998,54.5,2,2,0,0.566,0.606,6.373,20.012,32.927,18.0,2,16,15,37.737,210.31,1.144,33,18,2,1,18.687,34,33.3
5.0,0.0,12.0,1.024,48.0,2,2,0,0.593,0.607,7.369,15.182,25.604,16.0,2,14,13,28.701,184.22,1.148,25,12,3,0,14.821,26,32.0
6.821,0.145,3.3,0.983,56.7,7,1,6,0.565,0.618,5.976,37.103,58.996,32.0,7,28,26,68.059,358.58,1.134,60,34,2,9,33.901,62,36.7
7.839,0.164,3.8,0.998,50.9,12,1,11,0.591,0.629,6.745,33.313,52.883,34.5,8,28,26,60.478,357.51,1.141,53,27,2,9,31.331,55,35.8
4.886,0.043,0.0,0.988,46.5,17,0,17,0.635,0.677,7.08,29.114,42.476,34.5,14,26,23,48.315,304.43,1.124,43,20,0,2,27.3,46,44.2
7.157,0.109,1.9,0.985,50.0,13,1,12,0.623,0.677,7.076,35.216,51.24,36.0,14,29,26,58.049,367.95,1.116,52,26,1,6,32.412,55,44.2
8.258,0.176,8.0,1.002,52.0,9,3,6,0.584,0.619,6.689,30.966,50.116,31.0,7,25,24,56.817,334.46,1.136,50,26,4,9,29.224,51,36.0
5.0,0.136,11.6,1.016,51.2,3,3,0,0.579,0.602,6.939,25.898,43.676,25.0,3,22,21,49.196,298.38,1.144,43,22,5,6,24.885,44,32.6
8.676,0.163,4.2,0.986,54.2,7,1,6,0.596,0.677,8.653,32.472,47.312,27.0,7,23,22,54.035,415.35,1.126,48,26,2,8,28.616,49,37.5
5.592,0.097,1.7,0.985,48.3,18,0,18,0.637,0.689,7.207,39.978,57.123,43.0,18,34,30,64.465,418.01,1.111,58,28,1,6,36.939,62,46.6
6.77,0.113,3.4,0.983,52.5,13,1,12,0.599,0.65,6.399,38.336,58.01,38.0,13,31,28,66.145,377.57,1.121,59,31,2,7,35.353,62,42.4
4.399,0.092,1.6,0.989,47.5,18,0,18,0.644,0.698,7.647,42.597,60.331,45.0,18,36,32,67.824,466.48,1.112,61,29,1,6,39.293,65,45.9
8.469,0.122,8.7,1.008,47.8,8,2,6,0.612,0.64,7.183,29.443,46.349,32.0,8,27,24,51.986,330.42,1.13,46,22,4,6,28.17,49,39.1
5.0,0.034,10.7,1.017,50.0,2,2,0,0.584,0.605,7.08,16.943,28.487,17.0,2,15,14,32.116,198.25,1.147,28,14,3,1,16.348,29,32.1
5.845,0.113,1.5,0.982,50.7,18,0,18,0.62,0.676,6.867,45.262,65.774,46.0,18,37,33,74.71,460.1,1.115,67,34,1,8,41.519,71,44.8
8.444,0.13,9.3,1.011,46.5,8,2,6,0.62,0.644,7.358,27.682,43.465,31.0,8,26,23,48.571,316.39,1.13,43,20,4,6,26.643,46,39.5
5.428,0.113,1.5,0.987,49.3,18,0,18,0.632,0.688,7.381,46.12,66.098,47.0,18,38,34,74.654,494.54,1.114,67,33,1,8,42.347,71,44.8
6.896,0.109,1.9,0.985,50.0,13,1,12,0.623,0.677,7.076,35.216,51.24,36.0,14,29,26,58.049,367.95,1.116,52,26,1,6,32.412,55,44.2
4.807,0.051,0.0,0.989,48.6,12,0,12,0.615,0.658,6.875,24.353,36.592,27.0,10,21,19,41.9,254.37,1.132,37,18,0,2,22.773,39,40.5
6.896,0.109,1.9,0.992,48.1,13,1,12,0.639,0.694,7.738,36.074,51.563,37.0,14,30,27,57.993,402.39,1.115,52,25,1,6,33.24,55,44.2
5.824,0.026,8.1,1.004,54.1,2,2,0,0.566,0.601,6.496,22.228,37.138,20.0,2,18,17,42.362,240.34,1.145,37,20,3,1,20.928,38,32.4
8.959,0.13,6.8,1.0,50.0,8,2,6,0.601,0.636,6.873,27.989,44.022,29.0,8,24,22,49.777,302.41,1.131,44,22,3,6,26.455,46,38.6
5.0,0.0,8.0,1.014,48.0,2,2,0,0.612,0.655,8.012,16.375,25.353,16.0,2,14,13,28.411,200.29,1.136,25,12,2,0,15.294,26,32.0
5.301,0.031,9.7,1.012,51.6,2,2,0,0.577,0.603,6.848,18.705,31.371,18.0,2,16,15,35.531,212.28,1.146,31,16,3,1,17.875,32,32.3
8.125,0.125,8.9,1.013,46.7,8,2,6,0.615,0.638,7.365,28.688,45.567,32.0,8,27,24,51.069,331.41,1.135,45,21,4,6,27.665,48,37.8
5.0,0.065,9.1,1.01,52.3,2,2,0,0.573,0.601,6.759,26.449,44.451,25.0,2,23,21,50.485,297.4,1.147,44,23,4,3,25.191,46,31.8
8.09,0.16,4.1,0.989,53.1,8,1,6,0.588,0.634,6.418,31.057,48.461,30.0,7,24,23,55.398,314.47,1.131,49,26,2,8,28.794,50,38.8
8.699,0.122,6.4,0.998,51.1,8,2,6,0.595,0.633,6.733,29.75,46.905,30.0,8,25,23,53.192,316.44,1.132,47,24,3,6,27.982,49,38.3
6.678,0.026,5.4,0.997,54.1,2,2,0,0.578,0.633,6.93,23.421,36.887,20.0,2,18,17,42.072,256.41,1.137,37,20,2,1,21.401,38,32.4
8.155,0.125,6.5,1.003,50.0,8,2,6,0.597,0.63,6.901,28.995,46.123,30.0,8,25,23,52.275,317.43,1.136,46,23,3,6,27.477,48,37.0
6.401,0.103,1.6,0.983,50.0,18,0,18,0.625,0.68,6.97,43.5,62.89,45.0,18,36,32,71.295,446.07,1.114,64,32,1,7,39.992,68,45.3
5.194,0.122,12.5,1.02,50.0,3,3,0,0.584,0.603,7.109,24.137,40.793,24.0,3,21,20,45.78,284.35,1.145,40,20,5,5,23.358,41,32.5
5.638,0.038,0.0,1.002,52.0,5,0,5,0.569,0.603,6.69,15.074,25.043,15.5,1,13,12,29.152,167.25,1.166,25,13,0,1,14.214,26,28.0
4.975,0.088,1.6,0.978,51.6,18,0,18,0.612,0.666,6.432,42.643,62.567,44.0,18,35,31,71.351,411.63,1.115,64,33,1,6,39.165,68,45.3
5.108,0.034,10.7,1.017,50.0,2,2,0,0.584,0.605,7.08,16.943,28.487,17.0,2,15,14,32.116,198.25,1.147,28,14,3,1,16.348,29,32.1
4.609,0.113,1.5,0.982,50.7,18,0,18,0.62,0.676,6.867,45.262,65.774,46.0,18,37,33,74.71,460.1,1.115,67,34,1,8,41.519,71,44.8
5.0,0.029,0.0,0.991,48.5,11,0,11,0.614,0.654,6.919,21.591,32.709,24.5,8,19,17,37.484,228.33,1.136,33,16,0,1,20.246,35,39.4
5.099,0.113,1.5,0.977,52.2,18,0,18,0.607,0.663,6.353,44.404,65.45,45.0,18,36,32,74.766,425.66,1.116,67,35,1,8,40.692,71,44.8
4.959,0.092,1.6,0.984,49.2,18,0,18,0.631,0.684,7.083,41.739,60.007,44.0,18,35,31,67.88,432.04,1.113,61,30,1,6,38.466,65,45.9
9.66,0.098,6.3,0.996,47.9,13,1,12,0.624,0.661,7.03,31.745,47.803,35.0,13,28,25,53.694,337.45,1.119,48,23,3,5,29.961,51,43.8
7.038,0.083,2.2,0.988,48.9,12,0,12,0.63,0.682,7.286,30.694,44.472,32.0,12,26,23,50.219,327.88,1.116,45,22,1,4,28.359,48,44.4
5.796,0.067,6.7,0.992,60.0,1,1,0,0.531,0.58,5.743,17.387,29.767,13.0,1,12,12,34.446,172.28,1.148,30,18,2,2,15.929,30,30.0
4.282,0.071,7.5,1.008,45.0,9,3,6,0.64,0.678,7.961,27.114,40.331,30.0,10,24,22,44.866,318.43,1.122,40,18,3,3,25.589,42,40.0
4.013,0.054,2.8,0.988,55.6,2,2,0,0.575,0.638,6.678,22.966,35.56,19.0,3,17,16,40.863,240.41,1.135,36,20,1,2,20.686,37,33.3
4.367,0.073,7.7,1.014,43.6,10,4,6,0.643,0.676,8.19,26.358,39.549,31.0,9,24,22,43.95,319.42,1.127,39,17,3,3,25.083,41,38.5
4.52,0.077,2.0,0.991,46.9,14,2,12,0.637,0.688,7.46,33.733,48.545,37.0,15,29,26,54.776,365.54,1.118,49,23,1,4,31.234,52,42.9
4.331,0.1,2.6,0.986,56.4,2,2,0,0.57,0.634,6.524,24.728,38.443,20.0,3,18,17,44.278,254.44,1.135,39,22,1,4,22.213,40,33.3
4.377,0.067,6.7,0.992,60.0,1,1,0,0.531,0.58,5.743,17.387,29.767,13.0,1,12,12,34.446,172.28,1.148,30,18,2,2,15.929,30,30.0
4.523,0.087,7.0,1.039,32.6,20,2,18,0.71,0.704,9.241,30.273,44.691,43.0,20,32,29,48.467,397.37,1.127,43,14,3,4,30.53,46,51.2
4.523,0.1,8.5,1.04,34.0,20,2,18,0.697,0.691,9.094,32.489,48.902,45.0,20,34,31,53.092,427.4,1.13,47,16,4,5,32.772,50,48.9
5.538,0.067,6.7,0.992,60.0,1,1,0,0.531,0.58,5.743,17.387,29.767,13.0,1,12,12,34.446,172.28,1.148,30,18,2,2,15.929,30,30.0
4.523,0.089,7.1,1.053,28.6,20,2,18,0.735,0.723,10.305,30.375,44.233,44.0,19,33,30,47.494,432.8,1.131,42,12,3,4,30.852,45,50.0
4.523,0.089,7.1,1.058,28.6,20,2,18,0.724,0.701,9.913,29.455,44.422,44.0,19,33,30,47.89,416.35,1.14,42,12,3,4,30.408,45,50.0
4.523,0.087,7.0,1.047,32.6,19,2,17,0.699,0.687,9.334,29.523,45.011,42.5,17,32,29,49.049,401.37,1.141,43,14,3,4,30.046,46,46.5
4.523,0.093,7.5,1.047,30.0,19,2,17,0.73,0.729,10.085,29.159,41.883,41.5,18,31,28,44.972,403.4,1.124,40,12,3,4,29.19,43,50.0
6.648,0.04,2.1,0.977,56.3,7,1,6,0.575,0.632,5.947,30.358,46.916,27.0,8,23,21,54.105,285.47,1.127,48,27,1,2,27.585,50,39.6
6.357,0.053,3.8,0.99,49.1,13,1,12,0.619,0.661,6.84,35.057,52.461,38.0,13,31,27,59.398,362.51,1.121,53,26,2,3,32.794,57,43.4
6.638,0.053,3.8,0.99,49.1,13,1,12,0.619,0.661,6.84,35.057,52.461,38.0,13,31,27,59.398,362.51,1.121,53,26,2,3,32.794,57,43.4
9.022,0.056,4.0,0.993,48.0,12,1,11,0.629,0.679,7.371,33.944,49.654,36.5,11,30,26,55.903,368.54,1.118,50,24,2,3,31.454,54,42.0
8.081,0.056,4.0,0.993,48.0,12,1,11,0.629,0.679,7.371,33.944,49.654,36.5,11,30,26,55.903,368.54,1.118,50,24,2,3,31.454,54,42.0
7.959,0.052,5.6,0.996,48.1,13,1,12,0.621,0.658,7.009,35.512,53.789,39.0,13,32,28,60.607,378.51,1.122,54,26,3,3,33.509,58,42.6
7.387,0.052,5.6,0.996,48.1,13,1,12,0.621,0.658,7.009,35.512,53.789,39.0,13,32,28,60.607,378.51,1.122,54,26,3,3,33.509,58,42.6
4.893,0.089,4.7,0.988,53.5,7,1,6,0.587,0.635,6.358,27.29,42.476,26.0,7,22,20,48.484,273.41,1.128,43,23,2,4,25.246,45,39.5
5.432,0.094,6.5,1.001,51.6,6,1,5,0.586,0.621,6.719,19.25,31.043,19.5,4,16,15,35.322,208.29,1.139,31,16,2,3,18.16,32,35.5
8.917,0.163,4.2,0.984,56.3,7,1,6,0.569,0.621,6.03,29.813,47.243,26.0,7,22,21,54.315,289.46,1.132,48,27,2,8,27.299,49,37.5
8.602,0.1,6.3,0.992,54.2,7,1,6,0.578,0.623,6.343,29.887,47.629,28.0,7,24,22,54.317,304.45,1.132,48,26,3,5,27.751,50,37.5
4.658,0.071,7.4,0.998,55.6,1,1,0,0.561,0.602,6.269,16.244,26.942,14.0,1,13,12,30.824,169.25,1.142,27,15,2,2,15.139,28,33.3
6.585,0.071,7.4,0.998,55.6,1,1,0,0.561,0.602,6.269,16.244,26.942,14.0,1,13,12,30.824,169.25,1.142,27,15,2,2,15.139,28,33.3
5.015,0.123,5.7,1.007,47.1,16,4,12,0.612,0.639,7.252,44.756,70.509,50.0,15,40,37,79.723,507.66,1.139,70,33,4,9,42.857,73,37.1
7.745,0.111,5.3,1.004,44.7,22,4,18,0.636,0.665,7.457,50.512,76.29,60.0,21,47,42,85.64,566.72,1.127,76,34,4,9,48.363,81,42.1
6.481,0.066,3.5,1.0,43.9,20,2,18,0.646,0.676,7.501,38.551,57.0,47.0,19,36,32,64.062,427.55,1.124,57,25,2,4,36.805,61,43.9
7.284,0.057,4.0,1.009,44.0,14,2,12,0.642,0.673,7.998,33.648,50.44,39.0,13,31,28,56.591,399.92,1.132,50,22,2,3,32.105,53,40.0
