pXC50,RBN,RBF,nH,MW,C.,SCBO,nC,Sp,nBO,Sv,nSK,N.,Se,Si,nBT,nAT,Mp,nCsp2,nF,Mv,nAB,nN,nBM,H.,Mi,nHet,AMW,nX
6.462,5,0.079,29,433.03,45.0,44.0,27,40.983,34,37.96,31,3.3,59.225,66.963,63,60,0.683,20,0,0.633,18,2,19,48.3,1.116,4,7.217,1
7.268,6,0.103,28,368.52,40.0,36.0,22,35.273,30,33.036,27,3.6,54.672,62.022,58,55,0.641,12,0,0.601,12,2,12,50.9,1.128,5,6.7,0
6.745,9,0.138,31,435.05,43.5,43.0,27,41.745,34,38.487,31,3.2,61.109,69.378,65,62,0.673,18,0,0.621,18,2,18,50.0,1.119,4,7.017,1
5.423,6,0.105,29,372.98,40.0,34.0,22,35.983,28,32.96,26,3.6,54.225,61.963,57,55,0.654,12,0,0.599,12,2,12,52.7,1.127,4,6.781,1
5.886,7,0.14,24,379.49,34.7,31.0,17,30.728,26,29.351,25,2.0,50.185,56.463,50,49,0.627,6,3,0.599,6,1,8,49.0,1.152,8,7.745,3
7.28,6,0.088,32,456.67,37.5,43.0,24,41.694,36,38.792,32,6.3,63.836,72.354,68,64,0.651,9,0,0.606,10,4,12,50.0,1.131,8,7.135,0
6.0,12,0.2,33,355.57,39.0,33.0,23,37.097,27,33.88,26,1.7,57.894,66.56,60,59,0.629,12,0,0.574,12,1,12,55.9,1.128,3,6.027,0
6.0,8,0.151,27,325.49,41.2,32.0,21,32.813,26,30.299,24,2.0,50.243,57.315,53,51,0.643,12,0,0.594,12,1,12,52.9,1.124,3,6.382,0
6.585,5,0.091,26,354.5,38.5,35.0,20,33.307,29,31.31,26,7.7,51.781,58.979,55,52,0.641,10,0,0.602,12,4,12,50.0,1.134,6,6.817,0
7.161,6,0.103,28,368.52,40.0,36.0,22,35.273,30,33.036,27,3.6,54.672,62.022,58,55,0.641,12,0,0.601,12,2,12,50.9,1.128,5,6.7,0
6.939,9,0.143,29,437.03,41.7,43.0,25,40.233,34,37.476,31,6.7,59.545,67.544,63,60,0.671,16,0,0.625,18,4,18,48.3,1.126,6,7.284,1
6.0,11,0.196,30,343.53,40.0,32.0,22,34.819,26,32.022,25,1.8,54.196,62.275,56,55,0.633,12,1,0.582,12,1,12,54.5,1.132,3,6.246,1
7.166,6,0.091,30,454.65,38.7,44.0,24,40.932,36,38.265,32,6.5,61.952,69.939,66,62,0.66,10,0,0.617,10,4,13,48.4,1.128,8,7.333,0
7.407,6,0.088,32,456.67,37.5,43.0,24,41.694,36,38.792,32,6.3,63.836,72.354,68,64,0.651,9,0,0.606,10,4,12,50.0,1.131,8,7.135,0
5.903,5,0.102,25,295.46,42.6,30.0,20,30.597,24,28.058,22,2.1,46.032,52.69,49,47,0.651,12,0,0.597,12,1,12,53.2,1.121,2,6.286,0
5.652,5,0.098,23,337.53,42.6,35.5,20,32.279,28,29.519,24,6.4,46.218,52.567,51,47,0.687,11,0,0.628,15,3,15,48.9,1.118,4,7.181,0
7.638,5,0.082,28,396.53,40.4,39.0,23,36.728,33,34.75,29,3.5,57.0,64.232,61,57,0.644,12,0,0.61,12,2,12,49.1,1.127,6,6.957,0
7.081,5,0.102,26,286.46,38.3,27.0,18,29.603,23,27.079,21,4.3,46.134,53.188,49,47,0.63,7,0,0.576,6,2,7,55.3,1.132,3,6.095,0
7.032,9,0.141,30,436.04,42.6,43.0,26,40.989,34,37.982,31,4.9,60.327,68.461,64,61,0.672,17,0,0.623,18,3,18,49.2,1.122,5,7.148,1
6.0,11,0.196,29,483.32,40.0,33.0,22,37.586,27,33.689,26,1.8,54.141,61.619,56,55,0.683,12,0,0.613,12,1,12,52.7,1.12,4,8.788,2
7.602,6,0.102,28,384.52,39.3,37.0,22,35.728,31,33.75,28,3.6,56.0,63.232,59,56,0.638,12,0,0.603,12,2,12,50.0,1.129,6,6.866,0
7.319,5,0.082,26,419.54,43.9,45.0,25,38.0,35,36.199,31,5.3,57.076,64.236,61,57,0.667,17,1,0.635,16,3,18,45.6,1.127,6,7.36,1
6.0,11,0.193,31,341.54,39.3,32.0,22,35.336,26,32.353,25,1.8,55.01,63.145,57,56,0.631,12,0,0.578,12,1,12,55.4,1.128,3,6.099,0
7.194,6,0.107,26,370.5,37.7,36.0,20,33.762,30,32.025,27,7.5,53.109,60.189,56,53,0.637,10,0,0.604,12,4,12,49.1,1.136,7,6.991,0
7.387,6,0.118,23,375.9,42.9,35.0,21,32.847,28,30.983,26,2.0,49.196,55.183,51,49,0.67,13,1,0.632,12,1,13,46.9,1.126,5,7.671,2
4.042,3,0.12,13,167.23,36.0,15.0,9,15.483,12,14.612,12,4.0,25.058,28.408,25,25,0.619,6,0,0.584,6,1,6,52.0,1.136,3,6.689,0
4.886,1,0.026,16,289.78,44.4,28.0,16,24.864,22,23.493,20,2.8,36.149,40.183,38,36,0.691,12,0,0.653,12,1,12,44.4,1.116,4,8.049,1
6.678,0,0.0,13,179.24,38.5,17.0,10,16.483,14,15.612,13,3.8,26.058,29.408,27,26,0.634,6,0,0.6,6,1,6,50.0,1.131,3,6.894,0
5.844,6,0.091,33,411.6,38.1,39.5,24,39.802,33,37.111,30,4.8,62.541,71.351,66,63,0.632,11,0,0.589,11,3,12,52.4,1.133,6,6.533,0
7.523,7,0.108,34,398.61,36.5,37.5,23,39.353,31,36.417,29,6.3,62.316,71.64,65,63,0.625,11,0,0.578,11,4,12,54.0,1.137,6,6.327,0
6.0,7,0.117,30,406.61,34.5,37.5,20,36.932,30,34.266,28,6.9,57.952,65.939,60,58,0.637,10,0,0.591,11,4,13,51.7,1.137,8,7.011,0
6.0,7,0.101,34,438.63,37.9,42.5,25,41.807,35,39.132,32,6.1,65.643,74.849,69,66,0.633,12,0,0.593,11,4,13,51.5,1.134,7,6.646,0
7.523,6,0.107,28,356.52,37.0,34.5,20,34.069,28,31.837,26,7.4,53.665,61.394,56,54,0.631,11,0,0.59,11,4,12,51.9,1.137,6,6.602,0
6.0,6,0.102,30,370.55,36.8,35.5,21,35.83,29,33.364,27,7.0,56.549,64.81,59,57,0.629,11,0,0.585,11,4,12,52.6,1.137,6,6.501,0
6.0,7,0.108,34,398.61,36.5,37.5,23,39.353,31,36.417,29,6.3,62.316,71.64,65,63,0.625,11,0,0.578,11,4,12,54.0,1.137,6,6.327,0
6.0,5,0.094,26,342.49,37.3,33.5,19,32.307,27,30.31,25,7.8,50.781,57.979,53,51,0.633,11,0,0.594,11,4,12,51.0,1.137,6,6.715,0
7.0,8,0.103,40,480.72,37.3,45.5,28,47.091,38,43.712,35,5.3,74.294,85.095,78,75,0.628,12,0,0.583,11,4,13,53.3,1.135,7,6.41,0
6.523,8,0.107,38,466.69,37.5,44.5,27,45.33,37,42.186,34,5.6,71.41,81.68,75,72,0.63,12,0,0.586,11,4,13,52.8,1.134,7,6.482,0
7.523,9,0.115,36,508.72,43.2,54.5,32,49.114,42,45.944,38,5.4,73.199,83.055,78,74,0.664,23,0,0.621,23,4,24,48.6,1.122,6,6.875,0
6.914,7,0.101,35,425.63,37.9,40.5,25,41.563,34,38.637,31,4.5,65.425,74.766,69,66,0.63,11,0,0.585,11,3,12,53.0,1.133,6,6.449,0
7.0,7,0.104,34,410.62,37.5,39.5,24,40.353,33,37.417,30,6.3,63.316,72.64,67,64,0.631,11,0,0.585,11,4,12,53.1,1.135,6,6.416,0
6.0,8,0.121,34,434.67,34.4,39.5,22,40.455,32,37.319,30,6.3,63.72,72.769,66,64,0.632,10,0,0.583,11,4,13,53.1,1.137,8,6.792,0
7.0,11,0.147,40,476.76,34.2,42.5,25,45.739,35,41.899,33,5.5,72.37,83.015,75,73,0.627,10,0,0.574,11,4,13,54.8,1.137,8,6.531,0
7.495,6,0.107,29,339.53,38.9,33.0,21,34.37,27,31.627,25,5.6,53.12,61.102,56,54,0.636,12,0,0.586,12,3,12,53.7,1.132,4,6.288,0
6.886,7,0.097,37,439.66,37.7,41.5,26,43.324,35,40.164,32,4.3,68.309,78.182,72,69,0.628,11,0,0.582,11,3,12,53.6,1.133,6,6.372,0
7.585,8,0.11,38,438.68,37.1,41.5,26,43.876,35,40.471,32,5.7,69.083,79.47,73,70,0.627,11,0,0.578,11,4,12,54.3,1.135,6,6.267,0
7.523,8,0.114,34,446.65,40.3,45.5,27,43.353,36,40.417,33,6.0,66.316,75.64,70,67,0.647,17,0,0.603,17,4,18,50.7,1.129,6,6.666,0
7.092,9,0.117,42,454.73,36.0,41.5,27,46.398,35,42.524,33,5.3,73.85,85.301,77,75,0.619,11,0,0.567,11,4,12,56.0,1.137,6,6.063,0
6.523,9,0.132,36,412.64,36.4,38.5,24,41.114,32,37.944,30,6.1,65.199,75.055,68,66,0.623,11,0,0.575,11,4,12,54.5,1.137,6,6.252,0
7.301,10,0.135,40,440.7,36.1,40.5,26,44.637,34,40.998,32,5.6,70.967,81.886,74,72,0.62,11,0,0.569,11,4,12,55.6,1.137,6,6.121,0
6.0,6,0.102,30,370.55,36.8,35.5,21,35.83,29,33.364,27,7.0,56.549,64.81,59,57,0.629,11,0,0.585,11,4,12,52.6,1.137,6,6.501,0
7.143,9,0.125,38,462.73,34.3,41.5,24,43.978,34,40.373,32,5.7,69.487,79.6,72,70,0.628,10,0,0.577,11,4,13,54.3,1.137,8,6.61,0
7.0,8,0.113,38,426.67,36.2,39.5,25,42.876,33,39.471,31,5.8,68.083,78.47,71,69,0.621,11,0,0.572,11,4,12,55.1,1.137,6,6.184,0
6.0,10,0.145,36,448.7,34.3,40.5,23,42.216,33,38.846,31,6.0,66.603,76.185,69,67,0.63,10,0,0.58,11,4,13,53.7,1.137,8,6.697,0
6.0,6,0.1,29,383.54,38.6,37.5,22,36.279,31,34.057,28,5.3,56.774,64.521,60,57,0.636,11,0,0.597,11,3,12,50.9,1.132,6,6.729,0
7.481,6,0.091,33,427.67,38.1,39.5,24,40.995,33,37.583,30,4.8,62.29,71.062,66,63,0.651,11,0,0.597,11,3,12,52.4,1.128,6,6.788,0
7.0,7,0.106,33,411.6,38.1,39.5,24,39.802,33,37.111,30,4.8,62.541,71.351,66,63,0.632,11,0,0.589,11,3,12,52.4,1.133,6,6.533,0
6.523,8,0.11,36,468.66,37.1,44.5,26,44.023,37,41.374,34,5.7,69.854,79.474,73,70,0.629,12,0,0.591,11,4,13,51.4,1.135,8,6.695,0
7.301,9,0.106,46,494.8,36.6,45.5,30,50.921,39,46.578,36,4.9,80.617,93.131,85,82,0.621,11,0,0.568,11,4,12,56.1,1.136,6,6.034,0
7.0,8,0.101,42,466.74,36.8,43.5,28,47.398,37,43.524,34,5.3,74.85,86.301,79,76,0.624,11,0,0.573,11,4,12,55.3,1.136,6,6.141,0
7.201,7,0.103,33,435.62,40.0,43.0,26,41.802,35,39.111,32,4.6,64.541,73.351,68,65,0.643,14,0,0.602,12,3,14,50.8,1.128,6,6.702,0
7.187,8,0.11,35,477.67,38.6,47.0,27,44.813,38,42.153,35,7.1,69.745,79.348,73,70,0.64,16,0,0.602,12,5,15,50.0,1.134,8,6.824,0
7.77,7,0.099,35,449.65,39.7,44.0,27,43.563,36,40.637,33,4.4,67.425,76.766,71,68,0.641,14,0,0.598,12,3,14,51.5,1.129,6,6.612,0
7.244,7,0.1,31,469.63,43.9,50.0,29,44.04,39,41.584,35,4.5,65.658,73.936,70,66,0.667,20,0,0.63,18,3,20,47.0,1.12,6,7.116,0
7.658,7,0.109,33,395.6,38.7,38.0,24,39.347,31,36.396,29,4.8,61.214,70.142,64,62,0.635,13,0,0.587,12,3,13,53.2,1.131,5,6.381,0
7.509,8,0.129,31,417.63,36.7,39.0,22,38.688,31,35.771,29,5.0,59.734,67.856,62,60,0.645,12,0,0.596,12,3,14,51.7,1.131,7,6.96,0
7.495,10,0.147,37,395.65,37.9,37.0,25,41.415,31,37.735,29,4.5,64.654,74.763,68,66,0.628,12,0,0.572,12,3,12,56.1,1.133,4,5.995,0
6.523,7,0.108,34,398.61,36.5,37.5,23,39.353,31,36.417,29,6.3,62.316,71.64,65,63,0.625,11,0,0.578,11,4,12,54.0,1.137,6,6.327,0
6.777,6,0.095,31,397.57,38.3,38.5,23,38.04,32,35.584,29,5.0,59.658,67.936,63,60,0.634,11,0,0.593,11,3,12,51.7,1.132,6,6.626,0
7.553,7,0.115,31,381.57,39.0,37.0,23,37.586,30,34.869,28,5.1,58.33,66.727,61,59,0.637,13,0,0.591,12,3,13,52.5,1.131,5,6.467,0
6.478,5,0.083,27,409.6,41.1,41.5,23,37.711,33,35.002,29,5.4,55.64,62.816,60,56,0.673,13,0,0.625,15,3,16,48.2,1.122,6,7.314,0
7.027,7,0.108,31,421.59,40.3,42.0,25,40.04,34,37.584,31,4.8,61.658,69.936,65,62,0.646,14,0,0.606,12,3,14,50.0,1.128,6,6.8,0
7.276,5,0.085,28,372.55,44.6,40.0,25,37.364,31,34.606,28,3.6,55.018,62.604,59,56,0.667,18,0,0.618,18,2,18,50.0,1.118,3,6.653,0
7.699,8,0.116,33,443.64,42.4,46.0,28,43.347,36,40.396,33,4.5,65.214,74.142,69,66,0.657,19,0,0.612,18,3,19,50.0,1.123,5,6.722,0
7.0,6,0.128,27,261.45,37.0,23.0,17,28.358,20,25.585,19,2.2,44.916,52.105,47,46,0.616,6,0,0.556,6,1,6,58.7,1.133,2,5.684,0
6.049,6,0.109,23,410.94,42.3,41.0,22,35.404,32,33.611,29,7.7,52.222,58.508,55,52,0.681,15,0,0.646,12,4,15,44.2,1.125,7,7.903,1
6.117,6,0.103,25,424.97,41.8,42.0,23,37.165,33,35.137,30,7.3,55.105,61.923,58,55,0.676,15,0,0.639,12,4,15,45.5,1.126,7,7.727,1
6.851,4,0.073,27,333.52,42.3,35.0,22,34.154,28,31.386,25,5.8,50.909,58.477,55,52,0.657,13,0,0.604,12,3,13,51.9,1.125,3,6.414,0
5.699,3,0.054,25,343.51,45.1,39.0,23,34.393,31,31.859,26,5.9,50.025,57.062,56,51,0.674,14,0,0.625,16,3,16,49.0,1.119,3,6.735,0
6.863,9,0.138,31,417.6,41.9,43.0,26,40.586,34,37.869,31,4.8,61.33,69.727,65,62,0.655,17,0,0.611,18,3,18,50.0,1.125,5,6.735,0
6.197,5,0.086,29,343.55,45.5,37.0,25,36.665,29,33.397,26,1.8,53.472,61.311,58,55,0.667,16,0,0.607,12,1,14,52.7,1.115,1,6.246,0
5.0,0,0.0,17,251.35,47.2,28.0,17,24.551,22,22.951,19,2.8,35.498,40.029,39,36,0.682,12,0,0.638,12,1,12,47.2,1.112,2,6.982,0
6.0,11,0.196,29,394.42,40.0,33.0,22,36.597,27,33.293,26,1.8,54.331,61.824,56,55,0.665,12,0,0.605,12,1,12,52.7,1.124,4,7.171,2
6.83,5,0.109,23,305.49,36.4,28.0,16,28.733,23,26.234,21,6.8,43.545,49.776,46,44,0.653,7,0,0.596,10,3,10,52.3,1.131,5,6.943,0
6.53,9,0.138,31,417.6,41.9,43.0,26,40.586,34,37.869,31,4.8,61.33,69.727,65,62,0.655,17,0,0.611,18,3,18,50.0,1.125,5,6.735,0
8.301,3,0.061,22,408.4,39.1,32.5,18,32.086,27,29.259,24,6.5,45.774,51.618,49,46,0.698,10,0,0.636,11,3,11,47.8,1.122,6,8.878,1
6.0,13,0.21,34,388.04,39.3,34.0,24,39.262,28,35.519,27,1.6,59.774,68.71,62,61,0.644,12,0,0.582,12,1,12,55.7,1.126,3,6.361,1
6.0,8,0.148,27,341.49,40.4,33.0,21,33.267,27,31.014,25,1.9,51.571,58.524,54,52,0.64,12,0,0.596,12,1,12,51.9,1.125,4,6.567,0
5.597,6,0.1,27,428.44,42.9,41.0,24,38.631,33,35.568,29,5.4,55.44,62.781,60,56,0.69,14,0,0.635,16,3,16,48.2,1.121,5,7.651,2
5.75,4,0.068,26,375.53,44.4,41.0,24,36.091,33,33.769,28,5.6,53.421,60.817,59,54,0.668,14,1,0.625,16,3,16,48.1,1.126,4,6.954,1
6.472,10,0.189,28,345.95,40.4,31.0,21,33.978,25,30.939,24,1.9,51.123,58.465,53,52,0.653,12,0,0.595,12,1,12,53.8,1.124,3,6.653,1
6.0,0,0.0,22,339.86,35.6,29.0,16,28.853,25,27.304,23,6.7,45.447,51.219,47,45,0.641,7,0,0.607,6,3,7,48.9,1.138,7,7.552,1
8.155,5,0.082,26,419.54,43.9,45.0,25,38.0,35,36.199,31,5.3,57.076,64.236,61,57,0.667,17,1,0.635,16,3,18,45.6,1.127,6,7.36,1
10.77,5,0.088,25,417.95,40.7,39.0,22,35.858,32,34.026,29,5.6,54.4,61.18,57,54,0.664,13,1,0.63,12,3,13,46.3,1.133,7,7.74,2
6.799,9,0.13,36,408.66,36.4,39.0,24,41.455,33,38.03,30,9.1,64.865,75.218,69,66,0.628,10,0,0.576,12,6,12,54.5,1.14,6,6.192,0
7.469,9,0.129,37,407.67,37.3,39.0,25,42.211,33,38.536,30,7.5,65.647,76.135,70,67,0.63,11,0,0.575,12,5,12,55.2,1.136,5,6.085,0
7.959,9,0.127,36,475.56,38.2,41.0,26,44.682,35,40.696,32,5.9,67.076,76.94,71,68,0.657,12,0,0.598,12,4,12,52.9,1.131,6,6.994,2
7.62,9,0.123,39,421.7,37.1,40.0,26,43.972,34,40.063,31,7.1,68.53,79.55,73,70,0.628,11,0,0.572,12,5,12,55.7,1.136,5,6.024,0
7.155,9,0.117,42,434.74,37.8,41.0,28,46.489,35,42.095,32,5.4,72.196,83.882,77,74,0.628,12,0,0.569,12,4,12,56.8,1.134,4,5.875,0
9.0,9,0.127,38,406.68,38.2,39.0,26,42.967,33,39.041,30,5.9,66.428,77.052,71,68,0.632,12,0,0.574,12,4,12,55.9,1.133,4,5.981,0
7.569,11,0.139,42,466.74,36.8,43.0,28,47.398,37,43.524,34,5.3,74.85,86.301,79,76,0.624,12,0,0.573,12,4,12,55.3,1.136,6,6.141,0
5.585,3,0.058,23,345.48,44.9,39.0,22,33.086,29,31.047,26,6.1,48.469,54.856,52,49,0.675,13,0,0.634,16,3,17,46.9,1.12,4,7.051,0
7.699,9,0.122,40,420.71,38.0,40.0,27,44.728,34,40.568,31,5.6,69.312,80.467,74,71,0.63,12,0,0.571,12,4,12,56.3,1.133,4,5.925,0
6.046,5,0.114,22,274.4,38.1,26.0,16,26.534,22,24.74,20,4.8,41.694,47.567,44,42,0.632,7,0,0.589,6,2,7,52.4,1.133,4,6.533,0
7.387,9,0.117,39,457.73,39.7,46.5,29,46.972,38,43.063,34,6.8,71.53,82.55,77,73,0.643,15,0,0.59,17,5,17,53.4,1.131,5,6.27,0
7.357,9,0.123,39,421.7,37.1,40.0,26,43.972,34,40.063,31,7.1,68.53,79.55,73,70,0.628,11,0,0.572,12,5,12,55.7,1.136,5,6.024,0
7.481,9,0.118,41,435.73,37.0,41.0,27,45.734,35,41.589,32,6.8,71.414,82.965,76,73,0.626,11,0,0.57,12,5,12,56.2,1.137,5,5.969,0
8.398,10,0.133,39,471.15,37.5,42.0,27,46.04,36,42.11,33,5.6,70.963,81.62,75,72,0.639,12,0,0.585,12,4,12,54.2,1.134,6,6.544,1
6.0,8,0.148,27,341.49,40.4,33.0,21,33.267,27,31.014,25,1.9,51.571,58.524,54,52,0.64,12,0,0.596,12,1,12,51.9,1.125,4,6.567,0
6.0,13,0.203,35,385.6,38.1,35.0,24,39.313,29,36.121,28,1.6,62.105,71.185,64,63,0.624,12,0,0.573,12,1,12,55.6,1.13,4,6.121,0
6.057,12,0.203,32,374.01,39.7,33.0,23,37.501,27,33.993,26,1.7,56.89,65.295,59,58,0.647,12,0,0.586,12,1,12,55.2,1.126,3,6.448,1
6.951,4,0.073,27,329.52,46.2,36.0,24,34.904,28,31.87,25,1.9,50.589,57.896,55,52,0.671,16,0,0.613,12,1,14,51.9,1.113,1,6.337,0
5.616,2,0.043,19,306.41,47.6,35.0,20,28.802,27,27.167,23,4.8,41.669,47.073,46,42,0.686,14,1,0.647,16,2,16,45.2,1.121,3,7.295,1
6.796,6,0.128,27,261.45,37.0,23.0,17,28.358,20,25.585,19,2.2,44.916,52.105,47,46,0.616,6,0,0.556,6,1,6,58.7,1.133,2,5.684,0
5.0,1,0.026,18,226.35,42.9,25.0,15,23.103,20,21.257,17,5.7,34.272,39.318,38,35,0.66,8,0,0.607,10,2,10,51.4,1.123,2,6.467,0
6.0,3,0.073,21,243.38,41.0,24.0,16,25.074,20,23.004,18,2.6,38.265,43.86,41,39,0.643,8,0,0.59,6,1,7,53.8,1.125,2,6.241,0
6.928,2,0.048,21,243.38,41.0,24.0,16,25.074,21,23.004,18,2.6,38.265,43.86,42,39,0.643,6,0,0.59,6,1,6,53.8,1.125,2,6.241,0
6.0,12,0.2,33,355.57,39.0,33.0,23,37.097,27,33.88,26,1.7,57.894,66.56,60,59,0.629,12,0,0.574,12,1,12,55.9,1.128,3,6.027,0
5.421,5,0.085,25,442.42,43.6,43.0,24,38.324,34,35.756,30,5.5,54.883,61.575,59,55,0.697,15,0,0.65,16,3,17,45.5,1.12,6,8.044,2
5.665,1,0.024,19,265.38,46.2,29.0,18,26.313,23,24.477,20,2.6,38.382,43.445,42,39,0.675,12,0,0.628,12,1,12,48.7,1.114,2,6.805,0
5.896,5,0.096,24,320.47,43.8,35.5,21,31.841,28,29.552,24,4.2,47.251,53.773,52,48,0.663,12,0,0.616,15,2,15,50.0,1.12,3,6.676,0
6.951,11,0.196,30,359.98,40.0,32.0,22,35.739,26,32.466,25,1.8,54.007,61.88,56,55,0.65,12,0,0.59,12,1,12,54.5,1.125,3,6.545,1
7.527,1,0.021,22,347.95,40.0,31.5,18,31.137,26,28.347,23,6.7,44.542,50.511,48,45,0.692,10,0,0.63,11,3,11,48.9,1.122,5,7.732,1
7.119,4,0.073,26,347.51,46.2,37.0,24,34.841,29,32.253,26,1.9,51.101,58.236,55,52,0.67,16,1,0.62,12,1,14,50.0,1.12,2,6.683,1
7.102,1,0.023,21,263.41,46.3,29.0,19,27.62,23,25.289,20,2.4,39.938,45.65,44,41,0.674,12,0,0.617,12,1,12,51.2,1.113,1,6.425,0
4.78,0,0.0,16,212.32,43.8,24.0,14,21.341,19,19.73,16,6.3,31.389,35.903,35,32,0.667,8,0,0.617,10,2,10,50.0,1.122,2,6.635,0
5.438,2,0.043,20,288.42,47.6,34.0,20,28.864,26,26.784,22,4.8,41.156,46.733,46,42,0.687,14,0,0.638,16,2,16,47.6,1.113,2,6.867,0
6.187,4,0.08,20,387.33,45.7,38.0,21,32.796,30,30.681,26,4.3,46.014,51.246,50,46,0.713,14,0,0.667,16,2,16,43.5,1.114,5,8.42,2
5.0,1,0.023,18,274.39,48.7,33.0,19,27.103,25,25.257,21,5.1,38.272,43.318,43,39,0.695,14,0,0.648,16,2,16,46.2,1.111,2,7.036,0
8.523,5,0.111,25,263.42,36.4,23.0,16,27.052,20,24.773,19,2.3,43.36,49.9,45,44,0.615,6,0,0.563,6,1,6,56.8,1.134,3,5.987,0
5.036,3,0.058,25,315.49,46.9,35.0,23,33.143,27,30.343,24,2.0,47.705,54.481,52,49,0.676,16,0,0.619,12,1,14,51.0,1.112,1,6.439,0
5.0,4,0.085,24,284.44,40.0,29.0,18,28.841,23,26.552,21,4.4,44.251,50.773,47,45,0.641,9,0,0.59,10,2,11,53.3,1.128,3,6.321,0
10.398,5,0.114,21,287.4,38.1,29.0,16,26.779,23,25.235,21,7.1,41.912,47.651,44,42,0.638,9,0,0.601,10,3,11,50.0,1.135,5,6.843,0
7.728,5,0.111,23,289.49,37.2,27.0,16,28.279,22,25.519,20,7.0,42.218,48.567,45,43,0.658,7,0,0.593,10,3,10,53.5,1.129,4,6.732,0
5.79,5,0.079,28,392.58,48.3,46.0,28,39.91,35,36.891,30,3.4,56.69,64.394,63,58,0.688,20,0,0.636,22,2,22,48.3,1.11,2,6.769,0
5.334,4,0.073,26,363.96,46.2,37.0,24,35.762,29,32.697,26,1.9,50.912,57.84,55,52,0.688,16,0,0.629,12,1,14,50.0,1.112,2,6.999,1
5.0,3,0.063,23,293.44,44.4,31.0,20,29.836,25,27.531,22,2.2,44.149,50.275,48,45,0.663,12,0,0.612,12,1,12,51.1,1.117,2,6.521,0
8.51,2,0.042,22,347.95,40.0,31.5,18,31.137,26,28.347,23,6.7,44.542,50.511,48,45,0.692,10,0,0.63,11,3,11,48.9,1.122,5,7.732,1
7.659,3,0.061,22,347.5,39.1,32.5,18,30.671,27,28.617,24,6.5,46.058,52.116,49,46,0.667,10,1,0.622,11,3,11,47.8,1.133,6,7.554,1
6.0,12,0.2,33,355.57,39.0,33.0,23,37.097,27,33.88,26,1.7,57.894,66.56,60,59,0.629,12,0,0.574,12,1,12,55.9,1.128,3,6.027,0
5.0,4,0.091,22,270.41,40.5,28.0,17,27.08,22,25.026,20,4.8,41.367,47.358,44,42,0.645,9,0,0.596,10,2,11,52.4,1.128,3,6.438,0
5.966,5,0.109,24,272.43,38.6,26.0,17,27.841,22,25.552,20,4.5,43.251,49.773,46,44,0.633,7,0,0.581,6,2,7,54.5,1.131,3,6.192,0
7.0,6,0.107,26,346.51,44.2,38.0,23,34.603,30,32.079,26,3.8,51.134,58.188,56,52,0.665,14,0,0.617,16,2,16,50.0,1.119,3,6.664,0
5.893,5,0.094,24,332.48,44.9,37.0,22,32.841,29,30.552,25,4.1,48.251,54.773,53,49,0.67,14,0,0.624,16,2,16,49.0,1.118,3,6.785,0
5.74,5,0.086,28,344.54,44.4,38.0,24,35.91,30,32.891,26,3.7,52.69,60.394,58,54,0.665,14,0,0.609,16,2,16,51.9,1.118,2,6.38,0
6.451,4,0.074,26,334.51,41.2,35.0,21,33.398,28,30.88,25,7.8,50.127,57.56,54,51,0.655,12,0,0.605,12,4,13,51.0,1.129,4,6.559,0
7.0,5,0.085,29,359.55,44.6,38.0,25,37.12,30,34.111,27,1.8,54.8,62.521,59,56,0.663,16,0,0.609,12,1,14,51.8,1.116,2,6.421,0
6.377,4,0.073,27,329.52,46.2,36.0,24,34.904,28,31.87,25,1.9,50.589,57.896,55,52,0.671,16,0,0.613,12,1,14,51.9,1.113,1,6.337,0
4.428,3,0.071,19,274.37,41.0,28.0,16,25.256,23,23.882,20,5.1,38.996,44.283,42,39,0.648,8,1,0.612,10,2,10,48.7,1.135,4,7.035,1
6.967,0,0.0,17,251.35,47.2,28.0,17,24.551,22,22.951,19,2.8,35.498,40.029,39,36,0.682,12,0,0.638,12,1,12,47.2,1.112,2,6.982,0
5.609,3,0.06,22,314.46,47.8,37.0,22,31.625,28,29.311,24,4.3,45.04,51.149,50,46,0.688,16,0,0.637,16,2,17,47.8,1.112,2,6.836,0
4.951,2,0.049,20,240.38,42.1,26.0,16,24.864,21,22.784,18,5.3,37.156,42.733,41,38,0.654,8,0,0.6,10,2,10,52.6,1.125,2,6.326,0
4.036,1,0.025,18,270.36,42.1,28.0,16,25.012,22,23.687,20,5.3,37.927,42.737,40,38,0.658,12,0,0.623,12,2,12,47.4,1.125,4,7.115,0
5.593,4,0.069,26,397.52,45.5,40.0,25,36.478,32,34.547,29,1.8,55.01,62.33,58,55,0.663,16,3,0.628,12,1,14,47.3,1.133,4,7.228,3
6.602,2,0.042,23,293.44,44.4,31.0,20,29.836,25,27.531,22,2.2,44.149,50.275,48,45,0.663,12,0,0.612,12,1,12,51.1,1.117,2,6.521,0
8.226,3,0.061,22,363.95,39.1,32.5,18,31.591,27,29.062,24,6.5,45.869,51.72,49,46,0.687,10,0,0.632,11,3,11,47.8,1.124,6,7.912,1
4.283,3,0.056,21,371.47,46.9,43.0,23,33.779,33,32.235,28,6.1,48.912,54.651,54,49,0.689,16,0,0.658,16,3,18,42.9,1.115,5,7.581,0
