pXC50,nC,Sp,nBT,nAT,Sv,nP,O.,nSK,Si,Me,nAB,Se,AMW,nH,nBO,nCsp2,nCsp3,nO,nHM,H.,nDB,SCBO,RBN,MW,nBM,Mv,nN,nHet,nTB,Mp
6.558,29,45.319,73,70,42.143,0,4.3,34,78.683,0.989,12,69.207,6.581,36,37,15,14,3,0,51.4,3,46.0,9,460.67,15,0.602,2,5,0,0.647
6.646,41,59.591,96,87,57.717,0,9.2,51,96.73,1.01,34,87.843,7.871,36,60,30,11,8,0,41.4,0,77.0,8,684.79,34,0.663,2,10,0,0.685
6.495,40,57.83,93,84,56.19,0,9.5,50,93.315,1.011,34,84.96,7.985,34,59,30,10,8,0,40.5,0,76.0,7,670.76,34,0.669,2,10,0,0.688
5.824,29,43.415,68,63,41.535,0,7.9,36,70.095,1.008,23,63.491,8.016,27,41,21,8,5,1,42.9,0,52.5,8,505.02,23,0.659,1,7,0,0.689
6.577,28,42.148,65,60,40.206,0,8.3,35,66.577,1.009,23,60.512,8.924,25,40,21,7,5,1,41.7,0,51.5,7,535.44,23,0.67,1,7,0,0.702
6.469,28,41.801,67,62,40.202,0,8.1,35,69.234,1.006,23,62.385,7.606,27,40,20,8,5,0,43.5,0,51.5,8,471.57,23,0.648,2,7,0,0.674
6.807,29,43.108,69,64,41.014,0,6.3,35,71.439,0.999,23,63.941,7.337,29,40,21,8,4,0,45.3,0,51.5,7,469.6,23,0.641,2,6,0,0.674
6.445,32,45.557,72,66,43.707,0,7.6,38,73.151,1.003,28,66.167,7.676,28,44,25,7,5,0,42.4,0,58.0,7,506.61,28,0.662,1,6,0,0.69
6.301,32,46.75,72,66,44.179,0,6.1,38,72.861,0.999,28,65.916,7.919,28,44,25,7,4,1,42.4,0,58.0,7,522.68,28,0.669,1,6,0,0.708
6.129,29,43.909,68,63,41.732,0,7.9,36,69.992,1.006,23,63.396,8.722,27,41,21,8,5,1,42.9,0,52.5,8,549.47,23,0.662,1,7,0,0.697
5.87,33,48.512,75,69,45.706,0,5.8,39,76.276,0.997,28,68.8,7.778,30,45,25,8,4,1,43.5,0,59.0,8,536.71,28,0.662,1,6,0,0.703
6.398,28,41.949,67,62,41.105,0,11.3,37,69.237,1.019,23,63.156,8.09,25,42,21,7,7,0,40.3,2,55.5,8,501.55,25,0.663,2,9,0,0.677
6.272,28,41.04,65,60,39.675,0,8.3,35,66.818,1.008,23,60.502,7.826,25,40,22,6,5,0,41.7,1,52.5,6,469.55,24,0.661,2,7,0,0.684
5.836,29,42.801,68,63,41.202,0,7.9,36,70.234,1.006,23,63.385,7.676,27,41,22,7,5,0,42.9,1,53.5,6,483.58,24,0.654,2,7,0,0.679
5.187,28,42.193,67,62,41.599,0,11.3,38,69.32,1.022,23,63.374,8.299,24,43,22,6,7,0,38.7,3,57.5,7,514.55,26,0.671,3,10,0,0.681
6.146,28,41.654,65,60,40.008,0,8.3,35,66.679,1.01,23,60.607,8.183,25,40,21,7,5,1,41.7,0,51.5,7,490.99,23,0.667,1,7,0,0.694
6.86,28,41.347,66,61,39.487,0,6.6,34,68.024,1.001,23,61.058,7.468,27,39,21,7,4,0,44.3,0,50.5,7,455.57,23,0.647,2,6,0,0.678
6.708,26,38.205,61,56,36.697,0,7.1,32,62.401,1.004,23,56.232,7.652,24,37,20,6,4,0,42.9,0,48.5,5,428.52,23,0.655,2,6,0,0.682
6.445,27,39.966,64,59,38.224,0,6.8,33,65.817,1.002,23,59.116,7.501,26,38,20,7,4,0,44.1,0,49.5,6,442.55,23,0.648,2,6,0,0.677
5.721,33,47.318,75,69,45.234,0,7.2,39,76.566,1.001,28,69.051,7.546,30,45,25,8,5,0,43.5,0,59.0,8,520.64,28,0.656,1,6,0,0.686
5.413,28,41.898,65,60,40.502,0,8.3,36,66.762,1.014,23,60.825,8.4,24,41,22,6,5,1,40.0,1,53.5,6,503.99,24,0.675,2,8,0,0.698
7.319,27,39.966,64,59,38.224,0,6.8,33,65.817,1.002,23,59.116,7.501,26,38,20,7,4,0,44.1,0,49.5,5,442.55,23,0.648,2,6,0,0.677
6.818,28,41.728,67,62,39.75,0,6.5,34,69.232,1.0,23,62.0,7.364,28,39,20,8,4,0,45.2,0,50.5,6,456.58,23,0.641,2,6,0,0.673
4.0,21,31.341,48,47,30.557,0,12.8,27,52.408,1.017,12,47.8,7.839,20,28,19,2,6,0,42.6,4,38.0,7,368.41,16,0.65,0,6,0,0.667
5.553,29,43.256,69,64,41.917,0,9.4,37,71.443,1.011,23,64.712,7.806,27,42,22,7,6,0,42.2,1,54.5,7,499.58,24,0.655,2,8,0,0.676
6.057,29,42.557,68,63,40.707,0,7.9,35,70.151,1.003,23,63.167,7.47,28,40,21,8,5,0,44.4,0,51.5,7,470.58,23,0.646,1,6,0,0.676
6.0,29,43.012,69,64,41.422,0,9.4,36,71.36,1.008,23,64.494,7.603,28,41,21,8,6,0,43.8,0,52.5,8,486.58,23,0.647,1,7,0,0.672
6.754,42,61.353,99,90,59.244,0,8.9,52,100.145,1.008,34,90.727,7.765,38,61,30,12,8,0,42.2,0,78.0,9,698.82,34,0.658,2,10,0,0.682
6.126,30,44.773,72,67,42.949,0,9.0,37,74.775,1.006,23,67.378,7.472,30,42,21,9,6,0,44.8,0,53.5,9,500.61,23,0.641,1,7,0,0.668
6.31,29,43.71,70,65,42.631,0,10.8,38,72.652,1.016,23,66.04,7.932,27,43,21,8,7,0,41.5,2,56.5,9,515.58,25,0.656,2,9,0,0.672
4.68,12,17.057,26,24,16.15,0,0.0,14,26.657,0.989,15,23.738,7.593,10,16,11,1,0,0,41.7,0,23.5,0,182.24,15,0.673,2,2,0,0.711
6.345,39,57.91,94,87,53.535,0,2.3,43,97.135,0.982,24,85.414,6.584,44,50,24,15,2,0,50.6,0,62.0,6,572.85,24,0.615,2,4,0,0.666
7.252,28,41.921,66,62,38.934,0,0.0,32,69.391,0.982,23,60.894,6.816,30,36,20,8,0,0,48.4,0,47.5,7,422.62,23,0.628,4,4,0,0.676
7.252,26,40.307,65,62,39.761,0,0.0,36,71.844,1.03,18,63.854,8.203,26,39,16,10,0,0,41.9,0,48.0,7,508.56,18,0.641,4,10,0,0.65
4.824,23,36.097,57,54,34.09,0,1.9,29,60.853,0.994,18,53.672,7.176,25,32,17,6,1,0,46.3,1,42.0,6,387.53,19,0.631,5,6,0,0.668
4.62,24,37.16,59,56,34.407,0,0.0,28,62.976,0.982,18,55.01,6.653,28,31,16,8,0,0,50.0,0,40.0,7,372.56,18,0.614,4,4,0,0.664
7.06,26,40.682,65,62,37.461,0,0.0,30,69.806,0.98,18,60.778,6.462,32,33,16,10,0,0,51.6,0,42.0,8,400.62,18,0.604,4,4,0,0.656
7.658,27,41.682,67,63,38.461,0,0.0,31,70.806,0.981,18,61.778,6.55,32,35,16,11,0,0,50.8,0,44.0,6,412.63,18,0.61,4,4,0,0.662
6.959,25,39.375,63,60,36.649,0,1.7,30,67.6,0.987,18,59.221,6.71,30,33,16,9,1,0,50.0,0,42.0,8,402.59,18,0.611,4,5,0,0.656
5.523,27,42.444,68,65,38.988,0,0.0,31,73.221,0.979,18,63.661,6.379,34,34,16,11,0,0,52.3,0,43.0,7,414.65,18,0.6,4,4,0,0.653
7.046,25,38.921,62,59,35.934,0,0.0,29,66.391,0.981,18,57.894,6.552,30,32,16,9,0,0,50.8,0,41.0,7,386.59,18,0.609,4,4,0,0.66
6.658,19,31.853,52,50,29.595,0,2.0,24,56.77,0.989,12,49.454,6.53,26,26,10,9,1,0,52.0,0,32.0,7,326.49,12,0.592,4,5,0,0.637
6.62,18,29.637,48,46,27.354,0,0.0,22,52.145,0.984,12,45.243,6.445,24,24,10,8,0,0,52.2,0,30.0,6,296.46,12,0.595,4,4,0,0.644
5.824,23,36.404,58,55,33.902,0,0.0,28,62.059,0.986,18,54.229,6.792,27,31,16,7,0,0,49.1,0,40.0,7,373.55,18,0.616,5,5,0,0.662
5.377,24,36.853,58,55,34.595,0,1.8,29,61.77,0.99,18,54.454,7.028,26,32,17,7,1,0,47.3,1,42.0,6,386.54,19,0.629,4,5,0,0.67
4.77,23,36.097,57,54,34.09,0,1.9,29,60.853,0.994,18,53.672,7.176,25,32,17,6,1,0,46.3,1,42.0,6,387.53,19,0.631,5,6,0,0.668
4.201,24,37.802,58,55,34.573,0,0.0,28,61.397,0.982,18,53.985,7.084,27,31,16,8,0,1,49.1,0,40.0,7,389.61,18,0.629,3,4,0,0.687
6.456,24,37.097,59,56,34.79,0,0.0,29,63.315,0.991,18,55.523,6.974,27,32,16,8,0,0,48.2,0,41.0,7,390.55,18,0.621,4,5,0,0.662
7.244,23,36.404,58,55,33.902,0,0.0,28,62.059,0.986,18,54.229,6.792,27,31,15,8,0,0,49.1,0,40.0,7,373.55,18,0.616,5,5,0,0.662
7.013,22,36.046,56,53,33.068,0,0.0,27,59.48,0.985,17,52.203,7.143,26,30,14,8,0,1,49.1,0,38.5,7,378.59,17,0.624,4,5,0,0.68
6.678,26,41.688,67,64,38.482,0,0.0,31,72.304,0.982,18,62.879,6.494,33,34,16,10,0,0,51.6,0,43.0,8,415.64,18,0.601,5,5,0,0.651
7.0,25,38.404,60,57,35.902,0,0.0,30,64.059,0.986,18,56.229,6.975,27,33,16,8,0,0,47.4,0,44.0,7,397.57,19,0.63,5,5,1,0.674
7.137,25,39.069,63,59,36.837,0,3.4,31,66.394,0.994,18,58.665,7.061,28,35,16,9,2,0,47.5,0,44.0,7,416.57,18,0.624,4,6,0,0.662
7.268,26,40.375,64,61,37.649,0,1.6,31,68.6,0.987,18,60.221,6.797,30,34,17,9,1,0,49.2,1,44.0,8,414.6,19,0.617,4,5,0,0.662
7.237,26,41.381,66,63,38.67,0,1.6,32,71.099,0.989,18,62.323,6.819,31,35,17,9,1,0,49.2,1,45.0,8,429.62,19,0.614,5,6,0,0.657
7.658,26,39.16,62,58,36.407,0,0.0,30,64.976,0.983,22,57.01,6.838,28,34,18,8,0,0,48.3,0,45.0,6,396.58,22,0.628,4,4,0,0.675
7.409,26,39.921,64,60,36.934,0,0.0,30,67.391,0.982,18,58.894,6.643,30,34,16,10,0,0,50.0,0,43.0,6,398.6,18,0.616,4,4,0,0.665
7.539,50,88.626,149,146,81.006,0,3.4,62,166.52,0.985,17,143.868,5.914,84,65,17,33,5,0,57.5,2,75.5,30,863.41,19,0.555,7,12,0,0.607
9.331,34,56.762,93,90,52.578,0,3.3,42,102.047,0.989,17,88.988,6.387,48,45,17,17,3,0,53.3,2,55.5,16,574.87,19,0.584,5,8,0,0.631
8.893,42,72.694,121,118,66.792,0,3.4,52,134.283,0.987,17,116.428,6.094,66,55,17,25,4,0,55.9,2,65.5,23,719.14,19,0.566,6,10,0,0.616
8.0,25,38.16,61,57,35.407,0,0.0,29,63.976,0.983,18,56.01,6.747,28,33,16,9,0,0,49.1,0,42.0,6,384.57,18,0.621,4,4,0,0.669
7.215,27,42.444,68,65,38.988,0,0.0,31,73.221,0.979,18,63.661,6.379,34,34,16,11,0,0,52.3,0,43.0,9,414.65,18,0.6,4,4,0,0.653
7.569,26,40.682,65,62,37.461,0,0.0,30,69.806,0.98,18,60.778,6.462,32,33,16,10,0,0,51.6,0,42.0,8,400.62,18,0.604,4,4,0,0.656
6.357,28,41.921,66,62,38.934,0,0.0,32,69.391,0.982,23,60.894,6.816,30,36,20,8,0,0,48.4,0,47.5,7,422.62,23,0.628,4,4,0,0.676
6.367,27,42.444,68,65,38.988,0,0.0,31,73.221,0.979,18,63.661,6.379,34,34,16,11,0,0,52.3,0,43.0,8,414.65,18,0.6,4,4,0,0.653
7.678,25,38.921,62,59,35.934,0,0.0,29,66.391,0.981,18,57.894,6.552,30,32,16,9,0,0,50.8,0,41.0,7,386.59,18,0.609,4,4,0,0.66
6.495,25,38.921,62,59,35.934,0,0.0,29,66.391,0.981,18,57.894,6.552,30,32,16,9,0,0,50.8,0,41.0,7,386.59,18,0.609,4,4,0,0.66
6.483,20,29.296,47,43,28.358,0,9.3,25,47.865,1.01,17,43.422,7.823,18,29,15,5,4,0,41.9,0,37.5,2,336.39,17,0.659,1,5,0,0.681
4.644,9,15.551,23,23,15.161,0,0.0,14,26.322,1.012,6,23.276,8.14,9,14,5,2,0,0,39.1,0,21.0,1,187.23,8,0.659,5,5,2,0.676
5.456,11,18.313,28,27,17.687,0,0.0,16,30.737,1.006,6,27.16,7.899,11,17,5,4,0,0,40.7,0,24.0,1,213.27,8,0.655,5,5,2,0.678
4.0,12,20.074,31,30,19.214,0,0.0,17,34.152,1.001,6,30.043,7.577,13,18,5,5,0,0,43.3,0,25.0,1,227.3,8,0.64,5,5,2,0.669
4.0,13,21.074,33,31,20.214,0,0.0,18,35.152,1.001,6,31.043,7.72,13,20,5,6,0,0,41.9,0,27.0,1,239.31,8,0.652,5,5,2,0.68
4.0,12,20.529,32,31,19.929,0,3.2,18,35.362,1.012,6,31.371,7.848,13,19,5,5,1,0,41.9,0,26.0,1,243.3,8,0.643,5,6,2,0.662
4.0,9,16.006,24,24,15.875,0,4.2,15,27.531,1.025,6,24.604,8.468,9,15,5,2,1,0,37.5,0,22.0,3,203.23,8,0.661,5,6,2,0.667
4.0,10,15.79,22,22,15.634,0,0.0,15,24.907,1.018,6,22.393,8.965,7,15,5,1,0,0,31.8,0,24.0,2,197.22,9,0.711,5,5,3,0.718
4.0,19,29.358,45,43,27.795,0,0.0,24,48.398,0.993,12,42.694,7.382,19,26,11,6,0,0,44.2,0,36.0,3,317.43,14,0.646,5,5,2,0.683
4.0,15,23.074,34,33,22.214,0,0.0,20,37.152,1.001,12,33.043,7.98,13,21,11,2,0,0,39.4,0,31.0,2,263.33,14,0.673,5,5,2,0.699
4.0,17,25.836,39,37,24.741,0,0.0,22,41.568,0.998,12,36.927,7.821,15,24,11,4,0,0,40.5,0,34.0,2,289.37,14,0.669,5,5,2,0.698
4.0,18,27.597,42,40,26.268,0,0.0,23,44.983,0.995,12,39.811,7.585,17,25,11,5,0,0,42.5,0,35.0,2,303.4,14,0.657,5,5,2,0.69
4.0,19,28.597,44,41,27.268,0,0.0,24,45.983,0.995,12,40.811,7.693,17,27,11,6,0,0,41.5,0,37.0,2,315.41,14,0.665,5,5,2,0.697
4.0,20,28.836,42,40,27.741,0,0.0,25,44.568,0.998,18,39.927,8.135,15,27,17,1,0,0,37.5,0,40.0,4,325.4,20,0.694,5,5,2,0.721
4.0,8,13.239,19,19,13.327,0,5.3,13,21.618,1.033,6,19.618,9.167,6,13,5,1,1,0,31.6,0,20.0,1,174.18,8,0.701,4,5,2,0.697
4.0,9,15.0,22,22,14.854,0,4.5,14,25.033,1.023,6,22.502,8.555,8,14,5,2,1,0,36.4,0,21.0,2,188.21,8,0.675,4,5,2,0.682
4.0,16,24.284,36,35,23.434,0,2.9,21,39.279,1.004,12,35.153,7.953,14,22,11,3,1,0,40.0,0,32.0,5,278.34,14,0.67,4,5,2,0.694
4.0,13,20.193,27,26,19.326,0,0.0,18,28.744,1.01,12,26.251,9.705,8,19,11,0,0,1,30.8,0,29.0,1,252.32,14,0.743,4,5,2,0.777
5.301,9,15.404,21,21,14.967,0,0.0,14,23.768,1.024,6,21.498,9.84,7,14,5,2,0,1,33.3,0,21.0,1,206.65,8,0.713,4,5,2,0.734
6.097,11,18.165,26,25,17.494,0,0.0,16,28.183,1.015,6,25.382,9.308,9,17,5,4,0,1,36.0,0,24.0,1,232.69,8,0.7,4,5,2,0.727
4.764,12,19.926,29,28,19.02,0,0.0,17,31.598,1.009,6,28.265,8.811,11,18,5,5,0,1,39.3,0,25.0,1,246.72,8,0.679,4,5,2,0.712
4.125,13,20.926,31,29,20.02,0,0.0,18,32.598,1.009,6,29.265,8.922,11,20,5,6,0,1,37.9,0,27.0,1,258.73,8,0.69,4,5,2,0.722
5.0,15,22.926,32,31,22.02,0,0.0,20,34.598,1.009,12,31.265,9.121,11,21,11,2,0,1,35.5,0,31.0,2,282.75,14,0.71,4,5,2,0.74
5.252,17,25.688,37,35,24.547,0,0.0,22,39.013,1.004,12,35.149,8.823,13,24,11,4,0,1,37.1,0,34.0,2,308.79,14,0.701,4,5,2,0.734
4.0,18,27.449,40,38,26.074,0,0.0,23,42.428,1.001,12,38.033,8.495,15,25,11,5,0,1,39.5,0,35.0,2,322.82,14,0.686,4,5,2,0.722
4.0,19,28.449,42,39,27.074,0,0.0,24,43.428,1.001,12,39.033,8.585,15,27,11,6,0,1,38.5,0,37.0,2,334.83,14,0.694,4,5,2,0.729
6.213,25,36.125,56,53,34.224,0,5.7,29,58.901,0.995,18,52.745,7.292,24,32,20,5,3,0,45.3,2,43.0,6,386.5,20,0.646,1,4,0,0.682
6.102,24,34.364,53,50,32.697,0,6.0,28,55.486,0.997,18,49.862,7.449,22,31,20,4,3,0,44.0,2,42.0,5,372.47,20,0.654,1,4,0,0.687
7.097,24,34.364,53,50,32.697,0,6.0,28,55.486,0.997,18,49.862,7.449,22,31,20,4,3,0,44.0,2,42.0,6,372.47,20,0.654,1,4,0,0.687
7.301,24,34.301,53,50,33.081,0,6.0,29,55.826,1.007,18,50.374,7.809,21,32,20,4,3,0,42.0,2,43.0,6,390.46,20,0.662,1,5,0,0.686
6.971,24,34.301,53,50,33.081,0,6.0,29,55.826,1.007,18,50.374,7.809,21,32,20,4,3,0,42.0,2,43.0,6,390.46,20,0.662,1,5,0,0.686
7.167,24,34.301,53,50,33.081,0,6.0,29,55.826,1.007,18,50.374,7.809,21,32,20,4,3,0,42.0,2,43.0,6,390.46,20,0.662,1,5,0,0.686
6.484,25,36.125,56,53,34.224,0,5.7,29,58.901,0.995,18,52.745,7.292,24,32,20,5,3,0,45.3,2,43.0,6,386.5,20,0.646,1,4,0,0.682
6.631,25,36.125,56,53,34.224,0,5.7,29,58.901,0.995,18,52.745,7.292,24,32,20,5,3,0,45.3,2,43.0,6,386.5,20,0.646,1,4,0,0.682
6.323,23,32.603,50,47,31.17,0,6.4,27,52.071,1.0,18,46.978,7.626,20,30,20,3,3,0,42.6,2,41.0,4,358.44,20,0.663,1,4,0,0.694
7.201,23,32.603,50,47,31.17,0,6.4,27,52.071,1.0,18,46.978,7.626,20,30,20,3,3,0,42.6,2,41.0,5,358.44,20,0.663,1,4,0,0.694
7.495,23,32.54,50,47,31.554,0,6.4,28,52.411,1.01,18,47.491,8.009,19,31,20,3,3,0,40.4,2,42.0,5,376.43,20,0.671,1,5,0,0.692
7.319,23,32.54,50,47,31.554,0,6.4,28,52.411,1.01,18,47.491,8.009,19,31,20,3,3,0,40.4,2,42.0,5,376.43,20,0.671,1,5,0,0.692
7.292,23,32.54,50,47,31.554,0,6.4,28,52.411,1.01,18,47.491,8.009,19,31,20,3,3,0,40.4,2,42.0,5,376.43,20,0.671,1,5,0,0.692
6.263,24,34.364,53,50,32.697,0,6.0,28,55.486,0.997,18,49.862,7.449,22,31,20,4,3,0,44.0,2,42.0,5,372.47,20,0.654,1,4,0,0.687
6.399,24,34.364,53,50,32.697,0,6.0,28,55.486,0.997,18,49.862,7.449,22,31,20,4,3,0,44.0,2,42.0,5,372.47,20,0.654,1,4,0,0.687
7.387,22,30.841,47,44,29.644,0,6.8,26,48.656,1.002,18,44.094,7.827,18,29,20,2,3,0,40.9,2,40.0,4,344.41,20,0.674,1,4,0,0.701
8.0,22,30.779,47,44,30.027,0,6.8,27,48.995,1.014,18,44.607,8.236,17,30,20,2,3,0,38.6,2,41.0,4,362.4,20,0.682,1,5,0,0.7
7.222,22,30.779,47,44,30.027,0,6.8,27,48.995,1.014,18,44.607,8.236,17,30,20,2,3,0,38.6,2,41.0,4,362.4,20,0.682,1,5,0,0.7
7.658,22,30.779,47,44,30.027,0,6.8,27,48.995,1.014,18,44.607,8.236,17,30,20,2,3,0,38.6,2,41.0,4,362.4,20,0.682,1,5,0,0.7
7.167,23,32.603,50,47,31.17,0,6.4,27,52.071,1.0,18,46.978,7.626,20,30,20,3,3,0,42.6,2,41.0,4,358.44,20,0.663,1,4,0,0.694
6.91,23,32.603,50,47,31.17,0,6.4,27,52.071,1.0,18,46.978,7.626,20,30,20,3,3,0,42.6,2,41.0,4,358.44,20,0.663,1,4,0,0.694
6.237,19,32.62,49,46,29.894,0,2.2,25,51.281,0.994,11,45.738,8.078,21,28,12,7,1,2,45.7,2,35.5,4,371.57,13,0.65,3,6,0,0.709
4.366,17,27.29,45,43,25.246,0,4.7,20,48.484,0.988,6,42.476,6.358,23,22,7,10,2,0,53.5,1,26.0,3,273.41,7,0.587,1,3,0,0.635
6.0,20,31.052,51,48,28.773,0,4.2,23,53.9,0.987,6,47.36,6.489,25,26,9,11,2,0,52.1,2,31.0,3,311.46,8,0.599,1,3,0,0.647
4.431,19,30.506,51,48,28.487,0,6.3,23,54.109,0.993,6,47.687,6.572,25,26,7,12,3,0,52.1,1,30.0,2,315.45,7,0.593,1,4,0,0.636
4.896,17,26.676,44,41,25.622,0,9.8,22,46.073,1.009,0,41.363,7.35,19,25,6,11,4,0,46.3,5,30.0,0,301.37,5,0.625,1,5,0,0.651
4.368,18,26.767,42,40,25.192,0,5.0,21,44.654,0.993,12,39.709,7.034,19,23,13,5,2,0,47.5,1,30.0,4,281.38,13,0.63,1,3,0,0.669
4.22,17,25.46,42,38,24.38,0,7.9,21,42.448,1.004,6,38.153,7.457,17,25,8,9,3,0,44.7,2,30.0,0,283.35,8,0.642,1,4,0,0.67
4.921,19,29.597,49,46,27.058,0,2.2,21,51.69,0.979,6,45.032,6.162,25,24,8,11,1,0,54.3,1,28.0,2,283.45,7,0.588,1,2,0,0.643
4.699,19,29.597,49,46,27.058,0,2.2,21,51.69,0.979,6,45.032,6.162,25,24,8,11,1,0,54.3,1,28.0,2,283.45,7,0.588,1,2,0,0.643
4.631,15,21.631,33,31,21.515,0,12.9,20,34.412,1.027,6,31.829,8.686,11,22,13,2,4,0,35.5,5,30.0,1,269.27,11,0.694,1,5,0,0.698
6.509,28,44.392,73,69,41.594,0,5.8,34,77.685,0.994,17,68.592,6.72,35,38,15,13,4,0,50.7,0,46.5,10,463.65,17,0.603,2,6,0,0.643
7.032,26,40.108,66,61,38.014,0,6.6,32,68.439,0.999,17,60.941,7.108,29,37,15,11,4,0,47.5,0,45.5,6,433.57,17,0.623,2,6,0,0.658
6.542,26,40.108,66,61,38.014,0,6.6,32,68.439,0.999,17,60.941,7.108,29,37,15,11,4,0,47.5,0,45.5,5,433.57,17,0.623,2,6,0,0.658
7.284,27,41.87,69,64,39.541,0,6.3,33,71.855,0.997,17,63.825,6.994,31,38,15,12,4,0,48.4,0,46.5,6,447.6,17,0.618,2,6,0,0.654
5.745,25,38.801,64,59,37.202,0,8.5,32,66.234,1.007,17,59.385,7.382,27,37,15,10,5,0,45.8,0,45.5,5,435.54,17,0.631,2,7,0,0.658
6.341,26,40.563,67,62,38.729,0,8.1,33,69.649,1.004,17,62.269,7.251,29,38,15,11,5,0,46.8,0,46.5,6,449.57,17,0.625,2,7,0,0.654
4.796,11,17.864,29,28,16.875,0,7.1,14,31.616,1.0,6,28.0,6.866,14,15,7,4,2,0,50.0,1,19.0,1,192.26,7,0.603,1,3,0,0.638
4.141,19,30.199,49,47,28.675,0,8.5,24,52.903,1.003,12,47.131,7.009,23,26,12,7,4,0,48.9,0,32.0,4,329.43,12,0.61,1,5,0,0.643
7.699,28,43.631,72,67,41.067,0,6.0,34,75.27,0.996,17,66.709,6.89,33,39,15,13,4,0,49.3,0,47.5,7,461.63,17,0.613,2,6,0,0.651
5.625,22,33.273,54,50,32.127,0,10.0,28,55.905,1.01,17,50.516,7.609,22,32,15,7,5,0,44.0,0,40.5,5,380.45,17,0.643,1,6,0,0.665
5.076,21,33.341,55,52,31.466,0,7.7,26,58.526,0.999,12,51.956,6.855,26,29,12,9,4,0,50.0,0,35.0,3,356.48,12,0.605,1,5,0,0.641
4.114,19,29.131,48,44,28.337,0,11.4,25,49.282,1.016,12,44.691,7.759,19,29,12,7,5,0,43.2,0,35.0,2,341.39,12,0.644,1,6,0,0.662
4.511,20,30.818,50,47,29.412,0,8.5,25,52.696,1.004,12,47.189,7.243,22,28,13,7,4,0,46.8,1,35.0,3,340.43,13,0.626,1,5,0,0.656
5.301,20,30.057,48,45,28.885,0,8.9,25,50.28,1.007,17,45.305,7.52,20,28,15,5,4,0,44.4,0,36.5,3,338.41,17,0.642,1,5,0,0.668
4.015,20,30.057,48,45,28.885,0,8.9,25,50.28,1.007,17,45.305,7.52,20,28,15,5,4,0,44.4,0,36.5,3,338.41,17,0.642,1,5,0,0.668
4.011,20,30.057,48,45,28.885,0,8.9,25,50.28,1.007,17,45.305,7.52,20,28,15,5,4,0,44.4,0,36.5,3,338.41,17,0.642,1,5,0,0.668
6.398,21,31.818,51,48,30.412,0,8.3,26,53.696,1.004,17,48.189,7.342,22,29,15,6,4,0,45.8,0,37.5,4,352.44,17,0.634,1,5,0,0.663
5.745,21,31.818,51,48,30.412,0,8.3,26,53.696,1.004,17,48.189,7.342,22,29,15,6,4,0,45.8,0,37.5,4,352.44,17,0.634,1,5,0,0.663
4.538,21,33.512,56,52,31.509,0,5.8,26,58.607,0.996,10,51.789,6.817,26,30,9,12,3,0,50.0,1,36.0,3,354.49,11,0.606,2,5,0,0.644
5.759,23,35.586,58,54,33.96,0,7.4,29,60.609,1.003,17,54.174,7.287,25,33,15,8,4,0,46.3,0,41.5,5,393.5,17,0.629,2,6,0,0.659
6.697,24,37.347,61,57,35.487,0,7.0,30,64.024,1.001,17,57.058,7.15,27,34,15,9,4,0,47.4,0,42.5,6,407.53,17,0.623,2,6,0,0.655
6.979,26,40.87,67,63,38.541,0,6.3,32,70.855,0.997,17,62.825,6.914,31,36,15,11,4,0,49.2,0,44.5,8,435.59,17,0.612,2,6,0,0.649
5.975,30,44.455,70,67,42.003,0,7.5,35,74.69,0.997,12,66.774,7.054,32,38,20,10,5,0,47.8,5,49.0,7,472.62,17,0.627,0,5,0,0.664
6.155,30,44.455,70,67,42.003,0,7.5,35,74.69,0.997,12,66.774,7.054,32,38,20,10,5,0,47.8,5,49.0,7,472.62,17,0.627,0,5,0,0.664
4.699,29,43.455,68,66,41.003,0,7.6,34,73.69,0.997,12,65.774,6.979,32,36,20,9,5,0,48.5,5,47.0,8,460.61,17,0.621,0,5,0,0.658
5.059,30,46.432,75,72,43.771,0,8.3,36,80.73,0.998,12,71.869,6.842,36,39,16,14,6,0,50.0,3,48.0,8,492.66,15,0.608,0,6,0,0.645
4.699,25,36.409,57,54,34.896,0,9.3,30,60.029,1.004,12,54.24,7.491,24,33,18,7,5,0,44.4,4,43.0,4,404.49,16,0.646,0,5,0,0.674
4.699,30,45.216,71,69,42.53,0,7.2,35,77.105,0.995,12,68.658,6.879,34,37,20,10,5,0,49.3,5,48.0,9,474.64,17,0.616,0,5,0,0.655
5.514,30,45.216,71,69,42.53,0,7.2,35,77.105,0.995,12,68.658,6.879,34,37,20,10,5,0,49.3,5,48.0,9,474.64,17,0.616,0,5,0,0.655
4.699,25,37.625,60,57,36.137,0,10.5,31,63.654,1.008,12,57.451,7.412,26,34,16,9,6,0,45.6,3,43.0,5,422.51,15,0.634,0,6,0,0.66
4.948,12,18.273,29,27,17.392,0,3.7,15,30.282,0.998,10,26.949,7.417,12,17,9,3,1,0,44.4,1,23.0,0,200.26,11,0.644,2,3,0,0.677
8.354,13,20.438,31,29,19.031,0,0.0,16,32.432,0.994,11,28.829,8.025,13,18,9,4,0,1,44.8,0,23.5,0,232.73,11,0.656,2,3,0,0.705
8.224,10,17.171,28,28,15.687,0,3.6,12,31.822,0.984,6,27.556,5.938,16,12,6,4,1,0,57.1,0,15.0,2,166.27,6,0.56,1,2,0,0.613
