pXC50,nAB,Sp,Me,Sv,nCsp2,nBM,nHet,Si,nAT,nH,Se,RBN,nC,C.,Mi,RBF,X.,nX,O.,nF,nBT,SCBO,AMW,N.,nCsp3,H.
7.675,6,32.955,1.049,33.529,10,11,11,57.298,50,18,52.432,2,21,42.0,1.146,0.038,6.0,3,10.0,3,53,44.0,8.988,6.0,10,36.0
5.893,6,28.739,1.05,29.288,8,9,10,50.673,44,16,46.222,1,18,40.9,1.152,0.021,6.8,3,9.1,3,47,38.0,8.986,6.8,9,36.4
6.747,6,30.5,1.045,30.815,8,9,10,54.088,47,18,49.105,2,19,40.4,1.151,0.04,6.4,3,8.5,3,50,39.0,8.711,6.4,10,38.3
5.05,18,33.051,1.022,32.392,20,21,7,50.104,45,15,45.982,4,23,51.1,1.113,0.083,4.4,2,4.4,1,48,46.0,9.33,6.7,2,33.3
5.0,12,33.637,1.005,32.063,14,15,6,53.595,48,20,48.236,4,22,45.8,1.117,0.078,2.1,1,4.2,0,51,41.0,8.206,6.3,7,41.7
5.0,12,35.853,1.009,34.304,14,15,7,58.219,52,22,52.447,5,23,44.2,1.12,0.091,1.9,1,5.8,0,55,43.0,8.152,5.8,8,42.3
5.0,12,37.614,1.006,35.831,14,15,7,61.634,55,24,55.331,6,24,43.6,1.121,0.103,1.8,1,5.5,0,58,44.0,7.963,5.5,9,43.6
5.05,12,36.398,1.002,34.589,14,15,6,58.01,52,22,52.12,3,24,46.2,1.116,0.054,1.9,1,3.8,0,56,44.0,8.076,5.8,9,42.3
6.523,6,25.046,1.024,24.371,11,10,6,40.606,36,14,36.88,2,16,44.4,1.128,0.054,5.6,2,5.6,1,37,31.0,8.91,5.6,4,38.9
6.523,6,28.631,1.003,27.041,11,10,5,47.096,42,19,42.134,4,18,42.9,1.121,0.093,2.4,1,4.8,0,43,32.0,7.877,4.8,6,45.2
6.046,6,30.392,1.0,28.568,11,10,5,50.511,45,21,45.018,5,19,42.2,1.122,0.109,2.2,1,4.4,0,46,33.0,7.664,4.4,7,46.7
5.0,12,35.54,0.996,33.762,14,15,5,58.066,52,23,51.796,3,24,46.2,1.117,0.054,0.0,0,3.8,0,56,43.0,7.413,5.8,9,44.2
7.0,6,28.568,1.015,27.424,11,10,6,47.436,42,18,42.647,4,18,42.9,1.129,0.093,4.8,2,4.8,1,43,33.0,8.305,4.8,6,42.9
6.097,6,24.858,1.067,25.521,11,10,9,41.625,36,11,38.418,3,16,44.4,1.156,0.081,13.9,5,5.6,4,37,34.0,10.409,5.6,4,30.6
5.409,11,30.057,1.025,29.414,14,15,8,48.602,43,16,44.083,4,19,44.2,1.13,0.089,4.7,2,4.7,1,45,39.5,8.996,9.3,4,37.2
6.097,11,30.057,1.025,29.414,14,15,8,48.602,43,16,44.083,4,19,44.2,1.13,0.089,4.7,2,4.7,1,45,39.5,8.996,9.3,4,37.2
5.337,11,29.301,1.031,28.908,13,15,9,47.685,42,15,43.302,4,18,42.9,1.135,0.091,4.8,2,4.8,1,44,39.5,9.234,11.9,4,35.7
5.569,11,28.546,1.037,28.403,12,15,10,46.768,41,14,42.52,4,17,41.5,1.141,0.093,4.9,2,4.9,1,43,39.5,9.483,14.6,4,34.1
6.523,11,28.546,1.037,28.403,12,15,10,46.768,41,14,42.52,4,17,41.5,1.141,0.093,4.9,2,4.9,1,43,39.5,9.483,14.6,4,34.1
5.0,12,35.995,1.002,34.477,14,15,6,59.275,53,23,53.123,3,24,45.3,1.118,0.053,0.0,0,5.7,0,57,44.0,7.575,5.7,9,43.4
4.328,12,21.341,1.013,20.439,13,13,4,33.352,30,12,30.382,3,14,46.7,1.112,0.097,3.3,1,6.7,0,31,26.0,8.724,3.3,1,40.0
8.215,12,27.125,1.07,28.364,13,15,11,48.724,42,14,44.96,6,17,40.5,1.16,0.14,9.5,4,11.9,4,43,38.0,9.579,4.8,4,33.3
8.398,12,31.409,1.056,32.244,14,16,12,56.507,49,18,51.76,7,19,38.8,1.153,0.14,6.1,3,12.2,3,50,42.0,9.008,6.1,5,36.7
5.523,0,40.62,0.979,36.933,5,3,3,73.391,65,37,63.661,1,25,38.5,1.129,0.014,0.0,0,3.1,0,69,35.0,5.902,1.5,20,56.9
6.301,0,39.858,0.981,36.407,6,4,3,70.976,63,35,61.778,1,25,39.7,1.127,0.015,0.0,0,3.2,0,67,36.0,6.057,1.6,19,55.6
5.699,0,40.62,0.979,36.933,5,3,3,73.391,65,37,63.661,1,25,38.5,1.129,0.014,0.0,0,3.1,0,69,35.0,5.902,1.5,20,56.9
5.699,0,39.858,0.981,36.407,6,4,3,70.976,63,35,61.778,1,25,39.7,1.127,0.015,0.0,0,3.2,0,67,36.0,6.057,1.6,19,55.6
6.0,12,36.478,1.036,36.284,14,14,10,65.591,57,24,59.05,7,23,40.4,1.151,0.119,7.0,4,7.0,4,59,43.0,8.219,3.5,9,42.1
6.0,17,36.324,1.021,35.359,16,17,7,64.089,56,25,57.178,7,24,42.9,1.144,0.121,7.1,4,3.6,4,58,41.5,7.777,1.8,8,44.6
6.0,17,34.563,1.024,33.833,16,17,7,60.674,53,23,54.294,6,23,43.4,1.145,0.109,7.5,4,3.8,4,55,40.5,7.952,1.9,7,43.4
6.0,17,35.569,1.025,34.854,15,17,8,63.172,55,24,56.396,7,23,41.8,1.149,0.123,7.3,4,3.6,4,57,41.5,7.936,3.6,8,43.6
6.0,17,33.807,1.029,33.327,15,17,8,59.757,52,22,53.512,6,22,42.3,1.149,0.111,7.7,4,3.8,4,54,40.5,8.124,3.8,7,42.3
6.0,17,37.33,1.022,36.381,15,17,8,66.587,58,26,59.279,7,24,41.4,1.148,0.117,6.9,4,3.4,4,60,42.5,7.768,3.4,9,44.8
6.0,17,35.569,1.025,34.854,15,17,8,63.172,55,24,56.396,6,23,41.8,1.149,0.105,7.3,4,3.6,4,57,41.5,7.936,3.6,8,43.6
5.959,12,45.5,0.991,42.11,13,13,5,82.351,73,40,72.309,12,28,38.4,1.128,0.162,0.0,0,6.8,0,74,41.0,6.256,0.0,15,54.8
5.745,12,45.5,0.991,42.11,13,13,5,82.351,73,40,72.309,12,28,38.4,1.128,0.162,0.0,0,6.8,0,74,41.0,6.256,0.0,15,54.8
8.046,6,20.455,1.08,21.707,8,10,10,37.428,32,10,34.571,2,12,37.5,1.17,0.061,9.4,3,12.5,3,33,30.0,9.914,9.4,4,31.3
8.095,6,43.858,0.982,40.407,11,10,3,74.976,67,35,65.778,2,29,43.3,1.119,0.028,0.0,0,3.0,0,71,44.0,6.413,1.5,16,52.2
7.569,10,21.318,1.06,21.229,8,10,7,34.521,30,10,31.8,0,13,43.3,1.151,0.0,16.7,5,3.3,3,32,27.0,10.805,3.3,5,33.3
7.022,10,21.318,1.06,21.229,8,10,7,34.521,30,10,31.8,0,13,43.3,1.151,0.0,16.7,5,3.3,3,32,27.0,10.805,3.3,5,33.3
7.886,10,19.557,1.071,19.702,8,10,7,31.106,27,8,28.916,0,12,44.4,1.152,0.0,18.5,5,3.7,3,29,26.0,11.486,3.7,4,29.6
5.848,15,17.858,1.008,16.869,12,15,3,25.21,23,8,23.193,0,12,52.2,1.096,0.0,4.3,1,4.3,0,25,24.5,11.396,4.3,0,34.8
5.337,15,17.75,1.008,17.338,12,16,3,26.452,24,8,24.182,0,13,54.2,1.102,0.0,0.0,0,4.2,0,26,27.5,8.676,8.3,0,33.3
7.469,15,19.574,1.037,18.524,12,15,5,25.098,23,6,23.84,0,12,52.2,1.091,0.0,13.0,3,4.3,0,25,26.5,14.391,4.3,0,26.1
7.824,15,18.222,1.027,17.498,12,15,4,25.257,23,7,23.611,0,12,52.2,1.098,0.0,8.7,2,4.3,0,25,25.5,10.961,4.3,0,30.4
7.469,10,21.318,1.06,21.229,8,10,7,34.521,30,10,31.8,0,13,43.3,1.151,0.0,16.7,5,3.3,3,32,27.0,10.805,3.3,5,33.3
7.071,10,21.318,1.06,21.229,8,10,7,34.521,30,10,31.8,0,13,43.3,1.151,0.0,16.7,5,3.3,3,32,27.0,10.805,3.3,5,33.3
7.046,10,20.398,1.066,20.785,8,10,7,34.917,30,10,31.989,0,13,43.3,1.164,0.0,16.7,5,3.3,4,32,27.0,10.256,3.3,5,33.3
5.0,10,21.506,1.009,20.079,8,10,4,33.502,30,13,30.262,0,13,43.3,1.117,0.0,6.7,2,3.3,0,32,24.0,9.006,3.3,5,43.3
5.036,10,21.034,0.995,19.918,8,11,3,34.697,31,14,30.833,0,14,45.2,1.119,0.0,0.0,0,3.2,0,33,26.0,7.3,6.5,5,45.2
6.319,10,20.847,1.044,21.068,8,11,6,35.716,31,11,32.371,0,14,45.2,1.152,0.0,9.7,3,3.2,3,33,29.0,9.041,6.5,5,35.5
6.398,12,32.108,1.027,30.593,14,17,10,47.897,43,15,44.167,3,18,41.9,1.114,0.067,2.3,1,7.0,0,45,42.0,10.115,9.3,3,34.9
6.523,12,32.824,1.049,32.442,14,17,12,52.387,46,15,48.265,3,19,41.3,1.139,0.063,6.5,3,6.5,3,48,45.0,10.185,8.7,4,32.6
6.222,12,31.352,1.033,30.087,13,17,11,46.98,42,14,43.385,3,17,40.5,1.119,0.068,2.4,1,7.1,0,44,42.0,10.38,11.9,3,33.3
6.155,12,32.068,1.055,31.936,13,17,13,51.47,45,14,47.483,3,18,40.0,1.144,0.064,6.7,3,6.7,3,47,45.0,10.434,11.1,4,31.1
6.0,12,32.068,1.055,31.936,13,17,13,51.47,45,14,47.483,3,18,40.0,1.144,0.064,6.7,3,6.7,3,47,45.0,10.434,11.1,4,31.1
5.699,12,31.352,1.033,30.087,13,17,11,46.98,42,14,43.385,3,17,40.5,1.119,0.068,2.4,1,7.1,0,44,42.0,10.38,11.9,3,33.3
6.0,12,32.068,1.055,31.936,13,17,13,51.47,45,14,47.483,3,18,40.0,1.144,0.064,6.7,3,6.7,3,47,45.0,10.434,11.1,4,31.1
6.0,21,27.506,1.007,26.079,18,21,4,39.502,36,13,36.262,2,19,52.8,1.097,0.051,5.6,2,2.8,0,39,36.5,9.506,2.8,1,36.1
6.0,21,27.506,1.007,26.079,18,21,4,39.502,36,13,36.262,2,19,52.8,1.097,0.051,5.6,2,2.8,0,39,36.5,9.506,2.8,1,36.1
6.222,10,23.08,1.051,22.756,8,10,7,37.936,33,12,34.683,0,14,42.4,1.15,0.0,15.2,5,3.0,3,35,28.0,10.248,3.0,6,36.4
7.469,10,22.955,1.082,23.522,8,10,9,38.616,33,10,35.709,1,14,42.4,1.17,0.029,21.2,7,3.0,5,35,30.0,11.338,3.0,6,30.3
5.0,10,22.483,1.067,23.362,8,11,8,39.811,34,11,36.28,1,15,44.1,1.171,0.028,14.7,5,2.9,5,36,32.0,9.714,5.9,6,32.4
7.0,10,21.193,1.094,21.995,8,10,9,35.201,30,8,32.825,0,13,43.3,1.173,0.0,23.3,7,3.3,5,32,29.0,12.004,3.3,5,26.7
6.0,18,36.779,0.996,34.936,21,20,4,59.113,53,23,52.763,1,26,49.1,1.115,0.018,1.9,1,1.9,1,57,45.0,7.519,3.8,5,43.4
4.483,17,26.25,1.001,25.16,16,17,4,42.322,38,16,38.043,2,18,47.4,1.114,0.049,0.0,0,5.3,0,41,33.5,7.694,5.3,2,42.1
5.559,0,33.932,1.0,31.949,6,4,5,60.86,54,28,54.007,2,21,38.9,1.127,0.035,0.0,0,9.3,0,57,33.0,6.676,0.0,15,51.9
5.959,11,28.205,0.992,26.159,11,13,4,44.448,40,18,39.676,1,18,45.0,1.111,0.024,0.0,0,2.5,0,42,32.5,7.761,5.0,6,45.0
6.699,11,27.75,0.983,25.444,12,13,3,43.238,39,18,38.349,1,18,46.2,1.109,0.024,0.0,0,0.0,0,41,31.5,7.55,5.1,5,46.2
6.086,11,27.296,1.022,26.288,9,11,6,47.112,41,18,41.901,0,17,41.5,1.149,0.0,9.8,4,0.0,3,43,30.5,8.361,4.9,8,43.9
5.0,11,27.444,1.016,26.482,9,11,6,49.666,43,20,43.68,1,17,39.5,1.155,0.022,7.0,3,0.0,3,45,30.5,7.521,7.0,8,46.5
5.955,11,25.989,0.985,23.918,12,13,3,39.823,36,16,35.465,1,17,47.2,1.106,0.026,0.0,0,0.0,0,38,30.5,7.789,5.6,4,44.4
6.166,11,24.489,1.059,25.084,9,11,8,44.772,38,14,40.232,0,16,42.1,1.178,0.0,15.8,6,0.0,6,40,31.5,9.166,5.3,7,36.8
6.475,11,32.063,1.015,30.416,9,12,7,56.128,49,23,49.749,4,19,38.8,1.145,0.078,6.1,3,2.0,3,51,34.5,7.847,4.1,10,46.9
6.026,11,27.898,1.052,27.798,9,11,9,49.107,42,16,44.192,2,17,40.5,1.169,0.045,14.3,6,0.0,6,44,33.5,9.391,4.8,8,38.1
6.347,18,36.779,0.996,34.936,21,20,4,59.113,53,23,52.763,1,26,49.1,1.115,0.018,1.9,1,1.9,1,57,45.0,7.519,3.8,5,43.4
7.207,11,25.921,1.023,25.429,9,12,6,44.836,39,16,39.912,0,17,43.6,1.15,0.0,7.7,3,0.0,3,41,32.5,8.189,7.7,7,41.0
6.237,11,26.534,1.026,25.761,11,12,6,44.697,39,16,40.018,0,17,43.6,1.146,0.0,10.3,4,0.0,3,41,31.5,8.738,5.1,6,41.0
6.07,11,24.677,1.018,23.934,9,11,5,43.753,38,17,38.694,0,16,42.1,1.151,0.0,7.9,3,0.0,3,40,28.5,7.746,5.3,7,44.7
6.16,11,27.233,1.035,26.551,9,13,8,47.091,41,17,42.425,1,16,39.0,1.149,0.023,7.3,3,4.9,3,43,33.5,8.742,4.9,7,41.5
7.377,11,23.853,1.037,23.79,11,12,6,41.677,36,14,37.323,0,16,44.4,1.158,0.0,11.1,4,0.0,4,38,30.5,8.62,5.6,5,38.9
6.824,11,29.966,0.99,27.686,11,13,4,47.863,43,20,42.56,1,19,44.2,1.113,0.022,0.0,0,2.3,0,45,33.5,7.546,4.7,7,46.5
6.307,11,26.438,1.014,25.461,9,11,5,47.168,41,19,41.578,0,17,41.5,1.15,0.0,7.3,3,0.0,3,43,29.5,7.521,4.9,8,46.3
6.371,11,26.029,1.024,24.959,9,11,6,43.594,38,16,38.923,0,16,42.1,1.147,0.0,10.5,4,0.0,3,40,29.5,9.822,5.3,7,42.1
6.566,11,25.534,1.027,24.761,9,11,6,43.697,38,16,39.018,0,16,42.1,1.15,0.0,10.5,4,0.0,3,40,29.5,8.652,5.3,7,42.1
5.936,11,23.921,1.025,23.429,9,11,6,42.836,37,16,37.912,0,15,40.5,1.158,0.0,8.1,3,0.0,3,39,28.5,7.982,8.1,6,43.2
6.495,11,24.773,1.032,24.235,11,12,6,41.281,36,14,37.134,0,16,44.4,1.147,0.0,11.1,4,0.0,3,38,30.5,9.077,5.6,5,38.9
6.764,11,24.614,1.032,24.317,9,11,6,44.092,38,16,39.207,0,16,42.1,1.16,0.0,10.5,4,0.0,4,40,29.5,8.219,5.3,7,42.1
7.809,11,22.853,1.038,22.79,9,11,6,40.677,35,14,36.323,0,15,42.9,1.162,0.0,11.4,4,0.0,4,37,28.5,8.523,5.7,6,40.0
5.836,11,25.898,1.003,24.347,12,14,5,41.242,37,16,37.12,2,16,43.2,1.115,0.051,0.0,0,5.4,0,39,31.5,8.119,5.4,4,43.2
5.729,11,31.608,1.009,29.701,9,11,6,54.918,48,23,48.421,4,19,39.6,1.144,0.08,6.3,3,0.0,3,50,32.5,7.677,4.2,10,47.9
7.3,11,23.773,1.032,23.235,9,11,6,40.281,35,14,36.134,0,15,42.9,1.151,0.0,11.4,4,0.0,3,37,28.5,8.993,5.7,6,40.0
5.839,11,26.375,1.027,25.844,9,11,6,47.507,41,18,42.09,0,17,41.5,1.159,0.0,9.8,4,0.0,4,43,30.5,7.96,4.9,8,43.9
6.053,11,27.79,1.02,26.486,9,11,6,47.009,41,18,41.807,0,17,41.5,1.147,0.0,9.8,4,0.0,3,43,30.5,9.446,4.9,8,43.9
5.493,17,35.421,1.014,34.25,15,17,7,61.706,54,24,54.774,4,23,42.6,1.143,0.07,5.6,3,1.9,3,57,41.5,7.694,5.6,8,44.4
6.799,11,24.267,1.03,23.432,9,11,6,40.179,35,14,36.04,0,15,42.9,1.148,0.0,11.4,4,0.0,3,37,28.5,10.263,5.7,6,40.0
6.271,11,28.239,1.036,27.572,9,13,9,49.59,43,18,44.527,2,16,37.2,1.153,0.044,7.0,3,4.7,3,45,34.5,8.685,7.0,7,41.9
7.45,11,26.779,1.027,25.836,9,12,7,45.882,40,17,41.098,1,16,40.0,1.147,0.024,7.5,3,2.5,3,42,31.5,8.56,5.0,7,42.5
6.062,11,26.324,1.02,25.121,9,11,6,44.673,39,17,39.771,1,16,41.0,1.145,0.024,7.7,3,0.0,3,41,29.5,8.37,5.1,7,43.6
7.347,11,28.512,0.981,25.971,10,12,3,45.653,41,20,40.232,1,18,43.9,1.113,0.023,0.0,0,0.0,0,43,30.5,7.231,4.9,7,48.8
6.422,17,34.659,0.997,32.575,20,19,4,53.119,48,20,47.854,1,24,50.0,1.107,0.019,2.1,1,2.1,1,52,42.5,8.115,2.1,4,41.7
6.099,11,32.557,1.044,31.716,9,15,12,56.344,49,20,51.142,3,17,34.7,1.15,0.059,6.1,3,8.2,3,51,40.5,9.215,6.1,8,40.8
5.575,18,35.836,0.983,33.531,22,20,2,56.275,51,23,50.149,1,26,51.0,1.103,0.018,0.0,0,2.0,0,55,43.0,7.167,2.0,4,45.1
6.097,18,35.773,0.993,33.914,22,20,3,56.615,51,22,50.661,1,26,51.0,1.11,0.018,2.0,1,2.0,1,55,44.0,7.519,2.0,4,43.1
7.652,6,28.046,0.983,25.751,6,6,2,49.401,44,24,43.258,0,18,40.9,1.123,0.0,0.0,0,4.5,0,47,26.0,6.191,0.0,12,54.5
5.889,12,24.426,1.019,24.017,13,14,5,39.246,35,13,35.673,1,17,48.6,1.121,0.027,2.9,1,5.7,1,37,33.0,8.466,5.7,3,37.1
5.796,18,35.711,1.003,34.298,22,20,4,56.954,51,21,51.174,1,26,51.0,1.117,0.018,3.9,2,2.0,2,55,45.0,7.872,2.0,4,41.2
6.889,11,22.182,1.019,21.821,11,13,5,35.701,32,12,32.604,1,15,46.9,1.116,0.029,0.0,0,9.4,0,34,30.5,8.384,6.3,3,37.5
6.601,0,39.648,0.992,36.475,5,4,5,68.401,61,32,60.523,2,24,39.3,1.121,0.031,0.0,0,6.6,0,65,37.0,6.83,0.0,19,52.5
6.553,11,23.375,1.011,22.294,11,13,5,35.411,32,12,32.353,1,15,46.9,1.107,0.029,0.0,0,6.3,0,34,30.5,8.886,6.3,3,37.5
7.746,0,38.097,0.998,35.589,7,5,5,65.01,58,29,57.887,3,24,41.4,1.121,0.048,1.7,1,6.9,0,62,38.0,7.189,0.0,17,50.0
5.0,0,32.722,0.995,30.43,3,2,4,60.196,53,29,52.749,0,20,37.7,1.136,0.0,1.9,1,5.7,1,56,29.0,6.349,0.0,17,54.7
7.268,6,41.995,1.024,41.016,12,10,8,74.385,65,29,66.567,3,28,43.1,1.144,0.043,7.7,5,4.6,5,69,47.0,7.824,0.0,16,44.6
7.114,12,40.699,1.04,40.846,15,16,13,72.251,63,25,65.512,10,25,39.7,1.147,0.154,4.8,3,9.5,3,65,51.0,8.485,6.3,9,39.7
8.222,6,20.546,1.062,21.278,8,9,8,36.009,31,10,32.916,1,13,41.9,1.162,0.031,9.7,3,6.5,3,32,29.0,9.589,9.7,4,32.3
6.0,12,52.063,1.022,50.808,15,16,14,94.114,82,37,83.807,12,31,37.8,1.148,0.141,3.7,3,6.1,3,85,59.0,7.692,7.3,15,45.1
5.013,12,21.534,1.045,21.923,15,14,6,34.332,31,10,32.382,1,15,48.4,1.107,0.03,0.0,0,19.4,0,33,31.0,9.234,0.0,0,32.3
7.31,12,38.722,1.042,39.077,15,17,12,66.211,58,21,60.418,6,25,43.1,1.142,0.1,5.2,3,8.6,3,60,52.0,8.871,6.9,7,36.2
4.513,17,24.034,0.995,22.918,16,17,3,37.697,34,14,33.833,1,17,50.0,1.109,0.027,0.0,0,2.9,0,37,31.5,7.716,5.9,1,41.2
4.301,12,31.131,1.023,26.519,13,13,8,38.404,35,12,35.804,5,15,42.9,1.097,0.139,8.6,3,11.4,0,36,31.0,18.599,2.9,2,34.3
7.352,11,25.131,1.026,24.649,9,11,6,44.962,39,17,40.021,0,16,41.0,1.153,0.0,7.7,3,2.6,3,41,29.5,7.958,5.1,7,43.6
7.237,6,26.892,1.022,26.176,9,8,6,48.377,42,19,42.905,0,17,40.5,1.152,0.0,7.1,3,2.4,3,44,30.0,7.723,4.8,8,45.2
6.63,11,26.131,1.026,25.649,9,11,6,45.962,40,17,41.021,0,17,42.5,1.149,0.0,7.5,3,2.5,3,43,31.5,8.059,5.0,8,42.5
5.372,16,23.682,0.997,22.106,13,16,4,36.617,33,14,32.909,5,15,45.5,1.11,0.143,0.0,0,3.0,0,35,29.0,8.193,6.1,2,42.4
6.563,11,26.892,1.022,26.176,9,11,6,48.377,42,19,42.905,0,17,40.5,1.152,0.0,7.1,3,2.4,3,44,30.5,7.723,4.8,8,45.2
6.493,11,28.654,1.018,27.702,9,11,6,51.792,45,21,45.789,1,18,40.0,1.151,0.021,6.7,3,2.2,3,47,31.5,7.52,4.4,9,46.7
6.724,11,26.892,1.022,26.176,9,11,6,48.377,42,19,42.905,0,17,40.5,1.152,0.0,7.1,3,2.4,3,44,30.5,7.723,4.8,8,45.2
7.419,11,26.892,1.022,26.176,9,11,6,48.377,42,19,42.905,1,17,40.5,1.152,0.023,7.1,3,2.4,3,44,30.5,7.723,4.8,8,45.2
6.446,11,28.654,1.018,27.702,9,11,6,51.792,45,21,45.789,0,18,40.0,1.151,0.0,6.7,3,2.2,3,47,31.5,7.52,4.4,9,46.7
7.339,6,27.892,1.021,27.176,9,8,6,49.377,43,19,43.905,0,18,41.9,1.148,0.0,7.0,3,2.3,3,46,32.0,7.823,4.7,9,44.2
7.362,11,26.131,1.026,25.649,11,12,6,45.962,40,17,41.021,0,17,42.5,1.149,0.0,7.5,3,2.5,3,42,31.5,8.059,5.0,6,42.5
7.62,6,28.654,1.018,27.702,9,8,6,51.792,45,21,45.789,1,18,40.0,1.151,0.021,6.7,3,2.2,3,47,31.0,7.52,4.4,9,46.7
6.167,6,27.892,1.021,27.176,11,9,6,49.377,43,19,43.905,1,18,41.9,1.148,0.022,7.0,3,2.3,3,45,32.0,7.823,4.7,7,44.2
6.991,11,26.892,1.022,26.176,9,11,6,48.377,42,19,42.905,2,17,40.5,1.152,0.045,7.1,3,2.4,3,44,30.5,7.723,4.8,8,45.2
5.152,11,26.892,1.022,26.176,9,11,6,48.377,42,19,42.905,0,17,40.5,1.152,0.0,7.1,3,2.4,3,44,30.5,7.723,4.8,8,45.2
7.281,6,26.131,1.026,25.649,11,9,6,45.962,40,17,41.021,0,17,42.5,1.149,0.0,7.5,3,2.5,3,42,31.0,8.059,5.0,6,42.5
6.939,11,24.37,1.031,24.122,11,12,6,42.547,37,15,38.138,0,16,43.2,1.15,0.0,8.1,3,2.7,3,39,30.5,8.333,5.4,5,40.5
7.33,11,25.131,1.026,24.649,9,11,6,44.962,39,17,40.021,0,16,41.0,1.153,0.0,7.7,3,2.6,3,41,29.5,7.958,5.1,7,43.6
7.269,11,26.892,1.022,26.176,9,11,6,48.377,42,19,42.905,2,17,40.5,1.152,0.045,7.1,3,2.4,3,44,30.5,7.723,4.8,8,45.2
5.617,6,27.892,1.021,27.176,11,9,6,49.377,43,19,43.905,0,18,41.9,1.148,0.0,7.0,3,2.3,3,45,32.0,7.823,4.7,7,44.2
7.444,6,27.892,1.021,27.176,9,8,6,49.377,43,19,43.905,0,18,41.9,1.148,0.0,7.0,3,2.3,3,46,32.0,7.823,4.7,9,44.2
7.188,6,29.654,1.017,28.702,9,8,6,52.792,46,21,46.789,0,19,41.3,1.148,0.0,6.5,3,2.2,3,49,33.0,7.618,4.3,10,45.7
6.742,6,21.608,1.038,21.595,9,8,6,38.132,33,13,34.254,0,14,42.4,1.156,0.0,9.1,3,3.0,3,35,27.0,8.554,6.1,5,39.4
7.344,11,27.892,1.021,27.176,9,11,6,49.377,43,19,43.905,0,18,41.9,1.148,0.0,7.0,3,2.3,3,46,32.5,7.823,4.7,9,44.2
7.234,6,19.847,1.046,20.068,9,8,6,34.716,30,11,31.371,0,13,43.3,1.157,0.0,10.0,3,3.3,3,32,26.0,8.942,6.7,4,36.7
8.262,11,21.608,1.038,21.595,9,11,6,38.132,33,13,34.254,0,14,42.4,1.156,0.0,9.1,3,3.0,3,35,27.5,8.554,6.1,5,39.4
7.399,6,31.415,1.014,30.229,9,8,6,56.208,49,23,49.672,0,20,40.8,1.147,0.0,6.1,3,2.0,3,52,34.0,7.438,4.1,11,46.9
7.145,6,29.654,1.017,28.702,9,8,6,52.792,46,21,46.789,0,19,41.3,1.148,0.0,6.5,3,2.2,3,49,33.0,7.618,4.3,10,45.7
7.699,6,21.608,1.038,21.595,9,8,6,38.132,33,13,34.254,0,14,42.4,1.156,0.0,9.1,3,3.0,3,35,27.0,8.554,6.1,5,39.4
8.199,6,26.131,1.026,25.649,9,8,6,45.962,40,17,41.021,0,17,42.5,1.149,0.0,7.5,3,2.5,3,43,31.0,8.059,5.0,8,42.5
6.046,16,32.699,0.991,30.38,14,16,4,53.717,48,23,47.574,1,21,43.8,1.119,0.02,2.1,1,2.1,0,51,36.0,7.394,4.2,7,47.9
6.039,16,34.461,0.989,31.907,14,16,4,57.132,51,25,50.458,1,22,43.1,1.12,0.019,2.0,1,2.0,0,54,37.0,7.234,3.9,8,49.0
6.398,16,32.699,0.991,30.38,14,16,4,53.717,48,23,47.574,1,21,43.8,1.119,0.02,2.1,1,2.1,0,51,36.0,7.394,4.2,7,47.9
7.319,11,23.37,1.032,23.122,9,11,6,41.547,36,15,37.138,0,15,41.7,1.154,0.0,8.3,3,2.8,3,38,28.5,8.231,5.6,6,41.7
7.173,6,27.892,1.021,27.176,9,8,6,49.377,43,19,43.905,0,18,41.9,1.148,0.0,7.0,3,2.3,3,46,32.0,7.823,4.7,9,44.2
7.385,6,31.415,1.014,30.229,9,8,6,56.208,49,23,49.672,2,20,40.8,1.147,0.038,6.1,3,2.0,3,52,34.0,7.438,4.1,11,46.9
7.416,11,26.131,1.026,25.649,9,11,6,45.962,40,17,41.021,0,17,42.5,1.149,0.0,7.5,3,2.5,3,43,31.5,8.059,5.0,8,42.5
7.513,11,18.085,1.055,18.542,9,11,6,31.301,27,9,28.487,0,12,44.4,1.159,0.0,11.1,3,3.7,3,29,25.5,9.416,7.4,3,33.3
9.191,0,29.046,0.984,26.751,7,4,2,50.401,45,24,44.258,0,19,42.2,1.12,0.0,0.0,0,4.4,0,48,28.0,6.321,0.0,12,53.3
5.06,12,21.932,1.009,21.305,15,14,3,34.119,31,12,31.284,2,16,51.6,1.101,0.061,0.0,0,9.7,0,33,29.0,8.138,0.0,1,38.7
7.162,22,30.313,0.986,28.477,20,22,2,47.445,43,19,42.382,4,22,51.2,1.103,0.087,0.0,0,2.3,0,46,38.0,7.289,2.3,2,44.2
6.395,16,32.426,1.0,30.422,14,19,6,52.571,47,21,46.989,4,20,42.6,1.119,0.082,0.0,0,4.3,0,49,40.0,7.819,6.4,5,44.7
6.658,16,32.12,1.006,30.311,14,18,6,52.827,47,21,47.283,5,20,42.6,1.124,0.1,2.1,1,4.3,1,50,39.0,7.926,4.3,6,44.7
5.396,16,27.142,1.009,25.842,14,19,6,42.325,38,15,38.338,3,17,44.7,1.114,0.075,0.0,0,5.3,0,40,37.0,8.564,7.9,2,39.5
5.587,16,28.904,1.005,27.369,14,19,6,45.74,41,17,41.222,4,18,43.9,1.116,0.093,0.0,0,4.9,0,43,38.0,8.279,7.3,3,41.5
