pXC50,nHM,Si,nAT,nBT,Mp,C.,nCsp2,nN,SCBO,nBM,AMW,nDB,N.,Se,Sp,Mi,nC,nAB,nBO,Mv,nO,nS,nSK,MW,nH,RBF,H.,Sv,nHet,Me
5.854,1,75.982,67,69,0.643,35.8,14,4,47.0,16,7.532,4,6.0,67.818,43.057,1.134,24,12,37,0.611,6,1,35,504.67,32,0.101,47.8,40.937,11,1.012
8.0,0,72.062,64,65,0.645,40.6,17,2,43.0,16,6.822,4,3.1,63.767,41.25,1.126,26,12,33,0.606,4,0,32,436.6,32,0.185,50.0,38.804,6,0.996
6.444,3,53.727,48,50,0.721,39.6,15,4,42.0,17,9.396,5,8.3,48.934,34.631,1.119,19,12,31,0.68,3,2,29,451.01,19,0.14,39.6,32.646,10,1.019
6.187,3,50.312,45,47,0.73,40.0,15,4,41.0,17,9.711,5,8.9,46.051,32.869,1.118,18,12,30,0.692,3,2,28,436.98,17,0.128,37.8,31.119,10,1.023
7.721,0,75.474,66,66,0.606,33.3,8,4,36.0,9,6.373,3,6.1,65.854,40.023,1.144,22,6,30,0.566,4,0,30,420.62,36,0.167,54.5,37.374,8,0.998
6.398,2,51.451,46,48,0.723,41.3,15,5,44.0,18,9.295,5,10.9,46.945,33.256,1.118,19,12,31,0.691,3,2,29,427.55,17,0.125,37.0,31.786,10,1.021
5.194,1,68.737,61,64,0.668,39.3,17,4,50.5,21,8.174,4,6.6,62.167,40.773,1.127,24,17,38,0.645,6,1,35,498.61,26,0.094,42.6,39.356,11,1.019
5.0,1,102.404,91,94,0.658,39.6,22,3,64.0,23,7.273,5,3.3,91.127,59.87,1.125,36,18,50,0.616,7,0,47,661.8,44,0.181,48.4,56.054,11,1.001
6.347,4,46.817,42,44,0.756,38.1,13,4,39.5,16,10.548,5,9.5,43.244,31.756,1.115,16,11,29,0.709,3,3,27,443.01,15,0.136,35.7,29.78,11,1.03
8.041,0,80.102,71,73,0.637,39.4,15,2,46.0,15,6.77,3,2.8,70.861,45.228,1.128,28,12,37,0.6,5,0,35,480.66,36,0.068,50.7,42.572,7,0.998
8.921,0,75.976,67,68,0.627,37.3,13,3,42.0,14,6.591,4,4.5,66.752,42.017,1.134,25,10,33,0.587,4,0,32,441.63,35,0.162,52.2,39.352,7,0.996
6.377,1,53.25,47,49,0.663,38.3,13,2,39.0,15,8.733,3,4.3,48.709,31.176,1.133,18,12,30,0.652,6,1,28,410.46,19,0.122,40.4,30.643,10,1.036
5.42,1,63.918,56,58,0.654,37.5,14,3,45.0,16,8.635,4,5.4,58.091,36.642,1.141,21,12,35,0.645,6,1,33,483.54,23,0.103,41.1,36.101,12,1.037
5.0,1,63.823,58,61,0.721,50.0,25,1,55.0,28,8.303,3,1.7,58.207,41.847,1.1,29,24,38,0.687,4,1,35,481.6,23,0.115,39.7,39.862,6,1.004
5.0,1,106.523,94,96,0.638,36.2,16,4,58.0,17,6.817,5,4.3,93.668,59.944,1.133,34,12,47,0.59,6,0,45,640.84,49,0.177,52.1,55.414,11,0.996
7.143,0,94.637,84,86,0.644,40.5,21,3,55.0,21,6.64,3,3.6,83.287,54.063,1.127,34,18,43,0.601,4,0,41,557.8,43,0.198,51.2,50.459,7,0.992
5.796,0,100.344,89,92,0.646,40.4,22,4,61.0,22,6.886,4,4.5,88.716,57.523,1.127,36,18,48,0.609,5,0,45,612.84,44,0.185,49.4,54.196,9,0.997
6.143,0,99.138,88,91,0.65,40.9,23,4,63.0,23,7.123,5,4.5,88.159,57.216,1.127,36,18,49,0.618,6,0,46,626.82,42,0.187,47.7,54.384,10,1.002
4.921,1,61.029,54,56,0.654,37.0,13,3,40.0,15,7.769,3,5.6,54.738,35.313,1.13,20,12,31,0.623,5,1,29,419.55,25,0.107,46.3,33.62,9,1.014
5.229,2,52.96,47,49,0.689,38.3,13,2,39.0,15,9.075,3,4.3,48.458,32.369,1.127,18,12,30,0.662,5,2,28,426.53,19,0.122,40.4,31.116,10,1.031
6.125,2,52.96,47,49,0.689,38.3,13,2,39.0,15,9.075,3,4.3,48.458,32.369,1.127,18,12,30,0.662,5,2,28,426.53,19,0.122,40.4,31.116,10,1.031
5.236,0,106.175,94,96,0.639,39.4,22,4,61.0,22,6.69,4,4.3,93.483,60.046,1.13,37,18,48,0.598,5,0,46,628.89,48,0.208,51.1,56.249,9,0.994
6.26,2,55.379,49,51,0.679,36.7,13,2,43.0,17,9.358,5,4.1,51.113,33.278,1.13,18,12,32,0.664,7,2,30,458.53,19,0.118,38.8,32.545,12,1.043
5.469,0,95.723,85,88,0.652,41.2,23,4,62.0,23,7.209,5,4.7,85.276,55.455,1.126,35,18,48,0.622,6,0,45,612.79,40,0.182,47.1,52.857,10,1.003
5.963,0,92.514,82,84,0.646,40.2,22,4,57.0,22,6.985,4,4.9,81.949,53.0,1.128,33,18,44,0.611,5,0,42,572.77,40,0.19,48.8,50.142,9,0.999
8.222,0,59.315,52,52,0.615,34.6,9,3,31.0,9,6.721,3,5.8,52.218,31.972,1.141,18,6,25,0.582,4,0,25,349.48,27,0.173,51.9,30.245,7,1.004
5.0,1,106.523,94,96,0.638,36.2,16,4,58.0,17,6.817,5,4.3,93.668,59.944,1.133,34,12,47,0.59,6,0,45,640.84,49,0.177,52.1,55.414,11,0.996
6.06,0,99.344,88,90,0.642,39.8,22,4,59.0,22,6.828,4,4.5,87.716,56.523,1.129,35,18,46,0.604,5,0,44,600.83,44,0.2,50.0,53.196,9,0.997
5.0,1,102.404,91,94,0.658,39.6,22,3,64.0,23,7.273,5,3.3,91.127,59.87,1.125,36,18,50,0.616,7,0,47,661.8,44,0.181,48.4,56.054,11,1.001
5.959,0,107.882,95,97,0.626,36.8,17,5,59.0,17,6.694,5,5.3,94.912,59.506,1.136,35,12,48,0.589,6,0,46,635.89,49,0.186,51.6,55.985,11,0.999
4.495,1,95.573,85,88,0.663,40.0,22,3,62.0,23,7.456,5,3.5,85.36,56.347,1.124,34,18,48,0.624,7,0,45,633.74,40,0.182,47.1,53.001,11,1.004
5.42,1,52.333,46,48,0.661,37.0,12,3,39.0,15,8.945,3,6.5,47.927,30.421,1.138,17,12,30,0.655,6,1,28,411.45,18,0.125,39.1,30.138,11,1.042
6.032,2,68.155,61,63,0.693,41.0,19,3,47.5,20,8.159,3,4.9,61.371,42.267,1.117,25,17,36,0.649,4,2,34,497.69,27,0.19,44.3,39.619,9,1.006
6.699,1,52.04,46,48,0.668,39.1,13,2,38.0,15,8.575,3,4.3,47.382,30.722,1.131,18,12,29,0.651,5,1,27,394.46,19,0.104,41.3,29.928,9,1.03
8.699,0,91.723,81,83,0.635,38.3,18,4,55.0,20,6.972,4,4.9,81.276,51.455,1.132,31,16,43,0.603,6,0,41,564.75,40,0.193,49.4,48.857,10,1.003
8.699,0,89.514,79,81,0.633,38.0,17,4,52.0,19,6.794,3,5.1,78.949,50.0,1.133,30,16,41,0.597,5,0,39,536.74,40,0.198,50.6,47.142,9,0.999
5.699,1,61.863,55,56,0.651,38.2,13,1,38.0,15,7.374,3,1.8,55.302,35.824,1.125,21,12,29,0.611,5,1,28,405.56,27,0.179,49.1,33.631,7,1.005
6.31,1,52.91,47,49,0.665,38.3,13,2,38.0,15,8.35,3,4.3,48.196,31.239,1.126,18,12,29,0.644,6,1,27,392.47,20,0.122,42.6,30.26,9,1.025
4.921,1,51.993,46,48,0.663,37.0,12,3,38.0,15,8.553,3,6.5,47.414,30.483,1.13,17,12,29,0.647,6,1,27,393.46,19,0.125,41.3,29.755,10,1.031
6.77,1,43.285,38,38,0.632,31.6,7,2,26.0,9,7.958,3,5.3,38.985,24.023,1.139,12,6,20,0.606,5,1,20,302.39,18,0.158,47.4,23.018,8,1.026
4.02,0,58.611,52,54,0.647,40.4,14,2,38.0,14,7.394,2,3.8,52.56,33.659,1.127,21,12,30,0.623,5,0,28,384.47,24,0.13,46.2,32.412,7,1.011
7.0,1,39.87,35,35,0.636,31.4,7,2,25.0,9,8.239,3,5.7,36.102,22.261,1.139,11,6,19,0.614,5,1,19,288.36,16,0.143,45.7,21.492,8,1.031
7.699,1,74.481,66,67,0.65,37.9,15,3,43.0,15,7.147,3,4.5,65.945,42.904,1.128,25,12,34,0.606,4,1,33,471.68,33,0.179,50.0,40.012,8,0.999
9.0,1,74.979,66,67,0.635,34.8,11,4,41.0,13,7.01,3,6.1,66.047,41.909,1.136,23,10,33,0.591,4,1,32,462.68,34,0.194,51.5,39.034,9,1.001
5.187,1,56.665,50,52,0.659,38.0,13,2,40.0,15,8.49,3,4.0,51.593,32.938,1.133,19,12,31,0.643,6,1,29,424.49,21,0.135,42.0,32.17,10,1.032
8.097,1,75.69,67,68,0.647,37.3,15,3,44.0,15,7.279,3,4.5,67.272,43.358,1.13,25,12,35,0.608,5,1,34,487.68,33,0.176,49.3,40.727,9,1.004
8.301,0,71.853,63,64,0.618,34.9,11,4,40.0,13,6.866,3,6.3,63.414,38.955,1.141,22,10,32,0.588,5,0,31,432.58,32,0.188,50.8,37.035,9,1.007
6.745,2,57.269,51,54,0.683,39.2,13,2,42.0,15,8.881,3,3.9,52.404,34.858,1.123,20,12,33,0.659,6,1,30,452.95,21,0.111,41.2,33.614,10,1.028
5.934,0,58.611,52,54,0.647,40.4,14,2,38.0,14,7.394,2,3.8,52.56,33.659,1.127,21,12,30,0.623,5,0,28,384.47,24,0.13,46.2,32.412,7,1.011
7.187,1,52.04,46,48,0.668,39.1,13,2,38.0,15,8.575,3,4.3,47.382,30.722,1.131,18,12,29,0.651,5,1,27,394.46,19,0.125,41.3,29.928,9,1.03
5.921,1,49.834,44,46,0.669,38.6,13,2,38.0,15,9.01,3,4.5,45.825,29.415,1.133,17,12,29,0.662,6,1,27,396.43,17,0.13,38.6,29.116,10,1.041
5.699,0,111.213,96,99,0.623,36.5,17,6,68.0,17,8.05,5,6.3,99.534,59.83,1.158,35,12,57,0.62,7,0,54,772.83,42,0.071,43.8,59.495,19,1.037
6.301,1,45.21,40,42,0.68,40.0,13,2,36.0,15,9.16,3,5.0,41.614,27.199,1.13,16,12,27,0.672,5,1,25,366.4,15,0.143,37.5,26.875,9,1.04
6.108,1,57.534,51,53,0.656,37.3,13,2,40.0,15,8.284,3,3.9,52.407,33.455,1.128,19,12,31,0.637,7,1,29,422.5,22,0.132,43.1,32.502,10,1.028
4.523,1,97.902,87,89,0.652,39.1,20,2,56.0,21,6.814,3,2.3,86.254,56.716,1.125,34,18,44,0.599,5,0,42,592.78,45,0.18,51.7,52.13,8,0.991
5.721,1,83.188,74,76,0.667,40.5,22,4,55.0,22,7.605,4,5.4,74.374,49.364,1.124,30,18,42,0.632,5,1,40,562.75,34,0.197,45.9,46.749,10,1.005
4.301,0,57.405,51,54,0.654,41.2,14,2,40.0,14,7.813,2,3.9,52.003,33.352,1.126,21,12,32,0.639,6,0,29,398.45,22,0.111,43.1,32.6,8,1.02
5.77,2,52.854,47,49,0.683,38.3,13,2,39.0,15,9.083,3,4.3,48.52,32.097,1.125,18,12,30,0.661,6,1,28,426.91,19,0.122,40.4,31.087,10,1.032
8.301,0,59.94,52,51,0.581,28.8,3,3,25.0,3,6.374,3,5.8,52.429,30.188,1.153,15,0,22,0.548,5,0,23,331.47,29,0.157,55.8,28.487,8,1.008
7.602,1,77.896,69,70,0.647,37.7,15,3,44.0,15,7.039,3,4.3,68.829,44.665,1.129,26,12,35,0.602,4,1,34,485.71,35,0.186,50.7,41.539,8,0.998
6.26,1,51.993,46,48,0.663,37.0,12,3,38.0,15,8.553,3,6.5,47.414,30.483,1.13,17,12,29,0.647,6,1,27,393.46,19,0.125,41.3,29.755,10,1.031
5.699,0,93.035,81,83,0.629,37.0,17,5,58.0,17,7.848,5,6.2,83.359,50.966,1.149,30,12,47,0.62,7,0,45,635.71,36,0.084,44.4,50.216,15,1.029
6.553,1,48.625,43,45,0.673,39.5,13,2,37.0,15,8.847,3,4.7,44.498,28.96,1.131,17,12,28,0.661,5,1,26,380.43,17,0.133,39.5,28.402,9,1.035
7.0,1,76.69,68,69,0.652,38.2,16,3,46.0,16,7.348,4,4.4,68.272,44.358,1.128,26,12,36,0.614,5,1,35,499.69,33,0.203,48.5,41.727,9,1.004
7.0,1,82.603,73,74,0.646,37.0,16,4,48.0,16,7.243,4,5.5,73.258,47.125,1.132,27,12,38,0.607,5,1,37,528.74,36,0.189,49.3,44.275,10,1.004
8.581,0,76.683,67,69,0.604,32.8,4,4,37.0,4,6.517,4,6.0,67.181,40.478,1.145,22,0,33,0.568,5,0,31,436.62,36,0.101,53.7,38.088,9,1.003
4.921,1,51.993,46,48,0.663,37.0,12,3,38.0,15,8.553,3,6.5,47.414,30.483,1.13,17,12,29,0.647,6,1,27,393.46,19,0.125,41.3,29.755,10,1.031
5.903,0,59.9,53,54,0.645,39.6,15,3,38.0,15,7.236,3,5.7,53.334,34.211,1.13,21,12,29,0.617,4,0,28,383.49,25,0.167,47.2,32.718,7,1.006
5.964,0,53.401,47,48,0.621,36.2,8,2,29.0,8,6.818,2,4.3,47.232,29.205,1.136,17,6,24,0.589,4,0,23,320.43,24,0.125,51.1,27.697,6,1.005
7.62,2,68.993,61,63,0.657,34.4,13,3,47.0,17,8.42,5,4.9,62.68,40.085,1.131,21,12,36,0.631,8,2,34,513.65,27,0.111,44.3,38.478,13,1.028
5.699,1,104.277,93,97,0.674,41.9,29,4,72.0,32,7.471,4,4.3,93.018,62.66,1.121,39,28,54,0.633,6,0,50,694.83,43,0.186,46.2,58.834,11,1.0
5.018,1,56.665,50,52,0.659,38.0,13,2,40.0,15,8.49,3,4.0,51.593,32.938,1.133,19,12,31,0.643,6,1,29,424.49,21,0.135,42.0,32.17,10,1.032
4.509,1,69.703,61,61,0.62,31.1,8,3,35.0,9,7.041,3,4.9,61.498,37.847,1.143,19,6,29,0.577,6,0,29,429.51,32,0.197,52.5,35.179,10,1.008
5.824,1,69.577,61,62,0.633,32.8,10,4,39.0,13,7.189,3,6.6,61.389,38.637,1.141,20,10,31,0.589,5,0,30,438.52,31,0.177,50.8,35.958,10,1.006
4.745,1,80.533,71,72,0.639,35.2,14,3,45.0,15,7.121,3,4.2,71.265,45.37,1.134,25,12,36,0.595,6,0,35,505.61,36,0.194,50.7,42.232,10,1.004
4.721,1,70.996,62,62,0.622,30.6,9,4,38.0,10,7.395,4,6.5,63.043,38.546,1.145,19,6,31,0.587,7,0,31,458.51,31,0.21,50.0,36.388,12,1.017
5.409,2,52.854,47,49,0.683,38.3,13,2,39.0,15,9.083,3,4.3,48.52,32.097,1.125,18,12,30,0.661,6,1,28,426.91,19,0.122,40.4,31.087,10,1.032
4.398,1,26.551,23,22,0.612,21.7,1,1,12.0,2,7.876,2,4.3,23.687,14.074,1.154,5,0,10,0.564,4,0,11,181.15,12,0.136,52.2,12.965,6,1.03
4.0,1,29.966,26,25,0.609,23.1,1,1,13.0,2,7.507,2,3.8,26.571,15.835,1.153,6,0,11,0.557,4,0,12,195.18,14,0.16,53.8,14.492,6,1.022
6.131,1,49.834,44,46,0.669,38.6,13,2,38.0,15,9.01,3,4.5,45.825,29.415,1.133,17,12,29,0.662,6,1,27,396.43,17,0.13,38.6,29.116,10,1.041
5.854,2,51.937,46,48,0.681,37.0,12,3,39.0,15,9.302,3,6.5,47.738,31.341,1.129,17,12,30,0.665,6,1,28,427.9,18,0.125,39.1,30.582,11,1.038
6.481,1,55.455,49,51,0.663,38.8,13,2,39.0,15,8.337,3,4.1,50.265,32.483,1.132,19,12,30,0.642,5,1,28,408.49,21,0.118,42.9,31.455,9,1.026
4.62,0,35.637,31,32,0.669,45.2,12,1,29.0,10,9.589,4,3.2,32.923,20.75,1.15,14,6,22,0.693,3,0,21,297.25,10,0.125,32.3,21.477,7,1.062
5.076,0,76.976,68,69,0.633,38.2,15,3,43.0,15,6.671,3,4.4,67.752,43.017,1.132,26,12,34,0.593,4,0,33,453.64,35,0.203,51.5,40.352,7,0.996
5.36,0,35.957,32,33,0.684,46.9,15,1,29.0,14,8.54,2,3.1,32.898,21.875,1.124,15,12,21,0.678,3,0,20,273.28,12,0.091,37.5,21.71,5,1.028
5.277,0,40.242,36,37,0.671,44.4,15,1,30.0,14,7.926,2,2.8,36.596,24.154,1.118,16,12,22,0.655,4,0,21,285.32,15,0.108,41.7,23.568,5,1.017
5.274,0,40.242,36,37,0.671,44.4,15,1,30.0,14,7.926,2,2.8,36.596,24.154,1.118,16,12,22,0.655,4,0,21,285.32,15,0.108,41.7,23.568,5,1.017
6.046,1,44.285,39,40,0.642,33.3,7,2,28.0,9,8.062,3,5.1,39.985,25.023,1.136,13,6,22,0.616,5,1,21,314.4,18,0.125,46.2,24.018,8,1.025
5.431,1,35.562,32,33,0.712,46.9,15,1,29.0,14,9.054,2,3.1,32.709,22.796,1.111,15,12,21,0.692,3,0,20,289.73,12,0.091,37.5,22.154,5,1.022
5.366,0,35.957,32,33,0.684,46.9,15,1,29.0,14,8.54,2,3.1,32.898,21.875,1.124,15,12,21,0.678,3,0,20,273.28,12,0.091,37.5,21.71,5,1.028
5.419,1,35.562,32,33,0.712,46.9,15,1,29.0,14,9.054,2,3.1,32.709,22.796,1.111,15,12,21,0.692,3,0,20,289.73,12,0.091,37.5,22.154,5,1.022
5.468,0,34.408,31,32,0.693,48.4,15,1,27.0,14,7.719,2,3.2,31.058,21.483,1.11,15,12,19,0.665,2,0,18,239.29,13,0.094,41.9,20.612,3,1.002
8.301,1,84.308,74,75,0.628,33.8,11,5,44.0,13,6.835,3,6.8,73.916,46.438,1.139,25,10,36,0.583,4,1,35,505.76,39,0.2,52.7,43.109,10,0.999
5.316,0,39.033,35,36,0.677,45.7,15,1,29.0,14,7.695,2,2.9,35.269,23.699,1.115,16,12,21,0.653,3,0,20,269.32,15,0.083,42.9,22.853,4,1.008
5.402,1,35.562,32,33,0.712,46.9,15,1,29.0,14,9.054,2,3.1,32.709,22.796,1.111,15,12,21,0.692,3,0,20,289.73,12,0.091,37.5,22.154,5,1.022
5.327,0,39.033,35,36,0.677,45.7,15,1,29.0,14,7.695,2,2.9,35.269,23.699,1.115,16,12,21,0.653,3,0,20,269.32,15,0.083,42.9,22.853,4,1.008
5.319,0,39.033,35,36,0.677,45.7,15,1,29.0,14,7.695,2,2.9,35.269,23.699,1.115,16,12,21,0.653,3,0,20,269.32,15,0.083,42.9,22.853,4,1.008
5.372,0,35.957,32,33,0.684,46.9,15,1,29.0,14,8.54,2,3.1,32.898,21.875,1.124,15,12,21,0.678,3,0,20,273.28,12,0.091,37.5,21.71,5,1.028
5.28,0,40.242,36,37,0.671,44.4,15,1,30.0,14,7.926,2,2.8,36.596,24.154,1.118,16,12,22,0.655,4,0,21,285.32,15,0.108,41.7,23.568,5,1.017
8.699,1,72.773,64,65,0.634,34.4,11,4,42.0,14,7.26,4,6.3,64.491,40.603,1.137,22,10,33,0.597,5,1,32,464.65,32,0.185,50.0,38.222,10,1.008
5.0,0,49.777,44,46,0.636,38.6,9,2,30.0,11,6.873,1,4.5,44.022,27.989,1.131,17,10,24,0.601,3,0,22,302.41,22,0.13,50.0,26.455,5,1.0
6.26,1,47.7,42,43,0.638,33.3,7,2,29.0,9,7.82,3,4.8,42.869,26.784,1.136,14,6,23,0.608,5,1,22,328.43,20,0.116,47.6,25.545,8,1.021
6.442,1,61.946,55,57,0.656,38.2,13,2,40.0,15,7.61,3,3.6,55.52,36.068,1.126,21,12,31,0.62,5,1,29,418.56,26,0.123,47.3,34.126,8,1.009
8.301,1,71.564,63,64,0.637,34.9,11,4,40.0,13,7.121,3,6.3,63.163,40.148,1.136,22,10,32,0.595,4,1,31,448.65,32,0.188,50.8,37.507,9,1.003
7.921,0,76.557,67,68,0.616,34.3,11,5,41.0,13,6.651,3,7.5,67.072,41.267,1.143,23,10,33,0.58,4,0,32,445.63,35,0.176,52.2,38.868,9,1.001
4.292,0,94.637,84,86,0.644,40.5,21,3,55.0,21,6.64,3,3.6,83.287,54.063,1.127,34,18,43,0.601,4,0,41,557.8,43,0.151,51.2,50.459,7,0.992
7.0,0,60.524,53,53,0.612,34.0,9,3,32.0,9,6.896,3,5.7,53.545,32.426,1.142,18,6,26,0.584,5,0,26,365.48,27,0.226,50.9,30.96,8,1.01
5.319,1,53.993,48,50,0.677,39.6,13,3,42.0,16,8.697,3,6.3,49.414,32.483,1.125,19,12,31,0.662,6,1,29,417.48,19,0.12,39.6,31.755,10,1.029
6.523,0,71.185,62,62,0.588,30.6,3,3,30.0,3,6.219,3,4.8,62.08,36.472,1.148,19,0,27,0.549,5,0,27,385.57,35,0.177,56.5,34.067,8,1.001
7.292,2,63.372,56,58,0.661,33.9,13,3,46.0,17,8.957,5,5.4,58.24,37.017,1.132,19,12,35,0.645,9,2,33,501.59,23,0.121,41.1,36.14,14,1.04
7.102,4,71.833,64,67,0.693,34.4,13,3,51.0,17,9.216,5,4.7,65.833,44.381,1.122,22,12,40,0.654,8,4,37,589.8,27,0.104,42.2,41.853,15,1.029
6.81,1,43.774,37,37,0.629,32.4,7,2,30.0,9,10.171,3,5.4,40.222,23.256,1.183,12,6,24,0.655,4,1,24,376.34,13,0.162,35.1,24.22,12,1.087
6.082,2,65.577,58,60,0.661,34.5,13,3,46.0,17,8.614,5,5.2,59.796,38.324,1.131,20,12,35,0.637,8,2,33,499.62,25,0.117,43.1,36.952,13,1.031
5.301,0,69.438,61,64,0.626,36.1,9,4,40.0,9,7.058,3,6.6,61.531,38.193,1.138,22,6,34,0.598,5,0,31,430.56,30,0.078,49.2,36.508,9,1.009
4.18,2,20.013,18,18,0.831,33.3,6,1,17.0,8,16.617,2,5.6,18.88,14.96,1.112,6,6,12,0.736,3,1,12,299.1,6,0.111,33.3,13.25,6,1.049
4.229,1,22.794,20,20,0.673,30.0,6,2,21.0,10,10.911,4,10.0,21.684,13.454,1.14,6,6,14,0.693,5,1,14,218.21,6,0.15,30.0,13.858,8,1.084
4.187,1,23.707,21,21,0.67,33.3,6,1,17.0,8,8.916,2,4.8,21.695,14.062,1.129,7,6,12,0.641,3,1,12,187.24,9,0.095,42.9,13.46,5,1.033
4.432,1,22.794,20,20,0.673,30.0,6,2,21.0,10,10.911,4,10.0,21.684,13.454,1.14,6,6,14,0.693,5,1,14,218.21,6,0.15,30.0,13.858,8,1.084
4.377,1,22.794,20,20,0.673,30.0,6,2,21.0,10,10.911,4,10.0,21.684,13.454,1.14,6,6,14,0.693,5,1,14,218.21,6,0.15,30.0,13.858,8,1.084
6.699,1,43.285,38,38,0.632,31.6,7,2,26.0,9,7.958,3,5.3,38.985,24.023,1.139,12,6,20,0.606,5,1,20,302.39,18,0.158,47.4,23.018,8,1.026
4.155,1,42.558,32,31,0.556,25.0,0,1,31.0,2,16.099,2,3.1,40.828,17.807,1.33,8,0,29,0.738,3,1,30,515.18,2,0.258,6.3,23.61,22,1.276
6.0,0,53.986,48,49,0.655,41.7,15,2,36.0,15,7.384,3,4.2,48.349,31.443,1.125,20,12,27,0.629,4,0,26,354.44,22,0.184,45.8,30.17,6,1.007
7.269,1,49.787,44,45,0.663,36.4,13,3,39.0,17,8.987,5,6.8,45.858,29.176,1.132,16,12,28,0.658,7,1,27,395.43,17,0.178,38.6,28.943,11,1.042
8.221,1,46.861,40,41,0.666,37.5,13,3,42.0,17,11.384,5,7.5,44.211,26.648,1.172,15,12,31,0.715,6,1,30,455.35,10,0.171,25.0,28.617,15,1.105
7.601,1,51.05,42,42,0.617,31.0,7,3,40.0,11,12.079,5,7.1,48.029,25.921,1.215,13,6,32,0.695,6,1,32,507.33,10,0.214,23.8,29.204,19,1.144
7.431,2,51.908,43,43,0.637,32.6,7,2,37.0,9,11.879,3,4.7,48.363,27.387,1.207,14,6,31,0.689,4,1,31,510.8,12,0.186,27.9,29.634,17,1.125
7.221,1,54.465,45,45,0.615,31.1,7,3,41.0,11,11.586,5,6.7,50.912,27.682,1.21,14,6,33,0.683,6,1,33,521.36,12,0.2,26.7,30.731,19,1.131
4.481,1,24.917,22,22,0.66,31.8,6,1,18.0,8,9.238,2,4.5,23.022,14.517,1.133,7,6,13,0.644,4,1,13,203.24,9,0.136,40.9,14.175,6,1.046
6.398,1,21.991,18,18,0.666,33.3,6,1,21.0,8,14.62,2,5.6,21.374,11.989,1.222,6,6,16,0.769,3,1,16,263.16,2,0.111,11.1,13.85,10,1.187
4.523,1,27.415,24,24,0.647,29.2,6,2,19.0,8,9.094,2,8.3,25.124,15.523,1.142,7,6,14,0.633,4,1,14,218.26,10,0.125,41.7,15.196,7,1.047
5.097,1,54.846,48,50,0.663,39.6,13,1,41.0,15,9.28,3,2.1,50.516,31.807,1.143,19,12,32,0.665,6,1,30,445.45,18,0.1,37.5,31.915,11,1.052
7.588,1,51.964,43,43,0.617,32.6,7,2,36.0,9,11.078,3,4.7,48.04,26.529,1.208,14,6,30,0.67,4,1,30,476.36,13,0.186,30.2,28.807,16,1.117
4.398,1,30.538,27,27,0.651,33.3,6,1,19.0,8,7.974,2,3.7,27.462,17.585,1.131,9,6,14,0.612,3,1,14,215.3,13,0.074,48.1,16.514,5,1.017
4.469,1,22.79,20,20,0.665,30.0,6,2,17.0,8,9.412,2,10.0,20.913,13.307,1.14,6,6,12,0.648,3,1,12,188.23,8,0.1,40.0,12.955,6,1.046
6.84,1,30.114,25,25,0.648,32.0,7,2,26.0,9,12.809,3,8.0,28.687,16.21,1.205,8,6,20,0.725,4,1,20,320.22,5,0.16,20.0,18.113,12,1.147
6.544,1,65.202,57,58,0.61,29.8,7,2,38.0,9,8.185,3,3.5,59.484,34.795,1.144,17,6,32,0.604,11,1,31,466.52,26,0.172,45.6,34.414,14,1.044
4.538,1,28.415,25,25,0.661,32.0,7,2,21.0,9,9.211,3,8.0,26.124,16.523,1.137,8,6,15,0.648,4,1,15,230.27,10,0.12,40.0,16.196,7,1.045
6.644,1,60.448,53,54,0.627,32.1,8,3,36.0,10,7.84,4,5.7,54.393,33.222,1.141,17,6,29,0.605,7,1,28,415.52,25,0.111,47.2,32.05,11,1.026
7.174,1,47.285,42,43,0.667,38.1,13,2,34.0,15,8.344,3,4.8,42.985,28.023,1.126,16,12,25,0.643,5,1,24,350.43,18,0.163,42.9,27.018,8,1.023
6.699,1,46.7,41,41,0.629,31.7,7,2,27.0,9,7.718,3,4.9,41.869,25.784,1.139,13,6,21,0.599,5,1,21,316.42,20,0.171,48.8,24.545,8,1.021
4.149,2,20.134,18,18,0.759,33.3,6,1,17.0,8,14.006,2,5.6,19.04,13.653,1.119,6,6,12,0.72,3,1,12,252.1,6,0.111,33.3,12.959,6,1.058
5.109,2,52.036,46,47,0.656,32.6,7,2,31.0,9,8.142,3,4.3,46.829,30.193,1.131,15,6,25,0.614,5,2,24,374.53,22,0.085,47.8,28.259,9,1.018
6.699,1,47.964,39,38,0.578,25.6,1,2,28.0,3,10.983,3,5.1,44.04,22.529,1.23,10,0,25,0.636,4,1,26,428.32,13,0.211,33.3,24.807,16,1.129
8.153,1,47.774,41,42,0.665,39.0,13,2,38.0,15,10.351,3,4.9,44.222,27.256,1.165,16,12,29,0.688,4,1,28,424.38,13,0.143,31.7,28.22,12,1.079
6.893,1,41.079,36,36,0.631,30.6,7,2,26.0,9,8.454,3,5.6,37.429,22.716,1.141,11,6,20,0.617,6,1,20,304.36,16,0.194,44.4,22.206,9,1.04
7.149,1,71.982,63,64,0.62,31.7,8,4,39.0,10,7.248,4,6.3,63.818,39.057,1.143,20,6,32,0.586,6,1,31,456.63,32,0.141,50.8,36.937,11,1.013
5.222,1,68.993,62,66,0.699,46.8,21,1,52.0,21,8.123,3,1.6,62.487,43.307,1.113,29,18,40,0.666,4,1,36,503.63,26,0.121,41.9,41.299,7,1.008
