pXC50,Sp,nC,nBO,nAT,nBT,nSK,SCBO,Sv,MW,X.,nF,nH,Si,nCsp3,Se,O.,RBN,nN,N.,Mv,nHet,nCsp2,nDB,Mi,H.,nAB,AMW,Mp,RBF,nBM
8.222,47.631,30,39,74.0,78.0,35,47.0,43.976,473.72,0.0,0,39,83.387,16,72.865,2.7,7,3,4.1,0.594,5,14,2,1.127,52.7,12,6.402,0.644,0.09,14
7.824,41.347,26,34,64.0,67.0,31,42.0,38.396,419.62,0.0,0,33,72.142,12,63.214,3.1,6,3,4.7,0.6,5,14,2,1.127,51.6,12,6.557,0.646,0.09,14
7.959,44.87,28,36,70.0,73.0,33,44.0,41.449,447.68,0.0,0,37,78.972,14,68.981,2.9,7,3,4.3,0.592,5,14,2,1.128,52.9,12,6.395,0.641,0.096,14
7.721,44.569,27,38,70.0,74.0,34,45.5,41.659,464.67,0.0,0,36,79.265,16,69.527,4.3,7,4,5.7,0.595,7,11,2,1.132,51.4,11,6.638,0.637,0.095,13
8.523,49.393,31,40,77.0,81.0,36,48.0,45.503,487.75,0.0,0,41,86.803,17,75.748,2.6,7,3,3.9,0.591,5,14,2,1.127,53.2,12,6.334,0.641,0.086,14
8.398,49.268,31,42,77.0,81.0,38,50.0,46.27,523.73,2.6,2,39,87.482,17,76.774,2.6,7,3,3.9,0.601,7,14,2,1.136,50.6,12,6.802,0.64,0.086,14
8.097,47.108,31,40,71.0,75.0,36,51.0,43.923,481.69,0.0,0,35,79.557,11,70.098,2.8,7,3,4.2,0.619,5,20,2,1.121,49.3,18,6.784,0.663,0.093,20
8.155,45.87,29,38,71.0,75.0,34,46.0,42.449,459.69,0.0,0,37,79.972,15,69.981,2.8,7,3,4.2,0.598,5,14,2,1.126,52.1,12,6.475,0.646,0.093,14
8.155,46.876,29,39,73.0,77.0,35,47.0,43.471,474.71,0.0,0,38,82.47,16,72.083,2.7,7,4,5.5,0.595,6,13,2,1.13,52.1,12,6.503,0.642,0.091,14
7.357,47.33,29,40,74.0,78.0,36,49.0,44.186,490.71,0.0,0,38,83.68,16,73.41,4.1,7,4,5.4,0.597,7,13,3,1.131,51.4,12,6.631,0.64,0.09,15
7.854,45.824,28,39,68.0,72.0,35,47.0,42.578,514.54,2.9,0,33,76.445,14,67.745,2.9,7,3,4.4,0.626,7,14,2,1.124,48.5,12,7.567,0.674,0.097,14
8.222,47.569,30,40,74.0,78.0,36,48.0,44.359,491.71,1.4,1,38,83.727,16,73.378,2.7,7,3,4.1,0.599,6,14,2,1.131,51.4,12,6.645,0.643,0.09,14
7.585,49.847,31,41,78.0,82.0,37,49.0,46.218,503.75,0.0,0,41,88.012,17,77.076,3.8,8,3,3.8,0.593,6,14,2,1.128,52.6,12,6.458,0.639,0.098,14
7.569,49.518,30,43,78.0,82.0,39,51.0,46.786,539.74,2.6,2,39,89.063,18,78.094,2.6,8,5,6.4,0.6,9,12,2,1.142,50.0,12,6.92,0.635,0.098,14
7.745,44.802,29,39,68.0,72.0,35,49.5,42.111,471.65,0.0,0,33,76.351,11,67.541,4.4,7,3,4.4,0.619,6,18,2,1.123,48.5,17,6.936,0.659,0.097,19
7.824,46.324,29,39,72.0,76.0,35,47.0,43.164,475.69,0.0,0,37,81.182,15,71.309,4.2,7,3,4.2,0.6,6,14,2,1.128,51.4,12,6.607,0.643,0.092,14
7.921,49.455,30,44,78.0,82.0,40,52.0,47.169,557.73,3.8,3,38,89.403,18,78.607,2.6,8,5,6.4,0.605,10,12,2,1.146,48.7,12,7.15,0.634,0.098,14
7.523,45.87,28,43,72.0,76.0,39,51.0,44.499,547.66,5.6,4,33,82.912,16,73.352,2.8,8,5,6.9,0.618,11,12,2,1.152,45.8,12,7.606,0.637,0.105,14
7.469,47.239,29,43,73.0,77.0,39,53.0,45.227,536.69,2.7,2,34,83.316,16,73.545,2.7,8,6,8.2,0.62,10,12,2,1.141,46.6,12,7.352,0.647,0.104,15
7.066,45.819,28,35,70.0,73.0,32,42.0,41.427,450.75,0.0,0,38,78.6,15,68.512,1.4,5,2,2.9,0.592,4,13,1,1.123,54.3,12,6.439,0.655,0.068,13
6.959,44.171,28,34,69.0,72.0,31,41.0,40.24,418.68,0.0,0,38,77.68,15,67.436,1.4,4,2,2.9,0.583,3,13,1,1.126,55.1,12,6.068,0.64,0.056,13
7.208,45.523,28,35,69.0,72.0,32,42.0,41.265,497.57,1.4,0,37,77.521,15,67.665,1.4,4,2,2.9,0.598,4,13,1,1.123,53.6,12,7.211,0.66,0.056,13
6.357,42.552,25,33,62.0,65.0,30,40.0,37.998,517.5,1.6,0,32,69.653,12,60.956,1.6,4,3,4.8,0.613,5,13,1,1.123,51.6,12,8.347,0.686,0.062,13
8.301,45.444,28,39,72.0,75.0,36,46.0,43.126,503.67,4.2,3,36,82.406,15,72.403,2.8,4,3,4.2,0.599,8,13,1,1.145,50.0,12,6.995,0.631,0.053,13
7.824,48.188,28,39,75.0,78.0,36,48.0,44.593,513.77,0.0,0,39,84.726,15,74.596,5.3,5,3,4.0,0.595,8,13,3,1.13,52.0,12,6.85,0.643,0.064,15
7.699,46.074,27,35,68.0,71.0,32,42.0,41.051,545.56,1.5,0,36,76.483,14,66.723,1.5,4,3,4.4,0.604,5,13,1,1.125,52.9,12,8.023,0.678,0.056,13
8.699,44.461,27,36,67.0,70.0,33,44.0,40.948,512.54,1.5,0,34,75.399,13,66.327,3.0,5,3,4.5,0.611,6,14,2,1.125,50.7,12,7.65,0.664,0.071,14
7.602,46.222,28,37,70.0,73.0,34,45.0,42.475,526.57,1.4,0,36,78.814,14,69.21,2.9,5,3,4.3,0.607,6,14,2,1.126,51.4,12,7.522,0.66,0.068,14
8.301,47.836,27,39,73.0,76.0,36,48.0,44.2,533.2,1.4,0,37,82.544,14,72.81,4.1,5,4,5.5,0.605,9,13,3,1.131,50.7,12,7.304,0.655,0.066,15
8.523,49.495,29,39,77.0,80.0,36,48.0,45.405,511.8,0.0,0,41,86.932,16,76.152,3.9,5,3,3.9,0.59,7,13,3,1.129,53.2,12,6.647,0.643,0.063,15
7.921,46.177,26,36,67.0,70.0,33,43.0,41.373,580.99,3.0,0,34,75.51,13,66.265,1.5,4,4,6.0,0.618,7,13,1,1.127,50.7,12,8.671,0.689,0.057,13
8.669,45.995,28,39,73.0,76.0,36,46.0,43.433,502.69,4.1,3,37,83.695,16,73.177,1.4,4,4,5.5,0.595,8,12,1,1.147,50.7,12,6.886,0.63,0.053,13
7.208,44.313,26,34,65.0,68.0,31,41.0,39.525,531.53,1.5,0,34,73.068,13,63.839,1.5,4,3,4.6,0.608,5,13,1,1.124,52.3,12,8.177,0.682,0.059,13
8.155,46.751,29,39,74.0,77.0,36,46.0,43.938,501.7,4.1,3,38,84.612,16,73.959,1.4,4,3,4.1,0.594,7,13,1,1.143,51.4,12,6.78,0.632,0.052,13
8.301,47.836,28,36,71.0,74.0,33,43.0,42.578,559.59,1.4,0,38,79.899,15,69.607,1.4,4,3,4.2,0.6,5,13,1,1.125,53.5,12,7.882,0.674,0.054,13
7.523,44.313,26,34,65.0,68.0,31,41.0,39.525,531.53,1.5,0,34,73.068,13,63.839,1.5,4,3,4.6,0.608,5,13,1,1.124,52.3,12,8.177,0.682,0.059,13
5.0,52.734,32,44,84.0,87.0,41,52.0,49.728,572.79,3.6,3,43,96.15,18,84.156,2.4,9,4,4.8,0.592,9,14,2,1.145,51.2,12,6.819,0.628,0.103,14
7.75,53.961,33,44,82.0,86.0,40,53.0,49.77,608.68,1.2,0,42,92.269,17,81.188,3.7,9,3,3.7,0.607,7,16,3,1.125,51.2,12,7.423,0.658,0.105,15
6.481,47.086,29,38,74.0,77.0,35,46.0,43.691,477.71,0.0,0,39,83.597,15,73.192,4.1,8,3,4.1,0.59,6,14,2,1.13,52.7,12,6.456,0.636,0.104,14
5.0,45.893,29,40,72.0,75.0,37,48.0,43.819,516.66,4.2,3,35,82.118,15,72.628,4.2,10,2,2.8,0.609,8,14,2,1.141,48.6,12,7.176,0.637,0.133,14
6.229,52.995,34,46,81.0,85.0,42,58.0,50.121,569.76,0.0,0,39,91.016,13,80.847,6.2,12,3,3.7,0.619,8,21,3,1.124,48.1,18,7.034,0.654,0.141,21
5.523,55.131,34,44,87.0,91.0,40,52.0,50.798,545.84,0.0,0,47,98.258,20,85.727,3.4,11,3,3.4,0.584,6,14,2,1.129,54.0,12,6.274,0.634,0.121,14
7.284,49.847,31,41,78.0,82.0,37,49.0,46.218,503.75,0.0,0,41,88.012,17,77.076,3.8,9,3,3.8,0.593,6,14,2,1.128,52.6,12,6.458,0.639,0.11,14
5.0,44.438,28,38,70.0,73.0,35,45.0,42.105,488.65,4.3,3,35,79.908,15,70.301,2.9,9,2,2.9,0.601,7,13,1,1.142,50.0,12,6.981,0.635,0.123,13
7.244,53.614,33,44,84.0,88.0,40,53.0,49.766,544.81,0.0,0,44,94.925,18,83.061,3.6,9,4,4.8,0.592,7,15,3,1.13,52.4,12,6.486,0.638,0.102,15
6.886,53.824,33,44,85.0,89.0,40,52.0,49.986,547.81,0.0,0,45,96.052,19,84.17,4.7,10,3,3.5,0.588,7,14,2,1.13,52.9,12,6.445,0.633,0.112,14
7.481,55.83,34,46,88.0,92.0,42,55.0,52.008,574.84,0.0,0,46,99.55,19,87.272,4.5,10,4,4.5,0.591,8,15,3,1.131,52.3,12,6.532,0.634,0.109,15
7.398,56.932,33,47,89.0,93.0,43,57.0,52.909,610.9,0.0,0,46,100.679,19,88.676,5.6,11,4,4.5,0.594,10,14,4,1.131,51.7,12,6.864,0.64,0.118,16
7.553,55.171,32,46,86.0,90.0,42,56.0,51.383,596.87,0.0,0,44,97.264,18,85.792,5.8,10,4,4.7,0.597,10,14,4,1.131,51.2,12,6.94,0.642,0.111,16
7.473,53.518,33,45,84.0,88.0,41,54.0,50.174,561.79,0.0,0,43,94.846,18,83.614,6.0,10,3,3.6,0.597,8,15,3,1.129,51.2,12,6.688,0.637,0.114,15
5.0,50.841,34,47,75.0,81.0,41,61.5,48.107,547.73,1.3,1,34,84.269,11,74.603,1.3,7,5,6.7,0.641,7,23,1,1.124,45.3,27,7.303,0.678,0.086,28
6.597,50.455,31,45,79.0,83.0,41,54.5,48.169,569.74,3.8,3,38,90.403,16,79.607,2.5,10,5,6.3,0.61,10,15,1,1.144,48.1,17,7.212,0.639,0.12,18
5.0,58.802,37,49,92.0,96.0,45,59.0,55.067,620.88,3.3,3,47,104.771,18,91.595,1.1,11,4,4.3,0.599,8,19,1,1.139,51.1,18,6.749,0.639,0.115,19
6.6,31.074,18,31,40.0,42.0,29,43.0,30.447,473.73,7.5,0,11,44.287,0,42.189,12.5,6,2,5.0,0.761,11,18,3,1.107,27.5,18,11.843,0.777,0.143,21
7.959,52.546,33,44,82.0,86.0,40,53.0,49.128,547.78,1.2,1,42,92.767,17,81.472,3.7,9,3,3.7,0.599,7,16,3,1.131,51.2,12,6.68,0.641,0.105,15
8.444,53.466,33,44,82.0,86.0,40,53.0,49.572,564.23,1.2,0,42,92.371,17,81.283,3.7,9,3,3.7,0.605,7,16,3,1.126,51.2,12,6.881,0.652,0.105,15
7.066,53.711,32,44,83.0,87.0,40,54.0,49.646,565.85,0.0,0,43,93.557,18,82.363,4.8,9,3,3.6,0.598,8,14,4,1.127,51.8,12,6.817,0.647,0.103,16
7.161,46.324,29,38,72.0,75.0,35,47.0,43.164,475.69,0.0,0,37,81.182,13,71.309,4.2,8,3,4.2,0.6,6,16,3,1.128,51.4,12,6.607,0.643,0.107,15
7.268,45.563,29,38,70.0,73.0,35,48.0,42.637,473.67,0.0,0,35,78.766,13,69.425,4.3,7,3,4.3,0.609,6,14,2,1.125,50.0,12,6.767,0.651,0.096,15
6.495,38.733,24,34,60.0,63.0,31,42.0,36.772,423.56,0.0,0,29,67.73,10,60.101,6.7,6,3,5.0,0.613,7,14,2,1.129,48.3,12,7.059,0.646,0.095,14
6.523,49.324,32,42,75.0,79.0,38,53.0,46.164,511.72,0.0,0,37,84.182,12,74.309,4.0,8,3,4.0,0.616,6,20,2,1.122,49.3,18,6.823,0.658,0.101,20
7.102,48.847,30,39,77.0,80.0,36,47.0,45.218,491.74,0.0,0,41,87.012,16,76.076,3.9,9,3,3.9,0.587,6,14,2,1.13,53.2,12,6.386,0.634,0.113,14
7.301,45.324,28,37,71.0,74.0,34,45.0,42.164,463.68,0.0,0,37,80.182,14,70.309,4.2,9,3,4.2,0.594,6,14,2,1.129,52.1,12,6.531,0.638,0.122,14
6.2,31.829,19,31,41.0,43.0,29,43.0,30.953,472.74,7.3,0,12,45.204,0,42.971,12.2,6,1,2.4,0.755,10,19,3,1.103,29.3,18,11.53,0.776,0.14,21
8.058,53.063,33,44,83.0,87.0,40,53.0,49.459,545.79,0.0,0,43,93.637,17,82.287,4.8,10,3,3.6,0.596,7,16,3,1.128,51.8,12,6.576,0.639,0.115,15
7.424,53.614,33,44,84.0,88.0,40,53.0,49.766,544.81,0.0,0,44,94.925,17,83.061,3.6,9,4,4.8,0.592,7,16,3,1.13,52.4,12,6.486,0.638,0.102,15
8.497,54.216,33,47,85.0,89.0,43,58.0,51.384,590.79,0.0,0,42,96.138,17,85.159,7.1,11,4,4.7,0.605,10,16,5,1.131,49.4,12,6.95,0.638,0.124,17
8.206,55.279,34,46,87.0,91.0,42,55.0,51.701,575.82,0.0,0,45,98.261,18,86.498,5.7,11,3,3.4,0.594,8,16,3,1.129,51.7,12,6.619,0.635,0.121,15
6.914,54.972,34,48,86.0,91.0,43,57.0,51.889,589.8,0.0,0,43,97.055,18,85.941,7.0,10,3,3.5,0.603,9,16,3,1.129,50.0,12,6.858,0.639,0.11,15
7.523,54.637,34,48,86.0,90.0,44,57.0,52.136,613.79,3.5,3,42,98.071,18,86.708,4.7,10,3,3.5,0.606,10,16,3,1.14,48.8,12,7.137,0.635,0.111,15
8.211,55.091,34,49,87.0,91.0,45,58.0,52.851,629.79,3.4,3,42,99.28,18,88.036,5.7,11,3,3.4,0.607,11,16,3,1.141,48.3,12,7.239,0.633,0.121,15
7.428,57.381,34,48,89.0,93.0,44,59.0,53.603,623.89,0.0,0,45,100.391,18,88.901,6.7,11,3,3.4,0.602,10,16,5,1.128,50.6,12,7.01,0.645,0.118,17
6.945,54.006,33,48,84.0,89.0,43,59.0,51.163,587.79,0.0,0,41,95.012,17,84.05,6.0,10,5,6.0,0.609,10,16,3,1.131,48.8,16,6.997,0.643,0.112,19
6.656,53.001,33,45,83.0,87.0,41,54.0,49.843,563.78,1.2,1,42,93.976,17,82.799,4.8,10,3,3.6,0.601,8,16,3,1.132,50.6,12,6.793,0.639,0.115,15
8.963,53.921,33,45,83.0,87.0,41,54.0,50.287,580.23,1.2,0,42,93.581,17,82.61,4.8,10,3,3.6,0.606,8,16,3,1.127,50.6,12,6.991,0.65,0.115,15
7.695,54.415,33,45,83.0,87.0,41,54.0,50.485,624.68,1.2,0,42,93.478,17,82.516,4.8,10,3,3.6,0.608,8,16,3,1.126,50.6,12,7.526,0.656,0.115,15
8.767,53.552,33,45,84.0,88.0,41,54.0,50.149,562.8,1.2,1,43,95.265,17,83.574,3.6,9,4,4.8,0.597,8,16,3,1.134,51.2,12,6.7,0.638,0.102,15
8.575,54.472,33,45,84.0,88.0,41,54.0,50.593,579.25,1.2,0,43,94.869,17,83.385,3.6,9,4,4.8,0.602,8,16,3,1.129,51.2,12,6.896,0.648,0.102,15
8.495,54.768,33,47,86.0,90.0,43,58.0,51.69,589.81,0.0,0,43,97.427,17,85.934,5.8,10,5,5.8,0.601,10,16,5,1.133,50.0,12,6.858,0.637,0.111,17
8.963,55.188,34,48,87.0,91.0,44,57.0,52.443,612.81,3.4,3,43,99.36,18,87.483,3.4,9,4,4.6,0.603,10,16,3,1.142,49.4,12,7.044,0.634,0.099,15
8.211,55.643,34,49,88.0,92.0,45,58.0,53.157,628.81,3.4,3,43,100.569,18,88.81,4.5,10,4,4.5,0.604,11,16,3,1.143,48.9,12,7.146,0.632,0.109,15
8.79,53.489,33,46,84.0,88.0,42,55.0,50.533,580.79,2.4,2,42,95.605,17,84.087,3.6,9,4,4.8,0.602,9,16,3,1.138,50.0,12,6.914,0.637,0.102,15
8.772,53.489,33,46,84.0,88.0,42,55.0,50.533,580.79,2.4,2,42,95.605,17,84.087,3.6,9,4,4.8,0.602,9,16,3,1.138,50.0,12,6.914,0.637,0.102,15
8.533,58.938,34,49,92.0,96.0,45,60.0,54.931,637.93,0.0,0,47,104.178,18,91.778,5.4,11,5,5.4,0.597,11,16,5,1.132,51.1,12,6.934,0.641,0.115,17
8.301,60.699,35,50,95.0,99.0,46,61.0,56.458,651.96,0.0,0,49,107.593,19,94.661,5.3,11,5,5.3,0.594,11,16,5,1.133,51.6,12,6.863,0.639,0.111,17
5.0,49.08,32,41,75.0,79.0,37,51.5,45.67,498.72,0.0,0,38,84.098,14,74.09,4.0,10,2,2.7,0.609,5,18,2,1.121,50.7,17,6.65,0.654,0.127,19
8.456,52.609,33,43,82.0,86.0,39,52.0,48.745,529.79,0.0,0,43,92.427,17,80.959,3.7,9,3,3.7,0.594,6,16,3,1.127,52.4,12,6.461,0.642,0.105,15
7.836,54.824,34,45,86.0,90.0,41,54.0,50.986,559.82,0.0,0,45,97.052,18,85.17,4.7,10,3,3.5,0.593,7,16,3,1.129,52.3,12,6.51,0.637,0.111,15
8.276,53.762,33,46,84.0,88.0,42,57.0,50.669,574.79,0.0,0,42,94.929,17,83.832,6.0,10,4,4.8,0.603,9,16,5,1.13,50.0,12,6.843,0.64,0.114,17
6.826,54.182,34,47,85.0,89.0,43,56.0,51.421,597.79,3.5,3,42,96.861,18,85.381,3.5,9,3,3.5,0.605,9,16,3,1.14,49.4,12,7.033,0.637,0.101,15
8.398,56.927,34,47,88.0,92.0,43,58.0,52.888,607.89,0.0,0,45,99.181,18,87.574,5.7,10,3,3.4,0.601,9,16,5,1.127,51.1,12,6.908,0.647,0.109,17
8.678,56.171,33,47,87.0,91.0,43,58.0,52.383,608.88,0.0,0,44,98.264,17,86.792,5.7,10,4,4.6,0.602,10,16,5,1.129,50.6,12,6.999,0.646,0.11,17
8.815,57.932,34,48,90.0,94.0,44,59.0,53.909,622.91,0.0,0,46,101.679,18,89.676,5.6,11,4,4.4,0.599,10,16,5,1.13,51.1,12,6.921,0.644,0.117,17
8.479,59.694,35,49,93.0,97.0,45,60.0,55.436,636.94,0.0,0,48,105.095,19,92.559,5.4,11,4,4.3,0.596,10,16,5,1.13,51.6,12,6.849,0.642,0.113,17
6.244,49.285,29,40,76.0,80.0,36,47.5,45.185,508.8,0.0,0,40,85.806,18,75.043,2.6,8,4,5.3,0.595,7,11,2,1.129,52.6,11,6.695,0.648,0.1,13
6.77,52.802,32,42,81.0,85.0,38,50.0,48.217,533.85,0.0,0,43,91.138,18,79.708,2.5,9,3,3.7,0.595,6,14,2,1.125,53.1,12,6.591,0.652,0.106,14
7.678,50.853,31,42,80.0,84.0,38,50.0,47.239,518.77,0.0,0,42,90.51,18,79.178,3.8,9,4,5.0,0.59,7,13,2,1.131,52.5,12,6.485,0.636,0.107,14
7.149,50.398,31,41,79.0,83.0,37,49.0,46.524,502.77,0.0,0,42,89.301,18,77.85,2.5,8,4,5.1,0.589,6,13,2,1.13,53.2,12,6.364,0.638,0.096,14
7.456,52.165,31,42,83.0,87.0,38,49.5,48.073,519.81,0.0,0,45,94.214,20,81.836,2.4,8,5,6.0,0.579,7,11,2,1.135,54.2,11,6.263,0.628,0.092,13
6.796,48.643,29,40,77.0,81.0,36,47.5,45.019,491.75,0.0,0,41,87.384,18,76.068,2.6,8,5,6.5,0.585,7,11,2,1.135,53.2,11,6.386,0.632,0.099,13
5.523,43.711,27,38,68.0,71.0,35,47.0,41.54,479.63,0.0,0,33,76.77,12,68.196,7.4,9,3,4.4,0.611,8,15,3,1.129,48.5,12,7.053,0.643,0.127,15
5.523,53.37,33,43,84.0,88.0,39,51.0,49.271,531.81,0.0,0,45,94.842,19,82.843,3.6,10,3,3.6,0.587,6,14,2,1.129,53.6,12,6.331,0.635,0.114,14
6.347,49.853,30,41,79.0,83.0,37,48.5,46.239,506.76,0.0,0,42,89.51,19,78.178,3.8,8,4,5.1,0.585,7,11,2,1.133,53.2,11,6.415,0.631,0.096,13
7.092,52.609,33,43,82.0,86.0,39,52.0,48.745,529.79,0.0,0,43,92.427,18,80.959,3.7,9,3,3.7,0.594,6,15,3,1.127,52.4,12,6.461,0.642,0.105,15
7.036,51.546,32,43,81.0,85.0,39,51.0,48.128,535.77,1.2,1,42,91.767,18,80.472,3.7,9,3,3.7,0.594,7,14,2,1.133,51.9,12,6.614,0.636,0.106,14
5.523,47.302,28,38,76.0,79.0,35,44.0,43.933,483.72,0.0,0,41,86.221,19,75.403,5.3,9,3,3.9,0.578,7,9,3,1.134,53.9,6,6.365,0.622,0.114,9
5.523,45.54,27,37,73.0,76.0,34,43.0,42.406,469.69,0.0,0,39,82.806,18,72.519,5.5,8,3,4.1,0.581,7,9,3,1.134,53.4,6,6.434,0.624,0.105,9
7.102,53.37,33,43,84.0,88.0,39,51.0,49.271,531.81,0.0,0,45,94.842,19,82.843,3.6,9,3,3.6,0.587,6,14,2,1.129,53.6,12,6.331,0.635,0.102,14
7.377,52.063,32,43,82.0,86.0,39,51.0,48.459,533.78,0.0,0,43,92.637,18,81.287,4.9,9,3,3.7,0.591,7,14,2,1.13,52.4,12,6.51,0.635,0.105,14
5.167,55.466,34,44,85.0,88.0,41,56.0,51.152,576.87,0.0,0,44,95.473,15,84.145,4.7,13,2,2.4,0.602,7,19,3,1.123,51.8,18,6.787,0.653,0.148,21
4.824,52.995,34,45,81.0,84.0,42,59.0,50.121,569.76,0.0,0,39,91.016,12,80.847,6.2,15,3,3.7,0.619,8,22,5,1.124,48.1,18,7.034,0.654,0.179,23
4.959,59.381,36,49,91.0,94.0,46,64.0,55.603,647.91,0.0,0,45,102.391,15,90.901,6.6,15,3,3.3,0.611,10,21,6,1.125,49.5,18,7.12,0.653,0.16,24
7.728,48.825,29,41,78.0,82.0,37,47.5,45.598,513.75,2.6,2,41,89.269,20,77.65,1.3,8,5,6.4,0.585,8,9,1,1.144,52.6,11,6.587,0.626,0.098,12
4.983,55.858,34,47,85.0,88.0,44,62.0,52.549,619.85,0.0,0,41,95.56,13,85.134,7.1,15,3,3.5,0.618,10,21,6,1.124,48.2,18,7.292,0.657,0.17,24
5.222,51.858,30,42,81.0,83.0,40,54.0,48.549,571.81,0.0,0,41,91.56,15,81.134,7.4,15,3,3.7,0.599,10,15,6,1.13,50.6,12,7.059,0.64,0.181,18
4.056,55.466,34,44,85.0,88.0,41,56.0,51.152,576.87,0.0,0,44,95.473,15,84.145,4.7,14,2,2.4,0.602,7,19,3,1.123,51.8,18,6.787,0.653,0.159,21
5.456,55.858,34,47,85.0,88.0,44,62.0,52.549,619.85,0.0,0,41,95.56,13,85.134,7.1,15,3,3.5,0.618,10,21,6,1.124,48.2,18,7.292,0.657,0.17,24
5.357,55.858,34,47,85.0,88.0,44,62.0,52.549,619.85,0.0,0,41,95.56,13,85.134,7.1,15,3,3.5,0.618,10,21,6,1.124,48.2,18,7.292,0.657,0.17,24
5.066,53.705,33,43,82.0,85.0,40,55.0,49.625,562.84,0.0,0,42,92.058,14,81.261,4.9,13,2,2.4,0.605,7,19,3,1.123,51.2,18,6.864,0.655,0.153,21
6.498,56.432,34,49,89.0,93.0,45,60.0,53.625,620.82,0.0,0,44,100.763,18,89.37,7.9,12,4,4.5,0.603,11,16,5,1.132,49.4,12,6.976,0.634,0.129,17
7.523,54.154,33,48,85.0,89.0,44,59.0,51.767,608.78,1.2,1,41,96.478,17,85.672,7.1,11,4,4.7,0.609,11,16,5,1.135,48.2,12,7.162,0.637,0.124,17
8.053,54.154,33,48,85.0,89.0,44,59.0,51.767,608.78,1.2,1,41,96.478,17,85.672,7.1,11,4,4.7,0.609,11,16,5,1.135,48.2,12,7.162,0.637,0.124,17
7.417,55.126,34,49,87.0,91.0,45,58.0,52.826,630.8,4.6,4,42,99.699,18,87.996,3.4,9,4,4.6,0.607,11,16,3,1.146,48.3,12,7.251,0.634,0.099,15
8.86,55.126,34,49,87.0,91.0,45,58.0,52.826,630.8,4.6,4,42,99.699,18,87.996,3.4,9,4,4.6,0.607,11,16,3,1.146,48.3,12,7.251,0.634,0.099,15
7.952,57.87,34,49,90.0,94.0,45,60.0,54.293,640.9,1.1,1,45,102.019,18,90.188,5.6,11,4,4.4,0.603,11,16,5,1.134,50.0,12,7.121,0.643,0.117,17
8.526,57.87,34,49,90.0,94.0,45,60.0,54.293,640.9,1.1,1,45,102.019,18,90.188,5.6,11,4,4.4,0.603,11,16,5,1.134,50.0,12,7.121,0.643,0.117,17
8.169,57.887,36,52,91.0,96.0,47,61.0,55.353,656.84,4.4,4,44,104.115,20,91.879,3.3,9,4,4.4,0.608,11,16,3,1.144,48.4,12,7.218,0.636,0.094,15
7.943,63.398,37,54,99.0,104.0,49,65.0,59.368,695.99,1.0,1,50,112.348,21,99.057,5.1,11,5,5.1,0.6,12,16,5,1.135,50.5,12,7.03,0.64,0.106,17
7.523,56.251,35,49,88.0,93.0,44,58.0,53.059,606.83,2.3,2,44,100.02,19,87.97,3.4,9,4,4.5,0.603,9,16,3,1.137,50.0,12,6.896,0.639,0.097,15
8.4,61.637,36,53,96.0,101.0,48,64.0,57.841,681.96,1.0,1,48,108.933,20,96.174,5.2,11,5,5.2,0.603,12,16,5,1.135,50.0,12,7.104,0.642,0.109,17
7.845,57.887,36,52,91.0,96.0,47,61.0,55.353,656.84,4.4,4,44,104.115,20,91.879,3.3,9,4,4.4,0.608,11,16,3,1.144,48.4,12,7.218,0.636,0.094,15
7.567,61.637,36,53,96.0,101.0,48,64.0,57.841,681.96,1.0,1,48,108.933,20,96.174,5.2,11,5,5.2,0.603,12,16,5,1.135,50.0,12,7.104,0.642,0.109,17
8.523,53.972,33,46,85.0,89.0,42,55.0,50.889,577.79,0.0,0,43,96.055,18,84.941,7.1,10,3,3.5,0.599,9,15,3,1.13,50.6,12,6.798,0.635,0.112,15
5.663,52.148,29,44,78.0,82.0,40,55.0,48.322,608.29,1.3,0,38,87.8,16,78.323,6.4,8,3,3.8,0.62,11,13,5,1.126,48.7,12,7.799,0.669,0.098,17
5.385,51.631,29,45,76.0,80.0,41,58.0,48.29,619.27,1.3,0,35,85.467,15,76.658,6.6,8,4,5.3,0.635,12,13,5,1.125,46.1,12,8.148,0.679,0.1,18
5.548,50.643,31,43,79.0,84.0,38,51.0,47.019,515.77,0.0,0,41,89.384,19,78.068,2.5,7,5,6.3,0.595,7,12,2,1.131,51.9,12,6.529,0.641,0.083,14
5.301,49.643,30,41,78.0,82.0,37,49.0,46.019,503.76,0.0,0,41,88.384,18,77.068,2.6,8,5,6.4,0.59,7,12,2,1.133,52.6,12,6.458,0.636,0.098,14
7.032,48.983,28,41,76.0,80.0,37,50.0,45.394,525.79,0.0,0,39,86.098,17,75.589,3.9,8,5,6.6,0.597,9,11,3,1.133,51.3,12,6.918,0.645,0.1,15
6.504,48.222,28,42,74.0,79.0,37,51.0,44.867,523.77,0.0,0,37,83.683,17,73.705,4.1,8,5,6.8,0.606,9,11,3,1.131,50.0,12,7.078,0.652,0.101,15
7.523,48.16,28,43,74.0,79.0,38,52.0,45.251,541.76,1.4,1,36,84.023,17,74.218,4.1,8,5,6.8,0.611,10,11,3,1.135,48.6,12,7.321,0.651,0.101,15
5.301,52.41,31,43,83.0,87.0,39,51.0,48.567,532.81,0.0,0,44,94.297,19,82.054,2.4,7,6,7.2,0.585,8,12,2,1.136,53.0,12,6.419,0.631,0.08,14
