pXC50,nBO,Sp,nBT,Se,nAT,nN,nC,nH,Sv,MW,nSK,Si,O.,nCsp3,SCBO,nHet,C.,Mi,RBN,Mv,nDB,N.
6.15,26,28.159,44,42.643,42,6,15,18,26.906,346.46,24,47.82,4.8,4,36.0,9,35.7,1.139,4,0.641,2,14.3
8.959,33,34.489,53,52.6,51,9,17,20,33.512,465.98,31,58.468,5.9,4,44.0,14,33.3,1.146,7,0.657,2,17.6
8.215,34,35.699,55,54.709,53,8,18,21,34.733,480.99,32,60.594,7.5,5,45.0,14,34.0,1.143,9,0.655,2,15.1
8.921,29,29.506,44,43.404,42,8,15,15,28.723,406.9,27,47.93,4.8,2,40.0,12,35.7,1.141,5,0.684,2,19.0
9.398,32,33.131,49,48.713,47,9,16,17,32.098,470.39,30,53.788,4.3,3,43.0,14,34.0,1.144,6,0.683,2,19.1
7.921,35,35.466,51,49.193,48,5,22,16,34.427,465.95,32,53.475,6.3,0,50.0,10,45.8,1.114,6,0.717,3,10.4
6.857,33,35.438,56,52.192,52,5,21,23,33.465,409.56,29,58.567,3.8,9,41.0,8,40.4,1.126,2,0.644,2,9.6
7.854,37,40.631,66,62.498,62,5,23,29,38.475,471.64,33,70.232,6.5,12,44.5,10,37.1,1.133,6,0.621,2,8.1
7.0,27,27.654,40,37.978,37,5,15,13,26.298,382.3,24,41.585,2.7,4,35.0,9,40.5,1.124,3,0.711,0,13.5
7.0,31,33.176,48,45.745,45,5,19,17,31.352,434.38,28,50.415,2.2,6,41.0,9,42.2,1.12,4,0.697,0,11.1
5.0,51,53.96,84,80.316,79,7,31,33,51.661,663.85,46,88.982,7.6,9,67.5,15,39.2,1.126,10,0.654,3,8.9
5.0,41,40.387,63,59.058,58,8,24,22,39.19,502.61,36,65.441,5.2,5,57.0,12,41.4,1.128,5,0.676,3,13.8
5.0,32,33.029,53,49.232,49,5,21,21,31.751,375.47,28,55.232,4.1,5,43.0,7,42.9,1.127,3,0.648,1,10.2
5.0,37,37.796,61,56.218,56,6,24,24,36.299,428.54,32,63.145,3.6,7,49.5,8,42.9,1.128,4,0.648,0,10.7
5.0,31,30.182,45,41.549,41,6,19,14,29.138,374.46,27,45.78,2.4,1,44.5,8,46.3,1.117,3,0.711,1,14.6
5.0,33,32.966,53,49.745,49,5,21,20,32.134,393.46,29,55.572,4.1,5,44.0,8,42.9,1.134,4,0.656,1,10.2
5.0,35,33.744,50,47.382,46,7,19,15,32.776,453.55,31,51.617,6.5,2,50.5,12,41.3,1.122,4,0.713,3,15.2
7.0,42,40.864,62,58.142,57,7,26,20,39.837,513.6,37,64.073,3.5,3,57.5,11,45.6,1.124,4,0.699,2,12.3
8.523,31,35.199,56,53.076,53,5,20,25,32.992,399.57,28,59.982,3.8,10,39.5,8,37.7,1.132,5,0.622,1,9.4
6.706,31,32.5,55,52.865,52,8,17,24,31.53,388.49,28,59.936,5.8,11,37.5,11,32.7,1.153,5,0.606,1,15.4
7.0,34,32.091,52,51.091,49,7,19,18,32.417,433.44,31,56.832,4.1,6,44.0,12,38.8,1.16,4,0.662,2,14.3
7.0,26,28.921,44,44.382,43,4,14,18,27.721,386.5,25,48.787,11.6,5,35.0,11,32.6,1.135,7,0.645,4,9.3
8.523,31,34.205,53,52.171,51,5,18,22,32.722,439.97,29,57.93,7.8,8,38.5,11,35.3,1.136,8,0.642,2,9.8
8.0,27,26.506,40,39.651,38,4,16,13,26.298,366.4,25,43.633,2.6,3,36.0,9,42.1,1.148,3,0.692,1,10.5
8.523,34,37.438,57,54.192,54,5,23,23,35.465,433.58,31,60.567,3.7,5,46.0,8,42.6,1.122,7,0.657,1,9.3
5.699,31,31.756,50,47.636,47,6,20,19,30.914,378.45,28,53.445,2.1,3,42.0,8,42.6,1.137,5,0.658,0,12.8
7.0,36,36.495,59,55.763,55,7,22,23,35.509,433.52,32,62.438,5.5,7,46.0,10,40.0,1.135,4,0.646,4,12.7
7.0,33,37.818,57,56.138,55,3,20,24,35.635,486.06,31,61.893,9.1,9,42.5,11,36.4,1.125,8,0.648,4,5.5
6.222,45,52.296,87,80.247,81,6,30,42,48.227,550.85,39,91.802,2.5,22,52.0,9,37.0,1.133,6,0.595,2,7.4
8.222,31,28.966,45,44.08,42,5,17,14,29.034,409.43,28,48.341,4.8,6,39.5,11,40.5,1.151,2,0.691,3,11.9
7.569,31,33.335,52,49.643,49,3,20,21,31.852,399.51,28,54.989,8.2,7,39.0,8,40.8,1.122,4,0.65,2,6.1
6.955,32,34.438,55,51.192,51,5,20,23,32.465,397.55,28,57.567,3.9,9,39.5,8,39.2,1.129,2,0.637,2,9.8
6.585,29,30.563,48,43.702,44,3,21,19,28.993,329.43,25,49.026,2.3,4,39.5,4,47.7,1.114,2,0.659,0,6.8
7.0,38,40.864,66,60.658,61,6,26,28,38.638,440.6,33,68.766,1.6,8,50.5,7,42.6,1.127,5,0.633,0,9.8
7.0,40,43.085,69,65.825,65,5,25,29,41.19,511.66,36,73.441,7.7,9,52.5,11,38.5,1.13,7,0.634,2,7.7
6.602,34,32.443,50,46.978,46,5,22,16,32.081,401.43,30,51.741,4.3,2,47.0,8,47.8,1.125,3,0.697,2,10.9
6.244,45,44.495,68,63.763,63,7,30,23,43.509,529.6,40,70.438,4.8,3,63.0,10,47.6,1.118,6,0.691,2,11.1
7.301,34,32.887,50,47.047,46,7,20,16,32.069,421.5,30,52.033,2.2,3,46.0,10,43.5,1.131,4,0.697,4,15.2
6.5,34,32.483,51,48.04,47,7,21,17,32.077,405.45,30,53.659,0.0,3,47.0,9,44.7,1.142,4,0.682,0,14.9
7.0,33,31.642,48,44.967,44,7,20,15,30.995,407.87,29,49.848,0.0,2,46.0,9,45.5,1.133,4,0.704,0,15.9
7.301,35,34.404,52,48.851,48,7,22,17,33.521,433.91,31,54.263,0.0,4,48.0,9,45.8,1.13,4,0.698,3,14.6
7.301,34,32.642,49,45.967,45,7,21,15,31.995,419.88,30,50.848,0.0,2,47.5,9,46.7,1.13,4,0.711,0,15.6
7.301,38,35.103,58,56.294,54,9,20,20,35.46,475.49,34,62.829,3.7,8,48.0,14,37.0,1.164,4,0.657,2,16.7
7.301,35,38.66,63,58.65,59,8,23,28,36.439,416.59,31,67.138,0.0,9,45.5,8,39.0,1.138,5,0.618,0,13.6
8.215,35,34.0,53,49.854,49,7,22,18,33.409,415.47,31,55.528,2.0,3,48.0,9,44.9,1.133,5,0.682,2,14.3
8.155,34,34.063,53,49.342,49,7,22,19,33.025,397.48,30,55.189,2.0,3,47.0,8,44.9,1.126,3,0.674,2,14.3
8.229,28,30.688,49,47.567,47,3,19,21,29.665,355.43,26,53.069,8.5,6,36.5,7,40.4,1.129,5,0.631,3,6.4
7.886,25,24.011,35,34.505,33,8,11,10,23.502,350.43,23,37.66,6.1,2,34.5,12,33.3,1.141,4,0.712,2,24.2
7.268,31,31.796,45,43.36,42,2,19,14,30.46,436.94,28,46.655,7.1,4,40.0,9,45.2,1.111,4,0.725,3,4.8
7.301,32,32.711,51,47.418,47,7,19,19,31.213,393.52,28,53.109,2.1,6,43.0,9,40.4,1.13,3,0.664,1,14.9
6.301,43,42.733,66,61.731,61,6,29,23,41.682,506.58,38,68.485,3.3,3,59.0,9,47.5,1.123,4,0.683,2,9.8
7.0,46,49.017,81,78.727,77,8,27,35,47.526,609.15,42,88.675,5.2,16,55.0,15,35.1,1.152,9,0.617,1,10.4
7.523,34,32.154,53,50.578,49,7,19,19,32.034,415.45,30,56.493,4.1,7,44.0,11,38.8,1.153,4,0.654,0,14.3
5.678,27,30.233,48,46.24,46,3,19,21,28.95,339.43,25,51.86,6.5,6,35.5,6,41.3,1.127,5,0.629,3,6.5
7.683,38,41.87,65,62.614,62,5,25,27,39.948,493.64,35,69.816,6.5,5,51.5,10,40.3,1.126,9,0.644,2,8.1
8.444,42,44.733,75,72.083,71,9,25,33,43.237,529.67,38,81.981,2.8,14,51.0,13,35.2,1.155,7,0.609,1,12.7
7.75,43,46.307,77,72.283,72,8,27,34,44.164,518.69,38,82.012,4.2,13,54.0,11,37.5,1.139,6,0.613,1,11.1
7.824,35,37.688,58,55.512,55,7,22,23,35.981,449.59,32,62.149,3.6,5,47.0,10,40.0,1.13,7,0.654,4,12.7
7.398,32,31.188,47,43.651,43,7,19,15,30.159,389.48,28,48.278,2.3,2,44.5,9,44.2,1.123,3,0.701,2,16.3
8.222,32,31.188,47,43.651,43,7,19,15,30.159,389.48,28,48.278,2.3,2,44.5,9,44.2,1.123,4,0.701,2,16.3
6.177,33,31.546,49,45.676,45,8,20,16,30.993,384.44,29,50.857,2.2,2,46.0,9,44.4,1.13,3,0.689,2,17.8
6.177,34,32.904,50,47.007,46,9,19,16,32.04,466.34,30,52.197,2.2,3,46.5,11,41.3,1.135,3,0.697,2,19.6
8.699,35,33.949,50,46.673,46,8,22,15,33.106,426.9,31,51.591,0.0,2,50.5,9,47.8,1.122,3,0.72,0,17.4
9.301,32,31.591,46,42.647,42,7,19,14,30.272,407.92,28,47.013,0.0,2,45.0,9,45.2,1.119,4,0.721,0,16.7
8.545,44,44.188,69,64.909,64,5,30,25,43.098,525.6,39,72.157,3.1,5,58.5,9,46.9,1.127,5,0.673,0,7.8
8.979,46,49.33,78,73.745,73,4,31,32,47.086,578.74,41,82.449,4.1,11,59.5,10,42.5,1.129,4,0.645,2,5.5
8.646,39,41.387,63,60.909,60,7,25,24,39.891,505.63,36,67.903,3.3,5,54.5,11,41.7,1.132,8,0.665,2,11.7
8.301,33,34.063,52,49.342,49,7,22,19,33.025,397.48,30,55.189,2.0,3,46.0,8,44.9,1.126,4,0.674,5,14.3
6.975,31,32.318,47,44.56,44,6,20,16,30.944,411.32,28,49.369,0.0,2,42.5,8,45.5,1.122,4,0.703,0,13.6
9.699,31,30.784,47,44.643,44,7,20,16,30.167,373.43,28,49.904,0.0,2,44.0,8,45.5,1.134,4,0.686,0,15.9
7.0,23,23.978,37,35.447,35,3,16,14,23.323,283.33,21,39.535,2.9,2,31.5,5,45.7,1.13,2,0.666,0,8.6
7.0,49,49.455,75,69.498,69,8,32,26,47.529,586.73,43,77.062,2.9,4,68.0,11,46.4,1.117,5,0.689,3,11.6
7.0,35,38.108,62,57.876,58,7,23,27,36.133,417.57,31,65.85,1.7,9,45.5,8,39.7,1.135,5,0.623,0,12.1
4.699,21,17.631,26,26.164,24,1,11,5,18.415,285.24,19,27.181,16.7,1,27.0,8,45.8,1.133,1,0.767,3,4.2
7.0,41,43.006,68,63.978,63,6,24,27,40.825,530.71,36,71.365,4.8,10,53.0,12,38.1,1.133,5,0.648,2,9.5
7.77,39,44.035,71,65.501,66,6,26,32,40.879,476.71,34,74.517,1.5,12,49.0,8,39.4,1.129,5,0.619,0,9.1
8.523,47,50.171,83,77.57,77,8,28,36,47.593,580.79,41,87.557,5.2,16,59.0,13,36.4,1.137,6,0.618,2,10.4
8.284,42,44.546,74,69.4,69,8,26,32,42.637,504.66,37,78.597,4.3,13,53.0,11,37.7,1.139,6,0.618,1,11.6
5.0,25,27.819,45,43.123,43,6,16,20,26.531,312.42,23,49.106,2.3,8,33.0,7,37.2,1.142,3,0.617,1,14.0
5.0,31,31.75,49,46.534,46,5,21,18,30.893,375.44,28,51.947,2.2,1,43.0,7,45.7,1.129,3,0.672,1,10.9
6.616,29,27.989,43,40.8,40,6,18,14,27.665,346.38,26,45.069,5.0,0,40.5,8,45.0,1.127,2,0.692,0,15.0
5.199,40,37.688,61,54.567,54,3,26,21,36.665,439.5,33,60.069,7.4,7,53.0,7,48.1,1.112,1,0.679,1,5.6
5.0,51,50.739,81,73.203,73,4,35,30,48.793,570.69,43,81.228,5.5,9,68.0,8,47.9,1.113,3,0.668,2,5.5
5.52,46,50.711,81,76.141,76,7,30,35,47.856,573.79,41,85.849,3.9,13,59.0,11,39.5,1.13,8,0.63,3,9.2
6.2,33,34.671,57,55.094,54,5,21,24,33.767,419.5,30,62.287,1.9,9,41.0,9,38.9,1.153,4,0.625,0,9.3
6.188,29,29.352,45,41.447,41,2,19,16,28.062,352.44,25,45.451,7.3,4,38.5,6,46.3,1.109,2,0.684,2,4.9
4.699,24,25.233,37,34.538,34,1,15,13,23.701,319.43,21,37.458,8.8,4,31.0,6,44.1,1.102,2,0.697,2,2.9
4.301,24,24.04,37,34.789,34,1,15,13,23.229,303.36,21,37.747,11.8,4,31.0,6,44.1,1.11,2,0.683,2,2.9
6.018,30,30.017,47,43.884,43,1,19,17,28.997,371.44,26,47.787,11.6,6,37.5,7,44.2,1.111,2,0.674,2,2.3
5.103,27,28.563,44,41.556,41,1,18,17,27.282,343.43,24,45.578,9.8,5,34.5,6,43.9,1.112,3,0.665,2,2.4
5.616,26,28.108,43,40.229,40,1,18,17,26.567,327.43,23,44.368,7.5,5,33.5,5,45.0,1.109,3,0.664,2,2.5
4.301,27,27.591,41,38.564,38,2,18,14,26.535,338.41,24,42.036,7.9,4,36.5,6,47.4,1.106,2,0.698,2,5.3
5.428,26,27.205,40,37.669,37,1,17,14,25.868,347.84,23,40.897,8.1,4,33.5,6,45.9,1.105,2,0.699,2,2.7
6.556,27,28.063,40,37.993,37,1,17,13,26.696,382.28,24,40.841,8.1,4,34.5,7,45.9,1.104,2,0.722,2,2.7
5.377,29,27.921,43,41.767,40,1,18,14,27.717,381.4,26,45.387,7.5,5,36.5,8,45.0,1.135,2,0.693,2,2.5
4.301,29,30.563,46,43.556,43,1,20,17,29.282,367.45,26,47.578,9.3,5,38.5,6,46.5,1.106,2,0.681,2,2.3
6.903,29,30.568,47,44.658,44,2,19,18,29.304,370.46,26,49.076,9.1,5,37.5,7,43.2,1.115,3,0.666,3,4.5
6.106,25,26.347,40,37.345,37,1,17,15,25.041,313.4,22,40.953,8.1,4,32.5,5,45.9,1.107,2,0.677,2,2.7
4.301,25,25.591,39,36.564,36,2,16,14,24.535,314.39,22,40.036,8.3,4,32.5,6,44.4,1.112,2,0.682,2,5.6
4.638,25,25.591,39,36.564,36,2,16,14,24.535,314.39,22,40.036,8.3,4,32.5,6,44.4,1.112,2,0.682,2,5.6
4.523,24,24.04,37,34.789,34,1,15,13,23.229,303.36,21,37.747,11.8,4,31.0,6,44.1,1.11,2,0.683,2,2.9
6.318,29,28.256,44,41.0,40,1,18,15,27.47,357.41,25,44.372,12.5,5,36.5,7,45.0,1.109,2,0.687,2,2.5
6.256,27,28.563,44,41.556,41,1,18,17,27.282,343.43,24,45.578,9.8,5,34.5,6,43.9,1.112,3,0.665,2,2.4
6.721,28,30.875,48,45.214,45,2,19,20,29.116,356.48,25,50.282,6.7,6,35.5,6,42.2,1.117,3,0.647,2,4.4
4.301,18,18.824,29,27.578,27,1,11,11,17.987,237.3,16,30.123,11.1,4,22.5,5,40.7,1.116,1,0.666,2,3.7
5.008,26,27.352,42,39.447,39,2,17,16,26.062,328.42,23,43.451,7.7,4,33.5,6,43.6,1.114,2,0.668,2,5.1
7.6,32,32.358,53,51.436,50,4,20,21,31.933,406.45,29,57.583,4.0,8,40.0,9,40.0,1.152,3,0.639,0,8.0
7.6,32,33.784,54,50.014,50,4,22,22,32.256,374.48,28,56.149,4.0,6,42.5,6,44.0,1.123,3,0.645,0,8.0
6.9,32,33.114,54,52.218,51,3,21,22,32.439,405.46,29,58.5,3.9,9,40.0,8,41.2,1.147,3,0.636,0,5.9
6.8,33,32.051,52,50.88,49,4,20,19,32.121,420.43,30,56.377,6.1,7,42.0,10,40.8,1.151,3,0.656,1,8.2
7.8,33,34.12,56,54.32,53,4,21,23,33.46,420.48,30,60.998,3.8,9,41.0,9,39.6,1.151,3,0.631,0,7.5
7.7,31,30.597,50,48.552,47,4,19,19,30.406,392.42,28,54.168,4.3,7,39.0,9,40.4,1.153,3,0.647,0,8.5
7.0,31,29.62,46,44.458,43,4,20,15,29.638,384.39,28,49.128,2.3,3,42.0,8,46.5,1.143,3,0.689,0,9.3
7.7,30,31.523,46,43.567,43,4,20,16,30.143,399.3,27,47.997,2.3,3,41.0,7,46.5,1.116,4,0.701,0,9.3
6.4,30,33.256,51,48.443,48,3,20,21,31.417,406.34,27,53.954,4.2,8,38.0,7,41.7,1.124,4,0.655,0,6.3
8.2,32,30.551,47,46.316,44,4,18,15,30.535,447.27,29,50.641,4.5,6,40.0,11,40.9,1.151,3,0.694,0,9.1
7.1,32,29.574,43,42.222,40,4,19,11,29.766,439.24,29,45.601,2.5,2,43.0,10,47.5,1.14,3,0.744,0,10.0
7.0,32,31.307,48,47.098,45,3,19,16,31.04,446.28,29,51.558,4.4,7,40.0,10,42.2,1.146,3,0.69,0,6.7
6.2,32,31.807,52,50.661,49,3,20,20,31.627,407.43,29,56.294,6.1,8,40.0,9,40.8,1.149,3,0.645,0,6.1
7.6,30,30.216,44,42.011,41,4,19,14,29.331,401.27,27,45.791,4.9,2,41.0,8,46.3,1.117,4,0.715,0,9.8
6.2,29,30.739,47,44.778,44,4,18,18,29.385,393.3,26,49.622,4.5,6,37.0,8,40.9,1.128,3,0.668,0,9.1
6.2,32,32.358,53,51.436,50,4,20,21,31.933,406.45,29,57.583,4.0,8,40.0,9,40.0,1.152,4,0.639,0,8.0
6.2,31,31.0,49,47.549,46,4,19,18,30.519,410.86,28,52.903,2.2,7,39.0,9,41.3,1.15,3,0.663,0,8.7
6.3,31,32.66,53,50.89,50,3,21,22,31.724,389.46,28,57.291,2.0,9,39.0,7,42.0,1.146,3,0.634,0,6.0
7.4,34,33.813,55,53.763,52,4,21,21,33.648,434.46,31,59.793,5.8,8,43.0,10,40.4,1.15,4,0.647,1,7.7
6.2,34,34.364,56,54.538,53,5,21,22,33.955,433.48,31,61.081,3.8,8,43.0,10,39.6,1.152,4,0.641,1,9.4
6.6,33,33.148,53,51.327,50,5,21,20,32.713,415.46,30,57.457,2.0,8,43.0,9,42.0,1.149,3,0.654,0,10.0
6.8,32,32.91,54,52.21,51,5,20,22,32.24,405.47,29,58.872,2.0,8,40.0,9,39.2,1.154,3,0.632,0,9.8
6.6,33,34.12,56,54.32,53,4,21,23,33.46,420.48,30,60.998,3.8,9,41.0,9,39.6,1.151,4,0.631,0,7.5
6.2,35,37.642,62,60.087,59,4,23,27,36.513,448.54,32,67.829,3.4,11,43.0,9,39.0,1.15,6,0.619,0,6.8
6.2,35,36.125,59,57.421,56,5,22,24,35.481,447.51,32,64.497,3.6,9,44.0,10,39.3,1.152,4,0.634,1,8.9
6.2,35,35.37,58,56.64,55,6,21,23,34.976,448.5,32,63.58,3.6,8,44.0,11,38.2,1.156,4,0.636,1,10.9
6.959,38,37.688,63,60.549,59,9,21,25,37.13,473.55,34,68.32,3.4,10,47.0,13,35.6,1.158,4,0.629,1,15.3
7.585,41,40.904,68,65.76,64,9,23,27,40.372,515.59,37,73.944,4.7,11,51.0,14,35.9,1.155,5,0.631,2,14.1
6.31,39,39.449,66,63.432,62,9,22,27,38.657,487.58,35,71.735,3.2,11,48.0,13,35.5,1.157,4,0.623,1,14.5
7.155,39,39.449,66,63.432,62,9,22,27,38.657,487.58,35,71.735,3.2,11,48.0,13,35.5,1.157,4,0.623,1,14.5
5.658,46,46.972,77,73.199,72,9,28,31,45.71,563.68,41,82.565,2.8,11,58.0,13,38.9,1.147,6,0.635,1,12.5
5.444,46,46.972,77,73.199,72,9,28,31,45.71,563.68,41,82.565,2.8,11,58.0,13,38.9,1.147,6,0.635,1,12.5
6.0,42,44.733,75,72.083,71,9,25,33,43.237,529.67,38,81.981,2.8,14,51.0,13,35.2,1.155,6,0.609,1,12.7
5.921,47,47.427,78,74.527,73,9,28,31,46.425,579.68,42,83.775,4.1,11,59.0,14,38.4,1.148,6,0.636,1,12.3
6.409,42,42.211,71,67.316,66,9,24,29,41.184,513.62,37,76.15,3.0,13,51.0,13,36.4,1.154,4,0.624,1,13.6
6.174,43,45.739,77,74.185,73,10,25,34,44.259,544.69,39,84.479,2.7,14,52.0,14,34.2,1.157,8,0.606,1,13.7
7.237,39,39.449,66,63.432,62,9,22,27,38.657,487.58,35,71.735,3.2,11,48.0,13,35.5,1.157,5,0.623,1,14.5
6.538,40,41.211,69,66.316,65,9,23,29,40.184,501.61,36,75.15,3.1,12,49.0,13,35.4,1.156,5,0.618,1,13.8
6.481,40,41.211,69,66.316,65,9,23,29,40.184,501.61,36,75.15,3.1,12,49.0,13,35.4,1.156,5,0.618,1,13.8
6.0,36,35.131,59,56.672,55,7,20,23,34.802,447.5,32,63.533,5.5,10,44.0,12,36.4,1.155,4,0.633,0,12.7
6.959,36,35.131,59,56.672,55,7,20,23,34.802,447.5,32,63.533,5.5,10,44.0,12,36.4,1.155,4,0.633,0,12.7
5.558,34,35.256,59,55.647,55,7,20,25,34.035,411.52,30,62.853,5.5,10,42.0,10,36.4,1.143,4,0.619,0,12.7
6.339,34,35.256,59,55.647,55,7,20,25,34.035,411.52,30,62.853,5.5,10,42.0,10,36.4,1.143,4,0.619,0,12.7
6.893,34,36.563,61,57.203,57,7,21,27,34.847,409.55,30,65.059,3.5,11,42.0,9,36.8,1.141,4,0.611,0,12.3
5.951,36,38.779,65,61.414,61,7,22,29,37.089,439.58,32,69.684,4.9,12,44.0,10,36.1,1.142,5,0.608,0,11.5
6.374,36,38.779,65,61.414,61,7,22,29,37.089,439.58,32,69.684,4.9,12,44.0,10,36.1,1.142,5,0.608,0,11.5
7.745,33,34.892,56,52.52,52,5,20,23,33.18,413.55,29,58.777,5.8,9,40.5,9,38.5,1.13,3,0.638,2,9.6
7.569,30,31.779,49,46.767,46,1,20,19,30.524,385.47,27,51.202,10.9,6,38.5,7,43.5,1.113,5,0.664,3,2.2
7.921,29,30.017,46,43.884,43,1,19,17,28.997,371.44,26,47.787,11.6,5,37.5,7,44.2,1.111,4,0.674,3,2.3
7.585,27,29.114,45,42.331,42,2,18,18,27.589,342.45,24,46.866,7.1,5,34.5,6,42.9,1.116,3,0.657,2,4.8
7.699,35,35.574,54,50.76,50,3,23,19,34.325,433.52,31,55.574,8.0,4,46.5,8,46.0,1.111,4,0.686,3,6.0
4.826,26,28.654,43,39.902,40,1,19,17,26.853,323.44,23,44.159,5.0,4,34.0,4,47.5,1.104,2,0.671,2,2.5
5.049,29,29.352,45,41.447,41,2,19,16,28.062,352.44,25,45.451,7.3,4,38.5,6,46.3,1.109,2,0.684,2,4.9
4.859,29,30.665,46,43.96,43,1,18,17,29.184,391.5,26,47.707,11.6,5,38.5,8,41.9,1.109,3,0.679,4,2.3
4.638,24,25.233,37,34.538,34,1,15,13,23.701,319.43,21,37.458,8.8,4,31.0,6,44.1,1.102,2,0.697,2,2.9
5.942,26,28.108,43,40.229,40,1,18,17,26.567,327.43,23,44.368,7.5,5,33.5,5,45.0,1.109,2,0.664,2,2.5
5.398,26,28.108,43,40.229,40,1,18,17,26.567,327.43,23,44.368,7.5,5,33.5,5,45.0,1.109,2,0.664,2,2.5
9.914,37,39.012,63,59.429,59,6,24,26,37.541,446.56,33,66.77,5.1,9,47.5,9,40.7,1.132,3,0.636,2,10.2
5.301,35,37.034,57,55.04,54,3,23,22,35.762,455.55,32,60.744,7.4,5,47.0,9,42.6,1.125,3,0.662,3,5.6
5.268,28,28.301,43,42.313,41,5,16,15,27.787,373.43,26,46.325,9.8,2,41.0,10,39.0,1.13,5,0.678,5,12.2
5.0,28,29.824,47,46.08,45,5,16,19,28.841,377.47,26,51.156,8.9,6,38.5,10,35.6,1.137,5,0.641,5,11.1
5.0,28,28.301,43,42.313,41,5,16,15,27.787,373.43,26,46.325,9.8,2,41.0,10,39.0,1.13,5,0.678,5,12.2
5.0,29,30.818,47,45.978,45,4,18,18,29.82,386.47,27,50.657,8.9,3,42.0,9,40.0,1.126,5,0.663,5,8.9
5.0,29,30.057,45,44.094,43,4,18,16,29.293,384.45,27,48.242,9.3,2,42.5,9,41.9,1.122,5,0.681,5,9.3
5.444,29,30.057,45,44.094,43,4,18,16,29.293,384.45,27,48.242,9.3,2,42.5,9,41.9,1.122,5,0.681,5,9.3
5.046,30,31.409,45,44.324,43,4,18,15,30.318,463.34,28,48.084,9.3,2,43.5,10,41.9,1.118,5,0.705,5,9.3
6.022,26,26.705,42,39.371,39,2,18,16,25.875,308.36,23,43.531,7.7,4,34.0,5,46.2,1.116,2,0.663,2,5.1
4.0,31,34.978,59,56.32,56,4,20,28,33.266,388.52,28,63.813,7.1,12,36.0,8,35.7,1.14,5,0.594,2,7.1
5.0,33,36.597,57,54.523,54,4,22,24,34.718,475.4,30,61.161,3.7,8,41.5,8,40.7,1.133,6,0.643,0,7.4
5.0,21,23.597,38,35.811,36,5,14,17,22.268,255.36,19,40.983,0.0,4,28.5,5,38.9,1.138,3,0.619,0,13.9
6.697,38,39.574,59,54.905,55,5,28,21,38.036,443.54,34,61.023,1.8,4,54.5,6,50.9,1.11,2,0.692,1,9.1
5.0,43,42.159,65,62.53,61,7,28,22,41.756,529.57,39,69.453,1.6,3,58.5,11,45.9,1.139,6,0.685,1,11.5
5.0,38,35.995,53,50.596,49,4,25,15,35.797,476.89,34,54.942,4.1,1,52.0,9,51.0,1.121,4,0.731,2,8.2
5.0,29,32.239,51,49.342,49,4,20,22,30.971,366.46,27,55.358,6.1,4,38.0,7,40.8,1.13,7,0.632,0,8.2
7.456,36,37.358,55,50.694,51,5,27,19,35.795,413.51,32,56.398,0.0,3,53.5,5,52.9,1.106,2,0.702,0,9.8
7.009,34,33.836,49,44.927,45,5,25,15,32.741,385.45,30,49.568,0.0,1,51.5,5,55.6,1.102,2,0.728,0,11.1
5.0,39,44.006,68,65.625,65,5,26,29,41.755,530.5,36,73.405,4.6,10,49.5,10,40.0,1.129,9,0.642,0,7.7
5.0,27,32.841,51,49.051,49,4,17,24,30.157,380.59,25,55.404,4.1,10,33.0,8,34.7,1.131,6,0.615,1,8.2
5.0,45,47.074,74,67.767,68,5,32,29,44.858,515.66,39,75.893,2.9,7,61.0,7,47.1,1.116,5,0.66,3,7.4
5.0,37,39.563,62,60.047,59,5,24,25,38.257,485.99,34,66.971,5.1,7,47.5,10,40.7,1.135,9,0.648,2,8.5
5.0,30,30.415,49,46.971,46,4,19,19,29.828,370.42,27,52.283,6.5,5,40.0,8,41.3,1.137,5,0.648,0,8.7
4.699,23,21.455,31,30.535,29,1,14,8,21.558,305.3,21,32.256,13.8,0,31.5,7,48.3,1.112,2,0.743,3,3.4
5.0,30,33.33,52,48.687,49,4,22,22,31.542,358.48,27,54.939,2.0,4,41.0,5,44.9,1.121,6,0.644,0,8.2
5.0,32,33.222,53,52.872,51,5,18,21,32.661,441.51,30,58.665,7.8,7,41.0,12,35.3,1.15,6,0.64,3,9.8
5.0,32,34.171,48,45.644,45,4,21,16,32.33,443.38,29,49.917,2.2,2,43.0,8,46.7,1.109,4,0.718,2,8.9
5.0,28,27.75,42,41.538,40,4,16,14,27.481,374.41,26,45.036,12.5,2,41.0,10,40.0,1.126,5,0.687,5,10.0
5.0,28,28.506,43,42.32,41,3,17,15,27.986,373.42,26,45.953,12.2,2,41.0,9,41.5,1.121,5,0.683,5,7.3
6.041,29,29.654,43,42.542,41,5,16,14,28.813,452.32,27,46.167,9.8,2,42.0,11,39.0,1.126,5,0.703,5,12.2
5.0,28,28.301,43,42.313,41,5,16,15,27.787,373.43,26,46.325,9.8,2,41.0,10,39.0,1.13,5,0.678,5,12.2
5.0,29,30.057,45,44.094,43,4,18,16,29.293,384.45,27,48.242,9.3,2,42.5,9,41.9,1.122,5,0.681,5,9.3
5.0,30,31.409,45,44.324,43,4,18,15,30.318,463.34,28,48.084,9.3,2,43.5,10,41.9,1.118,5,0.705,5,9.3
5.0,30,31.409,45,44.324,43,4,18,15,30.318,463.34,28,48.084,9.3,2,43.5,10,41.9,1.118,5,0.705,5,9.3
