pXC50,nN,Mi,nCsp2,H.,Mp,nCL,C.,nAB,Mv,N.,nBM,Sp,nSK,nC,nBO,SCBO,nCsp3,Sv,MW,X.,RBF,nAT
7.1,5,1.13,11,50.8,0.658,0,38.5,16,0.606,7.7,16,42.79,32,25,36,44.0,14,39.384,451.7,0.0,0.101,65
6.7,5,1.13,11,52.1,0.652,0,38.0,16,0.598,7.0,16,46.313,34,27,38,46.0,16,42.438,479.76,0.0,0.093,71
5.7,5,1.139,17,43.1,0.674,0,41.5,22,0.646,7.7,22,43.841,37,27,41,52.0,10,42.007,527.67,4.6,0.101,65
6.7,6,1.126,16,45.9,0.681,0,41.0,22,0.636,9.8,22,41.512,33,25,37,48.0,9,38.825,460.66,0.0,0.108,61
6.1,5,1.131,11,49.1,0.664,0,38.2,16,0.615,9.1,16,36.506,28,21,31,39.0,10,33.804,397.6,0.0,0.103,55
6.9,5,1.149,11,43.6,0.66,0,38.2,16,0.636,9.1,16,36.319,31,21,34,42.0,10,34.954,451.57,5.5,0.103,55
7.7,5,1.131,11,50.8,0.656,0,37.7,16,0.604,8.2,16,40.029,30,23,33,41.0,12,36.857,425.66,0.0,0.109,61
6.3,6,1.122,20,45.7,0.686,0,42.9,27,0.641,8.6,27,48.035,38,30,43,56.5,10,44.879,524.75,0.0,0.093,70
6.2,6,1.126,16,45.9,0.681,0,41.0,22,0.636,9.8,22,41.512,33,25,37,48.0,9,38.825,460.66,0.0,0.108,61
7.1,5,1.12,15,45.8,0.698,0,40.7,21,0.644,8.5,21,41.154,32,24,36,46.5,9,37.991,465.7,0.0,0.111,59
6.9,5,1.122,17,45.2,0.696,1,41.9,22,0.648,8.1,22,43.125,34,26,38,49.0,9,40.158,494.11,1.6,0.106,62
6.4,5,1.12,15,45.8,0.698,0,40.7,21,0.644,8.5,21,41.154,32,24,36,46.5,9,37.991,465.7,0.0,0.111,59
6.2,6,1.123,19,45.5,0.686,0,42.4,26,0.642,9.1,26,45.273,36,28,41,54.0,9,42.352,498.71,0.0,0.099,66
6.0,6,1.129,15,47.6,0.671,0,39.7,21,0.625,9.5,21,42.273,33,25,37,47.5,10,39.352,462.68,0.0,0.104,63
7.4,5,1.122,17,45.2,0.696,1,41.9,22,0.648,8.1,22,43.125,34,26,38,49.0,9,40.158,494.11,1.6,0.106,62
7.2,5,1.122,17,45.2,0.696,1,41.9,22,0.648,8.1,22,43.125,34,26,38,49.0,9,40.158,494.11,1.6,0.106,62
6.6,5,1.128,17,45.2,0.681,0,41.9,22,0.641,8.1,22,42.205,34,26,38,49.0,9,39.714,477.66,1.6,0.106,62
6.6,6,1.128,16,46.2,0.673,0,40.0,22,0.632,9.2,22,43.728,35,26,39,50.0,10,41.067,490.69,0.0,0.116,65
6.1,7,1.125,20,47.3,0.68,0,41.9,27,0.631,9.5,27,50.347,39,31,44,57.5,11,46.712,537.8,0.0,0.089,74
5.7,6,1.136,17,45.5,0.674,0,40.9,22,0.635,9.1,22,44.455,36,27,40,51.0,10,41.93,508.7,3.0,0.1,66
5.9,7,1.132,14,47.7,0.666,0,38.5,21,0.621,10.8,21,43.279,34,25,38,48.5,11,40.373,477.7,0.0,0.101,65
5.6,7,1.124,20,46.5,0.684,0,42.3,27,0.636,9.9,27,48.586,38,30,43,56.5,10,45.185,523.77,0.0,0.079,71
5.4,3,1.167,9,40.0,0.647,0,40.0,11,0.646,10.0,11,19.398,18,12,19,24.5,3,19.375,255.27,10.0,0.097,30
8.4,4,1.12,32,44.9,0.668,0,43.9,24,0.639,4.1,30,65.432,54,43,59,77.0,11,62.625,728.91,0.0,0.165,98
5.699,1,1.133,6,54.3,0.622,0,37.1,6,0.577,2.9,6,21.767,16,13,17,20.0,7,20.192,221.33,0.0,0.083,35
5.0,1,1.112,17,39.0,0.702,1,46.3,17,0.681,2.4,18,28.773,25,19,27,36.5,2,27.923,357.81,2.4,0.116,41
5.5,6,1.145,14,41.7,0.672,0,40.0,21,0.65,10.0,21,40.324,35,24,39,49.5,10,38.975,502.62,5.0,0.094,60
5.6,6,1.126,12,45.6,0.691,0,38.6,20,0.64,10.5,20,39.398,31,22,35,45.0,10,36.485,454.68,0.0,0.098,57
5.6,6,1.122,18,45.8,0.697,0,41.7,26,0.645,8.3,26,50.148,39,30,44,57.0,12,46.431,605.66,1.4,0.091,72
6.0,6,1.123,18,46.7,0.692,0,41.3,26,0.639,8.0,26,51.91,40,31,45,58.0,13,47.957,619.69,1.3,0.088,75
5.6,6,1.127,12,46.7,0.686,0,38.3,20,0.634,10.0,20,41.159,32,23,36,46.0,11,38.012,468.71,0.0,0.109,60
6.3,6,1.136,18,40.6,0.699,0,42.0,26,0.667,8.7,26,48.199,41,29,46,59.0,11,46.054,645.6,5.8,0.081,69
5.5,6,1.13,12,46.9,0.668,0,39.1,20,0.626,9.4,20,42.728,34,25,39,49.0,13,40.067,478.68,0.0,0.116,64
5.5,7,1.127,18,46.5,0.677,0,40.8,26,0.632,9.9,26,48.04,38,29,43,56.0,11,44.9,527.76,0.0,0.092,71
5.3,6,1.131,12,44.4,0.675,0,38.9,20,0.639,11.1,20,36.443,30,21,34,44.0,9,34.486,424.58,0.0,0.103,54
6.3,6,1.121,18,44.9,0.701,0,42.0,26,0.651,8.7,26,48.387,38,29,43,56.0,11,44.904,591.63,1.4,0.095,69
5.9,6,1.12,18,43.9,0.706,0,42.4,26,0.657,9.1,26,46.625,37,28,42,55.0,10,43.377,577.6,1.5,0.085,66
5.5,7,1.126,18,47.4,0.674,0,41.0,26,0.628,9.0,26,52.563,41,32,47,60.0,14,48.954,567.83,0.0,0.083,78
5.6,6,1.131,12,45.6,0.67,0,38.6,20,0.632,10.5,20,38.205,31,22,35,45.0,10,36.013,438.61,0.0,0.098,57
5.5,6,1.124,18,47.2,0.678,0,41.7,26,0.631,8.3,26,48.796,38,30,43,56.0,12,45.405,526.77,0.0,0.091,72
5.5,6,1.132,12,47.6,0.662,0,38.1,20,0.62,9.5,20,41.728,33,24,37,47.0,12,39.067,466.67,0.0,0.104,63
6.4,6,1.119,18,46.4,0.699,0,42.0,26,0.643,8.7,26,48.228,37,29,42,55.0,11,44.351,528.81,0.0,0.095,69
5.8,6,1.126,12,45.6,0.691,0,38.6,20,0.64,10.5,20,39.398,31,22,35,45.0,10,36.485,454.68,0.0,0.098,57
5.5,6,1.125,18,45.7,0.678,0,41.4,26,0.637,8.6,26,47.489,38,29,43,56.0,11,44.593,528.74,0.0,0.107,70
5.7,6,1.133,18,43.5,0.68,0,42.0,26,0.647,8.7,26,46.91,39,29,44,57.0,11,44.645,548.72,2.9,0.095,69
5.7,6,1.143,12,43.3,0.664,0,38.3,20,0.638,10.0,20,39.841,34,23,38,48.0,11,38.306,488.62,3.3,0.109,60
6.2,7,1.126,18,47.9,0.676,0,41.1,26,0.626,9.6,26,49.347,38,30,43,56.0,12,45.712,525.79,0.0,0.09,73
5.6,6,1.124,18,47.2,0.678,0,41.7,26,0.631,8.3,26,48.796,38,30,43,56.0,12,45.405,526.77,0.0,0.091,72
5.7,6,1.122,18,45.8,0.697,0,41.7,26,0.645,8.3,26,50.148,39,30,44,57.0,12,46.431,605.66,1.4,0.104,72
5.8,6,1.133,18,43.5,0.68,0,42.0,26,0.647,8.7,26,46.91,39,29,44,57.0,11,44.645,548.72,2.9,0.095,69
5.5,6,1.122,18,44.4,0.691,0,42.9,26,0.648,9.5,26,43.512,35,27,40,53.0,9,40.825,484.68,0.0,0.074,63
5.6,5,1.136,15,44.3,0.674,0,41.0,21,0.641,8.2,21,41.142,34,25,38,48.5,10,39.097,483.64,3.3,0.108,61
6.6,6,1.125,18,45.7,0.678,0,41.4,22,0.637,8.6,23,47.489,38,29,43,55.0,11,44.593,528.74,0.0,0.08,70
5.4,6,1.128,14,45.6,0.68,0,40.4,21,0.637,10.5,21,38.75,31,23,35,45.5,9,36.298,434.62,0.0,0.098,57
5.5,7,1.125,18,46.3,0.684,0,41.8,26,0.637,10.4,26,45.824,36,28,41,54.0,10,42.658,497.73,0.0,0.083,67
5.5,6,1.149,12,40.4,0.667,0,38.6,20,0.652,10.5,20,38.017,34,22,38,48.0,10,37.163,492.58,5.3,0.098,57
8.585,3,1.157,7,37.9,0.696,2,37.9,6,0.677,10.3,7,20.176,18,11,19,23.0,4,19.647,294.15,13.8,0.067,29
5.3,2,1.119,12,48.9,0.668,0,44.4,12,0.623,4.4,13,30.08,23,20,25,33.0,7,28.026,306.44,0.0,0.128,45
5.9,6,1.136,18,40.6,0.699,0,42.0,26,0.667,8.7,26,48.199,41,29,46,59.0,11,46.054,645.6,5.8,0.095,69
5.6,6,1.125,18,48.0,0.674,0,41.3,26,0.626,8.0,26,50.557,39,31,44,57.0,13,46.932,540.8,0.0,0.088,75
5.7,6,1.138,18,43.1,0.675,0,41.7,26,0.647,8.3,26,48.608,41,30,46,59.0,12,46.555,580.74,4.2,0.078,72
5.7,6,1.133,12,45.9,0.663,0,37.7,16,0.627,9.8,17,40.421,33,23,37,46.0,11,38.255,468.64,0.0,0.092,61
5.7,6,1.133,12,44.8,0.667,0,37.9,16,0.633,10.3,17,38.659,32,22,36,45.0,10,36.728,454.61,0.0,0.097,58
6.0,7,1.124,18,43.8,0.702,1,42.2,26,0.656,10.9,26,44.921,36,27,41,54.0,9,41.959,518.14,1.6,0.087,64
5.5,7,1.125,18,46.3,0.684,0,41.8,26,0.637,10.4,26,45.824,36,28,41,54.0,10,42.658,497.73,0.0,0.083,67
5.6,6,1.138,18,40.9,0.683,0,42.4,26,0.659,9.1,26,45.086,39,28,44,57.0,10,43.502,552.68,4.5,0.07,66
5.6,6,1.123,18,45.5,0.686,0,42.4,26,0.642,9.1,26,45.273,36,28,41,54.0,10,42.352,498.71,0.0,0.07,66
7.0,6,1.123,18,45.5,0.686,0,42.4,26,0.642,9.1,26,45.273,36,28,41,54.0,10,42.352,498.71,0.0,0.085,66
5.5,6,1.138,18,42.0,0.679,0,42.0,26,0.653,8.7,26,46.847,40,29,45,58.0,11,45.029,566.71,4.3,0.095,69
8.0,1,1.12,12,47.7,0.659,0,43.2,12,0.623,2.3,12,28.983,23,19,26,32.0,7,27.434,311.41,0.0,0.085,44
8.0,1,1.131,12,46.5,0.649,0,41.9,12,0.624,2.3,12,27.921,23,18,25,31.0,6,26.817,317.39,2.3,0.111,43
5.0,4,1.138,4,54.5,0.643,0,34.1,5,0.58,9.1,6,28.285,20,15,22,25.5,11,25.541,292.5,0.0,0.043,44
8.0,1,1.127,12,43.6,0.681,1,43.6,12,0.651,2.6,12,26.563,22,17,24,30.0,5,25.403,321.8,5.1,0.098,39
6.7,3,1.126,9,44.4,0.71,0,40.7,11,0.656,11.1,11,19.176,15,11,16,21.5,2,17.723,266.16,3.7,0.107,27
6.13,4,1.125,14,47.8,0.671,0,43.5,17,0.627,8.7,17,30.875,24,20,27,35.5,6,28.827,318.46,0.0,0.061,46
5.812,3,1.128,11,51.0,0.65,0,40.8,10,0.604,6.1,12,31.847,24,20,27,34.0,9,29.574,323.48,0.0,0.058,49
6.361,4,1.132,27,44.3,0.661,0,43.3,28,0.638,4.1,30,64.097,54,42,60,76.0,15,61.872,740.89,3.1,0.117,97
8.0,1,1.137,12,43.6,0.657,0,43.6,12,0.64,2.6,12,25.642,22,17,24,30.0,5,24.959,305.35,5.1,0.098,39
6.01,2,1.134,10,51.9,0.625,0,37.0,6,0.588,3.7,9,33.728,26,20,27,33.0,10,31.75,360.5,0.0,0.164,54
5.0,4,1.125,13,45.2,0.69,1,42.9,16,0.646,9.5,16,28.972,23,18,26,34.0,5,27.128,326.86,2.4,0.067,42
6.0,1,1.119,14,50.9,0.657,0,43.4,16,0.609,1.9,16,34.813,26,23,29,37.0,9,32.299,349.51,0.0,0.107,53
5.72,2,1.125,13,51.7,0.648,0,41.4,12,0.601,3.4,13,37.58,28,24,31,38.0,11,34.848,378.56,0.0,0.115,58
5.7,6,1.123,18,45.5,0.686,0,42.4,26,0.642,9.1,26,45.273,36,28,41,54.0,10,42.352,498.71,0.0,0.085,66
5.6,6,1.125,18,48.0,0.674,0,41.3,26,0.626,8.0,26,50.557,39,31,44,57.0,13,46.932,540.8,0.0,0.1,75
5.4,5,1.136,15,43.1,0.679,0,41.4,21,0.648,8.6,21,39.381,33,24,37,47.5,9,37.57,469.61,3.4,0.097,58
5.959,3,1.135,7,43.5,0.692,1,39.1,6,0.652,13.0,7,15.921,13,9,14,18.0,2,14.999,195.67,4.3,0.0,23
5.5,5,1.133,9,50.0,0.653,0,37.1,15,0.606,8.1,15,40.483,31,23,35,42.5,14,37.572,441.66,0.0,0.091,62
5.6,6,1.148,18,39.1,0.677,0,42.0,26,0.664,8.7,26,46.722,42,29,47,60.0,11,45.795,602.69,7.2,0.095,69
5.6,6,1.124,18,47.2,0.678,0,41.7,26,0.631,8.3,26,48.796,38,30,43,56.0,12,45.405,526.77,0.0,0.078,72
6.0,6,1.144,12,41.7,0.683,0,38.3,20,0.653,10.0,20,40.972,35,23,39,49.0,11,39.162,522.68,5.0,0.094,60
5.9,5,1.142,15,41.4,0.678,0,41.4,21,0.654,8.6,21,39.319,34,24,38,48.5,9,37.954,487.6,5.2,0.097,58
5.6,8,1.125,21,44.7,0.685,0,42.1,31,0.644,10.5,31,52.046,42,32,48,63.5,11,48.921,578.81,0.0,0.085,76
5.8,7,1.149,13,40.7,0.671,0,39.0,21,0.652,11.9,21,39.569,35,23,39,49.5,10,38.47,503.61,5.1,0.095,59
5.6,6,1.125,18,48.7,0.671,0,41.0,22,0.621,7.7,23,52.319,40,32,45,57.0,14,48.459,554.83,0.0,0.096,78
5.6,6,1.124,18,47.2,0.678,0,41.7,22,0.631,8.3,23,48.796,38,30,43,55.0,12,45.405,526.77,0.0,0.091,72
5.7,6,1.148,18,39.1,0.677,0,42.0,26,0.664,8.7,26,46.722,42,29,47,60.0,11,45.795,602.69,7.2,0.095,69
6.8,6,1.124,18,44.8,0.683,0,41.8,22,0.643,9.0,23,45.728,37,28,42,54.0,10,43.067,514.71,0.0,0.083,67
5.7,6,1.121,18,44.9,0.701,0,42.0,26,0.651,8.7,26,48.387,38,29,43,56.0,11,44.904,591.63,1.4,0.095,69
5.6,6,1.132,12,46.7,0.666,0,38.3,20,0.626,10.0,20,39.966,32,23,36,46.0,11,37.54,452.64,0.0,0.109,60
5.6,6,1.16,12,38.3,0.661,0,38.3,20,0.658,10.0,20,39.654,37,23,41,51.0,11,39.456,542.59,8.3,0.109,60
5.5,5,1.141,15,43.8,0.669,0,40.6,21,0.641,7.8,21,42.841,36,26,40,50.5,11,41.007,515.66,4.7,0.103,64
5.6,6,1.138,18,43.1,0.675,0,41.7,26,0.647,8.3,26,48.608,41,30,46,59.0,12,46.555,580.74,4.2,0.091,72
5.5,6,1.129,12,45.9,0.672,0,39.3,20,0.632,9.8,20,40.966,33,24,38,48.0,12,38.54,464.65,0.0,0.106,61
5.6,6,1.149,12,40.4,0.667,0,38.6,20,0.652,10.5,20,38.017,34,22,38,48.0,10,37.163,492.58,5.3,0.098,57
5.5,7,1.152,12,41.4,0.665,0,37.9,20,0.646,12.1,20,38.569,34,22,38,48.0,10,37.47,491.6,5.2,0.097,58
5.7,6,1.119,18,46.4,0.699,0,42.0,26,0.643,8.7,26,48.228,37,29,42,55.0,11,44.351,528.81,0.0,0.095,69
6.0,6,1.118,18,45.5,0.704,0,42.4,26,0.649,9.1,26,46.466,36,28,41,54.0,10,42.824,514.78,0.0,0.085,66
5.6,7,1.132,13,45.8,0.674,0,39.0,21,0.633,11.9,21,39.756,32,23,36,46.5,10,37.32,449.64,0.0,0.095,59
5.5,7,1.14,18,41.8,0.681,0,41.8,26,0.654,10.4,26,45.637,39,28,44,57.0,10,43.808,551.7,4.5,0.083,67
5.6,6,1.122,18,44.4,0.691,0,42.9,26,0.648,9.5,26,43.512,35,27,40,53.0,9,40.825,484.68,0.0,0.088,63
6.6,6,1.118,18,45.5,0.704,0,42.4,26,0.649,9.1,26,46.466,36,28,41,54.0,10,42.824,514.78,0.0,0.085,66
5.6,6,1.125,18,48.7,0.671,0,41.0,22,0.621,7.7,23,52.319,40,32,45,57.0,14,48.459,554.83,0.0,0.084,78
6.3,6,1.138,18,40.9,0.683,0,42.4,26,0.659,9.1,26,45.086,39,28,44,57.0,10,43.502,552.68,4.5,0.085,66
5.5,8,1.133,15,44.8,0.671,0,38.8,25,0.636,11.9,25,44.978,37,26,42,54.5,11,42.583,518.71,0.0,0.097,67
5.6,6,1.124,18,47.2,0.678,0,41.7,22,0.631,8.3,23,48.796,38,30,43,55.0,12,45.405,526.77,0.0,0.078,72
5.6,6,1.128,14,46.7,0.675,0,40.0,21,0.63,10.0,21,40.512,32,24,36,46.5,10,37.825,448.65,0.0,0.109,60
5.6,6,1.12,18,43.9,0.706,0,42.4,26,0.657,9.1,26,46.625,37,28,42,55.0,10,43.377,577.6,1.5,0.085,66
5.7,6,1.125,18,48.0,0.674,0,41.3,22,0.626,8.0,23,50.557,39,31,44,56.0,13,46.932,540.8,0.0,0.088,75
5.5,6,1.123,18,46.4,0.682,0,42.0,22,0.636,8.7,23,47.035,37,29,42,54.0,11,43.879,512.74,0.0,0.081,69
6.1,6,1.123,18,45.5,0.686,0,42.4,26,0.642,9.1,26,45.273,36,28,41,54.0,10,42.352,498.71,0.0,0.085,66
5.9,6,1.123,18,46.4,0.682,0,42.0,26,0.636,8.7,26,47.035,37,29,42,55.0,11,43.879,512.74,0.0,0.095,69
5.5,6,1.132,12,46.7,0.666,0,38.3,20,0.626,10.0,20,39.966,32,23,36,46.0,11,37.54,452.64,0.0,0.109,60
5.5,7,1.152,12,41.4,0.665,0,37.9,20,0.646,12.1,20,38.569,34,22,38,48.0,10,37.47,491.6,5.2,0.097,58
5.7,6,1.123,18,46.4,0.682,0,42.0,26,0.636,8.7,26,47.035,37,29,42,55.0,11,43.879,512.74,0.0,0.081,69
5.8,6,1.122,18,45.7,0.686,0,42.9,26,0.641,8.6,26,48.035,38,30,44,57.0,12,44.879,524.75,0.0,0.092,70
6.0,6,1.125,18,46.6,0.675,0,41.1,22,0.632,8.2,23,49.25,39,30,44,56.0,12,46.12,542.77,0.0,0.077,73
5.7,6,1.143,12,43.3,0.664,0,38.3,20,0.638,10.0,20,39.841,34,23,38,48.0,11,38.306,488.62,3.3,0.109,60
6.0,6,1.121,18,44.9,0.701,0,42.0,26,0.651,8.7,26,48.387,38,29,43,56.0,11,44.904,591.63,1.4,0.081,69
5.5,6,1.122,18,46.6,0.682,0,42.5,26,0.636,8.2,26,49.796,39,31,45,58.0,13,46.405,538.78,0.0,0.101,73
8.097,3,1.132,7,39.1,0.73,2,39.1,6,0.688,13.0,7,16.779,14,9,15,19.0,2,15.826,230.11,8.7,0.0,23
6.1,7,1.125,20,47.3,0.68,0,41.9,27,0.631,9.5,27,50.347,39,31,44,57.5,11,46.712,537.8,0.0,0.089,74
8.341,4,1.124,28,46.3,0.654,0,41.7,28,0.626,3.7,31,70.626,58,45,64,81.0,17,67.635,790.99,0.0,0.132,108
5.9,3,1.125,15,51.9,0.657,0,42.3,17,0.604,5.8,17,34.154,25,22,27,35.5,7,31.386,333.52,0.0,0.167,52
5.8,3,1.124,15,51.0,0.661,0,42.9,17,0.609,6.1,17,32.393,24,21,26,34.5,6,29.859,319.49,0.0,0.157,49
4.8,3,1.158,3,55.0,0.603,0,30.0,5,0.559,15.0,5,12.063,9,6,9,11.5,3,11.171,125.2,0.0,0.1,20
5.7,3,1.123,15,50.0,0.666,0,43.5,17,0.616,6.5,17,30.631,23,20,25,33.5,5,28.332,305.46,0.0,0.146,46
9.05,8,1.139,18,49.5,0.632,0,36.6,22,0.6,8.6,25,58.785,47,34,50,64.0,16,55.754,646.88,0.0,0.229,93
8.53,4,1.121,32,46.2,0.663,0,43.3,24,0.632,3.8,30,68.955,56,45,61,79.0,13,65.679,756.97,0.0,0.174,104
5.63,2,1.127,13,52.3,0.639,0,40.0,12,0.594,3.1,13,41.557,31,26,34,41.0,13,38.616,422.62,0.0,0.103,65
8.12,7,1.137,17,43.5,0.653,0,38.7,22,0.633,11.3,24,40.472,35,24,38,51.0,7,39.277,477.58,0.0,0.185,62
5.0,4,1.135,13,45.2,0.668,0,42.9,16,0.635,9.5,16,28.052,23,18,26,34.0,5,26.683,310.41,2.4,0.067,42
5.0,4,1.128,13,50.0,0.659,0,41.7,16,0.612,8.3,16,31.637,24,20,27,35.0,7,29.354,320.48,0.0,0.078,48
5.0,4,1.15,13,42.2,0.66,0,42.2,16,0.644,8.9,16,29.688,26,19,29,37.0,6,28.977,360.42,6.7,0.063,45
6.93,4,1.117,32,41.9,0.679,0,45.3,24,0.657,4.7,30,58.387,50,39,55,73.0,7,56.518,672.79,0.0,0.143,86
8.469,1,1.108,14,45.0,0.72,1,45.0,12,0.662,2.5,13,28.818,22,18,24,31.0,4,26.492,331.89,2.5,0.095,40
5.0,4,1.129,13,47.8,0.659,0,41.3,16,0.62,8.7,16,30.33,24,19,27,35.0,6,28.542,322.45,0.0,0.082,46
5.0,4,1.123,13,47.8,0.685,0,41.3,16,0.631,8.7,16,31.523,24,19,27,35.0,6,29.014,338.52,0.0,0.082,46
5.2,3,1.13,9,44.4,0.692,1,40.7,11,0.649,11.1,11,18.682,15,11,16,21.5,2,17.526,221.71,3.7,0.107,27
5.0,4,1.118,19,46.2,0.685,0,46.2,22,0.641,7.7,22,35.637,28,24,32,43.0,5,33.354,368.52,0.0,0.071,52
5.0,4,1.129,13,51.0,0.655,0,41.2,16,0.605,7.8,16,33.398,25,21,28,36.0,8,30.88,334.51,0.0,0.093,51
7.201,4,1.14,16,43.9,0.658,0,42.4,12,0.637,6.1,16,43.404,37,28,40,51.0,11,42.04,510.61,4.5,0.101,66
6.4,4,1.14,16,44.9,0.655,0,42.0,12,0.631,5.8,16,45.165,38,29,41,52.0,12,43.567,524.64,4.3,0.097,69
5.0,4,1.105,29,38.3,0.732,1,51.7,33,0.698,6.7,34,43.949,37,31,42,59.5,2,41.896,503.03,1.7,0.092,60
5.0,4,1.135,13,45.2,0.668,0,42.9,16,0.635,9.5,16,28.052,23,18,26,34.0,5,26.683,310.41,2.4,0.067,42
6.45,4,1.14,16,44.9,0.655,0,42.0,12,0.631,5.8,16,45.165,38,29,41,52.0,12,43.567,524.64,4.3,0.097,69
6.32,3,1.13,13,51.6,0.638,0,39.1,12,0.595,4.7,14,40.802,31,25,33,41.0,12,38.111,423.61,0.0,0.167,64
4.33,3,1.137,8,54.1,0.62,0,36.1,6,0.576,4.9,8,37.802,28,22,30,35.0,14,35.111,387.58,0.0,0.159,61
5.01,3,1.139,8,56.9,0.609,0,34.7,6,0.559,4.2,8,43.847,31,25,32,37.0,17,40.218,431.69,0.0,0.178,72
7.1,2,1.124,12,50.0,0.666,1,38.7,11,0.615,3.2,13,41.301,31,24,33,40.5,12,38.104,463.09,1.6,0.172,62
8.155,4,1.128,14,50.0,0.667,1,40.7,17,0.615,7.4,17,36.018,27,22,29,37.5,8,33.235,382.98,1.9,0.179,54
6.21,2,1.127,16,49.2,0.642,0,40.0,12,0.608,3.1,15,41.705,33,26,35,44.0,10,39.519,452.6,0.0,0.164,65
4.79,3,1.138,8,54.4,0.614,0,35.3,6,0.572,4.4,8,41.779,31,24,33,38.0,16,38.879,431.64,0.0,0.157,68
4.8,3,1.146,3,52.4,0.653,0,28.6,5,0.589,14.3,5,13.71,10,6,10,12.5,3,12.359,157.27,0.0,0.095,21
4.46,3,1.137,8,54.7,0.618,0,35.9,6,0.572,4.7,8,39.563,29,23,31,36.0,15,36.637,401.61,0.0,0.152,64
4.67,2,1.137,8,55.4,0.612,0,35.4,6,0.567,3.1,8,39.773,29,23,30,35.0,15,36.858,404.61,0.0,0.167,65
5.72,2,1.136,8,55.7,0.616,0,36.1,6,0.567,3.3,8,37.557,27,22,28,33.0,14,34.616,374.58,0.0,0.177,61
6.54,2,1.127,14,52.3,0.639,0,40.0,12,0.594,3.1,14,41.557,31,26,33,41.0,12,38.616,422.62,0.0,0.164,65
6.967,4,1.145,16,42.4,0.657,0,42.4,12,0.643,6.1,16,43.341,38,28,41,52.0,11,42.424,528.6,6.1,0.101,66
6.52,4,1.145,16,43.5,0.654,0,42.0,12,0.637,5.8,16,45.103,39,29,42,53.0,12,43.95,542.63,5.8,0.097,69
8.68,4,1.129,19,47.7,0.663,0,43.1,22,0.624,6.2,22,43.074,34,28,38,49.0,9,40.559,458.63,1.5,0.116,65
5.0,4,1.125,15,47.8,0.671,0,43.5,16,0.627,8.7,17,30.875,24,20,27,36.0,5,28.827,318.46,0.0,0.082,46
6.801,2,1.126,20,46.4,0.675,0,46.4,18,0.637,3.6,19,37.785,30,26,33,43.0,6,35.658,404.54,3.6,0.102,56
7.959,1,1.117,15,46.7,0.666,0,44.4,12,0.632,2.2,14,29.983,24,20,26,34.0,5,28.434,323.42,0.0,0.085,45
4.16,3,1.137,8,52.7,0.623,0,36.4,6,0.583,5.5,8,34.279,26,20,28,33.0,12,32.057,359.52,0.0,0.14,55
5.22,2,1.136,7,56.6,0.615,0,35.8,6,0.563,3.8,7,32.58,23,19,24,28.0,12,29.848,318.51,0.0,0.185,53
5.34,3,1.128,14,50.0,0.646,0,40.3,12,0.606,4.8,14,40.04,31,25,34,42.0,11,37.584,421.59,0.0,0.138,62
4.15,3,1.137,8,53.4,0.621,0,36.2,6,0.579,5.2,8,36.04,27,21,29,34.0,13,33.584,373.55,0.0,0.15,58
5.75,2,1.133,8,54.8,0.622,0,37.1,6,0.574,3.2,8,38.557,28,23,30,35.0,15,35.616,386.59,0.0,0.172,62
7.824,2,1.114,12,47.7,0.708,1,43.2,12,0.644,4.5,12,31.131,23,19,26,32.0,7,28.325,344.94,2.3,0.021,44
4.78,3,1.139,8,56.5,0.61,0,34.8,6,0.561,4.3,8,42.086,30,24,31,36.0,16,38.691,417.66,0.0,0.171,69
4.84,3,1.135,8,54.9,0.621,0,36.6,6,0.573,4.2,8,44.086,32,26,35,40.0,18,40.691,441.68,0.0,0.135,71
6.0,3,1.13,9,54.7,0.64,0,39.6,11,0.583,5.7,11,33.915,24,21,27,32.5,12,30.913,323.53,0.0,0.071,53
5.99,2,1.139,14,45.6,0.642,0,40.4,12,0.623,3.5,14,36.603,31,23,33,41.0,9,35.517,432.51,3.5,0.153,57
6.13,2,1.137,8,53.6,0.616,0,35.7,6,0.576,3.6,8,34.489,26,20,27,32.0,12,32.277,362.52,0.0,0.175,56
4.33,3,1.137,8,54.7,0.618,0,35.9,6,0.572,4.7,8,39.563,29,23,31,36.0,15,36.637,401.61,0.0,0.152,64
4.9,3,1.134,8,51.8,0.63,0,37.5,6,0.59,5.4,8,35.279,27,21,30,35.0,13,33.057,371.53,0.0,0.136,56
6.0,1,1.124,12,52.9,0.643,0,41.2,12,0.594,2.0,12,32.813,24,21,26,32.0,9,30.299,325.49,0.0,0.094,51
6.45,2,1.134,10,52.6,0.623,0,36.8,6,0.584,3.5,9,35.489,27,21,28,34.0,11,33.277,374.53,0.0,0.155,57
7.25,2,1.128,14,52.9,0.637,0,39.7,12,0.59,2.9,14,43.319,32,27,34,42.0,13,40.143,436.65,0.0,0.171,68
5.01,3,1.13,14,50.0,0.64,0,39.4,12,0.603,4.5,14,42.256,33,26,36,44.0,12,39.825,451.62,0.0,0.145,66
7.548,1,1.119,19,52.7,0.654,0,43.2,18,0.601,1.4,19,48.381,35,32,38,48.0,13,44.46,469.72,0.0,0.13,74
7.301,4,1.129,13,48.5,0.657,1,39.7,12,0.617,5.9,14,44.665,35,27,38,47.0,12,41.959,497.09,1.5,0.099,68
8.398,4,1.128,17,45.8,0.667,1,40.7,17,0.634,6.8,18,39.381,32,24,35,44.5,7,37.379,455.0,1.7,0.113,59
