pXC50,nC,nSK,MW,Sv,SCBO,Sp,nBO,Se,nO,N.,nAB,O.,nBM,nCsp2,Si,nHet,nAT,nBT,nH,nS,nCL,nDB,RBN,AMW,C.,H.,Me,Mi
5.9,12,21,317.67,20.578,29.5,19.642,23,30.356,2,10.7,11,7.1,12,10,32.538,9,28,30,7,0,1,1,0,11.345,42.9,25.0,1.084,1.162
5.9,18,26,356.42,29.159,36.0,29.932,27,46.785,4,8.7,12,8.7,14,12,52.152,8,46,47,20,0,0,1,7,7.748,39.1,43.5,1.017,1.134
5.9,17,25,340.37,27.106,38.0,27.409,27,42.018,4,9.8,16,9.8,19,14,46.322,8,41,43,16,0,0,3,6,8.302,41.5,39.0,1.025,1.13
5.9,18,29,443.95,32.636,39.0,33.864,30,52.505,6,5.9,12,11.8,15,12,57.767,11,51,52,22,1,1,3,8,8.705,35.3,43.1,1.03,1.133
5.9,19,30,434.52,33.303,42.0,34.25,31,53.4,6,7.7,12,11.5,16,12,58.906,11,52,53,22,1,0,3,8,8.356,36.5,42.3,1.027,1.133
5.9,19,27,360.41,29.192,42.0,29.75,30,43.683,2,14.0,22,4.7,23,18,48.485,8,43,46,16,0,0,1,3,8.382,44.2,37.2,1.016,1.128
8.1,18,23,307.44,27.321,34.0,29.12,26,43.578,0,11.4,16,0.0,16,11,49.813,5,44,47,21,0,0,0,4,6.987,40.9,47.7,0.99,1.132
5.9,19,30,414.38,30.342,45.0,29.563,33,45.222,2,14.0,22,4.7,23,18,49.504,11,43,46,13,0,0,1,3,9.637,44.2,30.2,1.052,1.151
5.444,18,30,453.89,31.193,44.0,31.341,32,46.218,3,11.4,18,6.8,21,17,50.154,12,44,46,14,1,1,3,5,10.316,40.9,31.8,1.05,1.14
5.444,19,30,449.93,32.337,44.0,33.165,32,48.589,3,10.6,18,6.4,21,17,53.23,11,47,49,17,1,1,3,5,9.573,40.4,36.2,1.034,1.133
5.9,21,27,357.45,30.509,42.0,31.813,30,46.022,1,10.9,22,2.2,23,20,51.607,6,46,49,19,0,0,1,3,7.771,45.7,41.3,1.0,1.122
7.1,29,42,570.67,46.54,61.5,47.693,47,73.171,5,11.1,27,6.9,28,21,81.601,13,72,77,30,0,0,1,10,7.926,40.3,41.7,1.016,1.133
5.9,21,28,375.44,30.893,43.0,31.75,31,46.534,1,10.9,22,2.2,23,20,51.947,7,46,49,18,0,0,1,3,8.162,45.7,39.1,1.012,1.129
5.9,20,30,431.92,33.535,41.0,34.557,32,53.094,4,9.6,12,7.7,14,11,59.01,10,52,54,22,0,1,1,3,8.306,38.5,42.3,1.021,1.135
5.9,18,31,466.95,33.405,44.0,34.142,33,51.833,5,12.0,12,10.0,16,11,56.807,13,50,52,19,1,1,3,2,9.339,36.0,38.0,1.037,1.136
8.3,12,16,213.26,17.886,24.5,18.517,18,27.167,1,11.1,11,3.7,12,10,30.365,4,27,29,11,0,0,1,1,7.899,44.4,40.7,1.006,1.125
6.867,12,17,247.7,18.714,25.5,19.375,19,27.491,1,11.1,11,3.7,12,10,30.309,5,27,29,10,0,1,1,1,9.174,44.4,37.0,1.018,1.123
5.9,21,26,340.41,28.961,42.0,30.046,30,42.036,1,9.5,22,2.4,23,19,46.694,5,42,46,16,0,0,1,2,8.105,50.0,38.1,1.001,1.112
5.9,18,23,307.35,25.323,35.5,25.978,26,37.447,1,8.1,17,2.7,18,16,41.535,5,37,40,14,0,0,1,2,8.307,48.6,37.8,1.012,1.123
5.9,20,27,378.46,29.532,42.0,30.631,30,42.625,1,9.5,22,2.4,23,20,46.954,7,42,45,15,1,0,1,3,9.011,47.6,35.7,1.015,1.118
8.114,19,24,317.43,27.795,37.0,29.358,27,42.694,0,11.6,16,0.0,17,12,48.398,5,43,46,19,0,0,0,3,7.382,44.2,44.2,0.993,1.126
8.854,20,25,325.4,27.741,41.0,28.836,28,39.927,0,12.5,22,0.0,23,18,44.568,5,40,43,15,0,0,0,4,8.135,50.0,37.5,0.998,1.114
8.26,19,25,333.43,28.509,38.0,29.813,28,44.022,1,11.4,16,2.3,17,12,49.607,6,44,47,19,0,0,0,3,7.578,43.2,43.2,1.0,1.127
7.174,19,26,351.45,29.751,38.0,31.029,29,47.232,2,10.6,16,4.3,17,13,53.232,7,47,50,21,0,0,1,4,7.478,40.4,44.7,1.005,1.133
9.046,18,23,326.86,27.128,34.0,28.972,26,41.8,0,9.5,16,0.0,16,12,47.259,5,42,45,19,0,1,0,3,7.782,42.9,45.2,0.995,1.125
8.06,18,22,292.42,26.3,33.0,28.114,25,41.476,0,9.5,16,0.0,16,12,47.315,4,42,45,20,0,0,0,3,6.962,42.9,47.6,0.988,1.127
7.886,19,23,306.45,27.827,34.0,29.875,26,44.36,0,8.9,16,0.0,16,12,50.73,4,45,48,22,0,0,0,3,6.81,42.2,48.9,0.986,1.127
7.824,20,24,314.42,27.773,38.0,29.353,27,41.592,0,9.5,22,0.0,22,18,46.9,4,42,45,18,0,0,0,4,7.486,47.6,42.9,0.99,1.117
7.569,19,24,322.45,28.542,35.0,30.33,27,45.687,1,8.7,16,2.2,16,12,51.939,5,46,49,22,0,0,0,3,7.01,41.3,47.8,0.993,1.129
8.495,18,23,310.41,26.683,34.0,28.052,26,41.989,0,9.5,16,0.0,16,12,47.655,5,42,45,19,0,0,0,3,7.391,42.9,45.2,1.0,1.135
8.77,18,24,326.41,27.398,35.0,28.506,27,43.316,1,9.3,16,2.3,16,12,48.864,6,43,46,19,0,0,0,3,7.591,41.9,44.2,1.007,1.136
8.469,18,24,325.43,27.705,35.0,29.057,27,44.091,0,11.4,16,0.0,16,12,50.153,6,44,47,20,0,0,0,3,7.396,40.9,45.5,1.002,1.14
5.456,23,32,455.55,35.762,47.0,37.034,35,55.04,4,5.6,18,7.4,21,18,60.744,9,54,57,22,1,0,3,3,8.436,42.6,40.7,1.019,1.125
7.18,12,17,244.7,18.494,27.0,19.165,19,26.382,0,15.4,16,0.0,16,12,29.183,5,26,28,9,0,1,0,1,9.412,46.2,34.6,1.015,1.122
6.456,12,17,289.15,18.691,27.0,19.659,19,26.287,0,15.4,16,0.0,16,12,29.08,5,26,28,9,0,0,0,1,11.121,46.2,34.6,1.011,1.118
5.301,13,18,235.27,19.161,30.0,19.551,20,27.276,0,18.5,16,0.0,17,12,30.322,5,27,29,9,0,0,0,1,8.714,48.1,33.3,1.01,1.123
5.9,16,23,312.42,26.531,33.0,27.819,25,43.123,1,14.0,10,2.3,12,7,49.106,7,43,45,20,0,0,1,3,7.266,37.2,46.5,1.003,1.142
4.301,11,17,245.69,17.988,27.0,18.409,19,25.6,0,20.0,16,0.0,16,11,28.266,6,25,27,8,0,1,0,1,9.828,44.0,32.0,1.024,1.131
5.638,16,24,357.22,25.364,38.0,26.034,27,34.909,0,17.6,22,0.0,22,16,38.123,8,34,37,10,0,2,0,2,10.506,47.1,29.4,1.027,1.121
5.863,12,18,236.26,18.655,30.0,18.796,20,26.494,0,23.1,16,0.0,17,11,29.405,6,26,28,8,0,0,0,1,9.087,46.2,30.8,1.019,1.131
6.071,16,23,322.78,24.536,37.0,25.176,26,34.585,0,17.6,22,0.0,22,16,38.179,7,34,37,11,0,1,0,2,9.494,47.1,32.4,1.017,1.123
6.481,17,23,321.79,25.042,37.0,25.932,26,35.367,0,14.3,22,0.0,22,17,39.096,6,35,38,12,0,1,0,2,9.194,48.6,34.3,1.01,1.117
7.959,17,23,321.79,25.042,37.0,25.932,26,35.367,0,14.3,22,0.0,22,17,39.096,6,35,38,12,0,1,0,2,9.194,48.6,34.3,1.01,1.117
6.796,17,23,321.79,25.042,37.0,25.932,26,35.367,0,14.3,22,0.0,22,17,39.096,6,35,38,12,0,1,0,2,9.194,48.6,34.3,1.01,1.117
6.796,16,22,293.36,24.456,34.0,25.29,25,37.254,1,13.5,16,2.7,17,13,41.777,6,37,40,15,0,0,1,2,7.929,43.2,40.5,1.007,1.129
6.237,14,21,277.32,22.203,34.5,22.563,24,32.48,0,21.9,21,0.0,21,14,36.319,7,32,35,11,0,0,0,2,8.666,43.8,34.4,1.015,1.135
6.921,15,21,277.31,22.402,34.5,22.767,24,32.487,1,15.6,21,3.1,21,15,35.947,6,32,35,11,0,0,0,2,8.666,46.9,34.4,1.015,1.123
6.602,16,22,288.34,23.709,36.0,24.318,25,34.262,0,17.6,22,0.0,22,16,38.235,6,34,37,12,0,0,0,2,8.481,47.1,35.3,1.008,1.125
6.796,16,22,288.34,23.709,36.0,24.318,25,34.262,0,17.6,22,0.0,22,16,38.235,6,34,37,12,0,0,0,2,8.481,47.1,35.3,1.008,1.125
5.276,12,18,236.26,18.655,30.0,18.796,20,26.494,0,23.1,16,0.0,17,11,29.405,6,26,28,8,0,0,0,1,9.087,46.2,30.8,1.019,1.131
6.983,17,22,287.35,24.214,36.0,25.074,25,35.043,0,14.3,22,0.0,22,17,39.152,5,35,38,13,0,0,0,2,8.21,48.6,37.1,1.001,1.119
4.9,11,16,211.25,17.161,26.0,17.551,18,25.276,0,20.0,16,0.0,16,11,28.322,5,25,27,9,0,0,0,1,8.45,44.0,36.0,1.011,1.133
5.907,12,18,236.26,18.655,30.0,18.796,20,26.494,0,23.1,16,0.0,17,11,29.405,6,26,28,8,0,0,0,1,9.087,46.2,30.8,1.019,1.131
6.032,11,16,211.25,17.161,26.0,17.551,18,25.276,0,20.0,16,0.0,16,11,28.322,5,25,27,9,0,0,0,1,8.45,44.0,36.0,1.011,1.133
6.009,11,16,211.25,17.161,26.0,17.551,18,25.276,0,20.0,16,0.0,16,11,28.322,5,25,27,9,0,0,0,1,8.45,44.0,36.0,1.011,1.133
5.071,13,18,235.27,19.161,30.0,19.551,20,27.276,0,18.5,16,0.0,17,12,30.322,5,27,29,9,0,0,0,1,8.714,48.1,33.3,1.01,1.123
4.437,11,16,211.25,17.161,26.0,17.551,18,25.276,0,20.0,16,0.0,16,11,28.322,5,25,27,9,0,0,0,1,8.45,44.0,36.0,1.011,1.133
6.119,14,18,234.28,19.666,30.0,20.307,20,28.058,0,14.3,16,0.0,17,12,31.239,4,28,30,10,0,0,0,1,8.367,50.0,35.7,1.002,1.116
5.959,13,20,278.26,20.343,30.0,19.881,22,30.48,0,13.8,16,0.0,16,12,33.673,7,29,31,9,0,0,0,1,9.595,44.8,31.0,1.051,1.161
5.481,12,17,226.26,18.381,27.0,18.762,19,27.385,1,14.8,16,3.7,16,12,30.448,5,27,29,10,0,0,0,1,8.38,44.4,37.0,1.014,1.128
7.086,12,19,255.26,19.59,31.0,19.46,21,28.931,2,17.9,16,7.1,18,12,31.741,7,28,30,9,0,0,2,2,9.116,42.9,32.1,1.033,1.134
6.807,12,17,228.25,18.049,27.0,18.245,19,26.571,0,15.4,16,0.0,16,12,29.579,5,26,28,9,0,0,0,1,8.779,46.2,34.6,1.022,1.138
4.301,12,16,210.26,17.666,26.0,18.307,18,26.058,0,15.4,16,0.0,16,12,29.239,4,26,28,10,0,0,0,1,8.087,46.2,38.5,1.002,1.125
5.824,13,17,220.25,18.139,29.0,18.546,19,25.174,0,16.0,16,0.0,17,12,27.824,4,25,27,8,0,0,0,1,8.81,52.0,32.0,1.007,1.113
5.569,13,18,235.27,19.161,30.0,19.551,20,27.276,0,18.5,16,0.0,17,12,30.322,5,27,29,9,0,0,0,1,8.714,48.1,33.3,1.01,1.123
5.056,13,18,235.27,19.161,30.0,19.551,20,27.276,0,18.5,16,0.0,17,12,30.322,5,27,29,9,0,0,0,1,8.714,48.1,33.3,1.01,1.123
4.301,14,18,234.28,19.666,30.0,20.307,20,28.058,0,14.3,16,0.0,17,13,31.239,4,28,30,10,0,0,0,1,8.367,50.0,35.7,1.002,1.116
4.983,14,18,234.28,19.666,30.0,20.307,20,28.058,0,14.3,16,0.0,17,13,31.239,4,28,30,10,0,0,0,1,8.367,50.0,35.7,1.002,1.116
7.602,14,19,249.3,20.687,31.0,21.313,21,30.16,0,16.7,16,0.0,17,12,33.737,5,30,32,11,0,0,0,2,8.31,46.7,36.7,1.005,1.125
7.3,18,24,320.38,26.676,36.0,27.5,26,40.363,2,10.0,18,5.0,19,17,44.903,6,40,42,16,0,0,1,6,8.009,45.0,40.0,1.009,1.123
9.9,17,24,324.34,25.533,36.0,25.676,26,37.993,2,10.8,18,5.4,19,17,41.828,7,37,39,13,0,0,1,5,8.766,45.9,35.1,1.027,1.13
5.9,19,28,404.95,32.654,38.0,34.415,30,53.425,2,11.3,12,3.8,14,10,60.505,9,53,55,25,0,1,2,8,7.641,35.8,47.2,1.008,1.142
6.796,14,21,295.29,22.09,29.5,21.853,23,34.472,1,9.1,11,3.0,12,10,38.215,7,33,35,12,0,0,1,2,8.948,42.4,36.4,1.045,1.158
5.9,20,32,471.97,34.47,46.5,35.477,35,51.396,3,14.0,17,6.0,19,14,56.472,12,50,53,18,1,1,1,3,9.439,40.0,36.0,1.028,1.129
8.097,13,19,257.33,21.456,27.5,22.29,21,34.254,1,14.7,11,2.9,12,9,38.777,6,34,36,15,0,0,1,2,7.569,38.2,44.1,1.007,1.14
6.658,18,24,319.4,26.983,36.5,28.051,27,41.138,1,12.2,17,2.4,18,15,46.192,6,41,44,17,0,0,1,4,7.79,43.9,41.5,1.003,1.127
5.9,22,29,387.48,32.751,43.5,34.029,33,50.232,2,10.0,17,4.0,18,14,56.232,7,50,54,21,0,0,0,5,7.75,44.0,42.0,1.005,1.125
5.855,15,22,299.37,24.697,31.5,25.506,24,39.465,2,12.8,11,5.1,13,10,44.402,7,39,41,17,0,0,2,3,7.676,38.5,43.6,1.012,1.139
8.398,15,21,283.37,23.983,30.5,25.051,24,38.138,1,13.2,11,2.6,12,9,43.192,6,38,41,17,0,0,1,3,7.457,39.5,44.7,1.004,1.137
8.523,13,20,275.32,21.839,28.5,22.228,22,34.767,1,14.7,11,2.9,12,9,39.117,7,34,36,14,0,0,1,2,8.098,38.2,41.2,1.023,1.15
6.491,13,20,271.31,21.644,29.5,21.983,22,33.698,2,15.2,11,6.1,13,10,37.571,7,33,35,13,0,0,2,2,8.222,39.4,39.4,1.021,1.139
6.678,11,16,214.25,17.381,24.5,17.762,18,26.385,1,15.4,11,3.8,12,9,29.448,5,26,28,10,0,0,1,1,8.24,42.3,38.5,1.015,1.133
6.697,12,16,214.24,17.58,24.5,17.966,18,26.393,2,7.7,11,7.7,12,10,29.076,4,26,28,10,0,0,1,1,8.24,46.2,38.5,1.015,1.118
7.569,11,15,199.23,16.359,23.5,16.756,17,24.284,1,12.5,11,4.2,12,10,26.95,4,24,26,9,0,0,1,1,8.301,45.8,37.5,1.012,1.123
6.801,13,17,227.29,19.413,25.5,20.279,19,30.051,1,10.0,11,3.3,12,10,33.78,4,30,32,13,0,0,1,1,7.576,43.3,43.3,1.002,1.126
7.174,14,18,241.32,20.94,26.5,22.04,20,32.934,1,9.1,11,3.0,12,10,37.196,4,33,35,15,0,0,1,2,7.313,42.4,45.5,0.998,1.127
5.481,14,19,257.32,21.655,27.5,22.495,21,34.262,2,8.8,11,5.9,12,10,38.405,5,34,36,15,0,0,1,3,7.568,41.2,44.1,1.008,1.13
6.86,13,20,273.33,22.171,28.5,22.745,22,35.582,2,14.3,11,5.7,12,9,39.986,7,35,37,15,0,0,1,3,7.809,37.1,42.9,1.017,1.142
7.377,14,20,271.36,22.983,28.5,24.051,22,37.138,1,13.5,11,2.7,12,9,42.192,6,37,39,17,0,0,1,2,7.334,37.8,45.9,1.004,1.14
7.638,15,21,285.39,24.509,29.5,25.813,23,40.022,1,12.5,11,2.5,12,9,45.607,6,40,42,19,0,0,1,4,7.135,37.5,47.5,1.001,1.14
5.301,17,23,305.37,25.456,35.5,26.29,26,38.254,1,13.2,17,2.6,18,15,42.777,6,38,41,15,0,0,1,2,8.036,44.7,39.5,1.007,1.126
6.538,18,24,319.4,26.983,36.5,28.051,27,41.138,1,12.2,17,2.4,18,15,46.192,6,41,44,17,0,0,1,3,7.79,43.9,41.5,1.003,1.127
6.587,14,20,271.36,22.983,28.5,24.051,22,37.138,1,13.5,11,2.7,12,9,42.192,6,37,39,17,0,0,1,4,7.334,37.8,45.9,1.004,1.14
6.197,15,21,285.39,24.509,29.5,25.813,23,40.022,1,12.5,11,2.5,12,9,45.607,6,40,42,19,0,0,1,4,7.135,37.5,47.5,1.001,1.14
6.184,18,24,325.46,28.563,33.5,30.336,27,46.789,1,10.6,11,2.1,12,9,53.438,6,47,50,23,0,0,1,4,6.925,38.3,48.9,0.996,1.137
6.394,13,17,227.29,19.413,25.5,20.279,19,30.051,1,10.0,11,3.3,12,10,33.78,4,30,32,13,0,0,1,1,7.576,43.3,43.3,1.002,1.126
8.046,12,17,231.25,18.27,25.5,18.455,19,27.68,1,11.1,11,3.7,12,10,30.705,5,27,29,10,0,0,1,1,8.565,44.4,37.0,1.025,1.137
7.854,14,19,252.3,20.908,30.5,21.523,22,31.269,1,12.9,15,3.2,16,12,34.863,5,31,34,12,0,0,1,1,8.139,45.2,38.7,1.009,1.125
8.398,11,18,308.16,19.427,26.5,20.12,20,28.716,1,17.9,11,3.6,12,9,31.788,7,28,30,10,0,0,1,1,11.006,39.3,35.7,1.026,1.135
5.9,20,32,532.46,36.025,41.5,37.642,34,57.541,3,8.9,11,5.4,13,11,64.128,12,56,58,24,1,0,2,10,9.508,35.7,42.9,1.028,1.145
5.301,11,17,229.27,18.402,25.5,18.767,19,28.487,1,17.9,11,3.6,12,9,31.947,6,28,30,11,0,0,1,1,8.188,39.3,39.3,1.017,1.141
6.75,12,19,254.28,19.897,30.5,20.012,22,29.705,1,20.7,15,3.4,16,10,33.03,7,29,32,10,0,0,1,1,8.768,41.4,34.5,1.024,1.139
5.301,13,16,212.27,18.392,24.5,19.273,18,27.949,1,7.1,11,3.6,12,11,31.282,3,28,30,12,0,0,1,1,7.581,46.4,42.9,0.998,1.117
5.301,7,10,136.17,11.338,14.5,11.75,11,18.182,1,11.1,5,5.6,6,5,20.452,3,18,19,8,0,0,1,0,7.565,38.9,44.4,1.01,1.136
7.553,12,17,228.28,18.908,25.5,19.523,19,29.269,1,13.8,11,3.4,12,10,32.863,5,29,31,12,0,0,1,1,7.872,41.4,41.4,1.009,1.133
5.301,12,16,213.26,17.886,24.5,18.517,18,27.167,1,11.1,11,3.7,12,10,30.365,4,27,29,11,0,0,1,1,7.899,44.4,40.7,1.006,1.125
5.9,20,27,368.45,30.64,38.5,31.722,30,48.527,2,8.3,17,4.2,17,13,54.489,7,48,51,21,0,0,0,4,7.676,41.7,43.8,1.011,1.135
5.9,22,31,411.46,33.213,49.5,33.756,35,48.785,2,14.6,27,4.2,28,21,53.983,9,48,52,17,0,0,1,5,8.572,45.8,35.4,1.016,1.125
5.9,17,22,287.35,24.214,36.0,25.074,25,35.043,0,14.3,22,0.0,22,17,39.152,5,35,38,13,0,0,0,2,8.21,48.6,37.1,1.001,1.119
5.9,19,28,394.47,30.048,43.0,30.881,31,43.945,1,14.0,22,2.3,23,18,48.535,9,43,46,15,1,0,1,3,9.174,44.2,34.9,1.022,1.129
5.9,21,29,453.32,31.943,44.0,33.068,32,46.803,3,8.7,22,6.5,23,20,51.369,8,46,49,17,0,0,1,4,9.855,45.7,37.0,1.017,1.117
5.9,21,29,408.87,31.745,44.0,32.574,32,46.898,3,8.7,22,6.5,23,20,51.472,8,46,49,17,0,1,1,4,8.888,45.7,37.0,1.02,1.119
5.9,18,25,338.43,28.199,36.5,29.302,28,44.309,0,13.6,17,0.0,17,13,50.236,7,44,47,19,0,0,0,3,7.692,40.9,43.2,1.007,1.142
5.4,17,25,380.59,30.157,33.0,32.841,27,49.051,2,8.2,10,4.1,11,7,55.404,8,49,51,24,2,0,1,6,7.767,34.7,49.0,1.001,1.131
7.0,16,20,327.19,22.417,32.0,23.625,23,31.178,1,6.5,16,3.2,17,15,34.124,4,31,34,11,0,0,1,0,10.555,51.6,35.5,1.006,1.101
5.9,16,21,281.4,24.795,31.0,26.358,23,39.694,0,12.5,16,0.0,16,11,45.398,5,40,42,19,0,0,0,2,7.035,40.0,47.5,0.992,1.135
5.9,20,25,333.36,26.992,39.5,27.461,28,38.632,0,7.9,23,0.0,23,20,42.666,5,38,41,13,0,0,0,3,8.773,52.6,34.2,1.017,1.123
6.2,21,28,391.83,30.197,43.0,30.807,31,42.913,3,7.1,18,7.1,21,21,46.558,7,42,45,14,0,1,3,3,9.329,50.0,33.3,1.022,1.109
5.9,22,28,371.42,30.896,43.0,31.71,31,45.473,3,6.7,18,6.7,21,21,50.03,6,45,48,17,0,0,3,3,8.254,48.9,37.8,1.011,1.112
5.9,24,29,399.55,33.707,44.5,35.972,32,49.662,1,6.0,23,2.0,24,21,55.361,5,50,53,21,1,0,1,5,7.991,48.0,42.0,0.993,1.107
5.9,22,29,403.55,33.223,44.0,35.222,32,49.982,1,10.0,22,2.0,23,19,55.943,7,50,53,21,1,0,1,3,8.071,44.0,42.0,1.0,1.119
5.9,16,25,383.89,28.152,35.0,29.432,26,44.084,4,7.0,12,9.3,15,12,48.518,9,43,44,18,1,1,3,6,8.928,37.2,41.9,1.025,1.128
5.9,16,26,375.45,28.314,38.0,29.063,27,44.196,4,11.6,12,9.3,16,12,48.74,10,43,44,17,1,0,3,6,8.731,37.2,39.5,1.028,1.133
5.9,20,31,448.55,34.83,43.0,36.012,32,56.283,6,7.3,12,10.9,16,12,62.322,11,55,56,24,1,0,3,8,8.155,36.4,43.6,1.023,1.133
9.0,17,22,293.41,25.795,33.0,27.358,25,40.694,0,12.2,16,0.0,16,11,46.398,5,41,44,19,0,0,0,3,7.156,41.5,46.3,0.993,1.132
5.9,26,34,476.65,39.739,49.0,42.171,38,62.069,3,6.5,16,4.8,18,14,69.524,8,62,66,28,1,0,1,7,7.688,41.9,45.2,1.001,1.121
5.9,20,29,416.61,34.54,39.0,36.966,31,57.061,2,10.5,12,3.5,14,10,64.896,9,57,59,28,1,0,2,9,7.309,35.1,49.1,1.001,1.139
5.9,21,27,374.5,30.675,42.0,32.455,30,44.996,1,8.9,22,2.2,23,20,50.029,6,45,48,18,1,0,1,3,8.322,46.7,40.0,1.0,1.112
5.9,20,27,394.91,29.976,42.0,31.551,30,42.436,1,9.5,22,2.4,23,20,46.558,7,42,45,15,1,1,1,3,9.403,47.6,35.7,1.01,1.109
7.347,13,17,227.29,19.413,25.5,20.279,19,30.051,1,10.0,11,3.3,12,10,33.78,4,30,32,13,0,0,1,1,7.576,43.3,43.3,1.002,1.126
6.064,13,18,241.27,19.601,27.5,19.972,20,29.494,2,10.3,11,6.9,13,11,32.575,5,29,31,11,0,0,2,1,8.32,44.8,37.9,1.017,1.123
5.301,17,23,311.43,27.036,32.5,28.574,26,43.905,1,11.4,11,2.3,12,9,50.023,6,44,47,21,0,0,1,2,7.078,38.6,47.7,0.998,1.137
7.056,12,18,243.3,19.929,26.5,20.529,20,31.371,1,16.1,11,3.2,12,9,35.362,6,31,33,13,0,0,1,1,7.848,38.7,41.9,1.012,1.141
7.921,14,20,271.36,22.983,28.5,24.051,22,37.138,1,13.5,11,2.7,12,9,42.192,6,37,39,17,0,0,1,3,7.334,37.8,45.9,1.004,1.14
7.854,15,21,283.37,23.983,30.5,25.051,24,38.138,1,13.2,11,2.6,12,9,43.192,6,38,41,17,0,0,1,2,7.457,39.5,44.7,1.004,1.137
5.9,24,31,415.54,35.805,45.5,37.551,35,56.0,2,8.9,17,3.6,18,14,63.062,7,56,60,25,0,0,0,7,7.42,42.9,44.6,1.0,1.126
8.699,14,18,237.28,19.886,29.5,20.517,21,29.167,1,10.3,15,3.4,16,12,32.365,4,29,32,11,0,0,1,0,8.182,48.3,37.9,1.006,1.116
7.886,15,21,285.39,24.509,29.5,25.813,23,40.022,1,12.5,11,2.5,12,9,45.607,6,40,42,19,0,0,1,3,7.135,37.5,47.5,1.001,1.14
7.328,15,24,339.36,25.659,32.5,25.625,26,41.56,1,12.5,11,2.5,12,9,46.626,9,40,42,16,0,0,1,4,8.484,37.5,40.0,1.039,1.166
6.921,17,24,326.45,28.058,33.5,29.58,27,46.007,1,13.0,11,2.2,12,9,52.521,7,46,49,22,0,0,1,2,7.097,37.0,47.8,1.0,1.142
6.582,18,25,333.38,27.171,38.5,27.745,28,40.582,2,12.5,17,5.0,19,16,44.986,7,40,43,15,0,0,2,3,8.334,45.0,37.5,1.015,1.125
8.155,17,23,305.37,25.456,35.5,26.29,26,38.254,1,13.2,17,2.6,18,15,42.777,6,38,41,15,0,0,1,3,8.036,44.7,39.5,1.007,1.126
8.155,11,17,229.27,18.402,25.5,18.767,19,28.487,1,17.9,11,3.6,12,9,31.947,6,28,30,11,0,0,1,1,8.188,39.3,39.3,1.017,1.141
5.9,21,29,390.46,31.914,44.0,32.756,32,48.636,1,12.5,22,2.1,23,19,54.445,8,48,51,19,0,0,1,3,8.135,43.8,39.6,1.013,1.134
5.9,21,28,372.47,31.531,43.0,32.819,31,48.123,1,12.5,22,2.1,23,19,54.106,7,48,51,20,0,0,1,3,7.76,43.8,41.7,1.003,1.127
5.9,21,33,459.45,34.085,47.0,33.574,36,52.276,1,14.0,18,2.0,20,18,57.963,12,50,53,17,0,0,2,3,9.189,42.0,34.0,1.046,1.159
5.9,22,32,465.38,34.987,48.5,36.33,35,50.763,0,16.0,23,0.0,24,18,56.366,10,50,53,18,0,2,0,7,9.308,44.0,36.0,1.015,1.127
5.9,17,26,360.41,28.297,37.0,28.694,28,45.149,1,13.6,16,2.3,17,12,50.785,9,44,46,18,0,0,1,6,8.191,38.6,40.9,1.026,1.154
5.9,21,28,401.87,31.691,39.0,32.75,31,48.898,5,2.1,12,10.4,14,15,53.641,7,48,51,20,0,1,2,2,8.372,43.8,41.7,1.019,1.118
5.9,17,26,374.46,28.82,38.0,29.818,27,44.978,4,9.1,12,9.1,16,12,49.657,9,44,45,18,1,0,3,6,8.51,38.6,40.9,1.022,1.129
8.301,13,22,311.3,22.606,30.5,22.103,24,35.792,1,14.7,11,2.9,12,9,39.796,9,34,36,12,0,0,1,2,9.156,38.2,35.3,1.053,1.17
8.523,13,20,275.32,21.839,28.5,22.228,22,34.767,1,14.7,11,2.9,12,9,39.117,7,34,36,14,0,0,1,2,8.098,38.2,41.2,1.023,1.15
8.222,15,19,255.35,22.467,27.5,23.801,21,35.818,1,8.3,11,2.8,12,10,40.611,4,36,38,17,0,0,1,2,7.093,41.7,47.2,0.995,1.128
7.745,16,23,323.41,25.116,36.0,26.176,26,36.447,1,13.9,16,2.8,18,15,40.282,7,36,39,13,1,0,2,4,8.984,44.4,36.1,1.012,1.119
8.0,13,18,258.38,20.907,27.5,22.478,20,31.902,0,12.5,15,0.0,15,9,35.989,5,32,34,14,1,0,0,1,8.074,40.6,43.8,0.997,1.125
7.886,14,20,271.36,22.983,28.5,24.051,22,37.138,1,13.5,11,2.7,12,9,42.192,6,37,39,17,0,0,1,2,7.334,37.8,45.9,1.004,1.14
8.699,14,19,259.31,21.323,27.5,21.978,21,33.447,1,9.1,11,3.0,12,10,37.535,5,33,35,14,0,0,1,2,7.858,42.4,42.4,1.014,1.137
7.678,19,25,331.41,27.983,38.5,29.051,28,42.138,1,11.9,17,2.4,19,17,47.192,6,42,45,17,0,0,2,4,7.891,45.2,40.5,1.003,1.124
7.886,13,17,227.29,19.413,25.5,20.279,19,30.051,1,10.0,11,3.3,12,10,33.78,4,30,32,13,0,0,1,1,7.576,43.3,43.3,1.002,1.126
8.301,15,21,285.39,24.509,29.5,25.813,23,40.022,1,12.5,11,2.5,12,9,45.607,6,40,42,19,0,0,1,3,7.135,37.5,47.5,1.001,1.14
7.398,12,17,244.35,19.38,26.5,20.716,19,29.018,0,13.8,15,0.0,15,9,32.574,5,29,31,12,1,0,0,0,8.426,41.4,41.4,1.001,1.123
