pXC50,nAB,nCsp2,nS,nBM,Mp,AMW,Mi,Sv,nCsp3,Si,nH,Mv,H.,nN,nDB,Sp,nC,nAT,nBT,Se,C.,Me,MW,N.,nB,nBO,nBR,nCL,nCsp,nF
5.222,16,12,0,16,0.657,7.685,1.143,23.477,2,42.275,16,0.635,43.2,6,0,24.296,14,37,39,37.356,37.8,1.01,284.36,16.2,0,23,0,0,0,0
6.699,12,10,0,12,0.63,7.197,1.143,28.993,7,54.857,23,0.604,47.9,5,0,30.245,17,48,50,48.443,35.4,1.009,345.45,10.4,0,27,0,0,0,0
5.278,16,12,0,16,0.639,7.286,1.143,28.772,5,53.73,22,0.612,46.8,6,0,30.034,17,47,49,47.334,36.2,1.007,342.45,12.8,0,27,0,0,0,0
5.091,16,12,0,16,0.638,7.654,1.145,27.96,4,51.524,20,0.621,44.4,6,0,28.728,16,45,47,45.778,35.6,1.017,344.42,13.3,0,27,0,0,0,0
7.495,12,10,0,12,0.658,6.875,1.132,22.773,5,41.9,18,0.615,48.6,4,0,24.353,15,37,39,36.592,40.5,0.989,254.37,10.8,0,21,0,0,0,0
5.585,12,10,0,12,0.705,8.736,1.129,24.428,5,41.788,16,0.66,43.2,4,0,26.068,15,37,39,37.24,40.5,1.006,323.25,10.8,0,23,0,2,0,0
7.137,12,10,0,12,0.643,8.253,1.16,26.165,6,47.543,17,0.638,41.5,4,0,26.381,16,41,43,42.341,39.0,1.033,338.37,9.8,0,26,0,0,0,3
7.62,12,10,0,12,0.633,7.03,1.138,29.498,8,55.773,24,0.602,49.0,4,0,31.0,18,49,51,49.225,36.7,1.005,344.46,8.2,0,27,0,0,0,0
6.523,12,10,0,12,0.637,7.169,1.142,26.751,6,50.232,21,0.608,47.7,5,0,28.029,16,44,46,44.232,36.4,1.005,315.42,11.4,0,25,0,0,0,0
7.398,6,4,0,6,0.62,6.536,1.145,22.015,9,43.524,20,0.579,52.6,4,0,23.569,13,38,40,37.803,34.2,0.995,248.37,10.5,0,20,0,0,0,0
6.742,12,10,0,12,0.634,7.01,1.141,28.278,7,53.647,23,0.602,48.9,5,0,29.79,17,47,49,47.116,36.2,1.002,329.45,10.6,0,26,0,0,0,0
7.678,12,10,0,12,0.64,6.987,1.137,27.256,7,51.149,22,0.606,48.9,4,0,28.784,17,45,47,45.014,37.8,1.0,314.43,8.9,0,25,0,0,0,0
7.301,12,10,0,12,0.648,6.937,1.135,25.015,6,46.524,20,0.61,48.8,4,0,26.569,16,41,43,40.803,39.0,0.995,284.4,9.8,0,23,0,0,0,0
7.268,12,10,0,12,0.628,7.049,1.143,30.519,8,58.272,25,0.598,49.0,5,0,32.006,18,51,53,51.327,35.3,1.006,359.48,9.8,0,28,0,0,0,0
7.77,17,13,0,17,0.657,7.568,1.135,27.224,4,48.817,19,0.633,44.2,5,0,28.267,17,43,45,43.349,39.5,1.008,325.41,11.6,0,26,0,0,0,0
5.886,12,10,0,12,0.664,7.069,1.132,21.246,4,38.484,16,0.625,47.1,4,0,22.591,14,34,36,33.709,41.2,0.991,240.34,11.8,0,20,0,0,0,0
7.638,12,10,0,12,0.653,6.71,1.133,24.3,6,45.315,20,0.608,50.0,4,0,26.114,16,40,42,39.476,40.0,0.987,268.4,10.0,0,22,0,0,0,0
7.745,6,4,0,6,0.614,6.121,1.148,20.3,8,41.315,20,0.564,55.6,4,0,22.114,12,36,37,35.476,33.3,0.985,220.36,11.1,0,17,0,0,0,0
7.31,11,8,1,11,0.683,7.659,1.13,21.434,5,38.404,16,0.63,47.1,4,0,23.239,13,34,36,33.785,38.2,0.994,260.4,11.8,0,20,0,0,0,0
6.0,17,16,0,19,0.683,8.676,1.126,26.579,1,43.907,14,0.682,35.9,4,2,26.648,17,39,41,40.134,43.6,1.029,338.35,10.3,0,27,0,0,0,0
7.444,12,10,0,12,0.653,6.71,1.133,24.3,6,45.315,20,0.608,50.0,4,0,26.114,16,40,42,39.476,40.0,0.987,268.4,10.0,0,22,0,0,0,0
7.301,17,15,0,18,0.654,8.009,1.133,30.874,4,54.362,20,0.643,41.7,4,1,31.387,19,48,50,49.113,39.6,1.023,384.43,8.3,0,30,0,0,0,0
7.959,17,14,0,17,0.674,7.352,1.131,24.268,2,42.983,17,0.639,44.7,5,0,25.597,16,38,40,37.811,42.1,0.995,279.38,13.2,0,23,0,0,0,0
5.721,17,15,0,18,0.679,7.907,1.126,25.676,2,43.903,16,0.658,41.0,4,1,26.5,17,39,41,39.363,43.6,1.009,308.37,10.3,0,25,0,0,0,0
4.824,12,10,0,12,0.622,6.402,1.139,32.364,10,63.81,30,0.578,53.6,4,0,34.83,20,56,57,55.549,35.7,0.992,358.54,7.1,0,27,0,0,0,0
7.77,17,13,0,17,0.671,7.578,1.137,23.762,2,42.066,16,0.642,43.2,6,0,24.841,15,37,39,37.029,40.5,1.001,280.37,16.2,0,23,0,0,0,0
7.252,17,14,0,18,0.677,8.141,1.131,25.171,2,42.986,15,0.662,39.5,5,1,25.745,16,38,40,38.582,42.1,1.015,309.36,13.2,0,25,0,0,0,0
6.658,17,15,0,18,0.663,8.055,1.13,28.632,3,49.737,18,0.651,40.9,4,1,29.171,18,44,46,44.902,40.9,1.02,354.4,9.1,0,28,0,0,0,0
7.523,17,13,0,17,0.699,9.332,1.133,26.314,3,45.323,17,0.658,42.5,6,0,27.955,16,40,42,40.142,40.0,1.004,373.29,15.0,0,25,1,0,0,0
7.658,29,27,0,31,0.702,8.348,1.12,42.509,2,69.438,23,0.686,37.1,7,2,43.495,29,62,67,62.763,46.8,1.012,517.59,11.3,0,44,0,0,0,0
5.187,12,10,0,12,0.629,6.733,1.14,27.783,7,53.564,24,0.591,51.1,4,0,29.546,17,47,48,46.898,36.2,0.998,316.45,8.5,0,24,0,0,0,0
8.201,17,13,0,17,0.655,7.373,1.139,27.531,4,50.106,20,0.626,45.5,6,0,28.819,17,44,46,44.123,38.6,1.003,324.43,13.6,0,26,0,0,0,0
8.022,17,13,0,17,0.708,9.71,1.133,24.788,2,41.907,15,0.67,40.5,6,0,26.194,15,37,39,37.258,40.5,1.007,359.26,16.2,0,24,1,0,0,0
7.959,17,13,0,17,0.695,8.508,1.135,24.59,2,42.01,15,0.665,40.5,6,0,25.699,15,37,39,37.353,40.5,1.01,314.81,16.2,0,24,0,1,0,0
8.131,17,13,0,17,0.66,7.571,1.139,26.004,3,46.69,18,0.634,43.9,6,0,27.057,16,41,43,41.24,39.0,1.006,310.4,14.6,0,25,0,0,0,0
6.724,17,17,0,19,0.696,8.28,1.121,25.149,0,41.488,14,0.68,37.8,4,2,25.739,17,37,39,37.48,45.9,1.013,306.35,10.8,0,25,0,0,0,0
7.0,17,14,0,17,0.681,7.581,1.131,22.741,1,39.568,15,0.65,42.9,5,0,23.836,15,35,37,34.927,42.9,0.998,265.35,14.3,0,22,0,0,0,0
5.721,17,14,0,18,0.685,8.438,1.131,23.644,1,39.571,13,0.676,37.1,5,1,23.983,15,35,37,35.698,42.9,1.02,295.33,14.3,0,24,0,0,0,0
8.149,17,13,0,17,0.695,8.508,1.135,24.59,2,42.01,15,0.665,40.5,6,0,25.699,15,37,39,37.353,40.5,1.01,314.81,16.2,0,24,0,1,0,0
7.721,18,16,0,20,0.665,7.754,1.134,30.246,3,53.315,20,0.644,42.6,6,2,31.273,19,47,49,47.451,40.4,1.01,364.45,12.8,0,29,0,0,0,0
7.553,17,13,0,17,0.718,9.439,1.134,25.417,2,41.954,14,0.687,37.8,6,0,26.557,15,37,39,37.676,40.5,1.018,349.25,16.2,0,25,0,2,0,0
7.585,23,20,0,24,0.702,8.336,1.126,31.499,1,51.774,17,0.685,37.0,7,1,32.301,21,46,50,46.458,45.7,1.01,383.45,15.2,0,33,0,0,0,0
5.747,18,16,0,19,0.666,7.719,1.137,35.96,6,64.794,26,0.631,45.6,7,1,37.966,22,57,59,57.2,38.6,1.004,440.0,12.3,0,33,0,1,0,0
7.419,17,13,0,17,0.729,9.943,1.133,27.772,3,45.313,15,0.694,37.5,6,0,29.176,16,40,42,40.884,40.0,1.022,397.72,15.0,0,27,0,3,0,0
7.678,23,21,0,25,0.676,7.928,1.129,40.035,5,68.853,25,0.656,41.0,7,2,41.256,26,61,65,61.647,42.6,1.011,483.58,11.5,0,40,0,0,0,0
7.569,17,13,0,17,0.708,9.082,1.134,26.944,3,45.369,16,0.674,40.0,6,0,28.318,16,40,42,40.56,40.0,1.014,363.28,15.0,0,26,0,2,0,0
6.114,23,18,2,23,0.747,9.129,1.114,30.137,1,47.906,16,0.701,37.2,6,0,32.137,19,43,46,43.182,44.2,1.004,392.55,14.0,0,30,0,0,0,0
7.553,23,21,0,25,0.686,8.282,1.128,36.982,3,62.023,21,0.672,38.2,7,2,37.733,24,55,59,55.88,43.6,1.016,455.52,12.7,0,38,0,0,0,0
8.131,17,13,0,17,0.66,7.571,1.139,26.004,3,46.69,18,0.634,43.9,6,0,27.057,16,41,43,41.24,39.0,1.006,310.4,14.6,0,25,0,0,0,0
6.201,18,17,0,20,0.664,7.775,1.136,39.202,7,70.418,28,0.632,45.2,7,2,41.182,24,62,64,62.411,38.7,1.007,482.04,11.3,0,36,0,1,0,0
5.936,18,17,0,20,0.683,8.516,1.135,38.502,6,66.947,25,0.653,42.4,7,2,40.279,23,59,61,59.851,39.0,1.014,502.45,11.9,0,36,0,2,0,0
6.18,18,17,0,20,0.661,7.632,1.136,40.728,8,73.833,30,0.627,46.2,7,2,42.944,25,65,67,65.294,38.5,1.005,496.07,10.8,0,37,0,1,0,0
5.903,18,17,0,20,0.667,8.237,1.141,38.058,6,67.343,25,0.645,42.4,7,2,39.358,23,59,61,60.04,39.0,1.018,486.0,11.9,0,36,0,1,0,1
5.215,18,17,0,20,0.683,8.516,1.135,38.502,6,66.947,25,0.653,42.4,7,2,40.279,23,59,61,59.851,39.0,1.014,502.45,11.9,0,36,0,2,0,0
6.071,18,17,0,22,0.665,8.41,1.139,39.599,6,69.505,25,0.649,41.0,8,4,40.574,23,61,63,62.4,37.7,1.023,513.01,13.1,0,38,0,1,0,0
5.697,18,16,0,19,0.666,7.719,1.137,35.96,6,64.794,26,0.631,45.6,7,1,37.966,22,57,59,57.2,38.6,1.004,440.0,12.3,0,33,0,1,0,0
6.658,24,23,0,26,0.685,8.032,1.128,43.202,5,74.418,28,0.655,42.4,7,2,45.182,28,66,69,66.411,42.4,1.006,530.08,10.6,0,41,0,1,0,0
7.155,18,17,0,20,0.649,7.861,1.139,44.4,9,80.877,32,0.625,45.1,7,2,46.068,26,71,73,72.16,36.6,1.016,558.1,9.9,0,41,0,1,0,0
5.595,18,17,0,20,0.661,8.645,1.152,40.352,7,71.437,25,0.651,40.3,7,2,40.995,24,62,64,63.949,38.7,1.031,536.01,11.3,0,39,0,1,0,3
5.357,18,17,0,20,0.667,8.237,1.141,38.058,6,67.343,25,0.645,42.4,7,2,39.358,23,59,61,60.04,39.0,1.018,486.0,11.9,0,36,0,1,0,1
6.194,18,16,0,20,0.667,8.086,1.139,37.169,6,66.086,25,0.641,43.1,8,2,38.665,22,58,60,58.745,37.9,1.013,469.0,13.8,0,35,0,1,0,0
6.081,18,17,0,22,0.665,8.41,1.139,39.599,6,69.505,25,0.649,41.0,8,4,40.574,23,61,63,62.4,37.7,1.023,513.01,13.1,0,38,0,1,0,0
7.523,17,14,0,17,0.677,8.369,1.134,28.052,3,48.761,18,0.652,41.9,5,0,29.125,17,43,45,43.673,39.5,1.016,359.85,11.6,0,27,0,1,0,0
8.284,17,14,0,17,0.667,8.295,1.136,30.293,4,53.385,20,0.645,42.6,5,0,31.341,18,47,49,47.883,38.3,1.019,389.88,10.6,0,29,0,1,0,0
7.824,17,13,0,17,0.695,8.508,1.135,24.59,2,42.01,15,0.665,40.5,6,0,25.699,15,37,39,37.353,40.5,1.01,314.81,16.2,0,24,0,1,0,0
