pXC50,nH,nN,Se,nBT,nAT,nCsp3,Sp,Sv,MW,Si,X.,nC,nF,nX,Mv,SCBO,nSK
9.0,26,4,58.127,63,59,6,41.398,38.88,430.59,65.56,0.0,29,0,0,0.659,52.5,33
6.57,19,3,52.967,53,51,7,35.807,34.839,530.4,58.056,7.8,21,3,4,0.683,45.0,32
9.222,30,3,70.156,71,69,9,46.262,44.448,557.69,78.29,4.3,29,3,3,0.644,55.0,39
8.292,32,3,73.039,74,72,10,48.023,45.974,571.72,81.705,4.2,30,3,3,0.639,56.0,40
9.523,34,3,73.923,76,73,15,47.785,45.501,561.73,83.121,4.1,29,3,3,0.623,53.0,39
9.398,31,3,75.461,76,73,15,47.597,46.651,615.7,84.14,8.2,29,6,6,0.639,56.0,42
7.796,38,3,79.69,82,79,17,51.307,48.555,589.79,89.951,3.8,31,3,3,0.615,55.0,41
9.699,28,3,68.803,70,67,13,45.978,44.103,602.55,76.178,7.5,27,3,5,0.658,53.0,39
8.824,27,3,69.694,70,67,13,44.074,43.597,587.64,77.309,9.0,27,6,6,0.651,54.0,40
8.071,44,4,84.388,88,85,17,54.069,50.481,560.81,96.135,0.0,33,0,0,0.594,55.0,41
8.319,23,7,49.781,52,50,7,33.131,31.364,361.5,56.81,0.0,20,0,0,0.627,39.5,27
8.149,30,6,59.214,62,60,11,39.171,36.45,402.6,67.972,0.0,24,0,0,0.607,42.0,30
7.161,20,4,40.476,42,41,6,27.114,25.3,280.41,46.315,0.0,17,0,0,0.617,30.0,21
8.149,30,6,64.272,66,64,11,42.182,39.781,482.67,72.52,0.0,24,0,0,0.622,48.0,34
8.495,25,5,51.345,54,52,9,34.643,32.375,359.52,58.644,0.0,22,0,0,0.623,39.0,27
8.0,23,5,48.461,51,49,8,32.881,30.848,345.49,55.228,0.0,21,0,0,0.63,38.0,26
8.42,32,6,62.098,65,63,12,40.932,37.977,416.63,71.387,0.0,25,0,0,0.603,43.0,31
8.066,19,5,43.022,44,43,6,28.813,27.509,321.42,48.607,0.0,18,0,0,0.64,35.0,24
8.444,40,6,74.632,79,76,17,48.978,45.084,484.76,86.048,0.0,30,0,0,0.593,49.0,36
5.678,8,2,14.854,15,15,4,9.296,8.623,96.15,17.242,0.0,5,0,0,0.575,9.0,7
7.469,45,5,89.472,90,89,15,55.438,52.647,611.82,101.261,0.0,32,0,0,0.592,56.0,44
7.268,34,4,62.97,64,63,15,38.262,35.847,406.59,72.059,0.0,21,0,0,0.569,35.5,29
8.066,23,7,51.781,54,52,7,35.131,33.364,385.52,58.81,0.0,22,0,0,0.642,43.5,29
8.569,37,3,70.981,75,72,11,46.87,43.449,471.7,80.972,0.0,30,0,0,0.603,48.0,35
5.0,38,3,77.359,80,77,15,48.932,46.504,539.71,87.355,1.3,30,1,1,0.604,51.0,39
8.538,27,1,49.898,50,50,10,30.722,28.729,321.46,56.734,0.0,18,0,0,0.575,28.0,23
7.26,35,3,69.425,73,70,11,45.563,42.637,473.67,78.766,0.0,29,0,0,0.609,48.5,35
6.166,47,7,92.348,95,92,22,56.995,53.975,625.86,105.049,0.0,32,0,0,0.587,57.0,45
6.04,40,2,74.301,76,75,14,47.296,43.911,480.71,84.723,0.0,29,0,0,0.585,45.0,35
5.456,44,4,87.37,89,87,16,54.432,51.625,596.8,98.763,0.0,32,0,0,0.593,55.0,43
8.022,36,4,72.854,76,73,13,47.023,44.374,504.69,82.474,0.0,29,0,0,0.608,51.0,37
9.602,32,4,71.069,72,70,11,44.864,43.464,524.63,79.272,0.0,27,0,0,0.621,52.0,38
6.301,23,3,48.778,49,48,9,29.904,28.906,349.43,54.694,0.0,17,0,0,0.602,33.0,25
5.018,23,3,51.451,53,51,7,33.449,32.191,381.47,57.485,0.0,21,0,0,0.631,40.0,28
7.35,15,3,33.262,34,33,5,21.495,20.655,245.31,37.405,0.0,13,0,0,0.626,25.0,18
4.0,10,2,16.738,16,17,4,10.057,9.15,98.17,19.657,0.0,5,0,0,0.538,8.0,7
7.0,16,2,31.716,33,32,6,20.796,19.445,216.31,36.112,0.0,13,0,0,0.608,22.0,16
7.197,13,3,30.454,31,30,4,20.381,19.315,251.34,33.91,0.0,11,0,0,0.644,25.0,17
7.699,13,3,30.454,31,30,4,20.381,19.315,251.34,33.91,0.0,11,0,0,0.644,25.0,17
8.585,44,4,88.37,90,88,16,55.432,52.625,608.81,99.763,0.0,33,0,0,0.598,57.0,44
5.301,21,3,48.567,50,48,5,31.688,30.665,367.44,54.069,0.0,20,0,0,0.639,38.0,27
7.658,42,4,84.487,85,84,14,52.671,50.098,582.77,95.348,0.0,31,0,0,0.596,54.0,42
7.0,25,3,59.662,62,59,5,39.665,38.433,459.54,66.109,0.0,26,0,0,0.651,49.0,34
7.523,47,5,99.356,104,99,17,64.199,61.173,709.92,111.677,0.0,40,0,0,0.618,72.0,52
5.602,27,3,62.545,65,62,6,41.426,39.96,473.57,69.524,0.0,27,0,0,0.645,50.0,35
7.0,25,3,61.989,64,61,5,41.119,40.148,487.55,68.319,0.0,27,0,0,0.658,52.0,36
7.824,46,4,91.254,93,91,17,57.194,54.152,622.84,103.178,0.0,34,0,0,0.595,58.0,45
7.126,30,4,67.934,70,67,10,44.296,42.41,526.67,75.567,0.0,26,0,0,0.633,53.0,37
8.187,25,3,62.065,64,61,5,41.767,40.335,507.61,68.239,0.0,26,0,0,0.661,53.0,36
6.0,32,4,69.818,72,69,11,45.057,42.937,528.69,77.982,0.0,26,0,0,0.622,52.0,37
7.31,39,3,73.519,76,74,14,46.54,43.406,481.7,83.806,0.0,28,0,0,0.587,45.0,35
6.086,20,2,46.374,46,45,8,28.318,27.937,354.39,51.666,4.4,17,2,2,0.621,32.0,25
7.959,22,2,48.425,50,48,8,32.091,30.357,374.5,53.906,0.0,19,0,0,0.632,36.0,26
7.357,31,3,59.658,61,60,9,38.04,35.584,397.57,67.936,0.0,23,0,0,0.593,38.0,29
8.658,25,3,53.989,54,53,9,33.12,32.148,391.47,60.319,0.0,19,0,0,0.607,36.0,28
7.824,23,3,50.451,52,50,8,32.449,31.191,369.46,56.485,0.0,20,0,0,0.624,37.5,27
7.854,24,2,51.232,53,51,8,33.205,31.697,368.47,57.401,0.0,21,0,0,0.622,37.5,27
8.523,39,3,73.519,76,74,14,46.54,43.406,481.7,83.806,0.0,28,0,0,0.587,45.0,35
5.0,20,2,45.542,47,45,7,30.33,28.83,360.47,50.491,0.0,18,0,0,0.641,35.0,25
7.481,41,5,86.454,89,86,14,56.108,53.065,635.86,97.142,0.0,33,0,0,0.617,60.5,45
8.638,42,4,85.487,87,85,15,53.671,51.098,594.78,96.348,0.0,32,0,0,0.601,56.0,43
6.481,33,5,74.92,77,74,10,49.063,46.958,579.74,83.481,0.0,29,0,0,0.635,56.5,41
7.276,22,2,48.676,50,48,8,30.898,29.885,358.43,54.196,0.0,19,0,0,0.623,36.0,26
7.268,35,3,70.752,73,71,9,46.017,43.352,489.67,79.976,0.0,29,0,0,0.611,49.0,36
5.0,18,4,46.978,49,46,5,31.818,30.82,398.48,51.657,0.0,19,0,0,0.67,41.5,28
7.222,28,2,54.327,54,54,10,33.182,31.465,364.49,61.441,0.0,19,0,0,0.583,32.0,26
7.092,37,3,70.636,73,71,13,44.779,41.879,467.67,80.391,0.0,27,0,0,0.59,44.0,34
6.42,26,2,54.116,56,54,9,34.966,33.224,382.5,60.817,0.0,22,0,0,0.615,38.5,28
7.42,29,3,67.756,70,67,7,44.642,43.201,515.61,75.149,0.0,29,0,0,0.645,54.0,38
8.523,36,4,69.527,72,70,11,44.569,41.659,464.67,79.265,0.0,27,0,0,0.595,46.0,34
7.796,25,3,59.662,62,59,5,39.665,38.433,459.54,66.109,0.0,26,0,0,0.651,49.0,34
7.367,39,3,73.519,76,74,14,46.54,43.406,481.7,83.806,0.0,28,0,0,0.587,45.0,35
7.523,30,4,60.876,63,61,8,39.284,37.078,422.58,69.019,0.0,24,0,0,0.608,43.0,31
7.557,24,2,51.309,53,51,9,33.853,31.884,388.53,57.321,0.0,20,0,0,0.625,37.0,27
8.523,35,3,65.425,67,66,11,41.563,38.637,425.63,74.766,0.0,25,0,0,0.585,40.0,31
6.721,31,3,59.658,61,60,9,38.04,35.584,397.57,67.936,0.0,23,0,0,0.593,38.0,29
5.602,29,3,61.429,63,61,9,39.188,37.487,439.56,68.94,0.0,24,0,0,0.615,43.0,32
7.0,29,3,61.429,63,61,9,39.188,37.487,439.56,68.94,0.0,24,0,0,0.615,43.0,32
8.328,47,5,99.356,104,99,17,64.199,61.173,709.92,111.677,0.0,40,0,0,0.618,72.0,52
7.143,25,3,59.411,62,59,5,40.858,38.905,475.61,65.82,0.0,26,0,0,0.659,49.0,34
5.863,45,7,93.374,95,92,22,56.87,54.741,661.84,105.728,2.2,32,2,2,0.595,59.0,47
5.638,29,3,61.429,63,61,9,39.188,37.487,439.56,68.94,0.0,24,0,0,0.615,43.0,32
8.796,26,4,61.167,62,60,7,39.773,38.356,486.6,67.737,0.0,23,0,0,0.639,49.0,34
7.638,25,1,41.687,41,42,11,24.506,22.487,243.39,48.109,0.0,13,0,0,0.535,18.0,17
5.974,53,7,99.999,102,100,24,61.279,57.555,655.94,114.294,0.0,34,0,0,0.576,58.0,47
7.523,46,4,91.254,93,91,17,57.194,54.152,622.84,103.178,0.0,34,0,0,0.595,58.0,45
8.125,28,4,64.051,65,63,8,41.534,39.883,500.63,71.152,0.0,24,0,0,0.633,50.0,35
7.824,23,1,42.803,43,43,8,26.745,24.961,277.4,48.694,0.0,16,0,0,0.58,25.0,20
6.009,30,4,67.934,70,67,10,44.296,42.41,526.67,75.567,0.0,26,0,0,0.633,53.0,37
8.076,25,3,59.411,62,59,5,40.858,38.905,475.61,65.82,0.0,26,0,0,0.659,49.0,34
6.432,18,2,35.909,34,35,7,20.375,19.831,246.3,40.365,0.0,10,0,0,0.567,19.0,17
8.699,46,4,91.254,93,91,17,57.194,54.152,622.84,103.178,0.0,34,0,0,0.595,58.0,45
5.921,40,2,76.629,79,77,14,48.75,45.626,508.72,86.932,0.0,30,0,0,0.593,48.0,37
6.886,21,1,35.92,35,36,9,20.983,19.434,215.33,41.279,0.0,11,0,0,0.54,16.0,15
8.125,23,3,56.182,58,55,7,37.006,35.808,457.55,61.823,0.0,22,0,0,0.651,46.0,32
6.398,25,3,62.065,65,61,7,41.767,40.335,507.61,68.239,0.0,26,0,0,0.661,53.5,36
7.0,23,1,42.803,43,43,8,26.745,24.961,277.4,48.694,0.0,16,0,0,0.58,25.0,20
5.602,25,3,59.065,61,58,8,38.767,37.335,471.58,65.239,0.0,23,0,0,0.644,47.0,33
8.509,24,1,46.011,46,46,9,29.364,27.315,325.87,52.053,2.2,17,0,1,0.594,27.0,22
4.796,46,4,91.254,93,91,17,57.194,54.152,622.84,103.178,0.0,34,0,0,0.595,58.0,45
8.398,23,1,38.803,38,39,10,22.745,20.961,229.36,44.694,0.0,12,0,0,0.537,17.0,16
9.301,23,3,56.182,58,55,7,37.006,35.808,457.55,61.823,0.0,22,0,0,0.651,46.0,32
9.06,27,1,44.571,44,45,12,26.267,24.014,257.42,51.524,0.0,14,0,0,0.534,19.0,18
7.456,23,3,54.854,57,54,7,36.551,35.093,441.55,60.614,0.0,22,0,0,0.65,44.0,31
8.119,27,1,52.647,54,53,9,34.915,32.201,373.56,59.444,0.0,21,0,0,0.608,34.5,26
6.024,36,2,69.861,71,70,12,44.228,41.572,468.65,79.102,0.0,27,0,0,0.594,44.0,34
6.155,38,2,72.418,75,73,13,46.535,43.384,478.69,82.308,0.0,29,0,0,0.594,46.0,35
5.854,33,2,64.32,67,65,11,42.961,39.729,453.07,73.003,1.5,27,0,1,0.611,43.0,32
6.602,21,1,35.92,35,36,9,20.983,19.434,215.33,41.279,0.0,11,0,0,0.54,16.0,15
7.796,29,1,48.454,49,49,14,29.029,26.541,283.46,55.939,0.0,16,0,0,0.542,22.0,20
5.835,19,3,40.778,42,41,6,28.211,26.181,313.46,45.946,0.0,17,0,0,0.639,31.5,22
8.262,32,4,62.105,66,63,12,41.137,38.176,416.62,71.015,0.0,26,0,0,0.606,43.0,31
8.301,23,3,53.778,56,53,7,34.904,33.906,409.48,59.694,0.0,22,0,0,0.64,42.0,30
5.852,30,4,62.221,66,63,8,42.375,39.649,438.62,70.6,0.0,28,0,0,0.629,48.0,33
7.796,39,5,71.858,75,73,14,46.427,42.777,461.72,82.759,0.0,28,0,0,0.586,45.0,34
6.212,29,3,57.447,60,58,10,37.824,35.342,391.56,65.311,0.0,24,0,0,0.609,40.0,29
5.994,23,3,48.796,50,49,6,32.54,30.762,349.47,55.066,0.0,21,0,0,0.628,37.0,26
7.432,33,3,62.887,67,64,13,41.893,38.681,415.63,71.932,0.0,27,0,0,0.604,43.0,31
7.0,33,5,73.843,75,73,7,47.415,45.771,547.67,82.561,0.0,29,0,0,0.627,55.0,40
7.921,33,5,73.843,75,73,7,47.415,45.771,547.67,82.561,0.0,29,0,0,0.627,55.0,40
7.569,33,5,73.843,75,73,7,47.415,45.771,547.67,82.561,0.0,29,0,0,0.627,55.0,40
6.585,19,3,44.356,45,44,4,29.472,28.423,337.41,49.445,0.0,19,0,0,0.646,36.0,25
7.585,34,4,61.97,62,62,14,37.262,34.847,394.58,71.059,0.0,20,0,0,0.562,33.5,28
7.824,34,4,65.97,67,66,12,41.262,38.847,442.62,75.059,0.0,24,0,0,0.589,41.5,32
9.585,31,4,62.6,63,62,12,38.438,36.703,434.57,70.983,1.6,22,1,1,0.592,40.0,31
9.187,34,4,65.97,67,66,12,41.262,38.847,442.62,75.059,0.0,24,0,0,0.589,41.5,32
7.658,40,4,71.621,73,72,18,43.546,40.427,448.68,82.304,0.0,24,0,0,0.561,38.5,32
7.409,38,4,67.738,68,68,16,40.785,37.9,422.64,77.889,0.0,22,0,0,0.557,35.5,30
4.743,26,2,46.116,45,46,11,26.966,25.224,286.42,52.817,0.0,14,0,0,0.548,22.0,20
9.041,29,5,57.421,57,57,12,34.983,33.288,391.53,65.312,0.0,19,0,0,0.584,35.5,28
7.06,32,2,58.843,59,59,13,36.898,33.991,396.61,66.982,0.0,20,0,0,0.576,32.5,27
9.222,44,4,88.37,90,88,16,55.432,52.625,608.81,99.763,0.0,33,0,0,0.598,57.0,44
8.959,40,2,74.301,76,75,14,47.296,43.911,480.71,84.723,0.0,29,0,0,0.585,45.0,35
6.602,27,3,55.545,56,55,10,34.426,32.96,389.5,62.524,0.0,20,0,0,0.599,36.0,28
5.0,28,2,54.0,55,54,11,33.728,31.75,360.5,61.232,0.0,20,0,0,0.588,33.0,26
8.796,43,5,86.934,90,87,15,55.768,52.69,601.82,98.427,0.0,34,0,0,0.606,59.5,44
8.319,33,3,63.869,65,64,12,40.256,37.825,427.6,72.561,0.0,24,0,0,0.591,40.5,31
7.854,36,2,65.61,67,66,16,41.421,38.045,436.68,74.813,0.0,23,0,0,0.576,36.5,30
7.12,32,2,58.767,59,59,12,36.25,33.804,376.55,67.062,0.0,21,0,0,0.573,33.0,27
8.046,40,4,78.294,82,79,12,51.091,47.712,528.76,89.095,0.0,32,0,0,0.604,53.0,39
8.0,44,4,84.061,88,85,14,54.614,50.766,556.82,95.925,0.0,34,0,0,0.597,55.0,41
7.319,45,5,92.163,98,93,13,61.62,57.787,643.9,104.424,0.0,40,0,0,0.621,68.0,48
8.301,46,4,86.945,91,88,15,56.376,52.293,570.85,99.341,0.0,35,0,0,0.594,56.0,42
9.149,40,2,70.301,71,71,16,43.296,39.911,432.67,80.723,0.0,25,0,0,0.562,37.0,31
8.201,40,2,72.301,75,73,18,45.296,41.911,456.69,82.723,0.0,27,0,0,0.574,41.0,33
6.252,24,2,51.309,53,51,9,33.853,31.884,388.53,57.321,0.0,20,0,0,0.625,37.0,27
8.292,29,3,55.429,55,55,12,33.188,31.487,367.5,62.94,0.0,18,0,0,0.572,31.5,26
7.167,32,2,61.094,62,61,13,37.705,35.519,404.56,69.272,0.0,22,0,0,0.582,36.0,29
4.886,30,2,61.287,62,61,11,39.591,37.179,446.62,68.776,0.0,23,0,0,0.609,40.5,31
6.921,31,3,59.312,60,59,14,35.949,34.013,393.54,67.355,0.0,20,0,0,0.576,34.5,28
7.77,33,3,67.021,69,67,13,44.551,41.2,503.75,75.401,0.0,25,0,0,0.615,44.5,34
5.092,31,3,56.985,58,57,15,34.495,32.299,365.53,65.145,0.0,19,0,0,0.567,31.5,26
7.292,35,3,73.156,76,73,13,48.12,45.254,537.74,82.105,0.0,29,0,0,0.62,52.0,38
5.921,30,4,56.203,56,56,12,33.739,31.793,366.52,64.228,0.0,18,0,0,0.568,31.5,26
7.77,26,4,52.763,53,52,11,31.671,30.454,366.47,59.607,0.0,17,0,0,0.586,32.5,26
5.398,33,3,63.869,66,64,14,40.256,37.825,427.6,72.561,0.0,24,0,0,0.591,40.5,31
7.745,32,4,60.087,61,60,14,36.5,34.32,392.56,68.644,0.0,20,0,0,0.572,34.5,28
6.42,15,3,29.262,29,29,7,17.495,16.655,197.27,33.405,0.0,9,0,0,0.574,17.0,14
7.854,33,7,72.181,76,72,11,47.302,45.143,527.69,81.514,0.0,29,0,0,0.627,56.0,39
8.102,32,3,71.694,72,70,14,44.932,43.404,555.68,80.124,4.3,26,3,3,0.62,48.5,38
6.638,34,2,64.054,65,64,16,40.114,37.233,438.65,72.607,0.0,22,0,0,0.582,36.5,30
7.292,34,4,63.97,66,64,16,39.262,36.847,418.6,73.059,0.0,22,0,0,0.576,37.5,30
5.509,30,2,54.632,56,55,14,34.682,31.75,366.58,62.358,0.0,19,0,0,0.577,30.5,25
7.601,36,2,69.534,72,70,13,44.773,41.858,464.66,78.893,0.0,28,0,0,0.598,45.0,34
7.237,38,4,69.738,72,70,18,42.785,39.9,446.66,79.889,0.0,24,0,0,0.57,39.5,32
7.284,32,4,60.087,61,60,14,36.5,34.32,392.56,68.644,0.0,20,0,0,0.572,34.5,28
7.292,21,1,35.92,35,36,9,20.983,19.434,215.33,41.279,0.0,11,0,0,0.54,16.0,15
6.824,39,3,79.923,83,80,14,52.642,49.308,577.81,89.936,0.0,32,0,0,0.616,55.5,41
8.119,43,5,86.261,89,86,17,54.222,51.405,593.8,97.637,0.0,32,0,0,0.598,56.0,43
7.208,23,3,40.796,41,41,11,24.54,22.762,253.39,47.066,0.0,13,0,0,0.555,21.0,18
6.638,39,4,81.021,84,81,14,54.052,50.442,611.27,91.168,1.2,32,0,1,0.623,56.5,42
7.222,16,2,30.043,30,30,8,18.25,17.16,196.28,34.322,0.0,10,0,0,0.572,17.0,14
6.387,37,4,81.487,82,80,14,50.813,49.292,602.72,91.533,3.8,31,3,3,0.616,56.5,43
8.222,28,8,54.65,58,55,13,34.66,32.439,368.55,63.138,0.0,19,0,0,0.59,37.0,27
8.721,28,4,54.32,55,54,12,32.978,31.266,364.5,61.813,0.0,18,0,0,0.579,32.5,26
7.149,40,4,71.621,73,72,18,43.546,40.427,448.68,82.304,0.0,24,0,0,0.561,38.5,32
6.678,38,2,72.418,75,73,14,46.535,43.384,478.69,82.308,0.0,29,0,0,0.594,46.0,35
7.268,44,6,86.036,89,86,18,53.773,50.712,580.81,97.926,0.0,31,0,0,0.59,54.0,42
7.06,38,4,77.814,81,78,13,51.432,48.087,562.8,87.809,0.0,31,0,0,0.617,54.5,40
5.237,34,5,76.821,77,75,13,47.296,46.26,577.67,86.201,4.0,28,3,3,0.617,54.0,41
8.022,37,4,79.138,82,79,13,53.29,49.915,609.25,88.753,1.3,32,0,1,0.632,57.0,42
8.0,20,6,47.105,49,46,10,29.182,28.675,360.42,52.734,0.0,16,0,0,0.623,36.0,26
6.886,32,5,75.592,75,73,14,45.443,45.162,583.63,84.204,4.1,26,3,3,0.619,52.5,41
8.071,36,2,69.534,72,70,13,44.773,41.858,464.66,78.893,0.0,28,0,0,0.598,45.0,34
8.319,36,6,78.25,83,78,13,51.921,49.077,588.8,87.975,0.0,31,0,0,0.629,58.5,42
8.051,27,3,47.563,49,48,14,29.063,26.815,293.46,54.896,0.0,16,0,0,0.559,25.0,21
5.886,19,3,33.702,34,34,9,20.563,18.993,209.33,39.026,0.0,11,0,0,0.559,18.0,15
6.796,32,4,54.76,54,55,13,32.046,29.605,328.52,63.434,0.0,16,0,0,0.538,25.0,23
7.444,19,2,46.905,48,46,7,30.892,30.176,372.42,52.377,6.5,21,3,3,0.656,38.0,27
5.276,27,3,48.891,49,49,13,29.517,27.53,309.46,56.106,0.0,16,0,0,0.562,26.0,22
7.18,33,3,63.541,66,64,11,40.802,38.111,423.61,72.351,0.0,25,0,0,0.595,41.0,31
8.523,22,6,44.68,48,45,11,29.125,27.343,310.45,51.311,0.0,17,0,0,0.608,33.0,23
6.081,23,3,39.469,40,40,11,24.086,22.047,237.39,45.856,0.0,13,0,0,0.551,20.0,17
6.225,28,3,61.098,63,61,6,41.137,38.884,466.02,68.465,1.6,26,0,1,0.637,46.0,33
7.523,19,2,39.883,41,40,8,27.824,25.513,322.89,44.807,2.5,16,0,1,0.638,28.0,21
4.523,37,3,74.636,78,75,11,48.779,45.879,515.71,84.391,0.0,31,0,0,0.612,52.0,38
8.578,33,5,62.534,65,63,14,39.597,36.912,411.61,71.723,0.0,23,0,0,0.586,39.0,30
9.398,31,5,63.65,67,64,11,41.836,39.385,445.62,72.308,0.0,26,0,0,0.615,46.0,33
5.481,21,3,40.24,40,40,10,24.233,22.95,267.37,45.86,0.0,13,0,0,0.574,23.0,19
10.721,25,3,43.68,44,44,12,26.302,24.289,267.42,50.481,0.0,14,0,0,0.552,22.0,19
5.824,17,3,40.145,41,40,3,27.256,26.181,307.38,44.82,0.0,18,0,0,0.655,34.0,23
5.187,20,3,43.469,43,43,7,28.586,26.975,382.29,48.702,2.3,16,0,1,0.627,30.0,23
8.77,22,2,41.367,43,42,9,27.08,25.026,270.41,47.358,0.0,17,0,0,0.596,27.0,20
7.0,21,3,41.662,43,42,8,27.972,25.707,303.47,47.361,0.0,16,0,0,0.612,28.0,21
6.456,36,2,65.534,67,66,15,40.773,37.858,416.62,74.893,0.0,24,0,0,0.574,37.0,30
4.523,21,3,44.567,44,44,7,27.688,26.665,319.4,50.069,0.0,16,0,0,0.606,30.0,23
8.405,23,2,49.84,52,50,8,34.427,32.123,382.54,56.033,2.0,22,1,1,0.642,38.0,27
8.62,19,3,48.145,46,46,9,29.887,29.516,456.29,53.812,13.0,17,5,6,0.642,33.0,27
4.0,24,3,63.338,63,61,6,39.966,39.973,521.53,70.219,8.2,26,5,5,0.655,50.0,37
6.553,20,2,39.56,41,40,8,26.966,24.686,288.45,44.863,0.0,16,0,0,0.617,27.0,20
5.201,20,3,43.752,43,43,7,27.171,26.333,321.39,49.2,2.3,16,1,1,0.612,30.0,23
5.801,37,5,73.629,77,74,12,47.574,44.68,503.71,83.763,0.0,29,0,0,0.604,50.5,37
5.0,34,3,71.076,74,71,11,46.875,44.18,524.11,79.92,1.4,29,0,1,0.622,50.5,37
8.886,19,3,44.236,43,43,8,28.25,27.222,406.28,49.717,9.3,16,3,4,0.633,30.0,24
9.523,30,6,59.541,62,60,11,38.625,36.165,406.59,68.182,0.0,23,0,0,0.603,41.0,30
10.959,35,7,67.41,70,68,13,43.154,40.24,449.67,77.51,0.0,25,0,0,0.592,44.0,33
7.432,31,4,75.163,76,73,12,46.983,46.426,588.64,83.497,4.1,29,3,3,0.636,56.5,42
9.699,27,4,62.759,64,62,8,41.188,39.799,480.58,70.619,4.8,27,3,3,0.642,49.0,35
9.0,32,3,66.192,67,66,11,43.114,40.653,486.06,74.505,1.5,26,0,1,0.616,45.0,34
8.602,32,4,70.818,73,70,11,46.057,43.937,540.7,78.982,0.0,27,0,0,0.628,54.0,38
6.553,18,2,40.207,41,40,8,28.682,26.341,357.33,44.751,5.0,16,0,2,0.659,29.0,22
7.357,22,5,52.21,52,51,8,32.91,32.24,405.47,58.872,5.9,20,3,3,0.632,39.0,29
4.77,25,3,52.662,53,52,9,32.665,31.433,375.47,59.109,0.0,19,0,0,0.604,35.5,27
9.602,30,5,75.709,76,73,12,46.682,46.636,605.63,83.789,4.1,28,3,3,0.639,58.0,43
6.857,39,4,80.774,81,79,18,48.677,46.721,592.76,91.078,3.8,26,3,3,0.591,49.0,40
7.721,27,4,63.16,65,62,10,40.37,39.364,482.56,70.362,1.6,25,1,1,0.635,49.0,35
6.857,30,3,59.654,62,60,10,39.444,36.696,428.02,67.671,1.7,24,0,1,0.612,40.0,30
6.903,35,3,65.425,67,66,11,41.563,38.637,425.63,74.766,0.0,25,0,0,0.585,40.0,31
8.481,27,4,65.396,65,63,12,39.46,39.373,512.54,72.666,4.8,23,3,3,0.625,46.5,36
6.389,28,3,55.771,57,56,8,36.682,34.17,401.98,63.255,1.8,22,0,1,0.61,37.0,28
8.161,39,3,83.174,86,83,12,54.449,51.835,597.77,93.225,0.0,35,0,0,0.625,61.0,44
9.046,23,4,54.992,55,54,8,35.665,34.745,428.5,61.789,5.6,23,3,3,0.643,43.0,31
4.0,32,4,70.807,74,70,13,46.057,44.058,543.09,79.343,2.9,28,1,2,0.629,52.0,38
4.585,25,3,53.007,54,53,7,34.756,33.003,379.5,59.69,0.0,22,0,0,0.623,39.0,28
7.367,26,3,60.312,60,59,9,38.091,37.207,461.53,67.54,5.1,24,3,3,0.631,44.0,33
6.886,29,3,51.101,50,51,12,29.733,27.772,315.47,58.73,0.0,15,0,0,0.545,24.0,22
6.77,30,4,51.876,51,52,12,30.285,28.078,314.49,60.019,0.0,15,0,0,0.54,24.0,22
7.081,38,4,73.41,76,74,14,47.33,44.186,490.71,83.68,0.0,29,0,0,0.597,48.0,36
4.0,40,3,77.916,81,78,16,49.239,46.316,525.73,88.561,1.3,30,1,1,0.594,49.0,38
4.699,28,4,60.385,63,60,10,39.625,37.574,459.01,68.093,3.3,24,1,2,0.626,44.0,32
7.0,32,2,63.44,66,64,8,41.796,39.089,432.61,71.853,0.0,27,0,0,0.611,44.0,32
4.777,39,4,80.807,86,81,14,53.029,50.096,570.77,91.435,1.2,34,1,1,0.618,59.0,42
5.672,33,4,69.371,72,69,12,45.767,42.861,533.15,77.923,1.4,26,0,1,0.621,50.0,36
6.91,29,3,60.774,63,61,6,40.279,38.057,431.58,68.521,0.0,26,0,0,0.624,45.0,32
6.553,26,4,46.109,45,46,10,26.762,25.025,286.43,53.189,0.0,13,0,0,0.544,22.0,20
5.431,36,4,72.919,77,73,15,47.671,44.682,527.14,82.754,2.7,29,1,2,0.612,50.0,37
4.538,22,4,47.342,48,47,7,30.239,28.971,342.44,53.358,0.0,18,0,0,0.616,35.0,25
6.544,33,4,66.967,70,67,12,43.665,40.959,485.08,75.793,1.5,26,0,1,0.611,46.0,34
4.0,42,3,84.799,89,85,15,55.001,51.843,587.8,95.976,1.2,35,1,1,0.61,58.0,43
7.824,37,5,77.938,79,77,14,48.392,46.539,555.7,87.601,0.0,28,0,0,0.604,52.5,40
4.481,25,5,44.0,43,44,9,25.552,23.805,271.42,51.062,0.0,12,0,0,0.541,21.0,19
6.824,18,2,40.207,41,40,8,28.682,26.341,357.33,44.751,5.0,16,0,2,0.659,29.0,22
9.699,22,3,50.967,51,50,8,33.307,31.911,409.52,57.211,6.0,20,3,3,0.638,37.5,28
4.0,20,4,42.458,42,42,6,26.478,25.444,304.39,47.943,0.0,15,0,0,0.606,29.0,22
7.319,30,4,56.876,58,57,11,35.285,33.078,374.54,65.019,0.0,20,0,0,0.58,34.0,27
9.523,21,4,50.185,50,49,8,32.552,31.405,410.51,56.294,6.1,19,3,3,0.641,37.5,28
7.0,33,3,65.214,69,66,9,43.347,40.396,443.64,74.142,0.0,28,0,0,0.612,46.0,33
7.398,33,3,64.214,67,65,8,42.347,39.396,431.63,73.142,0.0,27,0,0,0.606,44.0,32
